"","SLB.Open","SLB.High","SLB.Low","SLB.Close","SLB.Volume","SLB.Adjusted"
"2013-12-19",87.04,87.08,85.65,86.47,6374800,86.09
"2013-12-20",86.51,87.76,86,87.27,9322500,86.88
"2013-12-23",87.88,88.13,87.27,87.32,5214500,86.93
"2013-12-24",87.53,88.5,87.37,88.31,1849900,87.92
"2013-12-26",88.48,89.56,88.4,89.39,3640400,88.99
"2013-12-27",89.54,89.99,89.05,89.9,3488600,89.5
"2013-12-30",89.97,90.26,89.14,89.17,4028500,88.77
"2013-12-31",89.5,90.21,89.07,90.11,3397400,89.71
"2014-01-02",89.48,90.12,88.61,88.82,4958100,88.43
"2014-01-03",88.94,89.35,88.21,88.35,4212000,87.96
"2014-01-06",88.88,88.92,87.3,88.02,6370100,87.63
"2014-01-07",88.05,88.46,86.77,87.51,6423800,87.12
"2014-01-08",87.36,87.66,86.38,86.98,8527100,86.59
"2014-01-09",87.52,87.65,86.05,86.48,6559200,86.1
"2014-01-10",86.08,88.2,85.77,88.17,8417100,87.78
"2014-01-13",88.4,88.54,87.29,87.46,6824000,87.07
"2014-01-14",87.91,88.93,87.37,88.87,5523900,88.48
"2014-01-15",88.91,89.3,87.9,88.89,6804700,88.5
"2014-01-16",88.88,89.39,88.14,88.61,6930700,88.22
"2014-01-17",89.81,90.41,88,90.21,11923900,89.81
"2014-01-21",91.2,92.11,90.38,91.09,8312400,90.69
"2014-01-22",91.32,91.36,90.28,91.21,5123800,90.81
"2014-01-23",90.64,91.19,89.98,90.26,6603500,89.86
"2014-01-24",89.23,89.34,87.82,88.15,8402100,87.76
"2014-01-27",88.3,88.62,86.9,87.91,6073300,87.52
"2014-01-28",88.22,88.52,87.19,87.76,4677700,87.37
"2014-01-29",87.08,87.52,86.43,87.3,6662400,86.91
"2014-01-30",87.9,89.49,87.89,88.81,5613700,88.42
"2014-01-31",87.87,88.59,87.3,87.57,6337900,87.18
"2014-02-03",87.8,88,85.89,86.23,7207100,85.85
"2014-02-04",86.35,87.83,86.21,87.19,6288000,86.8
"2014-02-05",87.15,87.64,86,86.16,6650900,85.78
"2014-02-06",86.55,88.77,86.49,88.51,5384000,88.12
"2014-02-07",88.99,89.74,88.33,89.5,5985000,89.1
"2014-02-10",89.46,89.48,88.39,89.04,5186900,88.65
"2014-02-11",89.03,90.65,89.01,90.37,5925100,89.97
"2014-02-12",90.42,91.06,89.96,90.03,4285000,89.63
"2014-02-13",89.55,90.71,89.15,90.26,5060900,89.86
"2014-02-14",90.06,91.19,89.95,90.45,4661800,90.45
"2014-02-18",90.46,90.77,89.7,90.63,5336000,90.63
"2014-02-19",90.28,91.68,90.28,90.48,5990400,90.48
"2014-02-20",90.41,91.13,90.3,91.03,4917000,91.03
"2014-02-21",91.25,91.48,90.06,90.07,6322800,90.07
"2014-02-24",90.42,93.67,90.39,92.72,8868900,92.72
"2014-02-25",92.24,92.75,91.44,92.56,5254300,92.56
"2014-02-26",93.29,93.47,92.11,92.35,4337700,92.35
"2014-02-27",91.98,92.7,91.48,92.57,3947400,92.57
"2014-02-28",93.17,93.84,92.67,93,5966900,93
"2014-03-03",92.26,92.88,90.6,91.26,7741200,91.26
"2014-03-04",92.5,93.01,91.88,92.49,6768400,92.49
"2014-03-05",92.14,92.6,91.58,92.01,3995800,92.01
"2014-03-06",92.23,93.06,91.89,92.75,4612000,92.75
"2014-03-07",93.23,93.35,92.5,92.98,4690300,92.98
"2014-03-10",92.67,93,92.06,92.87,3301800,92.87
"2014-03-11",93.28,93.62,91.56,91.95,5301500,91.95
"2014-03-12",91.19,91.41,90.39,91.17,4992700,91.17
"2014-03-13",91.57,91.73,89.6,90.27,6461800,90.27
"2014-03-14",90.21,90.59,88.88,89.09,7642700,89.09
"2014-03-17",89.15,89.97,89.15,89.78,8924900,89.78
