"","MTB.Open","MTB.High","MTB.Low","MTB.Close","MTB.Volume","MTB.Adjusted"
"2007-08-27",107.38,107.66,106.53,106.53,371200,83.71
"2007-08-28",106,106.11,103.41,103.41,544700,81.26
"2007-08-29",104.34,106.6,103.02,106.6,508500,83.76
"2007-08-30",104.55,105.31,103.48,104.15,463200,82.38
"2007-08-31",105.35,106.9,104.5,105.88,615200,83.75
"2007-09-04",105.3,107.24,104.77,106.47,481500,84.21
"2007-09-05",105.41,105.92,103.97,105.33,510700,83.31
"2007-09-06",105.45,105.73,103.73,105.1,543600,83.13
"2007-09-07",103.37,104.76,102.88,103.2,613700,81.63
"2007-09-10",103.88,104.69,102.13,103.79,477900,82.09
"2007-09-11",104.02,106.15,103.88,105.09,424900,83.12
"2007-09-12",104.38,104.85,103.4,103.93,401700,82.2
"2007-09-13",104.6,105.42,104.49,105.06,378200,83.1
"2007-09-14",104.11,105.13,103.25,104.8,700400,82.89
"2007-09-17",104.19,104.8,103.73,104.41,459100,82.58
"2007-09-18",104.96,109.18,104.11,109.18,575800,86.36
"2007-09-19",110,110.4,108.67,109.34,511800,86.48
"2007-09-20",109.34,109.79,107.91,108.22,357400,85.6
"2007-09-21",109.52,109.52,106.62,107.6,475000,85.11
"2007-09-24",107.15,107.7,105.34,105.34,303800,83.32
"2007-09-25",104.35,105.5,104.3,104.3,406900,82.5
"2007-09-26",104.9,105.29,103.88,104.45,418600,82.62
"2007-09-27",104.97,105.05,103.96,105.05,308300,83.09
"2007-09-28",104.6,104.95,103.45,103.45,396300,81.82
"2007-10-01",103.23,105.32,103.23,105.32,585700,83.3
"2007-10-02",105.29,106.87,104.69,105.91,377700,83.77
"2007-10-03",105.85,107.06,105.58,106.34,340300,84.11
"2007-10-04",107,107.48,106.63,107.13,244200,84.73
"2007-10-05",108.18,108.32,107.13,107.73,299200,85.21
"2007-10-08",107.64,107.66,105.88,106.42,244700,84.17
"2007-10-09",107.08,107.19,105.45,107.02,393900,84.65
"2007-10-10",107.09,107.09,104.99,105.31,476100,83.3
"2007-10-11",104.98,106.8,103.68,104.84,809500,82.92
"2007-10-12",104.43,105.1,101.02,101.34,799100,80.16
"2007-10-15",101.66,102.5,99.06,99.89,781400,79.01
"2007-10-16",99.84,100.19,97.74,97.94,832000,77.47
"2007-10-17",99,100.01,97.29,100,1035400,79.1
"2007-10-18",99.37,99.64,97.86,98.6,904700,77.99
"2007-10-19",98.73,100.01,97.39,97.39,658700,77.03
"2007-10-22",97,99.27,96.78,98.11,934400,77.6
"2007-10-23",98.42,98.7,97.05,97.96,371800,77.48
"2007-10-24",97.25,97.89,95,97.16,670400,76.85
"2007-10-25",96.99,99.3,96.21,97.58,720700,77.18
"2007-10-26",100.38,100.38,97.72,100.26,499200,79.3
"2007-10-29",100.4,100.73,99,99.5,322700,78.7
"2007-10-30",99.01,100.05,98.5,98.65,376300,78.03
"2007-10-31",99.3,100.22,97.38,99.48,865900,78.68
"2007-11-01",97,97,93.44,93.44,544700,73.91
"2007-11-02",94.11,94.59,90.31,91.47,1028800,72.35
"2007-11-05",90.47,92.19,89.61,90.77,776000,71.79
"2007-11-06",90.7,92.84,89.67,92.43,554300,73.11
"2007-11-07",91.35,91.35,88.01,88.01,731600,69.61
"2007-11-08",88.1,91.32,87.72,91.03,981200,72
"2007-11-09",90.01,93.85,88.51,92.28,874400,72.99
"2007-11-12",92.82,96.26,91.73,93.13,852400,73.66
"2007-11-13",93.7,97.65,93.55,97.65,681000,77.24
"2007-11-14",98.44,98.94,94.08,94.58,662500,74.81
"2007-11-15",92.62,94.05,90.05,91,1052400,71.98
"2007-11-16",91.47,91.7,88.51,89.4,1059500,70.71
"2007-11-19",89.03,89.79,86.46,88.28,1070900,69.83
"2007-11-20",88.02,89.86,84.74,87.58,1231300,69.27
"2007-11-21",86.91,89.47,85.85,87.37,758400,69.11
"2007-11-23",88.99,90.92,88.48,89.97,390200,71.16
"2007-11-26",89.85,90.25,84.71,84.98,760400,67.22
"2007-11-27",85.65,88.3,85.56,87.88,918300,69.51
"2007-11-28",88.72,91.81,88.58,91.07,1130600,72.03
"2007-11-29",90.96,90.96,88.85,89.45,900600,70.75
"2007-11-30",90.41,93.15,90.41,90.96,1779700,71.95
"2007-12-03",91,92.55,89.64,90.73,687400,71.76
"2007-12-04",90.02,90.19,88.25,88.91,588700,70.32
"2007-12-05",89.89,91.05,88.75,90.06,666500,71.23
"2007-12-06",88.29,90.78,87.86,90.78,969900,71.8
"2007-12-07",90.77,90.91,88.04,88.87,978700,70.29
"2007-12-10",89.55,92.14,89.04,92.13,660700,72.87
"2007-12-11",92.09,92.13,86.24,86.25,1146000,68.22
"2007-12-12",88.41,90,84.2,85.78,1845900,67.85
"2007-12-13",84.8,85.51,82.89,85.32,1141700,68.04
"2007-12-14",84.86,85.81,83.31,83.31,848700,66.44
"2007-12-17",82.46,82.87,80.8,80.91,1094800,64.52
"2007-12-18",81.1,82.1,80.03,80.95,1138900,64.55
"2007-12-19",81.13,81.47,79.53,79.83,724500,63.66
"2007-12-20",80.26,81.11,77.39,79.31,879000,63.25
"2007-12-21",80.35,82.26,79.14,82.12,946800,65.49
"2007-12-24",82.82,83.47,81.71,82.5,338200,65.79
"2007-12-26",82.25,82.62,81.2,82.26,352000,65.6
"2007-12-27",81.76,82.13,80.83,81.07,444000,64.65
"2007-12-28",81.03,82.15,80.93,81.43,655500,64.94
"2007-12-31",80.86,82.5,80.18,81.57,704100,65.05
"2008-01-02",82.17,82.17,79.45,79.98,830400,63.78
"2008-01-03",80.35,80.76,78.55,78.8,774800,62.84
"2008-01-04",77.89,77.89,75.85,75.85,1321300,60.49
"2008-01-07",76.5,77.88,75.56,76.5,1601800,61.01
"2008-01-08",77.03,77.03,72.68,72.68,1636800,57.96
"2008-01-09",73,74.02,71.97,73.83,2434000,58.88
"2008-01-10",73.42,76.61,72.35,75.03,1714300,59.83
"2008-01-11",75.03,76.28,73.11,73.75,1613100,58.81
"2008-01-14",71.5,73.53,71.01,72.42,2032100,57.75
"2008-01-15",71.66,72.86,70.49,71.59,1732100,57.09
"2008-01-16",71.23,75.44,71.12,74.06,3258100,59.06
"2008-01-17",74.43,74.43,72.04,72.07,1925000,57.47
"2008-01-18",72.62,74.67,72.1,73.69,2688200,58.77
"2008-01-22",71.01,77.38,70.85,76.27,2829100,60.82
"2008-01-23",76.4,84.71,73.79,84.65,3085000,67.51
"2008-01-24",84.8,86.41,83.27,84.69,2148800,67.54
"2008-01-25",85.16,86.1,82.91,83.85,1439000,66.87
"2008-01-28",84.11,87.05,82.59,87.05,930300,69.42
"2008-01-29",87,88.38,85.44,87.93,863900,70.12
"2008-01-30",87.85,90.82,86.19,87.65,1084500,69.9
"2008-01-31",86,92.26,85.17,91.28,1778100,72.79
"2008-02-01",91.1,94.03,90.73,94.03,1141000,74.99
"2008-02-04",92.91,93.66,89.66,90.06,1008200,71.82
"2008-02-05",88.11,90,87.44,88.54,1296000,70.61
"2008-02-06",89.43,90.75,87.71,88.44,1149500,70.53
"2008-02-07",88.23,90.4,87.8,89.62,1362600,71.47
"2008-02-08",88.77,90.28,87.11,88.89,1672700,70.89
"2008-02-11",88.9,88.9,86.67,87.35,890800,69.66
"2008-02-12",88.1,89.41,86.73,88.03,1062400,70.2
"2008-02-13",88.75,89.19,86,88.21,835600,70.34
"2008-02-14",88.21,88.31,85.92,86.42,1014600,68.92
"2008-02-15",87.05,88.58,85.77,88.4,1100000,70.5
"2008-02-19",89.15,89.62,85.37,85.8,894600,68.42
"2008-02-20",84.94,87.99,84.34,87.47,1019700,69.75
"2008-02-21",87.5,88.17,84.92,84.92,673900,67.72
"2008-02-22",85.2,87.68,83.57,86.89,812800,69.29
"2008-02-25",85.83,87.88,85.32,87.36,1027200,69.67
"2008-02-26",86.87,88.7,86.46,87.53,800600,69.8
"2008-02-27",86.36,88.79,85.99,87.13,556600,70.04
"2008-02-28",86.44,86.44,84.24,84.24,523500,67.72
"2008-02-29",83.28,83.86,81.65,82.08,1171100,65.98
"2008-03-03",81.9,82.46,79.47,80.16,2193400,64.44
"2008-03-04",79.26,79.92,77.43,79.4,1804000,63.83
"2008-03-05",79.9,81.09,77.89,78.61,1052200,63.19
"2008-03-06",77.92,78.4,75.92,75.92,865400,61.03
"2008-03-07",75.46,78.97,74.76,77.29,1616500,62.13
"2008-03-10",78.3,79.16,76.2,76.9,1378900,61.82
"2008-03-11",78.8,83.92,78.8,83.92,2345000,67.46
"2008-03-12",84,85.38,81.16,81.22,1103000,65.29
"2008-03-13",80.25,82.76,77.87,82.28,1315000,66.14
"2008-03-14",83.05,84.47,79.09,79.96,2061000,64.28
"2008-03-17",78.22,81.12,76.67,80.13,2047500,64.42
"2008-03-18",84.8,84.81,79.33,82.4,1920700,66.24
"2008-03-19",83.29,83.83,79.8,80.45,1815900,64.67
"2008-03-20",81.3,86.49,80.63,86.45,1479400,69.5
"2008-03-24",86.98,90.09,85.82,86.15,1226500,69.26
"2008-03-25",86.37,87,84.28,86.55,890100,69.58
"2008-03-26",86.27,86.27,83.64,84.18,967200,67.67
"2008-03-27",85,85.64,82.26,83.23,1092000,66.91
"2008-03-28",83.85,84.23,81.39,81.8,1067700,65.76
"2008-03-31",81.69,82.62,80.11,80.48,1437600,64.7
"2008-04-01",82.35,85.19,82,85.19,1092600,68.48
"2008-04-02",85.5,87.12,84.59,85.15,787000,68.45
"2008-04-03",84.35,85.83,83.88,85.18,703100,68.48
"2008-04-04",85.5,85.5,82.59,83.01,1242000,66.73
"2008-04-07",83.94,86.82,83.94,85.88,1228300,69.04
"2008-04-08",84.8,86.34,83.67,85.75,1587800,68.93
"2008-04-09",85.95,86.08,84.1,84.13,941600,67.63
"2008-04-10",84.13,85.77,83.33,84.9,1110700,68.25
"2008-04-11",83.88,86,83.38,83.62,1379400,67.22
"2008-04-14",83.64,84.12,80.54,80.75,1772900,64.91
"2008-04-15",83.22,86.31,81.96,85.86,2969800,69.02
"2008-04-16",86.36,89.95,85.98,89.85,2026400,72.23
"2008-04-17",89.73,92.46,88.22,91.42,2084600,73.49
"2008-04-18",93,95,90.24,90.5,1676300,72.75
"2008-04-21",89.75,90.41,87.48,87.95,1086500,70.7
"2008-04-22",87.96,89.82,87.35,89.04,1072600,71.58
"2008-04-23",88.72,89.43,87.3,88.02,835900,70.76
"2008-04-24",88.52,92.52,88.27,91.76,883700,73.77
"2008-04-25",92.35,94.65,90.5,94.28,1297500,75.79
"2008-04-28",94.36,95.67,93.49,94.99,775400,76.36
"2008-04-29",95.18,95.18,92.96,93.62,560200,75.26
"2008-04-30",94,94.47,92.51,93.23,1174600,74.95
"2008-05-01",94.49,97.6,91.38,97.04,1431400,78.01
"2008-05-02",97.83,98.38,94.53,95.31,1089800,76.62
"2008-05-05",94,95.24,93.32,94.02,1218300,75.58
"2008-05-06",93.2,95.26,92.3,94.59,690900,76.04
"2008-05-07",94.88,95.42,91.58,92.23,1059100,74.14
"2008-05-08",92.04,92.65,90.28,91.48,1556400,73.54
"2008-05-09",90.92,93.12,90.58,91.04,821100,73.19
"2008-05-12",91.85,93.34,91.5,93.34,489000,75.04
"2008-05-13",93.62,93.69,91.11,91.47,765700,73.53
"2008-05-14",92.21,94,91.47,93.27,838000,74.98
"2008-05-15",92.83,94.2,92.15,94.11,784300,75.65
"2008-05-16",94.09,94.09,90.45,91.64,1314700,73.67
"2008-05-19",92.28,93.39,91.4,91.6,583100,73.64
"2008-05-20",90.71,91.03,88.57,88.81,1391500,71.39
"2008-05-21",88.92,89.45,87.99,88.6,1675300,71.22
"2008-05-22",88.55,90.74,88.14,89.89,1060600,72.26
"2008-05-23",88.83,89.47,87.86,88.36,725600,71.03
"2008-05-27",89.12,90.65,88.43,89.78,760700,72.17
"2008-05-28",89.73,89.73,85.05,86.67,1729600,69.67
"2008-05-29",86.17,88.03,86,87.58,853000,70.98
"2008-05-30",87.99,88,85.9,86.66,777200,70.23
"2008-06-02",86.6,86.95,84.05,85.61,1040800,69.38
"2008-06-03",86.03,86.55,83.71,85.05,1357300,68.93
"2008-06-04",84.9,85.7,83.39,83.91,928900,68
"2008-06-05",83.96,84.93,83.75,84.75,1638300,68.68
"2008-06-06",83.64,84,80.87,81.18,1146100,65.79
"2008-06-09",81.63,81.94,79.7,80.79,1774900,65.48
"2008-06-10",79.87,83.52,79.83,81.03,1842900,65.67
"2008-06-11",80.57,80.97,77.68,77.71,2674300,62.98
"2008-06-12",78.52,81.07,77.1,77.76,1978400,63.02
"2008-06-13",78.67,79,75.73,77.88,2198500,63.12
"2008-06-16",77.21,79.75,76.88,78.85,1581300,63.9
"2008-06-17",79.6,79.95,76.71,77.07,2013900,62.46
"2008-06-18",76.32,76.93,72.95,75.89,2321200,61.5
"2008-06-19",76,76.78,72.89,75.96,2249500,61.56
"2008-06-20",72.92,77.08,71.77,73.32,3106500,59.42
"2008-06-23",73.6,75.01,71.91,72.19,1209500,58.51
"2008-06-24",72.05,74.59,71.57,73.33,2102500,59.43
"2008-06-25",74.28,76.16,72.77,73.51,2308300,59.58
"2008-06-26",72.42,73.43,71.76,71.91,1600600,58.28
"2008-06-27",72.19,73.07,70.84,71.57,1217500,58
"2008-06-30",72.76,73.36,69.9,70.54,2196200,57.17
"2008-07-01",69.91,73.32,69.25,73.22,3018500,59.34
"2008-07-02",73.48,76.54,73.22,73.86,3416400,59.86
"2008-07-03",74.46,74.93,70.92,71.48,1717200,57.93
"2008-07-07",71.97,72.8,68.5,69.48,2592700,56.31
"2008-07-08",69.41,73.99,68.09,73.77,3302200,59.79
"2008-07-09",74,74.07,68.87,69.41,2385100,56.25
"2008-07-10",69.33,70.9,67.8,69.21,5413700,56.09
"2008-07-11",66.41,71.09,66.01,69.7,3082000,56.49
"2008-07-14",70.39,71,53.61,58.82,11154500,47.67
"2008-07-15",58.23,59.66,56,56.94,7280400,46.15
"2008-07-16",57.15,64.6,56.04,64.13,5655800,51.97
"2008-07-17",66.8,68.7,65,66.84,6019700,54.17
"2008-07-18",66.83,69.18,65.52,68.63,2944200,55.62
"2008-07-21",69.74,71.22,68.61,69.07,2582200,55.98
"2008-07-22",67.63,72.77,66.14,72.69,2674100,58.91
"2008-07-23",72.76,75.75,70.03,71.42,3857700,57.88
"2008-07-24",73.03,73.03,67.79,68.51,3405400,55.52
"2008-07-25",67.98,70.19,67.32,68.1,2491500,55.19
"2008-07-28",68.32,69.89,66.4,66.75,2856200,54.1
"2008-07-29",67.25,70.32,66.61,70.18,2547500,56.88
"2008-07-30",70.64,72.71,69.46,71.46,2408800,57.91
"2008-07-31",70.1,71.47,69.45,70.38,1707600,57.04
"2008-08-01",71.19,72,69.1,71.57,1594100,58
"2008-08-04",70.93,73.09,69.79,72.18,1506000,58.5
"2008-08-05",73.25,74.9,72.55,74.75,1505300,60.58
"2008-08-06",74.74,75.15,72,74.91,1437000,60.71
"2008-08-07",73.8,76.48,70.98,72.84,2494200,59.03
"2008-08-08",72.79,76.7,72.7,76.07,1935200,61.65
"2008-08-11",75.7,79.59,74.37,79.13,1951900,64.13
"2008-08-12",78.39,78.53,73.9,74.57,2594900,60.43
"2008-08-13",74,74.57,70.66,72.3,2339700,58.59
"2008-08-14",71.54,74.67,71.35,74.25,1378800,60.17
"2008-08-15",74.67,76.47,73.18,74.52,1466600,60.39
"2008-08-18",74.22,74.69,71.24,71.67,1446500,58.08
"2008-08-19",70.92,70.92,68.67,69.86,1377800,56.62
"2008-08-20",70.21,70.61,67.82,69.19,1940000,56.07
"2008-08-21",68.32,68.84,67.2,68.25,1653600,55.31
"2008-08-22",69.1,70.22,67.87,70.21,1167700,56.9
"2008-08-25",69.62,69.7,66.87,67.73,1322100,54.89
"2008-08-26",67.8,68.91,67.2,68.41,843700,55.44
"2008-08-27",68.5,69.08,67.9,68.65,922900,55.64
"2008-08-28",68.92,70.74,67.91,70.74,1111500,57.92
"2008-08-29",69.42,72.1,69.21,71.34,968200,58.41
"2008-09-02",72.34,74,72.04,73,1506400,59.77
"2008-09-03",72.54,74.05,71.27,73.67,1123700,60.32
"2008-09-04",73.03,74.16,72,72.6,1962000,59.44
"2008-09-05",70.66,74.1,68.96,73.91,2921500,60.52
"2008-09-08",74.95,77.45,73.95,76,3228400,62.23
"2008-09-09",75.46,76.94,74.39,74.56,3460700,61.05
"2008-09-10",75.25,76.26,72.08,74.75,2937700,61.2
"2008-09-11",71.36,75.4,71.23,75.11,2255900,61.5
"2008-09-12",74,78.43,73.77,78.17,2410300,64
"2008-09-15",73.41,80.49,73.41,75.83,2872000,62.09
"2008-09-16",74.37,81.17,72.72,80.98,3978100,66.31
"2008-09-17",78.13,81.25,74.57,77.55,4437400,63.5
"2008-09-18",79.04,92.39,75.06,90.1,6897800,73.77
"2008-09-19",100.02,108.53,86.38,93.5,3942900,76.56
"2008-09-22",93,98,84.5,89.59,2022300,73.36
"2008-09-23",88.07,90.41,84.13,84.13,791400,68.88
"2008-09-24",84.92,89,82.72,88.4,481700,72.38
"2008-09-25",89.25,89.63,85.86,87.49,879500,71.64
"2008-09-26",85.9,91.5,82.41,91.5,1221700,74.92
"2008-09-29",90,90.38,80,80,1081600,65.5
"2008-09-30",84.54,92.44,80.68,89.25,1005900,73.08
"2008-10-01",89.6,99.5,89.31,95.45,1744500,78.15
"2008-10-02",94.76,97.82,85.03,86.25,1029100,70.62
"2008-10-03",88.54,95,86.65,87.67,764500,71.78
"2008-10-06",84.25,89.52,83,85.21,1048600,69.77
"2008-10-07",85.32,89.38,79,79,740600,64.68
"2008-10-08",76.36,82.63,73.29,73.54,884900,60.21
"2008-10-09",76.32,76.32,64.73,64.73,2105100,53
"2008-10-10",64,74.12,61.63,72.75,3195100,59.57
"2008-10-13",78.23,80.53,67.96,69.6,1796600,56.99
"2008-10-14",72.77,86.25,72.13,80,2718500,65.5
"2008-10-15",76.5,84.89,75.1,77.88,1691600,63.77
"2008-10-16",77.02,79.98,73.67,79.5,1393900,65.09
"2008-10-17",75.88,83.19,75.88,79,1116200,64.68
"2008-10-20",79.71,81.97,77.2,81.08,1106700,66.39
"2008-10-21",77,88.22,77,83.82,2278300,68.63
"2008-10-22",82,83.74,76.32,78.21,1351700,64.04
"2008-10-23",78.47,78.59,71.44,74.04,2919000,60.62
"2008-10-24",68.58,77.5,68.58,75.25,2316500,61.61
"2008-10-27",72.57,78.75,72.57,75.32,1508400,61.67
"2008-10-28",76.35,80.56,73.22,80.55,1522000,65.95
"2008-10-29",80.48,83.62,78.45,78.82,1241600,64.54
"2008-10-30",81.56,81.56,76.51,78,1044300,63.87
"2008-10-31",77.52,81.1,77.5,81.1,937600,66.4
