"","LO.Open","LO.High","LO.Low","LO.Close","LO.Volume","LO.Adjusted"
"2010-05-11",79.07,81.3,78.99,80.66,5991900,21.89
"2010-05-12",80.8,80.91,79.62,80.2,3499200,21.77
"2010-05-13",80.08,80.73,79.56,79.65,2582400,21.62
"2010-05-14",79.45,79.73,78.42,78.83,6525300,21.39
"2010-05-17",79.15,80.5,78.75,80.09,7492800,21.74
"2010-05-18",80.52,80.69,79.11,79.56,4695000,21.59
"2010-05-19",79.17,79.68,78.2,78.6,7193100,21.33
"2010-05-20",77.94,77.94,75.44,75.44,4817400,20.47
"2010-05-21",74.75,74.75,73.61,74.69,8147400,20.27
"2010-05-24",74.59,74.66,73.84,73.88,6828000,20.05
"2010-05-25",72.76,73.25,72.21,73.12,5564400,19.85
"2010-05-26",73.52,74.33,72.96,73.01,6602700,19.82
"2010-05-27",72.67,73,72.16,73,5978400,20.09
"2010-05-28",72.9,73,71.48,71.49,4405500,19.67
"2010-06-01",71.3,72.61,70.24,71.38,4452000,19.64
"2010-06-02",71.81,72.85,71.81,72.58,6337200,19.97
"2010-06-03",72.63,73.38,72.42,73.07,4305000,20.11
"2010-06-04",71.82,72.73,71.29,71.59,3667200,19.7
"2010-06-07",71.58,72.26,71.02,71.12,6595200,19.57
"2010-06-08",70.91,72.05,70.8,72.02,4256100,19.82
"2010-06-09",72.1,73.46,71.59,72.3,5820000,19.9
"2010-06-10",73.07,73.98,73.07,73.94,4084200,20.35
"2010-06-11",73.54,73.82,72.32,73.71,4527900,20.28
"2010-06-14",74.09,74.28,73.34,73.62,4986600,20.26
"2010-06-15",73.86,74.71,73.69,74.59,3918900,20.53
"2010-06-16",74.13,75.13,73.98,75.03,2470800,20.65
"2010-06-17",75.23,75.35,74.27,74.61,2448300,20.53
"2010-06-18",74.62,75.15,74.62,74.99,3117000,20.64
"2010-06-21",75.74,75.93,75.01,75.42,3288000,20.75
"2010-06-22",75.51,75.82,73.96,74.23,4910100,20.43
"2010-06-23",73.94,74.58,73.55,74.09,3074400,20.39
"2010-06-24",73.9,74.08,72.71,72.88,5766900,20.05
"2010-06-25",73.02,73.02,71.62,71.77,13988100,19.75
"2010-06-28",71.93,74.16,71.77,73.54,5968200,20.24
"2010-06-29",72.98,73.51,72.22,72.54,4602900,19.96
"2010-06-30",72.37,73.05,71.93,71.98,5313900,19.81
"2010-07-01",72.13,72.18,70.87,71.95,3918900,19.8
"2010-07-02",72.1,72.31,71.38,71.91,4020900,19.79
"2010-07-06",72.62,73.11,71.96,72.65,3040500,19.99
"2010-07-07",72.54,72.95,71.53,72.51,6658200,19.95
"2010-07-08",72.67,74.21,72.66,74.19,5076600,20.42
"2010-07-09",74.26,74.45,73.79,74.42,5730000,20.48
"2010-07-12",74.76,75.27,74.39,74.67,3591600,20.55
"2010-07-13",75.05,75.16,73.36,74.65,8625300,20.54
"2010-07-14",74.44,74.78,74.08,74.72,3839100,20.56
"2010-07-15",74.58,75.62,74.15,74.76,8679600,20.57
"2010-07-16",74.5,75,73.49,73.53,4221900,20.23
"2010-07-19",73.87,74.11,73.32,74.03,3810300,20.37
"2010-07-20",73.33,75.16,73.33,75,3010200,20.64
"2010-07-21",75.01,75.42,73.98,74.45,4192500,20.49
"2010-07-22",74.95,75.92,74.65,75.91,5160000,20.89
"2010-07-23",75.76,76.48,75.74,76.3,2755500,21
"2010-07-26",76.88,77.72,76.61,77.25,2666100,21.26
"2010-07-27",77.59,77.69,77.07,77.42,2189700,21.3
"2010-07-28",77.21,77.67,76.59,76.68,2790000,21.1
"2010-07-29",76.84,77.31,75.72,75.8,2292900,20.86
"2010-07-30",75.29,76.34,74.96,76.24,3868200,20.98
"2010-08-02",76.67,77,75.9,76.36,3012600,21.01
"2010-08-03",76.38,76.65,75.72,75.79,3476400,20.86
"2010-08-04",76,76.19,74.58,74.8,4989600,20.58
"2010-08-05",74.7,75.89,74.46,75.89,3754500,20.88
"2010-08-06",75.4,76.39,75.32,76.32,3592500,21
"2010-08-09",76.46,76.61,76.09,76.11,4846800,20.94
"2010-08-10",75.79,76.66,75.63,76.18,4044300,20.96
"2010-08-11",75.41,75.76,75.09,75.71,3533100,20.83
"2010-08-12",75.02,75.6,74.39,75.3,6486000,20.72
"2010-08-13",75.44,75.86,75.15,75.3,3113100,20.72
"2010-08-16",75.02,75.13,74.25,74.46,3137700,20.49
"2010-08-17",74.98,75.98,74.5,75.86,3486300,20.87
"2010-08-18",75.8,76.38,75.31,76.22,2893800,20.97
"2010-08-19",75.96,76.09,74.54,75.28,2632500,20.72
"2010-08-20",74.64,75.35,74.45,74.74,4050300,20.57
"2010-08-23",75.09,75.66,74.36,74.65,4432200,20.54
"2010-08-24",74.07,75.73,74.03,75.34,6768000,20.73
"2010-08-25",75.26,78.16,75.22,78.04,7782000,21.47
"2010-08-26",78.35,78.85,76.96,77.93,6258000,21.44
"2010-08-27",78.1,78.13,76.72,77.2,5148900,21.24
"2010-08-30",76.34,76.34,75.61,76.16,5427000,21.27
"2010-08-31",75.75,76.45,75.34,76.01,7190400,21.23
"2010-09-01",76.71,78.21,76.57,78.2,6443700,21.84
"2010-09-02",78.17,79.91,77.1,79.9,5257500,22.31
"2010-09-03",80.11,80.7,79.36,80.7,8614200,22.54
"2010-09-07",80.53,80.88,80.32,80.59,3009600,22.5
"2010-09-08",80.78,81.17,80.46,80.68,4574100,22.53
"2010-09-09",81.36,81.36,80.07,80.07,3807900,22.36
"2010-09-10",80.31,81.91,80.31,81.76,3196500,22.83
"2010-09-13",82.19,82.24,81,81.36,3120300,22.72
"2010-09-14",81.43,81.48,80.59,81.25,2679000,22.69
"2010-09-15",81.31,81.43,80.72,81.12,4338600,22.65
"2010-09-16",81.15,81.25,79.97,80.69,3229200,22.53
"2010-09-17",80.69,81.49,80.64,80.7,2753400,22.54
"2010-09-20",81.05,82.01,80.77,81.98,2644500,22.89
"2010-09-21",82.07,83.03,81.7,82.89,3775200,23.15
"2010-09-22",82.65,82.85,81.77,81.92,3953400,22.88
"2010-09-23",80.98,81.24,80.06,80.12,4320600,22.37
"2010-09-24",80.78,81.45,79.63,81.4,3241800,22.73
"2010-09-27",81.34,81.71,81.14,81.19,2086500,22.67
"2010-09-28",81.35,81.35,80.32,80.79,3085800,22.56
"2010-09-29",80.42,81.19,80.17,80.7,2705100,22.54
"2010-09-30",80.89,81.71,80.23,80.31,3800100,22.43
"2010-10-01",80.82,80.93,79.76,80.03,2993700,22.35
"2010-10-04",80.04,80.46,78.54,78.7,4428600,21.98
"2010-10-05",79.07,79.87,79.01,79.52,3272700,22.21
"2010-10-06",79.49,80.32,78.93,79.04,4149000,22.07
"2010-10-07",79.42,79.8,78.99,78.99,2682900,22.06
"2010-10-08",79.29,80.09,79.1,79.97,3323100,22.33
"2010-10-11",79.64,80.18,79.29,79.99,2609400,22.34
"2010-10-12",80.09,81.66,80.09,81.45,4537800,22.74
"2010-10-13",81.55,82.27,81.5,82.05,3131700,22.91
"2010-10-14",82.03,83.02,81.6,81.9,2349600,22.87
"2010-10-15",82.61,83.59,82.61,82.97,4212900,23.17
"2010-10-18",83.1,83.56,83.03,83.46,1532100,23.31
"2010-10-19",82.91,83.73,82.54,82.91,2991900,23.15
"2010-10-20",83.19,84.1,83.13,83.2,1961400,23.23
"2010-10-21",83.56,83.84,83.1,83.2,2364000,23.23
"2010-10-22",83.41,84.1,83.06,84.05,2461800,23.47
"2010-10-25",86.51,87.47,85.02,85.14,4124100,23.77
"2010-10-26",85.05,86.58,85.03,86.57,2859000,24.17
"2010-10-27",85.79,85.79,84.13,85.13,3760200,23.77
"2010-10-28",85.66,86.41,85.52,86.33,1835100,24.11
"2010-10-29",86.23,86.33,85,85.34,3215700,23.83
"2010-11-01",85.49,86.17,85.1,85.5,2315700,23.88
"2010-11-02",86.13,87.72,86.07,87.71,3197700,24.49
"2010-11-03",87.91,88.26,87.27,88.26,3270000,24.65
"2010-11-04",88.74,88.98,88.11,88.94,3354300,24.84
"2010-11-05",89.04,89.31,88.53,88.92,1759500,24.83
"2010-11-08",88.62,89.39,88.57,89.22,4851000,24.91
"2010-11-09",89.17,89.71,88.56,88.6,3120900,24.74
"2010-11-10",88.69,88.77,87.88,88.09,2680200,24.6
"2010-11-11",87.59,88.59,87.57,88.38,1658100,24.68
"2010-11-12",87.36,87.8,86.89,87.8,1720500,24.52
"2010-11-15",88.02,88.8,87.79,88.17,2204400,24.62
"2010-11-16",87.94,87.94,86.32,86.84,3072900,24.25
"2010-11-17",86.66,87.04,86.32,86.75,2959500,24.22
"2010-11-18",87.15,87.59,86.64,86.89,9320700,24.26
"2010-11-19",86.81,87.04,85.45,86.03,9469500,24.02
"2010-11-22",85.8,86.04,84.69,85.25,9817200,23.81
"2010-11-23",84.64,84.71,83.76,83.79,5277900,23.4
"2010-11-24",83.99,84.45,83.89,83.96,4276500,23.45
"2010-11-26",83.9,84.06,83.52,83.52,2080200,23.32
"2010-11-29",82.03,82.26,81.1,81.63,4591800,23.11
"2010-11-30",81.07,81.22,79.58,79.58,7175700,22.53
"2010-12-01",80.51,82.31,80.51,82.21,4896000,23.27
"2010-12-02",82.21,82.21,81.46,81.74,3508500,23.14
"2010-12-03",81.7,82.17,81.33,81.75,3713700,23.14
"2010-12-06",81.55,82.22,81.38,81.9,2880000,23.18
"2010-12-07",82.35,82.51,81.47,81.83,3014100,23.16
"2010-12-08",81.81,82.49,81.34,82.45,3727200,23.34
"2010-12-09",82.55,82.72,80.59,80.72,4519200,22.85
"2010-12-10",80.98,82.52,80.86,82.15,3781500,23.25
"2010-12-13",82.53,82.66,81.84,81.97,2940900,23.2
"2010-12-14",81.84,82.73,81.84,82.47,2366400,23.34
"2010-12-15",81.83,82.51,81.48,82.21,3803700,23.27
"2010-12-16",82.43,82.98,82.43,82.67,3185700,23.4
"2010-12-17",82.79,82.88,82.12,82.39,5616000,23.32
"2010-12-20",82.3,82.49,81,82.09,4129800,23.24
"2010-12-21",81.97,82.25,81.55,82.02,1757100,23.22
"2010-12-22",81.96,82.45,81.72,82.4,1624500,23.32
"2010-12-23",82.26,82.62,82.02,82.58,1714500,23.37
"2010-12-27",82.4,82.51,81.87,82.35,1470300,23.31
"2010-12-28",82.52,82.67,81.64,81.99,1969500,23.21
"2010-12-29",81.9,82.66,81.8,82.39,1514700,23.32
"2010-12-30",82.4,82.41,81.97,82.11,1130700,23.24
"2010-12-31",82.09,82.31,81.76,82.06,2067600,23.23
"2011-01-03",82.57,82.63,81.76,81.91,2577900,23.19
"2011-01-04",81.91,81.91,80.45,80.76,3242100,22.86
"2011-01-05",79.99,81.33,79.47,81.08,6525300,22.95
"2011-01-06",80.83,81.26,80.35,80.98,4682100,22.92
"2011-01-07",80.37,80.45,77.04,77.29,11477100,21.88
"2011-01-10",77.17,78.12,77.05,77.86,6317700,22.04
"2011-01-11",77.92,78.42,76.85,76.97,5083200,21.79
"2011-01-12",77.72,77.86,76.49,76.88,4005900,21.76
"2011-01-13",76.77,77.25,76.57,76.99,11017500,21.79
"2011-01-14",76.87,77.35,76.66,77.07,10126200,21.82
"2011-01-18",77.24,77.78,75.75,76.51,5356500,21.66
"2011-01-19",76.62,76.92,74.75,74.95,7803600,21.22
"2011-01-20",75,75.28,74.17,74.32,7861800,21.04
"2011-01-21",75.38,75.38,74.03,74.2,6377100,21
"2011-01-24",74.6,74.79,72.4,74.25,14706900,21.02
"2011-01-25",74.07,74.84,73.95,74.41,6129300,21.06
"2011-01-26",74.8,75.52,74.71,75.18,7207500,21.28
"2011-01-27",75.23,76.16,74.91,75.26,5896500,21.3
"2011-01-28",75.39,75.7,74.51,74.65,3532500,21.13
"2011-01-31",74.95,75.93,74.66,75.24,5457000,21.3
"2011-02-01",75.45,75.96,74.46,74.48,4608600,21.08
"2011-02-02",74.43,75.03,74.3,74.58,4088700,21.11
"2011-02-03",74.5,74.99,74.37,74.84,12510900,21.18
"2011-02-04",74.84,75.43,74.84,75,18148200,21.23
"2011-02-07",76.79,77.2,76.01,76.44,13379400,21.64
"2011-02-08",76.57,76.75,76.1,76.43,4738800,21.63
"2011-02-09",76.29,76.7,75.77,76.35,5773800,21.61
"2011-02-10",76.24,76.75,76.17,76.49,7545900,21.65
"2011-02-11",76.61,79,76.46,78.24,8833800,22.15
"2011-02-14",78.19,78.19,77.2,77.76,3828600,22.01
"2011-02-15",77.58,77.89,77.26,77.49,4414500,21.93
"2011-02-16",77.69,77.91,77.2,77.84,2834700,22.03
"2011-02-17",77.7,79.26,77.43,79.19,5382900,22.42
"2011-02-18",79.31,79.79,78.74,79.53,5382300,22.51
"2011-02-22",79.22,79.88,78.95,79.12,5713500,22.4
"2011-02-23",79.17,80.56,79.1,79.96,6588300,22.63
"2011-02-24",79.99,80.29,77.91,78.46,6852300,22.21
"2011-02-25",77.55,77.99,77.07,77.19,4986300,22.22
"2011-02-28",77.29,77.29,76.01,76.77,8080500,22.1
"2011-03-01",80.51,81.18,77.9,77.98,13283400,22.44
"2011-03-02",77.95,78.37,76.93,77.29,15610800,22.25
"2011-03-03",77.72,78.22,77.1,77.27,6204000,22.24
"2011-03-04",77.53,78.02,77.27,77.74,4424700,22.38
"2011-03-07",77.92,78.34,77.49,77.54,6384900,22.32
"2011-03-08",77.48,79.09,77.36,78.61,5233200,22.63
"2011-03-09",78.5,79.38,78.36,79.37,4436700,22.84
"2011-03-10",78.93,79.81,78.66,79.36,5482200,22.84
"2011-03-11",79.14,79.65,78.92,79.35,3680100,22.84
"2011-03-14",78.01,79.94,78.01,78.84,9036000,22.69
"2011-03-15",77.83,78.67,77.26,78.26,4981200,22.53
"2011-03-16",78.02,78.82,77.65,78.34,6673500,22.55
"2011-03-17",79.23,83.25,78.33,78.78,14367600,22.67
"2011-03-18",80.01,88.17,79.3,87.11,44380800,25.07
"2011-03-21",87.32,90.1,87.14,89.15,13265400,25.66
"2011-03-22",88.83,92.23,88.5,91.25,17788800,26.26
"2011-03-23",90.55,94.69,89.76,94.58,23895900,27.22
"2011-03-24",93.9,94.98,93.32,93.73,10242600,26.98
"2011-03-25",94.15,94.98,93.53,94.74,8338500,27.27
"2011-03-28",94.74,96.76,94.3,95.86,5132400,27.59
"2011-03-29",96.04,96.46,95.73,96.44,6794400,27.76
"2011-03-30",96.8,97.04,95.45,95.79,6150600,27.57
"2011-03-31",95.61,96.18,94.93,95.01,4960500,27.35
"2011-04-01",95.17,95.66,94.7,94.78,3981300,27.28
"2011-04-04",95.01,95.44,94.71,95.07,2865900,27.36
"2011-04-05",94.44,96.46,94.44,96.01,3561300,27.63
"2011-04-06",96.2,96.74,95.39,95.58,2445900,27.51
"2011-04-07",95.45,96.12,95.09,95.49,5512800,27.48
"2011-04-08",95.34,96.54,95.16,96.25,3497400,27.7
"2011-04-11",96.18,98.18,96.18,96.71,4029000,27.84
"2011-04-12",96.53,97.89,96.45,97.43,4251300,28.04
"2011-04-13",97.58,98.85,97.49,98.59,4696200,28.38
"2011-04-14",98.39,100.75,98.26,100.38,4220100,28.89
"2011-04-15",100.45,100.45,98.52,98.93,4719900,28.47
"2011-04-18",98.47,98.74,97.1,97.83,2914200,28.16
"2011-04-19",99.65,99.87,97.34,99.03,3938400,28.5
"2011-04-20",99.6,99.71,98.44,99.17,2695200,28.54
"2011-04-21",99.19,100.22,98.85,99.21,2379900,28.56
"2011-04-25",99.26,99.99,98.98,99.6,2401200,28.67
"2011-04-26",102.5,104.96,102,103.73,8100000,29.86
"2011-04-27",104.76,105,102.95,104.24,3952200,30
"2011-04-28",103.96,104.89,103.64,104.8,2812500,30.16
"2011-04-29",105.05,106.75,104.74,106.5,4547100,30.65
"2011-05-02",106.98,107.52,106.73,107.27,4669500,30.88
"2011-05-03",106.91,107.65,104.87,107.57,11257200,30.96
"2011-05-04",107.42,107.57,105.8,106.62,10329900,30.69
"2011-05-05",106.3,108.18,105.51,107.24,3795000,30.87
"2011-05-06",108.05,109.04,107.59,108.62,3231000,31.26
"2011-05-09",108.32,109.18,107.86,109.03,1760400,31.38
"2011-05-10",109.18,109.48,107.94,109.27,2484000,31.45
"2011-05-11",109.24,110.54,108.37,109.02,2993100,31.38
"2011-05-12",109.06,111.49,108.67,110.89,7200000,31.92
"2011-05-13",110.84,111.81,110.29,111.51,3268500,32.1
"2011-05-16",111.56,112.14,111.04,111.67,3047100,32.14
"2011-05-17",111.43,112.29,110.86,112.06,3738900,32.25
"2011-05-18",112.32,112.96,111.64,112.9,2491500,32.5
"2011-05-19",113.3,116.26,113.04,116.17,6298200,33.44
"2011-05-20",116.3,116.86,115.8,116.37,3489000,33.49
"2011-05-23",115.59,116.9,115.41,116.24,3597000,33.46
"2011-05-24",116.49,116.73,112.61,113.87,7930500,32.77
"2011-05-25",113.77,114.39,112.61,113.87,4946700,32.77
"2011-05-26",113.84,115.46,113.68,114.96,3509400,33.09
"2011-05-27",114.05,115.55,113.51,114.96,3473100,33.47
"2011-05-31",115.76,116.55,114.71,115.28,3803400,33.56
"2011-06-01",115.24,116.11,114.88,115.24,3670500,33.55
"2011-06-02",115.25,115.25,110.88,111.24,6757200,32.38
"2011-06-03",110.34,111.18,107.29,107.73,7593900,31.36
"2011-06-06",103.1,103.57,99.6,99.9,15517200,29.08
"2011-06-07",100.16,100.25,96.51,97.2,11832000,28.3
"2011-06-08",97,100,96.5,99.45,8654400,28.95
"2011-06-09",100.11,103.36,99.54,101.66,8356200,29.6
"2011-06-10",101.08,102.25,99.85,99.85,5486700,29.07
"2011-06-13",99.79,102.19,99.73,101.57,4976700,29.57
"2011-06-14",102.03,113.88,101.83,113.59,18075600,33.07
"2011-06-15",112.41,112.89,109.03,109.73,8385600,31.94
"2011-06-16",109.96,111.62,108.6,109.85,6294300,31.98
"2011-06-17",111.64,112.08,110.71,111.34,6981300,32.41
"2011-06-20",111.6,112.77,110.85,111.1,11346600,32.34
"2011-06-21",111.49,112.02,109.38,111.89,15057000,32.57
"2011-06-22",111.69,111.8,109.25,110.01,3770400,32.03
"2011-06-23",108.83,109.6,107.75,109.45,10938900,31.86
"2011-06-24",109.68,111.97,109.26,110.49,3962700,32.17
"2011-06-27",110.1,111.57,108.99,111.19,6132900,32.37
"2011-06-28",111.2,111.2,108.24,109.13,4701000,31.77
"2011-06-29",109.61,110.66,108.73,109.12,3948600,31.77
"2011-06-30",109.5,109.5,108.51,108.87,3774000,31.69
"2011-07-01",109.34,111.75,108.87,110.38,10576800,32.13
"2011-07-05",110.38,111.83,108.9,108.96,3905100,31.72
"2011-07-06",109.25,110.4,108.89,109.84,4537500,31.98
"2011-07-07",110.8,111.35,110,110.83,6499800,32.26
"2011-07-08",110.03,111.29,109.83,110.94,3504900,32.3
"2011-07-11",110.12,110.9,109.38,109.62,2548200,31.91
"2011-07-12",109.39,110.15,108.39,109.03,4045200,31.74
"2011-07-13",109.42,110.87,108.91,109.33,3312900,31.83
"2011-07-14",109.34,110.26,109.21,109.6,3152700,31.91
"2011-07-15",110.15,110.51,108.66,109.96,3826800,32.01
"2011-07-18",109.98,110.09,109.08,109.69,3228300,31.93
"2011-07-19",109.77,111.15,109.73,110.55,3392100,32.18
"2011-07-20",110.7,110.7,108.52,109.79,2964000,31.96
"2011-07-21",110.56,113.67,110.56,113.22,4451400,32.96
"2011-07-22",112.96,113.51,111.95,112.29,3295200,32.69
"2011-07-25",111.98,111.98,106.22,107.29,9400200,31.23
"2011-07-26",107.41,107.55,105.84,106.39,4031700,30.97
"2011-07-27",106.04,106.41,104.43,104.78,3508800,30.5
"2011-07-28",105.28,106.74,104.75,105.62,3395700,30.75
"2011-07-29",105.51,107.67,104.67,106.22,4338000,30.92
"2011-08-01",106.86,106.97,102.97,104.87,3521700,30.53
"2011-08-02",103.87,106.21,103.83,104.59,3549900,30.45
"2011-08-03",104.59,107.59,104.59,106.97,5484300,31.14
"2011-08-04",106.11,107.23,103.31,103.43,6996000,30.11
"2011-08-05",104.38,105.71,100.68,105.25,5919900,30.64
"2011-08-08",102.42,103.94,100,100.09,6822600,29.14
"2011-08-09",101.14,101.59,97.38,101.4,15618000,29.52
"2011-08-10",100.02,101.67,99.42,99.76,8772000,29.04
"2011-08-11",100.21,101.47,99.02,100.58,8862000,29.28
"2011-08-12",101.35,101.96,100.63,101.62,5550900,29.58
"2011-08-15",102.56,105.91,102.05,105.82,5446800,30.81
"2011-08-16",104.91,106.27,104.24,105.16,2983200,30.61
"2011-08-17",100.76,109.47,100.76,108.38,5567100,31.55
"2011-08-18",106.51,108.29,105.98,107.55,4954200,31.31
"2011-08-19",106.3,111.43,106.3,108.62,6929700,31.62
"2011-08-22",110.01,110.76,108.16,108.84,7202400,31.69
"2011-08-23",108.63,111.57,108.63,111.26,5966400,32.39
"2011-08-24",110.82,111.75,109.99,111.28,5042100,32.4
"2011-08-25",112.12,112.12,108.64,109.11,3990600,31.76
"2011-08-26",108.78,110.53,106.7,110.11,3223800,32.06
"2011-08-29",111.33,113.32,111.16,112.8,3903600,32.84
"2011-08-30",111.24,111.6,110.36,111.21,3917700,32.75
"2011-08-31",111.91,112.15,110.79,111.42,4134300,32.81
"2011-09-01",111.56,112.79,111.18,111.7,5999400,32.9
