"","MON.Open","MON.High","MON.Low","MON.Close","MON.Volume","MON.Adjusted"
"2010-02-04",76.94,77.33,75.38,75.48,4514000,70.6
"2010-02-05",75.64,77.53,71.11,76.74,8355200,71.78
"2010-02-08",76.58,76.74,74.06,74.21,6250000,69.41
"2010-02-09",75.55,77.6,75.4,75.72,6954300,70.83
"2010-02-10",76.59,76.59,74.75,75.57,4566500,70.69
"2010-02-11",75.58,76.06,74.61,75.76,5261700,70.86
"2010-02-12",75.2,76.33,74.75,75.82,3983500,70.92
"2010-02-16",76.41,77.48,76.29,77.29,3112000,72.29
"2010-02-17",78.34,78.49,77.61,78.1,4355200,73.05
"2010-02-18",77.8,78.44,77.15,77.83,2953000,72.8
"2010-02-19",77.39,78.02,77.17,77.75,3737500,72.72
"2010-02-22",78.58,78.59,76.5,76.79,3636000,71.83
"2010-02-23",76.72,77.28,75.69,75.9,3442700,70.99
"2010-02-24",75.37,76.43,73.48,74.04,8326200,69.25
"2010-02-25",72.98,73.3,70.8,71.18,15299900,66.58
"2010-02-26",71.43,71.5,70.53,70.65,12945100,66.08
"2010-03-01",71.07,71.6,70.05,71.24,9933400,66.63
"2010-03-02",72.4,73,71.62,71.77,9930700,67.13
"2010-03-03",72.3,74.55,72.25,73.25,8181500,68.52
"2010-03-04",73.4,74.63,73.3,74.15,7574300,69.36
"2010-03-05",74.59,74.8,71.8,72.5,11177400,67.81
"2010-03-08",72.6,73.04,71.78,72.02,7406300,67.36
"2010-03-09",71.87,72.28,70.99,71.28,8332300,66.67
"2010-03-10",71.73,71.9,70.93,71.11,6996200,66.51
"2010-03-11",70.92,72,70.63,71.61,6263800,66.98
"2010-03-12",72.52,72.9,72.15,72.35,6171200,67.67
"2010-03-15",72.3,72.3,71.48,71.83,4966600,67.19
"2010-03-16",72.39,72.4,71.85,72.08,6660400,67.42
"2010-03-17",73,73,72.04,72.26,8565800,67.59
"2010-03-18",72.82,72.94,71.9,72.03,7814000,67.37
"2010-03-19",72.36,72.65,71.78,72.2,6751500,67.53
"2010-03-22",71.9,72.92,71.61,72.67,4178600,67.97
"2010-03-23",72.85,72.98,72.11,72.96,6297500,68.24
"2010-03-24",72.97,73.91,72.87,73.11,6791000,68.38
"2010-03-25",73.61,73.72,71.09,71.25,6133300,66.64
"2010-03-26",71.6,71.85,70.73,71.1,7764700,66.5
"2010-03-29",71.93,71.95,71,71.06,6663500,66.47
"2010-03-30",71.34,71.75,71.1,71.41,4081900,66.79
"2010-03-31",71.26,71.8,71.26,71.42,5350100,66.8
"2010-04-01",72.02,72.02,70.45,70.83,6398900,66.25
"2010-04-05",70.94,71.03,70.37,70.44,7852000,65.89
"2010-04-06",70.29,70.33,69.51,69.8,9768200,65.29
"2010-04-07",67.55,71.26,67.25,68.09,33383800,63.93
"2010-04-08",68.05,69.55,67.95,68.86,13301300,64.65
"2010-04-09",69.11,69.71,68.55,68.85,5788400,64.64
"2010-04-12",68.99,69.23,68.67,69,5265700,64.79
"2010-04-13",68.53,68.65,67.5,67.75,8301400,63.61
"2010-04-14",67.9,67.97,65.18,65.73,18860300,61.72
"2010-04-15",66.24,66.69,65.57,65.63,13340100,61.62
"2010-04-16",65.6,65.69,63.75,64.73,17855200,60.78
"2010-04-19",64.9,66.93,64.79,66.75,14015000,62.67
"2010-04-20",67.11,67.18,65.78,66.88,8112200,62.8
"2010-04-21",67.02,67.07,65.93,66.37,6577400,62.32
"2010-04-22",65.9,66.6,65,65.56,7316600,61.56
"2010-04-23",65.68,65.96,64.91,65.66,5091300,61.65
"2010-04-26",65.71,65.89,65.08,65.1,4265600,61.12
"2010-04-27",64.7,64.86,63.28,63.38,7360200,59.51
"2010-04-28",63.43,63.52,62.45,63.14,7186800,59.28
"2010-04-29",62.85,63.4,62.19,62.25,8221900,58.45
"2010-04-30",62.8,63.5,62.33,63.06,7957300,59.21
"2010-05-03",63.68,63.8,62.9,63.37,5326400,59.5
"2010-05-04",62.85,62.93,61.07,61.47,9592900,57.72
"2010-05-05",60.74,61.91,60.3,60.98,7398500,57.26
"2010-05-06",60.8,61.63,57.29,58.87,12844800,55.27
"2010-05-07",59.35,60,58.5,59.09,13672200,55.48
"2010-05-10",60.56,61,58.68,59.16,7885000,55.55
"2010-05-11",58.5,58.67,57.35,57.52,8074700,54.01
"2010-05-12",57.2,57.68,56.31,56.83,12382300,53.36
"2010-05-13",56.44,56.64,55.15,55.54,16720500,52.15
"2010-05-14",54.79,54.96,54.11,54.61,18026500,51.27
"2010-05-17",54.8,55.71,53.9,55.48,12239000,52.09
"2010-05-18",55.81,55.84,54.19,54.26,10847500,50.95
"2010-05-19",54.11,56.56,53.82,56.34,16337600,52.9
"2010-05-20",55.4,55.69,53.9,53.98,12415200,50.68
"2010-05-21",53.01,55.06,53,54.95,10275100,51.59
"2010-05-24",54.95,55.52,53.89,53.93,6213600,50.64
"2010-05-25",53.01,54.58,52.44,54.56,9099000,51.23
"2010-05-26",54.73,54.88,52.55,52.66,8641500,49.44
"2010-05-27",50,50.27,48.16,50.27,49239000,47.2
"2010-05-28",49.71,51.48,49.25,50.87,18635100,47.76
"2010-06-01",50.47,50.76,48.7,48.77,14757800,45.79
"2010-06-02",50.38,50.75,49.75,50.37,11894800,47.29
"2010-06-03",51.14,51.15,50.06,50.51,6777800,47.43
"2010-06-04",49.81,50.48,48.99,49.02,7243200,46.03
"2010-06-07",49.29,50.25,49.2,49.52,8116000,46.5
"2010-06-08",49.6,50.55,49.36,50.41,7168900,47.33
"2010-06-09",50.7,50.77,48.78,48.93,12321100,45.94
"2010-06-10",49.63,50.74,49.52,50.66,7512000,47.57
"2010-06-11",50.04,51.6,50.04,51.23,5217900,48.1
"2010-06-14",51.39,51.7,49.85,49.99,5591800,46.94
"2010-06-15",50.43,51.3,50.26,51.28,6699400,48.15
"2010-06-16",50.89,51.41,50.51,50.73,5485400,47.63
"2010-06-17",50.99,50.99,49.64,50.28,5361600,47.21
"2010-06-18",50.23,50.61,50.01,50.39,5499700,47.31
"2010-06-21",50.96,51.14,49.53,49.96,6133100,46.91
"2010-06-22",50.01,50.8,49.52,49.58,4505200,46.55
"2010-06-23",49.44,49.76,49.03,49.46,3200600,46.44
"2010-06-24",49.24,49.91,48.9,49.01,5077900,46.02
"2010-06-25",49,49.14,48.06,48.27,6981100,45.32
"2010-06-28",48.3,48.42,47.47,47.8,4356700,44.88
"2010-06-29",46.84,47.58,46.66,47.34,9240500,44.45
"2010-06-30",46.68,47.82,45.3,46.22,13353400,43.4
"2010-07-01",46.54,47.1,45.59,46.05,11626500,43.24
"2010-07-02",46.21,46.91,45.99,46.54,6396400,43.7
"2010-07-06",46.94,47.07,44.76,45.12,9846500,42.36
"2010-07-07",45.06,47.39,44.61,47.32,9523800,44.69
"2010-07-08",47.82,48.01,46.92,47.72,8078200,45.07
"2010-07-09",47.82,51.32,47.82,51.21,13690600,48.37
"2010-07-12",52.16,52.4,50.77,51.2,7198000,48.36
"2010-07-13",51.96,52.47,51.7,52.17,6890600,49.27
"2010-07-14",52.37,54.98,52.27,54.55,12976400,51.52
"2010-07-15",54.59,56.3,54.31,56.03,11130700,52.92
"2010-07-16",55.96,57.36,55.53,56.2,12570100,53.08
"2010-07-19",56.22,56.97,55.18,55.79,6894600,52.69
"2010-07-20",55,57.71,55,57.61,7793600,54.41
"2010-07-21",57.96,58.46,56.95,57.57,8419800,54.37
"2010-07-22",57.29,58,56.27,56.66,8076900,53.51
"2010-07-23",56.92,58.48,56.79,58.37,5835600,55.13
"2010-07-26",58.12,58.5,56.13,57.32,6276000,54.14
"2010-07-27",57.75,58.22,57,57.36,3991000,54.17
"2010-07-28",57.09,58.24,57.07,57.6,4019700,54.4
"2010-07-29",57.92,58.88,57.09,57.91,5144600,54.69
"2010-07-30",57.62,58.5,57.26,57.84,4890800,54.63
"2010-08-02",58.6,59.85,58.34,59.6,6159600,56.29
"2010-08-03",59.31,59.44,58.26,59,4346100,55.72
"2010-08-04",59.19,59.66,58.94,59.42,4441900,56.12
"2010-08-05",59.88,62.18,59.81,61.28,9132500,57.88
"2010-08-06",62.29,62.29,59.95,60.6,8805000,57.23
"2010-08-09",60.6,60.61,58.9,59.56,5826700,56.25
"2010-08-10",59.04,59.35,58.03,58.82,6198000,55.55
"2010-08-11",57.89,57.95,56.65,56.77,6797800,53.62
"2010-08-12",56.25,57.75,56.14,57.18,6623600,54
"2010-08-13",57.53,58.44,57.13,57.29,4187200,54.11
"2010-08-16",57.03,58.19,56.8,57.7,3916800,54.5
"2010-08-17",59.45,60.18,58.34,59.16,7279500,55.87
"2010-08-18",59.49,59.56,58.5,58.97,5960300,55.7
"2010-08-19",58.53,58.68,56.63,57.17,6595100,54
"2010-08-20",56.67,58.57,56.67,57.73,7011700,54.52
"2010-08-23",58.13,58.42,57.26,57.32,4892200,54.14
"2010-08-24",56.73,57.59,55.89,55.93,5356300,52.82
"2010-08-25",55.32,56.04,54.72,55.86,4213100,52.76
"2010-08-26",56.32,56.58,55.21,55.3,3732000,52.23
"2010-08-27",55.66,56.64,55.04,56.56,4550200,53.42
"2010-08-30",56.01,56.72,55.77,55.9,3414300,52.8
"2010-08-31",54.3,54.3,51.42,52.65,17538300,49.73
"2010-09-01",53.09,54.59,53,53.99,6770200,50.99
"2010-09-02",54.02,54.42,53.52,54.35,3722100,51.33
"2010-09-03",55.02,55.83,54.45,55.79,4679200,52.69
"2010-09-07",55.48,56.42,55.2,55.34,3908000,52.27
"2010-09-08",55.32,56,55.2,55.6,2997000,52.51
"2010-09-09",56.16,56.94,55.9,56.64,4181400,53.49
"2010-09-10",56.54,57.33,56.29,57.23,3681900,54.05
"2010-09-13",57.96,59.43,57.8,57.85,6732600,54.64
"2010-09-14",57.65,58.78,57.16,57.99,5271400,54.77
"2010-09-15",57.82,58.08,57.33,57.46,3125000,54.27
"2010-09-16",57.09,57.5,56.77,57.27,3657200,54.09
"2010-09-17",57.01,57.55,55.96,56.23,6259500,53.11
"2010-09-20",56.6,56.87,55.16,55.54,7716300,52.46
"2010-09-21",54.67,54.76,53.57,54.34,8501200,51.32
"2010-09-22",54.02,54.71,53.6,54.22,6068000,51.21
"2010-09-23",53.54,54.24,53.2,53.73,3579800,50.75
"2010-09-24",54.06,55.44,53.87,55.38,5250100,52.3
"2010-09-27",55.63,55.84,52.93,53.07,7465800,50.12
"2010-09-28",52.5,52.64,47.5,48.75,37256500,46.04
"2010-09-29",49.25,49.62,47.97,48,20773500,45.33
"2010-09-30",48.31,48.9,47.17,47.93,15592600,45.27
"2010-10-01",48.12,48.48,47.79,48.26,6193500,45.58
"2010-10-04",48.15,48.15,47.5,47.77,7028400,45.12
"2010-10-05",48.25,48.91,47.07,48.8,9871100,46.09
"2010-10-06",49.66,51.27,48.28,48.65,19578600,46.21
"2010-10-07",48.6,48.86,47.6,48.83,6842800,46.38
"2010-10-08",49.88,52.19,49.58,50.87,15846800,48.32
"2010-10-11",52.3,53,51.11,51.23,9570100,48.66
"2010-10-12",50.36,52.78,50.18,52.25,11739300,49.63
"2010-10-13",53.18,54.85,52.25,54.69,14216100,51.95
"2010-10-14",54.89,55.61,53.66,54.12,6868300,51.41
"2010-10-15",54.52,56.8,53.95,56.78,12199800,53.94
"2010-10-18",56.43,56.9,56.11,56.78,8345500,53.94
"2010-10-19",55.94,57.81,55.71,57.3,10272700,54.43
"2010-10-20",57.55,58.17,56.75,57.8,4961200,54.91
"2010-10-21",58.35,58.7,57.3,57.9,4703200,55
"2010-10-22",57.77,58,56.67,57.15,3911800,54.29
"2010-10-25",57.76,60.12,57.76,58.71,10556400,55.77
"2010-10-26",58.58,59.26,57.81,58.98,3528600,56.03
"2010-10-27",58.39,60.42,58.13,60.25,9396100,57.23
"2010-10-28",60.54,60.54,58.25,58.69,5568900,55.75
"2010-10-29",58.88,60.1,58.67,59.42,6764200,56.44
"2010-11-01",59.76,60.02,58.69,58.91,3572500,55.96
"2010-11-02",59.33,59.97,58.82,59.11,3908900,56.15
"2010-11-03",59.01,59.84,58.78,59.54,3632600,56.56
"2010-11-04",60.12,63.22,59.86,62.82,9731100,59.67
"2010-11-05",62.22,62.52,61.61,62.27,5586900,59.15
"2010-11-08",62.24,63.32,61.5,62.3,5258900,59.18
"2010-11-09",62.58,64,62.44,62.77,6997000,59.63
"2010-11-10",62.8,63,61.27,62.62,5121300,59.48
"2010-11-11",62.16,63.74,61.82,63.66,5389800,60.47
"2010-11-12",63.16,63.49,61.04,62.15,6294600,59.04
"2010-11-15",61.26,62.39,60.59,60.79,5910200,57.75
"2010-11-16",60.25,60.75,58.44,59.33,6996200,56.36
"2010-11-17",59.56,60.13,59.15,59.25,4309600,56.28
"2010-11-18",60.08,60.57,59.33,59.63,4233400,56.64
"2010-11-19",59.63,59.95,58.83,59.45,4380700,56.47
"2010-11-22",61.13,62.47,59.68,59.9,8110500,56.9
"2010-11-23",58.77,59.98,57.56,59.31,7016900,56.34
"2010-11-24",59.9,60.18,59.35,60.14,4081800,57.13
"2010-11-26",59.29,59.89,59.11,59.53,914100,56.55
"2010-11-29",59.21,59.61,58.48,59.36,3955600,56.39
"2010-11-30",58.76,60.46,58.5,59.92,6039900,56.92
"2010-12-01",61.31,61.95,60.83,61.73,4848400,58.64
"2010-12-02",61.67,62.94,61.34,62.35,4895000,59.23
"2010-12-03",61.55,63,61.45,62.82,3950800,59.67
"2010-12-06",62.53,63.56,62.35,62.5,3782700,59.37
"2010-12-07",63.01,63.16,61.7,61.83,4458200,58.73
"2010-12-08",62.08,62.37,60.85,61.27,3701300,58.2
"2010-12-09",61.49,61.67,60.5,61,4668300,57.95
"2010-12-10",61.08,61.41,60.55,60.95,3277600,57.9
"2010-12-13",61.76,62,60.8,61.01,4872600,57.95
"2010-12-14",60.79,61.35,60.5,60.66,3891700,57.62
"2010-12-15",60.43,61.5,60.28,60.52,3681600,57.49
"2010-12-16",60.55,63.04,59.93,63,6840700,59.84
"2010-12-17",63.26,65.41,63.1,64.6,11360000,61.36
"2010-12-20",64.52,65.28,64.4,65.18,4324700,61.92
"2010-12-21",65.5,66.88,65.39,66.3,5566400,62.98
"2010-12-22",66.37,66.87,66.09,66.45,2996800,63.12
"2010-12-23",66.3,66.98,66.01,66.6,3860000,63.26
"2010-12-27",66.14,66.87,66.1,66.71,2173100,63.37
"2010-12-28",66.64,67.39,66.55,67.11,2737600,63.75
"2010-12-29",67.52,69.36,67.5,68.92,5491700,65.47
"2010-12-30",69.1,69.78,68.59,69.72,5967900,66.23
"2010-12-31",69.47,69.82,69.14,69.64,2330500,66.15
"2011-01-03",69.99,69.99,68.68,68.86,5137600,65.41
"2011-01-04",69.53,70.27,68.25,69.07,9434400,65.61
"2011-01-05",69.14,69.39,68.3,69.13,5866900,65.94
"2011-01-06",68.65,72.65,68.58,70.79,18944900,67.52
"2011-01-07",71.11,71.8,70.9,71.79,6466100,68.47
"2011-01-10",71.28,71.5,70.6,71.37,4786700,68.07
"2011-01-11",71.92,72.75,71.69,72.52,6010200,69.17
"2011-01-12",73.23,75.34,73.23,74.92,8569400,71.46
"2011-01-13",74.68,75,73.73,74.78,5368000,71.32
"2011-01-14",74.79,74.9,73.73,74.33,5242200,70.89
"2011-01-18",74.27,74.88,73.67,74.63,4645500,71.18
"2011-01-19",74.38,74.38,70.65,71.19,6966300,67.9
"2011-01-20",71.16,71.32,68.5,69.67,8864700,66.45
"2011-01-21",70.33,71.2,69.71,70.11,4555900,66.87
"2011-01-24",71.26,71.61,70.37,71.12,4501600,67.83
"2011-01-25",71.06,72.21,70.48,72.18,4262100,68.84
"2011-01-26",72.28,73.85,72.13,73.54,5391300,70.14
"2011-01-27",73.85,74.66,72.3,73.68,4547000,70.28
"2011-01-28",73.56,74.56,71.53,71.54,4168700,68.23
"2011-01-31",71.39,73.38,71.21,73.38,3636900,69.99
"2011-02-01",74.43,76.06,74.29,76.05,5388900,72.54
"2011-02-02",76.36,76.69,74.51,75.44,4155700,71.95
"2011-02-03",76,76.1,73.76,74.83,3219900,71.37
"2011-02-04",75.12,75.22,73.92,74.66,3640900,71.21
"2011-02-07",75.05,75.8,75.04,75.55,3994700,72.06
"2011-02-08",75.28,75.5,74.15,74.7,3728500,71.25
"2011-02-09",75.28,75.99,74.31,75.23,4265600,71.75
"2011-02-10",74.28,75.5,73.74,74.97,3871500,71.51
"2011-02-11",74.49,75.55,74.11,75.05,3813200,71.58
"2011-02-14",74.87,75.88,74.77,75.13,3929800,71.66
"2011-02-15",74.79,74.98,70.69,71.54,8511000,68.23
"2011-02-16",72.23,74.1,72.14,72.99,5566300,69.62
"2011-02-17",72.62,74.56,72.05,74.15,4460500,70.72
"2011-02-18",74.45,74.46,72.03,72.39,5191100,69.04
"2011-02-22",71.09,73.24,71.01,71.26,3999600,67.97
"2011-02-23",70.67,71.3,69.25,70.91,6046700,67.63
"2011-02-24",70.67,71.74,69.67,70.54,3921900,67.28
"2011-02-25",71.2,72.46,70.93,72.21,2824900,68.87
"2011-02-28",72.41,72.61,71.42,71.89,3630700,68.57
"2011-03-01",72.22,72.3,69.85,70.04,3684500,66.8
"2011-03-02",70,70.77,69.19,70.09,4157500,66.85
"2011-03-03",70.35,72.11,70.15,71.96,2775400,68.63
"2011-03-04",72.14,73.21,71.86,73.06,4080000,69.68
"2011-03-07",73.39,74.43,70.73,71.65,3806100,68.34
"2011-03-08",71.83,72.6,71.3,71.79,2437800,68.47
"2011-03-09",70.9,70.95,69.21,69.4,5614700,66.19
"2011-03-10",68.88,68.88,66.92,67.09,5736200,63.99
"2011-03-11",65.86,68.04,65.62,67.51,4094100,64.39
"2011-03-14",67.09,67.97,66.41,67.06,2640100,63.96
"2011-03-15",64.88,68.41,64.29,67.81,4758700,64.68
"2011-03-16",68.35,68.35,65.73,66.43,4354400,63.36
"2011-03-17",67.44,68.31,66.78,67.2,2751100,64.09
"2011-03-18",67.9,68.8,67.71,67.84,3918100,64.7
"2011-03-21",68.96,69.7,68.6,68.98,3706400,65.79
"2011-03-22",68.91,69.31,68.45,68.95,2767100,65.76
"2011-03-23",68.74,70.13,68.19,70.02,3065500,66.78
"2011-03-24",70.4,70.64,69.78,70.52,2285200,67.26
"2011-03-25",70.81,71.84,70.52,70.76,2731900,67.49
"2011-03-28",71.04,71.3,70.02,70.25,2900100,67
"2011-03-29",70.36,70.5,69.03,70.5,2836400,67.24
"2011-03-30",70.9,71.4,70,70.79,2454000,67.52
"2011-03-31",70.65,72.8,70.65,72.26,3933600,68.92
"2011-04-01",72.5,73.75,72.49,73.17,2852200,69.79
"2011-04-04",73.63,74.46,73.3,74.05,3512300,70.63
"2011-04-05",74.13,74.25,72.76,73.6,6393300,70.2
"2011-04-06",72.92,73.79,68.8,69.16,16591700,66.22
"2011-04-07",69.46,69.85,67.95,67.97,9375300,65.08
"2011-04-08",67.92,68.09,66.16,66.22,8716700,63.4
"2011-04-11",67.22,68.02,66.83,67.17,8188000,64.31
"2011-04-12",66.6,69.82,66.53,69.25,10657400,66.3
"2011-04-13",69.46,69.75,67.57,68.15,5237800,65.25
"2011-04-14",67.62,68.61,67.58,67.64,3543000,64.76
"2011-04-15",68.08,68.08,67.13,67.33,4307100,64.46
"2011-04-18",66.59,66.85,65.81,66.18,4668300,63.36
"2011-04-19",65.85,67.25,65.85,66.85,3793200,64
"2011-04-20",67.55,68.06,67.28,67.53,3628200,64.66
"2011-04-21",67.76,68,67.46,67.52,2387800,64.65
"2011-04-25",67.29,67.4,65.92,65.99,4229800,63.18
"2011-04-26",66.12,67.25,65.75,66.97,3700000,64.12
"2011-04-27",67.1,68.07,66.55,67.9,2977200,65.01
"2011-04-28",67.72,68.15,67.05,67.42,3112400,64.55
"2011-04-29",67.67,68.14,67.16,68.04,3559400,65.14
"2011-05-02",68.25,68.5,66.92,66.98,2685700,64.13
"2011-05-03",66.76,67.55,66.35,66.66,3621800,63.82
"2011-05-04",66.66,66.87,64.78,65.16,4905800,62.39
"2011-05-05",64.77,66.48,64.14,64.79,5398300,62.03
"2011-05-06",65.43,65.94,64.71,65.27,3288500,62.49
"2011-05-09",65.27,66.59,65.06,66.34,3046600,63.52
"2011-05-10",66.65,66.67,65.97,66.45,2957200,63.62
"2011-05-11",66.14,66.2,64.47,64.73,3142600,61.97
"2011-05-12",64.4,64.61,63.29,64.01,4656900,61.29
"2011-05-13",64.04,65.14,63.58,63.79,4577100,61.07
"2011-05-16",63.7,64.7,63.24,63.37,3444700,60.67
"2011-05-17",63.1,63.41,62.3,63.17,4251500,60.48
"2011-05-18",63.2,65.68,63.08,65.62,4924400,62.83
"2011-05-19",66.03,67.75,66.03,66.59,6837500,63.76
"2011-05-20",66.39,67.1,65.18,66.33,5353900,63.51
"2011-05-23",65.18,67.71,65.12,67.33,6628500,64.46
"2011-05-24",67.46,68.85,67.21,68.1,5266600,65.2
"2011-05-25",68.88,69.29,67.59,68.88,4199500,65.95
"2011-05-26",68.6,69.69,68.3,69.42,4946700,66.46
"2011-05-27",69.59,70.3,69.21,69.64,4173000,66.68
"2011-05-31",70.18,71.27,70,71.04,5370100,68.02
"2011-06-01",70.87,71.15,69.06,69.14,4216000,66.2
"2011-06-02",69.25,70.05,68.38,69.04,3430300,66.1
"2011-06-03",68,69.03,67.83,68.79,3542100,65.86
"2011-06-06",68.65,69.15,67.52,67.56,3475600,64.68
"2011-06-07",67.93,68.12,66.9,67.49,3969500,64.62
"2011-06-08",67.34,68.25,67.08,67.62,3276000,64.74
"2011-06-09",68.13,69.98,68.01,69.51,4822200,66.55
"2011-06-10",69.17,69.9,68.45,68.77,3595900,65.84
"2011-06-13",68.7,69.75,68.22,68.7,3038600,65.78
"2011-06-14",69.4,69.91,68.4,69.48,3567000,66.52
"2011-06-15",68.77,69.01,67.03,67.57,3589600,64.69
"2011-06-16",67.56,68.23,65.43,66.27,5428000,63.45
"2011-06-17",66.83,67.06,65.61,65.85,5115200,63.05
"2011-06-20",65.99,66.77,65.5,66.46,3769800,63.63
"2011-06-21",66.95,67.58,66.55,67.4,3371600,64.53
"2011-06-22",67.23,67.52,66.69,66.76,3135600,63.92
"2011-06-23",65.75,66.58,64.65,66.57,4145800,63.74
"2011-06-24",66.72,67.1,65.83,65.96,3020700,63.15
"2011-06-27",65.62,66.14,64.93,65.72,3583300,62.92
"2011-06-28",66.09,67.25,66.03,66.9,4609300,64.05
"2011-06-29",69.66,70.51,69,70.26,10163700,67.27
"2011-06-30",70.41,72.86,69.61,72.54,10068700,69.45
"2011-07-01",72.47,73.25,72,72.65,5504400,69.56
"2011-07-05",72.35,74.15,72.35,73.77,6122700,70.63
"2011-07-06",73.65,75.4,73.16,74.79,7832800,71.88
"2011-07-07",74.99,75.15,74.23,74.75,4118500,71.84
"2011-07-08",73.69,75.37,73.66,75.17,5528400,72.24
"2011-07-11",74.83,75.5,73.75,74.31,5305900,71.42
"2011-07-12",74.19,75,73.7,74.14,5127100,71.25
"2011-07-13",74.08,75.28,74.08,74.39,3945700,71.49
"2011-07-14",74.37,75.15,74.23,74.45,5632200,71.55
"2011-07-15",74.54,74.54,73.71,74.06,4679000,71.18
"2011-07-18",73.87,73.88,72.65,73.21,3497300,70.36
"2011-07-19",73.41,74.16,73.18,73.85,3381800,70.98
"2011-07-20",75.16,75.74,74.64,75.21,5411400,72.28
"2011-07-21",75.43,75.77,74.65,75.74,3082300,72.79
"2011-07-22",74.94,75.79,74.94,75.41,2621800,72.47
"2011-07-25",74.21,77.09,73.65,76.42,4175000,73.45
"2011-07-26",76.4,76.41,74.77,74.91,3459800,71.99
"2011-07-27",74.3,74.9,73.76,73.9,3594900,71.02
"2011-07-28",74.06,75.27,73.96,74.52,3334900,71.62
"2011-07-29",73.48,74.56,72.61,73.48,3924500,70.62
"2011-08-01",74.37,74.5,71.75,72.35,4106000,69.53
"2011-08-02",72.11,73.37,71.01,71.04,4396300,68.27
"2011-08-03",71.13,71.95,69.62,70.91,4464400,68.15
"2011-08-04",70.11,70.11,65.85,66,6643600,63.43
"2011-08-05",67.01,68.72,65.83,67.15,6573600,64.54
"2011-08-08",65.29,67.05,63.21,63.44,6270700,60.97
"2011-08-09",64.18,67.45,63.03,67.29,7291000,64.67
"2011-08-10",66.8,68.46,65.24,65.81,7647000,63.25
"2011-08-11",66.58,70.08,66.48,69.21,6684700,66.52
"2011-08-12",70.16,70.39,68.87,69.85,4490000,67.13
"2011-08-15",70.42,70.62,68.67,69.86,3575000,67.14
"2011-08-16",68.92,69.48,68.17,69,4496900,66.31
"2011-08-17",69.65,70.49,69.54,70.2,3889100,67.47
"2011-08-18",67.84,68.45,65.78,66.49,4949600,63.9
"2011-08-19",65.67,68.09,65.28,66,5115900,63.43
"2011-08-22",67.35,67.57,65.13,65.28,3820100,62.74
"2011-08-23",65.55,69.12,65.51,69.12,4531900,66.43
"2011-08-24",68.74,70.86,68.37,70.77,4717900,68.02
"2011-08-25",70.94,71.17,69.3,69.66,4368200,66.95
"2011-08-26",69.1,70.79,67,70.68,5160600,67.93
"2011-08-29",69.25,71.14,67.36,69.78,10884000,67.06
"2011-08-30",69.13,71.05,69.13,69.47,6342900,66.77
"2011-08-31",69.8,70.1,68.12,68.93,7360100,66.25
"2011-09-01",69.03,70.3,68.69,68.93,3816000,66.25
"2011-09-02",67.71,68.21,65.03,65.8,6683900,63.24
"2011-09-06",64.16,64.98,62.92,64.86,8222200,62.34
"2011-09-07",65.86,67.91,65.22,67.89,4759800,65.25
"2011-09-08",67.56,68.63,67.14,67.36,3489200,64.74
"2011-09-09",66.42,66.42,64.37,65.01,5094500,62.48
"2011-09-12",65.7,66.98,64.2,65.87,6529700,63.31
"2011-09-13",66.25,68,66.25,67.4,5902500,64.78
"2011-09-14",67.56,70.2,67.12,69.47,6388500,66.77
"2011-09-15",69.99,70.46,69.45,70.35,5369200,67.61
"2011-09-16",70.67,70.88,69.5,69.77,5219400,67.05
"2011-09-19",68.71,69.55,68.3,69.28,3393400,66.58
"2011-09-20",69.35,69.68,67.65,67.71,3412700,65.07
"2011-09-21",67.59,68.53,65.8,65.86,3957700,63.3
"2011-09-22",63.67,64.85,62.4,64.32,6991700,61.82
"2011-09-23",63.76,64.56,62.27,63.64,4837100,61.16
"2011-09-26",64.07,65,62.51,64.95,3911000,62.42
"2011-09-27",66.21,67.35,65.53,66.01,3860300,63.44
"2011-09-28",66.07,66.07,62.68,62.88,4342400,60.43
"2011-09-29",64.12,64.53,61.87,63.15,5372200,60.69
"2011-09-30",61.73,61.89,59.99,60.04,7675000,57.7
"2011-10-03",59.27,61.38,58.89,60.11,8529900,57.77
"2011-10-04",59.15,63.26,59.15,63.25,9100000,60.79
"2011-10-05",64.52,66.5,63.75,66.25,9752100,63.97
"2011-10-06",67.5,71.68,67.39,71.29,12635200,68.84
"2011-10-07",70.44,71.86,69.87,70.93,6842200,68.49
"2011-10-10",71.47,73.79,71.11,73.76,5213900,71.23
"2011-10-11",72.01,74.21,71.76,73.66,5856600,71.13
"2011-10-12",72.69,74.9,72.1,73.64,6966900,71.11
"2011-10-13",72.97,73.5,71.72,73.18,5225100,70.67
"2011-10-14",72.93,74.5,72.35,74.4,5277000,71.84
"2011-10-17",73.71,74.6,72.32,72.53,4067600,70.04
"2011-10-18",72.45,74.88,71.66,74.53,4039100,71.97
"2011-10-19",74.28,74.32,72.19,72.52,4787800,70.03
"2011-10-20",72.15,74.22,71.95,73.67,3518500,71.14
"2011-10-21",74.34,74.99,73.94,74.83,5207100,72.26
"2011-10-24",74.51,75.34,74.27,74.79,4489800,72.22
"2011-10-25",74.24,74.79,72.88,72.96,3294300,70.45
"2011-10-26",73.71,74.71,72.37,74.22,3574900,71.67
"2011-10-27",75.5,78.71,74.9,77.97,6544100,75.29
"2011-10-28",77.7,78.1,76.35,76.43,4153600,73.81
