"","WLP.Open","WLP.High","WLP.Low","WLP.Close","WLP.Volume","WLP.Adjusted"
"2013-12-18",87.43,89.05,87.05,89.02,2738300,88.59
"2013-12-19",88.75,88.9,88.06,88.75,1287800,88.33
"2013-12-20",88.68,90,88.53,89.59,2407300,89.16
"2013-12-23",90.06,91.25,90.02,91.15,1513100,90.71
"2013-12-24",91.02,91.81,91.02,91.39,808300,90.95
"2013-12-26",91.8,92.49,91.5,92.15,941800,91.71
"2013-12-27",92.15,92.83,92.06,92.17,820700,91.73
"2013-12-30",92.17,92.45,91.22,91.52,973700,91.08
"2013-12-31",91.65,92.54,91.58,92.39,916100,91.95
"2014-01-02",92,92.01,90.62,90.63,1432000,90.2
"2014-01-03",90.46,91.06,90.31,90.63,1070000,90.2
"2014-01-06",91.02,91.05,89.25,89.28,2204100,88.85
"2014-01-07",89.67,91.49,89.42,91.08,1832000,90.64
"2014-01-08",90.84,92.22,90.67,92.22,1875000,91.78
"2014-01-09",90.69,93.09,90.69,93,2073300,92.56
"2014-01-10",92.74,92.95,90.86,91.99,1580700,91.55
"2014-01-13",91.74,92.38,90.7,90.84,1706200,90.41
"2014-01-14",90.93,91.87,90.36,91.35,2048400,90.91
"2014-01-15",91.71,91.9,87.85,88.15,5087000,87.73
"2014-01-16",88.13,88.13,85.4,85.56,4882600,85.15
"2014-01-17",85.58,86.41,85,85.49,3116000,85.08
"2014-01-21",85.82,87.26,85.54,86.92,2230000,86.5
"2014-01-22",86.91,87.42,86,86.11,1687900,85.7
"2014-01-23",86.39,86.72,85.27,85.79,2490800,85.38
"2014-01-24",85.33,85.36,83.89,84.25,2296900,83.85
"2014-01-27",83.95,85.5,83.85,84.89,3625800,84.48
"2014-01-28",84.9,85.49,84.26,84.3,4924700,83.9
"2014-01-29",82.21,87.75,81.84,85.37,6443100,84.96
"2014-01-30",87.06,89.04,86.14,87.76,3954700,87.34
"2014-01-31",86.74,87.44,85.93,86,3311000,85.59
"2014-02-03",86,86.28,85.3,85.62,2612200,85.21
"2014-02-04",85.75,86.07,84.72,85.35,2026300,84.94
"2014-02-05",85.21,86.69,84.58,85.65,2203500,85.24
"2014-02-06",85.67,86.67,84.65,86.58,2062600,86.17
"2014-02-07",85.95,85.95,84.25,84.68,3138000,84.27
"2014-02-10",84.8,85.41,83.99,84.6,2913200,84.2
"2014-02-11",84.12,86.15,84.02,85.68,2840300,85.27
"2014-02-12",85.66,86.32,84.02,84.25,3218200,83.85
"2014-02-13",84.03,85.67,84.03,85.31,2246200,84.9
"2014-02-14",85.07,88.01,85.07,87.8,2434300,87.38
"2014-02-18",87.89,89.2,87.48,87.52,3209600,87.1
"2014-02-19",87.34,88.61,87,87.5,3061900,87.08
"2014-02-20",87.77,88.21,86.99,87.71,2402800,87.29
"2014-02-21",87.47,89.49,87.41,88.55,2944500,88.13
"2014-02-24",88.02,91.96,88.02,90.93,3622300,90.5
"2014-02-25",91.64,91.66,89.53,89.68,2636900,89.25
"2014-02-26",89.61,90.49,88.99,89.15,2506600,88.72
"2014-02-27",89.19,89.87,88.9,89.28,1967700,88.85
"2014-02-28",89.26,91.86,89.26,90.59,3752300,90.16
"2014-03-03",89.87,90.22,89.03,89.44,2594000,89.01
"2014-03-04",90.12,91.41,89.99,90.81,2475000,90.38
"2014-03-05",89.26,91.67,89.26,91.56,2733500,91.12
"2014-03-06",90.75,92,90.75,91.52,2448500,91.52
"2014-03-07",92,92,91.4,91.53,3281400,91.53
"2014-03-10",91.36,92.29,91.36,92.24,1792100,92.24
"2014-03-11",92.31,93.48,92.24,93,2712500,93
"2014-03-12",92.55,94.17,92.55,93.62,2496500,93.62
"2014-03-13",93.79,93.99,93.22,93.27,3576100,93.27
"2014-03-14",93.02,93.79,92.84,93.35,3482500,93.35
"2014-03-17",93.6,95.45,93.57,95.15,2861700,95.15
