"","UNP.Open","UNP.High","UNP.Low","UNP.Close","UNP.Volume","UNP.Adjusted"
"2013-12-20",164.23,164.88,163.25,163.6,3115900,162.77
"2013-12-23",163.51,165.13,163.04,164.95,1290700,164.11
"2013-12-24",164.86,166,164.17,165.64,769200,164.8
"2013-12-26",164.37,166.61,164.35,166.42,1173100,165.57
"2013-12-27",166.65,167,165.3,166.05,674100,165.2
"2013-12-30",166.1,166.71,165.33,166.05,920200,165.2
"2013-12-31",166.41,168.24,166.37,168,1427600,167.14
"2014-01-02",168.4,169.82,166.64,167.11,2346100,166.26
"2014-01-03",167.42,168.76,166.25,166.85,1205800,166
"2014-01-06",167.17,167.61,164.97,165.16,1870600,164.32
"2014-01-07",165.38,166.89,165.22,166.62,1567600,165.77
"2014-01-08",167.86,169,166.5,166.93,2231300,166.08
"2014-01-09",167.19,169.33,166.92,169.27,2266900,168.41
"2014-01-10",168.84,170.88,168.57,170.38,2544000,169.51
"2014-01-13",170.34,170.69,167.55,168.05,2265100,167.19
"2014-01-14",168.22,169.47,167.54,168.82,1572600,167.96
"2014-01-15",168.89,171.38,168.83,170.15,2175900,169.28
"2014-01-16",167.57,168.43,166.56,167.96,2418600,167.1
"2014-01-17",167.93,168.81,167.12,167.84,2378200,166.99
"2014-01-21",169.58,169.58,167.18,168.12,1549300,167.26
"2014-01-22",169.08,170,168.1,168.5,2627300,167.64
"2014-01-23",172.39,174.82,172.05,174.12,3676600,173.23
"2014-01-24",172.15,175,170.5,171.64,3533100,170.77
"2014-01-27",172.06,172.53,170.3,171.21,2729400,170.34
"2014-01-28",171.42,173.98,171.32,172.8,2093600,171.92
"2014-01-29",172.16,173.18,171.19,171.95,2762800,171.07
"2014-01-30",174.75,177,174.33,176.23,2678700,175.33
"2014-01-31",174.68,175.82,173.18,174.24,2517000,173.35
"2014-02-03",174.6,175.81,171.12,171.74,3402500,170.87
"2014-02-04",173.07,173.66,171.44,173.25,2027500,172.37
"2014-02-05",172.59,173.36,171.2,172.63,2174400,171.75
"2014-02-06",172.9,175.61,172.72,175.12,1999100,174.23
"2014-02-07",175.79,177.58,175.48,176.9,2313600,176
"2014-02-10",176.65,176.78,174.56,174.78,2582700,173.89
"2014-02-11",175.23,178.78,175.06,177.7,2701600,176.8
"2014-02-12",177.89,179.38,177.33,178.85,1634500,177.94
"2014-02-13",177.68,179.19,177.45,178.64,1437000,177.73
"2014-02-14",178.28,180.49,178.2,180.14,1908600,179.22
"2014-02-18",180.24,180.4,177.33,178.3,2875600,177.39
"2014-02-19",177.38,178.36,175.57,175.87,1888400,174.97
"2014-02-20",176.07,178.49,176.01,177.87,2138100,176.96
"2014-02-21",178.5,180.2,178.09,179.12,2051700,178.21
"2014-02-24",179.22,181.28,178.9,179.61,1641400,178.7
"2014-02-25",179.97,180.08,178.03,178.7,1397400,177.79
"2014-02-26",178,179,176.76,177.21,1687400,177.21
"2014-02-27",176.89,179.07,176.77,178.5,1475600,178.5
"2014-02-28",178.79,181.17,178.21,180.38,2387100,180.38
"2014-03-03",179.17,179.94,178.29,179.51,1928700,179.51
"2014-03-04",181.8,184.83,181.14,183.85,2477700,183.85
"2014-03-05",184.31,185.98,183.79,184.34,2215900,184.34
"2014-03-06",184.6,187.09,184.31,185.86,1823100,185.86
"2014-03-07",186.58,188.59,186.05,187.57,1909200,187.57
"2014-03-10",187.27,187.54,185.5,186.22,1838900,186.22
"2014-03-11",186.52,186.69,185.31,185.77,1427900,185.77
"2014-03-12",184.89,187.57,184.31,187.54,1657400,187.54
"2014-03-13",187.96,189.46,185.46,185.86,2382400,185.86
"2014-03-14",185.46,186.43,184.2,185.14,1927600,185.14
"2014-03-17",186.48,187.88,185.96,187.37,1732200,187.37
