"","CLF.Open","CLF.High","CLF.Low","CLF.Close","CLF.Volume","CLF.Adjusted"
"2008-10-01",53.3,53.3,46.06,47.78,5039700,42.9
"2008-10-02",46.2,46.75,37.2,37.77,7592600,33.92
"2008-10-03",38.61,44.81,37.82,38.27,8436100,34.36
"2008-10-06",36.4,37.67,32.03,36.43,9177100,32.71
"2008-10-07",38.27,38.68,31.03,31.42,8944900,28.21
"2008-10-08",30,35.21,26.86,33.26,13747500,29.87
"2008-10-09",34.98,36.74,28.4,28.74,6800100,25.81
"2008-10-10",26.17,32.6,25.38,30,9615800,26.94
"2008-10-13",33.23,36.19,31.67,35.83,5619000,32.17
"2008-10-14",37.55,37.7,32.09,32.67,5389400,29.34
"2008-10-15",32.01,32.01,22.41,23.95,9925300,21.51
"2008-10-16",25,27.54,22.39,27.28,8833200,24.5
"2008-10-17",25.91,33.81,25.51,28,9689500,25.14
"2008-10-20",30.41,36.99,29.85,36.47,9468000,32.75
"2008-10-21",34.98,37,33.2,34.42,7453300,30.91
"2008-10-22",31.59,32.73,28.25,30.29,6087400,27.2
"2008-10-23",30.79,31.6,25.25,27.17,7961300,24.4
"2008-10-24",23.1,26.15,22.5,24.56,9248800,22.05
"2008-10-27",24.15,24.92,22.24,22.24,7099400,19.97
"2008-10-28",24.32,28.78,21.56,28.7,7418400,25.77
"2008-10-29",29.18,29.32,26.32,27.19,8670600,24.42
"2008-10-30",28.68,29.73,25.52,26.7,7016700,23.98
"2008-10-31",26.25,28.17,24.95,26.99,5715200,24.24
"2008-11-03",26.98,31.47,26.82,30.14,6318400,27.06
"2008-11-04",31.41,34.88,31.02,33.35,6402200,29.95
"2008-11-05",32.8,35.51,30.03,30.46,5604200,27.35
"2008-11-06",29.48,29.48,25.2,25.4,5774300,22.81
"2008-11-07",25.45,26.25,23.42,25.48,6453000,22.88
"2008-11-10",27.2,27.55,25.37,26.03,4444000,23.37
"2008-11-11",25,25.23,21.25,21.58,7532600,19.38
"2008-11-12",20.65,21.29,18.16,18.91,7376500,17.05
"2008-11-13",19.22,22.09,17.61,21.96,8132700,19.8
"2008-11-14",20.4,21.9,20.11,20.27,3754900,18.28
"2008-11-17",19.82,20.74,18.72,19.65,4451000,17.72
"2008-11-18",20.82,21.34,18,18.63,6126600,16.8
"2008-11-19",18.3,19.83,16.45,16.51,4905200,14.89
"2008-11-20",16.4,16.95,13.73,14.11,7255400,12.72
"2008-11-21",15.44,18.19,15.18,17.9,7539900,16.14
"2008-11-24",19.85,21.4,18.98,20.68,6024500,18.65
"2008-11-25",21.2,21.74,19.74,21.34,4582500,19.24
"2008-11-26",20.87,24.4,20.1,24.39,5979700,21.99
"2008-11-28",24.01,24.48,22.87,23.75,2612400,21.41
"2008-12-01",22.46,22.46,18.75,18.78,4230500,16.93
"2008-12-02",19.71,21,19.09,20.61,5107900,18.58
"2008-12-03",19.27,20.09,17.86,19.84,3540600,17.89
"2008-12-04",19.2,20.56,17.86,18.31,3519200,16.51
"2008-12-05",18.06,19.99,17.21,19.8,2619100,17.85
"2008-12-08",21.25,25.11,21.25,23.9,5883400,21.55
"2008-12-09",23.1,25.84,22.7,23.13,4499800,20.85
"2008-12-10",23.73,27.65,23.73,27.29,5380500,24.61
"2008-12-11",27.23,28.8,24.52,25.06,4776300,22.59
"2008-12-12",23.75,27.25,22.8,26.65,3982500,24.03
"2008-12-15",28.1,28.34,24.56,25.12,3976000,22.65
"2008-12-16",25.67,27.11,25.08,26.87,3274600,24.23
"2008-12-17",26.64,29.49,25.9,29,4921800,26.15
"2008-12-18",29.28,29.5,26.1,27.1,3989100,24.43
"2008-12-19",27.32,27.66,25.31,26.24,2823200,23.66
"2008-12-22",26.3,26.99,22.67,23.57,2236200,21.25
"2008-12-23",23.95,24.91,23.31,24.46,2148300,22.05
"2008-12-24",24.01,24.05,23.35,23.5,873000,21.19
"2008-12-26",23.81,25.09,23.56,24.99,1542800,22.53
"2008-12-29",25.19,25.55,23.43,24,2538700,21.64
"2008-12-30",24.45,25.16,23.51,25.14,1555700,22.67
"2008-12-31",24.93,26.32,24.85,25.61,2000200,23.09
"2009-01-02",26.02,29.92,26,29.49,5179000,26.59
"2009-01-05",29.27,31.66,28.73,30.7,3733400,27.68
"2009-01-06",31.67,32.48,30.4,31.72,4799500,28.6
"2009-01-07",30.61,30.79,28.65,29.37,4686100,26.48
"2009-01-08",29.26,29.6,27.53,28.8,6059500,25.97
"2009-01-09",28.95,29.1,27.1,27.14,3010300,24.47
"2009-01-12",27,27,24.4,24.74,2911200,22.31
"2009-01-13",24.6,26.06,23.84,25.49,4214200,22.98
"2009-01-14",24.41,24.45,20.9,21.06,8512800,18.99
"2009-01-15",21.56,22.93,21.08,22.45,9016200,20.24
"2009-01-16",23.57,23.71,21.35,22.1,7723600,19.93
"2009-01-20",21.8,22.12,20.26,20.82,4787800,18.77
"2009-01-21",21.25,23.12,20.9,22.97,4231400,20.71
"2009-01-22",22.26,23.43,21.27,22.37,2937100,20.17
"2009-01-23",21.5,24.24,21.45,23.38,2442800,21.08
"2009-01-26",23.52,25.34,22.92,23.49,3228900,21.18
"2009-01-27",24.18,24.75,23.41,24.26,2866200,21.87
"2009-01-28",24.67,26.32,24.62,25.98,3081200,23.42
"2009-01-29",25,25.38,23.94,24.2,2756400,21.82
"2009-01-30",24.26,24.5,22.86,23.17,2611400,20.89
"2009-02-02",22.36,23.11,21.87,22.21,3236500,20.03
"2009-02-03",22.36,23.15,22.16,22.85,3563200,20.6
"2009-02-04",23.68,25.5,23.58,23.8,6730000,21.46
"2009-02-05",23.66,26.4,22.75,26.08,5861300,23.51
"2009-02-06",26.74,29.72,26.26,29.55,6153400,26.64
"2009-02-09",29.55,31.44,28.76,29.87,3403700,26.93
"2009-02-10",29.44,30.69,26.2,26.45,4377600,23.85
"2009-02-11",27.03,27.7,25.43,26.13,3252800,23.56
"2009-02-12",25.1,27.13,24.38,27.05,2675000,24.47
"2009-02-13",27.17,28.25,26.4,27.76,2485300,25.11
"2009-02-17",25.95,25.95,23.34,23.45,4252800,21.21
"2009-02-18",24.58,24.75,22.06,22.65,3769200,20.49
"2009-02-19",23.25,24.32,22.84,23,2653400,20.81
"2009-02-20",22.01,22.86,20.81,21.82,4513300,19.74
"2009-02-23",22.67,22.7,19.63,19.76,4036000,17.88
"2009-02-24",19.79,21.7,19.08,21.46,3856300,19.41
"2009-02-25",21.36,21.46,19,19.19,6225600,17.36
"2009-02-26",19.6,20,15.81,16.14,9517700,14.6
"2009-02-27",15.3,16.72,15.01,15.43,5672300,13.96
"2009-03-02",14.89,14.94,11.84,12.01,11960200,10.87
"2009-03-03",12.54,13.25,12.02,12.74,9051500,11.53
"2009-03-04",13.88,15,13.55,14.57,9853100,13.18
"2009-03-05",13.7,14.06,12.9,13.11,5213900,11.86
"2009-03-06",13.6,14.2,12.47,13,4939700,11.76
"2009-03-09",12.42,14.21,12.42,12.96,4413400,11.72
"2009-03-10",13.61,14.29,13.61,14.13,6338500,12.78
"2009-03-11",14.26,15.11,13.49,14.05,5781800,12.71
"2009-03-12",13.88,14.51,12.89,14.24,6088400,12.88
"2009-03-13",14.44,14.5,12.89,13.03,6297400,11.79
"2009-03-16",13.18,14.18,13.02,13.35,4468800,12.08
"2009-03-17",12.94,12.98,12.05,12.73,5477000,11.52
"2009-03-18",12.68,13.39,11.8,12.93,6643400,11.7
"2009-03-19",13.61,15.72,13.61,14.78,10160500,13.37
"2009-03-20",15.03,15.23,13.66,14.07,4522600,12.73
"2009-03-23",14.87,16.58,14.54,16.58,6681400,15
"2009-03-24",16.79,17.68,16.3,16.84,9435100,15.23
"2009-03-25",17.15,18.55,16.9,17.64,7496000,15.96
"2009-03-26",18.19,19.25,18.15,18.89,5777900,17.09
"2009-03-27",18.3,19.22,17.7,18.54,5230200,16.77
"2009-03-30",17.58,17.58,15.87,16.51,5202700,14.94
"2009-03-31",17.28,18.44,16.4,18.16,9106400,16.43
"2009-04-01",17.5,19.2,17.18,19.04,5745600,17.22
"2009-04-02",20,21.33,19.86,20.47,7602300,18.52
"2009-04-03",20.14,21.09,19.9,20.69,6176000,18.72
"2009-04-06",20.13,20.34,19.06,19.85,4169700,17.96
"2009-04-07",19.2,19.46,18.84,18.86,5322100,17.06
"2009-04-08",19.15,19.32,18.06,18.79,4682900,17
"2009-04-09",19.73,20.61,19.48,20.59,5952800,18.63
"2009-04-13",20.29,21.13,18.9,20.69,5939600,18.72
"2009-04-14",20.35,20.58,18.71,18.77,6045500,16.98
"2009-04-15",18.6,19.18,18.03,19.11,5463200,17.29
"2009-04-16",19.31,19.75,18.48,19.49,5322100,17.63
"2009-04-17",19.31,21.66,19.3,21.38,5897400,19.34
"2009-04-20",20.78,20.78,18.5,18.51,4641800,16.75
"2009-04-21",18.22,20.23,18,20.16,4795400,18.24
"2009-04-22",19.34,21.43,19.34,20.54,3838100,18.58
"2009-04-23",20.23,21.62,19.75,21.11,5097500,19.1
"2009-04-24",21.62,22.43,21.11,21.82,4135000,19.74
"2009-04-27",21.12,21.35,20.14,20.38,3758200,18.44
"2009-04-28",19.66,20.77,19.1,20.21,3906800,18.28
"2009-04-29",20.65,21.47,20.21,21.03,5080200,19.03
"2009-04-30",21.72,23.4,21.15,23.06,7305800,20.86
"2009-05-01",23.27,26,23.1,25.29,6477600,22.88
"2009-05-04",26.24,29.12,26.13,28.29,6116200,25.59
"2009-05-05",27.99,28.09,26.8,27.47,4045000,24.85
"2009-05-06",30.09,31.4,29.25,30.29,8026500,27.4
"2009-05-07",31.5,32.14,29.29,30.01,7503600,27.15
"2009-05-08",30.81,31.74,29.57,31.02,5482500,28.06
"2009-05-11",30,30.08,28.27,28.78,6144800,26.04
"2009-05-12",29.86,30,27.81,28.89,4549700,26.14
"2009-05-13",25.9,25.9,22.84,23.18,13410000,20.97
"2009-05-14",21.68,22.29,20.62,22.01,35678100,19.91
"2009-05-15",22.3,22.85,21.15,21.52,9777000,19.47
"2009-05-18",21.99,23.37,21.18,23.22,11195600,21.01
"2009-05-19",23.14,24.93,23.14,23.85,9199400,21.58
"2009-05-20",24.61,25.9,24.46,24.78,7953200,22.46
"2009-05-21",24.11,24.4,22.92,23.51,5805500,21.3
"2009-05-22",24.1,24.27,23.03,23.14,4794200,20.97
"2009-05-26",23.06,24.75,22.88,24.55,5527100,22.25
"2009-05-27",24.67,26.66,24.65,25.16,6888700,22.8
"2009-05-28",25.88,26.42,25.05,25.99,5669900,23.55
"2009-05-29",26.89,27.25,26.3,27.25,6900300,24.69
"2009-06-01",28.15,29.6,28,29.01,6417800,26.29
"2009-06-02",28.72,30.05,28.08,29.05,6334600,26.32
"2009-06-03",28.3,28.59,25.95,26.47,6928200,23.99
"2009-06-04",26.99,28.38,26.41,28,6064700,25.37
"2009-06-05",29.21,29.56,27.53,29.1,6560000,26.37
"2009-06-08",28.37,28.7,27.17,28.37,5457300,25.71
"2009-06-09",29.01,30.71,28.78,30.12,6990100,27.29
"2009-06-10",30.97,31.37,28.15,29.03,8664900,26.31
"2009-06-11",29.05,29.98,28.74,29.53,5828900,26.76
"2009-06-12",28.65,29.16,28.03,28.61,5944000,25.93
"2009-06-15",27.83,27.87,25.92,26.12,7551700,23.67
"2009-06-16",26.75,27.44,25.57,25.91,6690100,23.48
"2009-06-17",25.7,25.88,24.07,24.72,6509000,22.4
"2009-06-18",24.87,26.43,24.35,26.07,7330000,23.62
"2009-06-19",26.44,26.74,25.62,25.72,5023900,23.31
"2009-06-22",24.91,24.95,22.87,22.87,5623600,20.72
"2009-06-23",23.04,23.82,22.34,23.56,5792800,21.35
"2009-06-24",24.06,24.75,23.5,23.81,4684600,21.58
"2009-06-25",23.63,24.9,23.57,24.84,4676300,22.51
"2009-06-26",24.72,25.44,24.34,24.75,5417400,22.43
"2009-06-29",24.95,25.46,24.64,24.82,2812900,22.49
"2009-06-30",24.93,25.17,23.81,24.47,3586600,22.17
"2009-07-01",24.92,25.4,24.14,24.26,4288700,21.98
"2009-07-02",23.5,24.44,23.29,23.85,4179400,21.61
"2009-07-06",23.02,23.22,21.87,22.32,5609600,20.23
"2009-07-07",22.35,22.48,21.02,21.1,6362300,19.12
"2009-07-08",21.06,21.66,19.44,20.43,6990400,18.51
"2009-07-09",21.26,21.51,20.6,20.79,3947300,18.84
"2009-07-10",20.58,21,20.19,20.85,3068700,18.89
"2009-07-13",20.92,21.38,19.91,21.34,3566700,19.34
"2009-07-14",21.39,22.06,21.09,21.54,2665900,19.52
"2009-07-15",22.45,23.3,22.34,23.2,4197300,21.02
"2009-07-16",23.14,24.94,22.86,24.82,6280100,22.49
"2009-07-17",24.78,25.24,24.18,24.76,4528400,22.44
"2009-07-20",25.36,26.2,25.29,26.04,4468400,23.6
"2009-07-21",26.5,26.59,24.74,25.58,4011200,23.18
"2009-07-22",25.04,25.65,24.69,25.4,2743700,23.02
"2009-07-23",25.38,27.29,25.14,27.14,5408900,24.59
"2009-07-24",26.54,27.65,26.38,27.54,4206100,24.96
"2009-07-27",27.73,28.39,27.25,27.55,3570700,24.97
"2009-07-28",27.03,27.15,25.68,26.44,4437600,23.96
"2009-07-29",25.76,25.76,24.69,24.85,5978400,22.52
"2009-07-30",26.59,27.39,26.18,26.87,6750400,24.35
"2009-07-31",26.67,27.84,26.58,27.39,4082600,24.82
"2009-08-03",28.31,29.75,28.31,29.63,6867400,26.85
"2009-08-04",29.19,29.65,28.66,28.95,4360700,26.23
"2009-08-05",28.69,29.25,27.63,28.22,5853100,25.57
"2009-08-06",28.6,28.71,26.88,27.17,4270600,24.62
"2009-08-07",27.6,28.33,26.93,28.21,3852300,25.56
"2009-08-10",27.96,28.11,27.13,27.42,3410500,24.85
"2009-08-11",27.2,27.26,26.31,26.55,2927000,24.06
"2009-08-12",26.22,27.76,26.21,27.34,3618300,24.81
"2009-08-13",27.71,29.34,27.51,29.21,4945600,26.51
"2009-08-14",29.25,29.5,27.8,28.16,3721200,25.56
"2009-08-17",26.7,26.86,25.7,26.1,4250700,23.69
"2009-08-18",26.34,27.04,26.31,26.56,3230000,24.1
"2009-08-19",25.87,26.56,25.55,26.3,4761600,23.87
"2009-08-20",26.18,26.95,26.1,26.4,2567200,23.96
"2009-08-21",26.94,27.55,26.87,27.54,3115300,24.99
"2009-08-24",28.07,28.67,27.47,27.55,3812200,25
"2009-08-25",28,28.13,26.61,26.87,3072200,24.39
"2009-08-26",26.8,27.1,25.92,27.07,4358500,24.57
"2009-08-27",26.86,26.86,25.4,26.11,5634500,23.7
"2009-08-28",26.58,26.74,25.66,26.42,3865400,23.98
"2009-08-31",25.76,25.76,25.07,25.31,4174700,22.97
"2009-09-01",25.2,25.97,24.12,24.31,4664000,22.06
"2009-09-02",24.15,24.66,23.67,24.15,3475200,21.92
"2009-09-03",24.79,25.58,24.28,25.58,4122200,23.22
"2009-09-04",25.53,25.7,24.89,25.57,2712300,23.21
"2009-09-08",26.19,27.08,26.13,27.04,4180400,24.54
"2009-09-09",26.95,27.36,26.2,26.68,3299800,24.21
"2009-09-10",26.71,28.3,26.18,28.1,4888100,25.5
"2009-09-11",29.04,30.89,28.85,30.23,10293400,27.44
"2009-09-14",29.41,30.52,29.01,30.4,5092000,27.59
"2009-09-15",30.48,32.64,30.39,31.95,8376500,29
"2009-09-16",32.93,34.36,32.83,33.9,7055400,30.77
"2009-09-17",34.36,35.57,33.76,34.21,9084400,31.05
"2009-09-18",34.53,34.69,33.36,33.75,4497300,30.63
"2009-09-21",33.01,33.72,32.01,33.48,3765500,30.39
"2009-09-22",34.46,34.97,34.05,34.45,3811800,31.27
"2009-09-23",34.86,34.86,33.38,33.57,3865400,30.47
"2009-09-24",33.84,33.91,32.3,32.6,3934400,29.59
"2009-09-25",32.23,32.76,31.64,32.37,4276100,29.38
"2009-09-28",32.69,33.21,32,32.93,2976000,29.89
"2009-09-29",33.1,33.84,32.71,33.05,3891100,29.99
"2009-09-30",33.63,33.8,32.08,32.36,4120400,29.37
"2009-10-01",32.15,32.33,30.45,30.54,4867800,27.72
"2009-10-02",29.43,30.99,29.05,30.18,5608200,27.39
"2009-10-05",30.52,32.33,30.45,32.12,3938100,29.15
"2009-10-06",32.89,33.6,32,32.62,3847700,29.6
"2009-10-07",32.73,33.36,32.55,33.21,3241600,30.14
"2009-10-08",34.26,35.92,33.95,35.68,9058100,32.38
"2009-10-09",35.32,36.09,34.8,35.54,3543100,32.25
"2009-10-12",36.19,36.87,35.35,35.89,3007200,32.57
"2009-10-13",35.78,36.04,35.04,35.74,3617200,32.44
"2009-10-14",36.71,39.1,36.49,38.85,7299300,35.26
"2009-10-15",38.34,40.05,38.19,39.78,5712200,36.1
"2009-10-16",38.93,39.75,38.52,38.78,4309800,35.2
"2009-10-19",39.33,39.38,38.46,38.7,3455300,35.12
"2009-10-20",39.85,39.85,37.05,38.14,4181800,34.61
"2009-10-21",37.87,40.21,37.5,38.63,5057200,35.06
"2009-10-22",38.45,38.68,36.86,38.63,4003600,35.06
"2009-10-23",38.76,39.36,37.45,37.83,3668900,34.33
"2009-10-26",37.96,39.43,36.93,37.2,3962500,33.76
"2009-10-27",37.08,37.26,34.86,35.52,5259600,32.24
"2009-10-28",34.99,35.37,32.87,33.17,5978000,30.1
"2009-10-29",34,35.97,34,34.87,5451900,31.65
"2009-10-30",35.99,37.4,34.92,35.57,9915300,32.28
"2009-11-02",36.4,37.55,34.19,35.46,6133900,32.18
"2009-11-03",34.4,36.63,34.12,36.06,4068300,32.73
"2009-11-04",36.96,37.39,35.95,36.07,5375600,32.74
"2009-11-05",36.4,36.95,36.1,36.67,3424600,33.28
"2009-11-06",35.86,37.37,35.56,36.18,3106300,32.84
"2009-11-09",37.28,37.9,37.03,37.8,2779600,34.31
"2009-11-10",37.55,38.18,37,37.86,2395400,34.36
"2009-11-11",38.94,39.65,38.7,38.96,4037300,35.36
"2009-11-12",39.05,39.74,38.53,38.95,4304500,35.35
"2009-11-13",39.14,41.37,38.75,41.3,5620100,37.48
"2009-11-16",42.01,44.55,42.01,43.37,6576400,39.36
"2009-11-17",42.98,44.15,42.61,44.03,3511500,39.96
"2009-11-18",44.38,44.55,42.55,43.04,3688800,39.14
"2009-11-19",42.36,42.58,41.26,42.28,2840500,38.45
"2009-11-20",41.48,43.24,41.27,43.02,3114600,39.12
"2009-11-23",44.37,44.83,42.26,42.54,3670000,38.68
"2009-11-24",43.49,43.61,42.25,43.45,3365000,39.51
"2009-11-25",43.77,45.47,43.2,45.26,3731000,41.16
"2009-11-27",43.14,44.65,42.77,44.07,3027700,40.08
"2009-11-30",44.38,45.13,43.68,44.06,4050300,40.07
"2009-12-01",45.04,45.75,44.55,45.07,3004400,40.99
"2009-12-02",45.22,46.49,45.1,45.95,3003800,41.79
"2009-12-03",46.48,46.48,44,44.15,5214800,40.15
"2009-12-04",44.85,45.12,41.37,42.2,7966100,38.38
"2009-12-07",41.84,42.67,41.48,41.88,4455200,38.08
"2009-12-08",41.17,41.69,40.35,40.8,3074300,37.1
"2009-12-09",41,43.25,40.89,43.14,5087700,39.23
"2009-12-10",42.9,43.69,42.24,42.85,5201000,38.97
"2009-12-11",43.27,44,42.93,43.1,2757800,39.19
"2009-12-14",44.26,45.32,43.97,45.06,3806600,40.98
"2009-12-15",44.6,45.76,44.44,45.28,3701400,41.18
"2009-12-16",45.6,46,44.77,45.48,4158100,41.36
"2009-12-17",44.92,45.58,44.06,44.77,3147600,40.71
"2009-12-18",45.27,45.45,43.44,43.98,19082100,39.99
"2009-12-21",44.5,46,44.33,45.72,4100500,41.58
"2009-12-22",45.74,46.14,44.81,45.49,2934500,41.37
"2009-12-23",45.72,47.25,45.54,47.16,2625300,42.89
"2009-12-24",47.33,48,46.94,47.41,1078500,43.11
"2009-12-28",47.59,48.41,46.51,46.79,1698000,42.55
"2009-12-29",46.95,47.43,46.62,47.11,1778800,42.84
"2009-12-30",46.83,47.38,46.24,47.21,1530300,42.93
"2009-12-31",47.42,47.74,46.01,46.09,1343700,41.91
"2010-01-04",47.12,48.88,46.94,48.21,2749600,43.84
"2010-01-05",48.4,49.2,48.05,48.95,2086200,44.51
"2010-01-06",49.22,50.71,49.11,50.64,3854500,46.05
"2010-01-07",50.26,50.71,49.12,49.88,2706700,45.36
"2010-01-08",49.69,53.2,49.56,53.12,4279700,48.31
"2010-01-11",54.7,55.4,52.38,52.88,4113600,48.09
"2010-01-12",51.8,52.18,49.5,50.24,4646800,45.69
"2010-01-13",50.72,51.75,48.7,51.55,3670700,46.88
"2010-01-14",51.34,52.98,51.34,51.75,3080600,47.06
"2010-01-15",51.39,51.55,49.65,49.75,3593100,45.24
"2010-01-19",49.73,51.6,49.4,51.56,4686200,46.89
"2010-01-20",50.19,50.19,48.68,49.18,4374900,44.72
"2010-01-21",49.39,49.41,44.66,44.74,8929800,40.69
"2010-01-22",44.11,45.49,42.18,42.37,7379700,38.53
"2010-01-25",43.37,43.88,42.4,42.89,4260400,39
"2010-01-26",41.97,43.12,41.06,41.6,5667400,37.83
"2010-01-27",42,42.66,39.19,41.01,5805000,37.29
"2010-01-28",41.65,41.89,39.59,40.04,4333100,36.41
"2010-01-29",40.66,41.88,39.52,39.95,6848700,36.33
"2010-02-01",40.86,43.16,40.85,43.07,5407000,39.17
"2010-02-02",43.77,44.74,42.22,44.54,5088100,40.5
"2010-02-03",43.95,46.18,43.75,44.55,8061000,40.51
"2010-02-04",43.49,43.67,40.18,40.23,5970900,36.58
"2010-02-05",40.52,41.74,39.13,41.69,6414400,37.91
"2010-02-08",41.9,42.86,40.51,40.53,3504300,36.86
"2010-02-09",41.97,42.77,40.9,42.75,5728200,38.88
"2010-02-10",42.64,43.91,42,43.12,5550600,39.21
"2010-02-11",43.33,45.95,43.03,45.81,5382900,41.74
"2010-02-12",44.63,46.28,44.1,45.87,5455900,41.8
"2010-02-16",47.3,48.95,47.16,48.17,5726700,43.89
"2010-02-17",48.64,48.78,46.55,47.4,5185200,43.19
"2010-02-18",47.39,51.44,47.31,50.9,10514600,46.38
"2010-02-19",50.74,54.45,50.69,53.6,10462300,48.84
"2010-02-22",54.35,55.34,53.2,54.49,6669600,49.65
"2010-02-23",53.76,54.2,52.18,52.72,7023000,48.04
"2010-02-24",53.31,54.5,53.14,53.95,6861000,49.16
"2010-02-25",52.36,55.69,51.8,55.53,6952300,50.6
"2010-02-26",55.78,56.46,54.63,56.4,4489600,51.39
"2010-03-01",57.04,59.32,56.22,59.08,6218700,53.84
"2010-03-02",59.54,59.89,58.16,58.65,6924300,53.44
"2010-03-03",59.24,60.3,57.01,57.41,7471500,52.31
"2010-03-04",57.49,58.94,56.46,58.65,7443500,53.44
"2010-03-05",59.42,60.69,59.32,60.65,5899600,55.27
"2010-03-08",61.17,61.5,59.64,60.17,3721800,54.83
"2010-03-09",59.31,60.33,58.6,59.18,4834100,53.93
"2010-03-10",59.66,60.49,58.66,59.71,4933700,54.41
"2010-03-11",59.07,60.46,58.41,60.31,3940400,54.96
"2010-03-12",61.5,64.74,61.28,64.34,10256500,58.63
"2010-03-15",63.71,63.93,62.12,63.15,4149700,57.54
"2010-03-16",64.97,66.97,64.79,66.27,8835000,60.39
"2010-03-17",67.22,67.53,65.09,65.43,5922600,59.62
"2010-03-18",65.71,65.97,64.21,64.56,4662100,58.83
"2010-03-19",64.93,65.3,62.4,64.01,5766100,58.33
"2010-03-22",62.85,65.45,61.87,65.24,5007400,59.45
"2010-03-23",66.23,69.84,65.72,69.72,7465900,63.53
"2010-03-24",70.09,72.77,69.68,71.76,10186200,65.39
"2010-03-25",72.92,73.38,68.74,69.03,9400600,62.9
"2010-03-26",70.28,72,69.69,71.26,8476300,64.93
"2010-03-29",72.79,73.95,72.23,72.85,5927800,66.38
"2010-03-30",73.27,73.75,70.77,71.25,6539100,64.93
"2010-03-31",70.34,72.09,70.27,70.95,4502600,64.65
"2010-04-01",72.47,73.5,71.39,72.35,5752000,65.93
"2010-04-05",73.42,75,72.76,74.85,4648000,68.21
"2010-04-06",74.26,76.17,73.97,74.02,5621300,67.45
"2010-04-07",73.92,74.39,71.8,72.41,5883000,65.98
"2010-04-08",71.76,73.5,71.01,73.26,5187500,66.76
"2010-04-09",74.98,75.58,73.99,74.83,5840000,68.19
"2010-04-12",75.29,75.48,73.53,73.98,3812900,67.41
"2010-04-13",73.42,74.45,72.51,73.47,3881400,66.95
"2010-04-14",74.61,75.55,73.15,75.43,4600200,68.73
"2010-04-15",75,75.94,73.31,73.79,4466900,67.24
"2010-04-16",72.99,74.3,69.77,70.24,7641200,64.01
"2010-04-19",69.69,70.55,67.25,68.71,6429300,62.61
"2010-04-20",69.91,71.26,69.8,70.1,4481000,63.88
"2010-04-21",70.52,70.59,67.5,68.87,6117300,62.76
"2010-04-22",67.41,70.04,66.56,69.61,5614300,63.43
"2010-04-23",71.78,73.94,71.15,72.85,6432300,66.38
"2010-04-26",73.8,74.75,72.43,73,3817800,66.52
"2010-04-27",72.01,72.24,68.06,68.54,6630700,62.46
"2010-04-28",69.86,70.7,68.34,70.21,6299700,63.98
"2010-04-29",70.6,71.15,63.25,64.33,17509300,58.62
"2010-04-30",65.13,65.86,62.25,62.53,7433600,56.98
"2010-05-03",61.89,62.41,58.66,58.95,12116900,53.72
"2010-05-04",56.93,57.03,53.29,54.55,17608100,49.71
"2010-05-05",52.9,60.12,52.2,58.73,21660200,53.52
"2010-05-06",59.31,60.46,50.8,56,14855400,51.03
"2010-05-07",56.3,58.12,52.75,56.12,13508900,51.14
"2010-05-10",60.09,61.4,59.5,61.18,8331200,55.75
"2010-05-11",59.81,59.81,56.64,56.79,14699600,51.75
"2010-05-12",57.21,58.24,55.61,57.34,13022600,52.38
"2010-05-13",57.94,59.25,55.93,56.3,8586900,51.43
"2010-05-14",55.01,55.47,52.12,53.98,8900600,49.31
"2010-05-17",53.64,53.87,50.56,52.92,9391900,48.34
"2010-05-18",54.6,55,50.9,51.04,8550100,46.62
"2010-05-19",50.1,52.15,48.79,50.91,13421700,46.51
"2010-05-20",48.89,49.9,46.65,47.35,11772300,43.25
"2010-05-21",46.4,51.1,46.4,50.47,11540000,46.1
"2010-05-24",51.94,52.16,50.04,50.26,7848000,45.91
"2010-05-25",48.13,51.97,46.64,51.69,14724100,47.22
"2010-05-26",53.23,54.79,52.33,53.26,15350400,48.65
"2010-05-27",55.81,57.7,54.75,57.69,9779100,52.7
"2010-05-28",57.34,57.93,54.75,55.86,7068600,51.03
"2010-06-01",54.23,54.84,51.26,51.3,6719300,46.86
"2010-06-02",52.25,54.36,51.63,54.35,5590700,49.65
"2010-06-03",55.48,55.48,51.6,53.22,6158200,48.62
"2010-06-04",50.69,51.87,48.77,49.22,9695700,44.96
"2010-06-07",49.67,50.3,47.85,47.99,6840300,43.84
"2010-06-08",48.15,50.19,47.7,50.11,8135800,45.77
"2010-06-09",50.93,53.3,50.33,50.8,8969700,46.41
"2010-06-10",53,54.87,52.41,54.87,8385600,50.12
"2010-06-11",53.84,56.18,53.77,55.97,5815400,51.13
"2010-06-14",57.52,58.43,55.9,56.12,6694100,51.26
"2010-06-15",57.46,58.07,56.1,57.93,5061200,52.92
"2010-06-16",57.03,58.2,56.5,57.51,4279900,52.53
"2010-06-17",58.48,58.5,55.42,56.36,5877800,51.48
"2010-06-18",56.64,56.86,55.73,56.22,4382100,51.36
"2010-06-21",59.04,60.27,57.16,57.89,8187500,52.88
"2010-06-22",58.17,59.02,55.8,55.88,4750200,51.05
"2010-06-23",55.72,57.08,54.19,56.3,5880200,51.43
"2010-06-24",55.5,55.99,53.78,53.94,4887600,49.27
"2010-06-25",54.67,56.5,53.72,56.37,8184500,51.49
"2010-06-28",56.38,56.38,54.3,54.44,3526000,49.73
"2010-06-29",52,52.25,47.93,48.49,11429300,44.3
