"","SWK.Open","SWK.High","SWK.Low","SWK.Close","SWK.Volume","SWK.Adjusted"
"2010-08-18",57.15,57.3,56.45,57.13,1108000,52.04
"2010-08-19",56.84,56.87,54.97,55.19,1163200,50.28
"2010-08-20",54.64,55.22,54.5,55.05,1096700,50.15
"2010-08-23",55.44,55.67,54.38,54.51,660800,49.66
"2010-08-24",53.67,54,52.45,53.39,1512000,48.64
"2010-08-25",52.89,53.86,52.32,53.66,1315000,48.88
"2010-08-26",53.76,54.55,53.08,53.11,1458400,48.38
"2010-08-27",53.56,54.55,52.8,54.51,916300,49.66
"2010-08-30",54.36,54.78,53.41,53.43,673700,48.67
"2010-08-31",53.26,54.05,52.75,53.64,1507400,48.87
"2010-09-01",54.35,56.75,54.16,56.75,2453600,52.03
"2010-09-02",57.09,57.7,56.97,57.35,1493200,52.58
"2010-09-03",57.89,58.96,57.89,58.16,1376600,53.32
"2010-09-07",57.71,58.02,57.3,57.45,818800,52.67
"2010-09-08",57.5,58.67,57.5,58.58,1257600,53.71
"2010-09-09",59.46,59.64,58.61,58.96,1476300,54.05
"2010-09-10",59.2,59.81,58.99,59.29,1582000,54.36
"2010-09-13",59.78,60.96,59.65,60.82,1705500,55.76
"2010-09-14",60.51,61.11,60.33,60.97,1901700,55.9
"2010-09-15",60.8,60.84,60.11,60.5,1495800,55.47
"2010-09-16",59.82,60.67,58.9,59.3,2245800,54.37
"2010-09-17",59.44,59.7,58.99,59.59,2109800,54.63
"2010-09-20",59.65,60.82,59.39,60.65,1205700,55.6
"2010-09-21",60.55,61,60.2,60.44,1518600,55.41
"2010-09-22",60.58,60.75,59.68,60.03,1053300,55.04
"2010-09-23",59.54,59.8,58.34,58.5,1299600,53.63
"2010-09-24",59.36,60.81,59.21,60.51,1409200,55.48
"2010-09-27",60.19,60.36,59.67,59.97,1454100,54.98
"2010-09-28",59.98,61.39,59.62,61.23,1409300,56.14
"2010-09-29",60.79,61.18,60.47,60.75,865400,55.7
"2010-09-30",61.25,61.76,60.54,61.28,1663000,56.18
"2010-10-01",61.95,62.34,61.27,62.02,1509600,56.86
"2010-10-04",61.68,62.68,61.22,61.96,1292400,56.81
"2010-10-05",62.22,63.23,62.21,62.64,1760300,57.43
"2010-10-06",62.62,62.89,61.7,62.14,1356300,56.97
"2010-10-07",62.41,62.53,61.12,61.9,1045700,56.75
"2010-10-08",62.11,62.9,61.81,62.7,1273500,57.48
"2010-10-11",62.76,62.94,62.49,62.73,783100,57.51
"2010-10-12",62.65,63.18,61.94,62.97,800300,57.73
"2010-10-13",63.3,64.21,63.04,63.77,1550000,58.46
"2010-10-14",63.74,63.75,62.68,62.99,1394900,57.75
"2010-10-15",63.26,63.67,61.2,62.13,2154700,56.96
"2010-10-18",62.34,63.9,62.34,63.54,1834700,58.25
"2010-10-19",62.59,63.67,62.19,62.36,1864200,57.17
"2010-10-20",62.86,63.21,60.75,61.32,4748600,56.22
"2010-10-21",61.69,61.83,59.63,60.14,3346700,55.14
"2010-10-22",60.2,61.26,60.14,61.11,2235500,56.03
"2010-10-25",61.69,62.29,60.65,60.8,1234600,55.74
"2010-10-26",60.5,61.15,60,60.06,1083200,55.06
"2010-10-27",59.59,60.08,58.88,60.05,1166800,55.05
"2010-10-28",60.51,61.04,60.22,60.87,1696900,55.81
"2010-10-29",60.94,62.04,60.94,61.97,2617300,56.81
"2010-11-01",60.55,61.5,60.23,61.22,3861600,56.13
"2010-11-02",62.02,62.35,61.23,61.57,4840600,56.45
"2010-11-03",61.6,61.85,60.78,61.81,2252900,56.67
"2010-11-04",62.51,63.37,62.26,62.8,2212800,57.58
"2010-11-05",62.92,63.1,62.53,63.02,1801000,57.78
"2010-11-08",62.32,62.94,62.22,62.79,1187800,57.57
"2010-11-09",63.18,63.18,61.52,61.86,1397900,56.71
"2010-11-10",61.93,62.33,61.78,61.97,2030200,56.81
"2010-11-11",61.48,62.19,61.2,61.87,1553800,56.72
"2010-11-12",61.29,61.95,60.56,60.88,949400,55.82
"2010-11-15",61.24,61.61,60.55,60.7,1410700,55.65
"2010-11-16",60.36,60.83,58.99,59.5,2086200,54.55
"2010-11-17",59.49,60.24,59.3,59.59,1300300,54.63
"2010-11-18",60.15,60.4,59.75,59.91,1459300,54.93
"2010-11-19",60.06,60.08,59.26,59.63,1325400,54.67
"2010-11-22",59.31,59.86,58.96,59.59,1244500,54.63
"2010-11-23",58.74,59.03,58.34,58.71,1726800,53.83
"2010-11-24",59.31,60.91,59.19,60.91,1911900,55.84
"2010-11-26",60.38,60.68,59.9,60.45,374300,55.42
"2010-11-29",59.84,60.52,58.82,60.34,926300,55.32
"2010-11-30",59.6,59.94,59.21,59.53,2209900,54.58
"2010-12-01",60.17,61.28,59.89,60.44,2896700,55.73
"2010-12-02",60.6,62.77,60.59,62.41,4701000,57.55
"2010-12-03",62.04,62.51,61.78,62.37,1527600,57.51
"2010-12-06",62.07,62.45,61.74,62.2,1169800,57.35
"2010-12-07",62.95,63.49,62.67,63.15,2294400,58.23
"2010-12-08",63.12,63.55,62.68,63.36,1665200,58.42
"2010-12-09",63.82,64.06,63.37,63.77,1701900,58.8
"2010-12-10",63.81,64.75,63.52,64.28,2623100,59.27
"2010-12-13",64.33,64.52,63.52,63.62,1759400,58.66
"2010-12-14",63.86,64.45,63.81,64.17,1593800,59.17
"2010-12-15",64.12,64.54,63.57,63.66,3353700,58.7
"2010-12-16",63.52,63.91,62.99,63.22,1811900,58.29
"2010-12-17",62.56,63.59,62.41,63.37,2051300,58.43
"2010-12-20",64.13,65.85,63.88,65.6,2707300,60.49
"2010-12-21",65.76,66.63,65.57,66.4,1604700,61.23
"2010-12-22",66.52,67.17,66.31,67.17,1391600,61.94
"2010-12-23",67.02,67.63,66.92,67.07,1293300,61.84
"2010-12-27",66.99,67.7,66.7,67.29,998800,62.05
"2010-12-28",67.32,67.35,66.76,67.16,849900,61.93
"2010-12-29",67.27,67.7,67.02,67.15,987900,61.92
"2010-12-30",67.09,67.5,67.04,67.15,797600,61.92
"2010-12-31",67.06,67.36,66.7,66.87,888400,61.66
"2011-01-03",67.4,68.23,67.09,68.07,1095700,62.77
"2011-01-04",68.15,68.15,67.17,67.81,1140200,62.53
"2011-01-05",67.16,68.29,66.78,67.26,1465100,62.02
"2011-01-06",67.43,67.61,66.4,66.53,1156600,61.35
"2011-01-07",66.37,67.23,65.37,65.5,1646700,60.4
"2011-01-10",65.25,65.98,64.83,65.75,1134600,60.63
"2011-01-11",66.13,68.13,66,67.77,1649800,62.49
"2011-01-12",68.08,68.3,67.56,68.03,1281500,62.73
"2011-01-13",68.05,68.46,67.57,67.93,869800,62.64
"2011-01-14",67.69,68.49,67.28,68.15,979300,62.84
"2011-01-18",68.12,68.27,67.68,68.1,896600,62.79
"2011-01-19",67.98,68.16,65.75,65.96,1845200,60.82
"2011-01-20",65.91,66.34,65.16,65.91,1586400,60.77
"2011-01-21",66.56,67.72,66.37,66.46,1734000,61.28
"2011-01-24",66.43,66.43,65.43,66.07,1652900,60.92
"2011-01-25",65.97,66.99,65.58,66.38,1046500,61.21
"2011-01-26",66.66,68.39,66.33,66.95,1832100,61.73
"2011-01-27",69.33,73.49,68.59,72.62,6772600,66.96
"2011-01-28",71.69,72.81,71.69,72.72,3074800,67.05
"2011-01-31",71.97,73.11,71.64,72.68,2198100,67.02
"2011-02-01",73.04,73.8,72.77,72.88,1336900,67.2
"2011-02-02",72.81,73.47,72.34,72.84,1171300,67.16
"2011-02-03",72.82,73.12,71.83,71.93,1669600,66.32
"2011-02-04",72.15,72.59,71.66,72.52,973800,66.87
"2011-02-07",72.8,73.21,72.45,72.91,2500000,67.23
"2011-02-08",72.77,73.43,72.53,73.4,1328100,67.68
"2011-02-09",72.98,73.37,72.5,72.84,989700,67.16
"2011-02-10",72.54,73.49,72.51,73.32,906700,67.61
"2011-02-11",73.11,74.15,72.49,74.09,924400,68.32
"2011-02-14",73.31,74.05,73.2,73.48,876200,67.75
"2011-02-15",73.09,73.37,72.77,73.25,1187400,67.54
"2011-02-16",73.79,74.37,73.52,73.93,1027200,68.17
"2011-02-17",74.08,75,73.89,74.95,1004200,69.11
"2011-02-18",75.22,76.8,75.15,76.09,1820800,70.16
"2011-02-22",75.45,75.89,74,74.15,1457600,68.37
"2011-02-23",73.72,74.25,71.52,72.55,1968300,66.9
"2011-02-24",72.74,74.36,72.14,74.23,2399900,68.45
"2011-02-25",74.66,75.64,74.31,75.11,1887400,69.26
"2011-02-28",75.4,76.13,75.3,75.83,1415400,70.3
"2011-03-01",76.01,76.45,74.13,74.36,1065600,68.94
"2011-03-02",74.28,75.1,74.08,74.51,1355900,69.08
"2011-03-03",75,75.95,74.99,75.69,1809000,70.17
"2011-03-04",75.96,76.76,74.74,75.86,1566400,70.33
"2011-03-07",76,76.85,74.62,74.94,2005300,69.48
"2011-03-08",74.94,77.27,74.94,77.22,1670300,71.59
"2011-03-09",76.9,77.38,76.21,76.88,1088400,71.28
"2011-03-10",76.01,76.25,75.02,75.36,1251200,69.87
"2011-03-11",74.72,75.8,74.51,75.55,1178400,70.04
"2011-03-14",75.1,75.44,73.81,75,1357500,69.53
"2011-03-15",72.97,74.69,72.43,74.23,1414600,68.82
"2011-03-16",74.11,74.69,72.22,72.71,1644800,67.41
"2011-03-17",73.89,74.44,73.18,73.46,1230500,68.11
"2011-03-18",74.46,74.75,74.1,74.47,1916700,69.04
"2011-03-21",75.5,76.45,75.18,75.55,1083900,70.04
"2011-03-22",75.61,75.62,74.74,74.81,955300,69.36
"2011-03-23",74.63,75.73,74.27,75.37,911300,69.88
"2011-03-24",76.13,76.13,75.07,75.9,1111600,70.37
"2011-03-25",76.21,77.44,75.99,76.83,1502600,71.23
"2011-03-28",76.87,77.04,75.83,75.86,985400,70.33
"2011-03-29",75.88,76.77,75.18,76.77,921300,71.18
"2011-03-30",77.27,77.31,76.72,76.8,1357900,71.2
"2011-03-31",76.7,76.92,76.06,76.6,1163200,71.02
"2011-04-01",77.33,77.47,76.42,76.68,1204700,71.09
"2011-04-04",76.68,76.83,75.25,75.65,1376300,70.14
"2011-04-05",75.34,76.1,74.92,75.41,1278300,69.91
"2011-04-06",75.65,76.18,75.06,75.46,888800,69.96
"2011-04-07",75.42,75.95,75.01,75.59,968400,70.08
"2011-04-08",76.09,76.1,74.46,74.71,1463200,69.27
"2011-04-11",74.85,75.24,74.39,74.84,1070100,69.39
"2011-04-12",74.25,74.71,73.31,73.96,1614000,68.57
"2011-04-13",74.45,75.31,74.41,74.89,2178700,69.43
"2011-04-14",74.4,75.99,74.35,75.88,1411200,70.35
"2011-04-15",76.04,77.39,75.89,77.04,2115300,71.43
"2011-04-18",76.11,76.31,74.97,75.63,2030200,70.12
"2011-04-19",75.8,76.36,75.59,76,1613800,70.46
"2011-04-20",76.93,77.2,76.06,76.6,1612900,71.02
"2011-04-21",76.86,77.28,76.51,76.79,1041600,71.19
"2011-04-25",76.69,76.79,76,76.6,929500,71.02
"2011-04-26",76.76,78.19,76.54,77.29,2500000,71.66
"2011-04-27",75.8,75.97,73.43,75.32,5257700,69.83
"2011-04-28",75.39,75.81,74.35,74.55,2061300,69.12
"2011-04-29",74.53,74.79,72.06,72.65,3800000,67.36
"2011-05-02",73.11,73.14,72.4,72.64,1931400,67.35
"2011-05-03",72.57,72.84,71.12,71.62,2284300,66.4
"2011-05-04",71.81,72.8,71.36,72.28,2486600,67.01
"2011-05-05",71.9,74.7,71.75,74,4033200,68.61
"2011-05-06",74.84,75.62,73.29,73.59,2367400,68.23
"2011-05-09",73.5,74.34,73.02,73.83,2072500,68.45
"2011-05-10",73.94,75.81,73.94,75.62,1610300,70.11
"2011-05-11",75.64,75.69,74.37,75.06,1860800,69.59
"2011-05-12",74.9,75.27,74.14,74.8,1558500,69.35
"2011-05-13",74.98,75.02,73.64,74.06,1151700,68.66
"2011-05-16",73.58,74.77,73.43,73.63,1400200,68.26
"2011-05-17",73.47,73.78,72.59,73.31,1441100,67.97
"2011-05-18",73.55,75.41,73.33,75.36,1772800,69.87
"2011-05-19",75.63,76.39,75.23,75.84,1134100,70.31
"2011-05-20",75.72,75.79,75.06,75.37,1130400,69.88
"2011-05-23",74.32,74.32,73.03,73.41,1079600,68.06
"2011-05-24",73.54,73.67,71.55,71.67,2232100,66.45
"2011-05-25",72.11,72.34,71.03,72.11,1451300,66.86
"2011-05-26",71.96,74.13,71.67,73.97,1762900,68.58
"2011-05-27",73.87,74.43,73.03,73.37,1443200,68.4
"2011-05-31",74.02,74.48,73.26,73.88,2629000,68.88
"2011-06-01",73.74,73.81,70.25,70.45,2499200,65.68
"2011-06-02",70.77,71.55,70.39,70.8,1856100,66.01
"2011-06-03",69.81,69.81,68.34,68.93,2500000,64.26
"2011-06-06",68.76,69.25,68.34,68.6,1582900,63.96
"2011-06-07",68.94,70.15,68.13,69.65,2229800,64.93
"2011-06-08",69.28,69.55,68.41,68.48,1326500,63.84
"2011-06-09",68.47,69.28,68.12,68.86,1045200,64.2
"2011-06-10",68.63,68.73,66.94,67.14,1428500,62.59
"2011-06-13",66.72,67.89,66.53,66.72,1219400,62.2
"2011-06-14",67.27,68.85,67.21,68.69,1240500,64.04
"2011-06-15",67.91,68.5,67.68,67.73,1899800,63.14
"2011-06-16",67.45,68.64,66.91,68.22,1815200,63.6
"2011-06-17",68.87,69.33,68.15,68.29,1819200,63.67
"2011-06-20",67.87,68.93,67.21,68.83,1356500,64.17
"2011-06-21",69.33,70.19,69.25,69.94,1139700,65.2
"2011-06-22",69.95,70.04,69.37,69.63,1622900,64.92
"2011-06-23",68.71,71.07,68.52,71.06,2203300,66.25
"2011-06-24",70.94,71.12,69.1,69.28,1923900,64.59
"2011-06-27",70.94,71.01,69.29,69.5,2804100,64.79
"2011-06-28",69.72,70.05,69.47,69.59,1782900,64.88
"2011-06-29",69.98,70.29,69.31,70.25,1917800,65.49
"2011-06-30",70.54,72.08,70.47,72.05,1738700,67.17
"2011-07-01",72.17,74.53,71.8,73.67,1976100,68.68
"2011-07-05",73.67,74.19,73.21,73.9,1532000,68.9
"2011-07-06",73.72,74.2,73.12,74.06,1380200,69.05
"2011-07-07",74.9,75.67,74.9,75.33,1761500,70.23
"2011-07-08",74.34,74.57,73.83,74.49,1175200,69.45
"2011-07-11",73.73,73.77,72.09,72.44,1467000,67.54
"2011-07-12",72.23,72.38,71.03,71.15,2513600,66.33
"2011-07-13",71.33,71.8,70.35,71.1,1777400,66.29
"2011-07-14",71.27,71.3,68.83,68.99,2662100,64.32
"2011-07-15",69.28,69.74,68.25,69.69,1648900,64.97
"2011-07-18",69.52,70.03,67.94,68.61,1904800,63.96
"2011-07-19",68.93,69.96,67.61,67.94,3309900,63.34
"2011-07-20",68.5,69.44,67.95,69.28,1640600,64.59
"2011-07-21",69.77,70.16,68.92,69,1465500,64.33
"2011-07-22",69.03,70.11,68.6,70.1,2949200,65.35
"2011-07-25",69.24,70.67,68.67,68.9,1068100,64.24
"2011-07-26",68.65,68.92,67.63,67.78,1669300,63.19
"2011-07-27",67.27,67.52,65.23,65.28,2222100,60.86
"2011-07-28",65.43,66.97,64.76,64.85,1657500,60.46
"2011-07-29",64.05,66.18,63.91,65.77,3446200,61.32
"2011-08-01",66.56,66.6,64.55,65.43,1831200,61
"2011-08-02",64.87,65.48,63.36,63.37,2414200,59.08
"2011-08-03",63.5,65.03,61.93,64.69,3320600,60.31
"2011-08-04",63.68,64.34,62.1,62.12,3710000,57.91
"2011-08-05",63.07,63.33,60.04,61.59,2532900,57.42
"2011-08-08",60.1,61.07,56.09,56.09,3321900,52.29
"2011-08-09",57.09,59.93,55.8,59.79,3204600,55.74
"2011-08-10",57.71,58.57,56.35,56.5,2722700,52.67
"2011-08-11",57.14,60.69,56.76,59.89,1784800,55.84
"2011-08-12",60.42,61.56,59.99,61.26,1975600,57.11
"2011-08-15",61.86,63.04,61.76,62.85,1989400,58.59
"2011-08-16",61.88,62.71,60.13,61.02,2134600,56.89
"2011-08-17",61.57,61.99,60.54,60.72,2139800,56.61
"2011-08-18",58.74,59.15,56.33,56.75,1865200,52.91
"2011-08-19",56.01,58.4,55.87,56.12,1572800,52.32
"2011-08-22",57.45,57.65,55.81,55.99,1661200,52.2
"2011-08-23",56.34,58.81,55.83,58.77,1345000,54.79
"2011-08-24",58.57,59.78,58.07,59.65,1296600,55.61
"2011-08-25",59.89,60.25,57.89,58.17,1079000,54.23
"2011-08-26",57.71,60.14,56.75,59.85,1631100,55.8
"2011-08-29",60.76,62.17,60.6,62,1764400,57.8
"2011-08-30",61.37,62.54,60.86,62.06,1482600,57.86
"2011-08-31",62,63.18,61.5,61.98,1471400,58.17
"2011-09-01",61.78,62.59,60.3,60.36,1556400,56.65
"2011-09-02",58.93,59.44,57.99,58.12,1242200,54.55
"2011-09-06",56.18,57.71,56.02,57.58,1234300,54.04
"2011-09-07",58.48,59.25,58.33,59.06,2670500,55.43
"2011-09-08",58.42,58.79,56.61,57.2,3387500,53.68
"2011-09-09",56.67,57.31,54.71,54.91,2969300,51.53
"2011-09-12",54.78,54.93,52.73,54.02,2904600,50.7
"2011-09-13",54.02,55.25,53.96,54.94,1909600,51.56
"2011-09-14",55.21,57.67,53.94,56.88,2354500,53.38
"2011-09-15",57.49,57.63,56.35,57.02,1467300,53.51
"2011-09-16",57.4,57.66,56.46,56.73,1786000,53.24
"2011-09-19",55.6,55.91,54.59,55.32,1746700,51.92
"2011-09-20",55.68,55.74,53.92,53.95,1340700,50.63
"2011-09-21",53.99,54.26,50.85,50.91,2573300,47.78
"2011-09-22",49.12,49.81,47.7,47.83,3561500,44.89
"2011-09-23",47.78,50.63,47.27,50.53,3020400,47.42
"2011-09-26",51.16,51.92,49.9,51.8,2360100,48.61
"2011-09-27",52.94,54.87,52.61,53.21,3265400,49.94
"2011-09-28",53.21,53.46,51.34,51.45,1561100,48.29
"2011-09-29",52.44,52.81,50.5,51.64,2043600,48.46
"2011-09-30",50.59,50.6,48.82,49.1,2955500,46.08
"2011-10-03",48.61,50.29,48.23,48.25,2644000,45.28
"2011-10-04",47.61,52.26,47.07,52.24,2700000,49.03
"2011-10-05",52.27,54.09,52.05,53.72,2409500,50.42
"2011-10-06",53.59,55.28,52.86,55.23,1413300,51.83
"2011-10-07",55.49,55.6,53.21,53.53,1775600,50.24
"2011-10-10",54.89,56.07,54.83,56.04,984600,52.59
"2011-10-11",55.68,56.4,55.36,55.96,906000,52.52
"2011-10-12",56.62,58.48,56.23,57.95,1480100,54.39
"2011-10-13",57.61,57.87,55.91,56.99,962800,53.49
"2011-10-14",58.06,58.32,56.83,58.06,1305900,54.49
"2011-10-17",57.83,58.35,55.88,56.19,1642600,52.73
"2011-10-18",57.28,61.98,56.29,60.99,3800800,57.24
"2011-10-19",60.75,61.43,59.46,59.8,2233700,56.12
"2011-10-20",59.72,60.7,58.85,60.41,1803300,56.69
"2011-10-21",61.41,63.38,61.17,62.26,2426100,58.43
"2011-10-24",62.24,63.35,62.07,62.84,1775300,58.98
"2011-10-25",62.18,62.52,60.76,60.98,1439300,57.23
"2011-10-26",61.82,63.56,60.98,63.05,2041100,59.17
"2011-10-27",64.76,66.83,64.51,65.75,2525000,61.71
"2011-10-28",65.37,66.83,65.23,66.69,1569400,62.59
"2011-10-31",65.6,65.65,63.83,63.85,1905300,59.92
"2011-11-01",61.9,63.16,61.1,61.94,1879900,58.13
"2011-11-02",63.8,64.34,62.82,64.09,1608000,60.15
"2011-11-03",64.73,66.48,64.31,66.31,1725700,62.23
"2011-11-04",65.82,67.2,65.37,66.77,1375900,62.66
"2011-11-07",66.55,66.72,64.99,66.59,1364000,62.49
"2011-11-08",66.98,67.79,65.69,67.66,1316200,63.5
"2011-11-09",65.73,66.04,64.21,64.45,1716200,60.49
"2011-11-10",65.47,65.76,64.7,65.44,1648500,61.42
"2011-11-11",66.21,68.32,66.21,68.09,1110700,63.9
"2011-11-14",67.46,68.04,66.96,67.39,765800,63.25
"2011-11-15",67.14,68.25,66.26,67.84,1287200,63.67
"2011-11-16",67.22,68.02,65.27,65.36,1691700,61.34
"2011-11-17",65.39,66.25,63.88,64.52,2636000,60.55
"2011-11-18",65.09,65.18,63.26,63.66,1794700,59.74
"2011-11-21",62.43,62.8,60.91,62.13,2391100,58.31
"2011-11-22",62.08,63.37,61.57,62.88,1746300,59.01
"2011-11-23",62.1,62.16,60.22,60.25,1008200,56.54
"2011-11-25",60,61.09,60,60.23,369300,56.53
"2011-11-28",62.25,63.13,61.83,63.03,1163400,59.15
"2011-11-29",63.47,64.3,62.59,63.04,1185700,59.16
"2011-11-30",65.13,65.53,64.29,65.43,1996800,61.81
"2011-12-01",65.11,66.28,64.85,65.25,839400,61.64
"2011-12-02",66.02,66.33,64.8,65.03,936500,61.43
"2011-12-05",66.25,67.52,65.62,66.7,1235800,63.01
"2011-12-06",66.82,67.3,66,66.77,991000,63.07
"2011-12-07",66.08,66.79,65.56,66.08,1437200,62.42
"2011-12-08",65.62,65.79,63.78,63.98,1071700,60.44
"2011-12-09",64.19,65.08,63.23,64.81,1450100,61.22
"2011-12-12",64.25,64.97,63.62,64.84,1827500,61.25
"2011-12-13",65.69,65.83,64.57,64.97,2978700,61.37
"2011-12-14",64.65,64.86,62.96,63,2053400,59.51
"2011-12-15",63.66,64.07,62.56,62.99,1498000,59.5
"2011-12-16",63.45,64.38,62.79,63.1,2157400,59.61
"2011-12-19",63.54,64,62.25,62.51,972400,59.05
"2011-12-20",63.91,66.36,63.68,66.36,1560300,62.69
"2011-12-21",66.09,67.61,65.05,67.54,1830000,63.8
"2011-12-22",67.85,68.25,67.68,67.94,1521700,64.18
"2011-12-23",68.06,68.58,67.68,68.5,913800,64.71
"2011-12-27",68.34,69,68.01,68.02,956000,64.25
"2011-12-28",68.13,68.16,66.26,66.34,1309200,62.67
"2011-12-29",66.52,68.43,66.52,68.33,1510700,64.55
"2011-12-30",68.29,68.34,67.44,67.6,944100,63.86
"2012-01-03",69.03,70.98,68.93,70.24,2981500,66.35
"2012-01-04",70.24,70.9,69.65,70.51,1400600,66.61
"2012-01-05",69.98,70.96,68.69,70.78,1618800,66.86
"2012-01-06",70.97,71.18,69.85,70.45,1022700,66.55
"2012-01-09",70.46,71.03,70.3,70.76,934900,66.84
"2012-01-10",71.68,72.82,71.26,71.85,1869500,67.87
"2012-01-11",71.38,72.12,71.38,71.74,1237800,67.77
"2012-01-12",72.08,72.73,71.5,72.61,872800,68.59
"2012-01-13",72.49,72.75,71,71.6,1270600,67.64
"2012-01-17",72.66,72.69,71.15,71.21,1273700,67.27
"2012-01-18",71.11,73.29,70.39,72.88,1913000,68.85
"2012-01-19",73.05,73.05,70.96,71.18,2107700,67.24
"2012-01-20",70.65,71.23,70.31,71.11,1550200,67.17
"2012-01-23",70.98,71.82,70.52,70.8,1736800,66.88
"2012-01-24",70.3,70.51,69.61,69.89,1757100,66.02
"2012-01-25",69.76,72.4,69.63,72.34,2061100,68.34
"2012-01-26",72.04,72.58,70.83,72.55,4207500,68.53
"2012-01-27",72.19,72.52,71.09,71.84,1904200,67.86
"2012-01-30",71.17,71.77,70.41,70.72,2054700,66.81
"2012-01-31",71.08,71.32,70,70.18,1965100,66.29
"2012-02-01",71.37,72.22,70.61,71.5,3631000,67.54
"2012-02-02",71.63,71.65,71.08,71.43,1167000,67.48
"2012-02-03",72.35,73.96,72.04,73.8,1759100,69.71
"2012-02-06",73.32,74.66,73,74.1,1351600,70
"2012-02-07",73.69,74.93,73.62,74.36,1006900,70.24
"2012-02-08",74.53,75.38,74.38,74.4,1177200,70.28
"2012-02-09",74.35,75.51,73.55,75.4,1475900,71.23
"2012-02-10",74.21,75.18,73.99,75.08,1286500,70.92
"2012-02-13",75.5,75.72,74.28,75.39,1513500,71.22
"2012-02-14",75.08,75.75,74.64,75.7,972100,71.51
"2012-02-15",75.9,76,74.13,74.64,1610000,70.51
"2012-02-16",74.93,75.15,74.17,74.76,973900,70.62
"2012-02-17",75.16,75.95,75.05,75.36,1163500,71.19
"2012-02-21",75.5,76.27,75.04,75.39,1107800,71.22
"2012-02-22",75.35,75.4,74.11,74.24,1033600,70.13
"2012-02-23",74.3,75.41,74,75.35,1268600,71.18
"2012-02-24",75.36,75.48,74.5,74.85,2435300,70.71
"2012-02-27",74.12,75.59,73.57,75.22,1061200,71.06
"2012-02-28",75.57,76.63,75.22,76.13,1352100,71.92
"2012-02-29",76.23,77.4,76.04,76.8,1969700,72.55
"2012-03-01",76.99,77.47,76.36,76.79,1876300,72.54
"2012-03-02",76.77,76.89,75.77,76.08,1126700,71.87
"2012-03-05",75.7,75.82,74.91,75.59,1170400,71.79
"2012-03-06",74.67,74.9,73.52,73.68,3076200,69.98
"2012-03-07",73.42,75.84,73.42,75.66,4235900,71.86
"2012-03-08",76.31,76.71,75.95,76.27,1702400,72.44
"2012-03-09",76.4,77.7,76.05,77.63,2460200,73.73
"2012-03-12",77.9,77.9,76.87,77.65,1598100,73.75
"2012-03-13",78.04,80.9,77.98,80.74,3536800,76.68
"2012-03-14",80.78,81.64,80.55,80.72,2193000,76.66
"2012-03-15",80.72,81.59,80.5,81.34,1371500,77.25
"2012-03-16",81.9,81.9,79.97,80.21,2321600,76.18
"2012-03-19",80.12,80.36,79.44,80.17,1556600,76.14
"2012-03-20",79.44,79.61,78.48,79.21,1552000,75.23
"2012-03-21",79.59,80.03,78.8,79.13,1278800,75.15
"2012-03-22",78.29,78.5,76.86,77.85,1663700,73.94
"2012-03-23",77.72,78.5,76.42,78.2,1446600,74.27
"2012-03-26",79,79.47,78.36,79.18,1234000,75.2
"2012-03-27",79.52,79.88,78.84,78.89,1347700,74.93
"2012-03-28",78.85,79.06,77.11,78.13,1663400,74.2
"2012-03-29",77.58,77.97,76.71,77.86,1569000,73.95
"2012-03-30",78.5,78.67,76.84,76.96,3292400,73.09
"2012-04-02",76.56,78.72,76.22,78.1,1521000,74.18
"2012-04-03",77.72,78.13,77.4,78.11,2304700,74.19
"2012-04-04",77.14,77.43,76.62,77.26,1150300,73.38
"2012-04-05",77.03,77.91,76.83,77.67,1726200,73.77
"2012-04-09",76.07,77.22,76.04,76.46,1630600,72.62
"2012-04-10",76.11,76.5,74.67,74.87,2014200,71.11
"2012-04-11",75.9,76.55,75.12,76.03,1771200,72.21
"2012-04-12",76.12,77.88,75.94,77.65,1298100,73.75
"2012-04-13",77.38,77.48,76.41,76.66,1054700,72.81
"2012-04-16",77.29,77.74,76.37,77.36,2296400,73.47
"2012-04-17",78.1,79.24,77.68,79.02,1719700,75.05
"2012-04-18",78.42,79.01,78.23,78.49,2314100,74.55
"2012-04-19",73.96,76.24,71.42,72.91,11283000,69.25
"2012-04-20",73.2,73.73,73.06,73.41,3309700,69.72
"2012-04-23",72.79,73.04,72.1,72.48,2660200,68.84
"2012-04-24",72.8,73.26,72.46,72.65,1991600,69
"2012-04-25",73.64,73.85,72.6,72.96,1967500,69.29
"2012-04-26",72.88,74.4,72.78,74.04,1884800,70.32
"2012-04-27",74.41,74.77,73.51,74.44,1734100,70.7
"2012-04-30",74.03,74.26,72.96,73.16,1313100,69.48
"2012-05-01",73.02,74.5,72.55,73.69,1721800,69.99
"2012-05-02",73.36,74.54,72.9,74.11,1535500,70.39
"2012-05-03",74,74.16,72.74,73.29,1408100,69.61
"2012-05-04",72.91,73.22,71.71,72.22,1549600,68.59
"2012-05-07",71.77,72.79,71.6,72.58,1732500,68.93
"2012-05-08",71.89,72.31,70.76,72.05,2241000,68.43
"2012-05-09",70.92,72.31,70.3,71.24,1866800,67.66
"2012-05-10",71.95,72.26,70.81,70.9,1475000,67.34
"2012-05-11",70.35,71.97,70.29,70.77,2415300,67.21
"2012-05-14",69.84,70.54,69.14,69.53,2020900,66.04
