"","LMT.Open","LMT.High","LMT.Low","LMT.Close","LMT.Volume","LMT.Adjusted"
"2013-12-23",144.95,146,144.74,145.06,1806100,143.86
"2013-12-24",145.17,146.28,145,146.14,726700,144.93
"2013-12-26",146.34,149.21,146.18,148.84,1498600,147.61
"2013-12-27",149.26,149.99,147.52,148.13,711400,146.91
"2013-12-30",148.04,148.77,146.01,146.98,835600,145.76
"2013-12-31",147.31,148.86,147.31,148.66,693000,147.43
"2014-01-02",147.05,147.79,145.84,146.07,1115900,144.86
"2014-01-03",146.5,147.33,146.48,147.06,843400,145.84
"2014-01-06",147.3,148.09,146.1,146.28,1134800,145.07
"2014-01-07",149,149.3,147.5,148.61,1684100,147.38
"2014-01-08",148.39,149.1,147.71,148.5,1222700,147.27
"2014-01-09",149,150.43,148.54,148.73,1646600,147.5
"2014-01-10",148.99,149.69,147.55,149.45,1245800,148.21
"2014-01-13",153.7,154.35,150.51,150.92,3449000,149.67
"2014-01-14",151.13,151.93,149.19,151.42,2575800,150.17
"2014-01-15",151.42,154.34,151.1,153.5,2294200,152.23
"2014-01-16",153,153.52,152.62,153.49,1378700,152.22
"2014-01-17",153.73,153.99,153.01,153.82,2016300,152.55
"2014-01-21",154,156.54,153.79,154.1,2274600,152.83
"2014-01-22",155,157.05,154.26,156.65,2646600,155.35
"2014-01-23",157.11,158.43,150.3,150.49,3944100,149.25
"2014-01-24",151.33,151.33,146.68,147.76,3496200,146.54
"2014-01-27",148.12,149.09,145.12,147.02,2851400,145.8
"2014-01-28",147.01,148.82,146.8,148.28,2676000,147.05
"2014-01-29",147.14,148.24,146.5,147.35,2501000,146.13
"2014-01-30",148.59,150.29,147.67,148.66,1931600,147.43
"2014-01-31",147.07,151.99,145.94,150.91,2618200,149.66
"2014-02-03",150.54,152,147.42,147.74,2307200,146.52
"2014-02-04",147.79,148.97,144.69,148.18,2205000,146.95
"2014-02-05",147.74,151.97,147.43,150.39,2728100,149.15
"2014-02-06",149.73,152.64,149.5,151.74,2073800,150.49
"2014-02-07",151.9,155.7,151.06,155.13,2072700,153.85
"2014-02-10",154.75,155.41,153.51,153.98,2375000,152.71
"2014-02-11",154.57,158.32,154.18,157.56,2242200,156.26
"2014-02-12",158.71,159.45,157.97,158.92,1851100,157.61
"2014-02-13",157.66,160.76,156.54,159.8,2461600,158.48
"2014-02-14",159.8,163.24,159.31,162.89,2556400,161.54
"2014-02-18",161.53,163.95,161.53,162.7,1985200,161.35
"2014-02-19",162.6,164.71,162.01,162.65,1762400,161.3
"2014-02-20",163,165.89,162.92,164.27,2112600,162.91
"2014-02-21",165,165.44,163.37,164.33,2377600,162.97
"2014-02-24",165.62,168.41,164.8,166.14,2534300,164.77
"2014-02-25",166.58,167.43,163.1,163.61,2278400,162.26
"2014-02-26",163.3,164.41,160.81,160.83,2691000,159.5
"2014-02-27",160.4,161.67,159.51,161.44,3075100,161.44
"2014-02-28",161.15,163.31,161.15,162.3,2232700,162.3
"2014-03-03",160.82,164.21,160.52,163.55,1709000,163.55
"2014-03-04",164.29,166.17,164.29,165.64,1748200,165.64
"2014-03-05",166.23,167.43,165.5,166.82,1889200,166.82
"2014-03-06",166.85,167.48,166.4,166.84,1378300,166.84
"2014-03-07",167.5,167.87,165.97,166.57,1403500,166.57
"2014-03-10",165.69,166.7,165.11,165.48,1377100,165.48
"2014-03-11",165.37,165.7,163.72,163.8,1738200,163.8
"2014-03-12",163.47,164,162,163.86,1503100,163.86
"2014-03-13",164.53,165.11,162.32,162.83,1403400,162.83
"2014-03-14",162.54,164.6,162.15,162.42,1386100,162.42
"2014-03-17",163.44,164.65,163.08,164.07,1466300,164.07
