"","V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted"
"2013-06-11",180.55,181.95,179.56,179.66,1964100,178.65
"2013-06-12",180.64,180.64,178.71,179.15,2498700,178.14
"2013-06-13",179.15,182.76,178.71,182.25,2440100,181.22
"2013-06-14",182.05,182.48,180.11,180.93,1856800,179.91
"2013-06-17",182.32,183.72,181.5,182.35,3694800,181.32
"2013-06-18",181.72,185.23,181.72,184.01,1894800,182.97
"2013-06-19",184.25,185.13,182.53,182.63,3055200,181.6
"2013-06-20",181.53,182.48,178.46,178.46,3883500,177.45
"2013-06-21",180,181.5,178.8,179.5,4480800,178.49
"2013-06-24",178.11,179.48,175.68,178.27,3881900,177.26
"2013-06-25",179.8,181.38,178.5,180.47,3180400,179.45
"2013-06-26",181.89,183.14,180.48,182.65,2598200,181.62
"2013-06-27",183.44,185,182.5,184.26,2775600,183.22
"2013-06-28",184.26,184.72,182.22,182.75,3164100,181.72
"2013-07-01",183.9,187.46,183.63,185.22,2904000,184.17
"2013-07-02",185.08,187.04,184.26,185.24,2187300,184.19
"2013-07-03",184.18,187.44,183.93,187.04,1133300,185.98
"2013-07-05",188.87,190.86,187.5,190.79,2123900,189.71
"2013-07-08",191.6,192.77,188.06,188.1,4897000,187.04
"2013-07-09",188.95,189.53,186.6,187.2,5832600,186.14
"2013-07-10",187.35,187.81,185.81,186.7,3880800,185.65
"2013-07-11",189.34,190.06,187.52,189.96,3558800,188.89
"2013-07-12",189.9,190.73,189.15,190.72,1945700,189.64
"2013-07-15",191.5,191.83,189.8,190.25,3632300,189.18
"2013-07-16",190.19,190.73,188.7,189.38,1878800,188.31
"2013-07-17",188.44,189.95,188.14,189.64,2779500,188.57
"2013-07-18",190.21,191.4,189.95,191.01,1484600,189.93
"2013-07-19",191.08,191.99,189.4,189.92,2262100,188.85
"2013-07-22",190.21,191.31,189.25,191.22,1982600,190.14
"2013-07-23",190.73,191.47,188.54,188.58,2927700,187.52
"2013-07-24",189.79,189.85,185.66,186.75,3498400,185.7
"2013-07-25",191,196,191,194.61,5480800,193.51
"2013-07-26",194,194.6,191.83,193.2,2177300,192.11
"2013-07-29",192.86,193.49,191.25,191.97,1444100,190.89
"2013-07-30",192.7,193.2,191.15,191.44,3477800,190.36
"2013-07-31",193.75,194.9,170.99,177.01,22518400,176.01
"2013-08-01",181.76,181.76,173.28,179.17,18571800,178.16
"2013-08-02",181.62,184.09,180.84,184,5424600,182.96
"2013-08-05",184,185.14,182.8,184.54,2869900,183.5
"2013-08-06",184.21,184.31,180.85,182.89,4996700,181.86
"2013-08-07",181.41,182,179.9,181.39,3889100,180.37
"2013-08-08",182.41,182.56,179.93,180.78,2406700,179.76
"2013-08-09",180.8,181.35,179.56,179.81,2507100,178.79
"2013-08-12",179.4,179.98,178.4,179.76,3405600,178.74
"2013-08-13",180.5,180.64,178.68,179.23,2851800,178.22
"2013-08-14",179.51,181.49,178.35,178.35,3834700,177.67
"2013-08-15",177.45,177.49,173.45,173.93,4322100,173.27
"2013-08-16",173.72,174.73,172.36,173.13,3153100,172.47
"2013-08-19",172.33,176.89,172.21,174.98,2995500,174.31
"2013-08-20",174.61,175.27,172.9,173.22,3533800,172.56
"2013-08-21",173.26,181.5,172.52,178.39,7732700,177.71
"2013-08-22",179.64,181.43,177.02,178.92,2646600,178.24
"2013-08-23",180.4,180.59,177.62,179.1,2451800,178.42
"2013-08-26",179.46,179.46,174.97,175,3447300,174.33
"2013-08-27",172.98,175.08,172.57,174.17,3190600,173.51
"2013-08-28",173.37,175.79,173.37,175.21,3918000,174.54
"2013-08-29",175.11,177.28,174.79,175.37,2351200,174.7
"2013-08-30",175.41,175.5,173.81,174.42,2471600,173.75
"2013-09-03",176.03,178.4,175.25,177.02,3137600,176.35
"2013-09-04",176.9,177.88,175.25,176.19,2438300,175.52
"2013-09-05",176.13,176.7,175.23,176.21,1851700,175.54
"2013-09-06",176.32,177.89,175.05,176.67,1674300,176
"2013-09-09",177.28,178.65,177.28,178.55,2700400,177.87
"2013-09-10",182.41,184.65,181.33,184.59,4876800,183.89
"2013-09-11",185,186.53,182.91,186.31,2751500,185.6
"2013-09-12",186.43,187.81,185.06,185.06,3553000,184.35
"2013-09-13",185.49,189.3,185.2,189,4100900,188.28
"2013-09-16",190.96,191.08,188.88,189.38,2845200,188.66
"2013-09-17",189.32,191.9,188.56,191.6,2600200,190.87
"2013-09-18",190.42,194,190.17,193.65,2618700,192.91
"2013-09-19",194.53,198,194.01,194.71,3741600,193.97
"2013-09-20",195.3,198.83,193.87,198.83,14426800,198.07
"2013-09-23",197.96,200.86,196,196.24,4887900,195.49
"2013-09-24",196.24,196.8,192.62,193.34,3824100,192.6
"2013-09-25",193.27,194,190.68,191.56,2648700,190.83
"2013-09-26",192.45,194.5,191.66,193.56,2331600,192.82
"2013-09-27",191.99,193.71,191.81,193.05,1814600,192.31
"2013-09-30",190.8,191.96,190.25,191.1,2390400,190.37
"2013-10-01",191.29,193.61,190.07,193.22,2346200,192.48
"2013-10-02",191.9,193,191,191.82,2178100,191.09
"2013-10-03",191.99,192.11,187.74,188.65,4911500,187.93
"2013-10-04",188.64,191.15,188.01,190.48,2341400,189.75
"2013-10-07",187.95,187.95,186.32,186.33,2946300,185.62
"2013-10-08",186.24,188.38,182.51,182.53,4009900,181.83
"2013-10-09",183.4,184.7,180.11,183.85,3362000,183.15
"2013-10-10",185.94,189.12,185.55,189.03,2716400,188.31
"2013-10-11",188.8,192.2,187.5,192.2,2978800,191.47
"2013-10-14",190.37,193.79,190.02,193.44,2230600,192.7
"2013-10-15",193.03,194.42,191.37,191.37,2641900,190.64
"2013-10-16",192.42,195.81,191.84,195.63,2595700,194.88
"2013-10-17",195.67,198.75,195.47,198.28,3151300,197.52
"2013-10-18",198.72,200.99,196.95,200.45,3596800,199.69
"2013-10-21",201.05,201.68,199.26,200.04,2881500,199.28
"2013-10-22",200.05,202.68,199.51,199.98,3050700,199.22
"2013-10-23",198.68,199.11,197.18,198.89,1869100,198.13
"2013-10-24",199.87,203.38,199.61,202.91,2221400,202.14
"2013-10-25",203.74,203.9,201.52,203.06,2753600,202.29
"2013-10-28",203.57,204.5,202.45,203.08,1713600,202.31
"2013-10-29",203.48,205.25,203.48,204.24,2149900,203.46
"2013-10-30",204.86,204.9,201.64,203.82,2986600,203.04
"2013-10-31",197.05,198.9,194.26,196.67,6008800,195.92
"2013-11-01",198.95,200.97,198.52,199.16,3308400,198.4
"2013-11-04",199.68,200,196.19,196.42,2772300,195.67
"2013-11-05",195.38,197.97,195,197.37,2764500,196.62
"2013-11-06",198.74,200.19,197.39,199.02,2219700,198.26
"2013-11-07",199.97,200.36,196.1,196.1,2708100,195.35
"2013-11-08",195.77,198.46,195.77,198.29,2865600,197.53
"2013-11-11",198.64,199.7,198.22,199.27,2096300,198.51
"2013-11-12",198.81,199.18,196.85,198.27,2254100,197.51
"2013-11-13",196.65,199.78,196.5,199.78,2045400,199.42
"2013-11-14",199.93,200.23,198.77,200.15,2727400,199.79
"2013-11-15",199.76,202.54,199.74,202,3097900,201.64
"2013-11-18",202,202.71,199.27,199.9,4095200,199.54
"2013-11-19",200.35,200.4,196.82,197.39,3615700,197.03
"2013-11-20",197.78,200.2,197.67,198.12,2549300,197.76
"2013-11-21",199.28,202,197.45,201.61,3194100,201.25
"2013-11-22",201.7,202.34,199.84,202.12,2037700,201.76
"2013-11-25",202.52,202.65,201.31,201.93,1685500,201.57
"2013-11-26",202.66,203.6,201.62,203.52,2811500,203.15
"2013-11-27",203.5,204.83,203.03,203.99,1484900,203.62
"2013-11-29",204.51,205.07,203.46,203.46,1034800,203.09
"2013-12-02",204.1,206.49,204.1,205.13,2190500,204.76
"2013-12-03",199.93,202.6,199.93,201.75,4258200,201.39
"2013-12-04",201.78,203.33,201.08,202.74,2934800,202.38
"2013-12-05",202.19,202.94,201.52,201.71,3315000,201.35
"2013-12-06",203.7,203.84,201,201.87,2276700,201.51
"2013-12-09",201.78,202.7,201.36,201.59,3166800,201.23
"2013-12-10",200.91,201.69,199.43,199.43,3911800,199.07
"2013-12-11",201,207.91,201,205.66,10082000,205.29
"2013-12-12",204.97,205.65,202.5,203.44,2867300,203.07
"2013-12-13",204.51,208,203.92,207.36,4418600,206.99
"2013-12-16",208.04,210.57,207.29,207.75,3694900,207.38
"2013-12-17",208.62,213.81,207.84,213.25,5161800,212.87
"2013-12-18",213.1,215.48,210,215.35,4035500,214.96
"2013-12-19",214.93,217.87,214.54,216.08,3348700,215.69
"2013-12-20",216.72,218.2,215.9,215.97,5815900,215.58
"2013-12-23",216.99,218.83,216.55,218.03,1998700,217.64
"2013-12-24",218.47,219.59,217.02,218.73,1301900,218.34
"2013-12-26",218.99,220.25,218.99,220.2,1224700,219.8
"2013-12-27",221,221.4,219.15,219.67,1310500,219.27
"2013-12-30",220.59,221.62,219.7,220.91,1485000,220.51
"2013-12-31",221.52,222.72,221.03,222.68,1612100,222.28
"2014-01-02",221.54,222.03,219.5,221.01,2663500,220.61
"2014-01-03",221.75,222.49,220.23,221.16,1952400,220.76
"2014-01-06",221.18,222.31,219.59,219.83,2144400,219.43
"2014-01-07",220.75,222.11,220.46,221.51,2044500,221.11
"2014-01-08",221.42,223,220.64,222.22,2121800,221.82
"2014-01-09",223.55,224.52,221.66,221.91,2096600,221.51
"2014-01-10",221.84,222.74,220.01,221.13,1607400,220.73
"2014-01-13",222.02,224.19,218.61,218.9,3388600,218.51
"2014-01-14",218.74,222.65,218.33,222.65,2712900,222.25
"2014-01-15",222.85,224.9,221.83,223.76,2822000,223.36
"2014-01-16",223.19,223.76,221.29,221.77,3378500,221.37
"2014-01-17",222.05,232.26,222.04,232.18,9586100,231.76
"2014-01-21",234.39,235.5,230.82,231.93,4938100,231.51
"2014-01-22",232.4,233.82,231.68,232.99,1813600,232.57
"2014-01-23",231.66,232.33,227.66,228.25,3415600,227.84
"2014-01-24",226.4,226.96,221.25,221.25,4010800,220.85
"2014-01-27",222.07,222.07,215.12,216.22,4867700,215.83
"2014-01-28",217.62,222.36,217.4,220.96,4463100,220.56
"2014-01-29",219.1,220.74,216.5,217.12,4200000,216.73
"2014-01-30",225.75,226,216.31,220.88,5010100,220.48
"2014-01-31",216.13,218.9,215.11,215.43,6114300,215.04
"2014-02-03",216.51,217.84,212.07,213.47,5415600,213.09
"2014-02-04",214.16,215.88,211.38,214.54,3728400,214.15
"2014-02-05",213.24,216.74,213.12,215.61,3380200,215.22
"2014-02-06",216.08,219.01,215.78,219.01,3180400,218.62
"2014-02-07",220.19,222,218.46,221.78,3134300,221.38
"2014-02-10",221.89,222.13,219.99,220.55,2579200,220.15
"2014-02-11",221.13,222.89,220.05,222.33,2452400,221.93
"2014-02-12",223.44,224.9,222.89,224.17,3662700,224.17
"2014-02-13",222.85,224.75,222.46,224.05,3289700,224.05
"2014-02-14",224.27,226.24,223.51,226,3170500,226
"2014-02-18",226.48,228.48,225.62,226.06,3356800,226.06
"2014-02-19",225.87,227.79,223.68,223.88,2330500,223.88
"2014-02-20",224.16,224.97,222.59,223.46,2202500,223.46
"2014-02-21",223.73,224.67,222.98,223.36,2284000,223.36
"2014-02-24",223.73,227.43,223.47,226.19,2704300,226.19
"2014-02-25",226.19,228.43,225.49,227.11,2834900,227.11
"2014-02-26",227.23,227.9,225.26,226.11,2603400,226.11
"2014-02-27",226.19,227.8,225.6,226.28,2024400,226.28
"2014-02-28",226.47,227.99,220.7,225.94,3501000,225.94
"2014-03-03",223.24,224.04,219.59,221.44,4105700,221.44
"2014-03-04",225.15,225.97,222.58,225.5,3721200,225.5
"2014-03-05",225.62,225.8,222.3,222.81,2832100,222.81
"2014-03-06",223.76,226.07,223.32,223.86,2280100,223.86
"2014-03-07",224.95,225.73,223.54,225.56,2242800,225.56
"2014-03-10",225.51,226.37,224.72,225.5,1837600,225.5
"2014-03-11",225.95,228.39,224.63,227.18,2765700,227.18
"2014-03-12",226.12,227.68,225.29,226.1,2348700,226.1
"2014-03-13",226.66,227.49,220.43,220.78,2995600,220.78
"2014-03-14",220.62,221.92,218.56,220.77,3423000,220.77
"2014-03-17",221.99,223.88,221.38,223.78,2200000,223.78
