"","UPS.Open","UPS.High","UPS.Low","UPS.Close","UPS.Volume","UPS.Adjusted"
"2013-12-18",102.13,103.04,101.24,102.98,4224900,102.26
"2013-12-19",102.73,103.24,102.4,103.18,2508600,102.45
"2013-12-20",103.23,104.56,103,103.33,8363500,102.6
"2013-12-23",103.8,104.07,103.45,103.96,2155500,103.23
"2013-12-24",104.13,104.5,103.92,104.46,904500,103.72
"2013-12-26",104.35,104.9,104.04,104.67,2108300,103.93
"2013-12-27",105,105.09,104.58,104.72,3433500,103.98
"2013-12-30",104.95,105.06,104.59,104.92,1479800,104.18
"2013-12-31",104.94,105.37,104.67,105.08,1778400,104.34
"2014-01-02",104.63,104.91,102.82,103.32,2799700,102.59
"2014-01-03",103.48,103.94,103.05,103.09,3719600,102.36
"2014-01-06",103.53,103.67,101.23,101.75,3884800,101.03
"2014-01-07",101.84,102.89,101.8,102.08,3385700,101.36
"2014-01-08",102.12,102.28,101.41,102,3024400,101.28
"2014-01-09",102.27,102.54,101.53,102.12,2352000,101.4
"2014-01-10",102.27,102.64,101.33,102.52,3499500,101.8
"2014-01-13",101.64,102.53,100.03,100.23,3510100,99.52
"2014-01-14",100.36,100.99,99.63,100.93,3620300,100.22
"2014-01-15",101.22,101.44,100.71,101.05,2027700,100.34
"2014-01-16",100.78,101.07,100.1,100.49,2603900,99.78
"2014-01-17",97.51,100.31,97,99.91,10135500,99.21
"2014-01-21",100.46,100.59,97.54,98.57,5783200,97.88
"2014-01-22",99.26,99.36,98.5,98.99,3234100,98.29
"2014-01-23",98.39,98.54,97.61,97.94,4255100,97.25
"2014-01-24",97.58,97.69,96.28,96.33,5251600,95.65
"2014-01-27",96.14,96.62,95.01,95.17,4973700,94.5
"2014-01-28",95.31,95.81,95.17,95.81,3881700,95.14
"2014-01-29",95.52,96,94.95,95.33,4554500,94.66
"2014-01-30",96.72,97,95.65,95.78,4010000,95.11
"2014-01-31",94.47,95.97,94.02,95.23,4082600,94.56
"2014-02-03",95.1,95.92,93.52,93.62,5448600,92.96
"2014-02-04",94.14,94.23,93.19,93.89,3537300,93.23
"2014-02-05",93.85,94.33,93.5,93.76,4591300,93.1
"2014-02-06",94.15,94.93,94.01,94.74,4195600,94.07
"2014-02-07",95.3,95.6,94.57,95.37,2889700,94.7
"2014-02-10",95.25,95.46,94.46,94.73,4233800,94.06
"2014-02-11",94.71,96.47,94.71,96.16,3264600,95.48
"2014-02-12",96.15,96.76,95.87,96.03,2471300,95.35
"2014-02-13",95.69,96.74,95.44,96.56,2376400,95.88
"2014-02-14",96.45,97.37,96.29,97.24,3304300,96.56
"2014-02-18",97.15,97.91,96.18,96.49,3037500,95.81
"2014-02-19",96.03,96.37,95.03,95.18,4445200,94.51
"2014-02-20",94.85,96.24,94.12,95.67,4908700,95.67
"2014-02-21",95.95,96.73,95.79,96.11,3422600,96.11
"2014-02-24",96.21,97,95.92,95.95,2762600,95.95
"2014-02-25",95.99,96.19,95.25,95.45,3291400,95.45
"2014-02-26",95.5,95.85,94.91,95.2,2915700,95.2
"2014-02-27",95.07,95.64,94.9,95.55,2681600,95.55
"2014-02-28",95.42,96.34,95.05,95.77,4097100,95.77
"2014-03-03",95.26,95.8,94.81,95.78,3013500,95.78
"2014-03-04",96.45,97.2,96.43,96.98,3310100,96.98
"2014-03-05",97,97.38,96.8,97.08,2444900,97.08
"2014-03-06",97.37,97.99,97.16,97.86,3229100,97.86
"2014-03-07",98.26,98.8,98,98.22,2741400,98.22
"2014-03-10",98.2,98.75,98,98.74,2630100,98.74
"2014-03-11",99,99.07,98.12,98.31,2583500,98.31
"2014-03-12",98,98.59,97.49,98.52,2625300,98.52
"2014-03-13",98.82,98.93,96.58,97.1,4769500,97.1
"2014-03-14",97.08,97.23,96.08,96.27,4129300,96.27
"2014-03-17",96.8,97.35,96.75,96.99,2130500,96.99
