"","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"2013-12-18",69.45,69.6,68.23,69.4,7959500,68.67
"2013-12-19",68.91,69.38,68.72,69.08,6962200,68.35
"2013-12-20",69.11,70.49,69.05,69.88,8311700,69.14
"2013-12-23",70.08,70.75,69.45,69.56,4177400,68.82
"2013-12-24",69.63,69.98,69.31,69.93,1625000,69.19
"2013-12-26",70,70.44,69.93,70.19,2413200,69.45
"2013-12-27",70.07,70.59,70.06,70.39,1965600,69.65
"2013-12-30",70.47,70.64,69.87,69.91,3035400,69.17
"2013-12-31",69.95,70.74,69.75,70.65,3281300,69.9
"2014-01-02",70.27,70.92,69.53,69.78,4351800,69.04
"2014-01-03",70.08,70.35,69.83,69.96,3095000,69.22
"2014-01-06",70.34,70.81,70.02,70.26,4418300,69.52
"2014-01-07",70.25,70.49,69.96,70.37,3659500,69.63
"2014-01-08",70.48,70.48,69.52,69.69,6405300,68.95
"2014-01-09",69.81,69.93,69.13,69.46,4078900,68.73
"2014-01-10",69.62,69.78,68.79,68.87,4799400,68.14
"2014-01-13",68.68,68.75,67.48,67.74,7244000,67.02
"2014-01-14",67.83,68.38,67.66,68.32,4783800,67.6
"2014-01-15",68.37,68.7,67.81,68.08,4573700,67.36
"2014-01-16",68.05,68.07,67.09,67.83,5356700,67.11
"2014-01-17",68.02,68.29,67.5,67.51,4852000,66.8
"2014-01-21",68.08,68.27,67.71,68.26,4711800,67.54
"2014-01-22",68.49,68.79,68.05,68.37,4100700,67.65
"2014-01-23",68.05,68.59,67.6,67.85,4333500,67.13
"2014-01-24",67.77,67.77,66.4,66.57,6016100,65.87
"2014-01-27",66.28,66.6,65.64,65.86,5381000,65.16
"2014-01-28",65.95,66.28,65.73,66.21,4338000,65.51
"2014-01-29",66.17,66.21,65.34,65.82,5671600,65.12
"2014-01-30",66.6,66.65,65.32,65.75,5527800,65.05
"2014-01-31",65.05,65.48,64.35,64.95,10717600,64.26
"2014-02-03",65.1,65.39,63.77,63.86,7768000,63.18
"2014-02-04",64.02,64.08,63.45,63.71,6543700,63.04
"2014-02-05",63.68,63.81,62.74,63.46,6528300,62.79
"2014-02-06",63.68,64.4,63.46,64.3,5546800,63.62
"2014-02-07",64.79,65,64.16,64.97,5337100,64.28
"2014-02-10",64.96,64.96,64.13,64.58,5854800,63.9
"2014-02-11",64.65,65.7,64.6,65.57,5754200,64.88
"2014-02-12",66.63,66.79,65.09,65.22,6962800,64.53
"2014-02-13",64.44,65.11,64.23,64.71,5844700,64.71
"2014-02-14",64.66,65.65,64.5,65.53,4596800,65.53
"2014-02-18",65.57,65.73,65.2,65.37,4877100,65.37
"2014-02-19",65.26,66,64.99,65,6144900,65
"2014-02-20",64.98,65.2,64.87,64.92,6111800,64.92
"2014-02-21",64.99,65.03,64.63,64.68,6576200,64.68
"2014-02-24",65,66.79,64.98,66.42,8054500,66.42
"2014-02-25",66.3,66.85,66.14,66.52,5871500,66.52
"2014-02-26",66.63,66.8,65.83,66.13,5159400,66.13
"2014-02-27",66,66.25,65.33,66.25,4988900,66.25
"2014-02-28",66.29,66.88,65.62,66.5,6263300,66.5
"2014-03-03",66.36,67.2,65.98,66.31,6218300,66.31
"2014-03-04",66.8,66.89,66.35,66.5,4906600,66.5
"2014-03-05",66.58,67,66.25,66.3,4671500,66.3
"2014-03-06",66.6,66.67,66.3,66.39,3996600,66.39
"2014-03-07",66.64,67,66.31,66.51,4938700,66.51
"2014-03-10",66.4,66.94,66.1,66.89,3711400,66.89
"2014-03-11",67,67.39,66.28,66.53,4415600,66.53
"2014-03-12",66.17,66.75,66.01,66.54,4135300,66.54
"2014-03-13",66.78,66.84,66.09,66.32,4531400,66.32
"2014-03-14",66.09,66.71,66.04,66.6,4648300,66.6
"2014-03-17",66.74,67.29,66.65,67.29,4663900,67.29
