"","BDX.Open","BDX.High","BDX.Low","BDX.Close","BDX.Volume","BDX.Adjusted"
"2014-01-16",111.69,112.39,111.54,111.99,665100,111.47
"2014-01-17",111.42,112.05,111.13,111.31,960500,110.79
"2014-01-21",112.19,112.52,111.09,111.45,813200,110.93
"2014-01-22",111.88,112.11,111.08,111.56,611500,111.04
"2014-01-23",111.39,111.39,109.94,110.4,771700,109.88
"2014-01-24",108.85,110.02,107.74,107.75,1070300,107.24
"2014-01-27",108.25,108.34,106.65,106.9,989800,106.4
"2014-01-28",107.02,108.35,106.91,108.21,709200,107.7
"2014-01-29",107.49,108.47,107.23,107.74,869500,107.24
"2014-01-30",108.37,108.66,107.64,107.98,1070600,107.47
"2014-01-31",106.89,108.5,106.33,108.12,1475000,107.61
"2014-02-03",108.32,108.46,105.21,105.4,1911500,104.91
"2014-02-04",107.29,108.35,105.57,106.01,1426400,105.51
"2014-02-05",106.25,107.57,105.89,107.25,1416900,106.75
"2014-02-06",107.33,107.75,106.86,107.17,1081000,106.67
"2014-02-07",107.59,110.16,107.5,110.12,1267800,109.6
"2014-02-10",109.81,111.09,109.58,110.94,1393900,110.42
"2014-02-11",110.51,113,110.48,112.99,1396800,112.46
"2014-02-12",112.84,113.37,112.48,113.31,1251700,112.78
"2014-02-13",112.81,114.38,112.43,114.34,964300,113.8
"2014-02-14",114,114.49,113.68,114.4,722800,113.86
"2014-02-18",114.5,115.52,114.13,115.37,1074400,114.83
"2014-02-19",115.06,115.91,113.89,113.99,944500,113.46
"2014-02-20",114.29,115.83,114,115.52,1074400,114.98
"2014-02-21",115.68,115.85,114.88,114.98,628500,114.44
"2014-02-24",115.04,115.95,114.99,115,825200,114.46
"2014-02-25",114.98,115.63,113.99,114.53,881400,113.99
"2014-02-26",114.46,115.62,114.2,114.89,932100,114.35
"2014-02-27",115,115.33,114.5,115.1,763800,114.56
"2014-02-28",115.07,116.36,114.46,115.22,1022900,114.68
"2014-03-03",114.68,116.34,114.15,114.94,971400,114.4
"2014-03-04",116.25,116.85,115.97,116.7,1160700,116.15
"2014-03-05",116.7,116.7,115.36,116.28,740200,115.74
"2014-03-06",116.22,116.36,115.1,115.16,791900,115.16
"2014-03-07",115.83,115.83,114.95,115.57,894400,115.57
"2014-03-10",115.37,116,115.18,115.61,672200,115.61
"2014-03-11",115.62,115.62,115.06,115.34,909400,115.34
"2014-03-12",114.9,115.52,114.52,115.47,678300,115.47
"2014-03-13",115.74,115.98,114.88,115.19,1021300,115.19
"2014-03-14",115,116.13,114.84,115.35,1011100,115.35
"2014-03-17",115.55,116.25,115.47,115.62,605000,115.62
