"","BDX.Open","BDX.High","BDX.Low","BDX.Close","BDX.Volume","BDX.Adjusted"
"2008-10-06",79.23,80.2,76.43,78,2455200,69.42
"2008-10-07",78.8,79.17,75.9,75.9,2656800,67.55
"2008-10-08",75.38,77.92,74.7,77.52,3111700,68.99
"2008-10-09",77,78.04,72,72.29,3330500,64.34
"2008-10-10",70.26,71.1,65.04,67.5,4197600,60.07
"2008-10-13",69.24,74.13,68.12,74,1818600,65.86
"2008-10-14",76.65,77.45,73.39,74.82,2017400,66.59
"2008-10-15",73.5,73.75,70.28,70.41,1682600,62.66
"2008-10-16",70.34,71.58,66.92,71.35,1954100,63.5
"2008-10-17",73.7,73.7,68.58,71.34,1812000,63.49
"2008-10-20",72.06,72.66,70.25,72.36,1408400,64.4
"2008-10-21",72.65,73.43,71.36,71.52,1228000,63.65
"2008-10-22",70.49,71.48,68.82,70.13,2317300,62.42
"2008-10-23",70.28,72.89,67.5,70.06,2709800,62.35
"2008-10-24",67,68.43,64.02,66.94,2669200,59.58
"2008-10-27",66.15,66.79,63.92,63.92,1877000,56.89
"2008-10-28",65.23,65.75,63.13,65.53,3249300,58.32
"2008-10-29",65.55,68.51,65.03,66.17,2644100,58.89
"2008-10-30",67.5,68.6,66.53,68.24,1846300,60.73
"2008-10-31",68.27,70.27,66.9,69.4,1993200,61.77
"2008-11-03",69.37,69.76,68.36,69.39,1438500,61.76
"2008-11-04",70.54,71.43,68.88,70.27,2658600,62.54
"2008-11-05",67.93,71.65,67.66,70,2058900,62.3
"2008-11-06",69.7,70.35,67.82,68.37,2211100,60.85
"2008-11-07",68.96,71.18,68.36,70.73,1724100,62.95
"2008-11-10",71.99,72.56,69.89,70.77,1248400,62.98
"2008-11-11",69.94,70.36,67.85,68.27,1466700,60.76
"2008-11-12",67.34,68.16,66.29,67.07,1582300,59.69
"2008-11-13",67.27,70.53,65.99,70.21,3293100,62.49
"2008-11-14",69.07,70.47,67.36,67.69,2392600,60.24
"2008-11-17",67.05,68.02,64.98,64.98,1937900,57.83
"2008-11-18",64.74,66.35,64.02,66.03,2067300,58.77
"2008-11-19",66.05,67,61.92,61.92,2506800,55.11
"2008-11-20",61.64,63.25,59.62,60.26,3699400,53.63
"2008-11-21",60.24,61.36,58.14,61.13,3194500,54.41
"2008-11-24",61.94,63.69,61.46,62.72,2278800,55.82
"2008-11-25",63.66,64.77,62.01,62.5,2206900,55.62
"2008-11-26",61.57,63.69,61.26,63.59,2029300,56.59
"2008-11-28",63.45,64.3,62.43,63.53,632200,56.54
"2008-12-01",62.5,63.31,61.93,62.03,2190300,55.21
"2008-12-02",62.3,63.42,61.87,63.25,2227700,56.29
"2008-12-03",63.22,65.04,61.8,64.94,1768800,57.8
"2008-12-04",63.99,65.24,61.89,62.72,1318400,55.82
"2008-12-05",61.88,65.48,61.15,65.25,1719800,58.07
"2008-12-08",66.5,66.98,64.39,64.96,1989100,57.81
"2008-12-09",64.97,64.97,62.44,62.93,1872000,56.01
"2008-12-10",63.4,63.97,62.38,63.29,1532200,56.62
"2008-12-11",62.93,65.56,62.53,64.48,1423700,57.69
"2008-12-12",63.23,64.51,62.86,63.99,1433600,57.25
"2008-12-15",63.86,66.46,63.19,65.72,2170800,58.8
"2008-12-16",66.48,68.31,65.7,68.24,2143500,61.05
"2008-12-17",67.21,68.67,66.31,67.4,1407100,60.3
"2008-12-18",67.99,69.55,66.74,67.52,1561100,60.41
"2008-12-19",67.28,68.24,65.91,66.74,2140200,59.71
"2008-12-22",66.63,67.43,66.18,67.43,1123100,60.33
"2008-12-23",67.6,67.97,66.11,66.27,1013500,59.29
"2008-12-24",66.13,66.5,65.5,65.74,693400,58.82
"2008-12-26",66.25,66.52,65.73,66.41,433800,59.42
"2008-12-29",66.41,66.41,65.13,65.67,721600,58.75
"2008-12-30",65.91,67.72,65.8,67.71,731800,60.58
"2008-12-31",67.72,68.99,67.37,68.39,1258500,61.19
"2009-01-02",68.59,70.04,67.7,69.86,1115400,62.5
"2009-01-05",69.68,69.98,68.46,69.11,1042600,61.83
"2009-01-06",69.31,70.59,68.1,68.38,1503400,61.18
"2009-01-07",67.62,68.45,67.27,67.66,1853700,60.53
"2009-01-08",67.3,69.29,66.91,69.11,1540200,61.83
"2009-01-09",70.45,72.99,70.45,71.28,2288700,63.77
"2009-01-12",71.01,72.43,70.53,71,1760900,63.52
"2009-01-13",71,72.86,70.8,72.04,1807600,64.45
"2009-01-14",71.17,71.64,70.34,71.02,1748500,63.54
"2009-01-15",70.6,71.41,69.52,71.35,1912700,63.84
"2009-01-16",72,72.89,71.57,72.52,1589500,64.88
"2009-01-20",72.47,73.39,70.84,70.96,1620900,63.49
"2009-01-21",71.86,72.48,70.2,72.28,1988300,64.67
"2009-01-22",71.46,73.87,71.35,73.65,1815400,65.89
"2009-01-23",72.96,72.96,70.74,71.43,2468000,63.91
"2009-01-26",71.8,73.49,71.56,72.49,2115000,64.86
"2009-01-27",73.49,74.62,72.75,74.15,1847400,66.34
"2009-01-28",76.98,77.11,69.21,70.05,5896900,62.67
"2009-01-29",69.57,72.17,69.27,71.33,3392100,63.82
"2009-01-30",71.48,73.23,71.12,72.67,2389000,65.02
"2009-02-02",72.09,73.54,71.55,72.82,1937400,65.15
"2009-02-03",72.63,74.06,72.39,73.8,1866500,66.03
"2009-02-04",74,75.61,73.28,73.87,1713300,66.09
"2009-02-05",73.55,74.61,73.41,74.05,1510300,66.25
"2009-02-06",74.52,74.81,73.58,74.09,1303200,66.29
"2009-02-09",74.2,74.23,71.8,72.82,1563900,65.15
"2009-02-10",72.15,72.82,70.27,70.69,1759000,63.25
"2009-02-11",70.5,71.32,70.08,70.89,1503200,63.42
"2009-02-12",70.17,71.27,69.6,71.27,1547600,63.76
"2009-02-13",71.35,71.44,70.35,70.64,1204000,63.2
"2009-02-17",69.9,70.45,69.01,69.59,1483300,62.26
"2009-02-18",70.13,70.19,69.12,69.53,1026400,62.21
"2009-02-19",68.64,70.58,68.64,69.78,1258200,62.43
"2009-02-20",69.33,70.32,69.07,69.61,2235100,62.28
"2009-02-23",70.31,70.31,68.27,68.65,1816200,61.42
"2009-02-24",68.16,69.98,67.51,68.64,2036400,61.41
"2009-02-25",68.8,68.8,66.85,67.63,1824000,60.51
"2009-02-26",67.67,68.37,65.06,65.1,1287900,58.24
"2009-02-27",64.19,64.92,61.82,61.89,2937500,55.37
"2009-03-02",63.42,64.7,62.06,63.71,3705100,57
"2009-03-03",64.3,65.89,63.66,64.65,2616400,57.84
"2009-03-04",65.16,66.07,64.34,65.01,1836500,58.16
"2009-03-05",64.04,64.71,63.43,63.95,2341800,57.22
"2009-03-06",63.67,65.04,62.95,64.15,2155900,57.69
"2009-03-09",63.69,64.07,61.94,62.34,2439300,56.06
"2009-03-10",63.31,63.34,62.13,62.78,2021700,56.46
"2009-03-11",63.47,63.47,61.5,61.57,1693700,55.37
"2009-03-12",61.94,64.05,61.17,63.95,1965600,57.51
"2009-03-13",64.05,65.49,63.69,65.18,1893600,58.62
"2009-03-16",65.49,66.57,65.01,65.07,1169300,58.52
"2009-03-17",65.24,65.68,64.48,65.66,1266800,59.05
"2009-03-18",65.46,66.74,64.64,65.77,1183800,59.15
"2009-03-19",66.32,66.32,63,63.9,2035700,57.47
"2009-03-20",64.18,66.19,63.6,64.57,2385300,58.07
"2009-03-23",65.58,66.48,64.29,66.42,1435600,59.73
"2009-03-24",65.9,67.03,65.9,66.05,1223300,59.4
"2009-03-25",66.6,67.6,65.56,66.41,1635400,59.72
"2009-03-26",66.5,67.08,64.31,66.27,1905700,59.6
"2009-03-27",65.73,68.66,65.55,68.2,1739200,61.33
"2009-03-30",67.34,68.38,66,66.38,1571800,59.7
"2009-03-31",66.95,68.36,65.86,67.24,1451900,60.47
"2009-04-01",66.68,66.72,64.96,66.4,1880300,59.72
"2009-04-02",67.79,68.2,66.46,66.8,1529200,60.07
"2009-04-03",66.83,67.26,65.32,65.97,1330800,59.33
"2009-04-06",65.62,66.84,64.96,65.46,1110100,58.87
"2009-04-07",64.78,66.06,64.28,65.39,988000,58.81
"2009-04-08",65.5,66.72,65.33,66.42,1236600,59.73
"2009-04-09",67.19,67.52,66.68,67.24,1190700,60.47
"2009-04-13",67.1,67.77,66.62,67.25,1354800,60.48
"2009-04-14",67.05,68.96,67.02,68.3,2296700,61.42
"2009-04-15",68.31,68.91,66.75,67.48,1432500,60.69
"2009-04-16",67.86,68.19,66.77,67.9,1215600,61.06
"2009-04-17",68,68.8,67.36,68.28,1745600,61.41
"2009-04-20",68.03,69.55,67.94,68.41,1562900,61.52
"2009-04-21",67.76,69.99,67.05,67.71,1410200,60.89
"2009-04-22",67.39,68.44,66.69,66.97,1968300,60.23
"2009-04-23",66.5,66.79,63.08,64.03,3321700,57.58
"2009-04-24",64.18,64.26,62.26,62.47,3070100,56.18
"2009-04-27",62.48,65.55,62.47,64.89,2971400,58.36
"2009-04-28",64.1,64.8,61.76,62.16,3465400,55.9
"2009-04-29",62.72,62.72,60.56,60.92,4393200,54.79
"2009-04-30",61.45,62.29,60.48,60.48,3846200,54.39
"2009-05-01",60.61,61.45,60.52,61.18,3348700,55.02
"2009-05-04",61.14,61.93,60.45,60.87,4258400,54.74
"2009-05-05",60.81,62.25,60.4,62.16,3568500,55.9
"2009-05-06",62.3,62.53,60.92,61.46,2767900,55.27
"2009-05-07",62,62.29,61.01,61.6,3764700,55.4
"2009-05-08",62.1,63.25,61.6,62.82,4167800,56.5
"2009-05-11",62.23,63.17,61.81,62.54,2967300,56.24
"2009-05-12",63.09,64.2,62.66,64.08,3977100,57.63
"2009-05-13",63.36,65.62,63.36,65.33,2778800,58.75
"2009-05-14",65.28,66.63,65.04,65.89,2595000,59.26
"2009-05-15",65.9,66.25,64.96,65.16,2358800,58.6
"2009-05-18",65.49,65.49,64.45,64.93,2813300,58.39
"2009-05-19",64.87,65.44,64.36,64.57,1781000,58.07
"2009-05-20",65.08,65.91,64.77,65.06,1158500,58.51
"2009-05-21",64.97,65.25,64.41,65.03,1690200,58.48
"2009-05-22",65.01,66.28,64.88,65.9,1183000,59.27
"2009-05-26",65.2,67.31,64.95,67.13,1821700,60.37
"2009-05-27",67.22,67.71,66.77,67.13,3886300,60.37
"2009-05-28",67.25,67.71,66.73,67,2181400,60.25
"2009-05-29",66.96,67.74,66,67.68,2117300,60.87
"2009-06-01",67.79,68.42,67.7,68.01,1845300,61.16
"2009-06-02",68.02,69.14,67.7,68.81,1337900,61.88
"2009-06-03",68.52,69.07,68.08,68.94,1449400,62
"2009-06-04",69.06,69.18,67,67.52,2617000,60.72
"2009-06-05",67.54,67.8,67.1,67.32,1863900,60.84
"2009-06-08",66.98,67.85,66.58,67.24,1789400,60.77
"2009-06-09",67.6,68.5,67.2,68.01,1817300,61.46
"2009-06-10",68.47,68.67,67.2,67.59,1589700,61.08
"2009-06-11",67.57,69.21,67.52,68.28,1399000,61.71
"2009-06-12",67.72,68.87,67.72,68.35,1323800,61.77
"2009-06-15",67.96,68.21,67,67.13,1125400,60.67
"2009-06-16",67.13,67.45,66.91,66.96,1608100,60.51
"2009-06-17",66.92,68.97,66.92,68.07,1311900,61.52
"2009-06-18",68.03,69.78,67.85,69.31,1176400,62.64
"2009-06-19",69.36,70.31,67.45,69.15,1821600,62.49
"2009-06-22",68.44,68.87,67.81,68.23,1228000,61.66
"2009-06-23",68.59,69.09,67.95,68.25,1003700,61.68
"2009-06-24",68.5,69.19,68.01,68.5,1051300,61.91
"2009-06-25",68.26,71.15,67.98,70.91,1798000,64.08
"2009-06-26",70.88,71.24,70.33,70.94,1257200,64.11
"2009-06-29",71.19,71.94,70.01,71.71,1079200,64.81
"2009-06-30",71.76,71.76,70.65,71.31,1632700,64.45
"2009-07-01",71.5,71.55,70.2,70.7,1202800,63.89
"2009-07-02",70.4,70.4,69.05,69.05,1232600,62.4
"2009-07-06",68.94,70.43,68.75,70.33,985000,63.56
"2009-07-07",70.22,70.62,69.28,69.41,1075900,62.73
"2009-07-08",69.45,69.78,68.2,68.67,1370200,62.06
"2009-07-09",68.81,68.89,67.75,68.15,1282900,61.59
"2009-07-10",67.72,68.29,67.5,67.73,1158000,61.21
"2009-07-13",68.01,69.21,67.55,69.08,1273200,62.43
"2009-07-14",69.01,69.81,68.71,69.73,1133300,63.02
"2009-07-15",70.05,70.86,69.5,70.83,1475700,64.01
"2009-07-16",70.82,71.41,70.4,70.89,1802000,64.07
"2009-07-17",70.77,71.06,69.09,69.49,1358000,62.8
"2009-07-20",69.7,69.75,68.95,69.66,939900,62.95
"2009-07-21",69.91,70.46,69.39,69.98,1419300,63.24
"2009-07-22",70.07,70.82,69.74,69.91,1819000,63.18
"2009-07-23",69.73,71.82,69.73,71.42,2035800,64.55
"2009-07-24",71.09,71.87,71,71.74,1025600,64.83
"2009-07-27",71.89,72.59,71.19,72.3,893400,65.34
"2009-07-28",72.12,72.93,71.64,72.05,1478800,65.11
"2009-07-29",71.79,74.1,71.64,73.6,2462200,66.52
"2009-07-30",74.67,75.25,65.69,67.39,11608500,60.9
"2009-07-31",66.16,66.55,65,65.15,6812300,58.88
"2009-08-03",65.24,65.7,64.1,65.49,3619700,59.19
"2009-08-04",65.44,65.98,64.91,65.55,2206400,59.24
"2009-08-05",65.45,65.88,64.45,65.16,2391600,58.89
"2009-08-06",65.26,65.33,63.41,63.75,3095700,57.61
"2009-08-07",64.27,64.98,63.87,64.42,2149100,58.22
"2009-08-10",64.5,65.77,64.5,65.71,1581200,59.38
"2009-08-11",65.52,66.49,65.27,66,2078100,59.65
"2009-08-12",66.05,67.79,66.05,67.27,2231600,60.79
"2009-08-13",67.31,67.31,65.62,65.79,2005800,59.46
"2009-08-14",66,66.47,65.47,66.39,1644500,60
"2009-08-17",67.5,67.53,66.23,66.3,2819600,59.92
"2009-08-18",66.69,67.25,65.23,65.65,2412500,59.33
"2009-08-19",65.4,66,64.42,65.66,3291900,59.34
"2009-08-20",66.1,68,65.9,67.74,2480700,61.22
"2009-08-21",68.29,68.95,67.5,68.85,2157200,62.22
"2009-08-24",69.9,69.9,68.41,68.66,1744800,62.05
"2009-08-25",68.96,69.49,68.68,68.92,1536200,62.29
"2009-08-26",68.95,70.2,68.63,69.83,2433200,63.11
"2009-08-27",70.16,70.2,69.06,69.9,2001600,63.17
"2009-08-28",70.67,71.59,70,70.51,2598800,63.72
"2009-08-31",70.32,70.93,69.15,69.62,2690100,62.92
"2009-09-01",69.53,69.71,68.03,68.28,2424300,61.71
"2009-09-02",68.01,69.35,68.01,68.34,2148600,61.76
"2009-09-03",68.67,69.85,68.5,69,1153000,62.36
"2009-09-04",69.04,70.3,68.8,70.3,1834100,63.84
"2009-09-08",70.09,70.25,68.99,69.18,2191800,62.82
"2009-09-09",69.25,70.6,69.25,70.35,1668300,63.88
"2009-09-10",70.63,71.06,70.18,70.95,1456100,64.43
"2009-09-11",71.15,71.59,70.91,71.34,1553800,64.78
"2009-09-14",71.35,71.49,70.66,70.76,1182000,64.26
"2009-09-15",70.93,71.02,69.81,70.5,1026200,64.02
"2009-09-16",70.78,71,69.75,70.43,1678300,63.96
"2009-09-17",70.21,70.68,69.51,69.95,1400800,63.52
"2009-09-18",69.94,70.66,69.71,70.26,1441800,63.8
"2009-09-21",70.03,71,69.99,70.54,1170300,64.06
"2009-09-22",70.83,71.25,69.88,70.22,1013900,63.77
"2009-09-23",70.45,70.45,69.29,69.34,1046600,62.97
"2009-09-24",69.57,69.57,68.34,68.71,1010000,62.39
"2009-09-25",68.63,69,68.12,68.5,1002000,62.2
"2009-09-28",68.79,71.11,68.54,70.5,1556200,64.02
"2009-09-29",70.52,70.58,69.99,70.37,1746500,63.9
"2009-09-30",69.84,69.92,68.64,69.75,3236500,63.34
"2009-10-01",69.5,69.81,68.29,68.29,1851200,62.01
"2009-10-02",68.06,68.52,66.86,67.3,2065000,61.11
"2009-10-05",67.6,67.6,66.76,67.26,1458400,61.08
"2009-10-06",67.63,67.91,67.2,67.56,2110300,61.35
"2009-10-07",67.5,67.79,67.29,67.72,1212000,61.5
"2009-10-08",67.91,69.41,67.82,68.46,1385800,62.17
"2009-10-09",68.4,69.16,68.4,68.75,1086900,62.43
"2009-10-12",68.92,68.99,68.4,68.61,678600,62.3
"2009-10-13",68.61,69.21,68.46,68.81,1485000,62.49
"2009-10-14",69,69,68.31,68.56,1602100,62.26
"2009-10-15",68.31,68.74,67.98,68.35,1752800,62.07
"2009-10-16",68.2,69.46,68.2,69.26,1586000,62.89
"2009-10-19",69.26,69.47,68.8,68.9,1333300,62.57
"2009-10-20",68.55,68.8,67.43,67.52,2343900,61.31
"2009-10-21",67.99,68.54,67.35,67.48,2271700,61.28
"2009-10-22",67.47,68.52,67.2,68.04,1670100,61.79
"2009-10-23",68.53,68.62,67.47,67.5,1971800,61.3
"2009-10-26",67.49,67.73,67.04,67.5,2582100,61.3
"2009-10-27",67.18,67.97,67.18,67.44,1805200,61.24
"2009-10-28",67.31,67.6,66.55,66.6,2631000,60.48
"2009-10-29",66.27,68.13,66.2,68.07,2615400,61.81
"2009-10-30",67.79,68.72,67.53,68.36,2523100,62.08
"2009-11-02",68.27,69.24,67.89,68.95,2270900,62.61
"2009-11-03",69,69.91,67.67,69.91,3070500,63.48
"2009-11-04",70.28,70.97,68.34,68.51,3282300,62.21
"2009-11-05",68.66,69,68.14,68.85,2862700,62.52
"2009-11-06",68.96,70.97,68.72,70.54,2630000,64.06
"2009-11-09",70.82,71.8,70.68,71.64,1688800,65.06
"2009-11-10",71.67,72,71.29,71.87,1878700,65.26
"2009-11-11",71.91,73.17,71.79,72.82,1989200,66.13
"2009-11-12",72.22,72.64,71.39,72.2,1712800,65.56
"2009-11-13",72.43,72.8,72,72.72,1123600,66.04
"2009-11-16",72.71,73.4,72.58,73.29,1508600,66.55
"2009-11-17",73.29,73.9,73.12,73.81,1435500,67.03
"2009-11-18",74,74.42,73.28,73.57,1590900,66.81
"2009-11-19",73.65,73.74,72.7,73.46,1640700,66.71
"2009-11-20",74.98,74.98,73.25,73.7,1649500,66.93
"2009-11-23",74.37,75.27,74.1,75.25,2321100,68.33
"2009-11-24",75.94,76.09,75.25,75.63,1739900,68.68
"2009-11-25",75.57,76,75.2,75.53,966100,68.59
"2009-11-27",74.31,75,73.52,74.72,615600,67.85
"2009-11-30",74.84,74.96,74.26,74.8,1211800,67.92
"2009-12-01",75.26,76.37,75.16,76,1332200,69.01
"2009-12-02",76.23,76.9,75.25,76.5,1419300,69.47
"2009-12-03",76.8,77.99,75.14,77.31,1969300,70.2
"2009-12-04",77.5,78.81,77.44,78.05,2034800,70.88
"2009-12-07",78.17,78.63,77.69,78,1048700,70.83
"2009-12-08",77.98,77.98,76.9,77.37,1014600,70.26
"2009-12-09",77.15,77.47,76.61,76.98,1130600,69.9
"2009-12-10",77.17,78.15,76.77,77.66,1075400,70.86
"2009-12-11",77.73,78.25,77.33,77.45,1042900,70.67
"2009-12-14",77.55,78.2,77.46,77.56,1186000,70.77
"2009-12-15",77.56,78.1,77.06,77.65,912300,70.85
"2009-12-16",77.78,77.83,77.11,77.14,1310400,70.39
"2009-12-17",77.1,77.1,75.48,75.48,1810800,68.87
"2009-12-18",76.01,76.01,73.49,74.86,3495200,68.31
"2009-12-21",74.9,76.34,74.9,76.19,1601400,69.52
"2009-12-22",76.45,78.47,76.28,78.38,1646700,71.52
"2009-12-23",78.48,79.32,78.36,79.15,1616800,72.22
"2009-12-24",79.35,79.35,78.76,79.21,399300,72.28
"2009-12-28",79.44,79.67,79.18,79.56,674900,72.6
"2009-12-29",79.6,79.97,79.13,79.72,660300,72.74
"2009-12-30",79.68,79.7,79.11,79.69,572500,72.71
"2009-12-31",79.48,79.66,78.86,78.86,839100,71.96
"2010-01-04",78.99,79.68,78.26,78.6,1793200,71.72
"2010-01-05",78.4,78.72,77.77,77.87,1122200,71.05
"2010-01-06",77.99,78.08,77.28,77.66,1208000,70.86
"2010-01-07",77.45,77.89,77.02,77.64,2266900,70.84
"2010-01-08",77.67,78.31,77.38,77.91,1185000,71.09
"2010-01-11",78.35,78.6,77.77,78.41,1535600,71.55
"2010-01-12",78.28,78.28,77.14,77.25,1412800,70.49
"2010-01-13",77.32,77.99,77.32,77.5,1393000,70.72
"2010-01-14",76.5,77.25,76.11,77.04,2099900,70.3
"2010-01-15",76.76,76.94,75.68,76.29,1382400,69.61
"2010-01-19",76.42,77.67,76.36,77.29,1692300,70.52
"2010-01-20",77.4,77.6,76.01,76.79,1382100,70.07
"2010-01-21",77.2,77.31,76.08,76.15,1203200,69.48
"2010-01-22",75.1,76.4,74.76,75.08,1535200,68.51
"2010-01-25",75.26,76.39,75.12,75.78,864000,69.15
"2010-01-26",75.47,75.8,75.03,75.57,745500,68.96
"2010-01-27",75.3,76.34,74.75,76,1180000,69.35
"2010-01-28",78.63,78.63,75.6,76.48,1577100,69.79
"2010-01-29",76.74,76.82,75.11,75.37,1090300,68.77
"2010-02-01",75.43,76.12,74.81,75.71,806200,69.08
"2010-02-02",75.93,77.06,75.38,77.02,1388600,70.28
"2010-02-03",76.94,76.94,76.12,76.64,1458700,69.93
"2010-02-04",76.11,76.38,74.68,74.71,1470200,68.17
"2010-02-05",74.56,74.93,73.85,74.89,1913100,68.33
"2010-02-08",74.69,75.14,74.07,74.68,1284700,68.14
"2010-02-09",75.47,75.66,74.33,75.26,1185900,68.67
"2010-02-10",75.11,75.25,74.28,74.64,1249400,68.11
"2010-02-11",74.71,75.29,74.27,75.22,1832500,68.64
"2010-02-12",74.75,75.93,74.14,75.84,1726600,69.2
"2010-02-16",75.93,76.96,75.33,76.91,1384300,70.18
"2010-02-17",77.22,77.74,76.93,77.36,1282700,70.59
"2010-02-18",77.64,78,76.96,77.96,1156000,71.14
"2010-02-19",77.42,77.9,76.68,77.54,1618700,70.75
"2010-02-22",77.77,77.9,77.1,77.5,949700,70.72
"2010-02-23",77.41,78.06,76.75,77.87,1560300,71.05
"2010-02-24",77.9,78.86,77.58,78.82,1888200,71.92
"2010-02-25",78.42,78.62,77.73,78.52,1494400,71.65
"2010-02-26",78.73,78.9,77.75,77.87,1357100,71.05
"2010-03-01",78.11,79.02,77.88,79.02,1680500,72.1
"2010-03-02",79.02,79.63,78.73,79.14,1354300,72.21
"2010-03-03",78.71,79.21,78.62,78.68,1055700,71.79
"2010-03-04",78.76,79.02,78.21,78.5,1667600,71.63
"2010-03-05",78.66,78.68,78.24,78.6,1601400,71.72
"2010-03-08",78.66,78.66,77.77,77.95,1061700,71.46
"2010-03-09",77.89,78.64,77.75,78.47,1079700,71.94
"2010-03-10",78.47,79.1,78.29,78.92,1266900,72.35
"2010-03-11",79.02,79.02,77.55,78.46,1088300,71.93
"2010-03-12",78.69,78.69,77.79,78.37,908300,71.85
"2010-03-15",78.34,79.01,78.06,79,701600,72.43
"2010-03-16",79.17,79.57,78.77,79.03,849500,72.45
"2010-03-17",79.55,79.56,78.85,79.24,842300,72.65
"2010-03-18",79,79.58,78.92,79.39,691400,72.78
"2010-03-19",79.67,79.67,78.71,79.1,1370800,72.52
"2010-03-22",79.08,80.56,79,80.14,1433200,73.47
"2010-03-23",80.17,80.45,79.31,79.71,872400,73.08
"2010-03-24",79.43,79.67,78.79,79.01,1488900,72.44
"2010-03-25",79.44,79.66,78.74,78.87,934600,72.31
"2010-03-26",78.89,78.99,78.24,78.51,999600,71.98
"2010-03-29",78.46,79.16,78.4,79,864300,72.43
"2010-03-30",79.17,79.17,78.9,79.05,1099400,72.47
"2010-03-31",78.98,79.4,78.4,78.73,910700,72.18
"2010-04-01",78.93,79.24,78.42,78.96,908200,72.39
"2010-04-05",79.21,79.22,78.42,78.51,1168700,71.98
"2010-04-06",78.42,78.84,78.11,78.43,1051600,71.9
"2010-04-07",78.01,79.19,78.01,78.5,1166100,71.97
"2010-04-08",78.56,78.93,78.21,78.63,771100,72.09
"2010-04-09",78.76,78.97,78.37,78.91,769000,72.34
"2010-04-12",79.02,79.27,78.72,79,639700,72.43
"2010-04-13",78.93,79,78.21,78.72,905600,72.17
"2010-04-14",78.54,78.78,78.13,78.49,1271500,71.96
"2010-04-15",78.24,78.75,77.97,78.05,1542300,71.56
"2010-04-16",77.98,78.4,77.46,77.74,2440200,71.27
"2010-04-19",77.82,78.67,77.82,78.46,1721800,71.93
"2010-04-20",78.7,79.85,78.6,79.66,1485100,73.03
"2010-04-21",79.77,79.92,78.36,78.56,1764300,72.02
"2010-04-22",77.56,77.83,76.03,77.27,2543600,70.84
"2010-04-23",77.55,78.36,77.14,77.55,1622600,71.1
"2010-04-26",77.58,78.08,76.38,76.4,1510700,70.04
"2010-04-27",76.7,76.7,75.61,76.04,1530800,69.71
"2010-04-28",76.09,77.04,76,76.7,1682000,70.32
"2010-04-29",75.28,78.37,75.28,76.6,2795100,70.23
"2010-04-30",76.74,77.15,76.05,76.37,2131800,70.01
"2010-05-03",76.38,76.53,75.15,76.22,1831700,69.88
"2010-05-04",75.53,75.9,74.97,75.44,1382400,69.16
"2010-05-05",75.41,76.18,74.76,75.61,1512600,69.32
"2010-05-06",75.38,75.89,72.48,74.88,2771800,68.65
"2010-05-07",74.99,75.05,73.12,73.66,2663100,67.53
"2010-05-10",75.6,76.7,74.7,75.57,1611200,69.28
"2010-05-11",75.34,75.34,74.24,74.75,1505000,68.53
"2010-05-12",75.01,75.3,74.26,75.1,1331900,68.85
"2010-05-13",75.23,75.69,74.4,74.47,1482600,68.27
"2010-05-14",74.3,74.3,72.82,73.26,1993400,67.16
"2010-05-17",73.11,74.05,73.11,73.78,1439000,67.64
"2010-05-18",74.61,75.11,74.14,74.3,2088000,68.12
"2010-05-19",74.18,74.56,73.27,73.73,2228700,67.59
"2010-05-20",72.75,72.81,71.65,71.65,2293000,65.69
"2010-05-21",71.22,71.81,69.95,71.49,2276500,65.54
"2010-05-24",71.41,72.14,71.25,71.33,1034800,65.39
"2010-05-25",70.51,71.54,69.58,71.44,1947000,65.5
"2010-05-26",71.58,72.29,70.62,70.66,1451000,64.78
"2010-05-27",71.56,72.25,71.09,72.21,1489100,66.2
"2010-05-28",72.23,72.23,71.17,71.3,1512800,65.37
"2010-06-01",71.09,71.87,70.68,70.71,1265600,64.83
"2010-06-02",70.64,72.47,70.25,72.4,1245300,66.38
"2010-06-03",72.19,72.88,71.74,72.39,991800,66.37
"2010-06-04",71.59,71.59,69.95,70.08,1698700,64.25
"2010-06-07",70.36,70.55,69.27,69.29,1543000,63.86
"2010-06-08",69.07,69.38,68.11,68.92,2638400,63.52
"2010-06-09",69.07,69.68,68.5,68.64,1673100,63.26
"2010-06-10",69.41,69.8,69.21,69.76,1421200,64.29
"2010-06-11",69.55,69.82,69.17,69.69,1468000,64.23
"2010-06-14",71.04,71.04,70.1,70.19,1658000,64.69
"2010-06-15",70.46,71.11,70.2,71.11,1376800,65.54
"2010-06-16",70.9,72.05,70.48,72.05,1334700,66.41
"2010-06-17",72.09,72.22,71.47,71.92,1318000,66.29
"2010-06-18",71.97,72.03,71.27,71.32,1937700,65.73
"2010-06-21",71.73,72.15,71.25,71.48,1682400,65.88
"2010-06-22",71.48,72.56,71.15,71.16,1507500,65.58
"2010-06-23",71.21,71.26,69.9,70.05,2171800,64.56
"2010-06-24",70.01,70.3,69.33,69.42,1551100,63.98
"2010-06-25",69.33,69.92,68.74,69.05,2632500,63.64
"2010-06-28",69.32,69.61,68.5,69.16,1150900,63.74
"2010-06-29",68.06,68.32,67,67.45,2213000,62.17
"2010-06-30",67.24,68.14,67.05,67.62,2027200,62.32
"2010-07-01",67.73,67.73,66.63,67.29,2283300,62.02
"2010-07-02",67.34,68.36,67.29,67.97,1487300,62.64
"2010-07-06",68.63,68.83,67.59,68.18,1490100,62.84
