"","PCLN.Open","PCLN.High","PCLN.Low","PCLN.Close","PCLN.Volume","PCLN.Adjusted"
"2014-02-12",1222.94,1249.6,1213.93,1246.64,1145800,1246.64
"2014-02-13",1241.48,1282.6,1239.22,1276.07,1222300,1276.07
"2014-02-14",1276.08,1284.7,1269.15,1279.98,906600,1279.98
"2014-02-18",1283.6,1313.82,1276.01,1301.64,1111300,1301.64
"2014-02-19",1302,1309,1271.19,1273.76,1065600,1273.76
"2014-02-20",1284.1,1286,1254.03,1283,1719100,1283
"2014-02-21",1327.88,1333.12,1283,1315.65,2073200,1315.65
"2014-02-24",1317,1324,1304.13,1313.67,825500,1313.67
"2014-02-25",1316.89,1357.16,1315.15,1353.49,1215200,1353.49
"2014-02-26",1358.52,1375.41,1342,1356.94,1097000,1356.94
"2014-02-27",1357.13,1363.09,1350,1357.79,629800,1357.79
"2014-02-28",1356.85,1367.05,1339.42,1348.84,926400,1348.84
"2014-03-03",1330.94,1342.03,1321,1338.24,701400,1338.24
"2014-03-04",1349.21,1369,1347.01,1368.32,670900,1368.32
"2014-03-05",1365.97,1371.23,1356.5,1370.43,476900,1370.43
"2014-03-06",1370.75,1378.96,1361.1,1364.4,484500,1364.4
"2014-03-07",1372.55,1373.89,1354.05,1358.04,562500,1358.04
"2014-03-10",1356.93,1358.84,1332.8,1343.44,630400,1343.44
"2014-03-11",1347.69,1347.69,1323.62,1326.3,628100,1326.3
"2014-03-12",1322.97,1338.98,1315.5,1332.58,633900,1332.58
"2014-03-13",1337.99,1338.14,1294.63,1299.73,967200,1299.73
"2014-03-14",1294.98,1296.97,1267.05,1267.93,865000,1267.93
"2014-03-17",1273.16,1308.79,1267,1287.96,900600,1287.96
