"","NOV.Open","NOV.High","NOV.Low","NOV.Close","NOV.Volume","NOV.Adjusted"
"2012-03-13",80.77,82.01,79.73,81.86,2838400,80.07
"2012-03-14",81.79,82.2,79.9,80.17,2458200,78.53
"2012-03-15",80.52,80.85,79.12,80.23,2347900,78.59
"2012-03-16",81.17,84.28,81.01,83.56,5941700,81.85
"2012-03-19",83.33,83.54,82,82.93,3210400,81.24
"2012-03-20",82.05,82.05,80.54,81.86,4278800,80.19
"2012-03-21",81.28,81.46,79.95,80.47,3707200,78.83
"2012-03-22",79.27,80.06,78.3,78.94,4093500,77.33
"2012-03-23",79.29,81.16,78.72,80.58,3243400,78.94
"2012-03-26",81.45,81.86,79.57,80.08,3664000,78.45
"2012-03-27",80.1,80.29,77.96,78.21,4539900,76.61
"2012-03-28",77.89,78.68,76.6,78.53,4350700,76.93
"2012-03-29",77.88,79.09,77.22,78.66,2812500,77.05
"2012-03-30",79.18,79.86,78.14,79.47,3088200,77.85
"2012-04-02",78.05,81.47,77.54,80.27,3286100,78.63
"2012-04-03",80.25,81.61,79.8,80.67,3188400,79.02
"2012-04-04",79.41,79.95,78.21,79.24,2437200,77.62
"2012-04-05",78.91,81.39,78.73,79.72,2853700,78.09
"2012-04-09",78.45,79.42,77.98,78.21,2367500,76.61
"2012-04-10",78,78.41,75.78,76,3652100,74.45
"2012-04-11",77.18,77.82,76.77,76.97,2853900,75.4
"2012-04-12",77.28,80.75,77.27,80.46,4499600,78.82
"2012-04-13",80.02,80.31,78.45,78.52,2757500,76.92
"2012-04-16",79.22,79.57,77.47,77.91,2224300,76.32
"2012-04-17",78.77,79.97,78.6,79.52,2206300,77.9
"2012-04-18",79.01,80.35,78.64,79.03,2640900,77.42
"2012-04-19",79.06,79.77,77.65,78.14,3036000,76.55
"2012-04-20",78.14,79.72,77.53,77.68,3582800,76.09
"2012-04-23",76.39,77.82,75.77,77.29,2671400,75.71
"2012-04-24",77.54,78.94,76.88,78.02,4279800,76.43
"2012-04-25",78.89,78.89,74.49,76.83,7110000,75.26
"2012-04-26",76.21,77.57,75.87,76.74,3418700,75.17
"2012-04-27",77.12,77.38,75.5,75.59,3992200,74.05
"2012-04-30",75.46,76.19,75.15,75.76,3678800,74.21
"2012-05-01",75.82,77.1,75.24,75.41,4945300,73.87
"2012-05-02",74.72,74.79,73.87,74.3,6411000,72.78
"2012-05-03",74.27,74.34,72.36,72.74,4164800,71.26
"2012-05-04",72.1,72.1,70.55,71.13,4932100,69.68
"2012-05-07",70.97,71.04,69.22,70.31,5316100,68.88
"2012-05-08",69.42,69.55,67.53,69.24,7261400,67.83
"2012-05-09",67.73,68.98,66.76,67.76,5218700,66.38
"2012-05-10",69.01,69.51,67.96,68.39,5856600,66.99
"2012-05-11",67.64,69.06,67.22,68.43,5800200,67.03
"2012-05-14",67.22,67.45,66.15,67.1,5309200,65.73
"2012-05-15",67.24,67.25,64.86,65.16,4248600,63.83
"2012-05-16",65.41,65.54,63.58,63.62,7379500,62.32
"2012-05-17",63.83,65.2,63.44,63.65,5285500,62.35
"2012-05-18",63.94,65.77,63.15,63.42,6971700,62.13
"2012-05-21",64.09,67.36,63.52,67.17,5250400,65.8
"2012-05-22",67.25,68.4,66.14,66.73,5323200,65.37
"2012-05-23",65.96,68,65.36,67.95,3716100,66.56
"2012-05-24",68.59,68.59,66.86,67.85,3811500,66.47
"2012-05-25",68,68.85,67.58,68.1,3425400,66.71
"2012-05-29",68.69,70.35,68.62,69.98,4190600,68.55
"2012-05-30",68.92,68.92,67.01,67.19,4332700,65.82
"2012-05-31",67.51,67.57,64.74,66.75,6638400,65.39
"2012-06-01",64.66,65.95,64.62,65,4521200,63.67
"2012-06-04",65.18,65.93,63.33,64.12,4682000,62.81
"2012-06-05",63.98,66.09,63.85,65.69,3260400,64.35
"2012-06-06",66.29,68.09,66.29,68.07,5786500,66.68
"2012-06-07",69.43,70.63,67.25,67.42,4847700,66.04
"2012-06-08",66.57,67.12,65.02,66.59,3171900,65.23
"2012-06-11",67.74,67.94,65.57,65.64,2867900,64.3
"2012-06-12",66.36,67,65.2,66.92,2812800,65.55
"2012-06-13",66.21,67.5,65.63,66.18,4077300,64.95
"2012-06-14",66.33,67.95,65.79,66.81,3574700,65.56
"2012-06-15",67.64,67.97,66.55,67.85,3949200,66.58
"2012-06-18",67.17,67.66,66.1,66.87,4096900,65.62
"2012-06-19",67.5,67.59,66.3,66.69,5521400,65.45
"2012-06-20",66.74,67.7,66.08,67.05,7414800,65.8
"2012-06-21",66.81,67.81,64.19,64.28,5295900,63.08
"2012-06-22",64.68,64.78,62.63,63.09,7363300,61.91
"2012-06-25",61.31,62.11,59.08,60,6749900,58.88
"2012-06-26",60.31,60.97,59.07,60.9,5670000,59.76
"2012-06-27",60.92,62.44,60.58,62.09,5096300,60.93
"2012-06-28",61.57,62.66,61.16,62.14,3963000,60.98
"2012-06-29",64.57,64.92,63.34,64.44,4718700,63.24
"2012-07-02",64.24,65.16,63.63,64.4,3000300,63.2
"2012-07-03",65.05,67.78,65.05,67.65,2815200,66.39
"2012-07-05",67.19,67.79,66.58,66.91,3714600,65.66
"2012-07-06",65.76,66.86,65.3,66.66,3795300,65.42
"2012-07-09",66.26,67.31,66.02,66.99,2695400,65.74
"2012-07-10",67.4,67.97,65.67,66.07,3814600,64.84
"2012-07-11",66.14,67.72,66.14,66.88,4212200,65.63
"2012-07-12",66.17,67.41,65.06,66.84,4226100,65.59
"2012-07-13",67.21,67.95,67.05,67.66,2978600,66.4
"2012-07-16",67.24,69.27,67.16,68.6,3216400,67.32
"2012-07-17",68.85,69.64,67.13,68.14,4061200,66.87
"2012-07-18",67.87,69.25,67.6,69.01,2855800,67.72
"2012-07-19",69.32,70.72,69.17,70.47,3373900,69.16
"2012-07-20",69.86,70.35,68.39,69.21,4001900,67.92
"2012-07-23",67.86,68.78,67.04,68.57,2971900,67.29
"2012-07-24",68.74,68.88,67.04,67.77,2902500,66.51
"2012-07-25",68.22,68.74,67,67.33,3345200,66.07
"2012-07-26",68.89,73.5,68.89,73.31,6794400,71.94
"2012-07-27",73.52,74.36,72.42,73.66,6172500,72.29
"2012-07-30",73.5,74.26,72.95,74.04,2960500,72.66
"2012-07-31",73.9,74.15,71.98,72.3,3639700,70.95
"2012-08-01",72.66,74.15,72,73.7,3815200,72.33
"2012-08-02",72.63,73.64,71.58,72.74,3201300,71.38
"2012-08-03",74.35,76.2,74.17,75.36,3475900,73.95
"2012-08-06",75.33,76.04,75.2,75.54,2401200,74.13
"2012-08-07",76.15,78.5,76.15,76.75,4473500,75.32
"2012-08-08",76.2,77.13,76,76.34,2730200,74.92
"2012-08-09",76.3,77.5,76.05,76.98,2920600,75.54
"2012-08-10",76.6,77.4,76.45,77.36,2099100,75.92
"2012-08-13",76.84,76.84,75.66,76.47,2329100,75.04
"2012-08-14",77.15,77.25,75.91,76.26,2201100,74.84
"2012-08-15",77.85,78.06,76.5,76.62,3793200,75.19
"2012-08-16",76.74,78.34,76.61,78.21,3701800,76.75
"2012-08-17",78.27,78.57,77.29,78.51,3140400,77.05
"2012-08-20",78.36,78.39,77.59,77.8,2713800,76.35
"2012-08-21",78.23,78.95,77.72,78.16,2780700,76.7
"2012-08-22",77.68,78.45,77.15,78.15,2154100,76.69
"2012-08-23",78.01,78.41,77.03,77.32,1707000,75.88
"2012-08-24",77,77.29,76.28,77.03,2443900,75.59
"2012-08-27",77.69,78.87,77.12,78.12,2378100,76.66
"2012-08-28",78.01,78.14,77.03,77.21,2203100,75.77
"2012-08-29",77.25,77.44,76.75,77.15,2717000,75.71
"2012-08-30",76.75,76.75,75.43,76.2,2710800,74.78
"2012-08-31",77.14,79.02,77.07,78.8,3699900,77.33
"2012-09-04",78.55,78.61,77.16,78.07,3006800,76.61
"2012-09-05",78.1,79.79,77.87,78.57,2639600,77.1
"2012-09-06",79.24,80.17,79.06,79.66,3652000,78.17
"2012-09-07",80.04,82,80.04,81.92,2881500,80.39
"2012-09-10",81.93,82.81,80.98,81.02,2358800,79.51
"2012-09-11",81.42,83.21,81.35,83.13,3721400,81.58
"2012-09-12",83.53,84.74,83.08,83.56,3806300,82.12
"2012-09-13",83.41,84.9,82.25,84.39,3203600,82.94
"2012-09-14",85,86.03,84.57,84.83,3168200,83.37
"2012-09-17",84.29,84.74,83.62,83.8,3484500,82.36
"2012-09-18",83.79,89.95,80.65,82.76,6571300,81.33
"2012-09-19",83.35,83.49,81.55,82.03,3575100,80.62
"2012-09-20",80.7,81.28,79.92,80.6,4194000,79.21
"2012-09-21",81.91,82.1,81.38,81.72,3785300,80.31
"2012-09-24",80.8,81.54,80.24,80.93,1896300,79.54
"2012-09-25",81.17,81.46,80.16,80.19,3192300,78.81
"2012-09-26",79.84,79.84,78.11,78.38,4374600,77.03
"2012-09-27",79.03,80.4,78.81,80.14,2533300,78.76
"2012-09-28",79.88,80.49,79.29,80.11,2371100,78.73
"2012-10-01",80.84,81.53,80.18,80.55,2239900,79.16
"2012-10-02",81.02,81.02,79.95,80.73,2166800,79.34
"2012-10-03",80.67,80.72,78.79,79.49,2855300,78.12
"2012-10-04",80.11,80.55,79.49,80.34,1947000,78.96
"2012-10-05",80.85,80.87,79.61,79.92,1906000,78.54
"2012-10-08",79.54,80.55,79.16,80.42,1431800,79.03
"2012-10-09",80.46,81.12,80.06,80.09,2262500,78.71
"2012-10-10",79.95,80.09,78.14,78.29,2341400,76.94
"2012-10-11",79.2,79.5,78.46,78.97,2169500,77.61
"2012-10-12",78.94,78.95,76.97,78.22,3000100,76.87
"2012-10-15",78.18,78.72,77.39,78.62,1753800,77.27
"2012-10-16",79.33,80.28,79.15,79.65,2326300,78.28
"2012-10-17",80.02,81.41,79.35,81.21,1976800,79.81
"2012-10-18",80.27,82.34,80.18,82.03,3169000,80.62
"2012-10-19",82.47,82.47,80.11,80.7,2577600,79.31
"2012-10-22",81.06,81.68,80,80.93,2188600,79.54
"2012-10-23",79.32,79.67,77.61,78.74,3315400,77.38
"2012-10-24",79.08,79.3,76.5,76.77,3529800,75.45
"2012-10-25",75.95,76,73.3,74.88,9663100,73.59
"2012-10-26",74.94,75.83,74.46,74.57,3474300,73.29
"2012-10-31",75.21,75.72,72.92,73.7,4802100,72.43
"2012-11-01",73.31,74.07,72.66,73.11,5238100,71.85
"2012-11-02",73.75,73.82,71.36,71.65,5180900,70.42
"2012-11-05",71.99,72.27,71.28,71.63,4763200,70.4
"2012-11-06",71.89,73.25,71.58,72.98,3366000,71.72
"2012-11-07",71.63,71.82,70.44,71.1,3524400,69.87
"2012-11-08",71.18,71.53,69.47,69.48,2880400,68.28
"2012-11-09",69,70.2,68.78,68.97,4098200,67.78
"2012-11-12",69.14,70.93,68.58,70.79,4015400,69.57
"2012-11-13",69.92,71.79,69.35,70.73,4179600,69.51
"2012-11-14",71.21,71.21,69.44,69.55,3592000,68.35
"2012-11-15",69.84,71.02,69.57,70.44,3125900,69.23
"2012-11-16",70.63,70.79,69,70.61,4597100,69.39
"2012-11-19",71.78,73.42,71.78,73.29,3466200,72.03
"2012-11-20",72.86,72.89,71.18,71.63,3641000,70.4
"2012-11-21",72.03,72.03,71.15,71.6,1762400,70.37
"2012-11-23",72.15,72.65,71.42,72.6,1039300,71.35
"2012-11-26",72.11,72.14,70.89,71.13,2635800,69.9
"2012-11-27",70.7,71.21,69.9,70.02,3682000,68.81
"2012-11-28",69.62,70.25,68.85,70.18,3636300,68.97
"2012-11-29",70.83,70.92,69.96,70.35,2936300,69.14
"2012-11-30",70.02,70.25,68,68.3,6558300,67.12
"2012-12-03",69.37,69.7,67.72,67.96,4969500,66.79
"2012-12-04",67.96,68.98,67.71,68.79,3690500,67.6
"2012-12-05",68.7,69.68,68.49,68.61,3323100,67.56
"2012-12-06",68.47,69,67.75,68.06,3705600,67.01
"2012-12-07",68.4,68.69,68.04,68.28,4060300,67.23
"2012-12-10",68.26,68.53,67.76,67.89,2679700,66.85
"2012-12-11",68.13,68.46,67.6,67.99,3564500,66.94
"2012-12-12",67.72,68.17,66.42,66.48,6605300,65.46
"2012-12-13",66.64,66.71,65.02,65.58,12284000,64.57
"2012-12-14",64.9,65.32,64.82,64.87,9412300,63.87
"2012-12-17",65.01,66.36,64.9,66.3,5485600,65.28
"2012-12-18",66.36,68.83,66.3,68.71,5636100,67.65
"2012-12-19",69.12,69.44,68.61,68.69,4875900,67.63
"2012-12-20",68.73,69.62,68.58,69.54,3568600,68.47
"2012-12-21",68.33,68.54,67.68,68.33,4602900,67.28
"2012-12-24",68.47,68.47,67.35,67.82,1007400,66.78
"2012-12-26",68.16,68.36,66.75,66.78,2296700,65.75
"2012-12-27",67,67.13,65.5,66.97,3082400,65.94
"2012-12-28",66.46,66.49,65.8,65.88,2144500,64.87
"2012-12-31",65.85,68.45,65.68,68.35,3869900,67.3
"2013-01-02",70.08,70.21,68.86,70.04,2850800,68.96
"2013-01-03",69.89,71.02,69.19,69.67,3888600,68.6
"2013-01-04",70,71.93,69.86,71.75,3077800,70.65
"2013-01-07",71.12,71.48,70.61,71.35,2760300,70.25
"2013-01-08",70.02,70.37,69.02,69.4,3699300,68.33
"2013-01-09",69.88,69.95,69.23,69.86,2932500,68.79
"2013-01-10",70.35,70.58,70.05,70.41,2357100,69.33
"2013-01-11",70.34,70.89,70.09,70.89,2132500,69.8
"2013-01-14",70.99,70.99,70.13,70.34,2586900,69.26
"2013-01-15",69.96,70.74,69.84,70.24,3193900,69.16
"2013-01-16",69.98,70.77,69.86,70.42,2558700,69.34
"2013-01-17",70.98,71.85,70.51,71.73,3053400,70.63
"2013-01-18",72.33,72.78,71.97,72.76,3495700,71.64
"2013-01-22",72.81,74.12,72.78,73.79,3076200,72.66
"2013-01-23",73.51,73.93,73.03,73.67,2778900,72.54
"2013-01-24",73.76,74.36,73.16,73.76,2481000,72.63
"2013-01-25",74.27,75,73.82,74,3065800,72.86
"2013-01-28",74.36,74.57,72.87,73.62,3228300,72.49
"2013-01-29",73.7,74.2,73.18,74.12,1978300,72.98
"2013-01-30",74.35,74.52,73.23,73.66,3065900,72.53
"2013-01-31",73.35,74.5,73.22,74.14,4339000,73
"2013-02-01",72.98,72.98,69.52,71.26,12618000,70.16
"2013-02-04",71,71.75,70.09,70.17,4578100,69.09
"2013-02-05",70.06,70.51,67.97,68.21,9963200,67.16
"2013-02-06",67.9,67.98,66,66.57,10770500,65.55
"2013-02-07",66.93,68.5,66.8,68.1,9674100,67.05
"2013-02-08",68.34,69.27,68.32,69.08,4468500,68.02
"2013-02-11",69.32,69.53,68.02,68.26,3878800,67.21
"2013-02-12",68.54,69.14,68.3,68.92,3016100,67.86
"2013-02-13",69.02,69.1,68.65,68.96,3590200,67.9
"2013-02-14",68.44,71.12,68.16,70.29,5080200,69.21
"2013-02-15",70.71,70.89,68.92,69.33,4415800,68.26
"2013-02-19",69.79,70.21,69.36,69.48,3638900,68.41
"2013-02-20",69.5,69.72,67.77,67.84,4628800,66.8
"2013-02-21",67.49,67.49,66.13,66.78,4229300,65.75
"2013-02-22",67.19,68.14,66.77,68.1,3457900,67.05
"2013-02-25",68.57,68.93,66.21,66.26,4342300,65.24
"2013-02-26",66.54,67.18,66.02,66.84,4401700,65.81
"2013-02-27",66.76,68.77,66.75,68.51,3070600,67.46
"2013-02-28",68.6,69.03,68.13,68.13,2938000,67.08
"2013-03-01",67.78,67.78,66.55,66.96,3965900,65.93
"2013-03-04",67,67.04,65.56,66.33,4304900,65.31
"2013-03-05",67.21,67.8,66.86,67.03,2996400,66
"2013-03-06",67.44,67.72,66.64,67.59,2965200,66.55
"2013-03-07",67.75,68.02,67.4,67.76,2724700,66.72
"2013-03-08",68.19,68.49,67.64,68.19,3286000,67.14
"2013-03-11",68.05,68.18,67.27,67.68,3754600,66.64
"2013-03-12",67.73,67.8,66.63,67.63,5141300,66.59
"2013-03-13",67.65,67.92,67.32,67.52,3131200,66.61
"2013-03-14",67.7,68.9,67.62,68.79,3820300,67.86
"2013-03-15",68.92,71.09,68.74,70.53,6938000,69.58
"2013-03-18",69.64,70.29,68.95,69.33,4629500,68.4
"2013-03-19",69.58,69.65,67.31,68.03,5538600,67.11
"2013-03-20",68.21,68.88,68,68.74,3608500,67.81
"2013-03-21",68.44,69,67.8,67.81,3689300,66.9
"2013-03-22",68.01,68.42,67.86,68.26,3275300,67.34
"2013-03-25",68.72,69.25,68.17,68.51,3119800,67.59
"2013-03-26",69.26,70.81,69.07,69.47,5815800,68.53
"2013-03-27",69.14,70.91,69.04,70.69,3574900,69.74
"2013-03-28",70.82,71.31,70.45,70.75,3292900,69.8
"2013-04-01",70.76,71.09,69.04,69.77,2853300,68.83
"2013-04-02",69.92,70,69.15,69.55,2934900,68.61
"2013-04-03",69.42,69.51,67.57,67.98,3565500,67.06
"2013-04-04",67.84,68.05,66.26,66.83,4537400,65.93
"2013-04-05",66.13,67.77,65.95,67.62,3265900,66.71
"2013-04-08",67.72,68.6,67.49,67.83,2476300,66.92
"2013-04-09",67.95,68.65,67.67,68.36,2357100,67.44
"2013-04-10",68.56,70.19,68.29,69.16,3348300,68.23
"2013-04-11",69.55,70.68,69,70.14,3817400,69.19
"2013-04-12",69.55,69.65,68.34,68.86,2503100,67.93
"2013-04-15",67.76,68.09,65.85,65.85,5195800,64.96
"2013-04-16",66.78,66.85,65.67,66.68,3353900,65.78
"2013-04-17",66.2,66.2,63.78,64.14,5262600,63.28
"2013-04-18",64.47,65.23,63.08,64.61,4421100,63.74
"2013-04-19",65.19,65.47,63.86,64.31,3981700,63.44
"2013-04-22",64.78,65.42,64.52,65.04,3468900,64.16
"2013-04-23",65.13,66.32,64.75,66.2,3769300,65.31
"2013-04-24",66.54,67.93,66.49,67.17,3867200,66.26
"2013-04-25",67.22,68.05,66.89,67.21,3067800,66.3
"2013-04-26",65.31,66.42,65.1,66.32,7312900,65.43
"2013-04-29",66.65,66.92,65.6,65.92,3969300,65.03
"2013-04-30",66,66.25,64.96,65.22,6359100,64.34
"2013-05-01",64.68,65.42,64,65.09,4245500,64.21
"2013-05-02",65.14,66.23,63.25,65.61,2827900,64.73
"2013-05-03",66.25,67.2,66.17,66.88,3713700,65.98
"2013-05-06",67.16,68.74,66.94,68.04,3392400,67.12
"2013-05-07",68.58,69.48,67.8,68.55,3252000,67.63
"2013-05-08",68.61,68.88,68.21,68.8,3778900,67.87
"2013-05-09",68.28,68.72,67.69,68.3,3195700,67.38
"2013-05-10",68,68.26,67.17,68.22,2895700,67.3
"2013-05-13",67.68,67.99,66.75,67.64,4225700,66.73
"2013-05-14",67.69,68.31,67.51,68.04,3689900,67.12
"2013-05-15",67.61,68.21,66.73,68.19,4825900,67.27
"2013-05-16",68,68.19,66.54,66.7,5555400,65.8
"2013-05-17",67.66,68.91,67.22,68.53,4981500,67.61
"2013-05-20",68.59,70.24,68.39,70.17,5889000,69.22
"2013-05-21",70.24,70.72,69.75,70.43,4198700,69.48
"2013-05-22",70.26,71,68.7,69.17,4248200,68.24
"2013-05-23",68.18,69.09,67.34,68.9,5481400,67.97
"2013-05-24",68.43,70.02,68.24,69.98,4300100,69.04
"2013-05-28",70.99,71.82,70.49,71.49,4587600,70.53
"2013-05-29",71.13,71.9,70.81,71.57,3467300,70.61
"2013-05-30",71.25,71.53,70.9,71.01,3858500,70.05
"2013-05-31",70.86,70.92,70.3,70.3,4167400,69.35
"2013-06-03",70.56,70.89,70.05,70.74,2823900,69.79
"2013-06-04",70.37,71.11,69.67,69.9,4049800,68.96
"2013-06-05",69.76,69.76,68.92,68.99,4044300,68.06
"2013-06-06",69.13,70.02,68.56,70.02,2624000,69.08
"2013-06-07",70.45,70.52,69.51,70.2,3494400,69.25
"2013-06-10",70.53,70.75,70.05,70.2,1999000,69.25
"2013-06-11",69.36,69.66,69.01,69.17,2394100,68.24
"2013-06-12",69.65,70.03,68.85,69.21,4051700,68.54
"2013-06-13",69.21,70.18,69.13,70.1,2313300,69.42
"2013-06-14",70.17,70.48,69.3,69.58,2354700,68.9
"2013-06-17",70.14,70.96,69.98,70.44,2850400,69.75
"2013-06-18",70.55,71.97,70.55,71.49,3366600,70.79
"2013-06-19",71.33,72,70.89,70.97,3887600,70.28
"2013-06-20",70.04,70.06,68.4,68.55,5257900,67.88
"2013-06-21",69.15,69.27,67.68,68.21,4205500,67.54
"2013-06-24",67.4,67.88,66.01,67.06,3968700,66.41
"2013-06-25",67.72,68.39,67.62,67.67,2971000,67.01
"2013-06-26",68.21,68.59,67.52,68.28,2376500,67.61
"2013-06-27",68.75,68.98,68.21,68.46,2177500,67.79
"2013-06-28",68.43,69.26,67.95,68.9,4292100,68.23
"2013-07-01",69.43,69.79,69.29,69.65,3617500,68.97
"2013-07-02",69.75,70.77,69.51,70.03,2991400,69.35
"2013-07-03",69.79,70.46,69.5,70.31,1334900,69.62
"2013-07-05",71.03,72.02,70.87,71.85,3500400,71.15
"2013-07-08",72.25,73.1,72.06,72.79,4085600,72.08
"2013-07-09",73.37,73.59,72.58,73.14,4062200,72.43
"2013-07-10",73.24,73.5,72.38,72.69,2948100,71.98
"2013-07-11",73.77,73.86,72.63,73.33,2662100,72.61
"2013-07-12",73.15,73.42,72.39,72.96,2478300,72.25
"2013-07-15",73.02,73.66,72.85,72.97,2232700,72.26
"2013-07-16",73,73.4,72.19,72.64,2352300,71.93
"2013-07-17",72.94,73,71.95,72.08,2753900,71.38
"2013-07-18",72.12,73.3,72.12,72.93,2335200,72.22
"2013-07-19",73.1,74.08,72.78,74.05,4835700,73.33
"2013-07-22",73.85,74.37,73.53,73.67,2140700,72.95
"2013-07-23",73.59,74.02,72.44,72.74,3166200,72.03
"2013-07-24",72.9,72.96,71.86,72.37,2040200,71.66
"2013-07-25",72.18,72.3,71.03,71.91,2893900,71.21
"2013-07-26",71.65,72,71.25,71.58,3876700,70.88
"2013-07-29",71.33,71.57,70.55,71.14,3035900,70.45
"2013-07-30",69.49,70.39,68.07,69.4,7791200,68.72
"2013-07-31",69.66,70.69,69.09,70.17,4238100,69.49
"2013-08-01",70.89,71.7,70.54,71.2,4162200,70.51
"2013-08-02",71.2,72.46,70.93,72.31,4548800,71.6
"2013-08-05",72.01,72.47,71.74,71.92,1937300,71.22
"2013-08-06",71.85,72.8,71.75,72.08,3049700,71.38
"2013-08-07",71.85,72.83,71.5,72.46,2895300,71.75
"2013-08-08",72.67,73.28,72.48,72.78,2630700,72.07
"2013-08-09",72.81,73.21,71.98,72.49,2050500,71.78
"2013-08-12",72.02,73.04,71.75,72.86,2493300,72.15
"2013-08-13",73.08,73.62,72.9,73.47,2363600,72.75
"2013-08-14",73.5,73.89,73.1,73.4,2165600,72.68
"2013-08-15",73.35,74.07,73.05,73.62,2576800,72.9
"2013-08-16",73.57,73.72,72.52,72.73,2840000,72.02
"2013-08-19",72.67,72.73,70.77,70.98,3232300,70.29
"2013-08-20",70.87,72.08,70.38,71.6,2714900,70.9
"2013-08-21",71.36,71.56,70.64,70.67,2189800,69.98
"2013-08-22",71,72.24,70.98,72,2164400,71.3
"2013-08-23",72.16,72.89,71.72,72.54,1962200,71.83
"2013-08-26",72.8,73.54,72.75,73.34,2916000,72.62
"2013-08-27",72.66,73.9,72.51,73.15,2976900,72.44
"2013-08-28",73.1,74.87,72.95,74.46,3197700,73.73
"2013-08-29",74.3,74.64,73.88,74.33,2739500,73.61
"2013-08-30",74.28,74.44,73.84,74.3,2774000,73.58
"2013-09-03",75.09,76.54,75.09,75.68,4592400,74.94
"2013-09-04",75.63,76.98,75.42,76.09,2992900,75.35
"2013-09-05",76.31,77.69,76.19,77.52,3843000,76.76
"2013-09-06",77.97,78.37,77.08,78.01,3154000,77.25
"2013-09-09",78.18,78.58,78.08,78.42,2641600,77.66
"2013-09-10",79.14,79.14,78.23,78.63,3619700,77.86
"2013-09-11",78.68,78.9,77.79,78.73,1866900,78.22
"2013-09-12",78.35,78.52,77.54,77.95,2531500,77.45
"2013-09-13",77.85,78.3,77.53,78.24,2663700,77.73
"2013-09-16",78.86,79.18,78.37,78.73,2484900,78.22
"2013-09-17",78.93,79.1,78.55,78.9,2361300,78.39
"2013-09-18",78.82,79.75,78.13,79.51,2118000,79
"2013-09-19",79.52,79.99,79.34,79.83,2049700,79.31
"2013-09-20",79.91,80.27,78.6,78.81,3984100,78.3
"2013-09-23",78.47,79.17,78.28,78.5,1477700,77.99
"2013-09-24",79.98,80.02,78.01,78.68,3365000,78.17
"2013-09-25",78.66,79.88,78.66,79.1,2335200,78.59
"2013-09-26",79.3,79.43,78.85,79.12,2225600,78.61
"2013-09-27",78.65,78.69,77.81,78.01,2805500,77.51
"2013-09-30",77.34,78.53,77.2,78.11,3586000,77.6
"2013-10-01",78,79.09,78,78.8,1969300,78.29
"2013-10-02",78.47,79.49,78.27,79.39,2046100,78.88
"2013-10-03",79.2,79.46,78.31,78.82,1994900,78.31
"2013-10-04",78.82,79.95,78.48,79.54,1774900,79.03
"2013-10-07",79.11,79.42,78.51,78.56,2809700,78.05
"2013-10-08",78.53,79.22,78.15,78.18,2490600,77.67
"2013-10-09",78.18,78.22,77.46,77.77,2569000,77.27
"2013-10-10",78.49,79.26,78.36,79.26,2201300,78.75
"2013-10-11",78.91,79.47,78.3,79.32,2221500,78.81
"2013-10-14",78.83,80.26,78.64,80.08,2341900,79.56
"2013-10-15",79.59,80.4,79.37,79.95,2551600,79.43
"2013-10-16",80.31,81.33,80.31,81.15,3095100,80.63
"2013-10-17",81,81.38,80.62,80.99,1980300,80.47
"2013-10-18",81.7,82.43,81.69,82.16,2907300,81.63
"2013-10-21",81.98,82.4,81.6,81.87,2265700,81.34
"2013-10-22",82.1,82.34,81.19,81.4,2611700,80.87
"2013-10-23",80.84,80.84,78.51,78.81,4636600,78.3
"2013-10-24",78.48,79.37,78.25,79.13,4889600,78.62
"2013-10-25",82.03,82.75,81.13,82.72,6260200,82.19
"2013-10-28",82.65,83.07,82.11,82.91,3741500,82.37
"2013-10-29",82.6,82.63,81.38,81.8,3604500,81.27
"2013-10-30",82,82.33,81.26,81.78,2360100,81.25
"2013-10-31",81.67,82.1,80.86,81.18,2821100,80.66
"2013-11-01",81.2,81.45,79.8,80.83,2981800,80.31
"2013-11-04",81.15,81.28,80.42,80.91,1645300,80.39
"2013-11-05",80.57,81.15,79.81,80.32,2347900,79.8
"2013-11-06",80.67,81.44,80.15,81.4,2518500,80.87
"2013-11-07",81.75,81.78,80.11,80.41,2827000,79.89
"2013-11-08",80.32,82.25,80.32,82.2,2899200,81.67
"2013-11-11",82.59,83.19,81.95,82.97,2612500,82.43
"2013-11-12",82.36,83.19,82.08,82.55,2186100,82.02
"2013-11-13",82.5,82.62,81.77,82.42,2264900,81.89
"2013-11-14",82.4,83.6,81.57,83.56,3130600,83.02
"2013-11-15",83.98,84.71,83.84,84.3,3317500,83.75
"2013-11-18",84.38,84.59,83.07,83.45,3401400,82.91
"2013-11-19",83.5,83.68,82.72,83.16,2777500,82.62
"2013-11-20",83.29,84,83.06,83.36,2075500,82.82
"2013-11-21",83.82,84.18,83.18,83.86,2815400,83.32
"2013-11-22",83.94,84.02,83.06,83.66,2274800,83.12
"2013-11-25",83.12,83.5,82.18,82.61,2667600,82.08
"2013-11-26",82.6,82.75,80.82,81.75,2972700,81.22
"2013-11-27",81.51,82.15,80.89,81.46,2062600,80.93
"2013-11-29",81.75,82.24,81.4,81.5,1296600,80.97
"2013-12-02",81.74,82.53,81.02,81.69,2520500,81.16
"2013-12-03",81.37,82.66,81,82.62,2827300,82.09
"2013-12-04",82.17,82.65,81.05,81.85,1959700,81.58
"2013-12-05",81.55,81.86,81.12,81.61,1962600,81.34
"2013-12-06",82.45,82.55,81.41,81.59,1885500,81.32
"2013-12-09",81.25,81.35,80.03,80.19,4401000,79.92
