"","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"2012-04-27",274.29,275.97,267.22,268.38,2510000,47.92
"2012-04-30",267.86,268.11,264.9,265.82,2028000,47.47
"2012-05-01",265.81,270.6,264.4,268.38,2433500,47.92
"2012-05-02",267.69,267.69,262.46,263.13,2355000,46.99
"2012-05-03",263.75,267.22,260.34,264.13,3191000,47.16
"2012-05-04",263.38,263.77,258,258.17,2400500,46.1
"2012-05-07",258,259.98,254.32,255.34,3115000,45.6
"2012-05-08",255.23,257.34,253.5,256.91,3136500,45.88
"2012-05-09",254.66,261.5,253.32,260,3080500,46.43
"2012-05-10",262.68,264.15,260.64,261.71,2335000,46.73
"2012-05-11",261.57,266.29,258.21,262.94,2663500,46.95
"2012-05-14",260.42,262.41,258.22,260.11,1392500,46.45
"2012-05-15",260.48,261.17,257.29,258.54,2433500,46.17
"2012-05-16",259.43,262.93,256.63,256.74,2039500,45.85
"2012-05-17",255.2,259.62,253.16,253.59,2834000,45.28
"2012-05-18",256.3,262.79,256.3,258,3773500,46.07
"2012-05-21",259.38,265.17,258.52,263.93,3374000,47.13
"2012-05-22",264.1,266.93,255.5,257.25,2994500,45.94
"2012-05-23",254.65,256.85,249,253.51,3485000,45.27
"2012-05-24",254.07,256.49,253.51,256.16,2475500,45.74
"2012-05-25",260.9,264.17,258.86,262.52,2638000,46.88
"2012-05-29",264.52,264.99,260.5,263.8,1666000,47.11
"2012-05-30",262,262.48,258.9,260.77,1983000,46.56
"2012-05-31",260.73,262.74,256.06,257.57,3153500,45.99
"2012-06-01",253.03,257.01,252.48,257.01,3026000,45.89
"2012-06-04",257.47,261.29,257.43,260.8,3042500,46.57
"2012-06-05",260.76,270.5,260.04,268.19,4573000,47.89
"2012-06-06",268.53,273.89,267.82,269.51,3e+06,48.53
"2012-06-07",272.71,273.36,265.92,266.72,2726500,48.03
"2012-06-08",265.79,271.75,263.92,271.55,1620000,48.9
"2012-06-11",274.64,277.63,272.83,273.25,2872000,49.2
"2012-06-12",274.46,275.97,271.47,275.26,1613500,49.56
"2012-06-13",274.4,276.51,271.4,271.68,1593000,48.92
"2012-06-14",272.64,274.14,270.75,272.89,1771000,49.14
"2012-06-15",274.51,278.44,271.77,277.91,2204000,50.04
"2012-06-18",276.36,284.38,274.48,282.21,2480500,50.82
"2012-06-19",283.37,284.43,278.8,279.9,2066000,50.4
"2012-06-20",280.52,280.63,275.62,277.21,1625000,49.92
"2012-06-21",277.53,279.99,271.57,271.57,1742000,48.9
"2012-06-22",273.17,275.54,271.5,272.28,2407000,49.03
"2012-06-25",271.71,272.22,265.39,267.16,1541000,48.11
"2012-06-26",267.01,271.27,267.01,269.2,1245000,48.47
"2012-06-27",268.82,269.64,262.5,264.87,2309000,47.69
"2012-06-28",262.4,266.41,259.83,264.53,2387500,47.63
"2012-06-29",267.78,273.98,266.26,268.11,1885000,48.28
"2012-07-02",268.99,271.4,263.37,271.24,2262000,48.84
"2012-07-03",271.52,273.22,269.39,269.9,1042000,48.6
"2012-07-05",269.25,270.17,264.3,265.17,2000500,47.75
"2012-07-06",263.04,264.32,262.01,263.51,1722500,47.45
"2012-07-09",263.5,264.37,261.13,262.05,2009000,47.19
"2012-07-10",262.29,267.3,258.22,258.91,2797500,46.62
"2012-07-11",258.7,262.53,258.08,259.52,2093500,46.73
"2012-07-12",258.66,262.08,255.6,260.71,1687000,46.94
"2012-07-13",262.33,265.66,261.89,263.16,1784000,47.39
"2012-07-16",261.4,263.53,261.35,262.41,1537000,47.25
"2012-07-17",263.23,264.68,259.49,263.16,1607500,47.39
"2012-07-18",262.56,264.08,260.48,263.72,1151500,47.49
"2012-07-19",263.82,264.93,258,260.55,1899500,46.92
"2012-07-20",259.49,259.49,256.07,257,9191500,46.28
"2012-07-23",50.64,51.25,50.17,51.12,1328800,46.02
"2012-07-24",51.24,51.33,50.78,51.11,1707400,46.02
"2012-07-25",51.62,51.64,50.66,51.26,2088200,46.15
"2012-07-26",52,52.62,51.32,52.44,2353500,47.21
"2012-07-27",52.85,52.85,52.16,52.51,2261600,47.28
"2012-07-30",52.52,52.55,52.13,52.32,2061500,47.1
"2012-07-31",52.13,52.5,52.04,52.11,1797600,46.92
"2012-08-01",52.28,52.4,51.04,51.11,2303300,46.02
"2012-08-02",50.94,51.06,49.54,49.83,3388700,44.86
"2012-08-03",50.25,51.15,49.59,50.93,3468400,45.85
"2012-08-06",51.3,52.12,50.95,52,1683800,46.82
"2012-08-07",52.08,53.37,52.04,53.06,2858800,47.77
"2012-08-08",53.02,53.08,52.75,52.95,1603100,47.67
"2012-08-09",53.09,53.72,52.95,53.51,1620400,48.18
"2012-08-10",53.41,53.66,53,53.59,921000,48.25
"2012-08-13",53.48,53.73,53.2,53.5,1092800,48.17
"2012-08-14",53.46,53.58,52.33,52.58,1986600,47.34
"2012-08-15",52.69,52.86,52.34,52.65,885700,47.4
"2012-08-16",52.52,53.66,52.52,53.48,1593900,48.15
"2012-08-17",53.78,54.15,52.97,54.11,2213300,48.72
"2012-08-20",54.02,54.96,53.89,53.99,2036700,48.61
"2012-08-21",54,54.5,53.38,53.59,1358100,48.25
"2012-08-22",53.26,53.67,52.73,53.55,1706600,48.21
"2012-08-23",53.59,53.65,53.27,53.33,1470100,48.01
"2012-08-24",53.14,53.75,52.88,53.67,1051200,48.32
"2012-08-27",53.69,53.88,53.33,53.7,1621400,48.35
"2012-08-28",53.5,54.3,53.48,54.02,1759700,48.64
"2012-08-29",54.03,54.51,54.02,54.42,2227100,49
"2012-08-30",54.1,54.6,54,54.51,1685100,49.08
"2012-08-31",54.64,54.93,54.51,54.9,2519700,49.43
"2012-09-04",54.9,55.34,54.61,55.31,1631500,49.8
"2012-09-05",54.98,55.36,54.1,55.31,3323700,49.8
"2012-09-06",55.28,56.47,54.66,56.39,3001700,51.19
"2012-09-07",56.49,58.58,55.98,58.4,5167700,53.01
"2012-09-10",58.41,58.75,58.2,58.61,2794800,53.2
"2012-09-11",58.4,58.6,58.12,58.58,2865700,53.17
"2012-09-12",58.61,59.1,58.5,58.93,1551500,53.49
"2012-09-13",58.65,59.52,58.36,59.35,2399600,53.87
"2012-09-14",58.56,60,58.01,58.89,3908100,53.45
"2012-09-17",58.73,59.24,58.56,58.72,2167000,53.3
"2012-09-18",58.76,58.87,58.14,58.4,2365800,53.01
"2012-09-19",58.64,58.78,57.61,57.72,1996800,52.39
"2012-09-20",57.43,58.08,57.31,58.04,1389800,52.68
"2012-09-21",58.38,58.5,57.73,57.99,5782100,52.64
"2012-09-24",57.91,58.1,57.35,57.88,1249600,52.54
"2012-09-25",57.43,58.2,56.92,57.12,1721400,51.85
"2012-09-26",57.18,57.32,56.48,57.28,2059600,51.99
"2012-09-27",57.1,57.62,56.82,57.4,1541900,52.1
"2012-09-28",57.31,57.51,56.62,57.29,2287300,52
"2012-10-01",57.88,57.99,56.54,57.1,2311500,51.83
"2012-10-02",57.42,57.75,56.91,57.11,2260300,51.84
"2012-10-03",57.28,57.74,56.39,57.07,1940100,51.8
"2012-10-04",57.27,57.78,56.92,57.53,1128400,52.22
"2012-10-05",57.82,57.95,57.25,57.52,1481400,52.21
"2012-10-08",56.75,57.99,56.7,57.51,1069400,52.2
"2012-10-09",57.56,57.69,56.78,56.97,1488900,51.71
"2012-10-10",56.86,57.08,56.29,56.92,1288800,51.67
"2012-10-11",57.03,57.22,56.48,56.58,1350600,51.36
"2012-10-12",56.5,56.8,56.11,56.37,1494900,51.17
"2012-10-15",56.63,56.9,56.15,56.86,830800,51.61
"2012-10-16",56.82,57.69,56.69,57.49,877100,52.18
"2012-10-17",57.72,58,57,57.89,1147100,52.55
"2012-10-18",57.65,57.8,57.28,57.66,1226000,52.34
"2012-10-19",57.6,57.63,55.92,56.5,2130500,51.29
"2012-10-22",56.21,56.67,55.82,56.64,1129300,51.41
"2012-10-23",56.18,56.79,55.68,56.48,1571900,51.27
"2012-10-24",56.69,56.95,55.9,56.55,1602700,51.33
"2012-10-25",56.3,56.67,54.16,55,4054700,49.92
"2012-10-26",55.41,55.84,54.68,55.42,1978700,50.3
"2012-10-31",55.36,55.96,55.03,55.93,1968500,50.77
"2012-11-01",56.18,56.66,55.58,56.47,1184700,51.26
"2012-11-02",57.48,57.48,55.6,55.71,1413200,50.57
"2012-11-05",55.33,56.37,55.24,56.14,1046300,50.96
"2012-11-06",56.4,56.82,56.07,56.37,1366700,51.17
"2012-11-07",55.94,56.12,55.23,55.57,2866700,50.44
"2012-11-08",55.69,56.17,54.71,54.73,1226000,49.68
"2012-11-09",54.91,55.2,54.25,54.31,1192600,49.3
"2012-11-12",54.34,54.56,53.87,54.34,941800,49.32
"2012-11-13",54.02,54.89,53.94,53.96,1298300,48.98
"2012-11-14",53.95,54.12,53.43,53.56,1492700,48.62
"2012-11-15",53.78,54.55,53.73,54.08,1261200,49.09
"2012-11-16",54.03,54.44,53.73,54.24,1324000,49.23
"2012-11-19",54.5,54.94,54.2,54.45,1137600,49.42
"2012-11-20",54.42,54.88,54.27,54.6,1141300,49.56
"2012-11-21",54.71,54.75,54.08,54.43,786700,49.41
"2012-11-23",54.5,54.95,54.19,54.64,745700,49.6
"2012-11-26",54.53,55.32,54.53,55.27,1059800,50.17
"2012-11-27",55.19,55.35,54.2,54.29,1489300,49.28
"2012-11-28",54.03,55.08,53.76,54.9,2112500,49.83
"2012-11-29",55.29,55.39,54.77,55.15,1133000,50.06
"2012-11-30",55.15,55.69,54.88,55.27,1528300,50.17
"2012-12-03",55.56,55.82,55.3,55.57,1200500,50.44
"2012-12-04",55.46,55.67,54.1,54.65,2065100,49.61
"2012-12-05",54.63,55.11,54,54.72,1537100,49.67
"2012-12-06",54.02,55.3,53.99,55.03,2126800,50.37
"2012-12-07",55.06,55.22,54.55,54.96,1640600,50.3
"2012-12-10",53.83,54.56,53.65,54.06,2608600,49.48
"2012-12-11",54.25,54.37,52.48,52.93,6543400,48.44
"2012-12-12",53.18,53.58,52.75,52.8,2850000,48.32
"2012-12-13",51.7,52.1,50.81,51.21,3724700,48.05
"2012-12-14",50.81,51.38,50.46,51.23,2844500,48.07
"2012-12-17",51.45,51.7,51.05,51.61,2399900,48.43
"2012-12-18",51.58,52.66,51.5,52.41,4041400,49.18
"2012-12-19",52.69,52.94,52.36,52.63,2515800,49.38
"2012-12-20",53.33,53.45,50.87,51.4,4693700,48.23
"2012-12-21",51.24,51.24,50.31,50.74,3568400,47.61
"2012-12-24",50.6,50.9,50.48,50.83,691500,47.7
"2012-12-26",50.95,51.4,50.62,50.75,1427500,47.62
"2012-12-27",50.49,50.72,49.79,50.35,1677900,47.25
"2012-12-28",50.02,50.67,50.02,50.12,1701500,47.03
"2012-12-31",50.28,50.73,50.04,50.67,2026400,47.55
"2013-01-02",51.3,51.73,51,51.34,1923900,48.17
"2013-01-03",51.39,51.67,51.04,51.56,2130700,48.38
"2013-01-04",51.68,54.17,51.36,53.77,3770200,50.45
"2013-01-07",53.59,53.96,53.1,53.49,2655100,50.19
"2013-01-08",53.5,53.5,52.5,52.9,1725400,49.64
"2013-01-09",53.09,53.4,52.67,52.86,1169800,49.6
"2013-01-10",52.92,53.5,52.69,53.32,1019800,50.03
"2013-01-11",53.35,54.14,53.35,54.02,1598800,50.69
"2013-01-14",54.07,54.75,54.05,54.33,1769000,50.98
"2013-01-15",54.15,54.83,54.15,54.74,1643800,51.36
"2013-01-16",54.61,54.96,54.26,54.79,1482700,51.41
"2013-01-17",54.83,55.63,54.76,55.48,1302700,52.06
"2013-01-18",55.49,55.76,55.22,55.5,1684800,52.08
"2013-01-22",55.59,56.61,55.37,56.61,2310300,53.12
"2013-01-23",56.45,57.04,56.38,56.85,2550200,53.34
"2013-01-24",56.97,57.5,56.72,57.28,2480500,53.75
"2013-01-25",57.35,57.71,57.02,57.7,1705200,54.14
"2013-01-28",57.75,58.08,57.32,57.66,1647500,54.1
"2013-01-29",57.7,58.1,57.38,57.92,1906000,54.35
"2013-01-30",58.06,58.34,57.92,58.12,2250700,54.54
"2013-01-31",58.06,58.26,57.61,57.84,2157800,54.27
"2013-02-01",58.16,59.21,57.54,59.04,2829900,55.4
"2013-02-04",58.88,58.91,58.14,58.28,2009100,54.69
"2013-02-05",58.43,59.26,58.2,59.18,2287700,55.53
"2013-02-06",56.94,57.81,56.39,56.73,5042100,53.23
"2013-02-07",56.87,57.14,56.41,56.9,2214800,53.39
"2013-02-08",57.07,57.36,56.63,57.27,1461900,53.74
"2013-02-11",57.36,57.73,56.61,56.93,1936600,53.42
"2013-02-12",56.83,57.37,56.69,57.2,1411900,53.67
"2013-02-13",57.11,57.27,56.6,57.26,2192600,53.73
"2013-02-14",57.21,58.46,57.06,58.44,1966300,54.84
"2013-02-15",58.32,58.8,57.98,58.52,2145400,54.91
"2013-02-19",58.72,59.19,58.58,58.95,1734200,55.31
"2013-02-20",59.1,59.12,57.86,58.02,2175400,54.44
"2013-02-21",57.96,58.12,57.51,57.62,1310200,54.07
"2013-02-22",57.72,58.46,57.52,58.31,1290700,54.71
"2013-02-25",58.56,59.25,57.49,57.78,2423700,54.22
"2013-02-26",57.72,58.99,57.55,58.98,2874400,55.34
"2013-02-27",58.76,60.06,58.55,60.02,2786100,56.32
"2013-02-28",59.92,60.1,59.3,59.67,3366200,55.99
"2013-03-01",59.82,59.99,59.11,59.92,2452900,56.22
"2013-03-04",59.98,61.03,59.62,60.88,3092200,57.13
"2013-03-05",61.07,61.85,60.91,61.63,2488200,57.83
"2013-03-06",61.32,62.33,61.29,62.01,2167600,58.61
"2013-03-07",62.32,62.37,61.26,61.73,1392000,58.35
"2013-03-08",62.12,62.81,61.79,62.34,1527400,58.93
"2013-03-11",62.17,62.76,62.17,62.59,1956300,59.16
"2013-03-12",62.69,62.92,62.12,62.5,1934500,59.08
"2013-03-13",62.61,62.84,62.49,62.52,1315600,59.1
"2013-03-14",62.53,63.33,62.5,63.08,2156400,59.63
"2013-03-15",63.63,63.63,62.8,63.14,3074400,59.68
"2013-03-18",62.64,62.93,62.41,62.58,1420900,59.15
"2013-03-19",62.66,62.66,61.04,61.14,2815700,57.79
"2013-03-20",61.6,62.2,61.06,62.03,2458600,58.63
"2013-03-21",61.84,62.1,60.9,60.93,1923600,57.59
"2013-03-22",61.15,61.63,60.59,61.62,1434300,58.25
"2013-03-25",61.92,61.99,61,61.29,1230400,57.93
"2013-03-26",61.37,61.72,61.17,61.56,1128100,58.19
"2013-03-27",61.03,61.39,60.67,61.36,1321300,58
"2013-03-28",61.46,61.58,60.78,61.41,1301900,58.05
"2013-04-01",61.99,61.99,60.66,60.93,1018400,57.59
"2013-04-02",60,61.1,59.91,60.6,2278900,57.28
"2013-04-03",60.42,60.56,59.97,60.04,1745700,56.75
"2013-04-04",60.26,60.4,59.85,60.01,1145000,56.72
"2013-04-05",59.37,60.62,58.51,59.44,2146100,56.18
"2013-04-08",59.29,60.25,59.15,60.25,1056000,56.95
"2013-04-09",60.27,60.41,59.76,59.96,1129600,56.68
"2013-04-10",59.91,60.33,59.91,60.22,1181100,56.92
"2013-04-11",60.29,60.99,60.11,60.79,1664800,57.46
"2013-04-12",60.68,60.99,60.28,60.48,955600,57.17
"2013-04-15",60.32,60.75,58.81,58.84,1638100,55.62
"2013-04-16",59.23,59.65,58.93,59.45,1529600,56.19
"2013-04-17",59,59.29,58.64,58.73,1270900,55.51
"2013-04-18",58.95,59.35,58.36,58.53,1123600,55.32
"2013-04-19",58.93,59.15,58.51,59.01,1693100,55.78
"2013-04-22",59.09,60.55,58.93,60.28,1859400,56.98
"2013-04-23",60.51,60.58,59.54,59.86,2036300,56.58
"2013-04-24",60.02,60.51,59.79,60.17,737200,56.87
"2013-04-25",60.3,61.22,60.26,61.03,1327800,57.69
"2013-04-26",60.94,61.25,60.76,60.77,891600,57.44
"2013-04-29",61.01,61.25,60.67,60.84,1174700,57.51
"2013-04-30",60.8,61.1,60.56,60.86,1064800,57.53
"2013-05-01",60.84,60.98,60.08,60.13,1508600,56.84
"2013-05-02",60.07,60.45,58.62,60.4,1947500,57.09
"2013-05-03",60.67,61.26,60.32,60.64,1808700,57.32
"2013-05-06",60.6,61.21,60.56,60.96,1144300,57.62
"2013-05-07",61.04,61.24,60.42,60.48,1180300,57.17
"2013-05-08",60.14,60.95,59.68,60.7,1492900,57.38
"2013-05-09",60.53,61.2,60.5,60.76,855700,57.43
"2013-05-10",60.77,62.66,60.46,62.52,1875400,59.1
"2013-05-13",62.52,63.33,62.28,62.87,1218300,59.43
"2013-05-14",62.78,63.74,62.18,63.71,1763200,60.22
"2013-05-15",63.67,64.44,63.08,64.04,1637400,60.53
"2013-05-16",63.73,64.67,63.59,64.23,1578100,60.71
"2013-05-17",64.22,65.33,64.11,65.17,1685400,61.6
"2013-05-20",64.78,65.74,64.75,65.26,1354200,61.69
"2013-05-21",64.95,65.2,64.25,64.32,1758200,60.8
"2013-05-22",64.19,64.58,62.81,63.07,2451100,59.62
"2013-05-23",62.77,64.37,62.44,64.13,2638300,60.62
"2013-05-24",63.99,64.62,63.1,64.54,1497400,61.01
"2013-05-28",65.19,66.09,65.02,65.49,1745800,61.9
"2013-05-29",65,67.98,64.74,67.62,3247900,63.92
"2013-05-30",67.47,70.06,67.47,69.78,4974900,65.96
"2013-05-31",70.38,70.4,67.5,67.93,2604200,64.21
"2013-06-03",67.97,68.78,66.58,68.77,2349500,65
"2013-06-04",69.81,69.86,68.39,69.17,3554600,65.38
"2013-06-05",69.08,69.41,68.35,69.27,2788600,65.48
"2013-06-06",68.64,69.37,68.15,68.92,1889700,65.57
"2013-06-07",69.36,72.13,69.36,72,2655200,68.5
"2013-06-10",72.39,73.97,72.07,73.01,3508800,69.46
"2013-06-11",72.5,72.89,71.52,72.39,2177300,68.87
"2013-06-12",72.65,72.97,72.07,72.28,1617200,68.77
"2013-06-13",72.37,74.31,72.05,74.14,2050900,70.54
"2013-06-14",74.38,74.77,73.97,74.29,2456800,70.68
"2013-06-17",74.77,76.68,74.46,76.39,3260200,72.68
"2013-06-18",76.5,77.71,76.05,77.28,2798400,73.53
"2013-06-19",77.25,77.28,75.54,75.96,3626400,72.27
"2013-06-20",75.2,79.45,75.14,77.09,4894100,73.34
"2013-06-21",77.69,77.76,75.15,76.79,4624400,73.06
"2013-06-24",77.15,77.15,75.76,76.06,3469900,72.36
"2013-06-25",77.5,77.88,75.9,76.38,2461000,72.67
"2013-06-26",76.55,77.37,75.25,76.31,3090700,72.6
"2013-06-27",76.6,77.05,76.18,76.52,1955500,72.8
"2013-06-28",76.66,76.77,75.91,75.95,3248100,72.26
"2013-07-01",76.01,77.15,75.86,76.51,1727400,72.79
"2013-07-02",75.43,76.35,74.95,75.2,2108500,71.55
"2013-07-03",74.73,76.18,74.6,75.71,1288900,72.03
"2013-07-05",76.25,77.63,76.14,77.61,1592200,73.84
"2013-07-08",78.12,78.12,77.12,77.29,1199200,73.53
"2013-07-09",77.7,77.92,76.49,76.7,2002100,72.97
"2013-07-10",76.29,76.75,75.93,76.45,1103400,72.74
"2013-07-11",77.48,77.48,76.12,76.75,2828100,73.02
"2013-07-12",77.04,77.45,76.05,77.34,3042700,73.58
"2013-07-15",77.24,77.4,76.31,77.12,2002800,73.37
"2013-07-16",77.24,77.38,75.94,76.29,2157600,72.58
"2013-07-17",76.37,76.89,75.71,76.03,1640500,72.34
"2013-07-18",76.27,76.86,75.72,76.4,1798200,72.69
"2013-07-19",76.55,76.55,73.78,74.75,2838700,71.12
"2013-07-22",75.3,75.3,73.09,73.72,2640800,70.14
"2013-07-23",73.95,74.72,73.63,73.68,1300300,70.1
"2013-07-24",73.78,75.09,73.45,73.63,1679300,70.05
"2013-07-25",73.78,74.12,73.18,73.84,1930400,70.25
"2013-07-26",73.14,73.85,73.07,73.8,1660500,70.21
"2013-07-29",74,75.14,73.86,74.35,1397100,70.74
"2013-07-30",74.65,74.75,74.06,74.14,1362200,70.54
"2013-07-31",75,75.41,73.63,74.06,2702200,70.46
"2013-08-01",74.84,74.84,71.02,72.17,4743600,68.66
"2013-08-02",72,72.37,71.41,72.3,2747300,68.79
"2013-08-05",71.98,72.53,71.44,72.06,1173200,68.56
"2013-08-06",72.08,72.52,71.45,72.39,1567100,68.87
"2013-08-07",72.3,72.3,70.85,71.88,1277800,68.39
"2013-08-08",71.93,72.6,71.69,72.22,1299700,68.71
"2013-08-09",72.22,72.75,72.02,72.16,808300,68.65
"2013-08-12",71.8,71.92,71.15,71.55,984400,68.07
"2013-08-13",71.5,74.72,71.34,74.44,3005400,70.82
"2013-08-14",74.35,74.58,73.23,73.95,2060700,70.36
"2013-08-15",73.61,75.37,73.32,74.83,2823500,71.19
"2013-08-16",74.64,74.89,73.2,73.35,2246200,69.79
"2013-08-19",72.83,73.33,72.26,72.3,2482900,68.79
"2013-08-20",72.35,72.67,71.8,72.39,2072700,68.87
"2013-08-21",72.48,72.8,71.93,72.29,1410600,68.78
"2013-08-22",72.42,72.8,72.19,72.66,963900,69.13
"2013-08-23",72.87,73.14,71.77,72.58,1087300,69.05
"2013-08-26",72.53,73.05,71.92,71.94,1116100,68.44
"2013-08-27",71.6,71.62,70.31,70.5,1585800,67.07
"2013-08-28",70.61,71.41,70.61,70.77,1400600,67.33
"2013-08-29",70.33,71.21,70.31,70.47,1361000,67.05
"2013-08-30",70.43,71.29,70.31,71.11,1189000,67.66
"2013-09-03",71.94,72.72,71.66,72.33,1295700,68.82
"2013-09-04",72.61,73.85,72.11,73.65,1842200,70.07
"2013-09-05",73.82,73.89,73.04,73.37,1384700,69.81
"2013-09-06",73.17,73.18,72,72.43,1838600,69.34
"2013-09-09",72.57,72.87,72.25,72.53,1311000,69.43
"2013-09-10",72.83,73.74,72.73,73.23,1818000,70.1
"2013-09-11",73.18,73.66,72.6,72.69,1773300,69.59
"2013-09-12",72.57,73.5,72.25,72.72,1828700,69.61
"2013-09-13",72.76,73.11,72.11,72.35,1168700,69.26
"2013-09-16",72.47,72.88,71.47,71.73,1916500,68.67
"2013-09-17",71.73,72.01,71.51,71.95,1488500,68.88
"2013-09-18",71.72,72.58,70.28,70.88,3324800,67.85
"2013-09-19",70.84,74.17,70.73,73.86,3700800,70.71
"2013-09-20",73.93,75.34,73.79,74.55,4513500,71.37
"2013-09-23",74.32,74.54,73.32,73.61,1351400,70.47
"2013-09-24",73.53,73.83,72.85,73.03,1058200,69.91
"2013-09-25",73.92,74.85,73.51,74.56,1952300,71.38
"2013-09-26",74.73,75.5,74.5,75.31,1889800,72.09
"2013-09-27",74.79,75.06,74.05,74.83,1050700,71.63
"2013-09-30",74.22,74.38,73.49,73.88,1394200,70.72
"2013-10-01",73.8,74.83,73.54,74.8,1033100,71.6
"2013-10-02",74.06,74.3,72.71,73.97,1613300,70.81
"2013-10-03",73.6,74.25,73.03,73.93,1408900,70.77
"2013-10-04",74.25,75.43,73.83,75,1877000,71.8
"2013-10-07",74.73,75.43,74.17,74.39,1548300,71.21
"2013-10-08",74.42,74.56,72.35,72.44,1228800,69.35
"2013-10-09",72.57,72.78,71.58,72.04,910600,68.96
"2013-10-10",72.7,74.51,72.29,74.5,1219300,71.32
"2013-10-11",74.11,75.87,74.11,74.75,1272100,71.56
"2013-10-14",74.63,75.51,73.98,75.35,638700,72.13
"2013-10-15",74.97,76.05,74.89,75.17,1060900,71.96
"2013-10-16",75.5,77.24,75.17,76.49,1402700,73.22
"2013-10-17",76.01,76.99,75.8,76.76,1067900,73.48
"2013-10-18",77.02,77.02,75.55,76.83,1505000,73.55
"2013-10-21",76.7,77.26,76.17,76.64,1305400,73.37
"2013-10-22",76.87,78.02,76.36,77.73,2435500,74.41
"2013-10-23",77.38,77.92,76.86,77.22,1742000,73.92
"2013-10-24",77.48,77.92,76.6,76.97,1244700,73.68
"2013-10-25",76.86,77.03,76.11,76.5,1181000,73.23
"2013-10-28",76.46,76.5,75.1,75.17,1400200,71.96
"2013-10-29",75.27,75.58,74.82,75.01,1323800,71.81
"2013-10-30",75,75.49,74.48,74.95,1221500,71.75
"2013-10-31",75.06,75.18,74.17,74.21,1504600,71.04
"2013-11-01",74.2,75.19,74.2,74.7,1372400,71.51
"2013-11-04",73.93,74.33,72.17,73.82,2151300,70.67
"2013-11-05",73.91,75.03,73.66,73.66,1408300,70.51
"2013-11-06",73.66,74.8,73.55,74.73,1053000,71.54
"2013-11-07",74.75,75.85,74.61,74.66,1647000,71.47
"2013-11-08",74.83,78.03,74.65,77.81,2152600,74.49
"2013-11-11",77.28,78.85,77.25,77.94,1462600,74.61
"2013-11-12",77.9,78.7,77.62,78.57,1901600,75.21
"2013-11-13",78.46,78.68,77.58,78.63,1345000,75.27
"2013-11-14",78.69,79.05,77.8,78.84,1022800,75.47
"2013-11-15",78.71,79.69,78.71,79.56,1531000,76.16
"2013-11-18",79.59,80.78,79.15,79.77,1984300,76.36
"2013-11-19",79.93,81.26,79.31,81.14,1776300,77.67
"2013-11-20",81.26,82.5,80.92,81.42,2050400,77.94
"2013-11-21",81.53,83.82,81.48,83.58,1979300,80.01
"2013-11-22",83.34,84.35,83.34,83.85,1756400,80.27
"2013-11-25",83.99,84,82.14,82.29,1305600,78.78
"2013-11-26",82.17,82.86,81.57,81.95,1940500,78.45
"2013-11-27",82.44,82.53,81.75,82.31,1020200,78.79
"2013-11-29",82.08,82.45,81.76,81.95,667000,78.45
"2013-12-02",82.02,82.31,81.33,81.39,1364900,77.91
"2013-12-03",81.18,81.58,80.4,80.97,1319000,77.51
"2013-12-04",80.59,81.18,79.32,80.06,2536700,76.64
"2013-12-05",79.8,80.34,77.93,79.11,2882200,75.73
"2013-12-06",79.44,80.06,78.48,79.97,2648900,76.99
"2013-12-09",79.97,81.83,79.96,81.03,1846200,78.01
"2013-12-10",80.66,80.95,78.96,79.74,1615700,76.77
"2013-12-11",79.69,80.24,78.79,78.93,1351900,75.99
"2013-12-12",79.05,80.13,78.51,80.11,1519900,77.13
"2013-12-13",80.14,81.86,80.11,81.51,1792000,78.47
"2013-12-16",82,82.96,81.85,82.36,1968200,79.29
"2013-12-17",82.21,83.06,82.1,82.89,2430700,79.8
"2013-12-18",83.2,84.71,82.42,84.64,2379700,81.49
"2013-12-19",84.16,84.7,83.59,83.68,2118300,80.56
"2013-12-20",83.6,84.41,83.3,83.79,2693400,80.67
"2013-12-23",84.36,84.43,82.33,83.12,1962700,80.02
"2013-12-24",80.38,80.46,78.68,80.03,1715300,79.54
"2013-12-26",80.37,80.78,79.55,79.88,2441800,79.39
"2013-12-27",80.21,80.21,78.83,78.91,1438400,78.42
"2013-12-30",79.11,79.18,77.59,78.44,2752800,77.96
"2013-12-31",78.93,79.46,78.13,78.46,1307600,77.98
"2014-01-02",77.96,78.75,77.32,77.96,2070900,77.48
"2014-01-03",78.12,79.55,77.81,79.2,1343300,78.71
"2014-01-06",79,79.97,78.39,78.4,1961200,77.92
"2014-01-07",78.55,79.08,77.29,77.82,1598100,77.34
"2014-01-08",76.82,78.04,76.59,77.06,2578400,76.59
"2014-01-09",77.34,77.8,76.92,77.1,1577700,76.63
"2014-01-10",77.2,77.48,75.9,76.49,1727400,76.02
"2014-01-13",76.39,76.41,73.85,74.02,2558300,73.56
"2014-01-14",74.57,75.45,74.19,75.29,1706000,74.83
"2014-01-15",75.38,76.7,75.22,75.76,3598300,75.29
"2014-01-16",75.32,75.9,75.12,75.5,1246700,75.04
"2014-01-17",75.26,75.82,75.05,75.49,1690400,75.03
"2014-01-21",75.75,76.1,75.57,75.73,1223500,75.26
"2014-01-22",75.75,76.38,75.68,75.85,1145900,75.38
"2014-01-23",75.37,75.72,75.19,75.51,2061600,75.05
"2014-01-24",75.01,75.31,74.2,74.42,2508600,73.96
"2014-01-27",74.43,75.05,72.89,72.93,3849800,72.48
