"","ICE.Open","ICE.High","ICE.Low","ICE.Close","ICE.Volume","ICE.Adjusted"
"2014-02-04",203.12,209,202.9,208.87,1045100,208.22
"2014-02-05",208.68,210.51,205,207.56,711800,206.91
"2014-02-06",208.11,210.58,207.38,210.42,816400,209.77
"2014-02-07",210.18,216.3,210.18,215.53,1216800,214.86
"2014-02-10",215.6,216.9,211.27,212.11,1437000,211.45
"2014-02-11",213.4,216.99,212.11,216.48,1279800,215.81
"2014-02-12",216.55,218.75,213.47,217.41,1171600,216.73
"2014-02-13",216.46,219.83,215.74,216.91,711700,216.24
"2014-02-14",216.25,217,213.22,214.85,689500,214.18
"2014-02-18",214.88,218.45,214.85,216.95,810000,216.28
"2014-02-19",215.47,216.38,211.58,211.78,837000,211.12
"2014-02-20",212.41,213.33,209.65,210.25,667100,209.6
"2014-02-21",211.37,213.93,210.08,212.91,952000,212.25
"2014-02-24",212.67,216.4,212.27,215.32,686000,214.65
"2014-02-25",214.65,217.21,213.29,214.23,692100,213.56
"2014-02-26",215.23,215.27,208.67,208.89,1066700,208.24
"2014-02-27",213.46,213.46,206.25,209.08,875100,208.43
"2014-02-28",209.27,211.72,207.69,208.84,748000,208.19
"2014-03-03",207.41,210.62,206.71,209.98,773700,209.33
"2014-03-04",211.52,215.39,211.27,214.92,555700,214.25
"2014-03-05",214.58,216.08,212.67,213.9,737400,213.24
"2014-03-06",214.55,219.34,214.55,214.97,1032500,214.3
"2014-03-07",215.73,216.21,212.04,212.64,945300,211.98
"2014-03-10",212.6,212.83,209.57,210.28,598600,209.63
"2014-03-11",211.9,211.9,207.69,208.45,689600,207.8
"2014-03-12",207.95,209.42,206.04,209.14,568700,208.49
"2014-03-13",209.17,209.51,203.44,204.05,703100,204.05
"2014-03-14",204.02,206,203,204.93,785600,204.93
"2014-03-17",206,209.5,205.76,209.16,696500,209.16
