"","ICE.Open","ICE.High","ICE.Low","ICE.Close","ICE.Volume","ICE.Adjusted"
"2010-07-06",107.6,107.89,101.74,103.91,1609400,103.28
"2010-07-07",104.08,107.07,102.57,106.78,1518200,106.13
"2010-07-08",107.15,108.01,105.56,107.31,898100,106.66
"2010-07-09",107.09,108.2,105.64,106.64,823300,105.99
"2010-07-12",106.34,107.31,105.79,106.61,534500,105.96
"2010-07-13",107.71,108.6,107.26,108,810000,107.34
"2010-07-14",107.39,107.81,104.43,105.9,1259800,105.26
"2010-07-15",105.81,106.75,103.65,105.53,1025100,104.89
"2010-07-16",104.3,105.38,101.34,101.54,995400,100.92
"2010-07-19",101.79,103.59,101.45,102.89,734000,102.27
"2010-07-20",103.01,107.83,102.51,107.54,1382300,106.89
"2010-07-21",109.08,109.08,104.2,104.38,751400,103.75
"2010-07-22",105.8,107.49,105.23,106.52,484100,105.87
"2010-07-23",105.65,108.49,105.65,108.36,485100,107.7
"2010-07-26",108.67,108.67,106.9,108,574400,107.34
"2010-07-27",108.47,108.9,106.8,107.2,656200,106.55
"2010-07-28",107.15,108.22,106.45,106.65,402400,106
"2010-07-29",107.02,108.16,105.7,106.47,396200,105.82
"2010-07-30",105.67,106.47,104.13,105.62,609600,104.98
"2010-08-02",107,108.85,106.74,108.64,685100,107.98
"2010-08-03",108.25,108.43,106.75,107.41,774300,106.76
"2010-08-04",108.25,111.55,108.25,110.31,1059300,109.64
"2010-08-05",110,110,107.96,108.96,597000,108.3
"2010-08-06",107.52,108.96,106.7,107.33,533900,106.68
"2010-08-09",107.98,108.67,106.07,108.54,665500,107.88
"2010-08-10",107.45,108,105.38,106.25,1003500,105.6
"2010-08-11",104.91,104.99,101.79,102.02,1366700,101.4
"2010-08-12",100.88,101.38,99.52,100.51,721900,99.9
"2010-08-13",100.32,100.79,95.57,96.46,1897400,95.87
"2010-08-16",97.3,98.61,96.18,98.21,1177800,97.61
"2010-08-17",99.1,100.35,97.71,99.91,1206500,99.3
"2010-08-18",99.72,100.05,98.64,99.69,805900,99.08
"2010-08-19",99.22,99.8,97.37,97.42,688400,96.83
"2010-08-20",96.52,97.71,96.5,97.05,812200,96.46
"2010-08-23",97.16,98.01,96.31,96.48,1078200,95.89
"2010-08-24",95.52,95.52,93.68,93.92,1504800,93.35
"2010-08-25",93.44,96.25,92.18,95.63,1667800,95.05
"2010-08-26",96.22,97.29,95.16,95.68,992700,95.1
"2010-08-27",96.37,97.36,95.78,97.34,1303400,96.75
"2010-08-30",97.2,97.28,94.38,94.42,734600,93.85
"2010-08-31",94,95.99,94,95.56,1142500,94.98
"2010-09-01",97.51,99.41,97.41,99.41,754800,98.81
"2010-09-02",98.98,100.76,98.12,100.65,531900,100.04
"2010-09-03",101.78,102.34,100.25,102.33,616600,101.71
"2010-09-07",101.72,103.89,101.42,103.25,1207000,102.62
"2010-09-08",103.29,105,103.29,104.09,902800,103.46
"2010-09-09",105.37,105.46,103.85,104.39,576600,103.76
"2010-09-10",104.29,106,104.29,105.52,448800,104.88
"2010-09-13",106.53,107.71,106.06,107.24,433800,106.59
"2010-09-14",107.09,107.83,106.3,106.44,656000,105.79
"2010-09-15",106.24,107.3,105.82,107.16,624500,106.51
"2010-09-16",107.12,107.32,105.52,106.22,694200,105.57
"2010-09-17",106.6,106.79,104.87,104.96,769500,104.32
"2010-09-20",105.2,105.41,103.95,104.93,1819700,104.29
"2010-09-21",104.96,105.51,103.1,103.49,765000,102.86
"2010-09-22",103.29,104.87,102.6,102.85,639800,102.23
"2010-09-23",102.29,102.55,100.76,101.07,1424900,100.46
"2010-09-24",102.26,104.7,102.07,104.53,645200,103.9
"2010-09-27",104.79,106.01,104.27,105.07,597800,104.43
"2010-09-28",105.1,106.03,103.98,105.84,623400,105.2
"2010-09-29",105.26,105.85,104.31,105.23,429900,104.59
"2010-09-30",106.15,107.19,104.72,104.72,649600,104.08
"2010-10-01",105.63,107.2,105.08,106.55,736000,105.9
"2010-10-04",106.04,107.81,105.83,107.36,915200,106.71
"2010-10-05",108.32,111.84,107.47,111.3,1073600,110.62
"2010-10-06",110.88,111.68,110.25,110.79,620200,110.12
"2010-10-07",111.26,112.54,110.75,111.4,665600,110.72
"2010-10-08",111.5,112.68,110.63,112.36,520000,111.68
"2010-10-11",112.32,112.57,111.59,111.98,386500,111.3
"2010-10-12",111.85,113.6,111.11,113.24,804300,112.55
"2010-10-13",113.89,115,112.8,112.94,1181900,112.25
"2010-10-14",112.9,113.97,112.06,112.95,891300,112.26
"2010-10-15",114.08,115.21,112.81,115,846000,114.3
"2010-10-18",115,116.9,114.33,116.79,651100,116.08
"2010-10-19",115.27,117.16,114.05,115.97,1024500,115.27
"2010-10-20",115.97,117.15,115.61,115.99,786000,115.29
"2010-10-21",116.44,118.36,116.12,118.18,629200,117.46
"2010-10-22",118.24,119.09,116.7,116.84,675800,116.13
"2010-10-25",117.46,118,115.36,115.61,1269600,114.91
"2010-10-26",113.46,114.42,110.72,113.17,1031500,112.48
"2010-10-27",112.53,114.85,112.45,114.67,531100,113.97
"2010-10-28",115.36,115.56,114.13,114.57,874000,113.87
"2010-10-29",114.03,115.57,113.8,114.87,810700,114.17
"2010-11-01",114.52,115.6,112.55,114.27,1286600,113.58
"2010-11-02",115.68,115.72,113.15,113.49,536800,112.8
"2010-11-03",113.87,114.05,111.35,112.5,847100,111.82
"2010-11-04",113.59,114.77,112.85,114.72,837700,114.02
"2010-11-05",115.16,117.67,114.76,117.44,936500,116.73
"2010-11-08",116.84,117.46,115.33,117.33,648700,116.62
"2010-11-09",117.5,117.5,114.86,115.13,386100,114.43
"2010-11-10",115.15,116.19,113.77,115.96,384200,115.26
"2010-11-11",114.97,115.9,114.12,114.68,419900,113.98
"2010-11-12",114,114.48,111.86,112.26,524500,111.58
"2010-11-15",112.76,114.41,112.57,113.35,448100,112.66
"2010-11-16",112.76,113.56,110.58,110.76,504700,110.09
"2010-11-17",110.93,111.86,110.36,111.68,470000,111
"2010-11-18",112.75,113.94,111.82,113.15,639300,112.46
"2010-11-19",113.15,115.01,112.46,114.78,657500,114.08
"2010-11-22",113.96,114.08,112.49,112.96,487700,112.27
"2010-11-23",111.68,112.83,111.01,111.81,484200,111.13
"2010-11-24",112.32,114.3,111.95,114.23,436300,113.54
"2010-11-26",113.26,114.48,112.69,113.07,273800,112.38
"2010-11-29",112.49,113.43,111.68,112.92,390600,112.23
"2010-11-30",111.81,113,111.35,112.7,444900,112.02
"2010-12-01",114.22,115.69,113.5,115.62,605700,114.92
"2010-12-02",115.97,120.81,115.63,120.34,920400,119.61
"2010-12-03",119.85,120,115.38,116.76,992300,116.05
"2010-12-06",116.5,118.03,116.34,117.94,510500,117.22
"2010-12-07",117.94,119.42,116.1,116.2,535800,115.49
"2010-12-08",116.39,118.13,116.22,118.04,456600,117.32
"2010-12-09",118.11,118.64,116.73,117.72,329200,117.01
"2010-12-10",117.72,118.29,116.82,117.55,396100,116.84
"2010-12-13",118.5,120.57,117.75,117.75,796000,117.03
"2010-12-14",117.67,117.67,115.83,116.38,447600,115.67
"2010-12-15",116.14,118.46,115.61,117.8,668200,117.08
"2010-12-16",117.66,118.4,116.36,117.36,670100,116.65
"2010-12-17",118.99,120.26,117.02,119.23,811500,118.51
"2010-12-20",119.35,120.49,118.94,119.06,418600,118.34
"2010-12-21",119.45,120.4,119.13,120.08,430200,119.35
"2010-12-22",120.08,121.9,120.08,120.45,368000,119.72
"2010-12-23",120.18,120.37,119.59,120,340700,119.27
"2010-12-27",119.55,120.9,119.44,120.86,322500,120.13
"2010-12-28",120.89,121.28,120.32,120.9,261700,120.17
"2010-12-29",120.9,120.92,119.2,119.85,369600,119.12
"2010-12-30",119.85,120.24,119.18,119.49,220700,118.76
"2010-12-31",119.12,119.83,119.06,119.15,187800,118.43
"2011-01-03",119.8,120.99,118.82,119.15,759300,118.43
"2011-01-04",119.19,120.18,117.47,117.97,615700,117.25
"2011-01-05",117.63,119.13,117.21,117.65,536000,116.94
"2011-01-06",117.6,117.7,113.77,114.48,1317000,113.78
"2011-01-07",114.65,115.04,112.13,114.02,769100,113.33
"2011-01-10",112.66,115.46,112.66,114.09,1003300,113.4
"2011-01-11",114.74,115.5,112.48,112.48,745700,111.8
"2011-01-12",113.5,116.68,112.76,115.4,1082300,114.7
"2011-01-13",115.34,116.72,114.59,116.35,673600,115.64
"2011-01-14",116.38,117.21,115.36,116.27,797900,115.56
"2011-01-18",116.62,117.37,116.1,116.76,582600,116.05
"2011-01-19",116.38,117.06,115.21,115.56,698600,114.86
"2011-01-20",114.8,116.16,113.26,115.55,1074200,114.85
"2011-01-21",116.57,118.19,115.95,116.59,632900,115.88
"2011-01-24",116.07,117.85,116.07,116.81,432600,116.1
"2011-01-25",116.29,117.31,113.42,115.4,1267200,114.7
"2011-01-26",115.72,115.8,114.52,114.97,574400,114.27
"2011-01-27",115.1,118.13,114.64,117.85,782200,117.13
"2011-01-28",117.97,118.48,115.66,116.91,789100,116.2
"2011-01-31",117.09,120.54,117.09,120.49,1158800,119.76
"2011-02-01",120.55,122.5,120.43,121.38,654000,120.64
"2011-02-02",121.07,121.91,119.87,120.29,647100,119.56
"2011-02-03",120.29,120.29,117.79,119.26,727400,118.54
"2011-02-04",119.18,120.38,118.45,120.38,524600,119.65
"2011-02-07",121.35,121.81,120.13,120.32,370000,119.59
"2011-02-08",120.56,120.71,117.55,118.22,959500,117.5
"2011-02-09",120.01,123.47,119.5,123.13,2631600,122.38
"2011-02-10",122.63,129.16,122.5,128.45,1630400,127.67
"2011-02-11",127.59,129.5,126.94,128.78,621300,128
"2011-02-14",128.55,131.54,127.64,130.46,705100,129.67
"2011-02-15",130,130.21,125.87,126.74,982100,125.97
"2011-02-16",126.99,129.3,126.5,127.88,803700,127.1
"2011-02-17",127.01,129.53,127.01,128.9,860600,128.12
"2011-02-18",129.11,129.11,125.64,127.18,779600,126.41
"2011-02-22",125.6,126.12,121.29,122.29,1410600,121.55
"2011-02-23",122.44,123.18,120.8,122.73,1073400,121.98
"2011-02-24",122.02,124.8,121.5,123.64,733000,122.89
"2011-02-25",124.22,126.98,123.98,126.91,549600,126.14
"2011-02-28",127.46,130.25,126.82,128.2,719700,127.42
"2011-03-01",128.4,129.13,126.65,127.1,539200,126.33
"2011-03-02",126.62,128.73,126.23,127.51,606100,126.74
"2011-03-03",128.47,130.23,128.05,129.48,565000,128.69
"2011-03-04",129.8,130.44,128.72,130.25,659800,129.46
"2011-03-07",130.48,135.38,130.39,134.72,1587500,133.9
"2011-03-08",133.57,133.57,130.47,131.94,871000,131.14
"2011-03-09",131.37,131.87,130.34,130.93,500700,130.13
"2011-03-10",129.64,130.03,126.72,127.59,734100,126.82
"2011-03-11",127.81,128.54,124.76,126.07,1162800,125.3
"2011-03-14",125.23,125.6,123.91,124.79,810600,124.03
"2011-03-15",121.85,124.88,121.21,123.33,818500,122.58
"2011-03-16",123.14,125.7,122.91,123.77,740700,123.02
"2011-03-17",125.42,126.28,124.73,125.34,567500,124.58
"2011-03-18",126.98,127.44,123.91,124.77,635200,124.01
"2011-03-21",125.77,126.4,124.57,125.24,326700,124.48
"2011-03-22",124.85,126.78,124.63,125.75,590300,124.99
"2011-03-23",125.3,127.99,125.27,127.03,470400,126.26
"2011-03-24",127.68,128.12,126.36,127.3,419800,126.53
"2011-03-25",127.4,128.34,126.18,127.98,371200,127.2
"2011-03-28",126.77,128.24,125.7,125.81,501000,125.05
"2011-03-29",125.51,126.13,123.98,126.12,441800,125.35
"2011-03-30",126.91,126.95,124.72,124.93,401800,124.17
"2011-03-31",124.6,124.98,122.06,123.54,805300,122.79
"2011-04-01",122.6,123.25,117.95,119.75,4351000,119.02
"2011-04-04",120.39,122.91,118.15,118.9,1411100,118.18
"2011-04-05",118.75,120.03,117.66,119.81,925000,119.08
"2011-04-06",119.74,122.82,119.73,122.49,1064300,121.75
"2011-04-07",124.31,124.94,121.83,122.26,805300,121.52
"2011-04-08",122.35,122.97,119.88,120.55,539000,119.82
"2011-04-11",120.85,121.67,119.7,120.55,598400,119.82
"2011-04-12",119.76,121.97,119.38,120.48,464700,119.75
"2011-04-13",121.1,122,120.55,121.19,475000,120.45
"2011-04-14",120.48,121.72,119.71,120.64,371300,119.91
"2011-04-15",121.05,122.39,120.5,122.02,704000,121.28
"2011-04-18",120.78,120.78,119.17,119.84,507600,119.11
"2011-04-19",119.88,120.69,118.5,119.33,491900,118.61
"2011-04-20",120.69,120.94,120.14,120.66,444700,119.93
"2011-04-21",121.01,122.21,120.72,122.18,387100,121.44
"2011-04-25",122.47,123.31,120.6,122,637800,121.26
"2011-04-26",122.23,123.5,122.03,122.37,622700,121.63
"2011-04-27",122.75,123.17,120.18,121.79,497100,121.05
"2011-04-28",121.55,121.95,119.61,120.2,472200,119.47
"2011-04-29",120.29,120.66,118.8,120.35,590000,119.62
"2011-05-02",120.64,120.77,117.7,118.2,871500,117.48
"2011-05-03",117.99,118.68,116.07,116.45,723700,115.74
"2011-05-04",115.99,117,112.2,114.85,1858600,114.15
"2011-05-05",114.3,115.33,112.23,114.06,964500,113.37
"2011-05-06",115.2,118.1,114.93,117.6,1200400,116.89
"2011-05-09",117.76,119.31,116.94,118.93,841500,118.21
"2011-05-10",119.01,120.35,118.3,120.25,565100,119.52
"2011-05-11",120.06,121.44,119.38,120.31,978600,119.58
"2011-05-12",119.79,120.88,118.66,120.04,807000,119.31
"2011-05-13",119.94,120.58,117.87,118.32,451900,117.6
"2011-05-16",121.26,126.67,120.99,122.22,2212000,121.48
"2011-05-17",122.54,123.35,120.11,120.48,1287800,119.75
"2011-05-18",120.64,122.57,120.42,122.37,493600,121.63
"2011-05-19",122.62,123,120.92,122.86,545800,122.11
"2011-05-20",122.77,123.62,121.02,121.18,412300,120.44
"2011-05-23",119.99,120.59,119.5,120.41,492900,119.68
"2011-05-24",120.59,121.67,119.89,121.36,628100,120.62
"2011-05-25",120.75,121.69,120.24,121.15,506200,120.41
"2011-05-26",120.55,120.78,119.75,120.37,511300,119.64
"2011-05-27",121.2,121.73,118.61,119.17,582000,118.45
"2011-05-31",120.21,120.66,118.81,120.65,1248800,119.92
"2011-06-01",120.43,120.72,116.54,116.61,734900,115.9
"2011-06-02",116.89,117.98,115.9,117.36,556000,116.65
"2011-06-03",116.15,117.5,115.5,115.63,446800,114.93
"2011-06-06",115,115.5,113.26,113.75,524400,113.06
"2011-06-07",114.12,114.81,113.32,113.85,365900,113.16
"2011-06-08",112.82,113.95,112.66,113.21,655900,112.52
"2011-06-09",113.61,117,113.02,116.71,625900,116
"2011-06-10",115.46,116.8,115.04,115.79,485700,115.09
"2011-06-13",116.18,116.93,115.61,115.96,494900,115.26
"2011-06-14",117.09,118.85,116.71,118.57,514800,117.85
"2011-06-15",117.5,118.06,115.76,116.52,587900,115.81
"2011-06-16",116.37,119.29,116.08,117.11,843100,116.4
"2011-06-17",117.92,118.96,117.65,118.11,484300,117.39
"2011-06-20",119.47,120.73,118.14,120.63,561000,119.9
"2011-06-21",121.14,122.33,120.51,122.27,570700,121.53
"2011-06-22",122.29,122.96,119.83,119.93,514700,119.2
"2011-06-23",118.36,119.96,117.26,119.62,631700,118.89
"2011-06-24",119.64,120.27,117.76,118.56,407000,117.84
"2011-06-27",118.91,120.91,118.65,120.52,362900,119.79
"2011-06-28",120.8,123.55,119.85,122.41,393700,121.67
"2011-06-29",122.97,125.85,122.76,124.15,673600,123.4
"2011-06-30",124.7,125.75,123.97,124.71,498000,123.95
"2011-07-01",124.84,127.27,124.78,126.98,453500,126.21
"2011-07-05",126.67,129.14,126.67,128.51,627300,127.73
"2011-07-06",127.96,127.96,126.82,127.83,295600,127.05
"2011-07-07",129.08,131.72,128.36,129.52,590500,128.73
"2011-07-08",127.97,128.89,127.16,128.4,365100,127.62
"2011-07-11",126.81,127.81,124.71,125.59,458900,124.83
"2011-07-12",125.62,127,125.23,125.32,256200,124.56
"2011-07-13",126.28,127.98,125.87,126.12,452000,125.35
"2011-07-14",126.75,128.5,125.81,126.03,694800,125.26
"2011-07-15",126.26,127.57,125.45,127.5,369200,126.73
"2011-07-18",127.22,127.84,125.17,125.88,449300,125.12
"2011-07-19",126.65,127.75,125.94,127.65,310800,126.87
"2011-07-20",128,128.74,125.94,126.31,538200,125.54
"2011-07-21",127.44,128.5,126.81,128.2,589800,127.42
"2011-07-22",126.85,129.36,126.85,128.72,308100,127.94
"2011-07-25",127.4,128.66,127.06,127.82,267400,127.04
"2011-07-26",127.46,127.9,126.11,126.29,507400,125.52
"2011-07-27",125.81,126.52,122.82,123.08,527500,122.33
"2011-07-28",123.18,125.61,123.18,123.6,368900,122.85
"2011-07-29",122.58,124.97,121.5,123.3,473600,122.55
"2011-08-01",124.73,124.73,120.92,122.12,441200,121.38
"2011-08-02",121.22,122.13,119.07,119.09,666000,118.37
"2011-08-03",119.4,120.55,114.11,117.02,1213000,116.31
"2011-08-04",115.31,115.87,110.67,110.84,973000,110.17
"2011-08-05",112.21,113.8,109.03,110.16,1064700,109.49
"2011-08-08",107.6,110.87,102.57,103.91,2595600,103.28
"2011-08-09",106.01,114.37,104.77,113,2844100,112.31
"2011-08-10",110,114.84,106.75,109.8,1872300,109.13
"2011-08-11",111,118.25,110.7,116.85,1184600,116.14
"2011-08-12",117.56,118.26,114.41,114.88,648900,114.18
"2011-08-15",115.89,116.65,114.72,116.43,733700,115.72
"2011-08-16",115.03,115.52,109.29,111.22,1606800,110.54
"2011-08-17",111.85,113.94,110.63,111.14,729600,110.46
"2011-08-18",108.05,108.53,104.92,105.73,800900,105.09
"2011-08-19",104.21,107.33,104,105.05,707200,104.41
"2011-08-22",107.1,108.49,105.77,106.24,530200,105.59
"2011-08-23",106.27,111.41,105.31,111.29,703600,110.61
"2011-08-24",110.9,112.7,110.1,112.61,439700,111.93
"2011-08-25",113.92,113.92,109.26,110.24,509300,109.57
"2011-08-26",109.36,112.3,107.15,112.09,436800,111.41
"2011-08-29",114.61,116.46,113.64,116.45,478100,115.74
"2011-08-30",115.99,116.96,113.68,116.21,438700,115.5
"2011-08-31",117.32,118.43,116.51,117.95,571100,117.23
"2011-09-01",117.73,117.98,114.82,115.21,439500,114.51
"2011-09-02",113.41,114.12,111.65,112.53,368100,111.85
"2011-09-06",108.99,113.5,108.82,113.18,590300,112.49
"2011-09-07",114.61,117.25,113.73,117.07,739100,116.36
"2011-09-08",116.11,118,115.19,116.7,602500,115.99
"2011-09-09",115.52,117.02,113.85,114.48,658000,113.78
"2011-09-12",112.67,117.74,112.08,117.64,660100,116.93
"2011-09-13",117.56,119.34,116.2,119.12,582800,118.4
"2011-09-14",119.75,121.99,116.36,120.49,681700,119.76
"2011-09-15",121.3,123.79,118.84,123.68,958400,122.93
"2011-09-16",123.71,125.28,122.92,124.98,882200,124.22
"2011-09-19",122.62,123.97,121.06,122.88,490700,122.13
"2011-09-20",123.72,125.5,121.89,122.45,424000,121.71
"2011-09-21",122.5,126.46,122.46,122.87,882100,122.12
"2011-09-22",120.11,123.58,118.81,122.94,1199200,122.19
"2011-09-23",122.53,123.47,119.82,122.1,1170400,121.36
"2011-09-26",123.63,124.22,119.42,124.07,799900,123.32
"2011-09-27",125.07,125.68,123.31,124.04,998000,123.29
"2011-09-28",123.07,124.01,120.64,121.42,914700,120.68
"2011-09-29",123,123.87,119.18,122.18,681700,121.44
"2011-09-30",120.88,121.38,118.15,118.26,606000,117.54
"2011-10-03",117.87,121.21,117.56,117.7,866200,116.99
"2011-10-04",116.44,121.71,115.23,121.26,885200,120.52
"2011-10-05",121.43,123.8,119.38,123.13,577800,122.38
"2011-10-06",122.97,125.68,121.5,125.51,460600,124.75
"2011-10-07",124.73,124.73,121.05,121.62,750600,120.88
"2011-10-10",123.74,126.38,123.49,125.97,468700,125.2
"2011-10-11",125,125.49,121.58,123.1,705000,122.35
"2011-10-12",124.13,127.44,123.46,125.61,566000,124.85
"2011-10-13",124.78,124.86,122.34,124.08,415400,123.33
"2011-10-14",125.45,125.51,123,124.45,479000,123.69
"2011-10-17",123.41,124.96,121.95,122.28,647500,121.54
"2011-10-18",122.5,125.28,119.7,124.5,858200,123.74
"2011-10-19",124.7,125.17,122.56,122.81,800200,122.06
"2011-10-20",123.42,123.43,120.89,122.81,544800,122.06
"2011-10-21",123.61,128,123.61,126.51,864400,125.74
"2011-10-24",126.87,130,126.63,128.24,854500,127.46
"2011-10-25",126.41,127.3,123.72,124.12,506900,123.37
"2011-10-26",126.13,126.91,124.44,125.73,828800,124.97
"2011-10-27",130.7,132.67,128.37,132.12,1433200,131.32
"2011-10-28",131.68,132.89,129.68,132.44,660000,131.64
"2011-10-31",128.91,132.32,128.91,129.88,761300,129.09
"2011-11-01",126.79,128.65,122.95,123.26,1415100,122.51
"2011-11-02",124.98,129.77,119.87,122.62,1616700,121.88
"2011-11-03",125,128.76,122.82,127.81,830900,127.03
"2011-11-04",126.98,129.35,126.46,127.49,852800,126.72
"2011-11-07",127.04,127.95,123.85,124.73,773800,123.97
"2011-11-08",125.42,127.31,124.71,127.06,709100,126.29
"2011-11-09",123.76,125.81,123.02,124.15,899700,123.4
"2011-11-10",125.98,126.28,123.35,125.34,753500,124.58
"2011-11-11",126.98,128,125.75,127.89,467500,127.11
"2011-11-14",127.06,127.31,125.75,126.68,440100,125.91
"2011-11-15",126.25,127.68,125.78,127.03,556200,126.26
"2011-11-16",125.6,126.19,122.35,122.46,913200,121.72
"2011-11-17",122,122.5,117.67,118.17,958300,117.45
"2011-11-18",117.99,119.14,116.51,117.21,943500,116.5
"2011-11-21",114.71,116.2,113.45,114.15,835500,113.46
"2011-11-22",114.47,117.5,113.89,115.91,771000,115.21
"2011-11-23",114.95,115.58,113.26,113.31,627500,112.62
"2011-11-25",113.02,114.59,113,113.78,172100,113.09
"2011-11-28",117.14,118.12,115.97,117.56,613100,116.85
"2011-11-29",117.34,120.19,116.39,117.38,804800,116.67
"2011-11-30",120.92,121.89,119.3,121.72,824300,120.98
"2011-12-01",121.43,125.64,119.68,124.7,920900,123.94
"2011-12-02",125.88,127.54,123.14,123.42,535400,122.67
"2011-12-05",125.17,125.79,121.42,122.23,733100,121.49
"2011-12-06",122.02,124.04,121.96,123.28,586000,122.53
"2011-12-07",122.12,123.74,119.75,122.98,817400,122.23
"2011-12-08",122.15,124.02,120.28,120.59,543200,119.86
"2011-12-09",121.31,123.43,120.68,122.89,417600,122.14
"2011-12-12",121.45,121.93,118.51,119.54,422400,118.81
"2011-12-13",119.91,120.58,115.91,117.35,761900,116.64
"2011-12-14",117.04,118.18,116.12,117.25,592500,116.54
"2011-12-15",118.43,118.5,116.04,117.12,790500,116.41
"2011-12-16",118.26,118.88,116.82,117.68,737800,116.97
"2011-12-19",118.31,118.33,115.8,116.19,565800,115.48
"2011-12-20",118.1,120.24,117.99,119.9,359600,119.17
"2011-12-21",119.89,119.98,117.2,118.55,256200,117.83
"2011-12-22",118.75,119.9,118.38,119.54,329900,118.81
"2011-12-23",119.45,120.17,117.83,120.12,201700,119.39
"2011-12-27",119.84,121.18,119.03,120.57,205300,119.84
"2011-12-28",120.51,120.78,118.79,119.42,274400,118.69
"2011-12-29",119.76,121.85,119.23,121.3,270700,120.56
"2011-12-30",121.27,121.75,120.12,120.55,242600,119.82
"2012-01-03",122.4,123.12,118.4,118.57,747500,117.85
"2012-01-04",118.57,119.21,115.82,117.02,615200,116.31
"2012-01-05",115.93,117.22,114.69,117.01,690800,116.3
"2012-01-06",115.88,116.56,113.73,115.01,841900,114.31
"2012-01-09",115.65,115.69,111.68,112.58,1119200,111.9
"2012-01-10",113.62,114.07,112.74,113.91,1128600,113.22
"2012-01-11",113.13,113.45,111.82,112.61,814200,111.93
"2012-01-12",113.02,115.14,112.58,114.94,864000,114.24
"2012-01-13",113.86,117.2,113.86,116.47,1122400,115.76
"2012-01-17",115.73,116.99,111.78,112.15,1366400,111.47
"2012-01-18",112.09,114.76,110.67,114.75,1121800,114.05
"2012-01-19",115.17,118.85,113.95,118.03,979600,117.31
"2012-01-20",118.09,118.34,116.26,117.41,664500,116.7
"2012-01-23",117.5,118.91,117,118.53,704100,117.81
"2012-01-24",117.18,119.29,116.31,118.93,565500,118.21
"2012-01-25",118.32,118.87,117,117.53,855700,116.82
"2012-01-26",118,119.02,117.07,117.45,639300,116.74
"2012-01-27",117.03,117.82,115.71,116.45,669200,115.74
"2012-01-30",115.48,116.47,114.53,115.43,563800,114.73
"2012-01-31",115.85,116.07,114.2,114.48,616600,113.78
"2012-02-01",115.56,115.81,114.58,114.69,801500,113.99
"2012-02-02",115.07,119.68,114.6,119.65,858400,118.92
"2012-02-03",120.23,122.63,120.23,122.32,746100,121.58
"2012-02-06",120.2,123,120.2,122.76,605800,122.01
"2012-02-07",122.26,124.41,121.85,122.77,964800,122.02
"2012-02-08",125.98,131.46,125.98,130.08,1628100,129.29
"2012-02-09",130.86,132.83,130.4,131.93,1057200,131.13
"2012-02-10",130.23,134.99,128.89,134.83,1065400,134.01
"2012-02-13",135,135,131.52,133.74,740100,132.93
"2012-02-14",134.24,134.24,132.58,133.68,568500,132.87
"2012-02-15",133.86,134.28,132.6,132.86,572300,132.05
"2012-02-16",132.82,134,131.95,133.83,1052500,133.02
"2012-02-17",134.28,135,133.29,134.47,692300,133.65
"2012-02-21",132.32,134.39,132.31,133.37,529100,132.56
"2012-02-22",132.25,134.13,132.25,133.15,460500,132.34
"2012-02-23",133.1,140.46,132.51,139.26,1482200,138.41
"2012-02-24",140.1,140.1,137.55,139.74,980600,138.89
"2012-02-27",138.82,139.98,136.65,139.63,726800,138.78
"2012-02-28",139.8,140.11,137.34,139.86,588500,139.01
"2012-02-29",139.53,140.5,137.49,137.96,693800,137.12
"2012-03-01",138.06,140.11,137.03,139.8,950100,138.95
"2012-03-02",139.96,141.9,139.05,139.33,558600,138.48
"2012-03-05",139.13,139.77,137.34,138.15,577000,137.31
"2012-03-06",136.26,138.85,136.21,137.57,682800,136.73
"2012-03-07",137.37,140.84,137.37,139.42,614000,138.57
"2012-03-08",140.34,140.34,138.97,139.7,416100,138.85
"2012-03-09",140.02,142.4,139.57,141.82,563800,140.96
"2012-03-12",141.82,142.5,138.33,138.63,385000,137.79
"2012-03-13",139.32,142.37,138.88,142.37,506300,141.51
"2012-03-14",139.28,142.49,139.28,140.72,407200,139.87
"2012-03-15",140.77,142.75,140.1,141.85,450700,140.99
"2012-03-16",141.75,141.75,139,139,675100,138.16
"2012-03-19",139.42,141,137.83,140.28,376500,139.43
"2012-03-20",139.98,140.82,138.66,139.87,402300,139.02
"2012-03-21",139.31,140.26,136.61,139.38,502700,138.53
"2012-03-22",138.6,140.26,137.32,139.65,451600,138.8
"2012-03-23",140,140.9,138.23,139.48,550400,138.63
"2012-03-26",140.22,141.24,138.59,139.17,836100,138.32
"2012-03-27",139.02,139.21,136.99,137.15,535700,136.32
"2012-03-28",137.46,137.71,135.27,136.12,644900,135.29
"2012-03-29",135.28,136.1,134.64,135.19,526900,134.37
"2012-03-30",136.17,138.57,135.23,137.42,631700,136.59
"2012-04-02",137.09,139.56,136.49,138.62,420600,137.78
"2012-04-03",138.27,138.62,136.63,137.63,537700,136.79
"2012-04-04",136.71,138.15,134.41,134.52,574600,133.7
"2012-04-05",134.21,138.78,134.21,138.6,602400,137.76
"2012-04-09",138.03,138.03,135.02,135.84,369000,135.01
"2012-04-10",135.03,135.43,131.74,132.18,603500,131.38
"2012-04-11",134.07,134.68,132.94,133.49,401100,132.68
"2012-04-12",133.45,134.39,132.46,134.13,303500,133.32
"2012-04-13",133.67,135.53,132.98,133.05,382000,132.24
"2012-04-16",133.94,134.19,130.88,131.34,535300,130.54
"2012-04-17",131.67,132.71,130,132.31,549700,131.51
