"","CTSH.Open","CTSH.High","CTSH.Low","CTSH.Close","CTSH.Volume","CTSH.Adjusted"
"2010-06-10",50.84,51.51,50.35,51.44,3054200,25.72
"2010-06-11",50.67,51.88,50.58,51.79,1482100,25.9
"2010-06-14",52.16,53.39,52.07,52.13,3056900,26.07
"2010-06-15",52.2,53.83,52.18,53.77,3450100,26.89
"2010-06-16",53.35,54.2,53.16,53.99,3419600,27
"2010-06-17",54.25,54.25,53.22,53.68,2937600,26.84
"2010-06-18",53.67,54.56,53.36,53.57,3700400,26.78
"2010-06-21",54.31,54.81,53,53.34,3169100,26.67
"2010-06-22",53.54,53.73,52.18,52.38,3371100,26.19
"2010-06-23",52.53,52.78,51.77,52.2,2753700,26.1
"2010-06-24",51.88,52.3,51.43,51.7,2785800,25.85
"2010-06-25",52.14,53.65,51.75,52.58,7875600,26.29
"2010-06-28",52.69,53.34,52.35,52.87,4116200,26.43
"2010-06-29",51.56,52.07,50.03,50.55,3540100,25.27
"2010-06-30",50.37,51.31,49.83,50.06,4413600,25.03
"2010-07-01",49.96,50.57,49.26,50.33,5529600,25.17
"2010-07-02",50.9,50.9,49.1,49.38,3579500,24.69
"2010-07-06",49.98,50.35,48.98,49.57,3661400,24.78
"2010-07-07",49.85,51.79,49.55,51.7,4053600,25.85
"2010-07-08",52.21,53.36,52.1,52.74,4417500,26.37
"2010-07-09",52.65,53.51,52.57,53.46,2409300,26.73
"2010-07-12",53.28,53.94,52.94,53.24,2622000,26.62
"2010-07-13",52.45,54.69,52.44,53.83,6108700,26.92
"2010-07-14",54.17,54.22,53.5,53.79,3036600,26.9
"2010-07-15",53.73,54.25,53.25,54.16,3395800,27.08
"2010-07-16",53.78,54.4,52.48,52.63,3840200,26.32
"2010-07-19",52.77,54,52.77,53.85,2424400,26.92
"2010-07-20",52.74,54.49,52.5,54.46,3151500,27.23
"2010-07-21",54.77,54.77,52.85,53.07,3379700,26.53
"2010-07-22",53.56,54.29,53.27,54.1,3402100,27.05
"2010-07-23",53.84,55.38,53.57,55.34,4353000,27.67
"2010-07-26",55.44,55.67,54.85,55.31,2571300,27.66
"2010-07-27",55.69,56.08,54.41,54.73,2935900,27.36
"2010-07-28",54.52,54.96,54.1,54.33,1664100,27.17
"2010-07-29",54.73,55.24,53.16,53.94,3118200,26.97
"2010-07-30",53.16,54.94,53.16,54.56,2759000,27.28
"2010-08-02",55.51,55.91,54.69,55.42,4069800,27.71
"2010-08-03",61.86,63.94,59.85,60.62,11096700,30.31
"2010-08-04",60.59,61.75,60.47,61.57,3421300,30.78
"2010-08-05",60.5,61.27,60.32,61,3409600,30.5
"2010-08-06",60.06,61,59.54,60.93,3328400,30.47
"2010-08-09",61.06,61.49,60.6,61.27,2809400,30.64
"2010-08-10",60.39,61.5,60.13,61.18,2498400,30.59
"2010-08-11",59.81,60,58.81,59.29,2758200,29.65
"2010-08-12",58.2,59.22,57.6,58.94,3105800,29.47
"2010-08-13",58.51,58.88,58.12,58.28,2062900,29.14
"2010-08-16",57.98,58.76,57.55,58.49,1646700,29.25
"2010-08-17",58.8,60.33,58.63,59.86,2866200,29.93
"2010-08-18",59.57,60.75,59.47,59.98,2905900,29.99
"2010-08-19",59.58,60.05,58.78,59.07,2501400,29.53
"2010-08-20",58.92,59.71,58.54,59.61,2997400,29.81
"2010-08-23",59.93,60.23,58.92,59.06,2213900,29.53
"2010-08-24",58.46,58.57,57.69,58.21,2941800,29.1
"2010-08-25",57.53,58.43,57.27,58.18,2773800,29.09
"2010-08-26",58.46,58.48,57.45,57.52,2489000,28.76
"2010-08-27",58.02,58.67,56.55,58.59,2695200,29.3
"2010-08-30",58.31,58.8,57.5,57.5,1807600,28.75
"2010-08-31",57.15,58,56.58,57.61,2661700,28.81
"2010-09-01",58.64,60.1,58.57,59.76,2660300,29.88
"2010-09-02",59.56,60.95,59.41,60.92,2618000,30.46
"2010-09-03",61.18,62.4,61.18,62.37,3357400,31.18
"2010-09-07",62.15,62.66,62.03,62.23,2751100,31.11
"2010-09-08",62.46,63.88,62.21,63.26,2756500,31.63
"2010-09-09",63.9,63.97,61.27,61.74,4241600,30.87
"2010-09-10",61.98,62.6,61.72,62.56,2165300,31.28
"2010-09-13",63.2,64.43,63.2,63.89,2529300,31.94
"2010-09-14",63.84,64.5,63.68,64.22,2180800,32.11
"2010-09-15",63.8,63.99,61.97,63.42,4511200,31.71
"2010-09-16",63.45,63.56,62.95,63.53,2010000,31.76
"2010-09-17",63.78,64.15,63.53,64.11,3141800,32.06
"2010-09-20",64.48,64.63,63.1,64.19,4386100,32.1
"2010-09-21",64.15,64.25,62.94,63.49,3401000,31.75
"2010-09-22",63.22,63.74,62.04,62.43,3329900,31.22
"2010-09-23",62.06,63.57,62,63.13,3536600,31.57
"2010-09-24",64.1,64.55,63.84,64.22,2361200,32.11
"2010-09-27",64.19,64.28,63.62,63.84,1749600,31.92
"2010-09-28",64.25,65.35,63.46,65.17,2989000,32.58
"2010-09-29",64.84,65.36,64.33,64.76,2283300,32.38
"2010-09-30",65.25,65.75,63.93,64.47,2163100,32.24
"2010-10-01",65.27,67.07,65.1,65.8,3376100,32.9
"2010-10-04",65.9,65.94,64.04,64.65,1881100,32.33
"2010-10-05",65.17,66.17,65.1,65.94,3060700,32.97
"2010-10-06",65.72,65.92,64.25,64.69,2460400,32.35
"2010-10-07",64.89,64.97,63.86,64.3,2013700,32.15
"2010-10-08",64.49,64.61,63.47,64.2,2445200,32.1
"2010-10-11",64.62,65.75,63.46,63.62,3299300,31.81
"2010-10-12",63.61,64.94,62.67,64.83,2855700,32.42
"2010-10-13",65.24,66.1,65.14,65.4,2718000,32.7
"2010-10-14",65.29,65.6,64.83,64.99,2188600,32.49
"2010-10-15",65.49,66.78,65.33,66.55,4982600,33.28
"2010-10-18",66.66,66.75,66.07,66.49,2532100,33.24
"2010-10-19",65.72,65.96,64.5,65.03,2081400,32.51
"2010-10-20",65.28,66.42,65.2,66.13,1834900,33.06
"2010-10-21",66.8,68.29,66.41,67.08,3091800,33.54
"2010-10-22",67.1,68.25,66.76,67.96,1712200,33.98
"2010-10-25",68.6,68.87,67.14,67.26,2093200,33.63
"2010-10-26",66.9,67.81,66.31,66.9,1943800,33.45
"2010-10-27",66.42,66.79,65.53,66.01,3517600,33.01
"2010-10-28",67.09,67.38,65.55,67.18,2854300,33.59
"2010-10-29",67.03,67.03,65.18,65.19,3957300,32.6
"2010-11-01",66.89,66.9,61.87,65.04,7228600,32.52
"2010-11-02",65.87,66.09,64.62,65.55,2453400,32.78
"2010-11-03",65.8,65.81,63.7,64.26,3302700,32.13
"2010-11-04",64.68,64.96,63.95,64.28,3427300,32.14
"2010-11-05",64.35,64.5,63.11,63.36,2848200,31.68
"2010-11-08",62.98,63.22,62.6,62.99,2670700,31.5
"2010-11-09",63.25,64.6,63,63.45,3051300,31.73
"2010-11-10",63.28,64.05,62.74,63.58,3186700,31.79
"2010-11-11",62.79,63.97,62.44,63.79,2448400,31.9
"2010-11-12",63.19,63.67,62.1,63.23,2144600,31.61
"2010-11-15",63.41,64.05,63.18,63.42,2253900,31.71
"2010-11-16",62.55,63.06,61.26,61.75,3042000,30.88
"2010-11-17",61.63,62.9,61.51,62.78,2990400,31.39
"2010-11-18",63.69,65.37,63.48,64.67,3886700,32.33
"2010-11-19",64.74,65.51,64.36,65.24,3093600,32.62
"2010-11-22",64.72,66.05,64.5,65.98,2210100,32.99
"2010-11-23",65.12,65.53,64.53,65.35,2591600,32.67
"2010-11-24",65.71,66.15,65.45,66.12,1867100,33.06
"2010-11-26",65.68,66.6,65.39,66.25,830800,33.12
"2010-11-29",65.79,65.88,64.69,65.63,1985300,32.81
"2010-11-30",64.74,65.31,64.67,64.98,1865900,32.49
"2010-12-01",65.65,66.95,65.65,66.89,2154000,33.44
"2010-12-02",67,69.65,66.8,69.32,3700200,34.66
"2010-12-03",69.1,69.7,68.75,69.31,2416500,34.65
"2010-12-06",70.22,71.29,69.57,69.8,3015800,34.9
"2010-12-07",70.71,71,69,69.18,2005400,34.59
"2010-12-08",69.45,69.99,69.25,69.91,1309200,34.96
"2010-12-09",70.11,70.74,70.05,70.59,1653200,35.29
"2010-12-10",70.63,70.75,70,70.31,1636800,35.15
"2010-12-13",70.81,71,70.01,70.28,1906500,35.14
"2010-12-14",70.31,70.57,69.45,69.68,2087500,34.84
"2010-12-15",69.66,70,68.96,69.24,2462300,34.62
"2010-12-16",69.25,70.56,69.04,70.41,2306100,35.21
"2010-12-17",71.04,72.65,70.75,72.4,5845100,36.2
"2010-12-20",73.15,73.3,71.83,72.3,2619400,36.15
"2010-12-21",72.73,72.99,72.23,72.85,1726000,36.42
"2010-12-22",73.09,73.18,72.68,72.82,1253200,36.41
"2010-12-23",72.61,72.9,72.44,72.83,915500,36.42
"2010-12-27",72.73,73.46,72.11,73.09,692200,36.54
"2010-12-28",73.05,73.46,72.86,73.15,965900,36.58
"2010-12-29",73.1,74.51,73.02,74.16,1415500,37.08
"2010-12-30",74.13,74.79,73.76,73.84,1216100,36.92
"2010-12-31",73.76,73.98,73.2,73.29,1297100,36.65
"2011-01-03",74.14,75.86,74.12,75.36,2904900,37.68
"2011-01-04",75.62,75.62,73.58,74.16,3031100,37.08
"2011-01-05",73.87,76.2,73.87,76.19,2318200,38.1
"2011-01-06",76.24,76.36,75.1,75.51,2205100,37.76
"2011-01-07",74.99,75.52,74.36,75.09,2147500,37.54
"2011-01-10",75.1,75.66,74.62,75.34,1837400,37.67
"2011-01-11",75.49,75.7,75.08,75.51,1926900,37.76
"2011-01-12",76.2,76.3,75,75.24,1975200,37.62
"2011-01-13",74.76,75.35,73.54,74.59,3223600,37.29
"2011-01-14",74.5,75.13,74.35,75.01,2384800,37.51
"2011-01-18",75.32,76.45,75.28,75.51,2362700,37.76
"2011-01-19",75.5,75.5,73.78,74.55,2148100,37.28
"2011-01-20",74.11,74.68,73.25,73.61,2095100,36.81
"2011-01-21",73.92,74.54,72.88,73.05,2306500,36.53
"2011-01-24",73.13,74.58,73.13,74.27,2007700,37.13
"2011-01-25",73.76,73.79,72.57,73.35,1470600,36.67
"2011-01-26",73.25,73.67,72.86,73.22,3037900,36.61
"2011-01-27",73.23,73.47,73,73.17,1730300,36.58
"2011-01-28",73.33,73.45,70.65,71.63,2226800,35.81
"2011-01-31",71.95,73.64,71.73,72.95,1971700,36.47
"2011-02-01",73.36,75.5,73.31,75.35,2906300,37.67
"2011-02-02",75.05,76.16,74.99,76.16,2550700,38.08
"2011-02-03",76,76.49,74.75,74.88,3003700,37.44
"2011-02-04",75.1,75.6,74.01,75.42,3407500,37.71
"2011-02-07",74.02,76.44,73.63,74.72,4131500,37.36
"2011-02-08",75.07,77.08,73.95,76.73,3037200,38.37
"2011-02-09",76.21,76.42,74.02,74.22,2734700,37.11
"2011-02-10",73.75,75.38,73.6,75.35,1965600,37.67
"2011-02-11",75.09,75.54,74.34,75.5,1593300,37.75
"2011-02-14",75.34,76.4,75.32,76.38,1594000,38.19
"2011-02-15",76.04,76.88,75.89,76.5,2012000,38.25
"2011-02-16",76.64,76.88,76.03,76.64,1676000,38.32
"2011-02-17",75.99,77.26,75.97,76.88,1365300,38.44
"2011-02-18",76.91,77.74,76.39,77.73,2636200,38.87
"2011-02-22",76.66,77.04,75.46,75.55,2683300,37.78
"2011-02-23",75.04,75.23,73.25,73.91,3261600,36.96
"2011-02-24",73.92,75.09,73.72,74.93,2899300,37.47
"2011-02-25",75.2,76.6,75,76.51,1868300,38.26
"2011-02-28",76.92,77.11,75.65,76.87,2091700,38.44
"2011-03-01",77.05,77.25,74.39,74.49,2758800,37.24
"2011-03-02",74.36,75.57,73.98,74.57,2276300,37.28
"2011-03-03",75.05,77.2,74.9,76.84,2050600,38.42
"2011-03-04",76.93,76.98,75.37,76.32,1582500,38.16
"2011-03-07",76.73,76.81,75.37,75.91,2364100,37.96
"2011-03-08",75.78,77.96,75.66,77.79,2338900,38.9
"2011-03-09",77.34,78.69,77.25,78.41,3665100,39.21
"2011-03-10",77.38,77.76,76.01,76.11,3482800,38.06
"2011-03-11",76.05,76.69,74.9,76.37,2241000,38.19
"2011-03-14",75.64,76.3,74.79,75.37,1245100,37.69
"2011-03-15",72.67,74.48,70.53,74,2576500,37
"2011-03-16",73.62,74.22,72.38,72.93,2330700,36.47
"2011-03-17",74.17,74.87,73.2,74.7,2089900,37.35
"2011-03-18",75.55,75.64,73.73,74.19,3210900,37.1
"2011-03-21",75.09,75.81,74.78,75.61,1819400,37.81
"2011-03-22",75.6,77.44,75.45,76.87,2644000,38.44
"2011-03-23",76.87,77.17,75.5,76.87,1728900,38.44
"2011-03-24",77.5,79.81,77.18,79.79,2635600,39.9
"2011-03-25",80.45,81.17,80.03,80.03,3236600,40.01
"2011-03-28",80.31,80.45,79.51,79.57,1938800,39.78
"2011-03-29",79.56,80.93,79.15,80.93,1506300,40.47
"2011-03-30",81.53,81.78,81.13,81.65,1508100,40.83
"2011-03-31",81.51,81.85,81.22,81.4,1602600,40.7
"2011-04-01",81.83,82.86,81.3,82.41,1741400,41.21
"2011-04-04",82.56,82.76,81.86,82.35,1361300,41.17
"2011-04-05",82.13,82.59,81.76,82.01,1848400,41.01
"2011-04-06",82.72,82.72,80.61,81.39,1589200,40.69
"2011-04-07",81.18,81.81,80.42,80.81,1436000,40.4
"2011-04-08",81.11,81.16,79.58,80.26,1500200,40.13
"2011-04-11",80.7,81.13,80.04,80.5,1421500,40.25
"2011-04-12",80.09,80.58,79.45,79.92,1667200,39.96
"2011-04-13",80.59,80.76,79.69,80.25,1492400,40.12
"2011-04-14",79.51,81.03,79.32,80.78,1870100,40.39
"2011-04-15",78.97,79.51,78.02,78.72,6104000,39.36
"2011-04-18",77.75,78.02,76.77,77.97,2573400,38.99
"2011-04-19",77.87,79.31,77.86,79.28,1682100,39.64
"2011-04-20",80.97,82.06,80.46,82.04,1968200,41.02
"2011-04-21",82.02,82.93,81.91,82.47,1742300,41.24
"2011-04-25",82.9,82.9,81.13,81.83,1617700,40.92
"2011-04-26",82.11,82.3,81.35,81.95,2500000,40.97
"2011-04-27",82.14,82.14,80.94,81.79,2262500,40.9
"2011-04-28",81.57,82.55,81.04,81.44,1400000,40.72
"2011-04-29",81.09,83.23,80.9,82.9,3038000,41.45
"2011-05-02",83.45,83.48,82.05,82.21,2304200,41.1
"2011-05-03",78.17,78.26,73.57,77.52,14302600,38.76
"2011-05-04",77.47,78.49,76.3,77.27,3739600,38.63
"2011-05-05",77.01,78.04,76.2,76.52,3100000,38.26
"2011-05-06",77.66,78.29,76.31,76.77,3412000,38.38
"2011-05-09",76.76,78,76.65,77.42,1416100,38.71
"2011-05-10",77.81,78.53,77.3,78.46,1694900,39.23
"2011-05-11",78.74,78.75,75.94,76.75,2100000,38.38
"2011-05-12",76.49,78.04,76.12,78.01,2e+06,39.01
"2011-05-13",77.83,77.88,76.47,76.47,1621700,38.24
"2011-05-16",75.7,76.22,73.6,73.75,3155600,36.88
"2011-05-17",73.13,73.9,72.39,73.72,3323700,36.86
"2011-05-18",73.52,73.8,72.4,73.37,3394400,36.69
"2011-05-19",73.74,73.95,73.03,73.69,2904800,36.85
"2011-05-20",73.52,74.66,73.4,74.05,2145500,37.03
"2011-05-23",72.63,72.87,71.69,72.19,3306000,36.1
"2011-05-24",72.36,72.89,72.17,72.68,1934100,36.34
"2011-05-25",72.56,74.1,72.07,73.75,2255300,36.88
"2011-05-26",74.39,75.63,74.03,75.25,3332700,37.62
"2011-05-27",75.08,75.61,74.5,74.77,1657300,37.38
"2011-05-31",75.4,76.36,75.25,76.04,2232100,38.02
"2011-06-01",75.78,76.36,74.37,74.41,2084900,37.21
"2011-06-02",74.97,75.62,74.38,75.36,2682900,37.68
"2011-06-03",74.32,74.98,73.8,73.81,2105800,36.9
"2011-06-06",73.72,74.84,73.56,74.21,2594400,37.1
"2011-06-07",74.4,75.03,74.18,74.24,1638300,37.12
"2011-06-08",73.91,74.06,72.67,72.83,1951600,36.42
"2011-06-09",72.97,74.09,72.8,73.59,1640800,36.79
"2011-06-10",73.41,73.5,72.65,73,1918200,36.5
"2011-06-13",72.98,73.46,70.69,70.71,3935600,35.35
"2011-06-14",71.29,71.44,68.74,70.54,6238300,35.27
"2011-06-15",69.83,70.04,67.56,67.6,5839900,33.8
"2011-06-16",67.6,68.11,64.4,65.54,7389500,32.77
"2011-06-17",66.55,68.95,66.35,67.65,7609900,33.83
"2011-06-20",66.69,68.01,66.65,67.91,2893200,33.96
"2011-06-21",68.07,72.12,68.06,72.06,5690500,36.03
"2011-06-22",71.82,72.84,71.17,71.66,3254500,35.83
"2011-06-23",70.75,72.24,70.13,72.1,2694900,36.05
"2011-06-24",72.19,74.79,70.93,71.14,3618900,35.57
"2011-06-27",71.02,72.26,70.59,71.88,2393300,35.94
"2011-06-28",72.21,73.4,71.96,72.85,3108700,36.42
"2011-06-29",73.63,73.85,72.54,73.08,2026200,36.54
"2011-06-30",73.44,74.13,73.13,73.34,2319200,36.67
"2011-07-01",73.48,74.86,73.12,74.8,2166700,37.4
"2011-07-05",74.54,75.71,74.34,75.67,2016000,37.83
"2011-07-06",75.6,76.11,75.54,76,1859800,38
"2011-07-07",76.67,77.71,76.66,77.62,2295900,38.81
"2011-07-08",76.87,77.61,75.53,76.38,2173200,38.19
"2011-07-11",75.6,76.21,74.36,74.76,1775000,37.38
"2011-07-12",73.38,74.08,72.69,73.54,3103000,36.77
"2011-07-13",74.12,75.2,73.66,74.02,2155500,37.01
"2011-07-14",74.62,75.57,72.81,72.98,2222000,36.49
"2011-07-15",73.56,74.16,73.11,74.06,2267400,37.03
"2011-07-18",73.7,73.71,71.98,72.36,1589600,36.18
"2011-07-19",73.22,74.62,73.2,74.46,1580900,37.23
"2011-07-20",74.26,74.37,72.96,73.04,1671900,36.52
"2011-07-21",73.33,74.35,72.83,73.45,1920600,36.72
"2011-07-22",73.57,74.16,73.22,73.77,1323200,36.88
"2011-07-25",73.09,74.53,73.01,74.32,1771200,37.16
"2011-07-26",74.32,74.37,73.09,73.72,2123800,36.86
"2011-07-27",73.1,73.18,69.22,69.88,3529100,34.94
"2011-07-28",69.93,70.76,69.5,69.77,2441500,34.88
"2011-07-29",69.01,70.1,68.38,69.87,2926800,34.94
"2011-08-01",70.5,71.65,69.47,70.7,4020700,35.35
"2011-08-02",72.71,74.49,70.29,70.37,6523600,35.19
"2011-08-03",70.77,73.07,70.77,72.71,4362600,36.35
"2011-08-04",71.39,71.89,68.74,68.79,4433300,34.4
"2011-08-05",69.35,70.1,65.9,67.94,5335500,33.97
"2011-08-08",65.57,66.97,61.55,61.58,5875400,30.79
"2011-08-09",62.95,64.87,59.7,64.86,6427000,32.43
"2011-08-10",63.42,63.99,60.56,60.83,5267800,30.42
"2011-08-11",61.07,63.64,61.07,62.99,4995300,31.5
"2011-08-12",63.27,64.93,62.1,64.6,3254400,32.3
"2011-08-15",64.31,64.91,62.68,63.93,3678900,31.97
"2011-08-16",63.23,63.38,61.62,62.73,4438400,31.36
"2011-08-17",62.96,63.28,61.62,62.31,3257000,31.16
"2011-08-18",60.03,60.36,53.93,54.46,10181000,27.23
"2011-08-19",53.6,57.21,53.54,55.01,7924300,27.5
"2011-08-22",56.57,58.57,56,56.47,6073800,28.24
"2011-08-23",56.61,59.77,56.38,59.72,3930300,29.86
"2011-08-24",59.42,61,58.8,60.42,3925100,30.21
"2011-08-25",60.27,61.19,58.46,59.2,3711800,29.6
"2011-08-26",59.02,61.35,58.11,60.84,4243000,30.42
"2011-08-29",61.65,63.06,61.22,63.06,2544500,31.53
"2011-08-30",62.73,63.23,61.75,62.8,2302500,31.4
"2011-08-31",62.89,63.78,62.85,63.45,2997000,31.73
"2011-09-01",64.47,64.79,62.85,63.11,3735500,31.56
"2011-09-02",61.89,62.48,60.9,61.1,2410200,30.55
"2011-09-06",59.29,60.46,58.15,60.37,3328500,30.18
"2011-09-07",61.5,64.25,61.11,64.23,5305800,32.12
"2011-09-08",63.86,64.48,61.27,62.02,3785000,31.01
"2011-09-09",61.27,62.16,60.36,60.79,4363800,30.4
"2011-09-12",59.83,61.52,59.63,61.5,3829200,30.75
"2011-09-13",61.82,62.12,60.98,61.96,3238900,30.98
"2011-09-14",62.41,64.66,62.25,63.93,5647900,31.97
"2011-09-15",64.61,65.3,64.17,65.11,3410400,32.56
"2011-09-16",65.28,65.78,64.37,65.24,2463500,32.62
"2011-09-19",64.19,64.56,63.41,64.04,2904400,32.02
"2011-09-20",64.49,65.71,63.84,64.01,2674900,32.01
"2011-09-21",64.14,65.29,62.81,62.85,2601100,31.42
"2011-09-22",60.84,61.57,59.83,60.88,3807800,30.44
"2011-09-23",60.46,63.04,60,62.54,2883700,31.27
"2011-09-26",62.79,64.15,61.58,64.05,2689600,32.03
"2011-09-27",65.32,68.52,65.01,66.52,4177800,33.26
"2011-09-28",66.75,67.21,64.85,65.05,3269100,32.53
"2011-09-29",66.2,66.88,63.87,65.05,2903600,32.53
"2011-09-30",64.23,65.25,62.67,62.7,3631600,31.35
"2011-10-03",62.3,63.5,60.84,61.35,3974300,30.67
"2011-10-04",60.43,62.98,59.95,62.88,4241300,31.44
"2011-10-05",62.9,64.02,62.17,63.77,2561800,31.89
"2011-10-06",63.55,65.96,62.81,65.96,2523700,32.98
"2011-10-07",66,66.62,64.97,65.62,2486500,32.81
"2011-10-10",66.84,68.1,66.47,67.87,2280600,33.94
"2011-10-11",67.39,68.19,66.48,67.48,3223800,33.74
"2011-10-12",69.57,73.45,69.57,71.26,6271400,35.63
"2011-10-13",71.02,71.33,70.08,71.02,2450100,35.51
"2011-10-14",71.91,72.73,71.51,72.22,2165700,36.11
"2011-10-17",72.24,72.4,70.63,71.34,2052700,35.67
"2011-10-18",71.27,72.2,69.65,71.53,2862200,35.76
"2011-10-19",71.19,71.78,69.99,70.31,1920100,35.15
"2011-10-20",68.99,69.95,67.77,69.36,3118100,34.68
"2011-10-21",70.05,70.55,69.54,70.22,2970600,35.11
"2011-10-24",70.41,72.03,70.22,71.44,2200400,35.72
"2011-10-25",71.32,71.53,69.92,70.13,1725400,35.06
"2011-10-26",71.55,71.75,68.84,71.09,2583800,35.54
"2011-10-27",74.29,77.44,73.64,76.57,4122300,38.28
"2011-10-28",76.23,76.86,75.08,75.67,2235600,37.83
"2011-10-31",74.58,74.7,72.33,72.75,3919000,36.38
"2011-11-01",71.72,71.97,70.5,70.92,3003600,35.46
"2011-11-02",68.14,70.93,67.77,69.92,6425900,34.96
"2011-11-03",71.12,71.43,69.08,71.23,4767100,35.62
"2011-11-04",70.66,71.14,69.64,70.84,2015000,35.42
"2011-11-07",70.64,71.07,69.05,70.48,2541700,35.24
"2011-11-08",71,71.92,70.53,71.36,2357700,35.68
"2011-11-09",69.24,69.33,67.55,67.58,3328000,33.79
"2011-11-10",68,68.69,66.53,67.34,3394300,33.67
"2011-11-11",68.03,69.1,68.03,68.82,2091700,34.41
"2011-11-14",68.79,68.89,67.5,67.6,1797800,33.8
"2011-11-15",67.5,69.85,67.34,69.57,3141100,34.78
"2011-11-16",68.69,70.01,67.91,68.4,5877200,34.2
"2011-11-17",68.18,68.73,66.76,67.14,2749000,33.57
"2011-11-18",66.85,67.26,65.71,66.23,2351300,33.12
"2011-11-21",65,65.21,63.7,64.71,2134400,32.35
"2011-11-22",64.22,65.65,64.04,65.17,2458200,32.58
"2011-11-23",64.44,64.5,61.93,61.95,3134800,30.98
"2011-11-25",61.52,63.35,61.52,62.48,1079900,31.24
"2011-11-28",62.98,65,62.98,64.69,2520000,32.35
"2011-11-29",65.45,66.43,64.23,64.78,2494600,32.39
"2011-11-30",66.7,67.71,66.59,67.35,3613300,33.67
"2011-12-01",67.08,67.84,66.54,67.59,2266000,33.79
"2011-12-02",68.17,69.34,67.8,68.5,2583500,34.25
"2011-12-05",69.76,70.84,68.64,69.96,3586400,34.98
"2011-12-06",70.38,70.61,69.29,69.89,2103800,34.94
"2011-12-07",69.43,70.1,67.76,69.77,2346600,34.88
"2011-12-08",69.06,69.15,67.13,67.34,2725900,33.67
"2011-12-09",67.76,69.68,67.55,69.38,1975800,34.69
"2011-12-12",68.45,68.5,67.01,67.44,1991400,33.72
"2011-12-13",67.75,68.68,66.42,66.91,1741900,33.46
"2011-12-14",66.25,66.53,64.81,65.08,2100200,32.54
"2011-12-15",65.91,66.67,65.39,65.54,2297100,32.77
"2011-12-16",65.36,67.05,65.21,65.49,4466900,32.74
"2011-12-19",65.92,66.61,63.95,64.15,1840700,32.08
"2011-12-20",65.45,67.8,65.2,67.63,2317000,33.81
"2011-12-21",66.41,66.63,62.5,63.48,5167800,31.74
"2011-12-22",63.73,64.78,63.71,64.2,2044700,32.1
"2011-12-23",64.66,64.77,64.14,64.56,1154600,32.28
"2011-12-27",64.38,64.88,64.02,64.19,1051000,32.1
"2011-12-28",64.07,64.58,62.99,63.17,1552600,31.58
"2011-12-29",63.44,63.7,62.96,63.66,1379800,31.83
"2011-12-30",63.47,64.65,63.47,64.31,1598400,32.15
"2012-01-03",66.64,67.6,65.57,65.72,2685100,32.86
"2012-01-04",65.6,66.12,64.92,65.96,1879800,32.98
"2012-01-05",65.6,67.55,64.95,67.29,3416200,33.65
"2012-01-06",67.25,67.57,66.21,66.41,2047700,33.21
"2012-01-09",66.64,67,66.03,66.64,2140200,33.32
"2012-01-10",67.48,70.17,67.41,69.76,4548900,34.88
"2012-01-11",69.71,70.72,69.36,70.28,3058700,35.14
"2012-01-12",67.54,69.3,67.25,69.11,4576700,34.56
"2012-01-13",68.95,69.04,67.61,68.34,2201400,34.17
"2012-01-17",69.63,69.93,68.2,68.43,1986000,34.22
"2012-01-18",68.14,69.36,67.75,69.35,1978300,34.67
"2012-01-19",69.79,70.88,69.6,69.82,2030600,34.91
"2012-01-20",69.83,70.75,69.7,70.17,2348300,35.08
"2012-01-23",70.35,70.91,69.99,70.61,2579900,35.31
"2012-01-24",70.34,71.3,70.02,71.18,1485900,35.59
"2012-01-25",71.35,71.95,70.34,71.77,1662000,35.88
"2012-01-26",71.99,72.48,70.86,71.23,1388700,35.62
"2012-01-27",71.09,71.68,70.77,71.33,1111900,35.67
"2012-01-30",70.55,71.2,70.35,70.99,987000,35.49
"2012-01-31",71.3,71.95,70.99,71.75,1398200,35.88
"2012-02-01",72.68,73.39,72.13,72.97,2354900,36.49
"2012-02-02",73.18,73.66,72.43,72.61,1452000,36.31
"2012-02-03",73.59,74.19,73.23,73.35,1661700,36.67
"2012-02-06",72.77,73.1,72.06,72.37,2458200,36.19
"2012-02-07",72.57,73.1,70.97,72.01,3308900,36.01
"2012-02-08",69.76,72.67,69.65,70.75,6498400,35.38
"2012-02-09",70.99,71.7,70.3,70.68,2616900,35.34
"2012-02-10",70.3,70.44,69.6,70.08,2691800,35.04
"2012-02-13",70.38,70.92,70.01,70.65,1786300,35.33
"2012-02-14",70.36,70.78,69.8,70.75,1693600,35.38
"2012-02-15",71.02,71.56,70.1,70.72,2972100,35.36
"2012-02-16",70.59,72.06,70.59,71.96,1751100,35.98
"2012-02-17",71.98,72.32,70.68,71.08,2490600,35.54
"2012-02-21",71.29,71.57,70.5,70.61,1815100,35.31
"2012-02-22",70.46,71.38,70.43,71.14,1458500,35.57
"2012-02-23",71,71.08,70.2,70.6,2166900,35.3
"2012-02-24",71.01,72.32,70.98,72.18,2308100,36.09
"2012-02-27",71.59,72.38,71.24,72,1434500,36
"2012-02-28",72.44,72.46,71.23,71.55,1481700,35.78
"2012-02-29",71.68,71.8,70.93,70.95,1715600,35.47
"2012-03-01",71.45,71.63,71.01,71.37,1586500,35.69
"2012-03-02",71.5,71.64,70.82,71.34,1445500,35.67
"2012-03-05",71,71.62,70.95,71.44,1890700,35.72
