"","CTSH.Open","CTSH.High","CTSH.Low","CTSH.Close","CTSH.Volume","CTSH.Adjusted"
"2013-12-02",93.14,94.21,93.14,93.56,1540900,46.78
"2013-12-03",93.44,94.42,93.05,93.85,1606300,46.92
"2013-12-04",93.11,93.94,92.66,93.35,1279500,46.67
"2013-12-05",93.35,94.36,92.89,93.78,963500,46.89
"2013-12-06",95.33,96.47,94.28,96.2,3159500,48.1
"2013-12-09",96.34,96.59,94.06,94.8,1631200,47.4
"2013-12-10",94.38,95.3,94.33,94.69,1557700,47.35
"2013-12-11",95.08,95.2,93.16,93.5,1200500,46.75
"2013-12-12",93.06,93.83,92.59,93.24,1326800,46.62
"2013-12-13",94.09,94.35,93.16,93.54,1537000,46.77
"2013-12-16",93.66,94.43,93.23,94.32,1383600,47.16
"2013-12-17",94.09,94.73,93.84,94.21,1114200,47.1
"2013-12-18",94.66,96.61,93.82,96.58,1647700,48.29
"2013-12-19",97.34,97.88,96.41,97.02,1747800,48.51
"2013-12-20",97.33,98.61,96.7,98.16,2866000,49.08
"2013-12-23",98.46,98.66,97.22,98.64,1323300,49.32
"2013-12-24",98.64,98.91,98.04,98.84,400600,49.42
"2013-12-26",98.61,99.64,98.16,99.44,634700,49.72
"2013-12-27",99.54,99.6,98.82,99.15,722600,49.58
"2013-12-30",99.64,100.25,98.57,100.09,954900,50.04
"2013-12-31",100.42,101.13,99.62,100.98,930600,50.49
"2014-01-02",100.25,100.75,98.43,98.84,2779800,49.42
"2014-01-03",98.87,99.84,98.21,98.32,1630500,49.16
"2014-01-06",98.67,99.16,97.26,97.87,2466900,48.94
"2014-01-07",98.56,99.5,98.56,99.12,1532400,49.56
"2014-01-08",99.16,99.96,98.62,99.95,2806800,49.97
"2014-01-09",100.47,100.47,99.03,99.53,1534600,49.76
"2014-01-10",99.78,100.79,99.61,100.47,1388200,50.24
"2014-01-13",99.8,100.92,97.96,98.21,2238000,49.1
"2014-01-14",98.76,101.05,98.54,100.33,1955600,50.17
"2014-01-15",100.33,101.17,100.02,101.03,1860800,50.51
"2014-01-16",100.69,101.09,100.09,100.3,1710800,50.15
"2014-01-17",99.87,100.47,99.08,99.34,1880200,49.67
"2014-01-21",99.92,101.62,98.1,98.92,2470600,49.46
"2014-01-22",99.06,101.47,98.4,100.54,2015000,50.27
"2014-01-23",99.53,100.28,98.28,98.55,1653100,49.28
"2014-01-24",97.9,97.99,96.73,97.28,1899600,48.64
"2014-01-27",97.23,97.93,95.67,95.86,2543200,47.93
"2014-01-28",96.23,97.28,95.82,96.75,2818400,48.38
"2014-01-29",96.25,97.29,95.43,95.82,1607400,47.91
"2014-01-30",96.5,98.84,96.3,98.6,1770000,49.3
"2014-01-31",96.74,97.76,96.21,96.91,3696100,48.46
"2014-02-03",97.14,98.33,94.67,95.18,2329700,47.59
"2014-02-04",95.3,97.27,94.79,97.01,2016300,48.51
"2014-02-05",93,94.48,89.91,92.85,6482300,46.42
"2014-02-06",92.81,95.56,92.81,95.49,3002400,47.74
"2014-02-07",95.7,97.25,95.01,97,2082400,48.5
"2014-02-10",96.82,97.23,95.43,96.05,1830300,48.03
"2014-02-11",96.52,98.18,95.61,97.74,1671700,48.87
"2014-02-12",98.14,99.29,97.93,98.45,1711900,49.22
"2014-02-13",97.92,99.96,97.78,99.77,1476600,49.88
"2014-02-14",99.43,100.47,98.87,100.34,1367800,50.17
"2014-02-18",100.17,100.74,99.56,100.07,1326100,50.03
"2014-02-19",100.17,100.59,99.63,99.99,1230500,49.99
"2014-02-20",99.78,101.16,98.94,100.66,1427700,50.33
"2014-02-21",101.68,103.36,101.07,102.73,2281900,51.37
"2014-02-24",103.24,105.3,102.91,104.24,2044800,52.12
"2014-02-25",103.93,104.51,102.53,103.27,2096700,51.63
"2014-02-26",103.79,104.69,103.07,103.3,2053500,51.65
"2014-02-27",103.33,103.62,102.58,103.2,1228500,51.6
"2014-02-28",103.8,104.59,103.21,104.06,1386900,52.03
"2014-03-03",103,103.51,101.96,102.9,1195700,51.45
"2014-03-04",103.71,105.46,103.71,105.31,1310100,52.65
"2014-03-05",104.9,105.67,104.5,105.64,1717100,52.82
"2014-03-06",105.46,108,105.46,107.09,2908100,53.54
"2014-03-07",107.63,107.7,106.39,107.22,1959600,53.61
"2014-03-10",53.48,53.61,52.76,52.9,1695400,52.9
"2014-03-11",52.71,52.99,51.94,52.33,3082100,52.33
"2014-03-12",51.97,52.03,50.51,51.59,4410700,51.59
"2014-03-13",51.84,51.94,50.23,50.58,2627800,50.58
"2014-03-14",50.45,51.12,50.18,50.25,2881700,50.25
"2014-03-17",50.4,51.32,50.4,51.05,2532900,51.05
