"","LYB.Open","LYB.High","LYB.Low","LYB.Close","LYB.Volume","LYB.Adjusted"
"2013-06-10",65.06,65.84,64.77,65,3366200,64.06
"2013-06-11",64.23,65.22,63.67,64.19,3285900,63.26
"2013-06-12",65.04,65.29,64.03,64.12,2382100,63.19
"2013-06-13",64.05,66.9,64,66.59,7208400,65.62
"2013-06-14",66.48,68.11,66.3,67.42,4428000,66.44
"2013-06-17",68.1,68.53,67.45,68.14,3489500,67.15
"2013-06-18",68.48,69.45,68.39,68.81,3209500,67.81
"2013-06-19",68.97,69.42,68.49,68.61,2692200,67.61
"2013-06-20",67.45,68.16,66.7,67,3979700,66.03
"2013-06-21",67.54,67.69,65.23,66.75,5077300,65.78
"2013-06-24",65.06,65.75,63.89,65.03,4875000,64.09
"2013-06-25",65.69,66.89,65.69,66.46,3535800,65.5
"2013-06-26",66.95,67.23,65.58,66.98,3619100,66.01
"2013-06-27",67.7,68.02,67.07,67.5,4610100,66.52
"2013-06-28",67.45,67.75,66.26,66.26,9611400,65.3
"2013-07-01",67,68.38,66.07,66.28,6962200,65.32
"2013-07-02",66.31,66.7,64.94,65.41,5823100,64.46
"2013-07-03",64.96,66.61,64.74,66.5,1988000,65.54
"2013-07-05",67.33,67.69,66.71,67.68,2870300,66.7
"2013-07-08",68.33,68.62,67.77,68.3,2207100,67.31
"2013-07-09",69,69.49,68,68.97,2485700,67.97
"2013-07-10",68.63,69.92,68.58,69.81,3841600,68.8
"2013-07-11",70.61,70.64,69.11,69.39,3655800,68.38
"2013-07-12",69.39,70.18,68.78,70,2900900,68.98
"2013-07-15",70.44,71.33,69.89,70.89,3633100,69.86
"2013-07-16",71.26,71.28,68.74,69.26,3074300,68.26
"2013-07-17",69.73,70.02,67.84,67.94,4318400,66.95
"2013-07-18",68.3,68.62,67.53,67.54,4580900,66.56
"2013-07-19",67.52,68.88,67.2,68.41,3750100,67.42
"2013-07-22",68.61,69.05,68.35,68.46,1821100,67.47
"2013-07-23",69.05,69.26,67.85,67.9,2511000,66.92
"2013-07-24",68,68.27,67.23,67.42,2020600,66.44
"2013-07-25",67.41,68.28,67.39,68.05,2231400,67.06
"2013-07-26",69.83,70.27,66.5,67.4,3382500,66.42
"2013-07-29",67.4,68.03,66.35,67.72,2935300,66.74
"2013-07-30",67.65,69.47,67.02,68.92,3626300,67.92
"2013-07-31",68.89,69.47,68.25,68.71,2319400,67.71
"2013-08-01",68.3,68.93,67.86,67.99,9263800,67
"2013-08-02",68,69.24,67.74,68.95,4138500,67.95
"2013-08-05",68.94,69.71,68.92,69.47,3867000,68.46
"2013-08-06",69.37,69.52,68.37,68.58,4236700,67.59
"2013-08-07",68.39,68.56,67.96,67.99,3351900,67
"2013-08-08",68.75,69,68.24,68.59,3046500,67.6
"2013-08-09",68.77,69.51,68.14,68.7,2596500,67.7
"2013-08-12",68.42,68.8,68.05,68.3,3386100,67.31
"2013-08-13",68.48,70.4,68.12,70.08,3925700,69.06
"2013-08-14",70.17,70.53,69.55,69.58,2854600,68.57
"2013-08-15",69.35,69.52,68.18,68.34,4126500,67.35
"2013-08-16",68.07,69,67.74,68.87,2948200,67.87
"2013-08-19",68.51,69.3,68.35,68.52,2247000,67.53
"2013-08-20",68.52,68.6,67.52,68.24,2535800,67.25
"2013-08-21",68.18,68.4,67.67,67.75,2283300,66.77
"2013-08-22",67.89,69.96,67.75,69.5,2325200,68.49
"2013-08-23",69.7,70.19,69.3,70.12,2065300,69.1
"2013-08-26",70.3,71.04,70.09,70.12,3131400,69.1
"2013-08-27",69.2,69.62,68.53,68.79,3209500,67.79
"2013-08-28",68.87,69.7,68.32,69.48,2049400,68.47
"2013-08-29",69.25,70.67,69.04,70.3,2661700,69.28
"2013-08-30",70.43,70.67,69.78,70.15,2800100,69.13
"2013-09-03",71.19,71.89,69.8,70.47,4316300,69.45
"2013-09-04",69.23,69.67,68.94,69.46,6404900,68.45
"2013-09-05",69.4,70.63,69.24,70.34,4686800,69.32
"2013-09-06",70.63,71,69.98,70.32,3255000,69.3
"2013-09-09",70.35,70.89,70.26,70.74,2886600,69.71
"2013-09-10",71.31,71.67,70.82,70.9,4361000,69.87
"2013-09-11",71.09,71.09,70.26,70.73,3891700,69.7
"2013-09-12",70.74,70.95,70.08,70.19,4248800,69.17
"2013-09-13",70.48,71.23,70.39,71,3647000,69.97
"2013-09-16",71.96,72.17,71.16,71.39,4312500,70.35
"2013-09-17",71.64,72.9,71.41,72.68,2937200,71.63
"2013-09-18",72.88,73.52,72.51,73.37,4927700,72.31
"2013-09-19",73.46,75.67,73,73.79,5150700,73.22
"2013-09-20",73.89,74.22,72.93,73.03,12059100,72.46
"2013-09-23",72.6,72.95,71.78,72.63,3255100,72.07
"2013-09-24",72.66,72.97,72.31,72.42,2537000,71.86
"2013-09-25",72.47,73.4,72.09,72.92,2448500,72.36
"2013-09-26",73.39,74.23,73.11,74.01,3188800,73.44
"2013-09-27",73.7,74.22,73.3,73.39,2364100,72.82
"2013-09-30",72.37,73.59,72.1,73.23,2032900,72.66
"2013-10-01",73.29,74.11,73.25,74.11,1805000,73.54
"2013-10-02",73.76,74.15,72.92,74.04,2122700,73.47
"2013-10-03",73.94,74.21,72.57,73.98,3364200,73.41
"2013-10-04",73.86,75.47,73.65,75.39,2933400,74.81
"2013-10-07",74.75,75.57,74.35,74.58,1764400,74
"2013-10-08",74.4,74.45,72.8,73.17,3140300,72.6
"2013-10-09",73.29,73.34,72.27,72.73,2939800,72.17
"2013-10-10",74.63,75.31,73.78,75.09,2726500,74.51
"2013-10-11",75.15,76.13,74.88,75.97,1822800,75.38
"2013-10-14",75.56,76.08,75.09,75.71,1990400,75.12
"2013-10-15",75.67,76.04,75.09,75.19,2472400,74.61
"2013-10-16",75.75,76.54,75.21,76.5,2543900,75.91
"2013-10-17",76.17,77.74,76.17,77.57,1882000,76.97
"2013-10-18",77.64,78.5,77.15,77.91,3210200,77.31
"2013-10-21",78.13,78.5,77.73,78.36,2250300,77.75
"2013-10-22",78.22,79.17,78.07,78.76,2174800,78.15
"2013-10-23",78.54,79.34,78,78.67,2738600,78.06
"2013-10-24",78.86,79.08,77.89,78.05,2580800,77.45
"2013-10-25",78.08,78.15,75.64,77.1,3630700,76.5
"2013-10-28",77.19,77.32,75.32,75.51,4249300,74.93
"2013-10-29",73.03,75.64,72.53,75.56,6004000,74.98
"2013-10-30",75.96,77.06,75.03,75.3,2821100,74.72
"2013-10-31",75.29,76.1,74.6,74.6,3089700,74.02
"2013-11-01",74.26,74.3,73.6,73.93,6373600,73.36
"2013-11-04",74.16,74.53,73.69,74.49,3461700,73.91
"2013-11-05",74.24,74.63,73.72,74.3,2836200,73.72
"2013-11-06",74.71,75.37,74.55,75.17,2712400,74.59
"2013-11-07",75.52,76.01,74.51,74.81,4737700,74.23
"2013-11-08",74.94,75.5,74.63,75.39,3882000,74.81
"2013-11-11",75.4,75.82,75.09,75.62,3104800,75.03
"2013-11-12",75.6,75.9,75.27,75.33,2408500,74.75
"2013-11-13",75.3,76.57,75.22,76.52,3490600,75.93
"2013-11-14",76.89,78.47,76.66,78.26,3362400,77.65
"2013-11-15",78.24,78.87,78.17,78.57,2660300,77.96
"2013-11-18",78.64,79.29,78.24,78.47,2095500,77.86
"2013-11-19",78.39,78.62,77.46,77.65,2947900,77.05
"2013-11-20",77.63,78.11,77.02,77.51,2700500,76.91
"2013-11-21",77.08,78.22,77.08,77.76,2569900,77.76
"2013-11-22",77.98,79.34,77.71,79.29,2354500,79.29
"2013-11-25",78.42,78.52,76.26,76.55,7441600,76.55
"2013-11-26",76.8,77.56,76.3,76.34,3745600,76.34
"2013-11-27",76.74,77.82,76.6,77.46,2782300,77.46
"2013-11-29",77.75,78.19,77.04,77.18,1780100,77.18
"2013-12-02",77.44,78.01,76.77,77.85,2775600,77.85
"2013-12-03",77.45,78,76.76,77.12,3398500,77.12
"2013-12-04",76.93,77.01,75.5,76.56,4103900,76.56
"2013-12-05",76.2,76.36,74.51,75.15,4283400,75.15
"2013-12-06",76.22,76.96,75.76,76.55,2320400,76.55
"2013-12-09",77,77.55,76.34,76.8,3342000,76.8
"2013-12-10",76.83,77.17,76.63,76.87,1897300,76.87
"2013-12-11",77.3,77.6,75.29,75.55,2503000,75.55
"2013-12-12",76.5,78.26,76.03,76.5,3057900,76.5
"2013-12-13",76.71,76.84,76,76.19,2229000,76.19
"2013-12-16",77.19,77.83,76.91,77,2859000,77
"2013-12-17",76.71,77.82,76.64,77.63,3256100,77.63
"2013-12-18",78.02,78.52,76.6,78.44,4491300,78.44
"2013-12-19",78.35,78.95,77.51,77.96,3258600,77.96
"2013-12-20",77.95,78.71,77.68,78.6,4287600,78.6
"2013-12-23",79,79.1,77.63,78.08,2684100,78.08
"2013-12-24",78.21,79.27,78.09,79.17,1168100,79.17
"2013-12-26",79.3,79.67,78.95,79.33,1633500,79.33
"2013-12-27",79.35,79.57,79.11,79.43,1035100,79.43
"2013-12-30",79.59,79.77,78.86,79.45,3309700,79.45
"2013-12-31",79.65,80.33,79.32,80.28,1618600,80.28
"2014-01-02",80.05,80.21,77.9,78.78,4918500,78.78
"2014-01-03",78.95,79.13,78.33,78.71,1528500,78.71
"2014-01-06",79.06,79.06,77.71,77.97,3119200,77.97
"2014-01-07",78.16,79.25,77.9,78.94,2730700,78.94
"2014-01-08",80.37,80.42,78.52,79.73,3419200,79.73
"2014-01-09",79.81,80.82,79.78,80.48,3499600,80.48
"2014-01-10",80.65,81.62,80.02,80.35,2350400,80.35
"2014-01-13",80.42,80.6,79.63,79.82,3218600,79.82
"2014-01-14",80.17,82.18,80.05,81.81,3530400,81.81
"2014-01-15",82.02,82.81,81.76,82.75,2785700,82.75
"2014-01-16",82.42,82.97,81.91,82.22,2352000,82.22
"2014-01-17",82.03,82.1,80.9,81.4,2520700,81.4
"2014-01-21",82.13,82.61,80.69,80.95,2860600,80.95
"2014-01-22",81.21,81.43,78.91,80.22,5102600,80.22
"2014-01-23",80.19,80.19,76.49,77.76,10501700,77.76
"2014-01-24",77.16,77.77,75.86,75.92,5905800,75.92
"2014-01-27",75.92,76.65,74.37,75.74,5521300,75.74
"2014-01-28",75.96,77.49,75.76,76.69,2963000,76.69
"2014-01-29",76.72,78.03,75.6,76.66,4430100,76.66
"2014-01-30",77.39,78.93,76.65,78.06,4588100,78.06
"2014-01-31",79,80.82,77.5,78.76,5926200,78.76
"2014-02-03",78.99,79.41,76.73,77.21,4799300,77.21
"2014-02-04",77.59,78.84,77.17,78.04,3660200,78.04
"2014-02-05",77.37,77.95,76.32,77.61,4798800,77.61
"2014-02-06",78,79.25,77.56,79.12,2804200,79.12
"2014-02-07",79.92,81.11,79.57,80.83,3439400,80.83
"2014-02-10",80.71,81.3,80.38,80.96,3019900,80.96
"2014-02-11",81.28,82.27,80.82,81.68,4130700,81.68
"2014-02-12",81.7,82.97,81.7,82.62,3191500,82.62
"2014-02-13",81.88,83.76,81.88,83.37,3304900,83.37
"2014-02-14",83.2,84.52,83.01,84.47,2930800,84.47
"2014-02-18",84.99,85.4,84.03,85.33,3614800,85.33
"2014-02-19",85,86.1,84.13,84.28,3899600,84.28
"2014-02-20",84.32,86.24,83.47,85.8,4003700,85.8
"2014-02-21",86.36,86.79,85.59,85.65,3302600,85.65
"2014-02-24",85.7,87.1,85.61,85.97,2976100,85.97
"2014-02-25",85.9,86.72,85.4,86.3,2936700,86.3
"2014-02-26",86.39,87.5,86.18,87.42,3226500,87.42
"2014-02-27",86.89,87.92,86.43,87.87,3754100,87.87
"2014-02-28",88.14,89.19,87.62,88.08,4633800,88.08
"2014-03-03",87.28,88.48,87.04,88.47,2428100,88.47
"2014-03-04",89.63,89.8,88.86,89.68,3005800,89.68
"2014-03-05",89.64,90.36,89.53,90.1,2930000,90.1
"2014-03-06",90.57,91.94,90.53,91.06,4128400,91.06
"2014-03-07",91.31,91.57,90.3,90.9,2679200,90.9
"2014-03-10",90.61,91.17,90,91.03,2326300,91.03
"2014-03-11",91.11,91.59,90.3,90.44,2827300,90.44
"2014-03-12",89.89,90.83,89.44,90.16,2829400,90.16
"2014-03-13",90.65,91.02,88.83,89.03,3118400,89.03
"2014-03-14",88.81,90.09,88.73,88.92,3366200,88.92
"2014-03-17",89.57,91.02,89.51,90.6,2286500,90.6
