"","BCR.Open","BCR.High","BCR.Low","BCR.Close","BCR.Volume","BCR.Adjusted"
"2013-02-26",98.4,98.51,97.26,97.87,434400,97.17
"2013-02-27",97.5,99.44,97.14,98.83,646500,98.12
"2013-02-28",98.97,99.53,98.67,98.85,759700,98.14
"2013-03-01",98.66,99.39,97.93,98.8,532100,98.09
"2013-03-04",98.66,98.87,97.7,98.87,486200,98.16
"2013-03-05",99.13,100.24,98.97,99.81,418600,99.1
"2013-03-06",99.99,100.37,99.19,99.32,370700,98.61
"2013-03-07",99.5,99.88,99.35,99.56,479500,98.85
"2013-03-08",100,102.47,100,100.67,982500,99.95
"2013-03-11",100.72,101.03,100.27,100.91,440500,100.19
"2013-03-12",100.93,101.38,100.75,101.2,475600,100.48
"2013-03-13",101.26,101.37,100.66,101.22,385100,100.5
"2013-03-14",101.28,102.02,101,102,579900,101.27
"2013-03-15",101.99,102.21,101.36,101.88,703700,101.15
"2013-03-18",101.13,101.61,100.87,101.38,606900,100.65
"2013-03-19",101.65,101.88,100.58,100.98,536100,100.26
"2013-03-20",101.25,101.44,100.6,100.8,369000,100.08
"2013-03-21",100.51,101.02,100.01,100.06,543700,99.34
"2013-03-22",100.51,100.71,100.29,100.62,541000,99.9
"2013-03-25",100.91,100.91,99.77,100.3,371500,99.58
"2013-03-26",100.65,100.96,100.45,100.79,478800,100.07
"2013-03-27",100.3,100.65,99.55,100.01,1204700,99.29
"2013-03-28",100.03,101.09,99.65,100.78,1021500,100.06
"2013-04-01",100.6,100.93,99.84,100.16,529200,99.44
"2013-04-02",100.94,101.11,100.3,100.59,568200,99.87
"2013-04-03",100.83,101.19,100.18,100.72,687100,100
"2013-04-04",100.91,101.81,100.78,101.27,675200,100.55
"2013-04-05",100.72,100.92,99.95,100.11,504000,99.39
"2013-04-08",99.95,100.46,99.5,100.33,563100,99.61
"2013-04-09",100.7,102.37,100.62,101.83,928200,101.1
"2013-04-10",101.98,103.11,101.98,102.84,860500,102.1
"2013-04-11",102.85,103.18,102.79,103,936200,102.26
"2013-04-12",102.95,103.32,102.59,103.05,818000,102.31
"2013-04-15",102.92,103.16,101.68,101.68,812700,100.95
"2013-04-16",101.76,102.2,100.82,102.08,564500,101.35
"2013-04-17",101.37,101.72,99.88,100.75,967200,100.03
"2013-04-18",101.02,101.4,99,99.64,500100,98.93
"2013-04-19",98.36,99.79,97.61,99.53,848200,98.82
"2013-04-22",99.61,99.69,98.23,98.25,960900,97.55
"2013-04-23",98.73,99.87,98.73,99.15,675900,98.44
"2013-04-24",99.66,100,97.9,99.08,832100,98.37
"2013-04-25",99.08,99.66,98.04,99.09,595200,98.58
"2013-04-26",99,99.09,98.27,98.55,324400,98.04
"2013-04-29",98.69,99.07,98.21,98.97,398800,98.46
"2013-04-30",98.92,99.74,98.6,99.36,1629800,98.85
"2013-05-01",99.16,99.87,99.11,99.5,1182100,98.99
"2013-05-02",99.79,101.14,99.53,100.91,867700,100.39
"2013-05-03",101.1,101.88,101.1,101.57,550700,101.05
"2013-05-06",101.55,101.8,101.04,101.17,426300,100.65
"2013-05-07",99.44,102,99.44,101.98,468500,101.45
"2013-05-08",101.85,103.13,101.75,103.05,517100,102.52
"2013-05-09",102.79,103.71,102.71,103.52,411400,102.99
"2013-05-10",103.81,104.68,103.11,104.61,454100,104.07
"2013-05-13",104.24,105.54,104.06,105,538600,104.46
"2013-05-14",105.02,107.18,105.02,106.75,939400,106.2
"2013-05-15",106.72,106.99,106.29,106.98,510000,106.43
"2013-05-16",106.91,107.27,106.37,106.65,700200,106.1
"2013-05-17",106.75,107.47,106.66,107.41,692700,106.86
"2013-05-20",107.18,107.65,106.85,106.97,444600,106.42
"2013-05-21",107.29,107.83,106.5,106.71,472900,106.16
"2013-05-22",106.61,107.95,105.05,105.28,645400,104.74
"2013-05-23",104.68,105.28,104.22,105.15,679100,104.61
"2013-05-24",104.82,105.51,104.39,105.14,435400,104.6
"2013-05-28",105.75,106.98,105.62,105.98,415100,105.43
"2013-05-29",105.26,105.39,103.23,104.13,645200,103.59
"2013-05-30",104.15,104.96,104.07,104.46,217100,103.92
"2013-05-31",104.04,104.88,103.09,103.09,582500,102.56
"2013-06-03",103.22,103.87,102.55,103.87,370500,103.34
"2013-06-04",104.05,104.57,103.1,104.15,761300,103.61
"2013-06-05",103.81,104.38,103.37,104,677300,103.46
"2013-06-06",104.12,105.06,103.09,105.06,642500,104.52
"2013-06-07",105.25,105.88,104.81,105.4,289100,104.86
"2013-06-10",105.16,105.94,104.66,105.71,404700,105.17
"2013-06-11",104.76,105.98,103.82,104.71,360600,104.17
"2013-06-12",105.24,105.54,103.82,105.11,564200,104.57
"2013-06-13",105.3,109.37,105.18,109.31,931300,108.75
"2013-06-14",109.26,112.28,108.76,111.04,1467300,110.47
"2013-06-17",111.78,111.95,109.77,110.63,572400,110.06
"2013-06-18",111.05,112.09,110.78,111.8,484000,111.22
"2013-06-19",111.77,112.36,110.41,110.58,516000,110.01
"2013-06-20",110.16,110.44,108.81,109,696000,108.44
"2013-06-21",109.8,110.85,109.46,110.1,864800,109.53
"2013-06-24",109.54,110.34,108.7,109.13,968500,108.57
"2013-06-25",109.67,109.99,108.71,108.75,739700,108.19
"2013-06-26",109.47,109.7,108.17,108.39,650400,107.83
"2013-06-27",108.4,109.07,107.6,108.55,668600,107.99
"2013-06-28",108.7,110.24,107.88,108.68,1029500,108.12
"2013-07-01",108.54,109.16,107.65,108.17,903400,107.61
"2013-07-02",107.9,108.68,107.37,107.58,519700,107.03
"2013-07-03",107.2,107.69,106.72,107.3,239100,106.75
"2013-07-05",107.53,108.41,107.2,108.41,378800,107.85
"2013-07-08",108.75,109.71,108.6,109.09,355300,108.53
"2013-07-09",109.22,109.97,108.23,108.45,477100,107.89
"2013-07-10",108.13,109.59,107.88,109.44,436900,108.88
"2013-07-11",109.84,111.19,109.03,110.46,339600,109.89
"2013-07-12",110.39,111.21,110.36,111.16,377100,110.59
"2013-07-15",111.9,112.07,110.74,112.02,480600,111.44
"2013-07-16",111.82,112.66,111.72,111.99,628600,111.41
"2013-07-17",112.13,112.55,111.88,112.33,427900,111.75
"2013-07-18",112.28,113.5,111.83,113.24,481600,112.87
"2013-07-19",113.43,114.55,112.85,114.17,631300,113.79
"2013-07-22",114,114.15,113.21,113.65,483600,113.28
"2013-07-23",113.52,113.71,112.07,113.38,582400,113.01
"2013-07-24",114.05,115,112.02,112.54,725700,112.17
"2013-07-25",112.57,113.5,112.2,113.27,419100,112.9
"2013-07-26",113.26,114.48,110,114.46,541900,114.08
"2013-07-29",114.05,114.39,113.36,113.8,264400,113.43
"2013-07-30",114.31,114.49,113.01,114.25,268400,113.87
"2013-07-31",114.5,115.35,114.26,114.6,590700,114.22
"2013-08-01",114.63,115.95,114.63,115.67,573100,115.29
"2013-08-02",115.67,116,115.06,115.77,412900,115.39
"2013-08-05",115.77,115.99,115.37,115.89,364200,115.51
"2013-08-06",115.87,116.43,115.27,116.42,559500,116.04
"2013-08-07",116.02,116.76,115.68,116.21,529600,115.83
"2013-08-08",116.58,116.99,116.28,116.8,398500,116.42
"2013-08-09",116.59,117.54,116.49,117.37,345700,116.98
"2013-08-12",117.03,117.3,116.37,116.72,306700,116.34
"2013-08-13",116.86,116.99,115.9,116.16,493100,115.78
"2013-08-14",115.9,116.24,115.01,115.41,272700,115.03
"2013-08-15",114.94,115.23,113.38,113.47,240700,113.1
"2013-08-16",112.27,113.13,111.24,111.82,766400,111.45
"2013-08-19",111.83,113.05,111.59,112.43,326700,112.06
"2013-08-20",112.37,113.91,111.37,113.9,508800,113.53
"2013-08-21",113.63,114.47,112.94,114.07,611200,113.7
"2013-08-22",113.99,114.84,113.44,114.54,463600,114.16
"2013-08-23",114.37,114.74,113.7,114.51,444800,114.13
"2013-08-26",114.58,115.7,113.99,115.4,348700,115.02
"2013-08-27",114.02,115.03,113.11,113.2,401100,112.83
"2013-08-28",113.24,114.39,112.97,114.15,506500,113.78
"2013-08-29",114.4,115.89,113.88,115.71,512600,115.33
"2013-08-30",115.52,115.64,114.53,114.87,579400,114.49
"2013-09-03",115.33,115.97,114.07,114.66,493200,114.28
"2013-09-04",114.56,116.77,113.66,116.73,536900,116.35
"2013-09-05",116.46,117.17,116.05,116.78,455500,116.4
"2013-09-06",116.98,118.23,116.07,117.81,476500,117.42
"2013-09-09",117.8,118.63,116.62,118.62,474600,118.23
"2013-09-10",119.06,119.37,118.73,119.14,423200,118.75
"2013-09-11",119.24,119.99,119.01,119.43,339800,119.04
"2013-09-12",119.29,119.64,118.34,118.6,350300,118.21
"2013-09-13",117.78,118.7,117.41,118.62,456700,118.23
"2013-09-16",119.72,119.98,118.95,119.37,282200,118.98
"2013-09-17",119.62,119.78,119,119.28,352400,118.89
"2013-09-18",119.46,120.55,119.23,120.55,561000,120.15
"2013-09-19",120.86,121.16,119.95,120.1,638800,119.71
"2013-09-20",120,120.65,118.44,118.45,1216300,118.06
"2013-09-23",118.55,118.88,117.29,117.64,481700,117.25
"2013-09-24",117.64,117.88,116.5,116.76,438500,116.38
"2013-09-25",116.66,117.11,115.84,116,675600,115.62
"2013-09-26",116.31,116.65,115.83,116.22,445200,115.84
"2013-09-27",116.03,116.45,115.58,115.74,376600,115.36
"2013-09-30",115.36,115.37,114.62,115.2,496100,114.82
"2013-10-01",115.51,116.32,114.86,116.28,593600,115.9
"2013-10-02",115.16,116.54,115.16,116.52,486600,116.14
"2013-10-03",115.76,116.32,113.52,114.93,888200,114.55
"2013-10-04",115.05,116.17,114.83,115.86,421000,115.48
"2013-10-07",114.99,115.43,114.52,114.54,303400,114.16
"2013-10-08",114.5,115.03,113.81,113.84,507300,113.47
"2013-10-09",114,114.79,113.84,114.37,686200,113.99
"2013-10-10",115.32,116.07,114.39,116.03,694500,115.65
"2013-10-11",116.28,119.11,115.96,119.08,717500,118.69
"2013-10-14",118.3,120.72,118.3,120.29,612500,119.89
"2013-10-15",119.89,120.46,118.35,118.46,540400,118.07
"2013-10-16",118.72,120.66,118.57,120.44,495200,120.04
"2013-10-17",119.71,122.88,118.59,122.83,500200,122.64
"2013-10-18",124.11,128.84,123.82,124.5,846300,124.31
"2013-10-21",124.99,126.23,124.26,126.11,1084100,125.92
"2013-10-22",126.23,127.59,126.23,126.96,664700,126.76
"2013-10-23",130.26,138.65,129.6,135.8,2599300,135.59
"2013-10-24",135.18,138.79,134.19,134.45,907400,134.24
"2013-10-25",134.5,135.44,134.16,134.55,939300,134.34
"2013-10-28",134.5,135.3,133.95,135.1,513600,134.89
"2013-10-29",135.49,136.13,134.85,135.58,511700,135.37
"2013-10-30",139.94,139.94,135.5,136.42,752900,136.21
"2013-10-31",136.4,136.8,134.79,136.22,726700,136.01
"2013-11-01",136.2,136.66,134.6,136.38,639500,136.17
"2013-11-04",136.34,139.25,136.2,138.06,770200,137.85
"2013-11-05",137.01,137.97,136.51,137.21,484400,137
"2013-11-06",137.87,138.78,137.13,137.74,458800,137.53
"2013-11-07",137.97,138.58,136.48,136.51,459700,136.3
"2013-11-08",136.19,137.69,136.19,137.62,529400,137.41
"2013-11-11",137.4,137.85,136.67,137.54,269200,137.33
"2013-11-12",136.99,138.04,136.65,137.72,535400,137.51
"2013-11-13",136.73,138.23,136.66,137.99,778900,137.78
"2013-11-14",138.36,138.99,137.69,138.43,304200,138.22
"2013-11-15",138.15,139.15,137.97,139.05,427200,138.84
"2013-11-18",139.05,139.25,136.89,136.92,565600,136.71
"2013-11-19",137.14,138.73,136.85,137.52,529100,137.31
"2013-11-20",137.46,139.8,136.96,137.85,617200,137.64
"2013-11-21",138.44,139.51,138.1,139.05,703200,138.84
"2013-11-22",139.27,141.02,138.84,139.85,1063500,139.63
"2013-11-25",140,140.98,139.09,139.29,665900,139.07
"2013-11-26",138.75,140,138.53,138.58,1023100,138.37
"2013-11-27",138.58,139.91,138.58,139.22,401300,139.01
"2013-11-29",139.62,139.76,138.7,138.88,117400,138.67
"2013-12-02",139.18,139.64,138.45,138.7,345800,138.49
"2013-12-03",137.71,138.65,137.51,138.16,388700,137.95
"2013-12-04",137.74,138.44,136,137.21,294300,137
"2013-12-05",136.97,137.58,136.47,136.62,337300,136.41
"2013-12-06",137.93,138.21,137.22,137.44,364800,137.23
"2013-12-09",137.41,138.44,136.92,137.83,394100,137.62
"2013-12-10",137.49,138,136.78,137.54,348900,137.33
"2013-12-11",137.32,137.77,134.97,135.06,299700,134.85
"2013-12-12",134.59,135.59,133.52,133.7,348600,133.49
"2013-12-13",133.69,134.34,133.06,133.6,296400,133.39
"2013-12-16",133.64,134.62,133.07,133.32,399200,133.11
"2013-12-17",133.1,133.47,131.86,132.17,444000,131.97
"2013-12-18",131.87,134.03,131.58,133.67,471700,133.46
"2013-12-19",132.86,133.33,131.39,131.96,597300,131.76
"2013-12-20",132.34,132.36,131.75,132.15,740700,131.95
"2013-12-23",132.31,133.1,130.73,132.32,539600,132.12
"2013-12-24",132.48,133.59,132.35,133.29,196000,133.08
"2013-12-26",133.48,134.1,133.11,133.74,189100,133.53
"2013-12-27",133.99,133.99,133.23,133.29,209200,133.08
"2013-12-30",133.42,134.76,133.02,133.64,612700,133.43
"2013-12-31",133.54,134.43,133.09,133.94,279700,133.73
"2014-01-02",134,134.15,131.6,131.83,558600,131.63
"2014-01-03",131.81,132.46,130.99,131.13,655200,130.93
"2014-01-06",130.24,130.24,128.14,129.31,1831900,129.11
"2014-01-07",130.02,132.23,130.02,130.89,733800,130.69
"2014-01-08",132.05,132.75,131.37,132.73,794800,132.53
"2014-01-09",132.91,134.76,132.75,134.75,523000,134.54
"2014-01-10",134.67,134.85,133.1,134.41,530300,134.2
"2014-01-13",133.82,135.12,133.24,133.69,648900,133.48
"2014-01-14",133.65,135.55,133.56,135.41,464200,135.2
"2014-01-15",135.26,136,134.88,136,538600,135.79
"2014-01-16",135.62,136.53,134.26,136.39,566300,136.39
"2014-01-17",136.3,137,134.81,135.21,722100,135.21
"2014-01-21",136.38,136.89,135.56,136.02,505000,136.02
"2014-01-22",136,136.62,135.93,136.32,339800,136.32
"2014-01-23",135.44,136.16,134.79,135.94,640600,135.94
"2014-01-24",135.52,135.52,133.06,133.09,636300,133.09
"2014-01-27",132.69,132.71,129.82,129.87,821500,129.87
"2014-01-28",130.04,131.83,129.83,130.75,693000,130.75
"2014-01-29",130.44,132.12,129.67,130.31,745200,130.31
"2014-01-30",131.47,131.84,129.78,131.02,885400,131.02
"2014-01-31",130,131.26,125.53,129.59,1479700,129.59
"2014-02-03",129.14,130.2,125,125.42,839700,125.42
"2014-02-04",126.09,128.29,125.48,128.11,998900,128.11
"2014-02-05",127.82,130.13,127.25,129.14,995400,129.14
"2014-02-06",129.13,130.1,128.1,128.4,755300,128.4
"2014-02-07",128.62,131.2,128.62,131.02,719400,131.02
"2014-02-10",130.93,133.23,130.33,133.14,1359600,133.14
"2014-02-11",132.93,136.65,132.66,136.65,1237300,136.65
"2014-02-12",136.5,137.37,135.49,136.66,855200,136.66
"2014-02-13",135.79,138.02,135.57,137.89,682500,137.89
"2014-02-14",137.47,139.39,137.1,139.19,750500,139.19
"2014-02-18",139.18,141.57,138.97,140.39,871400,140.39
"2014-02-19",140.32,140.79,138.95,139.13,579300,139.13
"2014-02-20",139.06,140.96,139.05,140.3,812300,140.3
"2014-02-21",140.85,142.24,140.18,141.57,709600,141.57
"2014-02-24",141.54,143,141.41,142.44,883300,142.44
"2014-02-25",143.01,143.78,140.65,141.96,1094800,141.96
"2014-02-26",142.04,144.06,141.68,143.04,911900,143.04
"2014-02-27",142.68,145.21,142.68,144.69,823600,144.69
"2014-02-28",144.62,145.62,142.97,144.16,656700,144.16
"2014-03-03",143.3,143.99,141.43,141.85,771900,141.85
"2014-03-04",143.1,143.78,142.61,143.64,939500,143.64
"2014-03-05",143.43,144.27,143.36,144.12,771100,144.12
"2014-03-06",144.89,145.55,143.5,143.71,479900,143.71
"2014-03-07",144.96,144.98,142.89,143.71,885400,143.71
"2014-03-10",143.9,145.86,143.5,145.36,788300,145.36
"2014-03-11",145.34,146.35,144.94,145.78,465700,145.78
"2014-03-12",144.92,146.48,144.86,146.43,864800,146.43
"2014-03-13",146.53,147,143.59,143.92,749000,143.92
"2014-03-14",143.73,145.34,143.61,144.92,558900,144.92
"2014-03-17",145.55,147.85,144.93,145.97,766300,145.97
