"","BCR.Open","BCR.High","BCR.Low","BCR.Close","BCR.Volume","BCR.Adjusted"
"2007-08-21",80.98,82.79,80.59,82.61,729900,78.55
"2007-08-22",83.06,83.13,82,82.45,536500,78.4
"2007-08-23",82.56,83.14,82.15,82.46,375300,78.41
"2007-08-24",82.56,82.83,82.1,82.6,571500,78.54
"2007-08-27",82.52,83,82.51,82.8,301900,78.73
"2007-08-28",82.5,82.96,82.25,82.27,573000,78.23
"2007-08-29",82.9,83.33,82.43,83.28,319700,79.19
"2007-08-30",82.65,83.35,82.3,82.93,303100,78.85
"2007-08-31",83.35,83.8,82.86,83.39,348500,79.29
"2007-09-04",82.9,84.49,82.78,84.25,521800,80.11
"2007-09-05",83.79,84.7,83.53,83.99,761000,79.86
"2007-09-06",83.98,85,83.75,84.59,664500,80.43
"2007-09-07",83.65,84.32,83.19,83.3,1442600,79.21
"2007-09-10",83.65,84.95,83.43,84.18,529900,80.04
"2007-09-11",84.42,85.29,84.41,85.27,347200,81.08
"2007-09-12",85.19,85.5,84.84,84.98,441700,80.8
"2007-09-13",85.33,85.48,84.86,85.1,285100,80.92
"2007-09-14",84.74,85.32,84.64,85.17,338100,80.98
"2007-09-17",84.85,85.12,84.15,84.48,308900,80.33
"2007-09-18",84.73,85.97,84.6,85.62,427100,81.41
"2007-09-19",86,86.79,85.87,86.37,345500,82.12
"2007-09-20",86.26,87.02,86.12,86.5,280200,82.25
"2007-09-21",87.46,87.46,86.35,86.35,555400,82.11
"2007-09-24",86.25,86.55,85.9,86.16,390700,81.92
"2007-09-25",85.82,87.53,85.82,87.41,558000,83.11
"2007-09-26",87.72,88.24,87.41,87.81,506200,83.49
"2007-09-27",88.23,88.71,88.01,88.23,871300,83.89
"2007-09-28",88.13,88.65,87.61,88.19,534200,83.85
"2007-10-01",88.4,89.38,88.32,88.99,686100,84.62
"2007-10-02",89.05,89.19,88.29,88.41,305900,84.06
"2007-10-03",88.03,88.88,87.85,87.96,538500,83.64
"2007-10-04",88.24,88.56,87.28,87.37,533400,83.08
"2007-10-05",87.83,88.25,87.49,87.73,396400,83.42
"2007-10-08",87.94,88.78,87.94,88.4,390400,84.05
"2007-10-09",88.85,89,87.8,88,555200,83.67
"2007-10-10",87.99,88.27,87.65,88.16,328400,83.83
"2007-10-11",89.3,89.96,87.71,87.87,495400,83.55
"2007-10-12",87.97,88.13,86.98,87,407200,82.72
"2007-10-15",86.67,87.12,86.12,86.68,316000,82.42
"2007-10-16",86.7,87.2,85.94,86.12,315800,81.89
"2007-10-17",86.8,87.01,85.7,86.44,392300,82.19
"2007-10-18",86.23,86.61,85.84,86.05,278200,81.96
"2007-10-19",85.74,86.49,85.61,85.83,703400,81.75
"2007-10-22",85.14,85.65,84.76,85.62,404200,81.55
"2007-10-23",85.85,86.63,84.67,86.38,529400,82.28
"2007-10-24",81.6,81.6,78.41,79.15,4214400,75.39
"2007-10-25",79,81.17,78.92,81.1,1147900,77.25
"2007-10-26",82.29,82.29,81.61,82.04,908000,78.14
"2007-10-29",82.75,82.75,81.61,81.87,649200,77.98
"2007-10-30",81.69,83,81.6,82.66,706000,78.73
"2007-10-31",82.9,83.86,82.49,83.61,770500,79.64
"2007-11-01",83.11,83.33,80.76,80.79,853000,76.95
"2007-11-02",80.88,82.03,80.55,80.96,1109100,77.11
"2007-11-05",80,81.87,79.54,81.51,705900,77.64
"2007-11-06",81.17,83.57,81.17,83.57,897600,79.6
"2007-11-07",81.29,82.78,80.72,80.85,708000,77.01
"2007-11-08",81.25,84.06,81.15,83.9,1012100,79.91
"2007-11-09",83.14,84.03,83.07,83.55,808100,79.58
"2007-11-12",83.39,85.91,83.11,85.03,863100,80.99
"2007-11-13",86.05,86.05,84.42,85.92,872700,81.84
"2007-11-14",85.94,85.94,84.76,84.92,446900,80.89
"2007-11-15",84.73,85.54,83.96,84.27,532100,80.27
"2007-11-16",84.9,85.57,84.2,84.87,683100,80.84
"2007-11-19",84.36,84.6,83.23,83.3,658800,79.34
"2007-11-20",83.45,84.29,82.26,82.85,702000,78.91
"2007-11-21",82.15,83.61,82,82.6,471900,78.68
"2007-11-23",83.1,83.59,82.7,83.58,137200,79.61
"2007-11-26",83.24,84.09,81.39,81.39,593900,77.52
"2007-11-27",81.65,84.03,81.65,84.03,717400,80.04
"2007-11-28",85.08,85.34,83.87,85.16,739600,81.11
"2007-11-29",84.87,84.87,83.87,84.3,360100,80.3
"2007-11-30",84.9,85.37,84.03,84.53,706900,80.51
"2007-12-03",84.2,84.2,82.76,83.05,517200,79.1
"2007-12-04",82.75,83.5,82.42,82.42,416600,78.5
"2007-12-05",83.02,83.02,82.15,82.44,671100,78.52
"2007-12-06",82.45,82.98,81.91,82.9,646700,78.96
"2007-12-07",83.05,85.35,82.8,85.11,1013000,81.07
"2007-12-10",85.26,85.67,84.98,85.58,529300,81.51
"2007-12-11",85.3,85.49,84.07,84.4,618700,80.39
"2007-12-12",85.93,86,82.97,82.97,1022400,79.03
"2007-12-13",81.74,83.88,81.73,83.73,705700,79.75
"2007-12-14",82.74,84.03,82.74,83.5,643800,79.53
"2007-12-17",83.47,83.78,83.13,83.14,584900,79.19
"2007-12-18",83.6,85.12,83.2,85.02,811000,80.98
"2007-12-19",85.41,91.69,85.21,90.98,2387400,86.66
"2007-12-20",91.76,93.78,91.15,92.89,1063800,88.48
"2007-12-21",93.68,94.09,93.06,93.7,820000,89.25
"2007-12-24",94.46,94.8,93.16,93.89,204600,89.43
"2007-12-26",93.69,94.97,93.55,94.75,372100,90.25
"2007-12-27",94.79,94.79,94.05,94.23,461900,89.75
"2007-12-28",94.68,95.33,94.65,95.05,508000,90.53
"2007-12-31",94.93,95.25,94.58,94.8,575000,90.3
"2008-01-02",94.53,95.27,92,92.33,1015600,87.94
"2008-01-03",92.39,94.31,92.11,92.25,1176400,87.87
"2008-01-04",92.07,92.43,90.68,90.7,1042300,86.39
"2008-01-07",94,95.9,93.61,95.38,1449500,90.85
"2008-01-08",95.64,96.49,94.41,94.52,1034900,90.03
"2008-01-09",94.45,95.48,94.26,95.48,1094800,90.94
"2008-01-10",94.44,97.75,94.44,97.15,1033900,92.54
"2008-01-11",96.96,98.24,96.2,96.53,1023100,91.94
"2008-01-14",96.79,96.95,95.27,95.55,648500,91.01
"2008-01-15",94.35,96.71,94.24,96.13,573900,91.56
"2008-01-16",95.5,100.33,95.19,99.16,1400000,94.6
"2008-01-17",99.64,99.86,97.35,97.56,896300,93.07
"2008-01-18",97.56,99.18,96.04,96.68,1313600,92.23
"2008-01-22",88.81,96,88.81,94.87,793700,90.5
"2008-01-23",92.25,93.14,91.25,92.37,1277000,88.12
"2008-01-24",92.49,93.36,91.63,91.97,946000,87.74
"2008-01-25",92.11,92.5,90.55,91.65,953700,87.43
"2008-01-28",91.63,93.84,91.63,93.84,827500,89.52
"2008-01-29",94.61,94.61,92.59,92.85,633000,88.58
"2008-01-30",93.15,96.58,92.48,95.6,845300,91.2
"2008-01-31",94.35,96.99,93.41,96.33,1510000,91.9
"2008-02-01",97.35,100.08,93.74,96.92,1258000,92.46
"2008-02-04",97.43,98.09,97,97.86,588500,93.36
"2008-02-05",96.34,96.78,94,95,804900,90.63
"2008-02-06",95.72,95.97,94.17,94.59,1196800,90.24
"2008-02-07",94.26,96.16,94.01,95.47,723000,91.08
"2008-02-08",94.75,95.95,94.59,95.71,422800,91.31
"2008-02-11",96.09,96.35,94.94,96.35,478300,91.92
"2008-02-12",97.2,97.88,95.82,97.36,685500,92.88
"2008-02-13",97.91,98,96.6,97.06,457100,92.59
"2008-02-14",97.45,98.42,96.86,97.56,685100,93.07
"2008-02-15",97.56,97.93,95.81,96.47,617600,92.03
"2008-02-19",97.19,97.97,96.71,97.11,488900,92.64
"2008-02-20",96.72,97.55,95.96,97.27,400500,92.79
"2008-02-21",97.49,97.6,95.79,95.93,327800,91.52
"2008-02-22",96.16,96.85,94.9,96.09,460100,91.67
"2008-02-25",96.53,99.39,96.45,99.04,714000,94.48
"2008-02-26",98.85,98.9,97.74,98.23,914500,93.71
"2008-02-27",98.13,98.37,95.18,95.48,1436300,91.09
"2008-02-28",95.87,97.08,95.2,96.39,594500,91.95
"2008-02-29",95.84,96.06,94.65,94.79,647100,90.43
"2008-03-03",95,95.85,94.7,95.85,640800,91.44
"2008-03-04",95.15,95.33,93.82,94.57,1127000,90.22
"2008-03-05",95.3,95.41,93.97,94.84,708600,90.48
"2008-03-06",93.65,94.77,93.65,93.91,559800,89.59
"2008-03-07",91.01,93.72,90,92.85,636800,88.58
"2008-03-10",92.75,93,91.51,91.77,765900,87.55
"2008-03-11",94.02,99.89,91.52,95,911700,90.63
"2008-03-12",95,95.88,94.77,94.8,729200,90.44
"2008-03-13",94.46,96.7,94.11,96.2,1405700,91.77
"2008-03-14",96.97,97.38,95.15,95.95,922600,91.53
"2008-03-17",94.23,96.77,93.76,95.8,872200,91.39
"2008-03-18",97.43,97.56,95.55,97.45,667400,92.97
"2008-03-19",98.19,99.83,97.9,98.12,1264600,93.61
"2008-03-20",98.63,99.74,97.95,99.66,939500,95.07
"2008-03-24",99.66,100,98.73,99.46,739300,94.88
"2008-03-25",98.92,100,98.68,99.15,1054000,94.59
"2008-03-26",99.15,99.18,97.47,97.49,985000,93
"2008-03-27",98.2,99.43,98.1,98.85,596800,94.3
"2008-03-28",98.97,99.5,97.36,97.51,613500,93.02
"2008-03-31",97.52,97.74,96.17,96.4,1005500,91.96
"2008-04-01",97.19,97.93,96.22,97.93,1193800,93.42
"2008-04-02",98.51,98.87,97.62,98.63,884300,94.09
"2008-04-03",98.68,98.9,97.68,98.56,651000,94.02
"2008-04-04",98.82,99,98.01,98.61,636100,94.07
"2008-04-07",99.04,99.31,98.06,98.73,539000,94.19
"2008-04-08",98,98.67,97.5,97.74,416300,93.24
"2008-04-09",97.64,97.81,96.08,96.72,602500,92.27
"2008-04-10",96.97,97.13,95.81,96.12,651600,91.7
"2008-04-11",95.18,96.1,95.18,95.43,740600,91.04
"2008-04-14",95.49,95.52,94.5,94.95,602200,90.58
"2008-04-15",95,95,91.89,93.25,1645200,88.96
"2008-04-16",94.05,95.92,93.27,95.84,535800,91.43
"2008-04-17",95.68,96.08,95.24,95.93,414000,91.52
"2008-04-18",97.34,98.31,95.01,97.38,776600,92.9
"2008-04-21",97.3,97.38,95.79,95.92,652900,91.51
"2008-04-22",95.51,96.01,94.59,94.61,660600,90.26
"2008-04-23",95.22,97.31,94.66,96.9,900300,92.44
"2008-04-24",92.44,94.55,90.08,93.45,1733900,89.29
"2008-04-25",93.5,93.71,91.57,92.76,756300,88.63
"2008-04-28",93.54,94.64,93,93.21,649200,89.06
"2008-04-29",93,94,92.71,93.26,798800,89.11
"2008-04-30",93.77,95.5,93.7,94.17,824000,89.98
"2008-05-01",94.39,95,93.15,94.71,548100,90.49
"2008-05-02",95.35,95.47,93.04,93.47,450800,89.31
"2008-05-05",93.1,93.1,92.18,92.39,688300,88.28
"2008-05-06",92.1,93,91.5,92.19,512900,88.08
"2008-05-07",92.51,92.65,91.2,91.43,849000,87.36
"2008-05-08",92.03,92.68,91.87,92.38,451900,88.27
"2008-05-09",91.63,91.7,90.91,91.22,473000,87.16
"2008-05-12",91.71,92.55,90.59,92.3,641100,88.19
"2008-05-13",92.74,92.82,91.18,91.39,565300,87.32
"2008-05-14",92.07,92.07,91.2,91.49,418500,87.42
"2008-05-15",91.72,92,90.47,91.44,978500,87.37
"2008-05-16",91.52,92,90.07,91.25,1016700,87.19
"2008-05-19",91.48,91.48,90.36,90.56,597600,86.53
"2008-05-20",90.06,90.94,90.06,90.72,573000,86.68
"2008-05-21",91.17,93.82,91.1,92.09,1151600,87.99
"2008-05-22",91.9,92.7,91.24,91.33,661100,87.26
"2008-05-23",90.62,91.13,89.42,90.51,820200,86.48
"2008-05-27",90.23,91.74,90.23,91.52,428600,87.44
"2008-05-28",92.16,92.19,90.61,91.07,386600,87.01
"2008-05-29",91.22,93.12,91.22,92.58,616200,88.46
"2008-05-30",93.13,93.13,90.78,91.2,997600,87.14
"2008-06-02",90,91.61,90,91.11,617400,87.05
"2008-06-03",91.45,91.73,90.02,90.49,850300,86.46
"2008-06-04",90.75,91.51,90.35,91.17,723700,87.11
"2008-06-05",90,91.78,89.93,91.14,570300,87.08
"2008-06-06",89.01,91.87,89.01,89.43,711900,85.45
"2008-06-09",89.97,89.97,88.27,88.99,777800,85.03
"2008-06-10",88.18,89.08,88.18,88.72,385100,84.77
"2008-06-11",88.17,88.94,87.4,88,735900,84.08
"2008-06-12",88.7,89.47,88.21,88.63,643900,84.68
"2008-06-13",88.91,90.9,88.66,90.9,745600,86.85
"2008-06-16",90.9,91.75,90.4,91.2,589600,87.14
"2008-06-17",91.35,92.04,90.67,90.82,355400,86.78
"2008-06-18",90.43,90.85,89.35,89.57,433000,85.58
"2008-06-19",89.35,90.76,89.17,89.71,647800,85.71
"2008-06-20",88.67,88.69,87.4,88.29,844800,84.36
"2008-06-23",88.6,88.81,87.82,88.02,353800,84.1
"2008-06-24",87.53,88,86.76,87.12,761800,83.24
"2008-06-25",87.19,88.03,86.81,87.46,783000,83.56
"2008-06-26",86.2,87.82,84.69,87.2,868000,83.32
"2008-06-27",87.21,88.59,87.2,88.15,937900,84.22
"2008-06-30",87.47,88.96,87.47,87.95,567700,84.03
"2008-07-01",87.14,88.16,86.43,87.81,879200,83.9
"2008-07-02",88.05,88.35,87.37,87.37,588600,83.48
"2008-07-03",87.9,87.9,86.54,86.87,279500,83
"2008-07-07",87.14,87.75,86.41,87.03,399500,83.15
"2008-07-08",86.98,89.49,86.89,89.36,534500,85.38
"2008-07-09",89.64,89.64,87.87,87.96,570200,84.04
"2008-07-10",87.96,88.79,87.64,88.69,537700,84.74
"2008-07-11",87.65,88.73,87.24,88.17,427500,84.24
"2008-07-14",88.77,89.58,88,88.5,359500,84.56
"2008-07-15",88.1,89.66,88.1,89.3,765600,85.32
"2008-07-16",89.06,91.17,89.06,90.5,638700,86.47
"2008-07-17",90.8,91.18,88.99,89.96,622700,86.11
"2008-07-18",90.15,91.65,89.44,91.14,840300,87.24
"2008-07-21",91.1,91.26,89.72,89.88,552700,86.03
"2008-07-22",89.28,92.1,89.23,92.09,796900,88.14
"2008-07-23",91.9,92.5,91.2,91.57,732500,87.65
"2008-07-24",90.76,95.95,90.76,94.6,1588500,90.55
"2008-07-25",95,95.48,94.34,95.26,618000,91.18
"2008-07-28",95.1,96.19,94.14,94.15,634700,90.12
"2008-07-29",93.5,94.55,91,92.88,1585600,88.9
"2008-07-30",93.04,94.25,91.8,92.96,762400,88.98
"2008-07-31",92.68,93.72,92.58,92.84,805700,88.86
"2008-08-01",93.21,94.53,91.96,92.07,1392600,88.13
"2008-08-04",92.01,93.39,91.47,92.84,339700,88.86
"2008-08-05",93.21,93.85,92.27,93.85,552600,89.83
"2008-08-06",93.44,94.65,93.33,94.38,512800,90.34
"2008-08-07",93.48,94.01,92.13,92.19,778500,88.24
"2008-08-08",92.44,93.52,92.3,93.36,631800,89.36
"2008-08-11",93.43,93.71,92.51,92.76,511800,88.79
"2008-08-12",92.74,94.29,92.56,93.89,581300,89.87
"2008-08-13",93.53,93.99,92.61,92.76,625800,88.79
"2008-08-14",92.87,93.1,91.7,92.47,516900,88.51
"2008-08-15",92.47,94,92.46,93.94,784400,89.92
"2008-08-18",94,94.99,93.34,94.24,696400,90.2
"2008-08-19",94.1,94.72,93.8,94.5,547100,90.45
"2008-08-20",92.37,94.64,92.37,93.51,587100,89.5
"2008-08-21",93.17,95.69,93.01,95.65,745800,91.55
"2008-08-22",95.75,96.2,95.09,95.71,409700,91.61
"2008-08-25",95.22,95.4,93.12,93.75,451700,89.73
"2008-08-26",93.39,94.05,93.32,94,312300,89.97
"2008-08-27",93.96,94.42,93.18,94.42,399200,90.37
"2008-08-28",94.5,95,94.04,94.91,312400,90.84
"2008-08-29",94.99,95.53,93.4,93.45,542100,89.45
"2008-09-02",93.83,95.52,93.45,94.49,639300,90.44
"2008-09-03",94.51,95.39,94.5,95.01,583400,90.94
"2008-09-04",94.65,95.29,93.88,93.98,738000,89.95
"2008-09-05",94.08,94.43,92.63,93.98,894400,89.95
"2008-09-08",95.58,95.94,93.96,95.84,643800,91.73
"2008-09-09",95.43,97,95.43,96.1,933500,91.98
"2008-09-10",96.31,96.59,95.18,95.31,675300,91.23
"2008-09-11",95,96.35,93.84,96.14,778400,92.02
"2008-09-12",95.71,96.3,94.55,96.17,700300,92.05
"2008-09-15",95.14,97.47,93.37,96.14,813900,92.02
"2008-09-16",96,97.12,95.38,96.64,1098600,92.5
"2008-09-17",96,96.7,94.66,95.61,1048600,91.51
"2008-09-18",96.21,99.45,94.91,98.86,1304600,94.62
"2008-09-19",101.61,101.61,93.54,94.98,2288700,90.91
"2008-09-22",93.83,96.77,93.83,96.01,1169400,91.9
"2008-09-23",96.89,97.2,95.64,96,896300,91.89
"2008-09-24",96,96.66,95.36,95.75,638800,91.65
"2008-09-25",96,97.95,96,97,1116700,92.84
"2008-09-26",96.9,98.8,96.28,98.6,851300,94.38
"2008-09-29",98.06,98.91,94.06,94.77,1277100,90.71
"2008-09-30",96.38,96.38,93.08,94.87,804900,90.81
"2008-10-01",93.5,94.76,92.92,94.44,735300,90.39
"2008-10-02",94.15,95.38,93.34,93.98,965900,89.95
"2008-10-03",94.88,95.98,93.48,93.8,707600,89.78
"2008-10-06",93.32,94,87.67,89.78,1245500,85.93
"2008-10-07",89.79,92.14,89.05,90,1189900,86.14
"2008-10-08",89.11,91.41,86.84,88.83,1465300,85.02
"2008-10-09",88.59,89.13,81.05,82.01,1697200,78.5
"2008-10-10",79.9,82.64,75.68,82,1964300,78.49
"2008-10-13",83.93,86.49,80.78,83.39,1505200,79.82
"2008-10-14",85.56,86,81.07,82,1618200,78.49
"2008-10-15",81.96,81.96,75.8,75.99,1109700,72.73
"2008-10-16",74.9,79.17,73.37,79.08,1282700,75.85
"2008-10-17",75.42,81,70,78.58,928900,75.37
"2008-10-20",78.77,81.62,77.99,81.62,625900,78.29
"2008-10-21",80.9,82.11,78.94,79.41,721900,76.17
"2008-10-22",78.68,79.81,76.79,78.25,1081900,75.06
"2008-10-23",78.37,85.32,78.35,83.63,2461100,80.22
"2008-10-24",78.55,82.89,78.02,81.18,1107000,77.87
"2008-10-27",80.48,83.42,79.9,80.3,1141400,77.02
"2008-10-28",81.58,84.92,80.51,84.92,913700,81.45
"2008-10-29",84.48,86.76,83.46,84.95,708900,81.48
"2008-10-30",86.67,86.87,84.15,85.8,833700,82.3
"2008-10-31",86.57,89.64,85.96,88.25,896800,84.65
"2008-11-03",86.94,88.25,83.76,87.8,949100,84.22
"2008-11-04",89.89,89.89,86.65,87.92,943200,84.33
"2008-11-05",87,88.47,86.25,86.83,804100,83.29
"2008-11-06",86.83,86.98,83.4,84.56,815900,81.11
"2008-11-07",85.03,87.23,84.9,87.14,837700,83.58
"2008-11-10",88.13,88.31,86.13,87.23,819600,83.67
"2008-11-11",86.2,86.73,83.39,85.17,907500,81.69
"2008-11-12",83.5,84.59,81.79,82.05,698200,78.7
"2008-11-13",82.28,84.31,78.71,84.31,1155100,80.87
"2008-11-14",83.25,85.94,82.74,82.91,789700,79.53
"2008-11-17",81.8,83.82,80.67,81.76,820300,78.42
"2008-11-18",81.5,81.91,79.71,80.92,1566400,77.62
"2008-11-19",81.05,81.97,78.57,79.08,1380700,75.85
"2008-11-20",78.63,81.34,77.08,77.49,1740800,74.33
"2008-11-21",76.99,81.01,75.33,81.01,1898800,77.7
"2008-11-24",81.5,83.31,80.88,81.88,1354700,78.54
"2008-11-25",82.81,82.82,79.39,80.12,2874300,76.85
"2008-11-26",79.46,83.1,78.54,83.1,1060700,79.71
"2008-11-28",82.91,83.37,81.62,82.03,291600,78.68
"2008-12-01",80.6,81.72,79.19,79.19,1040700,75.96
"2008-12-02",80.25,81.53,79.73,81.08,1118600,77.77
"2008-12-03",80.26,84.38,80.26,83.92,1117100,80.49
"2008-12-04",83.48,84.39,81.16,82.09,804500,78.74
"2008-12-05",81.49,84.42,80.05,84.2,700600,80.76
"2008-12-08",85.5,85.67,82.51,83.27,1170300,79.87
"2008-12-09",82.83,84.57,81.74,82.93,910800,79.54
"2008-12-10",83.23,83.6,80.2,81.59,856400,78.26
"2008-12-11",81.1,83.74,80.78,81.75,1065400,78.41
"2008-12-12",80.27,81.96,79.94,81.03,778300,77.72
"2008-12-15",81.34,81.55,79.45,80.25,792300,76.97
"2008-12-16",80.78,82.79,80.04,82.51,1257200,79.14
"2008-12-17",81.84,82.34,81.05,81.54,847100,78.21
"2008-12-18",81.82,83.47,80.75,81.29,829300,77.97
"2008-12-19",81.47,82.89,79.38,79.75,1139000,76.49
"2008-12-22",79.75,80.69,78.85,80.01,697100,76.74
"2008-12-23",80.54,81.37,79.56,79.83,680700,76.57
"2008-12-24",79.78,81.61,79.61,81.15,312300,77.84
"2008-12-26",81.27,81.74,80.68,81.02,227800,77.71
"2008-12-29",81.12,81.54,80.58,81.54,532100,78.21
"2008-12-30",81.58,82.82,81.58,82.56,495800,79.19
"2008-12-31",82.7,84.78,81.66,84.26,453600,80.82
"2009-01-02",84.5,85.12,82.98,85.01,520500,81.54
"2009-01-05",84.38,84.96,82.66,83.3,819000,79.9
"2009-01-06",83.85,84.57,82.15,82.64,814100,79.27
"2009-01-07",82.46,84.35,82.4,83.34,765100,79.94
"2009-01-08",83.35,83.73,82.37,83.41,574700,80
"2009-01-09",83.41,83.99,82.28,83.32,603300,79.92
"2009-01-12",83.63,83.9,82.89,83.24,666500,79.84
"2009-01-13",83.21,85.25,82.91,84.72,959900,81.26
"2009-01-14",83.93,84.59,83.07,83.7,772100,80.28
"2009-01-15",83.71,85.52,83.05,85.52,997900,82.03
"2009-01-16",85.97,86.49,84.93,86.01,699300,82.5
"2009-01-20",85.99,86.97,83.89,83.93,802900,80.5
"2009-01-21",85.07,87.24,84.3,87.24,1237800,83.68
"2009-01-22",86.88,88.43,86.24,88.41,1133600,84.96
"2009-01-23",87.74,87.74,85.25,85.79,904800,82.44
"2009-01-26",86.53,87.16,85.73,86.31,658100,82.94
"2009-01-27",86.62,86.85,85.4,85.55,953500,82.21
"2009-01-28",86.37,86.6,85.55,86,1152000,82.64
"2009-01-29",85.97,86.6,85.45,85.75,1214700,82.4
"2009-01-30",85.45,87.52,84.79,85.57,1497400,82.23
"2009-02-02",84.46,86.37,84.36,85.95,971000,82.59
"2009-02-03",85.97,87.27,85.58,87.04,1340600,83.64
"2009-02-04",87.15,87.53,86.15,86.31,992900,82.94
"2009-02-05",86.12,87.89,86.04,87.24,1059100,83.83
"2009-02-06",87.46,87.72,86.19,86.6,702300,83.22
"2009-02-09",86.5,86.57,85.12,86.16,693200,82.79
"2009-02-10",86.07,87.07,84.53,85,881000,81.68
"2009-02-11",85,85.69,84.76,85.52,578100,82.18
"2009-02-12",84.63,86.93,84.14,86.93,999200,83.53
"2009-02-13",86.52,87.96,86.52,86.98,712200,83.58
"2009-02-17",84.01,87.89,84.01,86.83,1047500,83.44
"2009-02-18",87.36,87.53,86.41,86.65,719500,83.27
"2009-02-19",87.68,87.68,85.89,86.15,734400,82.78
"2009-02-20",85.5,86.47,85.09,85.68,849600,82.33
"2009-02-23",86.19,86.65,84.41,84.44,1068600,81.14
"2009-02-24",84.86,85.86,84.1,85.33,836000,82
"2009-02-25",85.23,85.46,83.42,83.72,897600,80.45
"2009-02-26",84.43,84.43,81.23,81.36,927800,78.18
"2009-02-27",80.73,81.92,80.1,80.26,1437200,77.12
"2009-03-02",78.88,80.15,77.2,77.37,1283500,74.35
"2009-03-03",78.06,79.69,77.02,77.8,1268100,74.76
"2009-03-04",76.96,78.46,76.55,76.87,2035600,73.87
"2009-03-05",75.82,75.82,73.87,74.08,1503500,71.19
"2009-03-06",74.51,75.2,71.4,72.38,2852800,69.55
"2009-03-09",71.62,73.08,70.69,71.33,1551200,68.54
"2009-03-10",71.43,72.6,70,72.16,1796500,69.34
"2009-03-11",72.5,73.15,71.1,71.26,1450100,68.48
"2009-03-12",71.28,72.39,70.71,72.32,1224100,69.5
"2009-03-13",72.5,75.03,72.43,74.94,2059200,72.01
"2009-03-16",75.59,76.32,74.31,74.45,804900,71.54
"2009-03-17",74.36,75.95,74.02,75.93,718700,72.96
"2009-03-18",75.77,77.87,75.53,76.81,1116100,73.81
"2009-03-19",77.51,77.76,76.07,76.81,1241300,73.81
"2009-03-20",76.81,78.06,76.2,76.26,907300,73.28
"2009-03-23",77.24,78.74,76.44,78.74,718100,75.66
"2009-03-24",78.29,78.8,77.19,77.68,787500,74.65
"2009-03-25",78.23,78.96,77.02,78.4,919000,75.34
"2009-03-26",78.75,79.71,77.97,79.64,1029200,76.53
"2009-03-27",79.25,80.38,78.83,79.97,758400,76.85
"2009-03-30",79.09,79.88,78.53,79.33,783000,76.23
"2009-03-31",80.02,80.73,78.97,79.72,776900,76.61
"2009-04-01",79.02,79.1,77.21,78.85,821700,75.77
"2009-04-02",79.66,80.61,79.62,80.16,1196300,77.03
"2009-04-03",80.34,80.94,77.03,78.09,869600,75.04
"2009-04-06",77.66,79.24,77.08,77.54,815400,74.51
"2009-04-07",77.06,78.53,76.46,77.42,695600,74.4
"2009-04-08",77.91,78.53,77.47,77.99,834900,74.94
"2009-04-09",79.35,79.35,76.79,77.12,1128700,74.11
"2009-04-13",75.08,76.35,74.76,75.69,819600,72.73
"2009-04-14",75.08,77.24,75.08,77.01,958700,74
"2009-04-15",76.86,77.87,76.59,77.46,652300,74.43
"2009-04-16",77.78,79.18,77.76,79.08,615900,75.99
"2009-04-17",79.4,80.24,79.2,80.1,718500,76.97
"2009-04-20",79.73,80.79,78.7,78.97,593900,75.89
"2009-04-21",79.09,79.54,76.96,78.01,783600,74.96
"2009-04-22",77.77,78.34,76.49,77.66,1042300,74.63
"2009-04-23",70.27,74.01,68.94,71.73,5955500,69.07
"2009-04-24",71.81,72.26,69.99,71.2,2050700,68.56
"2009-04-27",71.23,72.28,70.52,70.8,1258600,68.17
"2009-04-28",70.67,72.17,70.22,71.01,1112600,68.38
"2009-04-29",70.94,72.82,70.71,71.36,1635900,68.71
"2009-04-30",71.45,72.72,71.27,71.63,1250700,68.97
"2009-05-01",71.51,72.22,71,72.22,1006900,69.54
"2009-05-04",72.42,72.81,71.57,71.78,1217100,69.12
"2009-05-05",71.7,72.25,71.28,71.61,1383800,68.95
"2009-05-06",71.73,71.73,69.93,70.39,1703100,67.78
"2009-05-07",70.91,72.94,70.05,72.41,1700300,69.73
"2009-05-08",72.44,74.65,72.41,73.52,1060100,70.79
"2009-05-11",72.9,74.65,72.89,73.98,1188600,71.24
"2009-05-12",74.04,75.5,74.04,74.94,1070700,72.16
"2009-05-13",74.4,74.4,72.85,73,1510500,70.29
"2009-05-14",73,73.44,71.47,71.78,1388000,69.12
"2009-05-15",71.66,71.66,69.24,70.81,1463300,68.18
"2009-05-18",70.62,71.73,70.52,71.73,1233100,69.07
"2009-05-19",71.58,72.49,71.31,71.57,928000,68.92
"2009-05-20",71.87,72.59,71.3,71.47,990200,68.82
"2009-05-21",71.15,71.33,69.98,70.46,801600,67.85
"2009-05-22",70.44,72.18,70.44,71.46,879600,68.81
"2009-05-26",71.19,72.28,70.42,71.84,853000,69.18
"2009-05-27",71.85,72.86,71.41,71.52,771100,68.87
"2009-05-28",71.78,72.17,71.09,71.4,933900,68.75
"2009-05-29",71.15,71.53,70.78,71.49,1310400,68.84
"2009-06-01",71.95,73.12,71.41,73.03,1212000,70.32
"2009-06-02",73.03,75.95,73,75.71,2303700,72.9
"2009-06-03",75.48,77.07,75.03,76.81,1445700,73.96
"2009-06-04",76.91,77,73.66,74.55,1229400,71.79
