"","BIIB.Open","BIIB.High","BIIB.Low","BIIB.Close","BIIB.Volume","BIIB.Adjusted"
"2012-03-26",122.01,125.81,121.84,125.8,1727200,125.8
"2012-03-27",126.34,127.85,125.81,126.23,1897700,126.23
"2012-03-28",126.16,127.37,124.47,125.69,1282300,125.69
"2012-03-29",125.01,126.72,125.01,126.48,946800,126.48
"2012-03-30",127.35,127.35,125.18,126,1338600,126
"2012-04-02",126.11,127.93,125,127.63,854400,127.63
"2012-04-03",126.8,128.87,126.8,128.8,911200,128.8
"2012-04-04",129.99,130,127.55,127.82,1520700,127.82
"2012-04-05",127.14,128.82,126.72,128.62,862100,128.62
"2012-04-09",126.82,127.62,125.99,126.61,7e+05,126.61
"2012-04-10",126.16,126.84,124.38,125.02,1087000,125.02
"2012-04-11",125.72,127.55,125.03,125.03,1793000,125.03
"2012-04-12",125.37,126.19,124.69,125.5,907400,125.5
"2012-04-13",125.08,126.2,124.79,125.34,825800,125.34
"2012-04-16",126.08,126.77,124.23,125.78,1106200,125.78
"2012-04-17",126.03,128.99,126.01,128.42,1313100,128.42
"2012-04-18",127.79,128.64,126.52,126.54,900700,126.54
"2012-04-19",126.4,128.73,125.78,125.95,978700,125.95
"2012-04-20",126.65,128.91,126.16,127.23,1279500,127.23
"2012-04-23",126.93,126.97,124.88,125.85,626000,125.85
"2012-04-24",125.85,128.93,125.83,127.74,1317700,127.74
"2012-04-25",128.09,130.81,127.4,129.29,1151200,129.29
"2012-04-26",129.44,130.92,128.99,130.8,1019000,130.8
"2012-04-27",131.47,133.54,130.31,133.16,1322700,133.16
"2012-04-30",132.86,134.5,132.43,134.01,1947400,134.01
"2012-05-01",131.61,134.67,129.92,131.83,2154300,131.83
"2012-05-02",131.19,135.39,131.19,135.16,1515300,135.16
"2012-05-03",135.52,135.84,133.59,134.26,1270200,134.26
"2012-05-04",132.99,133.32,130.52,130.97,1070200,130.97
"2012-05-07",130.51,133.09,130.13,132.51,1108200,132.51
"2012-05-08",131.6,133.06,130.85,132.93,1273900,132.93
"2012-05-09",132.4,133.01,131.05,132.51,1416000,132.51
"2012-05-10",133.36,134.74,132.89,134.31,881000,134.31
"2012-05-11",134.27,137.5,134.23,136.71,1189000,136.71
"2012-05-14",135.87,137.68,135.54,136.87,934300,136.87
"2012-05-15",136.3,137.5,135.92,137.04,1251400,137.04
"2012-05-16",137.77,138.49,136.19,136.8,1394200,136.8
"2012-05-17",136.93,137.7,132.87,132.88,1519600,132.88
"2012-05-18",133.06,133.33,130.46,131.58,1838700,131.58
"2012-05-21",132.2,132.74,131.31,132.26,1479600,132.26
"2012-05-22",132.33,134.43,131.94,132.33,1344000,132.33
"2012-05-23",131.97,132.89,130.88,131.5,1500000,131.5
"2012-05-24",131.08,132.62,130.83,131.65,1069600,131.65
"2012-05-25",132.25,132.9,131.07,131.56,757200,131.56
"2012-05-29",132.54,133.71,131.17,131.54,1345800,131.54
"2012-05-30",130.92,131.83,130.25,130.84,1272200,130.84
"2012-05-31",130.48,131.43,129.48,130.75,1449100,130.75
"2012-06-01",128.89,130.84,126.68,126.73,1335900,126.73
"2012-06-04",126.45,130.91,126.39,130.79,1510000,130.79
"2012-06-05",130.26,132.97,129.79,132.43,1579800,132.43
"2012-06-06",133.2,134.12,132.22,134.11,1061700,134.11
"2012-06-07",134.61,135.38,133.19,133.34,1262000,133.34
"2012-06-08",132.71,134.44,132.23,133.52,919900,133.52
"2012-06-11",134.52,134.89,132.01,132.26,1456200,132.26
"2012-06-12",132.93,134.49,132.01,134.15,1210500,134.15
"2012-06-13",134.61,136.17,133.64,134.22,1189900,134.22
"2012-06-14",134.67,139.21,134.38,138.66,1597300,138.66
"2012-06-15",139.14,140.68,138.27,140.01,1904300,140.01
"2012-06-18",140.47,142.67,140.2,141.96,1846500,141.96
"2012-06-19",142.28,143.44,141.86,143.09,1190200,143.09
"2012-06-20",142.76,143.46,142.13,142.85,1533900,142.85
"2012-06-21",143.17,143.48,138.99,139.2,1368700,139.2
"2012-06-22",139.62,142.16,139.15,141.74,1050700,141.74
"2012-06-25",140.38,142.3,140.38,142.03,900900,142.03
"2012-06-26",142.15,142.79,141.5,141.97,862900,141.97
"2012-06-27",142.7,143.74,141.76,143.16,807700,143.16
"2012-06-28",142.01,142.33,138.26,140.11,1119600,140.11
"2012-06-29",142.47,144.38,141.05,144.38,1490300,144.38
"2012-07-02",143.5,145.66,143.04,145.61,1202700,145.61
"2012-07-03",145.53,145.67,144.68,145.63,548100,145.63
"2012-07-05",144.72,145.41,143.98,144.12,781000,144.12
"2012-07-06",144.03,144.92,141.85,142.46,831400,142.46
"2012-07-09",142.94,144.34,141.5,143.16,1135300,143.16
"2012-07-10",144.36,145.73,142.9,143.75,1151000,143.75
"2012-07-11",143.3,143.44,140.17,142,1060100,142
"2012-07-12",141.27,142.85,139.72,142.63,1345200,142.63
"2012-07-13",143.16,144.9,142.35,144.61,733400,144.61
"2012-07-16",144.17,145.4,143.84,145.22,630800,145.22
"2012-07-17",146.04,147.49,143.76,145.91,823500,145.91
"2012-07-18",145.94,146.67,144.81,144.96,747900,144.96
"2012-07-19",144.86,144.86,142.74,143.74,881800,143.74
"2012-07-20",143.77,144.39,142.11,142.21,1168500,142.21
"2012-07-23",142.12,142.12,137.88,139.23,1128500,139.23
"2012-07-24",142.52,142.68,137.96,139.48,1313300,139.48
"2012-07-25",139.24,143.87,138.1,143.45,1440100,143.45
"2012-07-26",144.44,148.31,144.17,147.75,1430000,147.75
"2012-07-27",149,150.23,148.2,149.47,1422300,149.47
"2012-07-30",149.72,150.29,146.93,147.28,864600,147.28
"2012-07-31",146.95,148.07,145.66,145.83,920500,145.83
"2012-08-01",146.3,147.89,144.03,144.28,962200,144.28
"2012-08-02",142.88,144.61,141.88,143.8,1115600,143.8
"2012-08-03",147.01,147.87,144.93,145.06,1002800,145.06
"2012-08-06",145.29,146.26,144.57,145.46,704900,145.46
"2012-08-07",146.04,146.92,145.46,146.18,667600,146.18
"2012-08-08",146.15,147.57,144.83,145.05,709000,145.05
"2012-08-09",144.86,145.33,142.72,143.09,1209800,143.09
"2012-08-10",143.24,146.32,143.24,145.51,880200,145.51
"2012-08-13",145.06,145.15,143.18,144.54,593900,144.54
"2012-08-14",145.03,145.9,144.29,145.5,512700,145.5
"2012-08-15",145.03,147.52,145.02,146.87,517900,146.87
"2012-08-16",147.4,147.75,145.85,146.84,465300,146.84
"2012-08-17",147.34,147.34,144.62,145.09,902000,145.09
"2012-08-20",145.19,145.19,143.8,144.69,694300,144.69
"2012-08-21",144.27,144.83,143.28,143.97,924400,143.97
"2012-08-22",143.83,145.8,143.51,144.92,799200,144.92
"2012-08-23",144.67,145.67,144.13,145.15,519600,145.15
"2012-08-24",144.92,147.79,144.87,147.03,606900,147.03
"2012-08-27",146.78,147.69,146.26,147.39,680500,147.39
"2012-08-28",146.94,147.37,146,146.43,614700,146.43
"2012-08-29",147.16,147.21,145.6,145.89,689500,145.89
"2012-08-30",145.36,146.32,145,145.95,588500,145.95
"2012-08-31",147.03,147.27,145.53,146.59,633600,146.59
"2012-09-04",145.9,147.69,144.9,147.07,783100,147.07
"2012-09-05",147.28,147.74,145.64,146.67,626200,146.67
"2012-09-06",147.77,152.75,147.77,152.19,1187500,152.19
"2012-09-07",153.07,153.2,150.62,152.5,666200,152.5
"2012-09-10",150.36,152.08,150,151.6,593500,151.6
"2012-09-11",151.21,152.12,150,151.95,576600,151.95
"2012-09-12",152.68,153.42,151.85,152.26,602200,152.26
"2012-09-13",151.85,153.38,151.29,152.5,927000,152.5
"2012-09-14",152.44,154.24,150.65,154.24,1269400,154.24
"2012-09-17",154.03,155.35,153.44,154.41,1598000,154.41
"2012-09-18",154.76,156.52,154.45,155.8,1075700,155.8
"2012-09-19",155.96,156.47,154.59,155.04,1068600,155.04
"2012-09-20",156.02,156.57,153.87,156.06,1174500,156.06
"2012-09-21",156.31,156.46,154.02,154.57,1690900,154.57
"2012-09-24",155.08,155.14,153,154.4,832600,154.4
"2012-09-25",155,155.5,152.64,152.83,956300,152.83
"2012-09-26",155.74,157.18,151.52,151.62,1785500,151.62
"2012-09-27",152.13,153.09,150.26,150.71,1743800,150.71
"2012-09-28",150,150.34,147.9,149.21,1322400,149.21
"2012-10-01",149.16,152.56,149.13,149.94,1089200,149.94
"2012-10-02",149.94,150.61,149.16,149.93,773800,149.93
"2012-10-03",150,152.94,149.15,152.94,1056800,152.94
"2012-10-04",153.01,154.55,152.1,152.57,995800,152.57
"2012-10-05",152,154.04,151.87,152.53,965700,152.53
"2012-10-08",152.81,153.7,151.1,151.22,566300,151.22
"2012-10-09",151.04,152.61,149,149.38,858100,149.38
"2012-10-10",149.64,151.04,147.01,147.29,870800,147.29
"2012-10-11",148.61,149.47,146.99,147.1,1023100,147.1
"2012-10-12",147.51,149.78,146.97,147.2,1084400,147.2
"2012-10-15",147.5,149.54,146.88,149.41,992900,149.41
"2012-10-16",149.42,153.33,148.99,153.25,973000,153.25
"2012-10-17",153.06,154.91,152.41,153.78,813400,153.78
"2012-10-18",152,152.49,148.35,149.56,2018400,149.56
"2012-10-19",150.02,151.46,144.84,145.65,2151700,145.65
"2012-10-22",145.23,145.68,143.33,145.3,1050700,145.3
"2012-10-23",143.76,144,141.14,142.06,1055200,142.06
"2012-10-24",142.59,144.03,141.58,142.06,1655200,142.06
"2012-10-25",145,146.45,144.15,144.43,1381400,144.43
"2012-10-26",143.97,144.58,142.02,142.93,991600,142.93
"2012-10-31",143.15,143.33,136.28,138.21,1829800,138.21
"2012-11-01",139.3,140.54,138.21,139.03,1165300,139.03
"2012-11-02",138.97,139.38,137.57,138.41,1325200,138.41
"2012-11-05",138.02,140.2,137.9,139.6,744500,139.6
"2012-11-06",140.03,141.62,139.34,140.3,990300,140.3
"2012-11-07",139.62,139.86,138.26,138.35,1037600,138.35
"2012-11-08",137.77,138.12,135.48,135.61,1522200,135.61
"2012-11-09",135.19,138.81,134,138.05,1377500,138.05
"2012-11-12",138.5,140.95,138.22,139.48,1132200,139.48
"2012-11-13",139.36,140.59,137.72,138.02,1170800,138.02
"2012-11-14",138,138.44,135.99,136.3,1098200,136.3
"2012-11-15",136.44,138.37,135.58,137.93,1312400,137.93
"2012-11-16",137.6,142,137.6,141.24,2349100,141.24
"2012-11-19",141.85,143.58,139.84,143.53,1433500,143.53
"2012-11-20",143.1,148.19,142.41,148.15,1753000,148.15
"2012-11-21",148.69,149.97,147.29,147.36,1409000,147.36
"2012-11-23",148.44,149.87,147.32,149.87,374100,149.87
"2012-11-26",148.7,149.41,147.43,149.11,853100,149.11
"2012-11-27",147.98,149.95,147.59,147.88,696300,147.88
"2012-11-28",147.74,149.7,145.58,149.46,652800,149.46
"2012-11-29",150,151.5,149.5,150.3,740500,150.3
"2012-11-30",150.79,151,148.93,149.09,895600,149.09
"2012-12-03",150.04,152.03,149.68,150.55,851000,150.55
"2012-12-04",150.57,152.44,150.1,151.86,1237700,151.86
"2012-12-05",152.46,152.66,150.27,150.55,736800,150.55
"2012-12-06",150.74,151.92,150.55,151.73,610000,151.73
"2012-12-07",151.46,152,150.45,151.29,765000,151.29
"2012-12-10",151.6,153.62,150.52,153.14,731100,153.14
"2012-12-11",153.51,155.3,153.51,154.22,1252700,154.22
"2012-12-12",154.34,154.5,151.97,152.35,873100,152.35
"2012-12-13",152.61,153.74,150.79,151.56,672200,151.56
"2012-12-14",151.09,152.54,150.19,151.25,730700,151.25
"2012-12-17",151.86,153.04,150.74,152.65,815200,152.65
"2012-12-18",153.37,154,151.82,153.42,818300,153.42
"2012-12-19",153.28,153.61,150.3,151.31,1275500,151.31
"2012-12-20",151.22,151.95,150.57,151.21,729700,151.21
"2012-12-21",150.29,151.16,148.56,149.91,1992300,149.91
"2012-12-24",149.14,149.9,148.72,149.07,358000,149.07
"2012-12-26",149.35,149.35,147.03,148.43,507800,148.43
"2012-12-27",148.39,149.5,146.33,147.76,1072700,147.76
"2012-12-28",146.98,148.06,146.05,146.05,716300,146.05
"2012-12-31",145.84,147,145.04,146.37,927900,146.37
"2013-01-02",148.72,150.98,148.46,150,1581000,150
"2013-01-03",142.25,149,141.73,147.86,5816600,147.86
"2013-01-04",148.02,148.45,145.77,145.93,1533100,145.93
"2013-01-07",145.29,146.65,145.08,146.42,1121600,146.42
"2013-01-08",145.53,146.52,144.09,144.39,1760100,144.39
"2013-01-09",144.2,146.88,143.7,144.08,2098900,144.08
"2013-01-10",144.41,144.8,141.48,143.91,2119600,143.91
"2013-01-11",143.99,145.02,141.03,143.79,1793500,143.79
"2013-01-14",144.11,144.49,143.15,143.88,1164400,143.88
"2013-01-15",141.58,143.06,139.72,143.01,1391800,143.01
"2013-01-16",142.82,143.3,141.76,142.82,1139900,142.82
"2013-01-17",143,144.18,142.53,143.72,1499700,143.72
"2013-01-18",143.57,144.68,143.16,144.28,1838400,144.28
"2013-01-22",144,145,143.18,144.86,1395800,144.86
"2013-01-23",144.66,145.37,143.33,143.55,1110200,143.55
"2013-01-24",144.98,146.57,144.81,146.41,2116100,146.41
"2013-01-25",146.94,147.49,144.55,146.2,1183000,146.2
"2013-01-28",149.64,156.94,147.77,149.99,2993000,149.99
"2013-01-29",149.66,154.96,149.63,153.92,2203500,153.92
"2013-01-30",153.54,156.08,152.92,155.08,1719000,155.08
"2013-01-31",154.5,156.87,154.04,156.08,1337000,156.08
"2013-02-01",157.28,158.39,155.16,157.3,1162000,157.3
"2013-02-04",156.15,157.27,155.1,155.73,1205600,155.73
"2013-02-05",156.31,157.66,155.55,157.36,830100,157.36
"2013-02-06",165.55,167.35,160.61,160.98,2857700,160.98
"2013-02-07",161.54,162.03,158.75,160.3,1193200,160.3
"2013-02-08",163.57,165.8,162.32,164.44,1164000,164.44
"2013-02-11",164.51,165.28,163.05,163.96,1036200,163.96
"2013-02-12",163.98,165.94,163.32,165.45,1079900,165.45
"2013-02-13",163.39,167.29,163.34,165.91,1378100,165.91
"2013-02-14",165.67,165.77,163.45,164.59,1203600,164.59
"2013-02-15",165.34,169.07,164.4,168.74,1934000,168.74
"2013-02-19",168.67,168.9,165.79,166.81,1127700,166.81
"2013-02-20",166.77,168.55,164.72,164.77,1540500,164.77
"2013-02-21",164.8,165.47,161.97,162.6,1162500,162.6
"2013-02-22",163.14,164.67,162.69,164.4,746700,164.4
"2013-02-25",164.09,166.95,161.25,161.36,1215800,161.36
"2013-02-26",160.65,163.52,160.42,161.99,1381100,161.99
"2013-02-27",163,167.23,162.74,166.06,1034600,166.06
"2013-02-28",165.6,168.69,164.62,166.34,1212200,166.34
"2013-03-01",165.3,171.11,164.45,168.7,1710900,168.7
"2013-03-04",167.64,170.02,165.98,169.96,1230100,169.96
"2013-03-05",170.08,173.72,170.05,171.31,1371200,171.31
"2013-03-06",171.54,172.58,169.99,172.45,1074000,172.45
"2013-03-07",172.44,173,171,171.47,968900,171.47
"2013-03-08",172.41,172.99,171.22,172.38,1165600,172.38
"2013-03-11",171.85,174.21,171.42,174.14,1092200,174.14
"2013-03-12",174.44,176.47,173.81,176.05,1944700,176.05
"2013-03-13",175.62,176.34,174.23,176.15,1191500,176.15
"2013-03-14",176.2,177.91,175.91,176.78,1041800,176.78
"2013-03-15",175.96,178.18,175.76,176.78,2049500,176.78
"2013-03-18",174.81,176.74,174.53,175.52,871000,175.52
"2013-03-19",175.78,177.55,174.72,175.61,1236400,175.61
"2013-03-20",177.06,178.41,176.64,178.1,830800,178.1
"2013-03-21",177.28,178.33,176.18,176.55,1047800,176.55
"2013-03-22",176.88,178.9,176.88,178,929300,178
"2013-03-25",178.48,178.48,175.63,176.22,1136600,176.22
"2013-03-26",177.42,178.13,175.98,177.09,1232700,177.09
"2013-03-27",176.52,184.17,176.01,182.68,2458200,182.68
"2013-03-28",186.6,192.92,186.36,192.62,3995000,192.62
"2013-04-01",193.66,196.78,191.8,192.77,2067300,192.77
"2013-04-02",194.94,199.54,194.23,198.19,2039300,198.19
"2013-04-03",198.38,199.05,194.16,195.74,1824400,195.74
"2013-04-04",197.76,198.87,194.48,195.68,1199200,195.68
"2013-04-05",193.05,193.99,191.8,193.31,1317900,193.31
"2013-04-08",193.6,194.88,192.33,194.13,709200,194.13
"2013-04-09",194.51,195.43,192.2,193.17,746400,193.17
"2013-04-10",193.69,198.44,193.22,198.34,887300,198.34
"2013-04-11",198.94,201,197.18,200.26,884900,200.26
"2013-04-12",202.59,209,201.9,207.01,1833700,207.01
"2013-04-15",206.88,207.5,198.51,198.75,1409100,198.75
"2013-04-16",201.51,202.48,197.74,202.13,1308100,202.13
"2013-04-17",200.11,204.75,199,204.08,1310000,204.08
"2013-04-18",204.18,204.18,197.92,198.66,978800,198.66
"2013-04-19",197.65,203.72,197.5,203.27,942600,203.27
"2013-04-22",204.86,216.67,204.36,215.2,2678300,215.2
"2013-04-23",216.88,217.8,211.23,212.76,1971700,212.76
"2013-04-24",211.93,212.31,205.91,206.18,1584900,206.18
"2013-04-25",212.23,217.67,212.1,216,1984800,216
"2013-04-26",215.89,218.46,212.53,213.59,1083400,213.59
"2013-04-29",219.71,225,219.35,223.61,2066300,223.61
"2013-04-30",223.94,226.18,218.21,218.93,1622000,218.93
"2013-05-01",215.39,218.39,214,214.33,1236200,214.33
"2013-05-02",214.68,219.08,213.26,217.3,1124500,217.3
"2013-05-03",220.39,222.55,217.85,218.85,922300,218.85
"2013-05-06",221.72,222,215.39,215.73,942200,215.73
"2013-05-07",214.81,216.62,211.63,212.55,1119600,212.55
"2013-05-08",212.03,215.62,209.57,210.71,1141500,210.71
"2013-05-09",210.4,212.04,208.5,209.28,1027600,209.28
"2013-05-10",210.76,213.38,209.05,213.22,1108500,213.22
"2013-05-13",216.5,222.93,215.94,222.74,1593200,222.74
"2013-05-14",223.4,231.99,222.75,229.84,1972300,229.84
"2013-05-15",228.73,230.98,224.58,227.13,933800,227.13
"2013-05-16",226.68,228.84,223.11,227.99,1592700,227.99
"2013-05-17",228.36,228.86,224.6,226.85,1243900,226.85
"2013-05-20",226.05,234.46,224.33,225.18,1281700,225.18
"2013-05-21",226.17,234.2,226,231.33,1364500,231.33
"2013-05-22",232.27,238.83,230.06,233.07,1404900,233.07
"2013-05-23",230.25,235.1,226.01,232.62,1231200,232.62
"2013-05-24",230.87,235.4,229.35,235.24,825900,235.24
"2013-05-28",237.23,242.64,236.28,240.86,1451800,240.86
"2013-05-29",239.42,242.18,238.44,238.99,1143900,238.99
"2013-05-30",235.82,241.12,233.12,238.89,1268000,238.89
"2013-05-31",237.18,240.49,237.01,237.49,1337300,237.49
"2013-06-03",234.15,234.7,220.08,227.39,2464200,227.39
"2013-06-04",224.22,225,218.38,219.74,2515100,219.74
"2013-06-05",219,223.6,209.87,214.1,2335600,214.1
"2013-06-06",214.35,221.35,212.87,221.19,1612200,221.19
"2013-06-07",223.57,228.1,223.3,225.02,1722400,225.02
"2013-06-10",225.81,226.6,220.47,222.19,1020900,222.19
"2013-06-11",219.62,225,218.31,223.03,1331800,223.03
"2013-06-12",217.7,218.9,204.12,206.55,2778600,206.55
"2013-06-13",205.86,210.87,204.56,209.58,2011600,209.58
"2013-06-14",212,217.65,208.42,211.99,1569400,211.99
"2013-06-17",214.01,216,206.62,207.75,1650000,207.75
"2013-06-18",210.47,211.62,206.43,210.8,1440700,210.8
"2013-06-19",210.47,211.26,203.59,203.8,1213600,203.8
"2013-06-20",201.6,202.97,197.7,199.58,1937200,199.58
"2013-06-21",201.01,202.98,194.66,199.07,3518200,199.07
"2013-06-24",197.8,203.65,195.1,200.46,1820100,200.46
"2013-06-25",201.75,202.31,196.69,199.15,1199500,199.15
"2013-06-26",201.57,209.87,200.26,208.43,1477600,208.43
"2013-06-27",209.8,212.98,207.82,208.81,1400700,208.81
"2013-06-28",221.68,224.63,215.13,215.2,3110400,215.2
"2013-07-01",220.25,223.8,217.73,217.88,1523000,217.88
"2013-07-02",217.49,219.28,215.22,216.65,1172500,216.65
"2013-07-03",214.99,218.67,214.53,217.5,362300,217.5
"2013-07-05",220.27,223.94,220.12,221.65,806100,221.65
"2013-07-08",223.38,225.22,217.5,218.07,943600,218.07
"2013-07-09",219.2,220.92,215.81,219.26,829100,219.26
"2013-07-10",218.87,221.51,216.38,219.7,857700,219.7
"2013-07-11",222.61,226,220.83,223.3,1260900,223.3
"2013-07-12",222.52,226.54,219.19,226.34,1360600,226.34
"2013-07-15",228.01,228.01,222.5,224.33,810500,224.33
"2013-07-16",223.94,225.53,220.03,222.85,1063500,222.85
"2013-07-17",224.06,227.12,223.32,225.1,1025100,225.1
"2013-07-18",225.33,226.99,222.62,223.12,813700,223.12
"2013-07-19",224.33,230.62,220.1,230.27,1592600,230.27
"2013-07-22",234.69,234.74,222.09,231.67,2486000,231.67
"2013-07-23",231.55,231.83,221.91,222.65,1723300,222.65
"2013-07-24",222.73,226.97,221.18,226.61,1455800,226.61
"2013-07-25",233.53,233.97,222.2,227.48,2392700,227.48
"2013-07-26",226.4,227.76,218.16,223.23,1403400,223.23
"2013-07-29",221.86,224.11,215.96,215.96,1429100,215.96
"2013-07-30",216.98,217.99,214.21,216.93,1798000,216.93
"2013-07-31",217.49,221.7,216.06,218.13,1202900,218.13
"2013-08-01",218.82,221.58,218.03,220.2,1119600,220.2
"2013-08-02",220.38,227.8,220.3,227.76,1529600,227.76
"2013-08-05",228,229,225.1,227.57,969800,227.57
"2013-08-06",227.21,227.36,221.7,221.82,771200,221.82
"2013-08-07",220.64,223,217.13,217.76,1114500,217.76
"2013-08-08",219.7,220,215.87,216.89,807800,216.89
"2013-08-09",214.75,217.1,212.01,212.35,1028900,212.35
"2013-08-12",210.79,210.79,203.55,206.89,1958700,206.89
"2013-08-13",206.88,213.49,206.15,211.25,1775900,211.25
"2013-08-14",210.93,214.16,210.65,211.52,1054800,211.52
"2013-08-15",209.41,209.86,205.73,206.53,814900,206.53
"2013-08-16",205.61,208.92,205.28,206.89,1252200,206.89
"2013-08-19",207.15,209.95,206.84,206.87,639800,206.87
"2013-08-20",206.81,209.25,206.24,206.55,736400,206.55
"2013-08-21",205.61,210.98,203.55,208.08,999500,208.08
"2013-08-22",208.35,212.77,208.01,211.48,612400,211.48
"2013-08-23",211.49,212.25,210.02,211.38,608700,211.38
"2013-08-26",212.02,214.92,210.99,212.34,803100,212.34
"2013-08-27",210.09,211.71,207.39,207.65,725900,207.65
"2013-08-28",208.27,211.29,206.6,209.71,809600,209.71
"2013-08-29",209.19,217.07,209.03,214.13,859700,214.13
"2013-08-30",213.99,214.56,210.87,213.02,1002300,213.02
"2013-09-03",216,222.45,213.05,221.79,1223400,221.79
"2013-09-04",223.64,231.65,223,230.59,1905400,230.59
"2013-09-05",229.81,231.72,226.02,227.7,1074700,227.7
"2013-09-06",229.5,230,224.43,225.18,1256400,225.18
"2013-09-09",226.09,229,224.94,228.86,891600,228.86
"2013-09-10",230,230.35,224.79,228.69,932200,228.69
"2013-09-11",228.5,236.54,227.79,236.27,1220800,236.27
"2013-09-12",236.77,238.5,233.08,234.11,1112200,234.11
"2013-09-13",234.95,236.07,231.54,234.71,650400,234.71
"2013-09-16",238.03,240.38,236.31,239.57,1042600,239.57
"2013-09-17",238.98,241,236.23,240.05,797900,240.05
"2013-09-18",245.99,246.49,240.05,246.35,1606300,246.35
"2013-09-19",247.03,248.95,244.62,247.98,1395600,247.98
"2013-09-20",248.28,248.75,246.05,248.13,1673300,248.13
"2013-09-23",248.4,248.4,241.52,242.67,1059900,242.67
"2013-09-24",242.46,243.97,240.89,243.54,849100,243.54
"2013-09-25",244.1,244.36,241.27,241.51,872300,241.51
"2013-09-26",241.94,245.88,241.48,243.05,989200,243.05
"2013-09-27",241.23,245.16,238.47,244.82,1118900,244.82
"2013-09-30",242,244.5,240.29,240.76,924500,240.76
"2013-10-01",242.85,245.75,241.95,244.92,914800,244.92
"2013-10-02",243.9,248.32,243.63,246.23,849300,246.23
"2013-10-03",244.71,245.98,233.5,233.84,1683000,233.84
"2013-10-04",236.39,241.45,235.4,240.3,1326000,240.3
"2013-10-07",237.47,240.91,235.59,236.59,911400,236.59
"2013-10-08",235.37,237.75,225.11,225.5,1556400,225.5
"2013-10-09",226.96,228.15,221.07,223.85,1429600,223.85
"2013-10-10",228.26,234.85,227.5,234.17,1185000,234.17
"2013-10-11",233.97,238.65,233.26,234.8,895300,234.8
"2013-10-14",232.65,238.97,231.02,238.84,701800,238.84
"2013-10-15",237.69,239.07,236.19,236.47,765700,236.47
"2013-10-16",236.57,241.88,236.35,241.18,1149400,241.18
"2013-10-17",241.02,247.46,240.05,247.1,932700,247.1
"2013-10-18",246.7,246.86,241.66,244.9,1122400,244.9
"2013-10-21",245.19,246.5,241.52,243.07,776000,243.07
"2013-10-22",244.25,251.96,243.02,250.6,1240300,250.6
"2013-10-23",249.8,251.84,247.43,251.12,993500,251.12
"2013-10-24",251.99,252.99,248.37,249.22,1035000,249.22
"2013-10-25",250.53,252.83,247.76,252.26,1350800,252.26
"2013-10-28",250.47,262,245.03,254.43,2578800,254.43
"2013-10-29",255.85,256,249.13,254.39,875300,254.39
"2013-10-30",253.72,254.82,246.77,248.95,934500,248.95
"2013-10-31",249.23,251,244.17,244.19,1176100,244.19
"2013-11-01",245.57,248.32,239.61,243.1,1593300,243.1
"2013-11-04",243.79,245.95,239.85,240.07,942200,240.07
"2013-11-05",237.99,244.87,237.99,244.06,995300,244.06
"2013-11-06",245.27,245.98,237.63,238.48,1046700,238.48
"2013-11-07",239.72,242.89,230.53,231.19,1444900,231.19
"2013-11-08",233.12,237.54,230.25,236.69,1095900,236.69
"2013-11-11",236.23,237.43,232.36,234.79,770400,234.79
"2013-11-12",233.5,235.63,231,235.62,991100,235.62
"2013-11-13",233.7,236.43,232.11,236.1,1006000,236.1
"2013-11-14",236.5,240.84,236.5,237.58,680900,237.58
"2013-11-15",237,245.81,236.8,245.09,1579700,245.09
"2013-11-18",244.98,247.4,239.81,241.27,1224200,241.27
"2013-11-19",241.97,248.75,240.68,245.46,1203500,245.46
"2013-11-20",245.67,249.96,243,246.12,1014400,246.12
"2013-11-21",247.3,253.22,245.31,252.43,1399500,252.43
"2013-11-22",278,289.97,274.98,285.62,4698000,285.62
"2013-11-25",286.54,297.98,284.51,295.88,2727900,295.88
"2013-11-26",295.95,297.8,288.58,289.2,1584800,289.2
"2013-11-27",292.8,295.89,288.01,293.83,939700,293.83
"2013-11-29",290,295.49,290,290.97,514200,290.97
"2013-12-02",291.71,298.82,290.52,294.84,1128500,294.84
"2013-12-03",294.17,294.25,286.56,287.76,1419500,287.76
"2013-12-04",285.9,289.24,282.38,285.82,900200,285.82
"2013-12-05",284.95,288.73,282.12,284.92,1159000,284.92
"2013-12-06",289.55,292.86,283,290.9,1214500,290.9
"2013-12-09",292.99,293.2,284.7,286.18,1190000,286.18
"2013-12-10",286.83,288.9,281.28,285.23,937500,285.23
"2013-12-11",284.66,286.02,277.19,278.04,1270200,278.04
"2013-12-12",278.2,283.83,277.22,277.87,993600,277.87
"2013-12-13",278.02,279.41,271.59,275.32,1167300,275.32
"2013-12-16",277.22,283.54,273.21,273.6,1178300,273.6
"2013-12-17",274.55,276.59,270.27,271.51,1253000,271.51
"2013-12-18",272.19,281.25,270.74,280.64,1870500,280.64
"2013-12-19",278.88,280.43,275.17,277.21,955800,277.21
"2013-12-20",278.46,285.54,275.03,283.34,3027500,283.34
"2013-12-23",284.28,285,279.51,281.61,1075900,281.61
"2013-12-24",281.44,282.68,278.36,280.65,463300,280.65
"2013-12-26",280.81,282.22,279.07,281.34,620600,281.34
"2013-12-27",281.81,282.92,276.31,277.17,609600,277.17
"2013-12-30",278.39,280.19,273.77,279.57,605200,279.57
"2013-12-31",279.93,281.49,278.6,279.57,640600,279.57
