"","FFIV.Open","FFIV.High","FFIV.Low","FFIV.Close","FFIV.Volume","FFIV.Adjusted"
"2014-01-02",90.42,90.47,88.45,88.89,1039500,88.89
"2014-01-03",89.08,89.29,87.82,88.03,1067300,88.03
"2014-01-06",89.26,89.65,87.52,87.78,1797900,87.78
"2014-01-07",88.12,90.26,87.7,89.64,1728300,89.64
"2014-01-08",89.62,90.57,88.52,89.37,1663800,89.37
"2014-01-09",89.74,89.74,87.47,88.06,1064600,88.06
"2014-01-10",88.33,88.54,87.56,88.52,941000,88.52
"2014-01-13",91.08,93.5,90.72,92.01,4484700,92.01
"2014-01-14",92.22,94.98,91.99,94.52,2215000,94.52
"2014-01-15",95,98.17,94.71,97.5,2483800,97.5
"2014-01-16",97.44,98.18,96.91,97.75,1152200,97.75
"2014-01-17",97.51,97.75,96.4,96.92,1440700,96.92
"2014-01-21",97.83,98.65,97.37,98.2,2166800,98.2
"2014-01-22",98,98.87,97.16,97.48,2956000,97.48
"2014-01-23",107.99,109,102.39,102.49,7226100,102.49
"2014-01-24",102.17,106.12,101,104.91,4481600,104.91
"2014-01-27",105.23,108.14,104.71,106.5,3837300,106.5
"2014-01-28",106.23,110.42,106.06,109.74,3910100,109.74
"2014-01-29",107.18,109.08,106.72,107.48,2955500,107.48
"2014-01-30",108.25,110.9,107.25,109.95,2248700,109.95
"2014-01-31",109.69,109.69,106.5,107.02,2797100,107.02
"2014-02-03",104.58,106.7,103.82,104.93,2649200,104.93
"2014-02-04",105.26,107,104.64,106.47,2289400,106.47
"2014-02-05",105.63,105.95,102.24,103.95,2231400,103.95
"2014-02-06",104,106.76,103.99,106.07,1453100,106.07
"2014-02-07",106.82,107.4,105.37,107.28,1626400,107.28
"2014-02-10",107.5,110.65,107.43,109.5,1764600,109.5
"2014-02-11",109.33,112.59,109.03,112.26,2553000,112.26
"2014-02-12",112.5,114.25,111.07,111.55,2177000,111.55
"2014-02-13",110.25,111.75,108.8,111.74,2374500,111.74
"2014-02-14",111.84,112.41,111,111.91,1078100,111.91
"2014-02-18",111.69,112.49,111.35,112.12,1057500,112.12
"2014-02-19",112.23,112.59,109.43,109.65,1497100,109.65
"2014-02-20",109.82,111.3,108.92,110.52,1074000,110.52
"2014-02-21",112.5,112.99,109.7,110.28,1356900,110.28
"2014-02-24",110.27,113.77,110.21,111.91,1097900,111.91
"2014-02-25",112.45,113,109.76,110.22,990700,110.22
"2014-02-26",110.41,114.76,110.03,113.89,1719300,113.89
"2014-02-27",113.36,114.86,112.56,114.51,1166000,114.51
"2014-02-28",114.86,114.86,111.07,112.34,1749400,112.34
"2014-03-03",110.3,111.59,108.54,111.18,1560200,111.18
"2014-03-04",112.77,113.53,111.94,113.12,1019600,113.12
"2014-03-05",113.33,115.54,112.59,114.66,1406500,114.66
"2014-03-06",114.24,115.1,112.25,114.77,1106600,114.77
"2014-03-07",115.95,116.71,113.97,114.78,1733700,114.78
"2014-03-10",113.92,114.92,111.5,111.97,1430700,111.97
"2014-03-11",112.95,114.85,111.44,111.93,1545900,111.93
"2014-03-12",111.31,112.23,110.78,111.62,1236100,111.62
"2014-03-13",111.74,112.07,106.5,107.5,2486800,107.5
"2014-03-14",107.53,109.13,107.05,107.47,1511100,107.47
"2014-03-17",108.15,111.1,107.87,110.37,1567400,110.37
