"","WHR.Open","WHR.High","WHR.Low","WHR.Close","WHR.Volume","WHR.Adjusted"
"2014-01-07",154.91,156.16,154.46,154.58,664400,153.89
"2014-01-08",155.5,157.61,153.46,157.6,813500,156.9
"2014-01-09",158.05,159.36,156.58,159.01,788900,158.3
"2014-01-10",159.91,160.01,156.29,156.64,852600,155.94
"2014-01-13",156.21,156.54,152.79,153.5,696500,152.82
"2014-01-14",153.56,155.37,153.3,155.25,1097500,154.56
"2014-01-15",155.25,158.11,155.22,157.6,753100,156.9
"2014-01-16",157.62,159.26,156.8,159.07,714600,158.36
"2014-01-17",157.43,159.75,156.2,156.84,772900,156.14
"2014-01-21",157.28,157.89,151.62,153.7,1072500,153.02
"2014-01-22",153.73,153.73,150.16,150.98,1239600,150.31
"2014-01-23",149.51,153.38,149.51,153.33,993600,152.65
"2014-01-24",150.39,152.26,145.5,145.68,1330900,145.03
"2014-01-27",147.6,147.6,141.88,142.49,1925800,141.86
"2014-01-28",142.24,145.19,140.73,143.9,1642900,143.26
"2014-01-29",142.79,144.45,140.97,141.63,1473000,141
"2014-01-30",146.45,147,130.05,132.22,4738100,131.63
"2014-01-31",131,136.32,130.32,133.3,3119400,132.71
"2014-02-03",133.3,134.32,124.39,126.69,3605300,126.13
"2014-02-04",128.28,130.97,127.59,130.6,2339300,130.02
"2014-02-05",129.54,130.73,128.24,130.38,1876000,129.8
"2014-02-06",130.79,133.63,130.52,133.6,1890900,133.01
"2014-02-07",134.54,137.27,133.6,136.55,1958000,135.94
"2014-02-10",136.58,138.82,135.73,136.59,1519900,135.98
"2014-02-11",136.57,138.54,136.28,137.97,1507800,137.36
"2014-02-12",138.63,139.82,136.59,137.93,1250100,137.32
"2014-02-13",136.74,139.09,136.26,138.43,868300,137.82
"2014-02-14",138.41,140.38,137.62,138.56,1381000,137.94
"2014-02-18",139.06,140.25,135.86,136.66,1432900,136.05
"2014-02-19",136.68,137.07,134.69,135.11,1257000,134.51
"2014-02-20",135.43,138.26,133.39,138.01,1314500,137.4
"2014-02-21",138.29,139.66,138.05,138.8,1170900,138.18
"2014-02-24",139.51,142.09,138.82,140.87,1219300,140.24
"2014-02-25",140.87,142.21,140.24,140.73,1195300,140.1
"2014-02-26",140.85,143.62,138.9,142.3,1190600,142.3
"2014-02-27",142.07,145.49,142,145.03,1110700,145.03
"2014-02-28",144.74,146.5,143.03,144.63,1284000,144.63
"2014-03-03",142.44,144.38,141.76,143.14,1382700,143.14
"2014-03-04",144.92,146.79,144.58,145.88,1108300,145.88
"2014-03-05",145.65,148.63,144.87,147.78,1318200,147.78
"2014-03-06",148.27,148.87,146.95,147.49,648900,147.49
"2014-03-07",148.96,149.4,145.72,145.99,903400,145.99
"2014-03-10",145.73,145.78,144.58,145.7,985500,145.7
"2014-03-11",145.95,146.65,143.74,144.42,891400,144.42
"2014-03-12",144.41,144.43,142,144.05,865300,144.05
"2014-03-13",144.4,145.3,140.49,141.69,931800,141.69
"2014-03-14",141.63,143.01,140.8,142.08,1026000,142.08
"2014-03-17",142.5,146.37,142.5,144.98,985200,144.98
