"","WHR.Open","WHR.High","WHR.Low","WHR.Close","WHR.Volume","WHR.Adjusted"
"2010-07-01",88.23,88.23,82.07,85.35,3030100,77.94
"2010-07-02",86.63,86.88,83.5,84.1,1228500,76.8
"2010-07-06",85.64,86.52,82.02,83.45,2438300,76.2
"2010-07-07",83.56,90.39,83.56,90.14,2791200,82.31
"2010-07-08",90.91,92.4,88.45,90.29,1353200,82.45
"2010-07-09",90.65,92.62,90.04,92.39,977700,84.37
"2010-07-12",91.76,92.77,88.85,90.64,818500,82.77
"2010-07-13",92.21,95.09,91.49,94.6,1485400,86.38
"2010-07-14",94.45,96.9,93.48,95.68,2015300,87.37
"2010-07-15",96.56,96.56,91.54,94.38,1368300,86.18
"2010-07-16",93.96,94.28,89.82,90.41,2118200,82.56
"2010-07-19",90.11,91.9,87.45,91.36,2739500,83.43
"2010-07-20",90.54,91.26,85.78,88.7,6745200,81
"2010-07-21",89.21,89.92,84.6,86.17,3656800,78.69
"2010-07-22",87.5,88.31,85.19,86.2,2953000,78.71
"2010-07-23",85.97,86.42,84.2,85.97,2076000,78.5
"2010-07-26",86.04,89.36,85.2,88.18,1610200,80.52
"2010-07-27",89.25,89.38,85.1,86.18,1742500,78.7
"2010-07-28",86.17,86.5,83.66,84.28,1351500,76.96
"2010-07-29",84.52,84.88,81.8,84.11,1777000,76.81
"2010-07-30",82.68,83.65,82.03,83.3,1800700,76.07
"2010-08-02",84.38,87.4,83.7,86.75,2090000,79.22
"2010-08-03",86.75,86.75,84.19,85.09,1655600,77.7
"2010-08-04",85.71,86.32,84.66,85.86,1113700,78.4
"2010-08-05",84.83,86.25,84.35,85.33,1567700,77.92
"2010-08-06",83.93,85.18,83.34,84.92,1126200,77.55
"2010-08-09",85.43,86.8,85.2,86.07,1286600,78.6
"2010-08-10",85.44,85.44,82.27,82.75,2469400,75.56
"2010-08-11",81.25,81.25,78.96,79.27,2392100,72.39
"2010-08-12",78.45,79.61,77.53,78.13,2251000,71.34
"2010-08-13",77.99,77.99,76.43,76.74,1591700,70.08
"2010-08-16",76.33,78.29,75.63,77.19,1956200,70.49
"2010-08-17",78.27,80.76,77.84,79.43,1799700,72.53
"2010-08-18",79.4,80.58,77.9,79.98,1554000,73.03
"2010-08-19",79.4,79.87,76.46,78.01,2096500,71.24
"2010-08-20",77.31,77.72,76.1,77.58,1641300,70.84
"2010-08-23",77.7,80.63,77.11,77.71,3007600,70.96
"2010-08-24",76.39,77.3,74.72,75.19,2683900,68.66
"2010-08-25",74.37,76.61,73.61,76.18,2328400,69.96
"2010-08-26",76.44,77.11,74.41,74.51,1568400,68.43
"2010-08-27",75.26,75.96,72.87,75.58,1545100,69.41
"2010-08-30",74.81,76.58,74.24,74.37,1704600,68.3
"2010-08-31",73.26,75.9,73.26,74.16,2192400,68.11
"2010-09-01",75.5,77.99,75.25,77.95,1706300,71.59
"2010-09-02",78.01,78.25,76.35,77.28,1453000,70.97
"2010-09-03",78.34,79.83,77.7,79.2,1396200,72.74
"2010-09-07",78.43,78.56,75.65,75.98,1830900,69.78
"2010-09-08",76.14,77.92,75.99,77.47,1893300,71.15
"2010-09-09",78.51,79.02,75.45,75.8,1961100,69.62
"2010-09-10",75.91,76.18,72.84,73.06,3255200,67.1
"2010-09-13",74.31,74.67,71,71.62,3540000,65.78
"2010-09-14",72,73.06,71.1,72.32,2472000,66.42
"2010-09-15",72.08,72.83,71.51,72.77,2042500,66.83
"2010-09-16",72.5,73.02,71.35,72.57,2340100,66.65
"2010-09-17",72.92,74.69,72.59,74.49,2340700,68.41
"2010-09-20",74.98,80.03,74.78,79.88,3578300,73.36
"2010-09-21",80.5,81.61,78.04,78.47,2754000,72.07
"2010-09-22",78.09,79.79,76.54,76.58,2585900,70.33
"2010-09-23",75.36,78.1,75.07,75.87,2043800,69.68
"2010-09-24",77.33,79.68,77.06,79.16,2109100,72.7
"2010-09-27",79.47,79.47,77.56,77.72,1740500,71.38
"2010-09-28",77.88,79.28,76.3,78.95,2533500,72.51
"2010-09-29",78.75,81.8,78.32,80.75,2407300,74.16
"2010-09-30",81.7,82.48,78.52,80.96,3054800,74.35
"2010-10-01",81.78,82.26,79.33,80.2,1588900,73.66
"2010-10-04",79.74,80.32,78.89,79.95,1279500,73.43
"2010-10-05",80.92,83.67,79.86,83.03,2220600,76.26
"2010-10-06",82.83,83.5,80.93,81.91,1338800,75.23
"2010-10-07",82.33,82.54,79.5,80.56,1629900,73.99
"2010-10-08",80.78,83.18,80.51,82.77,1221700,76.02
"2010-10-11",82.8,84.63,82.8,83.06,1769800,76.28
"2010-10-12",82.96,84.42,82.24,84.27,1818700,77.39
"2010-10-13",84.57,87.41,84.52,86.65,2740200,79.58
"2010-10-14",86.6,86.9,83.86,84.45,1505000,77.56
"2010-10-15",85.58,85.82,83.28,84.39,1970200,77.5
"2010-10-18",84.57,86.97,83.91,85.76,2830500,78.76
"2010-10-19",84.26,88.15,84.22,85.6,2226000,78.62
"2010-10-20",85.81,85.81,83.64,85.09,3117800,78.15
"2010-10-21",85.59,87.47,84.9,85.55,1399000,78.57
"2010-10-22",85.57,85.91,84.42,85.56,909600,78.58
"2010-10-25",86.28,87.44,84.73,84.81,1469400,77.89
"2010-10-26",84.34,86.02,83.71,84.52,1410700,77.62
"2010-10-27",83.28,83.28,77.81,81.04,5528100,74.43
"2010-10-28",81.38,81.38,77,77,2934300,70.72
"2010-10-29",77.21,77.6,75.33,75.83,3085600,69.64
"2010-11-01",76.25,76.65,74.43,75.27,1288300,69.13
"2010-11-02",75.93,77.65,74.75,77.22,1860000,70.92
"2010-11-03",77.16,77.98,76.6,77.46,2124700,71.14
"2010-11-04",78.8,79.89,78.21,79.8,2003500,73.29
"2010-11-05",79.95,80.77,79.35,80.07,1830700,73.54
"2010-11-08",79.54,79.55,77.46,78.47,2027100,72.07
"2010-11-09",78.53,78.9,76.03,76.45,2307200,70.21
"2010-11-10",76.34,77.73,75.92,77.64,1367600,71.31
"2010-11-11",76.76,77.01,75.55,76.13,1943300,69.92
"2010-11-12",75.42,76.4,73.44,74.13,3658500,68.08
"2010-11-15",74.71,75.95,74.62,75.16,2323400,69.03
"2010-11-16",74.61,75.5,73.62,74.19,1942700,68.14
"2010-11-17",74.09,74.75,73.79,74.37,1113900,68.7
"2010-11-18",75.23,77.07,74.49,76.15,2282000,70.34
"2010-11-19",75.98,77.02,75.38,76.62,1339600,70.78
"2010-11-22",76.42,76.65,75.43,75.64,1749500,69.87
"2010-11-23",74.69,75.08,73.97,74.31,1162800,68.64
"2010-11-24",75.19,75.75,74.55,75.73,1054100,69.96
"2010-11-26",74.94,75.49,74.5,75,473800,69.28
"2010-11-29",74.75,75.59,73.87,75.13,1096500,69.4
"2010-11-30",74.21,74.37,72.95,73,1917400,67.43
"2010-12-01",74.18,75.99,73.92,74.3,2639300,68.64
"2010-12-02",74.56,78.98,74.47,78.81,2805700,72.8
"2010-12-03",78.09,80.5,77.58,80.06,2297700,73.96
"2010-12-06",81.4,83.98,80.61,83.75,2775400,77.36
"2010-12-07",84.86,85.7,84.12,84.54,2203400,78.09
"2010-12-08",84.81,85.06,82.37,83.52,1593200,77.15
"2010-12-09",84.2,85.84,83.52,85.69,1717900,79.16
"2010-12-10",85.98,85.98,84.42,85.74,1366200,79.2
"2010-12-13",86.32,86.67,85.38,85.58,1157800,79.06
"2010-12-14",85.75,89.31,85.26,87.95,3315800,81.24
"2010-12-15",87.97,89.36,86.91,87.21,1221800,80.56
"2010-12-16",87.61,90.94,87.61,89.52,2061000,82.7
"2010-12-17",89.97,90.35,89,90.08,1288200,83.21
"2010-12-20",90.4,91,88.59,88.6,1290400,81.85
"2010-12-21",89.01,89.26,87.96,88.9,1367500,82.12
"2010-12-22",88.88,90.05,88.85,89.92,751200,83.06
"2010-12-23",89.43,90.95,89.25,89.86,857400,83.01
"2010-12-27",89.4,90.8,89.02,90.33,437900,83.44
"2010-12-28",90.69,90.78,89.82,90.31,455700,83.42
"2010-12-29",90.31,91.28,89.93,90,751200,83.14
"2010-12-30",90.01,90.59,89.56,89.82,461900,82.97
"2010-12-31",89.68,89.81,88.68,88.83,670100,82.06
"2011-01-03",89.73,90.78,89.42,90.47,1107700,83.57
"2011-01-04",90.38,90.82,88.28,89.17,970400,82.37
"2011-01-05",88.45,90.39,88.1,89.77,884100,82.93
"2011-01-06",89.62,89.74,87.3,87.86,1506800,81.16
"2011-01-07",88.05,89.18,86.36,87.49,1231800,80.82
"2011-01-10",87.4,88.13,86.03,87.9,994100,81.2
"2011-01-11",88.46,88.89,87.48,87.79,789600,81.1
"2011-01-12",88.44,89.99,87.62,89.69,1272700,82.85
"2011-01-13",89.47,89.64,87.19,87.47,1413900,80.8
"2011-01-14",87.32,88.35,87.03,88.24,862100,81.51
"2011-01-18",88.04,88.21,86.56,87.23,884700,80.58
"2011-01-19",87.25,87.34,85.27,85.97,1321900,79.42
"2011-01-20",85.67,87.32,84.94,86.59,1074500,79.99
"2011-01-21",87.35,89.69,87.2,88.45,1967300,81.71
"2011-01-24",88.6,88.6,86.68,87.56,1743400,80.88
"2011-01-25",87.29,87.98,86.51,87.77,837000,81.08
"2011-01-26",88.07,89.74,87.33,88.76,1100300,81.99
"2011-01-27",88.92,91.33,88.32,91.28,1686900,84.32
"2011-01-28",91.41,92.28,89.62,89.92,2311700,83.06
"2011-01-31",89.96,90.08,85.37,85.5,4324100,78.98
"2011-02-01",86.18,86.63,84.94,85.42,3523200,78.91
"2011-02-02",80.51,84.77,79.75,83.6,7449300,77.23
"2011-02-03",83.15,85.7,82.53,85.68,3417600,79.15
"2011-02-04",85.73,86.44,84.92,85.97,1729500,79.42
"2011-02-07",86.19,87.32,85.86,86.4,1609100,79.81
"2011-02-08",86.43,86.69,85.1,86.07,1127300,79.51
"2011-02-09",85.92,86.95,85.45,85.8,1170800,79.26
"2011-02-10",85.32,87.65,85.27,87.09,1284800,80.45
"2011-02-11",86.54,87.1,85.46,86.7,1278700,80.09
"2011-02-14",86.47,86.7,85.37,85.45,1181500,78.94
"2011-02-15",85.2,85.65,83.77,83.93,1506800,77.53
"2011-02-16",84.05,84.84,82.4,83.22,2097900,76.88
"2011-02-17",82.71,83.83,82.38,83.28,1466900,76.93
"2011-02-18",83.71,84.36,83.12,83.44,1908600,77.08
"2011-02-22",82.68,82.68,81.16,81.62,1404600,75.4
"2011-02-23",81.03,81.98,79.5,81.01,1418000,75.23
"2011-02-24",81.13,81.45,80.19,80.69,2257600,74.93
"2011-02-25",81.09,81.79,80.68,81.52,1372700,75.7
"2011-02-28",82.08,82.99,81.62,82.5,1630800,76.61
"2011-03-01",82.57,82.73,80.16,80.2,1809100,74.48
"2011-03-02",80.35,81.24,79.88,80.31,1141800,74.58
"2011-03-03",81.2,82.5,80.72,82.35,1277100,76.47
"2011-03-04",82.38,82.39,80.23,80.94,1109000,75.17
"2011-03-07",81.39,81.99,80.02,80.37,836800,74.64
"2011-03-08",80.81,84.22,80.76,83.36,2082200,77.41
"2011-03-09",83.18,84.34,82.72,83.85,1089500,77.87
"2011-03-10",82.67,83.41,81.82,82.27,910800,76.4
"2011-03-11",82.19,83.85,81.83,83.34,1057900,77.39
"2011-03-14",82.83,83,81.27,82,1109100,76.15
"2011-03-15",79.78,82.69,79.52,81.41,1834000,75.6
"2011-03-16",81.24,81.5,79.24,79.71,1936100,74.02
"2011-03-17",81.36,81.36,79.15,79.57,1331600,73.89
"2011-03-18",80.77,80.9,79.29,80.1,2472100,74.39
"2011-03-21",81.23,81.5,80.59,80.99,1153700,75.21
"2011-03-22",80.97,81.11,80,80.19,803300,74.47
"2011-03-23",80.01,81.11,79.3,80.78,748200,75.02
"2011-03-24",81.28,81.7,80.18,81.33,947400,75.53
"2011-03-25",81.42,83.03,81.35,82.09,625600,76.23
"2011-03-28",82.19,82.61,81.38,81.4,576000,75.59
"2011-03-29",81.41,81.68,80.61,81.54,780400,75.72
"2011-03-30",81.89,84.27,81.87,84.19,1309500,78.18
"2011-03-31",83.95,87.19,83.95,85.36,2640900,79.27
"2011-04-01",85.94,87,85.77,86.03,1940600,79.89
"2011-04-04",86.11,86.52,84.9,85.16,1196100,79.08
"2011-04-05",84.9,85.47,84.1,84.76,917500,78.71
"2011-04-06",85.41,85.57,84,84.49,582800,78.46
"2011-04-07",84.22,84.98,83.5,84.19,554000,78.18
"2011-04-08",84.54,84.92,82.21,82.58,951100,76.69
"2011-04-11",82.63,83.45,82.54,83.18,838000,77.25
"2011-04-12",82.71,84.58,82.49,84.34,797400,78.32
"2011-04-13",84.72,85.19,83.8,84.64,1211000,78.6
"2011-04-14",84,84.84,83.19,84.74,817100,78.69
"2011-04-15",84.82,86.22,84.38,85.7,1044500,79.59
"2011-04-18",84.42,85.27,83.82,84.88,1016900,78.82
"2011-04-19",85.29,87.18,85.29,86.1,1195100,79.96
"2011-04-20",87.23,87.56,85.54,86.24,1212100,80.09
"2011-04-21",86.25,87.55,85.76,87.31,623500,81.08
"2011-04-25",87.46,88,86.24,87.22,614400,81
"2011-04-26",87.41,87.9,86.51,87.86,1300000,81.59
"2011-04-27",91,92,85.61,88.65,3853700,82.33
"2011-04-28",88.68,89.13,86.53,87.43,1329100,81.19
"2011-04-29",87.5,87.66,85.8,86.18,1370900,80.03
"2011-05-02",86.78,86.98,85.74,85.92,1131100,79.79
"2011-05-03",85.7,86.1,84,84.32,1361800,78.3
"2011-05-04",84.39,84.56,83,83.9,1091500,77.91
"2011-05-05",83.22,84.81,83.01,83.89,1016000,77.9
"2011-05-06",85.05,85.72,84.24,84.5,1261300,78.47
"2011-05-09",84.36,84.61,83.06,83.55,831700,77.59
"2011-05-10",83.9,84.88,83.52,84.54,1089700,78.51
"2011-05-11",84.15,84.51,83.31,83.96,961400,77.97
"2011-05-12",83.78,85.83,83.34,85.39,1280200,79.3
"2011-05-13",85.4,88,85.4,86.66,2159300,80.48
"2011-05-16",86.05,86.79,85.02,85.1,1176900,79.03
"2011-05-17",84.75,85.65,84.01,84.36,1509500,78.34
"2011-05-18",84.04,84.21,83.53,83.88,1230000,78.36
"2011-05-19",84.09,84.8,82.4,83.02,1035800,77.56
"2011-05-20",82.71,82.71,81.54,81.96,945100,76.57
"2011-05-23",81.02,81.47,80.34,80.54,1403700,75.24
"2011-05-24",80.78,81.39,80.25,80.35,944000,75.06
"2011-05-25",82.02,82.36,80.07,82.02,1261400,76.62
"2011-05-26",81.78,82.58,81.39,82.25,957000,76.84
"2011-05-27",82.42,82.99,81.92,82.96,638000,77.5
"2011-05-31",83.62,83.94,82.75,83.8,1106000,78.29
"2011-06-01",83.42,84.06,82.07,82.16,2227800,76.75
"2011-06-02",82.41,82.72,80.9,80.95,962400,75.62
"2011-06-03",79.7,79.81,76.33,76.98,4139800,71.91
"2011-06-06",76.78,76.88,74.68,75.02,2198100,70.08
"2011-06-07",75.57,75.76,74.6,75,1695800,70.06
"2011-06-08",74.93,75.03,73.99,74.57,1582900,69.66
"2011-06-09",74.78,75.12,74,74.56,1242300,69.65
"2011-06-10",74.4,74.52,72.48,72.98,1819700,68.18
"2011-06-13",73.66,74.16,72.79,73.66,1645500,68.81
"2011-06-14",74.55,75.66,74.01,74.37,1448700,69.48
"2011-06-15",73.77,74.25,72.68,73.56,1308800,68.72
"2011-06-16",73.6,75.35,73.53,75.29,1914800,70.34
"2011-06-17",75.93,76.3,75.42,76.05,1402900,71.05
"2011-06-20",75.89,77.81,75.71,77.7,1347800,72.59
"2011-06-21",78.05,78.22,77.55,78.04,2082400,72.9
"2011-06-22",77.62,78.23,77.1,77.22,1201500,72.14
"2011-06-23",74.55,77.9,73.88,77.78,3179600,72.66
"2011-06-24",77.94,78.23,76.43,76.76,1298300,71.71
"2011-06-27",76.65,77.55,76.58,77,754500,71.93
"2011-06-28",77.59,79.96,77.25,79.33,1831100,74.11
"2011-06-29",79.6,80.77,79.31,80.49,1934800,75.19
"2011-06-30",80.79,81.52,80.39,81.32,1094900,75.97
"2011-07-01",81.36,82.99,80.75,82.78,987100,77.33
"2011-07-05",82.75,82.75,81.13,81.81,920400,76.43
"2011-07-06",81.33,81.52,80.71,80.93,1083000,75.6
"2011-07-07",81.87,82.71,81.7,82,1232100,76.6
"2011-07-08",81.28,81.44,80.4,81.06,966500,75.73
"2011-07-11",80.25,80.48,78.39,78.73,1609400,73.55
"2011-07-12",78.67,79.5,78.13,78.18,891700,73.04
"2011-07-13",78.88,79.8,78.01,78.14,785900,73
"2011-07-14",78.48,78.51,76.5,76.63,1100500,71.59
"2011-07-15",77.02,77.02,75.31,75.83,1376700,70.84
"2011-07-18",75.67,76.97,75.22,75.6,1191700,70.62
"2011-07-19",74.97,75.57,74.27,75.07,2660200,70.13
"2011-07-20",75.12,75.9,74.92,75.64,1698200,70.66
"2011-07-21",74.4,74.64,72.01,72.78,4872700,67.99
"2011-07-22",72.95,73.63,72.35,72.49,1729500,67.72
"2011-07-25",71.97,72.56,71.57,71.78,1675200,67.06
"2011-07-26",71.89,72.5,71.5,71.63,1348700,66.92
"2011-07-27",71.32,72.28,70.85,71.38,1829600,66.68
"2011-07-28",71.56,72.22,70.21,70.35,1574600,65.72
"2011-07-29",69.61,70.21,67.77,69.23,1969500,64.67
"2011-08-01",70.21,70.25,67.26,67.84,1554900,63.38
"2011-08-02",67.07,67.29,65.08,65.13,2418400,60.84
"2011-08-03",65.3,67,64.19,66.92,2094700,62.52
"2011-08-04",65.9,66,64.01,64.63,2865000,60.38
"2011-08-05",65.53,67.06,64,66.36,2983100,61.99
"2011-08-08",64.42,64.65,58.67,58.84,4889000,54.97
"2011-08-09",59.85,60.25,55.91,59.84,3227200,55.9
"2011-08-10",58.57,59.77,57.26,57.42,2575300,53.64
"2011-08-11",57.87,62.2,57.31,61.15,2476500,57.13
"2011-08-12",61.36,64.02,61.16,62.59,2144100,58.47
"2011-08-15",63.09,63.96,62.1,63.46,1812100,59.28
"2011-08-16",62.78,63.27,61.03,61.11,2139200,57.09
"2011-08-17",61.4,63.09,59.8,60.11,2464400,56.15
"2011-08-18",58.32,58.47,56.68,57.2,2859700,53.44
"2011-08-19",56.19,58.43,56.19,56.47,2398000,52.75
"2011-08-22",57.83,57.9,55.53,55.71,2376900,52.04
"2011-08-23",56.07,57.16,55,57.15,2426700,53.39
"2011-08-24",56.32,58.55,56.21,58.35,2313600,54.99
"2011-08-25",58.64,58.86,56.63,56.83,2301300,53.56
"2011-08-26",56.42,59.59,56.21,58.73,1648700,55.35
"2011-08-29",59.9,62.4,59.84,62.1,1931000,58.53
"2011-08-30",61.95,63.56,60.42,63.22,2766200,59.58
"2011-08-31",63.41,64.39,62.26,62.69,1498900,59.08
"2011-09-01",62.69,62.85,60.65,60.74,1510400,57.24
"2011-09-02",59.3,59.97,57.67,58.36,1274300,55
"2011-09-06",55.97,56.55,54.25,55.82,2576100,52.61
"2011-09-07",56.78,57.19,56.16,56.85,2649500,53.58
"2011-09-08",56.16,56.6,53.74,54.01,3091100,50.9
"2011-09-09",53.61,54.02,51.91,52.54,2770100,49.52
"2011-09-12",51.74,52.94,50.92,52.35,1912800,49.34
"2011-09-13",52.52,54,52.3,53.27,1584300,50.2
"2011-09-14",53.33,54.9,52.38,54.12,1666500,51
"2011-09-15",54.89,54.89,53.37,54.55,1424600,51.41
"2011-09-16",54.8,55.85,53.3,53.6,2279400,50.51
"2011-09-19",52.47,53.37,52.13,52.99,1800500,49.94
"2011-09-20",53.2,54.06,51.44,51.49,1514800,48.53
"2011-09-21",51.55,52.35,50.01,50.02,1719300,47.14
"2011-09-22",48.42,49.12,47.35,48.01,3024200,45.25
"2011-09-23",47.52,50.85,47.52,50,2217900,47.12
"2011-09-26",50.45,52.42,50.01,52.31,1832100,49.3
"2011-09-27",53.51,54.89,52.62,53.24,1815400,50.18
"2011-09-28",53.49,53.62,50.22,50.41,1877100,47.51
"2011-09-29",51.57,52.72,49.54,51.09,2271400,48.15
"2011-09-30",50.09,51.5,49.52,49.91,1537100,47.04
"2011-10-03",49.46,50.46,48.48,48.49,3009900,45.7
"2011-10-04",47.64,52.04,47.48,51.96,2600000,48.97
"2011-10-05",52.18,54.25,51.72,54.1,1837300,50.99
"2011-10-06",54.13,55.62,53.93,55.21,1654600,52.03
"2011-10-07",55.71,56.63,52.75,53.54,1712300,50.46
"2011-10-10",54.75,55.74,54.4,55.62,911400,52.42
"2011-10-11",55.3,56.24,55.01,55.99,869700,52.77
"2011-10-12",56.35,59.58,55.67,57.69,2933800,54.37
"2011-10-13",57.4,57.74,55.6,56.84,1442900,53.57
"2011-10-14",57.66,58.19,56.68,57.91,1056300,54.58
"2011-10-17",57.56,57.56,54.82,54.98,1489600,51.82
"2011-10-18",53.69,55.52,51.52,55.21,3094400,52.03
"2011-10-19",55.09,56.1,54.92,55.36,1400700,52.17
"2011-10-20",55.46,55.85,53.89,55.08,1467300,51.91
"2011-10-21",55.88,57.41,55.86,57.4,1493000,54.1
"2011-10-24",57.71,59.5,57.52,59.12,1881600,55.72
"2011-10-25",58.78,58.78,57.11,57.22,1538100,53.93
"2011-10-26",57.98,59.3,56.93,58.54,1556200,55.17
"2011-10-27",60.17,62,59.92,60.47,2631500,56.99
"2011-10-28",53.39,54.6,51.77,51.8,8701800,48.82
"2011-10-31",51.34,51.92,50.53,50.81,3179500,47.89
"2011-11-01",49.34,50.71,48.75,49.87,3370000,47
"2011-11-02",50.52,51.44,49.9,50.84,1728900,47.91
"2011-11-03",51.53,51.69,49.42,51.52,1704900,48.55
"2011-11-04",51.09,51.75,50.31,51.64,1292800,48.67
"2011-11-07",51.44,52.47,50.77,52.4,1397600,49.38
"2011-11-08",52.69,53.46,51.79,53.3,1472500,50.23
"2011-11-09",52.28,53.05,52.05,52.64,2028000,49.61
"2011-11-10",53.34,54.12,52.18,53.26,2284100,50.19
"2011-11-11",53.64,54.76,53.43,54.59,1495800,51.45
"2011-11-14",54.3,54.85,53.37,53.79,1544300,50.69
"2011-11-15",53.77,53.78,52.79,53.45,1653200,50.37
"2011-11-16",52.44,53.22,51.65,51.85,1140200,49.33
"2011-11-17",51.84,52.06,49.98,50.31,1623700,47.86
"2011-11-18",50.68,50.98,49.93,50.68,1630800,48.21
"2011-11-21",49.8,49.9,47.83,48.49,1920500,46.13
"2011-11-22",48.3,48.68,47.2,47.89,1472500,45.56
"2011-11-23",47.17,47.65,46.28,46.36,1363600,44.1
"2011-11-25",46.31,47.11,46.02,46.05,561500,43.81
"2011-11-28",47.6,48.3,47.19,47.93,1645000,45.6
"2011-11-29",47.18,47.4,45.88,46.74,2706600,44.47
"2011-11-30",48.34,49.32,48.05,49.06,2151900,46.67
"2011-12-01",49.1,49.85,48.45,49,1906500,46.62
"2011-12-02",49.67,50.81,49.35,49.45,2335400,47.04
"2011-12-05",50.35,50.68,49.44,49.75,1803200,47.33
"2011-12-06",49.7,50.01,48.99,49.07,1605400,46.68
"2011-12-07",48.79,50.3,48.13,49.64,1569900,47.22
"2011-12-08",49.19,49.68,48.52,48.84,1354600,46.46
"2011-12-09",49.07,49.98,49.03,49.79,1201400,47.37
"2011-12-12",49.22,49.46,48.27,49.41,2480000,47.01
"2011-12-13",49.71,50.41,47.52,47.86,2240000,45.53
"2011-12-14",47.52,47.95,46.63,46.76,1666700,44.48
"2011-12-15",47.55,47.74,46.24,46.63,1966600,44.36
"2011-12-16",46.94,47.25,46.01,46.64,2087300,44.37
"2011-12-19",46.81,47.18,45.22,45.37,1764800,43.16
"2011-12-20",46.22,48.26,46.22,48.16,1505100,45.82
"2011-12-21",48.14,49.38,47.64,49.14,1522700,46.75
"2011-12-22",49.3,50.79,49.15,50.56,1599100,48.1
"2011-12-23",50.79,51.68,50.76,51.19,1119800,48.7
"2011-12-27",50.34,50.34,46.56,46.62,4245300,44.35
"2011-12-28",46.9,48,46.06,46.37,2669700,44.11
"2011-12-29",46.49,47.42,46.4,47.32,2094300,45.02
"2011-12-30",47.59,47.88,47.25,47.45,1682900,45.14
"2012-01-03",48.34,49.66,48.28,48.51,1954500,46.15
"2012-01-04",48.47,49.29,47.72,48.97,1779000,46.59
"2012-01-05",48.52,50.39,48.14,50.32,2053700,47.87
"2012-01-06",50.27,50.32,49.02,49.48,1839200,47.07
"2012-01-09",49.7,50.93,49.7,50.49,1297000,48.03
"2012-01-10",51.03,52.35,51,51.83,1882700,49.31
"2012-01-11",51.55,52.48,51.3,51.83,1794200,49.31
"2012-01-12",50.98,52.14,49.84,52.01,3091000,49.48
"2012-01-13",51.65,52.05,50.54,50.9,2478300,48.42
"2012-01-17",51.73,52.33,49.86,49.89,2413600,47.46
"2012-01-18",49.99,54.13,49.78,53.86,3557800,51.24
"2012-01-19",53.83,56.29,53.6,55.43,2828300,52.73
"2012-01-20",55.23,55.23,53.42,54.19,2614600,51.55
"2012-01-23",54.18,55.1,53.74,53.96,2046500,51.33
"2012-01-24",53.52,54.71,53.33,54.36,1926600,51.71
"2012-01-25",54.4,55.12,53.4,54.89,1740400,52.22
"2012-01-26",54.23,55.25,53.78,54.42,1337700,51.77
"2012-01-27",54.2,54.85,53.81,54.6,1055100,51.94
"2012-01-30",54.02,54.6,53.36,53.75,1565500,51.13
"2012-01-31",54.25,54.69,52.91,54.32,2691400,51.68
"2012-02-01",59.13,65.25,58.5,61.64,13143400,58.64
"2012-02-02",61.76,64.94,61.5,64.36,4831300,61.23
"2012-02-03",65.07,69.14,65.04,68.66,4802400,65.32
"2012-02-06",68.72,71.57,68.18,70.74,3650500,67.3
"2012-02-07",70.42,70.93,69.38,70.7,3661500,67.26
"2012-02-08",70.7,71.33,69.3,70.2,2467400,66.78
"2012-02-09",70.22,70.22,68.73,69.53,2027100,66.15
"2012-02-10",68.86,70.24,68.3,70.04,1937400,66.63
"2012-02-13",70.76,72.25,70.49,71.94,2473100,68.44
"2012-02-14",71.22,72.26,70.77,72.07,2050500,68.56
"2012-02-15",72.52,73.09,69.18,69.35,2662800,65.98
"2012-02-16",69.28,70.9,68.94,70.66,1649300,67.22
"2012-02-17",71.17,72.5,70.93,71.03,1286600,67.57
"2012-02-21",71.32,72.26,70.38,70.61,1914000,67.17
"2012-02-22",70.37,71.07,69.2,70.08,1370400,66.67
"2012-02-23",70.04,71.35,69.54,70.9,899600,67.45
"2012-02-24",71.36,72.35,70.7,71.3,1840600,67.83
"2012-02-27",70.74,76.78,70.74,76.1,5862000,72.4
"2012-02-28",75.86,78.04,75.45,76.15,2487000,72.44
"2012-02-29",75.91,76.83,74.86,75.57,2011600,72.37
"2012-03-01",76.52,76.52,74.07,74.48,2034700,71.32
"2012-03-02",74.38,75,73.5,74.14,1348800,71
"2012-03-05",73.79,74.66,73.34,73.85,1436900,70.72
"2012-03-06",72.13,73.14,71.27,72.8,1558000,69.71
"2012-03-07",73.23,74.09,72.93,73.57,1088000,70.45
"2012-03-08",73.67,73.69,71.63,73.44,1957500,70.33
"2012-03-09",72.95,75.85,72.93,75.3,1864100,72.11
"2012-03-12",75.47,75.73,74.5,75.13,1022300,71.95
"2012-03-13",75.68,78.18,75.6,78.06,2218500,74.75
"2012-03-14",78.5,79.39,77.97,78.5,2252600,75.17
"2012-03-15",78.58,78.92,77.63,78.82,1327000,75.48
"2012-03-16",79.23,79.36,76.06,76.84,2532500,73.58
"2012-03-19",76.84,78.81,76.23,77.76,1472100,74.46
"2012-03-20",77.32,77.86,76.01,77.42,1107400,74.14
"2012-03-21",77.52,78.08,76.73,77.52,804000,74.23
"2012-03-22",77.18,77.38,75.73,76.54,874700,73.3
"2012-03-23",75.93,77.14,74.37,76.78,1103500,73.53
"2012-03-26",77.89,78.38,77.53,78.02,1173500,74.71
"2012-03-27",78.21,78.82,76.52,76.62,1257700,73.37
"2012-03-28",76.5,77.16,75.08,75.83,1153500,72.62
