"","ALXN.Open","ALXN.High","ALXN.Low","ALXN.Close","ALXN.Volume","ALXN.Adjusted"
"2014-01-14",131.35,137.76,130.91,137.66,1467600,137.66
"2014-01-15",137.73,138.32,133.99,137.03,1025000,137.03
"2014-01-16",137.04,139.88,136.87,139.81,936700,139.81
"2014-01-17",139.38,140.98,136.88,139.71,1535300,139.71
"2014-01-21",141.29,142.69,139.16,142.58,1224900,142.58
"2014-01-22",140.64,142.98,140.12,140.75,1263300,140.75
"2014-01-23",139.35,141.23,136.33,137.94,1137500,137.94
"2014-01-24",137.22,139.02,133.48,133.64,1307900,133.64
"2014-01-27",133.38,135.07,126.76,129.82,1911400,129.82
"2014-01-28",129.14,133.39,128.89,133.01,1146300,133.01
"2014-01-29",131.51,135.21,129.8,133.73,1411300,133.73
"2014-01-30",155.06,169.98,154,162,5801900,162
"2014-01-31",155.88,161.87,155.88,158.73,3063800,158.73
"2014-02-03",158.39,159.36,153.48,154.67,2086600,154.67
"2014-02-04",153.63,158.23,150.7,156.21,2120500,156.21
"2014-02-05",157.38,157.67,152.22,154.49,1416900,154.49
"2014-02-06",154.33,157.59,153.72,157.4,1249200,157.4
"2014-02-07",155.55,164.29,155.48,163.63,1948700,163.63
"2014-02-10",165,171.09,164.07,170.11,2359000,170.11
"2014-02-11",170.75,174.78,168.21,174.43,2365800,174.43
"2014-02-12",174.71,176,173.5,175.86,1937600,175.86
"2014-02-13",174.23,180.34,173.2,180,1608900,180
"2014-02-14",180.06,183.32,178.08,180.55,1610400,180.55
"2014-02-18",182.85,184.73,179.29,181.06,1734500,181.06
"2014-02-19",181.62,183.88,178.51,180.41,1173500,180.41
"2014-02-20",180.5,180.99,176,179.06,2073100,179.06
"2014-02-21",178.49,184.22,176.11,181.52,1354000,181.52
"2014-02-24",185.06,185.06,181.56,183.55,1294100,183.55
"2014-02-25",183.91,185.43,181,182.63,1018300,182.63
"2014-02-26",182.22,185.19,181.16,182.57,929200,182.57
"2014-02-27",182.27,184.84,181.65,183.89,781900,183.89
"2014-02-28",184.45,184.45,173.07,176.8,1802400,176.8
"2014-03-03",174.77,177.51,171.47,172.43,1781100,172.43
"2014-03-04",176.49,176.78,170.89,173.44,1995700,173.44
"2014-03-05",173.05,174.25,170.56,171,1890100,171
"2014-03-06",173.27,173.99,167.24,168.55,2112900,168.55
"2014-03-07",169.86,170.1,163.77,168.05,2116400,168.05
"2014-03-10",171.98,180.82,170.83,180,2597200,180
"2014-03-11",179.77,180.2,175.06,175.95,1492900,175.95
"2014-03-12",174.69,179.1,173.22,177.9,1317300,177.9
"2014-03-13",178.73,179.23,173.4,175.17,1467100,175.17
"2014-03-14",173.36,177.85,172.26,175.28,1099200,175.28
"2014-03-17",177.5,179.18,176.11,177.99,1501300,177.99
