"","ALXN.Open","ALXN.High","ALXN.Low","ALXN.Close","ALXN.Volume","ALXN.Adjusted"
"2008-09-30",39.29,39.58,38.25,39.3,2188800,19.65
"2008-10-01",39.08,39.46,38.34,39.16,2222400,19.58
"2008-10-02",39,39.79,38.57,38.76,2904200,19.38
"2008-10-03",39.15,40.69,38.31,39.02,1675800,19.51
"2008-10-06",38.33,39.75,35.42,38.69,3571000,19.34
"2008-10-07",39.15,39.85,38.07,38.99,2430800,19.5
"2008-10-08",38.53,41,37.09,39.31,2721600,19.66
"2008-10-09",40.03,40.96,36.15,36.47,2556000,18.24
"2008-10-10",35.26,36.47,33,34.21,4554800,17.1
"2008-10-13",34.75,38.95,34.75,38.89,3276200,19.44
"2008-10-14",39.5,40,37.03,37.53,2310800,18.76
"2008-10-15",37.2,38,35.45,36.06,1911600,18.03
"2008-10-16",35.86,38.87,34.65,38.78,2724000,19.39
"2008-10-17",37.54,41.39,36.86,41.03,4121600,20.51
"2008-10-20",41.65,43.29,40.84,41.9,2145600,20.95
"2008-10-21",41.41,42.83,40.51,41,1604800,20.5
"2008-10-22",40.04,40.36,37.78,39.66,3799400,19.83
"2008-10-23",40.71,42,37.09,39.6,5727400,19.8
"2008-10-24",37.2,38.21,36.2,37.33,2552600,18.67
"2008-10-27",36.63,37.62,35.83,36.12,1561000,18.06
"2008-10-28",36.84,37.67,33.5,36.87,3132600,18.43
"2008-10-29",37.03,39.92,35.87,38.51,3000400,19.25
"2008-10-30",39.48,40.58,38.98,40.49,1504400,20.25
"2008-10-31",40.37,41.77,39.78,40.75,1855200,20.38
"2008-11-03",40.73,41.84,39.92,40.68,1391800,20.34
"2008-11-04",41.64,43,41.26,42.04,2272600,21.02
"2008-11-05",41.52,41.83,39.27,39.48,1846400,19.74
"2008-11-06",39.04,40.25,38.95,39.17,1327000,19.58
"2008-11-07",39.55,41.29,38.54,41,1274800,20.5
"2008-11-10",41,42.23,41,41.75,1167800,20.88
"2008-11-11",41.47,42.5,39.95,40.7,1281200,20.35
"2008-11-12",40.08,41.35,37.8,37.97,1891600,18.99
"2008-11-13",38.1,39.41,35.5,39.35,4173800,19.67
"2008-11-14",38.83,39.79,38.16,38.24,1858400,19.12
"2008-11-17",38.09,40.23,37.68,39.69,2124200,19.84
"2008-11-18",39.72,41.37,38.08,39.51,2154400,19.75
"2008-11-19",39.41,40.26,37.54,37.59,1609200,18.8
"2008-11-20",37.34,38.57,33.19,34.43,4602200,17.22
"2008-11-21",34.33,35.17,28.16,31,7835400,15.5
"2008-11-24",31.43,33.36,30.12,33.28,4048200,16.64
"2008-11-25",34,34.26,32.74,32.94,8102400,16.47
"2008-11-26",32.1,34.01,32.1,33.96,1784400,16.98
"2008-11-28",33.58,33.95,31.75,33.66,864000,16.83
"2008-12-01",32.84,34.99,31.01,31.15,1847200,15.57
"2008-12-02",31.77,31.98,30,31.44,2435600,15.72
"2008-12-03",30.52,32.29,30.06,31.02,2267200,15.51
"2008-12-04",30.79,32.23,30.21,31.9,2268400,15.95
"2008-12-05",31.38,33.28,30.15,33.28,2188600,16.64
"2008-12-08",33.85,35.42,32.42,34.37,3648600,17.18
"2008-12-09",34.05,34.78,32.81,33.3,1814000,16.65
"2008-12-10",33.63,34.27,32.88,33.45,1009600,16.73
"2008-12-11",33.15,34.42,32.54,32.91,1001600,16.45
"2008-12-12",32.34,33.37,31.77,32.91,1785800,16.45
"2008-12-15",33,33.14,31.4,31.83,1503000,15.91
"2008-12-16",32.5,34.39,31.47,34.31,1769000,17.16
"2008-12-17",33.98,36.1,33.75,35.15,1652400,17.58
"2008-12-18",35.27,36,34.46,34.86,1081400,17.43
"2008-12-19",35.25,35.85,34.49,35.48,1978000,17.74
"2008-12-22",36.43,36.43,33.57,34.62,1204000,17.31
"2008-12-23",34.79,35.05,33.8,34.17,1521400,17.08
"2008-12-24",34.12,34.43,33.75,34.11,232400,17.06
"2008-12-26",34.27,34.78,34.12,34.6,339200,17.3
"2008-12-29",34.61,34.66,33.71,33.93,1057600,16.97
"2008-12-30",34.26,34.68,33.55,34.45,694000,17.23
"2008-12-31",34.58,36.33,34.58,36.19,1505800,18.09
"2009-01-02",35.41,36.43,35.41,36.13,933600,18.07
"2009-01-05",36.29,37.27,35.89,37,1157400,18.5
"2009-01-06",37.33,37.99,36.65,36.82,1281400,18.41
"2009-01-07",36.21,37.13,35.14,35.8,1958400,17.9
"2009-01-08",35.62,36.46,35.61,36.22,1074200,18.11
"2009-01-09",36.11,36.11,34.09,34.15,1891000,17.08
"2009-01-12",34.21,35.02,34.04,34.31,1617200,17.16
"2009-01-13",34.4,37.37,34.31,37.01,2542800,18.5
"2009-01-14",36.99,37.57,36.1,36.39,2182400,18.19
"2009-01-15",36.35,37.1,35.44,37.04,1420200,18.52
"2009-01-16",37.27,37.55,36.72,37.5,1404800,18.75
"2009-01-20",37.05,37.49,35.74,35.79,1927600,17.9
"2009-01-21",36.1,37.5,35.75,37.35,7524000,18.67
"2009-01-22",36.58,37.79,36.37,37.27,1999600,18.64
"2009-01-23",36.86,37,35.87,36.37,1565600,18.18
"2009-01-26",36.53,36.7,35.52,35.95,1500800,17.98
"2009-01-27",35.93,36.19,35,35.14,1584600,17.57
"2009-01-28",35.74,36.57,35.58,35.83,2074400,17.92
"2009-01-29",35.65,37.38,35.52,36.37,1179000,18.18
"2009-01-30",36.78,37.65,36.38,36.87,1515000,18.43
"2009-02-02",36.48,37.27,36.29,36.86,1246800,18.43
"2009-02-03",36.95,37.52,36.44,37.3,1485400,18.65
"2009-02-04",37.19,38.78,37.05,37.82,1717000,18.91
"2009-02-05",37.48,39.55,37.25,39.18,2093400,19.59
"2009-02-06",39.11,39.79,37.98,38.43,1814800,19.22
"2009-02-09",38.78,38.89,37.69,38.18,1668800,19.09
"2009-02-10",38.43,38.48,36.74,36.94,2023600,18.47
"2009-02-11",37.2,37.5,35.96,36.88,2567200,18.44
"2009-02-12",36.86,40.38,35.91,40.17,6225000,20.08
"2009-02-13",40.11,40.59,39.61,39.91,1960000,19.95
"2009-02-17",39.61,39.89,38.65,39.42,2509400,19.71
"2009-02-18",40,40.01,38.95,39.57,1980800,19.78
"2009-02-19",39.57,39.98,38.25,38.42,1686800,19.21
"2009-02-20",37.77,38.36,36.98,37.98,1874000,18.99
"2009-02-23",38.18,38.61,36.12,36.15,1843400,18.08
"2009-02-24",36.58,38.1,36.07,37.88,1870400,18.94
"2009-02-25",37.71,38.85,37.29,37.68,1548800,18.84
"2009-02-26",38.1,39.63,36.7,36.98,3190600,18.49
"2009-02-27",36,36.29,33.92,34.2,4070400,17.1
"2009-03-02",34,34.31,31.95,32.06,2675000,16.03
"2009-03-03",32.53,33.44,31.75,32.46,1739600,16.23
"2009-03-04",33.06,34.73,32.6,33.94,2379000,16.97
"2009-03-05",33.57,33.68,31.94,32.04,1557200,16.02
"2009-03-06",32.37,32.79,31.56,32.28,1509000,16.14
"2009-03-09",32.11,33.21,31.38,31.65,2770800,15.82
"2009-03-10",32.09,33.62,31.98,33.23,2286000,16.61
"2009-03-11",33.31,34.54,30.78,31.67,3741600,15.84
"2009-03-12",32.44,34.8,31.51,34.71,2821200,17.35
"2009-03-13",34.76,35.76,34.33,35.37,1615600,17.68
"2009-03-16",35.55,35.55,34.34,34.55,1137200,17.27
"2009-03-17",34.5,36,34.24,36,1425600,18
"2009-03-18",35.97,37.92,35.76,36.5,2654000,18.25
"2009-03-19",37.1,38.3,36.5,38.02,2653800,19.01
"2009-03-20",38.37,38.5,37.1,37.1,2589800,18.55
"2009-03-23",37.65,39.29,37.41,38.79,2564800,19.4
"2009-03-24",38.42,38.89,37.58,37.79,928800,18.9
"2009-03-25",37.95,38.84,36.6,37.95,1386000,18.98
"2009-03-26",38.3,39.51,37.43,39.4,1894400,19.7
"2009-03-27",38.72,39.22,38.04,38.4,1334600,19.2
"2009-03-30",37.9,38.37,36.87,38.25,1181200,19.12
"2009-03-31",38.77,39.19,37.44,37.66,2330800,18.83
"2009-04-01",36.91,37.02,35.39,36.94,3591000,18.47
"2009-04-02",37.65,38.32,37.23,37.51,2386600,18.75
"2009-04-03",37.55,37.9,37.17,37.76,1005400,18.88
"2009-04-06",37.23,37.23,36.2,36.7,1845200,18.35
"2009-04-07",36.31,36.63,35.29,35.29,1462600,17.65
"2009-04-08",35.38,36.22,34.94,36.18,1194600,18.09
"2009-04-09",36.51,37.49,36.19,37.15,2563200,18.58
"2009-04-13",36.87,37.65,36.85,37.19,929000,18.59
"2009-04-14",37.2,37.2,35.3,35.59,1386400,17.8
"2009-04-15",35.27,35.4,34.15,34.71,2276400,17.35
"2009-04-16",34.76,35.16,34.31,34.82,1602200,17.41
"2009-04-17",34.34,35.39,34.34,34.94,2368400,17.47
"2009-04-20",34.4,35.27,34.23,34.3,1869000,17.15
"2009-04-21",34.25,34.42,33.39,33.98,2753400,16.99
"2009-04-22",35.03,36.16,34.86,35.31,2996000,17.66
"2009-04-23",33.75,35.15,32.88,34.99,7559600,17.5
"2009-04-24",34.55,35.45,34.02,34.19,3657400,17.09
"2009-04-27",33.68,34.66,33.42,33.76,2720600,16.88
"2009-04-28",33.49,35.27,33.49,34.89,1910200,17.44
"2009-04-29",34.97,35.46,34.64,35.05,2360200,17.52
"2009-04-30",35.2,35.33,33.39,33.42,2244800,16.71
"2009-05-01",33.45,33.5,32.36,32.59,2739000,16.3
"2009-05-04",32.78,33.32,32.26,33.22,2506000,16.61
"2009-05-05",33.59,34.38,33.26,33.77,1891600,16.89
"2009-05-06",33.28,33.74,33,33.74,2310400,16.87
"2009-05-07",33.94,35,33.53,34.4,3072000,17.2
"2009-05-08",34.96,34.97,33.79,34.26,2836400,17.13
"2009-05-11",34.2,35.43,33.93,35.02,1932200,17.51
"2009-05-12",35.24,35.24,34.19,34.72,1518400,17.36
"2009-05-13",34.15,34.48,33.44,33.66,1578200,16.83
"2009-05-14",33.89,34.23,32.68,32.72,2561200,16.36
"2009-05-15",33.07,34.46,33,33.7,2392600,16.85
"2009-05-18",33.7,34.01,33.01,33.32,2202000,16.66
"2009-05-19",33.13,33.27,32.64,32.9,3138600,16.45
"2009-05-20",33.22,33.57,32.67,32.92,3118000,16.46
"2009-05-21",33.67,33.68,32.67,33.06,2330200,16.53
"2009-05-22",33.16,35.29,33,34.66,3208000,17.33
"2009-05-26",34.16,36.06,34.16,35.72,2324200,17.86
"2009-05-27",35.54,36.45,35.52,35.66,2195400,17.83
"2009-05-28",35.79,36.31,35.15,35.78,1335600,17.89
"2009-05-29",35.77,36.5,35.05,36.5,2205800,18.25
"2009-06-01",36.77,37.44,36.16,36.38,2269800,18.19
"2009-06-02",36.34,38.23,36.11,37.91,3242200,18.95
"2009-06-03",37.45,38.96,37.26,38.91,2749200,19.45
"2009-06-04",38.76,39.44,37.18,37.49,2726200,18.75
"2009-06-05",37.9,37.9,36.82,37.22,1995600,18.61
"2009-06-08",36.8,37.24,36.36,36.54,1243200,18.27
"2009-06-09",36.81,38.16,36.67,37.89,2354200,18.94
"2009-06-10",38.27,38.46,36.56,37.32,1555400,18.66
"2009-06-11",37.25,38.44,36.92,37.91,1869200,18.95
"2009-06-12",37.77,39.32,37.54,39.29,3404000,19.65
"2009-06-15",38.43,39,37.55,37.84,2220800,18.92
"2009-06-16",38.1,38.54,37.13,37.32,1460200,18.66
"2009-06-17",37.22,39.04,37.19,38.71,1560400,19.35
"2009-06-18",38.95,39.92,38.5,39.92,1927800,19.96
"2009-06-19",40.28,40.37,38.4,38.51,3123200,19.25
"2009-06-22",38.47,38.79,37.8,37.81,1965000,18.91
"2009-06-23",37.93,38.06,37.02,37.54,2175800,18.77
"2009-06-24",37.59,39.08,37.55,38.93,2140600,19.47
"2009-06-25",38.64,41.09,38.14,41.03,3178000,20.51
"2009-06-26",41,41.37,38.95,38.97,26624800,19.49
"2009-06-29",39.56,40.14,38.55,40.02,3757600,20.01
"2009-06-30",40.25,41.15,39.41,41.11,3183400,20.56
"2009-07-01",40.79,41.02,39.53,39.57,3171400,19.78
"2009-07-02",40.72,40.72,38.56,39.08,1459400,19.54
"2009-07-06",38.94,39.08,38.08,38.89,1389000,19.44
"2009-07-07",39,39,37.44,37.47,2447200,18.74
"2009-07-08",38.08,38.36,36.76,37,2142800,18.5
"2009-07-09",37.28,37.51,36.79,36.87,2042400,18.43
"2009-07-10",36.93,37.57,36.71,37.5,1535600,18.75
"2009-07-13",37.69,38.9,37.46,38.26,1984000,19.13
"2009-07-14",38.23,39.37,38.01,38.95,2117800,19.48
"2009-07-15",39.14,39.37,38.4,38.73,2373000,19.36
"2009-07-16",38.47,39.26,38.09,39.15,1177600,19.58
"2009-07-17",38.54,38.81,38.07,38.49,1627200,19.25
"2009-07-20",38.78,39.09,38.09,38.59,1157200,19.3
"2009-07-21",38.9,39.1,38.46,38.82,1349400,19.41
"2009-07-22",38.92,38.93,37.94,38.19,2637000,19.09
"2009-07-23",40.41,41.37,39.25,40.98,5308000,20.49
"2009-07-24",41.13,43.58,40.93,43.2,4448600,21.6
"2009-07-27",40.06,43.09,40.03,42.95,3786800,21.48
"2009-07-28",42.55,43.49,42.55,43.47,2414400,21.74
"2009-07-29",42.47,44.24,42.3,43.96,2903000,21.98
"2009-07-30",44.5,44.69,43.43,44.19,2234200,22.09
"2009-07-31",44.04,44.49,43.9,44.05,2427000,22.02
"2009-08-03",44.36,44.73,43.44,44.73,1478400,22.36
"2009-08-04",44.75,45.06,44.43,45,1862200,22.5
"2009-08-05",44.93,44.93,43.78,44.34,1445800,22.17
"2009-08-06",44.62,44.79,43.57,44.14,1697200,22.07
"2009-08-07",44.76,44.93,44.09,44.48,1478600,22.24
"2009-08-10",44.2,46.23,43.43,44.47,958200,22.24
"2009-08-11",44.52,44.52,43.28,43.31,1767200,21.66
"2009-08-12",43.63,43.85,42.85,43.27,1744400,21.64
"2009-08-13",43.6,43.6,42.36,42.58,1456000,21.29
"2009-08-14",42.76,43.06,41.94,42.97,808800,21.49
"2009-08-17",42.53,42.85,41.79,42.15,797600,21.08
"2009-08-18",42.07,42.89,41.67,42.45,1147600,21.23
"2009-08-19",42.34,43.8,42.22,43.62,1067200,21.81
"2009-08-20",43.55,44.14,43.19,44.04,616600,22.02
"2009-08-21",44.35,44.95,44.24,44.9,1070800,22.45
"2009-08-24",44.92,45.13,44.42,45.11,1276600,22.56
"2009-08-25",44.94,45.33,44.49,44.7,886800,22.35
"2009-08-26",44.94,45.2,44.61,44.98,819600,22.49
"2009-08-27",45.19,45.19,43.92,44.66,562600,22.33
"2009-08-28",45.4,45.4,43.99,44.65,527400,22.33
"2009-08-31",44.43,45.15,43.92,45.13,2058800,22.57
"2009-09-01",45.91,46.09,44.53,44.65,2715400,22.33
"2009-09-02",44.4,44.66,43.95,44.15,1128200,22.08
"2009-09-03",44.38,44.62,43.88,44.53,1101200,22.26
"2009-09-04",44.74,46.08,44.66,45.95,1234000,22.98
"2009-09-08",45.9,46.1,45.46,46.05,722400,23.02
"2009-09-09",46.09,46.5,45.23,45.4,1404200,22.7
"2009-09-10",45.38,45.48,44.86,44.86,1582400,22.43
"2009-09-11",44.82,45.77,44.82,45.59,1617200,22.8
"2009-09-14",45.25,45.93,45.11,45.81,572200,22.91
"2009-09-15",45.7,45.99,45.23,45.44,679800,22.72
"2009-09-16",45.44,46.1,45.14,46.1,721600,23.05
"2009-09-17",46.06,46.64,45.99,46.45,1431800,23.23
"2009-09-18",46.56,46.79,45.72,45.89,1645000,22.94
"2009-09-21",45.79,46.8,45.71,46.67,735000,23.33
"2009-09-22",46.62,47,45.62,45.8,1378000,22.9
"2009-09-23",45.87,46.19,45.1,45.39,1066800,22.69
"2009-09-24",45.64,45.64,44.06,44.55,1125000,22.27
"2009-09-25",44.23,45.07,44.01,44.91,626000,22.45
"2009-09-28",45.37,45.77,44.31,45.16,822400,22.58
"2009-09-29",45.48,45.48,43.92,43.98,1681800,21.99
"2009-09-30",44.22,44.61,43.51,44.54,1235800,22.27
"2009-10-01",44.29,44.58,43.07,43.11,1124200,21.56
"2009-10-02",43.16,44.63,43.15,44.06,1538600,22.03
"2009-10-05",44.43,44.43,43.08,43.29,938600,21.65
"2009-10-06",43.7,44.87,43.22,44.3,1173000,22.15
"2009-10-07",44.59,44.71,43.62,43.76,833600,21.88
"2009-10-08",44.12,44.61,43.66,44.48,1253600,22.24
"2009-10-09",44.29,44.88,44.29,44.66,350800,22.33
"2009-10-12",44.53,44.95,44.39,44.51,441200,22.25
"2009-10-13",44.42,45.2,43.86,43.98,651000,21.99
"2009-10-14",44.61,44.93,43.82,44.91,1264600,22.45
"2009-10-15",44.53,46.16,44.44,45.87,1069600,22.93
"2009-10-16",45.56,46.16,45.44,46.02,799600,23.01
"2009-10-19",45.92,46.78,45.67,45.99,1156400,23
"2009-10-20",45.88,46.18,44.51,44.8,1024400,22.4
"2009-10-21",44.9,45.17,43.81,44.13,1682600,22.07
"2009-10-22",47.1,48.03,46.01,47.81,5870800,23.91
"2009-10-23",47.99,48.93,47.87,47.97,2596000,23.99
"2009-10-26",48.26,48.8,47.75,47.99,2028800,24
"2009-10-27",48.21,48.9,48.05,48.06,2305400,24.03
"2009-10-28",48.21,48.37,45,45.14,2912400,22.57
"2009-10-29",46.04,46.04,44.82,44.9,1852000,22.45
"2009-10-30",44.95,45.75,44.39,44.41,1326000,22.2
"2009-11-02",44.78,44.9,43.04,43.54,2647800,21.77
"2009-11-03",43.1,44.49,43,44.49,1679800,22.25
"2009-11-04",44.51,44.69,43.51,43.65,1350400,21.83
"2009-11-05",43.76,45.19,43.76,45.19,1639400,22.59
"2009-11-06",44.55,45.44,44.55,45.03,1051200,22.51
"2009-11-09",45.01,45.46,44.26,44.46,1501200,22.23
"2009-11-10",44.21,45.11,43.77,44.55,1719400,22.27
"2009-11-11",44.4,45.04,43.94,44.2,1116200,22.1
"2009-11-12",43.94,44.16,43.26,43.54,1559800,21.77
"2009-11-13",43.39,44.09,43.3,43.9,1065800,21.95
"2009-11-16",43.91,45.49,43.84,45.36,1416800,22.68
"2009-11-17",45.06,45.37,45.02,45.37,931600,22.68
"2009-11-18",45.13,45.31,44.9,45.21,662600,22.6
"2009-11-19",45.07,45.16,43.96,44.16,976800,22.08
"2009-11-20",44.16,44.27,43.63,43.7,858800,21.85
"2009-11-23",43.97,44.4,43.44,43.71,1185400,21.85
"2009-11-24",43.96,44.72,43.56,44.71,698400,22.35
"2009-11-25",44.89,45.2,44.66,45.14,478400,22.57
"2009-11-27",43.69,45,43.69,44.62,402400,22.31
"2009-11-30",44.89,45.71,44.79,45.38,1498800,22.69
"2009-12-01",45.46,46.66,45.46,46.1,1694000,23.05
"2009-12-02",46.34,46.61,46.04,46.31,833400,23.16
"2009-12-03",46.18,46.48,45.64,45.65,1086000,22.83
"2009-12-04",45.57,45.85,44.55,44.95,1241000,22.48
"2009-12-07",45.11,45.57,44.95,45.3,1369600,22.65
"2009-12-08",45.23,45.77,44.48,45.47,667400,22.74
"2009-12-09",45.65,45.71,44.6,45.6,564600,22.8
"2009-12-10",45.78,46.27,45.39,45.98,732000,22.99
"2009-12-11",45.96,46.87,45.75,46.77,1057000,23.39
"2009-12-14",46.83,47.23,46.62,46.66,1254000,23.33
"2009-12-15",46.62,47.17,46.32,47.17,751200,23.58
"2009-12-16",47,47.63,46.79,47.02,707000,23.51
"2009-12-17",46.96,47.52,46.85,47.02,1007600,23.51
"2009-12-18",47.29,47.88,47.14,47.75,1071200,23.88
"2009-12-21",47.79,48.4,47.75,47.81,809000,23.91
"2009-12-22",47.81,48.68,47.72,48.56,720000,24.28
"2009-12-23",48.33,48.86,47.82,48.28,459400,24.14
"2009-12-24",48.31,48.63,48.26,48.47,154000,24.24
"2009-12-28",48.5,48.61,48.22,48.44,214000,24.22
"2009-12-29",48.79,48.79,48.15,48.28,416600,24.14
"2009-12-30",48.32,48.67,48,48.65,367800,24.33
"2009-12-31",48.78,49.52,48.31,48.82,471600,24.41
"2010-01-04",49.01,49.57,47.87,48.25,1128200,24.12
"2010-01-05",48.49,48.5,47.25,47.56,927600,23.78
"2010-01-06",47.73,48.1,47.51,47.68,1174000,23.84
"2010-01-07",47.88,47.9,47.3,47.86,710600,23.93
"2010-01-08",47.66,48.05,47.52,47.95,734800,23.98
"2010-01-11",47.83,48,47.35,47.66,675800,23.83
"2010-01-12",47.41,47.41,46.91,47,1194600,23.5
"2010-01-13",46.95,47.27,46.93,47.14,939800,23.57
"2010-01-14",47.27,48.03,46.92,47.67,935600,23.83
"2010-01-15",47.93,48.25,47.02,47.41,1421000,23.7
"2010-01-19",47.64,47.98,47.15,47.63,1174600,23.82
"2010-01-20",47.42,47.95,46.62,46.93,1186800,23.47
"2010-01-21",46.71,47.25,46.5,46.83,1524600,23.42
"2010-01-22",47.27,47.27,46.1,46.2,1183200,23.1
"2010-01-25",46.56,46.71,45.82,46.19,870000,23.09
"2010-01-26",46.26,46.26,45.46,45.5,952000,22.75
"2010-01-27",45.45,45.8,44.86,45.74,2101600,22.87
"2010-01-28",45.8,46.05,45.2,45.8,1564000,22.9
"2010-01-29",46.16,46.83,45.98,46.37,918600,23.18
"2010-02-01",46.3,47.42,46.3,47.35,1055400,23.67
"2010-02-02",47.28,48.77,47.11,48.65,1817000,24.33
"2010-02-03",48.38,49.24,48.38,49.12,1632000,24.56
"2010-02-04",49.07,49.2,47.66,48.02,1346200,24.01
"2010-02-05",47.86,47.86,45.99,46.78,1472200,23.39
"2010-02-08",46.67,46.67,45.82,45.97,815400,22.99
"2010-02-09",46.1,47.02,46.1,46.91,893400,23.45
"2010-02-10",47.1,47.94,46.81,47.48,1081600,23.74
"2010-02-11",46.69,47.1,45.7,46.37,3931600,23.18
"2010-02-12",46.01,46.73,45.73,46.67,1551400,23.33
"2010-02-16",46.86,48.04,46.25,47.92,1161800,23.96
"2010-02-17",47.83,48.95,47.83,48.72,1554400,24.36
"2010-02-18",48.71,49.92,48.6,49.51,1816800,24.75
"2010-02-19",49.45,49.99,49.09,49.75,784600,24.88
"2010-02-22",49.95,50.31,49.66,49.97,1460000,24.99
"2010-02-23",49.75,49.98,48.58,48.72,1160800,24.36
"2010-02-24",48.7,49.4,48.55,49.17,942800,24.58
"2010-02-25",48.89,49.22,48.31,48.94,853000,24.47
"2010-02-26",49.17,49.75,48.42,49.52,936800,24.76
"2010-03-01",49.47,51.22,49.33,51.07,1193000,25.53
"2010-03-02",50.92,52.09,50.91,51.77,1609400,25.89
"2010-03-03",51.93,51.98,51.66,51.93,1065200,25.97
"2010-03-04",52.12,52.95,51.59,52.47,3742200,26.24
"2010-03-05",52.71,53.78,52.54,53.73,1501000,26.86
"2010-03-08",53.76,53.78,53.31,53.68,841600,26.84
"2010-03-09",53.44,53.88,53.36,53.48,737400,26.74
"2010-03-10",53.78,54.08,53.5,53.76,1354800,26.88
"2010-03-11",53.76,53.76,53.07,53.55,560800,26.77
"2010-03-12",53.61,53.71,52.54,52.84,965600,26.42
"2010-03-15",52.57,53.1,52.44,52.85,834800,26.42
"2010-03-16",54.02,54.14,53.26,53.83,2096200,26.92
"2010-03-17",54.12,54.15,53.08,53.46,692400,26.73
"2010-03-18",53.38,53.53,52.88,53.25,622000,26.62
"2010-03-19",53.08,54.45,53.01,54.26,1676400,27.13
"2010-03-22",53.79,54.47,53.58,54.01,1171800,27
"2010-03-23",54.21,54.98,53.93,54.6,865000,27.3
"2010-03-24",54.5,54.81,53.07,53.75,1193800,26.88
"2010-03-25",54.78,56.3,53.72,55.39,3112800,27.69
"2010-03-26",55.63,55.99,54.35,54.93,885600,27.47
"2010-03-29",55.11,55.7,54.98,55.2,624800,27.6
"2010-03-30",55.02,55.53,54.75,54.9,766600,27.45
"2010-03-31",54.94,55.14,54.27,54.37,849800,27.18
"2010-04-01",54.53,55.17,54,54.56,458200,27.28
"2010-04-05",54.58,54.9,54.2,54.5,881200,27.25
"2010-04-06",54.66,55.05,54.44,54.52,783400,27.26
"2010-04-07",54.65,54.82,54.22,54.58,694200,27.29
"2010-04-08",54.38,54.49,53.86,54,578800,27
"2010-04-09",54.29,54.97,53.78,54.96,952600,27.48
"2010-04-12",55.3,55.44,54.3,55.1,736200,27.55
"2010-04-13",54.96,55.3,54.1,54.29,697000,27.15
"2010-04-14",54.44,55.54,54.1,55.48,900400,27.74
"2010-04-15",55.48,55.95,54.9,54.94,684200,27.47
"2010-04-16",55.1,55.43,54.44,54.87,1131800,27.43
"2010-04-19",54.95,55.38,54.16,54.69,654200,27.34
"2010-04-20",55.16,56.85,55.16,56.68,1363800,28.34
"2010-04-21",56.68,57.2,55.35,55.85,1934600,27.92
"2010-04-22",55.86,56.71,54.2,56.27,2896000,28.14
"2010-04-23",56.18,56.58,55.03,56.27,1349800,28.14
"2010-04-26",56.28,57.08,55.5,55.67,1118000,27.83
"2010-04-27",55.19,56,54.36,54.52,1010800,27.26
"2010-04-28",54.39,54.99,53.64,54.4,1142000,27.2
"2010-04-29",54.86,55.39,54.25,54.85,949600,27.42
"2010-04-30",54.74,55.35,54.71,54.88,914600,27.44
"2010-05-03",54.97,55.8,54.73,54.95,796600,27.48
"2010-05-04",54.64,54.72,53.77,54.42,1164200,27.21
"2010-05-05",53.57,54.31,51.86,54.11,1995200,27.06
"2010-05-06",53.84,54.49,45.18,52.13,2915200,26.07
"2010-05-07",51.74,52.35,49.8,50.25,3452400,25.12
"2010-05-10",52,53.78,52,52.32,2661200,26.16
"2010-05-11",52.01,53.19,51.4,52.92,1966600,26.46
"2010-05-12",53.15,53.56,52.52,53.28,1283400,26.64
"2010-05-13",53.26,53.7,52.9,53.14,929800,26.57
"2010-05-14",52.84,53.15,51.03,52.12,1869800,26.06
"2010-05-17",51.98,52.59,50.99,51.43,1025200,25.72
"2010-05-18",51.68,51.99,50.12,50.45,1682200,25.23
"2010-05-19",50.15,51.37,49.99,50.44,1506400,25.22
"2010-05-20",49.48,50.06,48.85,49.4,1703600,24.7
"2010-05-21",48.95,50.22,48.72,49.84,1864800,24.92
"2010-05-24",49.44,50.45,49.35,49.48,1219400,24.74
"2010-05-25",48.34,48.74,47.16,48.61,1895000,24.31
"2010-05-26",49.1,50.68,49.02,49.38,2050400,24.69
"2010-05-27",50.28,50.68,49.5,50.67,2341800,25.33
"2010-05-28",50.56,50.9,49.62,50.03,980000,25.01
"2010-06-01",49.49,50.33,48.84,48.84,1355400,24.42
"2010-06-02",49.11,52.62,49.11,52.34,3645400,26.17
"2010-06-03",53.21,53.55,52.72,53.35,2813200,26.67
"2010-06-04",52.69,53.79,51.69,51.77,1719000,25.89
"2010-06-07",51.81,52.12,50.6,50.83,1560800,25.42
"2010-06-08",50.73,51.11,49.4,50.42,1545800,25.21
"2010-06-09",50.85,51.68,50.11,50.23,1558400,25.11
"2010-06-10",50.61,51.66,50.13,51.58,1395200,25.79
"2010-06-11",51.07,52.53,50.57,51.95,986800,25.98
"2010-06-14",51.87,53.74,51.87,52.92,1564600,26.46
"2010-06-15",52.98,54.17,52.69,53.85,1674600,26.92
"2010-06-16",53.82,54.5,53.18,53.33,2104800,26.67
"2010-06-17",53.25,54.31,53.24,54.22,1157800,27.11
"2010-06-18",54.26,54.8,54.03,54.39,1519000,27.19
"2010-06-21",54.81,55.14,54.16,54.38,979400,27.19
"2010-06-22",54.37,54.58,53.82,53.93,1751000,26.97
"2010-06-23",53.56,54.23,53.41,53.89,625400,26.94
"2010-06-24",53.49,53.73,52.65,52.68,1184200,26.34
"2010-06-25",52.76,54.03,52.7,53.56,1318200,26.78
"2010-06-28",53.77,54.31,53.32,53.95,818000,26.98
"2010-06-29",53.49,53.54,52.28,52.47,1134000,26.24
"2010-06-30",52.62,53.05,51.08,51.19,1634400,25.59
"2010-07-01",51.19,51.19,48.61,49.64,3449800,24.82
