"","CHRW.Open","CHRW.High","CHRW.Low","CHRW.Close","CHRW.Volume","CHRW.Adjusted"
"2007-12-21",53.32,54.36,52.97,54,2046900,47.56
"2007-12-24",54.25,54.4,53.89,54.1,417800,47.64
"2007-12-26",53.84,54.7,53.45,54.49,469100,47.99
"2007-12-27",54.45,54.5,53.76,53.77,931000,47.35
"2007-12-28",54.42,54.87,53.93,54.02,1002900,47.57
"2007-12-31",53.76,54.36,53.65,54.12,1037600,47.66
"2008-01-02",54.24,54.35,51.58,51.88,2146500,45.69
"2008-01-03",51.79,52.46,51.67,51.95,1451400,45.75
"2008-01-04",51.7,51.9,49.85,49.97,1779400,44.01
"2008-01-07",50.51,51.33,49.5,50.62,2211900,44.58
"2008-01-08",50.56,50.79,47.21,47.36,2656500,41.71
"2008-01-09",47.45,48.46,47.01,48.09,2091500,42.35
"2008-01-10",47.59,49.19,47.18,48.43,1458900,42.65
"2008-01-11",48.1,48.53,47.17,47.45,1485000,41.79
"2008-01-14",47.98,48.69,47.56,48.36,1170400,42.59
"2008-01-15",47.9,48.8,47.63,47.83,1856900,42.12
"2008-01-16",47.82,49.66,47.52,49,1716900,43.15
"2008-01-17",48.84,49.69,47.29,47.37,2208600,41.72
"2008-01-18",47.01,49.88,47,48.56,2547600,42.76
"2008-01-22",46.91,48.11,46.42,47.41,2816800,41.75
"2008-01-23",46.45,51.48,46.4,51.01,3694800,44.92
"2008-01-24",50.94,51.1,49.14,49.74,2427800,43.8
"2008-01-25",49.7,50.82,49.25,49.62,1486300,43.7
"2008-01-28",49.51,50.5,49.31,50.3,1337700,44.3
"2008-01-29",50.16,51.48,50.16,50.81,2102900,44.75
"2008-01-30",51.5,55.39,51.48,53.95,4049800,47.51
"2008-01-31",53.38,55.88,53.22,55.54,3566500,48.91
"2008-02-01",54.86,56.5,54.71,56.27,2891500,49.55
"2008-02-04",56.47,56.56,54.72,54.85,2013900,48.3
"2008-02-05",54.01,55.86,53.85,54.75,2734200,48.22
"2008-02-06",55.77,55.78,54.07,54.14,1984100,47.68
"2008-02-07",54.01,55.73,53.77,55.6,2198200,48.96
"2008-02-08",55.32,55.56,53.77,54.06,2017800,47.61
"2008-02-11",54,54.69,53.33,54.44,1386200,47.94
"2008-02-12",54.94,55.33,54.02,54.64,2004000,48.12
"2008-02-13",55.06,55.87,54.25,55,1679500,48.44
"2008-02-14",54.78,54.91,53.93,54.03,1251600,47.58
"2008-02-15",53.77,54.15,53.29,53.83,1510600,47.41
"2008-02-19",54.5,54.91,53.29,53.89,1296400,47.46
"2008-02-20",53.7,54.73,53.52,54.29,1654000,47.81
"2008-02-21",54.78,54.78,52.5,52.65,2101000,46.37
"2008-02-22",52.91,52.96,51.12,52.46,1609100,46.2
"2008-02-25",52.55,53.13,51.69,53.02,1300400,46.69
"2008-02-26",52.77,53.85,52.59,53.51,1289300,47.12
"2008-02-27",53.52,54.29,53.15,53.85,1335700,47.42
"2008-02-28",53.44,53.57,52.56,52.95,1943400,46.63
"2008-02-29",52.15,52.23,50.72,50.77,1745800,44.71
"2008-03-03",50.78,51.71,50.59,51.4,1523600,45.27
"2008-03-04",51,51.99,50.54,51.64,1933600,45.48
"2008-03-05",51.65,53.17,51.44,52.8,1461700,46.7
"2008-03-06",52.79,53.48,52.02,52.08,1366800,46.06
"2008-03-07",51.79,53.19,51.27,51.99,1390900,45.98
"2008-03-10",52,52.33,49.67,49.86,2081800,44.1
"2008-03-11",50.11,52.68,50.11,52.68,1614500,46.59
"2008-03-12",52.63,53.84,52.5,52.8,1898500,46.7
"2008-03-13",52.23,54.39,51.71,53.67,1644200,47.47
"2008-03-14",54.15,54.17,51.88,52.66,1602200,46.57
"2008-03-17",53.52,54.25,51.45,51.53,3030500,45.57
"2008-03-18",52.4,54.51,52,54.5,2821000,48.2
"2008-03-19",54.76,55,53.2,53.2,2205400,47.05
"2008-03-20",54.16,55.04,53.02,55.02,3206000,48.66
"2008-03-24",54.99,58.13,54.92,57.85,2774900,51.16
"2008-03-25",56.71,57.45,55.4,57.03,2498500,50.44
"2008-03-26",56.91,57.21,55.42,56.24,1226500,49.74
"2008-03-27",55.98,56.36,55,55.06,1955400,48.7
"2008-03-28",55.56,55.95,54.45,54.59,1807500,48.28
"2008-03-31",54.58,54.58,53.57,54.4,2306500,48.11
"2008-04-01",55.25,57.27,54.43,57.24,2895400,50.62
"2008-04-02",57.2,58.97,57.2,58.62,2577600,51.84
"2008-04-03",58.4,58.6,56.9,57.44,2859500,50.8
"2008-04-04",57.9,59.43,57.35,58.95,2984800,52.14
"2008-04-07",58.4,60.74,58.4,59.83,2862400,52.91
"2008-04-08",59.53,59.99,58.3,58.67,1877700,51.89
"2008-04-09",58.52,59.46,57.75,57.96,2246800,51.26
"2008-04-10",58.1,58.1,57.01,57.75,2166900,51.08
"2008-04-11",57.95,58.21,57.05,57.39,1965500,50.76
"2008-04-14",57.27,58.06,57.04,57.58,1376500,50.92
"2008-04-15",57.73,58.26,57.05,58.25,1429100,51.52
"2008-04-16",58.42,59.95,58.25,59.83,1654000,52.91
"2008-04-17",59.7,59.73,57.86,58.56,1135000,51.79
"2008-04-18",60.02,60.24,59.17,60.21,1663200,53.25
"2008-04-21",59.91,60.09,58.66,59.24,1610700,52.39
"2008-04-22",59.1,59.94,57.92,59.36,2003800,52.5
"2008-04-23",61.31,62.8,61.04,62.33,4036000,55.13
"2008-04-24",62.4,63.43,60.84,63.13,2418100,55.83
"2008-04-25",62.99,62.99,61.62,62.32,1103300,55.12
"2008-04-28",61.7,63.12,61.7,62.47,1272800,55.25
"2008-04-29",62.34,63.13,61.96,62.67,1175000,55.43
"2008-04-30",62.97,64.31,62.51,62.68,1998600,55.44
"2008-05-01",63.14,65.73,62.77,65.61,2906500,58.03
"2008-05-02",66.15,66.96,64.84,65.46,1912200,57.89
"2008-05-05",65.5,66.25,64.84,65.75,1186500,58.15
"2008-05-06",66.24,67.36,65.06,67.27,1440300,59.49
"2008-05-07",67.02,67.24,63.73,63.79,2514100,56.42
"2008-05-08",64.36,64.81,63.43,64.34,1443100,56.9
"2008-05-09",63.6,64.3,63.28,63.92,1173300,56.53
"2008-05-12",63.93,64.97,63.3,64.92,1520400,57.42
"2008-05-13",65,65.09,64.15,65.08,1268900,57.56
"2008-05-14",65.21,66.6,64.8,65.69,1284300,58.1
"2008-05-15",65.36,65.81,64.64,65.47,1438600,57.9
"2008-05-16",65.73,65.73,63.66,64.15,2130000,56.74
"2008-05-19",64.74,67.35,64.64,65.57,1952800,57.99
"2008-05-20",65.17,66.25,64.49,64.82,971800,57.33
"2008-05-21",65.17,65.8,63.33,63.57,1407000,56.22
"2008-05-22",63.6,64.62,63.25,64.09,1203300,56.68
"2008-05-23",63.39,63.96,62.04,62.38,1791700,55.17
"2008-05-27",62.5,63.34,61.94,63.29,1818500,55.97
"2008-05-28",63.76,63.77,62.88,63.55,1736700,56.2
"2008-05-29",63.79,65.29,63.17,64.73,1219200,57.25
"2008-05-30",65.28,65.7,64.47,64.5,3195900,57.05
"2008-06-02",64.51,64.87,63,63.21,1567600,55.9
"2008-06-03",63.83,64.4,62.28,62.76,1529300,55.51
"2008-06-04",62.05,64.12,62.05,63.51,1100000,56.37
"2008-06-05",63.05,64.06,62.51,64.05,957100,56.85
"2008-06-06",63.4,63.85,61.05,61.07,1757400,54.2
"2008-06-09",61.03,61.84,60.21,61.31,1692200,54.41
"2008-06-10",60.98,62.14,60.58,61.58,1437500,54.65
"2008-06-11",61.17,61.22,58.68,58.82,2317600,52.2
"2008-06-12",59.54,60.44,58.59,59.27,1428800,52.6
"2008-06-13",59.99,60.66,59.01,60.15,1270700,53.39
"2008-06-16",59.26,60.44,59.03,59.94,1514400,53.2
"2008-06-17",59.43,60.19,59.35,59.51,980800,52.82
"2008-06-18",59,59.82,58.66,59.06,1830200,52.42
"2008-06-19",59.19,61.59,58.94,61.38,2160500,54.48
"2008-06-20",60.68,60.84,58.69,58.88,2728800,52.26
"2008-06-23",59.38,59.6,57.47,57.52,2094200,51.05
"2008-06-24",57.4,57.66,56.05,56.97,3486900,50.56
"2008-06-25",57.03,57.85,56.31,57.38,2274100,50.93
"2008-06-26",56.33,56.92,55.8,55.88,1855400,49.6
"2008-06-27",56.34,56.53,54.41,55.26,3483500,49.05
"2008-06-30",55.07,55.98,54.31,54.84,2799800,48.67
"2008-07-01",54.21,55.17,52.52,54.35,2950500,48.24
"2008-07-02",54.75,54.75,52.24,52.51,2715000,46.6
"2008-07-03",52.77,52.99,51.77,52.37,1546700,46.48
"2008-07-07",52.91,54.23,52.76,53.26,2607000,47.27
"2008-07-08",53.38,55.71,52.98,55.7,2423500,49.44
"2008-07-09",55.59,56.74,54.68,55.36,2872000,49.13
"2008-07-10",55.58,56.09,54.09,55.24,1869700,49.03
"2008-07-11",54.72,55.56,53.83,54.65,1738600,48.5
"2008-07-14",55.55,55.55,54.03,54.62,1668100,48.48
"2008-07-15",54.02,54.81,52.84,53.79,3312000,47.74
"2008-07-16",53.8,57.03,53.17,56.9,2825000,50.5
"2008-07-17",55.66,56.89,55.01,55.84,2675700,49.56
"2008-07-18",55.5,57.3,55.02,57.1,2371200,50.68
"2008-07-21",56.89,57.37,56.55,56.92,2246500,50.52
"2008-07-22",57.28,58.79,56.27,58.75,2479200,52.14
"2008-07-23",51.54,51.63,49.16,49.56,8726800,43.99
"2008-07-24",49.25,49.51,47.21,48.02,4946400,42.62
"2008-07-25",48.57,49.87,48.03,49.81,3274000,44.21
"2008-07-28",49.36,49.56,47.56,47.84,3669600,42.46
"2008-07-29",48.32,49.54,47.94,49.48,2206200,43.92
"2008-07-30",49.38,49.84,47.9,48.58,1697800,43.12
"2008-07-31",48.08,49.6,48.01,48.2,2073700,42.78
"2008-08-01",48.89,49.13,46.92,47.8,2421200,42.42
"2008-08-04",47.82,48.22,46.9,47.99,2691400,42.59
"2008-08-05",48.47,51.2,48.22,51.09,3596800,45.34
"2008-08-06",50.85,51.2,50.02,50.47,2341500,44.79
"2008-08-07",50.4,50.8,49.65,50.21,1399700,44.56
"2008-08-08",50.26,52.13,50.18,51.98,1712200,46.13
"2008-08-11",51.82,52.3,50.88,51.57,1693800,45.77
"2008-08-12",51.49,51.56,50.38,51.5,1561000,45.71
"2008-08-13",51.19,51.87,50.47,51.55,1496500,45.75
"2008-08-14",51.01,52.68,50.94,52.52,1595600,46.61
"2008-08-15",52.73,52.73,51.57,51.88,1501700,46.05
"2008-08-18",52.28,52.49,51.32,51.49,1293200,45.7
"2008-08-19",51.46,52.1,50.51,50.79,1444800,45.08
"2008-08-20",51.49,51.58,49.97,50.24,1384800,44.59
"2008-08-21",50.35,50.35,49.32,49.82,987600,44.22
"2008-08-22",49.36,51.44,49.36,51.28,1030000,45.51
"2008-08-25",50.88,51.12,49.64,50.6,1138100,44.91
"2008-08-26",50.51,50.98,50.08,50.84,1865600,45.12
"2008-08-27",50.8,51.96,50.06,51.49,994200,45.7
"2008-08-28",51.65,53.29,51.5,53.01,1540100,47.05
"2008-08-29",52.41,53.06,51.79,52.11,1317600,46.25
"2008-09-02",53.5,54.25,51.84,52.04,1354200,46.19
"2008-09-03",52.01,52.44,51.28,51.65,1248700,46.04
"2008-09-04",51.26,51.88,50.16,50.4,1154800,44.92
"2008-09-05",50.19,50.87,49.01,49.85,1632400,44.43
"2008-09-08",50.18,51.05,49.84,50.5,1473100,45.01
"2008-09-09",50.96,51.98,50.3,50.85,2460200,45.32
"2008-09-10",51.61,53.72,50.66,52.98,2773900,47.22
"2008-09-11",52.67,55.4,52.19,55.26,2652500,49.25
"2008-09-12",54.99,55.96,53.88,55.53,1674000,49.49
"2008-09-15",54.56,55.97,53.88,54.62,2865200,48.68
"2008-09-16",55.92,56.07,53.6,55.11,3435000,49.12
"2008-09-17",53.53,54.65,52.11,52.34,3125500,46.65
"2008-09-18",54,56.68,52.25,56.01,3276600,49.92
"2008-09-19",57.49,57.55,53.51,56.29,2909100,50.17
"2008-09-22",55.97,56.2,53.09,53.37,1336100,47.57
"2008-09-23",53.66,54.44,52.76,52.8,1506500,47.06
"2008-09-24",52.8,53.64,52.15,52.92,1486800,47.17
"2008-09-25",53.65,54.27,52.12,52.69,1874600,46.96
"2008-09-26",52.01,52.93,51.5,52.19,1602600,46.52
"2008-09-29",51.21,51.93,48.65,48.7,2977900,43.41
"2008-09-30",48.43,50.96,48.38,50.96,2553600,45.42
"2008-10-01",49.44,51.53,49.01,50.99,2065500,45.45
"2008-10-02",50.51,51.02,46.43,46.84,3184000,41.75
"2008-10-03",47.87,49.95,46.6,46.76,3048700,41.68
"2008-10-06",45.55,47,43.6,46.87,4100800,41.78
"2008-10-07",46.99,47.78,44.59,45.3,3426500,40.38
"2008-10-08",45.36,45.75,43.16,44.19,4188300,39.39
"2008-10-09",44.39,45.14,39.44,39.88,4901700,35.55
"2008-10-10",39.03,43.14,36.5,41.39,5578300,36.89
"2008-10-13",42.29,43.99,41.52,43.95,2772400,39.17
"2008-10-14",45.54,46.71,44.87,45.34,4954100,40.41
"2008-10-15",44.76,44.85,40,40,3893400,35.65
"2008-10-16",40,42.98,38.74,42.5,5052000,37.88
"2008-10-17",41.27,45.64,39.78,40.65,3535400,36.23
"2008-10-20",41.2,43,40.08,42.14,2579800,37.56
"2008-10-21",41.88,42.63,39.58,40.07,2829200,35.71
"2008-10-22",41.85,46.47,41.5,43.89,6581300,39.12
"2008-10-23",44.12,46.02,43.5,45.15,4306700,40.24
"2008-10-24",42.16,45.66,42,44.16,2701400,39.36
"2008-10-27",43.03,47.04,42.96,44.75,3035700,39.89
"2008-10-28",46.07,48.8,44.6,48.64,3036600,43.35
"2008-10-29",49.1,51.55,47.5,48.64,2739500,43.35
"2008-10-30",49.83,51.67,49.16,50.84,2360600,45.31
"2008-10-31",50.73,53.5,49.84,51.78,2571400,46.15
"2008-11-03",51.87,53.72,51.87,53.58,3028700,47.76
"2008-11-04",55.06,55.7,54.48,55.65,2946100,49.6
"2008-11-05",55.08,55.83,51.83,52.09,2029400,46.43
"2008-11-06",51.38,53.09,50.33,50.54,1869000,45.05
"2008-11-07",51.4,52.02,50.14,51.76,1779100,46.13
"2008-11-10",52.96,53.3,52.11,52.35,1903000,46.66
"2008-11-11",52.42,53.47,50.5,52.45,1576200,46.75
"2008-11-12",51.4,52.31,50.67,50.87,1901400,45.34
"2008-11-13",50.72,53.83,47.91,53.64,2986700,47.81
"2008-11-14",52.4,53.46,50.45,50.78,2012900,45.26
"2008-11-17",50.61,53.4,50.27,51.4,2857500,45.81
"2008-11-18",51.23,53.38,50.49,51.38,3116100,45.79
"2008-11-19",51.46,51.95,47.19,47.25,3952800,42.11
"2008-11-20",47.04,47.5,43.86,44.01,4088300,39.23
"2008-11-21",44.89,48.19,43.56,48.14,3281600,42.91
"2008-11-24",49.17,51.13,48.02,50.3,3248500,44.83
"2008-11-25",51,51.12,48.72,49.71,2563700,44.31
"2008-11-26",48.92,51.33,48.34,51.32,2484900,45.74
"2008-11-28",50.53,51.31,49.65,51.08,1139300,45.53
"2008-12-01",48.63,50.18,45.74,45.75,3559300,40.78
"2008-12-02",46.36,47.6,45.23,46.8,2862000,41.71
"2008-12-03",46.56,49.3,46.09,49.25,2729200,44.12
"2008-12-04",48.25,49.05,46.52,47.04,2383800,42.14
"2008-12-05",46.56,48.39,44.35,48.39,2537200,43.35
"2008-12-08",48.06,51.64,48.01,50.76,3103600,45.48
"2008-12-09",49.47,51.21,48.84,50.18,2551300,44.96
"2008-12-10",50.5,52.43,50.48,51.2,2080600,45.87
"2008-12-11",50.79,51.91,48.53,48.81,2001300,43.73
"2008-12-12",48.1,50.15,47.68,49.16,2088900,44.04
"2008-12-15",49.54,49.91,48.13,48.67,1456800,43.6
"2008-12-16",49.93,51.7,48.76,51.4,2256300,46.05
"2008-12-17",49.38,52.99,49.38,51.75,1937700,46.36
"2008-12-18",51.81,52.95,50.16,50.7,1903800,45.42
"2008-12-19",51.33,52.6,50.7,51.78,2205100,46.39
"2008-12-22",51.73,52.49,50.72,51.74,1748900,46.35
"2008-12-23",52.13,52.28,50.79,51.47,1048500,46.11
"2008-12-24",51.44,52,50.97,51.54,459700,46.17
"2008-12-26",51.81,52,50.81,51.9,753400,46.5
"2008-12-29",51.3,51.52,50.36,50.86,729700,45.57
"2008-12-30",51.39,53.44,50.67,53.31,1954500,47.76
"2008-12-31",53.5,55.63,53.38,55.03,2671700,49.3
"2009-01-02",55.25,56.14,54.35,55.85,1876600,50.04
"2009-01-05",53.57,55.37,53.2,53.75,2709300,48.15
"2009-01-06",54.27,55,53.06,53.5,2417500,47.93
"2009-01-07",52.89,53.17,51.55,51.81,1770600,46.42
"2009-01-08",51.69,52.17,50.39,51.31,2338900,45.97
"2009-01-09",51.31,51.38,48.7,49.29,2308200,44.16
"2009-01-12",49.45,49.95,48.06,48.46,1921700,43.42
"2009-01-13",48.35,49.25,47.9,48.62,2343100,43.56
"2009-01-14",48,48,46.82,47.01,2451400,42.12
"2009-01-15",47.57,49.21,46.45,48.78,2931400,43.7
"2009-01-16",48.72,49.22,46.26,47.24,2547100,42.32
"2009-01-20",45.59,46.97,44.92,44.93,3097000,40.25
"2009-01-21",44.86,46.22,43.95,46.06,3489800,41.26
"2009-01-22",45.69,45.78,44.2,45.13,2668000,40.43
"2009-01-23",44,44.45,43.29,43.79,2761300,39.23
"2009-01-26",44.69,44.7,42.9,43.64,2321500,39.1
"2009-01-27",43.63,44.88,43.01,44.57,2508100,39.93
"2009-01-28",44.57,48.32,44.56,46.31,4364700,41.49
"2009-01-29",46.34,46.51,44.76,45.21,2310200,40.5
"2009-01-30",46.72,47.62,45.67,45.98,3550600,41.19
"2009-02-02",45.91,45.94,44.03,45,3198900,40.32
"2009-02-03",45.35,47.13,45.19,47.09,3203200,42.19
"2009-02-04",46.7,48.24,46.7,46.94,2601300,42.05
"2009-02-05",46.28,48.82,46.18,48.35,2500900,43.32
"2009-02-06",48.4,50.26,48.4,50,3031800,44.79
"2009-02-09",49.67,50.14,48.68,49.7,2270200,44.53
"2009-02-10",49,50.16,47.37,48.01,3078400,43.01
"2009-02-11",48.75,48.75,46.21,47.07,2947600,42.17
"2009-02-12",46.51,47.55,45.48,47.45,2662300,42.51
"2009-02-13",47.46,48.17,46.89,47.3,1772100,42.38
"2009-02-17",45.09,45.95,44.15,45.33,2895900,40.61
"2009-02-18",45.48,45.68,44.17,45.04,2517600,40.35
"2009-02-19",45.01,46.27,44.71,44.94,1852200,40.26
"2009-02-20",44.58,45.16,43.71,44.72,2077100,40.06
"2009-02-23",44.79,45.33,42.54,42.64,2605800,38.2
"2009-02-24",40.45,43.26,40.3,43.15,4101900,38.66
"2009-02-25",42.73,43.62,41.3,41.77,3421100,37.42
"2009-02-26",42.48,42.48,40.5,40.73,3490800,36.49
"2009-02-27",41.33,42.11,40.11,41.38,2984000,37.07
"2009-03-02",40.67,40.93,39.57,39.69,4177700,35.56
"2009-03-03",39.85,40.99,39.16,39.18,3291800,35.1
"2009-03-04",39.86,40.4,38.68,40.08,3936000,36.13
"2009-03-05",39.46,39.66,37.69,38.39,3410800,34.61
"2009-03-06",38.57,39.45,37.36,38.06,3237000,34.31
"2009-03-09",37.74,39.15,37.5,38.05,3237500,34.3
"2009-03-10",38.69,40.5,38.01,40.46,3715100,36.47
"2009-03-11",40.51,41.07,39.91,40.73,3063500,36.71
"2009-03-12",40.71,42.59,40.26,42.49,2977100,38.3
"2009-03-13",42.55,42.89,41.94,42.72,2270100,38.51
"2009-03-16",42.9,44.96,42.72,44.03,3723000,39.69
"2009-03-17",44.35,45.24,43.97,45.21,3709600,40.75
"2009-03-18",45.09,46.59,44.23,46,3339100,41.47
"2009-03-19",46,46.4,44.93,45.36,3135400,40.89
"2009-03-20",45.18,46.53,43.3,43.82,3975000,39.5
"2009-03-23",45.64,48.55,44.72,47.78,4757400,43.07
"2009-03-24",46.34,46.6,45.11,45.19,4061200,40.73
"2009-03-25",45.04,45.92,43.16,44.49,3892200,40.1
"2009-03-26",45.02,47.74,44.57,47.74,4125800,43.03
"2009-03-27",46.3,47.2,45.96,46.3,1692700,41.74
"2009-03-30",45.76,46.15,44.04,44.68,1975700,40.28
"2009-03-31",45.26,46.32,44.12,45.61,2027100,41.11
"2009-04-01",45.05,45.57,44.19,45.35,2519300,40.88
"2009-04-02",45.97,49.28,45.62,48.09,3199800,43.35
"2009-04-03",48.81,48.81,47.41,48.32,1474900,43.56
"2009-04-06",48,48,46.34,47.36,1990900,42.69
"2009-04-07",46.65,46.86,44.89,45.1,2554500,40.65
"2009-04-08",45.43,46.04,44.8,46.03,1655200,41.49
"2009-04-09",46.66,48.84,46.66,48.25,2544400,43.49
"2009-04-13",47.4,47.79,46.35,47,1943900,42.37
"2009-04-14",46.87,47.91,46.36,47.56,1783500,42.87
"2009-04-15",47.5,48.45,47.45,48.35,1778000,43.58
"2009-04-16",48.5,49.81,47.74,49.56,2148500,44.67
"2009-04-17",49.58,50,48.54,49.71,2050100,44.81
"2009-04-20",49.51,49.51,47.65,48.01,2110700,43.28
"2009-04-21",48.18,49.22,47.65,49.09,2586000,44.25
"2009-04-22",51.07,54.22,50.89,52.71,5146000,47.51
"2009-04-23",52,53.49,51.71,53.27,2437500,48.02
"2009-04-24",53.62,54,52.9,53.35,1951700,48.09
"2009-04-27",52.83,52.84,51.62,51.68,2133200,46.59
"2009-04-28",51.11,52.57,50.86,51.98,1617800,46.86
"2009-04-29",52.11,53.53,52.11,52.99,1657800,47.77
"2009-04-30",53.16,54.54,52.28,53.16,1956500,47.92
"2009-05-01",52.95,53.48,52.1,52.81,1134600,47.6
"2009-05-04",53.03,54.99,52.81,54.77,1826700,49.37
"2009-05-05",54.38,54.95,53.65,54.87,1777900,49.46
"2009-05-06",54.88,55.25,53.71,55.07,1600000,49.64
"2009-05-07",55.15,55.25,52.79,53.37,2041100,48.11
"2009-05-08",54.35,54.38,52.11,52.51,2085000,47.33
"2009-05-11",51.94,52.58,50.56,52.22,1756900,47.07
"2009-05-12",52.61,53.23,51.1,51.95,2092200,46.83
"2009-05-13",51.35,51.62,49.98,50.26,1824100,45.31
"2009-05-14",51,51.53,50.18,50.82,1627200,45.81
"2009-05-15",50.62,52.1,50.25,50.73,2288700,45.73
"2009-05-18",50.86,52.02,50.56,52.02,1639100,46.89
"2009-05-19",51.67,52.34,51.44,51.54,1439700,46.46
"2009-05-20",51.54,52.56,50.69,50.88,2217000,45.86
"2009-05-21",51.09,51.09,48.22,48.75,2677800,43.94
"2009-05-22",48.93,49.4,48.22,48.59,1591300,43.8
"2009-05-26",47.9,50.95,47.8,50.95,2476900,45.93
"2009-05-27",50.58,51.01,49.15,49.23,2545100,44.38
"2009-05-28",50.08,50.34,49,50.08,2294700,45.14
"2009-05-29",50.68,51.42,49.97,50.82,4109300,45.81
"2009-06-01",51.65,53.5,51.43,52.98,2106800,47.76
"2009-06-02",52.56,54.43,52.56,53.52,1862900,48.24
"2009-06-03",53.09,53.4,52.12,52.56,1639100,47.59
"2009-06-04",52.53,52.53,51.62,52.19,1569400,47.26
"2009-06-05",53.02,53.11,51.83,52.5,1530200,47.54
"2009-06-08",51.95,53.38,51.64,52.9,1815200,47.9
"2009-06-09",53,54.02,52.87,53.8,1574700,48.71
"2009-06-10",54.15,54.2,52.8,53.89,1606100,48.8
"2009-06-11",53.62,54.38,53.2,53.82,1159500,48.73
"2009-06-12",53.46,53.58,51.65,52.42,1865200,47.47
"2009-06-15",52,52.18,50.52,51.06,1270400,46.23
"2009-06-16",51.45,51.78,49.66,49.76,1545100,45.06
"2009-06-17",49.8,50.09,49.1,49.74,1923800,45.04
"2009-06-18",49.74,50.58,49.05,50.18,988100,45.44
"2009-06-19",50.87,51.07,49.99,50.46,1609300,45.69
"2009-06-22",50.04,50.12,48.74,49.4,2291000,44.73
"2009-06-23",49.4,50.34,49.18,49.73,1089300,45.03
"2009-06-24",50.04,51.45,49.85,50.17,1576400,45.43
"2009-06-25",49.9,52.13,49.69,51.99,1358700,47.08
"2009-06-26",51.65,52.1,51.19,51.86,1195000,46.96
"2009-06-29",51.86,53.15,51.14,52.63,1368400,47.66
