"","CHRW.Open","CHRW.High","CHRW.Low","CHRW.Close","CHRW.Volume","CHRW.Adjusted"
"2012-01-05",67.71,67.97,66.5,67.81,1698800,64.29
"2012-01-06",67.8,68.36,67.67,67.98,724100,64.45
"2012-01-09",68.04,68.15,67.26,67.58,782500,64.07
"2012-01-10",68.39,68.94,67.33,67.37,1131400,63.87
"2012-01-11",67.25,67.67,65.92,66.52,1774800,63.06
"2012-01-12",66.68,67.03,66.29,66.34,1043000,62.89
"2012-01-13",66.37,66.86,65.28,66.73,1027200,63.26
"2012-01-17",67,67.2,66.02,66.47,827700,63.02
"2012-01-18",66.49,67.33,66.27,67.29,933300,63.79
"2012-01-19",67.3,68.91,67.28,68.87,1257500,65.29
"2012-01-20",68.87,68.87,67.36,67.66,1405400,64.14
"2012-01-23",67.56,68.23,66.79,68.05,1278200,64.51
"2012-01-24",67.81,67.98,67.24,67.63,1338400,64.12
"2012-01-25",67.43,68.16,67,68.11,1294000,64.57
"2012-01-26",68.53,69.89,68.3,69.47,1599300,65.86
"2012-01-27",69.33,69.36,68.21,68.52,1456000,64.96
"2012-01-30",68.27,68.3,67.75,67.93,1187300,64.4
"2012-01-31",68.24,68.94,67.4,68.84,1783200,65.26
"2012-02-01",64.9,65.2,63.37,64.01,6750500,60.68
"2012-02-02",64.87,65.49,63.99,64,2778700,60.67
"2012-02-03",64.78,65,64.29,64.42,1369500,61.07
"2012-02-06",64.07,64.28,63.88,64.04,1242900,60.71
"2012-02-07",63.98,64.29,63.48,64.09,944300,60.76
"2012-02-08",63.99,64.2,63.43,63.6,1148500,60.29
"2012-02-09",63.84,63.84,63.48,63.65,1351200,60.34
"2012-02-10",63.26,63.6,62.84,63.5,1179800,60.2
"2012-02-13",63.77,64.76,63.68,64.75,1033400,61.38
"2012-02-14",64.45,65.48,64.12,65.48,1728100,62.08
"2012-02-15",65.55,65.6,63.56,63.59,1847900,60.29
"2012-02-16",63.84,66.26,63.8,66.2,1610900,62.76
"2012-02-17",66.05,66.31,65.48,66.11,1289900,62.67
"2012-02-21",66.38,66.38,65.57,66.12,1048600,62.68
"2012-02-22",66.2,66.66,65.95,66.24,1227600,62.8
"2012-02-23",66.16,67.79,66.14,67.5,1138400,63.99
"2012-02-24",67.8,67.98,67.05,67.21,1106500,63.72
"2012-02-27",66.86,67.47,66.53,66.93,1309400,63.45
"2012-02-28",66.99,67.32,66.46,66.94,1093700,63.46
"2012-02-29",66.57,66.97,66.08,66.17,1451600,63.04
"2012-03-01",66.33,67.4,66.23,66.85,1262200,63.69
"2012-03-02",66.72,66.93,66.14,66.22,857200,63.09
"2012-03-05",66.16,66.27,65.37,65.72,893400,62.61
"2012-03-06",65.25,65.3,64.68,64.9,1030400,61.83
"2012-03-07",65.13,65.23,64.53,65.06,739500,61.98
"2012-03-08",65.43,65.93,65.05,65.76,765300,62.65
"2012-03-09",65.92,66.39,65.31,66.35,598700,63.21
"2012-03-12",66.62,66.66,65.43,65.94,723000,62.82
"2012-03-13",66.35,66.66,65.75,66.4,1270600,63.26
"2012-03-14",66.39,66.39,65.21,65.35,1093900,62.26
"2012-03-15",65.32,65.51,64.9,65.35,2096600,62.26
"2012-03-16",65.14,65.86,64.97,65.67,1740700,62.57
"2012-03-19",65.66,66.01,65.43,65.62,813900,62.52
"2012-03-20",65.38,65.46,64.39,64.5,1226900,61.45
"2012-03-21",64.45,65.09,63.95,65,993500,61.93
"2012-03-22",64.36,64.64,63.62,64.5,960500,61.45
"2012-03-23",64.68,64.76,63.88,64.42,606300,61.37
"2012-03-26",65.11,65.29,64.69,65.19,839100,62.11
"2012-03-27",65.14,65.37,64.64,65.35,746100,62.26
"2012-03-28",65.52,65.61,64.63,65.11,719400,62.03
"2012-03-29",64.82,65,64.06,64.76,1807400,61.7
"2012-03-30",65.01,65.99,64.78,65.49,1357000,62.39
"2012-04-02",65.41,66.37,65.33,65.91,1045600,62.79
"2012-04-03",65.75,66.03,65.09,65.71,628300,62.6
"2012-04-04",65.12,65.64,64.93,65.52,805900,62.42
"2012-04-05",65.08,65.5,64.97,65.12,707400,62.04
"2012-04-09",64.49,64.5,63.5,64,1025100,60.97
"2012-04-10",63.66,63.7,63.09,63.34,1479400,60.35
"2012-04-11",63.87,64.58,63.47,64,1145700,60.97
"2012-04-12",64.26,64.87,63.95,64.53,1642700,61.48
"2012-04-13",64.2,64.38,63.82,64.13,914100,61.1
"2012-04-16",64.2,64.96,63.89,64.81,840600,61.75
"2012-04-17",64.99,66.27,64.93,66.11,1242000,62.98
"2012-04-18",66.61,67,66.23,66.86,1238400,63.7
"2012-04-19",66.63,67.31,65.97,66.14,1362200,63.01
"2012-04-20",65.46,66.75,65.15,66.52,1506600,63.38
"2012-04-23",66,66,65.15,65.53,935900,62.43
"2012-04-24",65.87,66.34,65.53,65.83,1185500,62.72
"2012-04-25",63.93,64.04,60,60.91,8985000,58.03
"2012-04-26",60.38,60.72,58.73,59.23,3176700,56.43
"2012-04-27",59.63,59.97,58.91,59.02,2633700,56.23
"2012-04-30",59.23,60.01,59.11,59.74,2222100,56.92
"2012-05-01",59.72,61.14,59.22,60.8,2219200,57.93
"2012-05-02",60.96,62.66,60.51,62.3,4082100,59.35
"2012-05-03",62.28,62.28,61.27,61.42,2245700,58.52
"2012-05-04",61.28,61.28,60.24,60.62,1401900,57.75
"2012-05-07",60.61,61.26,60.25,60.86,1063300,57.98
"2012-05-08",60.54,61.43,60.23,61.32,1558300,58.42
"2012-05-09",60.71,60.96,60,60.67,1360800,57.8
"2012-05-10",60.95,61.36,60.24,60.52,802000,57.66
"2012-05-11",60.43,61.13,60.29,60.81,827200,57.94
"2012-05-14",60.25,60.77,60.1,60.45,833700,57.59
"2012-05-15",60.7,61.22,60.2,60.77,1041800,57.9
"2012-05-16",61.21,61.46,60.58,60.62,1196100,57.75
"2012-05-17",60.55,60.92,59.64,59.64,1205000,56.82
"2012-05-18",59.99,60.16,58.75,58.88,1521100,56.1
"2012-05-21",59.01,59.88,58.75,59.78,1539000,56.95
"2012-05-22",60.03,60.37,59.46,59.85,1045900,57.02
"2012-05-23",59.41,60.53,59.07,60.32,1500000,57.47
"2012-05-24",60.35,60.52,59.37,59.82,1239200,56.99
"2012-05-25",59.94,60.06,59.3,59.69,1308800,56.87
"2012-05-29",60.17,61.16,59.97,60.77,1181900,57.9
"2012-05-30",60.05,60.07,59.08,59.08,1384400,56.59
"2012-05-31",58.48,58.83,57.3,58.26,2165800,55.81
"2012-06-01",57.21,58.15,56.82,56.89,2531700,54.5
"2012-06-04",56.38,57.1,55.89,56.69,2952800,54.3
"2012-06-05",56.4,57.02,55.88,56.62,1644100,54.24
"2012-06-06",57.03,58.15,56.87,58.04,1300300,55.6
"2012-06-07",58.68,59.26,57.49,57.57,1206900,55.15
"2012-06-08",57.2,58.06,57.1,57.92,1126300,55.48
"2012-06-11",58.35,58.57,57.36,57.45,656000,55.03
"2012-06-12",57.59,57.97,57.14,57.92,847400,55.48
"2012-06-13",57.81,58.48,57.21,57.29,1075100,54.88
"2012-06-14",57.57,58.24,57.17,58.02,1140500,55.58
"2012-06-15",58.22,58.63,57.94,58.56,1195000,56.1
"2012-06-18",58.22,59.29,58.11,59.01,910100,56.53
"2012-06-19",59,59.99,58.95,59.81,1021700,57.29
"2012-06-20",59.93,59.93,58.71,59.31,800100,56.81
"2012-06-21",59.48,59.64,57.81,57.83,1037400,55.4
"2012-06-22",57.57,57.69,56.71,57.37,1231800,54.96
"2012-06-25",56.8,57.05,56.01,56.34,1023000,53.97
"2012-06-26",56.54,56.65,55.35,56.26,1365500,53.89
"2012-06-27",56.48,56.97,56.25,56.84,956300,54.45
"2012-06-28",56.4,56.89,56.02,56.66,1032600,54.28
"2012-06-29",57.54,58.62,57.43,58.53,979000,56.07
"2012-07-02",58.78,61.25,58.01,60.85,2851200,58.29
"2012-07-03",61.51,61.96,60.35,61.86,1644300,59.26
"2012-07-05",61.97,61.97,61.19,61.44,1183500,58.85
"2012-07-06",61.17,61.58,60.09,60.51,938900,57.96
"2012-07-09",60.46,61.11,60.19,60.24,948200,57.71
"2012-07-10",60.75,60.94,59.71,59.91,1027700,57.39
"2012-07-11",59.85,60.22,58.99,59.6,891100,57.09
"2012-07-12",59.18,59.43,58.5,58.95,883200,56.47
"2012-07-13",59.11,60.48,59.11,60.3,1565300,57.76
"2012-07-16",60.17,60.28,58.85,58.92,1059000,56.44
"2012-07-17",57.95,57.99,56.83,57.95,1556100,55.51
"2012-07-18",57.86,59.45,57.84,59.24,1334500,56.75
"2012-07-19",59.39,59.81,59.05,59.53,856200,57.03
"2012-07-20",59.49,59.49,56.86,56.96,2106800,54.56
"2012-07-23",55.97,56.69,55.5,56.58,1350800,54.2
"2012-07-24",56.29,56.58,55.61,56.25,1415300,53.88
"2012-07-25",54.01,54.19,50.81,52.23,6557600,50.03
"2012-07-26",52.91,53.56,51.81,52.24,2146600,50.04
"2012-07-27",52.73,53.66,52.73,53.35,1735200,51.11
"2012-07-30",53.2,53.66,53.07,53.25,1171300,51.01
"2012-07-31",52.96,53.43,52.8,52.85,1016900,50.63
"2012-08-01",52.98,53.19,51.92,52.85,1288900,50.63
"2012-08-02",52.73,53.25,51.97,53.14,1429200,50.9
"2012-08-03",54.07,54.27,53.54,53.6,1459700,51.34
"2012-08-06",54.01,54.04,53.54,53.63,1050900,51.37
"2012-08-07",54,54.11,53.66,53.74,1084700,51.48
"2012-08-08",53.5,54.03,53.23,53.9,1360000,51.63
"2012-08-09",53.91,54.02,53.66,53.8,992600,51.54
"2012-08-10",53.76,54.34,53.6,54.23,688000,51.95
"2012-08-13",54.07,54.79,54.03,54.61,1029500,52.31
"2012-08-14",54.9,55.51,54.57,55.22,1327800,52.9
"2012-08-15",55.05,55.94,55.02,55.9,773000,53.55
"2012-08-16",56.13,57.2,55.8,56.67,1620900,54.29
"2012-08-17",56.92,57.08,56.38,57.04,1344300,54.64
"2012-08-20",57.01,57.6,56.75,57.44,1089300,55.02
"2012-08-21",57.4,57.83,57.24,57.41,1740200,54.99
"2012-08-22",57.32,57.47,56.76,57.26,918600,54.85
"2012-08-23",57.25,57.25,56.64,56.81,796900,54.42
"2012-08-24",56.79,57.34,56.64,57.16,785600,54.75
"2012-08-27",57.18,57.42,56.29,56.53,624100,54.15
"2012-08-28",56.45,56.53,56,56.1,1153200,53.74
"2012-08-29",56.29,57.06,56.17,57,1000600,54.6
"2012-08-30",56.64,56.7,56.23,56.24,1014400,53.87
"2012-08-31",56.77,57.01,56.45,56.61,889600,54.23
"2012-09-04",56.68,57.01,56.15,56.63,1052700,54.25
"2012-09-05",56.38,56.7,55.56,56.37,1329500,54.31
"2012-09-06",56.77,57.6,56.59,57.06,1151500,54.98
"2012-09-07",57.29,57.5,56.79,57.45,1830800,55.36
"2012-09-10",57.44,57.51,57.18,57.34,1061800,55.25
"2012-09-11",57.36,57.63,57.16,57.47,1282300,55.37
"2012-09-12",57.47,57.82,57.28,57.46,857000,55.36
"2012-09-13",57.37,57.62,56.96,57.24,1147900,55.15
"2012-09-14",56.77,57.49,56.62,57.27,1629900,55.18
"2012-09-17",57.07,57.46,56.71,56.74,918700,54.67
"2012-09-18",56.54,56.87,55.91,56.52,921100,54.46
"2012-09-19",56.7,57.48,56.27,57.4,960800,55.31
"2012-09-20",57.22,58,56.8,57.55,2281900,55.45
"2012-09-21",57.5,57.83,57.2,57.62,2149100,55.52
"2012-09-24",57.14,58.57,57.02,58.57,1298100,56.43
"2012-09-25",59.14,60.94,58.99,59.04,3298000,56.89
"2012-09-26",59.67,59.9,58.82,59.06,1757800,56.91
"2012-09-27",59.17,59.4,58.72,59.27,891000,57.11
"2012-09-28",59.16,59.16,58.11,58.58,1490000,56.44
"2012-10-01",58.9,60.32,58.7,59.1,1738600,56.95
"2012-10-02",59.17,59.33,58.2,58.6,1197000,56.46
"2012-10-03",58.85,59.89,58.85,59.87,1409200,57.69
"2012-10-04",59.86,60.29,59.34,59.9,958900,57.72
"2012-10-05",60.15,61.02,60.06,60.31,998700,58.11
"2012-10-08",60.58,60.84,59.94,59.99,975700,57.8
"2012-10-09",59.77,60.44,59.11,59.37,1141800,57.21
"2012-10-10",59.5,59.95,58.83,59,1152700,56.85
"2012-10-11",59.49,59.65,58.86,58.9,726400,56.75
"2012-10-12",59.51,60.91,59.49,59.94,1574700,57.75
"2012-10-15",60.14,60.53,59.72,60.36,768800,58.16
"2012-10-16",60.91,61.5,60.41,60.9,1031000,58.68
"2012-10-17",63,63.16,61.33,61.69,1654000,59.44
"2012-10-18",61.48,61.68,61,61.4,935700,59.16
"2012-10-19",61.51,61.58,60.37,60.72,1490200,58.51
"2012-10-22",60.75,60.88,59.63,59.85,1581900,57.67
"2012-10-23",60.88,61.29,59.59,60.98,1869600,58.76
"2012-10-24",58.99,59.8,57.16,57.55,4023000,55.45
"2012-10-25",57.55,59.36,57.55,59.1,1837000,56.95
"2012-10-26",59.01,59.62,58.8,59.41,1539100,57.24
"2012-10-31",59.65,61.14,57.97,60.31,1512100,58.11
"2012-11-01",60.42,61.86,59.97,61.57,1522400,59.33
"2012-11-02",62.05,62.05,61.37,61.48,996900,59.24
"2012-11-05",61.58,62.15,61.15,62.03,809600,59.77
"2012-11-06",62.16,63.49,62.11,62.92,1318300,60.63
"2012-11-07",62.05,62.56,61.85,62.22,1395700,59.95
"2012-11-08",61.97,62.48,61.12,61.5,918600,59.26
"2012-11-09",61.49,62.19,61.06,61.48,1199700,59.24
"2012-11-12",61.48,61.76,61.14,61.38,624700,59.14
"2012-11-13",61.29,62.42,61.24,61.39,1224500,59.15
"2012-11-14",61.53,61.56,59.68,59.87,1457300,57.69
"2012-11-15",59.91,60.05,59.34,59.53,1007100,57.36
"2012-11-16",59.49,59.79,58.63,59.16,1065200,57
"2012-11-19",59.91,60.18,59.28,59.81,1080700,57.63
"2012-11-20",59.58,60.11,59.52,60.07,628500,57.88
"2012-11-21",60.09,60.41,59.97,60.22,508700,58.02
"2012-11-23",60.14,60.99,59.96,60.98,387000,58.76
"2012-11-26",60.79,61.48,60.75,61.48,702000,59.24
"2012-11-27",61.33,61.77,60.73,60.83,957000,58.61
"2012-11-28",60.56,61.91,60.41,61.73,1114200,59.48
"2012-11-29",61.98,62.57,61.66,61.97,1228300,59.71
"2012-11-30",62.22,62.37,61.46,61.74,1357400,59.49
"2012-12-03",62.03,62.14,60.68,61,780600,58.78
"2012-12-04",60.98,61.52,60.75,61.02,797600,58.8
"2012-12-05",61.08,62.1,61.06,61.91,870000,59.65
"2012-12-06",61.64,61.95,60.42,60.64,969300,58.43
"2012-12-07",60.78,60.97,60.14,60.6,783400,58.39
"2012-12-10",60.76,62.05,60.72,61.94,1139600,59.68
"2012-12-11",62.47,62.81,61.96,62.26,1429100,59.99
"2012-12-12",62.57,62.65,61.71,61.91,877300,59.65
"2012-12-13",61.63,62.39,61.27,61.64,605400,59.73
"2012-12-14",61.73,61.96,61.4,61.52,886800,59.61
"2012-12-17",61.78,62.19,61.61,62.19,814600,60.26
"2012-12-18",62.44,63.93,62.28,63.55,1473300,61.58
"2012-12-19",63.72,64.14,63.39,63.63,987400,61.66
"2012-12-20",63.53,63.96,63.33,63.76,1039500,61.78
"2012-12-21",63.01,63.98,62.81,63.6,2277800,61.63
"2012-12-24",63.25,63.8,63.18,63.32,358400,61.36
"2012-12-26",63.54,63.88,62.99,62.99,524500,61.04
"2012-12-27",62.95,63.12,62.33,62.8,786700,60.85
"2012-12-28",62.34,62.85,62.15,62.15,651200,60.22
"2012-12-31",62.18,63.25,62.06,63.22,727500,61.26
"2013-01-02",64.11,64.88,61.65,63.16,3084300,61.2
"2013-01-03",62.54,63.16,61.93,62.34,2893100,60.41
"2013-01-04",62.15,63.54,62.07,63.04,1273600,61.09
"2013-01-07",62.51,63.45,62.5,63.15,1077500,61.19
"2013-01-08",62.81,63.3,61.81,63.21,1734200,61.25
"2013-01-09",63.19,64.26,63.01,64.21,1788100,62.22
"2013-01-10",64.59,64.87,64.04,64.38,1330400,62.39
"2013-01-11",64.4,64.64,64.28,64.54,866400,62.54
"2013-01-14",64.56,64.99,64.26,64.8,1167000,62.79
"2013-01-15",65.03,65.53,64.51,65.35,999600,63.33
"2013-01-16",65.27,65.36,64.05,64.73,1596200,62.72
"2013-01-17",64.87,64.94,64.24,64.88,871700,62.87
"2013-01-18",64.8,65.56,64.63,65.51,1172400,63.48
"2013-01-22",65.35,66.29,65.25,66.07,912000,64.02
"2013-01-23",66.05,66.49,65.65,65.75,774000,63.71
"2013-01-24",66.35,67.85,66.12,67.21,1637400,65.13
"2013-01-25",67.28,67.49,66.58,67.19,733300,65.11
"2013-01-28",67.53,67.83,66.9,67.51,1658000,65.42
"2013-01-29",67.48,67.93,67.1,67.92,921700,65.82
"2013-01-30",67.68,67.84,66.78,67.14,1034200,65.06
"2013-01-31",66.78,67.08,65,66.15,2546200,64.1
"2013-02-01",66.75,67.11,65.99,66.89,1352400,64.82
"2013-02-04",65.51,66.93,65.51,66.03,1390800,63.98
"2013-02-05",66.09,67.38,65.09,67.01,2064200,64.93
"2013-02-06",61.56,61.97,60.01,60.5,6424400,58.63
"2013-02-07",60.07,60.5,58.75,59.93,4152700,58.07
"2013-02-08",59.36,59.98,59.13,59.72,2604200,57.87
"2013-02-11",59.7,59.9,59.19,59.34,1939400,57.5
"2013-02-12",59.54,59.56,58.94,59.13,1538000,57.3
"2013-02-13",59.27,59.35,58.45,58.81,2011400,56.99
"2013-02-14",58.64,58.78,57.93,58.08,1947200,56.28
"2013-02-15",57.8,58.31,57.59,57.78,2304000,55.99
"2013-02-19",57.95,58.51,57.43,58.37,1932200,56.56
"2013-02-20",58.4,58.9,58.2,58.47,1875200,56.66
"2013-02-21",58.25,58.31,57.46,57.52,1777800,55.74
"2013-02-22",57.83,58.21,57.71,57.97,986800,56.17
"2013-02-25",58.19,58.35,56.73,56.77,1302500,55.01
"2013-02-26",56.92,57.24,55.81,55.98,2095200,54.25
"2013-02-27",55.98,57.57,55.98,57.19,2017800,55.77
"2013-02-28",57.19,57.56,56.9,57.02,1993400,55.6
"2013-03-01",56.74,57.4,56.61,57.06,1566200,55.64
"2013-03-04",57.06,57.26,56.27,57.06,1839400,55.64
"2013-03-05",57.17,57.83,57.07,57.54,3039100,56.11
"2013-03-06",57.6,57.77,57.15,57.23,1390100,55.81
"2013-03-07",57.37,57.82,56.79,56.93,1503300,55.51
"2013-03-08",57.16,57.54,56.96,57,1882200,55.58
"2013-03-11",56.99,57.52,56.95,57,1552200,55.58
"2013-03-12",57.05,57.81,57.05,57.35,1944200,55.92
"2013-03-13",57.32,59.16,57.13,59.07,2100600,57.6
"2013-03-14",59.07,59.34,58.42,59.2,1222100,57.73
"2013-03-15",58.95,59.4,58.43,59.34,2334500,57.86
"2013-03-18",58.81,59.78,58.61,59.19,1273300,57.72
"2013-03-19",59.2,59.56,58.65,59.04,1352100,57.57
"2013-03-20",59.02,59.29,58.61,58.69,1396100,57.23
"2013-03-21",58.47,58.74,57.41,57.44,1277900,56.01
"2013-03-22",57.65,58.24,57.49,58.1,1487800,56.65
"2013-03-25",58.25,58.74,57.65,58.57,1700200,57.11
"2013-03-26",58.51,59.15,58.46,59.01,1171300,57.54
"2013-03-27",58.62,59.17,58.51,59.15,1241100,57.68
"2013-03-28",59.04,59.48,58.9,59.46,1488400,57.98
"2013-04-01",59.5,59.69,58.47,58.6,1254500,57.14
"2013-04-02",59,59,58.45,58.64,1383600,57.18
"2013-04-03",58.59,58.91,58.07,58.14,1446300,56.69
"2013-04-04",58.42,58.57,58.08,58.5,1244900,57.04
"2013-04-05",57.94,59.05,57.57,58.98,1206800,57.51
"2013-04-08",59.1,59.82,58.6,59.81,1131100,58.32
"2013-04-09",59.87,60.45,59.41,60.26,1368500,58.76
"2013-04-10",60.43,61.1,60.22,60.69,1500400,59.18
"2013-04-11",60.82,61.11,60.33,60.59,848900,59.08
"2013-04-12",59.35,59.96,57.74,59,2464700,57.53
"2013-04-15",58.95,58.95,57.26,57.51,1367500,56.08
"2013-04-16",56.79,57.21,56.13,57.17,1607300,55.75
"2013-04-17",56.63,56.84,56.02,56.58,1235400,55.17
"2013-04-18",56.82,56.83,55.94,56.25,1130000,54.85
"2013-04-19",56.69,56.77,55.68,56.33,1306900,54.93
"2013-04-22",56.55,57.16,56.02,57.01,833900,55.59
"2013-04-23",57.15,57.71,57.14,57.41,1199600,55.98
"2013-04-24",57.68,58.02,57.48,57.65,1296500,56.22
"2013-04-25",57.94,58.56,57.84,58.2,925900,56.75
"2013-04-26",58.08,58.76,58.01,58.44,1093700,56.99
"2013-04-29",58.49,59.02,58.4,58.84,656500,57.38
"2013-04-30",58.92,59.4,58.42,59.39,1406900,57.91
"2013-05-01",59.46,59.95,58.81,58.9,1284900,57.43
"2013-05-02",59.12,59.62,58.96,59.37,944600,57.89
"2013-05-03",59.87,60.73,59.84,60.47,1430700,58.97
"2013-05-06",60.41,60.71,60.32,60.37,1633800,58.87
"2013-05-07",60.38,61.91,60.25,61.56,2060300,60.03
"2013-05-08",56.65,57.9,56.11,57.26,4612600,55.84
"2013-05-09",57.19,57.44,55.73,56,6167300,54.61
"2013-05-10",56.23,57.37,56.06,57,2383200,55.58
"2013-05-13",56.47,56.58,55.8,56.07,1728000,54.67
"2013-05-14",56.15,56.87,56.05,56.87,1030700,55.45
"2013-05-15",56.94,57.86,56.8,57.66,1089600,56.23
"2013-05-16",57.79,58.4,57.51,57.87,1205300,56.43
"2013-05-17",58.29,58.33,57.84,58.32,965900,56.87
"2013-05-20",58.09,58.47,58.08,58.2,837500,56.75
"2013-05-21",58.33,59.97,58.27,59.87,1829400,58.38
"2013-05-22",59.87,60.1,58.87,59.11,1803000,57.64
"2013-05-23",58.92,59.5,58.82,59.49,1015000,58.01
"2013-05-24",59.06,59.13,58.12,58.7,966300,57.24
"2013-05-28",59.5,59.58,57.7,57.87,1418300,56.43
"2013-05-29",57.67,58.06,57.44,57.67,1423700,56.23
"2013-05-30",57.81,57.99,57.36,57.47,998800,56.04
"2013-05-31",57.06,57.26,56.45,56.7,2271500,55.29
"2013-06-03",56.73,57.04,56.38,57.04,1064600,55.62
"2013-06-04",56.97,57.41,56.25,56.5,1250900,55.09
"2013-06-05",56.14,56.57,55.95,56.26,1374500,55.2
"2013-06-06",56.41,56.69,55.88,56.31,955700,55.25
"2013-06-07",56.81,57.55,56.4,57.16,1252400,56.08
"2013-06-10",56.12,56.81,55.91,56.81,1577100,55.74
"2013-06-11",56.32,56.8,56.24,56.5,586100,55.44
"2013-06-12",56.76,57.11,55.97,56.02,857700,54.97
"2013-06-13",55.84,56.95,55.84,56.72,1380300,55.65
"2013-06-14",56.75,57.2,56.38,56.5,1222200,55.44
"2013-06-17",56.96,57.24,56.44,56.9,1036800,55.83
"2013-06-18",57.18,57.42,56.71,57.33,1313200,56.25
"2013-06-19",57.4,57.58,56.52,56.53,1165500,55.47
"2013-06-20",56.12,56.37,55.31,55.42,1999300,54.38
"2013-06-21",54.78,55.73,54.48,54.79,5348500,53.76
"2013-06-24",54.56,54.82,53.74,54.33,2219100,53.31
"2013-06-25",55.08,55.16,54.37,54.7,1925900,53.67
"2013-06-26",55.32,55.46,54.72,55.12,1200500,54.08
"2013-06-27",55.43,56.12,55.33,55.73,1164600,54.68
"2013-06-28",55.55,56.57,55.5,56.31,2058400,55.25
"2013-07-01",56.86,57,56.23,56.52,818300,55.46
"2013-07-02",56.39,56.89,56.11,56.46,919900,55.4
"2013-07-03",56.19,56.47,55.89,56.37,458100,55.31
"2013-07-05",56.75,57.41,56.24,57.4,632800,56.32
"2013-07-08",57.53,58.1,57.35,58.01,870100,56.92
"2013-07-09",58.17,59.07,58.17,58.39,779100,57.29
"2013-07-10",58.22,58.72,57.83,58.14,833600,57.05
"2013-07-11",59.03,59.19,58.66,58.88,963400,57.77
"2013-07-12",58.51,58.75,57.56,57.83,1361900,56.74
"2013-07-15",57.94,60.36,57.87,59.94,1900000,58.81
"2013-07-16",60.16,60.55,59.95,60.23,1509200,59.1
"2013-07-17",60.53,60.65,59.83,60.05,794700,58.92
"2013-07-18",60.24,60.82,60.23,60.7,849700,59.56
"2013-07-19",60.67,60.93,60.42,60.6,705600,59.46
"2013-07-22",61.12,61.13,60.45,60.54,758800,59.4
"2013-07-23",60.9,60.9,59.74,59.88,761800,58.75
"2013-07-24",60.46,60.48,59.28,59.28,871700,58.17
"2013-07-25",59.26,59.34,58.49,59.18,828900,58.07
"2013-07-26",58.71,59.44,58.63,59.39,479500,58.27
"2013-07-29",59.06,59.41,58.87,59.08,392900,57.97
"2013-07-30",59.25,59.49,58.84,59.2,625900,58.09
"2013-07-31",59.36,60.27,59.17,59.62,933000,58.5
"2013-08-01",60.22,61.35,59.37,61.07,1136400,59.92
"2013-08-02",60.57,60.66,59.22,59.71,1678400,58.59
"2013-08-05",59.58,59.9,59.1,59.66,749800,58.54
"2013-08-06",59.5,60.2,59.27,59.58,1623000,58.46
"2013-08-07",56.04,56.92,55.6,56.31,4337100,55.25
"2013-08-08",56.35,56.74,56.02,56.73,1372800,55.66
"2013-08-09",56.88,56.96,56.45,56.79,1088700,55.72
"2013-08-12",56.59,57.14,56.51,57.06,906000,55.99
"2013-08-13",57.07,57.17,56.18,56.44,742900,55.38
"2013-08-14",56.34,56.66,55.59,55.72,952300,54.67
"2013-08-15",55.54,56.01,55.26,55.88,1151600,54.83
"2013-08-16",55.75,56.3,55.58,56.13,934400,55.07
"2013-08-19",56.16,56.3,55.68,56.02,871500,54.97
"2013-08-20",55.9,56.81,55.67,56.46,819000,55.4
"2013-08-21",56.41,57.04,56.15,56.6,909300,55.54
"2013-08-22",56.52,57.22,56.48,56.92,654800,55.85
"2013-08-23",57.02,57.29,56.82,57.2,911300,56.12
"2013-08-26",57.9,60.57,57.9,58.83,2684900,57.72
"2013-08-27",58.18,58.57,57.33,57.61,1234100,56.53
"2013-08-28",57.58,57.72,57.05,57.47,1184200,56.39
"2013-08-29",57.51,57.93,57.24,57.43,968200,56.35
"2013-08-30",57.62,57.63,56.67,56.87,1009900,55.8
"2013-09-03",57.46,57.7,57.2,57.45,1603000,56.37
"2013-09-04",57.2,57.59,56.65,57.51,999100,56.77
"2013-09-05",57.4,58.11,57.13,57.85,1030600,57.11
"2013-09-06",58.02,58.17,57.24,57.7,1160000,56.96
"2013-09-09",57.83,58.44,57.83,58.42,1250300,57.67
"2013-09-10",58.65,59.32,58.63,59.22,1229300,58.46
"2013-09-11",59.33,60.24,59.01,60,1645700,59.23
"2013-09-12",59.85,60.05,59.37,59.63,1405900,58.87
"2013-09-13",59.76,59.89,58.67,59.13,1040400,58.37
"2013-09-16",59.77,60.32,59.69,60.03,1015400,59.26
"2013-09-17",59.94,60.77,59.72,60.39,1357600,59.62
"2013-09-18",60.57,62.09,60.4,61.8,1680400,61.01
"2013-09-19",61.84,62.25,61.6,61.62,1267100,60.83
"2013-09-20",61.67,62.46,61.45,62.09,2808400,61.3
"2013-09-23",61.87,61.98,61.03,61.64,1457600,60.85
"2013-09-24",61.57,62.14,61.55,61.71,1229000,60.92
"2013-09-25",61.67,61.75,60.87,60.97,1466100,60.19
"2013-09-26",61.23,61.5,60.46,60.92,1333300,60.14
"2013-09-27",60.83,60.97,60.38,60.45,1066100,59.68
"2013-09-30",59.56,59.85,58.7,59.59,2057200,58.83
"2013-10-01",59.71,60.12,59.48,59.86,1329900,59.09
"2013-10-02",59.44,59.54,58.86,59.12,1613800,58.36
"2013-10-03",58.82,58.98,57.35,57.76,2116200,57.02
"2013-10-04",57.83,58.55,57.51,58.48,1090600,57.73
"2013-10-07",57.47,58.61,57.1,58.29,1730300,57.54
"2013-10-08",58.11,58.17,57.68,57.78,1357700,57.04
