"","AZO.Open","AZO.High","AZO.Low","AZO.Close","AZO.Volume","AZO.Adjusted"
"2008-10-15",108.11,109.31,101.07,101.11,1003000,101.11
"2008-10-16",101.03,106,98.85,105.56,1174000,105.56
"2008-10-17",103.8,109.7,103.6,106.6,701400,106.6
"2008-10-20",105.62,108.68,104.21,108.64,729500,108.64
"2008-10-21",108,113.02,105.7,108.94,797200,108.94
"2008-10-22",107.25,109.81,103.04,105.96,892500,105.96
"2008-10-23",107.13,108.14,100.33,105.49,1273100,105.49
"2008-10-24",101.05,104.41,100.27,102.7,743800,102.7
"2008-10-27",101.53,106.85,99.75,102.88,903100,102.88
"2008-10-28",105.05,115.14,103.98,114.2,1675700,114.2
"2008-10-29",114.15,124.69,112.29,119.75,2024400,119.75
"2008-10-30",120.4,126.96,120.28,122.1,1029200,122.1
"2008-10-31",121,129.32,120.77,127.29,1251700,127.29
"2008-11-03",125.75,126.14,119.88,120.73,1148400,120.73
"2008-11-04",122.47,123.09,119.17,122.85,717000,122.85
"2008-11-05",117.8,120.25,117,118.01,1585300,118.01
"2008-11-06",117,121.79,115.53,117.24,1175700,117.24
"2008-11-07",116.19,119.11,116.19,118.94,765000,118.94
"2008-11-10",119.26,120.91,114.48,116.2,626200,116.2
"2008-11-11",114.8,115,111,111.86,710800,111.86
"2008-11-12",109.5,110.98,102.83,103.22,1625100,103.22
"2008-11-13",103.98,112.76,103.3,112.68,1340400,112.68
"2008-11-14",111.18,112.56,105.76,105.76,1179900,105.76
"2008-11-17",106,108.81,104.51,104.59,1125400,104.59
"2008-11-18",103.75,108.32,102.4,107.16,2235200,107.16
"2008-11-19",106.07,107.01,93.1,94.25,3450200,94.25
"2008-11-20",90.71,96.56,86.91,89.09,3208900,89.09
"2008-11-21",90,92.43,84.66,92.41,3077000,92.41
"2008-11-24",92.52,101.03,92.52,99.12,1969100,99.12
"2008-11-25",102.2,103.42,98.14,103.16,1362400,103.16
"2008-11-26",101.5,109.47,101.34,108.76,999100,108.76
"2008-11-28",108.5,110.04,107.8,109.22,546300,109.22
"2008-12-01",107.55,108.9,100.12,101.05,1559200,101.05
"2008-12-02",102,108.47,98.67,108.36,1860200,108.36
"2008-12-03",106.09,116.29,105.72,115.8,1614900,115.8
"2008-12-04",113.37,119.14,112.22,114.38,1376000,114.38
"2008-12-05",112.4,122.26,111.57,121.48,1697800,121.48
"2008-12-08",123.9,125.07,115.26,116.5,1871700,116.5
"2008-12-09",119.11,127.9,118.56,124.51,3183100,124.51
"2008-12-10",124.12,129.52,123.91,128.62,1691600,128.62
"2008-12-11",128.62,129.32,124.22,126.06,1743300,126.06
"2008-12-12",123.99,130.76,123.25,129.6,1966100,129.6
"2008-12-15",129.98,131.16,126.32,129.02,1575200,129.02
"2008-12-16",129.5,133.95,129.48,133.5,1454300,133.5
"2008-12-17",133.1,136.59,131.02,134.27,1080800,134.27
"2008-12-18",134.8,138.13,134.25,135.77,1116000,135.77
"2008-12-19",136.5,138.19,131.62,131.62,1741900,131.62
"2008-12-22",130,130.87,125.77,128.63,1692000,128.63
"2008-12-23",130.93,131.34,127.35,129.71,1033000,129.71
"2008-12-24",129.71,130.91,129.42,129.97,188000,129.97
"2008-12-26",130.51,132.35,130.31,132.23,476000,132.23
"2008-12-29",131.87,133.06,130,132.69,933700,132.69
"2008-12-30",132.02,137.5,132.02,137.25,1253000,137.25
"2008-12-31",136.25,140.64,135.85,139.47,1111400,139.47
"2009-01-02",138.94,141.1,138.08,140.57,1148800,140.57
"2009-01-05",140.8,141.78,136.55,137.73,1493500,137.73
"2009-01-06",137.73,140.29,136.96,139.2,1341400,139.2
"2009-01-07",135.83,136.37,132.19,135.44,1991300,135.44
"2009-01-08",136.93,136.93,132.79,135.86,1388700,135.86
"2009-01-09",135.89,136.67,132.3,133.06,860700,133.06
"2009-01-12",130.12,131.24,127.24,128.77,1500200,128.77
"2009-01-13",127.61,131.31,127.5,129.16,1096600,129.16
"2009-01-14",127.51,127.64,125.8,127.06,1357300,127.06
"2009-01-15",127.95,132.65,126.6,131.29,1444300,131.29
"2009-01-16",132.34,133.62,130.37,132.61,992900,132.61
"2009-01-20",131.79,132.19,128.32,128.98,1214900,128.98
"2009-01-21",129.88,133.12,126.92,133.03,1527500,133.03
"2009-01-22",132,133.84,129.43,133.08,1488000,133.08
"2009-01-23",130.01,134.88,129.01,133.15,1280800,133.15
"2009-01-26",133.53,134.99,131.3,132.61,1013400,132.61
"2009-01-27",133.65,134.95,132.3,133.88,958100,133.88
"2009-01-28",135.05,137.99,135.03,137.27,961400,137.27
"2009-01-29",136.67,138.07,135.56,136,821000,136
"2009-01-30",135.5,136.6,132.31,132.89,888800,132.89
"2009-02-02",131.66,135.29,131.39,134.3,1118800,134.3
"2009-02-03",134.88,139.7,133.68,139.08,1265600,139.08
"2009-02-04",138.99,139.79,135.53,137,1280600,137
"2009-02-05",136.5,140.25,136.44,139.86,1238000,139.86
"2009-02-06",139.87,145.77,139.86,143.96,1994000,143.96
"2009-02-09",144.15,144.99,141.47,142.46,829400,142.46
"2009-02-10",141.99,143.3,138.56,139.52,933400,139.52
"2009-02-11",139.86,140.39,138.09,138.86,897500,138.86
"2009-02-12",137.4,139.76,135.55,139.76,1137700,139.76
"2009-02-13",139.1,139.64,136.41,136.7,854000,136.7
"2009-02-17",134.39,136.08,131.5,131.74,1921800,131.74
"2009-02-18",132,133.45,129.21,133.11,1733300,133.11
"2009-02-19",137.9,143.13,137.9,142.58,2555600,142.58
"2009-02-20",141.48,146.95,140.52,146.39,2927100,146.39
"2009-02-23",146.44,148.5,141.52,141.88,2118400,141.88
"2009-02-24",142.27,146.16,142.27,145.62,1502600,145.62
"2009-02-25",145.19,146.66,143.11,143.88,1278900,143.88
"2009-02-26",145.8,146.34,140.72,141.08,1104000,141.08
"2009-02-27",140.19,145.39,140.05,142.23,1719400,142.23
"2009-03-02",141.16,142.17,139.25,140.03,1909700,140.03
"2009-03-03",151.45,157.49,149.44,150.94,6849600,150.94
"2009-03-04",150.91,155.79,150.29,154.29,2031700,154.29
"2009-03-05",153.32,156.89,151.25,152.45,1921100,152.45
"2009-03-06",154,154,147.84,152.76,1794200,152.76
"2009-03-09",150.95,152.99,148.8,150,1838600,150
"2009-03-10",151.65,157.66,151.02,157.66,1875800,157.66
"2009-03-11",158.5,161.06,157.25,158.51,1331100,158.51
"2009-03-12",158.12,161.45,156.5,161,1411300,161
"2009-03-13",161.68,162.81,159.76,160.51,1246400,160.51
"2009-03-16",161.64,161.98,158.36,158.5,1193100,158.5
"2009-03-17",158.25,162.24,157.54,161.45,1366400,161.45
"2009-03-18",162.49,164.07,159.24,162.31,1491200,162.31
"2009-03-19",162.26,162.35,159.76,160.82,1357300,160.82
"2009-03-20",160.96,161.92,157.01,160.03,1402600,160.03
"2009-03-23",159.25,159.33,155.44,158.72,1648700,158.72
"2009-03-24",157.75,159.02,157,158.05,1175200,158.05
"2009-03-25",158.45,162.4,158.25,162.19,1092300,162.19
"2009-03-26",161.99,166.42,161.34,166.2,1063000,166.2
"2009-03-27",164.96,165.46,163.25,164.19,637400,164.19
"2009-03-30",162.6,163.65,160.75,163.4,817200,163.4
"2009-03-31",163.81,165.21,161.5,162.62,966500,162.62
"2009-04-01",162.64,167.13,161.5,166.82,1083200,166.82
"2009-04-02",165.84,168.19,157.97,158.24,2555200,158.24
"2009-04-03",157.83,161.62,155.34,160.3,1265900,160.3
"2009-04-06",159.3,161.29,157.38,160.88,883900,160.88
"2009-04-07",160.32,160.32,155.39,155.47,1094900,155.47
"2009-04-08",156.75,159.69,155.76,159.18,1000400,159.18
"2009-04-09",161.15,162.55,159.89,161.72,892700,161.72
"2009-04-13",160.87,161.22,157.27,158.01,833000,158.01
"2009-04-14",157.5,159.55,155.35,158.93,920500,158.93
"2009-04-15",158.84,161.43,158.5,161.09,853700,161.09
"2009-04-16",162.24,166.32,161.38,165.93,1080700,165.93
"2009-04-17",165.92,166.66,163.55,166.38,717800,166.38
"2009-04-20",165.7,166.36,163.2,165.36,955400,165.36
"2009-04-21",165.3,165.51,162.11,165.09,939700,165.09
"2009-04-22",164.45,169.13,163.03,164.44,944700,164.44
"2009-04-23",165.34,165.65,161.53,164.47,938200,164.47
"2009-04-24",164.44,165.33,161.43,161.68,918500,161.68
"2009-04-27",161.95,166.36,161.17,164.16,748400,164.16
"2009-04-28",162.95,167,162.55,165.19,697900,165.19
"2009-04-29",165.92,167.54,163.32,163.93,766800,163.93
"2009-04-30",165.93,169.99,164.72,166.39,1057900,166.39
"2009-05-01",166.89,166.95,161.68,162.27,766200,162.27
"2009-05-04",163.93,164.82,161.62,163.21,1099300,163.21
"2009-05-05",162.6,164,160.25,161.57,1015300,161.57
"2009-05-06",164.49,167.39,162.11,163.3,1270500,163.3
"2009-05-07",164.75,165.13,160.1,163.02,1152300,163.02
"2009-05-08",163.92,164.95,156.54,157.47,1413900,157.47
"2009-05-11",157.26,160.96,153.89,158.99,990800,158.99
"2009-05-12",158.51,159.49,154.18,156.98,1546300,156.98
"2009-05-13",156.2,158.06,154,154.48,1319700,154.48
"2009-05-14",154.48,157.89,154.02,156.67,950300,156.67
"2009-05-15",156.29,159.2,155.28,158.01,960400,158.01
"2009-05-18",158.94,159.67,155.28,158.71,775000,158.71
"2009-05-19",158.2,162.56,158.2,161.28,709900,161.28
"2009-05-20",162.3,163.76,155.82,157.1,1138300,157.1
"2009-05-21",157.45,157.56,152.57,154.54,1463500,154.54
"2009-05-22",154.99,156.95,151.66,155.65,1037500,155.65
"2009-05-26",156.02,164.38,155.35,162.84,1907500,162.84
"2009-05-27",159.92,161.32,153.49,155.04,3583100,155.04
"2009-05-28",155.37,156.27,148.62,150.56,2219000,150.56
"2009-05-29",150.88,153.8,149.3,152.15,1855300,152.15
"2009-06-01",153.88,157.99,153.55,156.83,1218100,156.83
"2009-06-02",156.99,159.43,155.27,158.32,1066600,158.32
"2009-06-03",157.32,158.89,155.3,158.8,980700,158.8
"2009-06-04",158.38,158.54,155.44,158.4,1002000,158.4
"2009-06-05",159.49,160.41,156.35,159.57,1052200,159.57
"2009-06-08",158,159.54,157,158.34,547200,158.34
"2009-06-09",158.53,161.59,158.39,160.27,715600,160.27
"2009-06-10",160.84,161.25,155.72,157.92,1116200,157.92
"2009-06-11",158.34,158.89,154.05,154.05,1264100,154.05
"2009-06-12",153.55,155.98,151.59,155.5,774200,155.5
"2009-06-15",154.03,155.54,152.2,154.91,828800,154.91
"2009-06-16",154.89,155.12,152.08,152.48,788200,152.48
"2009-06-17",152.61,157.77,151.58,155.54,1072700,155.54
"2009-06-18",156.07,158.5,154.63,157.4,882800,157.4
"2009-06-19",158.1,158.1,155.67,155.73,1383400,155.73
"2009-06-22",153.87,156.47,153.56,155.1,1137200,155.1
"2009-06-23",155.29,155.44,153.56,154.21,1044400,154.21
"2009-06-24",153.36,153.67,147.44,148.8,1945000,148.8
"2009-06-25",148.87,152.09,148,152.09,1415700,152.09
"2009-06-26",152.04,152.05,149.2,149.85,1359600,149.85
"2009-06-29",151.15,152.63,148.32,151.75,924400,151.75
"2009-06-30",151.21,152.96,150.41,151.11,902100,151.11
"2009-07-01",153.58,153.66,150.58,152.76,989200,152.76
"2009-07-02",153.04,153.95,150,150,737900,150
"2009-07-06",149.94,153.47,148.72,153.02,801300,153.02
"2009-07-07",151.65,152.07,150.05,150.74,781700,150.74
"2009-07-08",151.82,155.74,151.44,155.33,1068500,155.33
"2009-07-09",155.05,156.62,154.05,155.27,962400,155.27
"2009-07-10",154.57,156.54,153.02,153.92,586600,153.92
"2009-07-13",153.81,156.35,151.71,155.89,825300,155.89
"2009-07-14",156.27,159.69,154.63,158.77,978000,158.77
"2009-07-15",159.7,160.8,157.83,158,1070500,158
"2009-07-16",158.1,158.5,157.01,157.85,966200,157.85
"2009-07-17",157.68,157.94,156.18,156.98,1216200,156.98
"2009-07-20",155.99,156.7,154.38,156.65,760000,156.65
"2009-07-21",156.52,156.52,152.33,155.93,1025300,155.93
"2009-07-22",154.93,157.76,154.93,156.97,1506900,156.97
"2009-07-23",156.86,157.85,155.2,156.78,1109300,156.78
"2009-07-24",155.92,157.3,155.42,157.24,460200,157.24
"2009-07-27",157.41,157.41,153.06,154.68,730100,154.68
"2009-07-28",154,155.26,152.81,153.65,595000,153.65
"2009-07-29",153.16,153.7,151.6,152.96,754300,152.96
"2009-07-30",154.13,158,154.07,156.31,920100,156.31
"2009-07-31",157.16,157.61,153.47,153.57,677200,153.57
"2009-08-03",152.7,153.17,149.38,150.31,1282000,150.31
"2009-08-04",149.5,150.42,147.65,148.31,941500,148.31
"2009-08-05",149.47,149.47,144.76,145.24,1089500,145.24
"2009-08-06",145.99,147.75,144.59,147.42,763600,147.42
"2009-08-07",147.99,151.95,147,151.32,967000,151.32
"2009-08-10",151,151,146.67,147.98,721900,147.98
"2009-08-11",147.95,149.43,146.45,148.75,428600,148.75
"2009-08-12",148.86,149.95,148.25,148.49,470400,148.49
"2009-08-13",143.68,145.36,141,145.13,1421800,145.13
"2009-08-14",145.01,145.5,143.34,143.92,812900,143.92
"2009-08-17",141.89,145.4,141.1,144.69,949000,144.69
"2009-08-18",147.88,151.94,146.26,149.84,1367200,149.84
"2009-08-19",148.68,152.33,148.1,151.15,916000,151.15
"2009-08-20",152.07,152.56,149.52,151.81,714600,151.81
"2009-08-21",151.8,153.28,151.03,153.25,520500,153.25
"2009-08-24",152.96,153.37,150.66,150.8,592800,150.8
"2009-08-25",151.27,151.81,149.69,149.98,869000,149.98
"2009-08-26",149.76,151.95,149.42,150.22,698400,150.22
"2009-08-27",149.7,150.23,147.81,149.07,863300,149.07
"2009-08-28",149.6,150.57,147,148.45,1121800,148.45
"2009-08-31",146.61,147.56,145.76,147.25,1153800,147.25
"2009-09-01",146.34,147.95,144.24,144.94,1006100,144.94
"2009-09-02",145.14,146.17,144.2,145.25,578200,145.25
"2009-09-03",145.38,148.98,144.77,148.81,817300,148.81
"2009-09-04",148.95,148.99,147.25,148.18,462200,148.18
"2009-09-08",149.62,150.07,147.51,150,700300,150
"2009-09-09",149.84,150.3,148.04,149.32,608200,149.32
"2009-09-10",149.31,150.23,147.88,149.4,572600,149.4
"2009-09-11",148.75,149.16,145.87,146.45,996200,146.45
"2009-09-14",145.34,147.44,144.82,147.2,578600,147.2
"2009-09-15",147.36,147.76,145.36,147.28,825700,147.28
"2009-09-16",147.59,148.76,146.42,147.41,622000,147.41
"2009-09-17",147.56,148.97,146.73,147.37,616800,147.37
"2009-09-18",146.91,152.55,146.88,152.09,1551100,152.09
"2009-09-21",151.81,154.31,150,153.55,901500,153.55
"2009-09-22",154.69,154.69,151.74,152.92,869700,152.92
"2009-09-23",148.61,148.94,141.44,141.5,3902100,141.5
"2009-09-24",142.72,144.4,142.05,142.5,1620600,142.5
"2009-09-25",142.18,144.5,142,143.97,1159200,143.97
"2009-09-28",143.98,145.44,142.41,142.77,862700,142.77
"2009-09-29",143.29,146.76,143.26,145.98,1528100,145.98
"2009-09-30",145.17,147,144.45,146.22,994500,146.22
"2009-10-01",145.77,147.06,144.13,145.62,1380100,145.62
"2009-10-02",144.21,147.32,143.82,146.05,1132100,146.05
"2009-10-05",145.7,147.12,144.57,145.14,1186300,145.14
"2009-10-06",146.24,147.66,145.33,147.08,928000,147.08
"2009-10-07",146.59,147.4,144.7,147.21,777700,147.21
"2009-10-08",147.5,148.78,146.86,147.12,606200,147.12
"2009-10-09",147.11,147.74,145.05,145.92,746100,145.92
"2009-10-12",146.12,146.83,144.4,144.87,746500,144.87
"2009-10-13",144.82,145.92,143.86,144.7,663500,144.7
"2009-10-14",145,145.89,143.4,143.95,1163700,143.95
"2009-10-15",143.41,145.36,143.21,144.67,908300,144.67
"2009-10-16",143.81,145.91,143.81,144.52,739700,144.52
"2009-10-19",143.84,145.34,142.25,144,1363000,144
"2009-10-20",143.9,143.9,140.4,140.94,1377900,140.94
"2009-10-21",141.07,142,137.98,137.99,1166500,137.99
"2009-10-22",137.47,139.45,137.19,139.1,929500,139.1
"2009-10-23",139.59,139.59,137.28,137.62,840900,137.62
"2009-10-26",137.51,139.15,137.03,137.46,557100,137.46
"2009-10-27",137.46,138.79,135.68,137.17,915600,137.17
"2009-10-28",136.55,138.97,136.34,136.42,1066600,136.42
"2009-10-29",139.01,140.5,137.64,138.29,885700,138.29
"2009-10-30",138.02,138.5,135.31,135.31,893000,135.31
"2009-11-02",135.82,137.3,135.13,136.22,810300,136.22
"2009-11-03",136.44,139.61,136.05,138.93,901200,138.93
"2009-11-04",139.78,141.42,139.09,139.35,891900,139.35
"2009-11-05",140.16,140.84,138.01,140.21,540900,140.21
"2009-11-06",139.98,141.37,138.58,140.32,550900,140.32
"2009-11-09",141.01,143.67,140.33,143.24,590900,143.24
"2009-11-10",142.76,143.6,142.11,143.35,530400,143.35
"2009-11-11",144.26,148.32,144.01,147.51,1191200,147.51
"2009-11-12",146.4,146.45,143.96,144.19,822800,144.19
"2009-11-13",144.16,145.3,143.01,143.67,432300,143.67
"2009-11-16",143.71,144,142,143.03,893700,143.03
"2009-11-17",142.68,143.19,141.43,142.62,476600,142.62
"2009-11-18",142.97,146.05,142.26,145.86,655300,145.86
"2009-11-19",146.15,146.15,144.24,145.83,558100,145.83
"2009-11-20",145.01,147.89,144.63,147.42,771900,147.42
"2009-11-23",148.12,148.85,146.9,147.73,366900,147.73
"2009-11-24",148,148.37,146.17,147.31,288900,147.31
"2009-11-25",147.2,150.69,147.2,150.29,657200,150.29
"2009-11-27",148.12,151.36,147.6,150.05,321600,150.05
"2009-11-30",149.63,149.97,146.98,147.87,665200,147.87
"2009-12-01",148.49,152.95,148.29,151.2,679200,151.2
"2009-12-02",151.66,152.05,149.89,150.48,427600,150.48
"2009-12-03",150.44,152.34,149.02,151.4,715200,151.4
"2009-12-04",152.12,154.83,149.98,152.08,735900,152.08
"2009-12-07",152.63,154.66,152.36,153.36,897600,153.36
"2009-12-08",152.66,158.95,149.92,156.9,1770200,156.9
"2009-12-09",157.96,157.96,153.96,156.31,727900,156.31
"2009-12-10",156,156.48,154.4,155.4,599700,155.4
"2009-12-11",156.83,156.83,154.79,155.78,282700,155.78
"2009-12-14",158.36,158.77,156.41,158.56,620700,158.56
"2009-12-15",158.56,158.59,156.73,156.91,345200,156.91
"2009-12-16",157.7,158.85,156.69,157.99,466800,157.99
"2009-12-17",160.89,160.89,157.7,158.15,576600,158.15
"2009-12-18",159.29,159.5,157.58,158.29,581500,158.29
"2009-12-21",158.29,159.97,157.74,159.52,597800,159.52
"2009-12-22",159.03,159.99,158.56,159.52,420300,159.52
"2009-12-23",159.52,161.33,159.14,160.28,514200,160.28
"2009-12-24",160.01,160.28,159.62,159.91,143500,159.91
"2009-12-28",160,160.94,159.3,159.59,364800,159.59
"2009-12-29",160.05,160.57,159.34,159.47,153900,159.47
"2009-12-30",159.13,160.65,158.72,159.47,277000,159.47
"2009-12-31",159.46,160.28,158.07,158.07,272000,158.07
"2010-01-04",158.99,159.39,157.71,158.03,408300,158.03
"2010-01-05",158.65,158.65,152.32,156.71,1224700,156.71
"2010-01-06",156.45,158.79,154.29,155.24,1074300,155.24
"2010-01-07",155.92,157.91,155.14,157.3,424500,157.3
"2010-01-08",156.73,156.99,155.14,155.28,461900,155.28
"2010-01-11",155.01,155.65,153.89,155.48,440400,155.48
"2010-01-12",155.26,156.19,153.55,155.14,453500,155.14
"2010-01-13",154.83,155.51,153.97,154.75,362100,154.75
"2010-01-14",154.5,154.72,152.75,154.38,375200,154.38
"2010-01-15",154.14,155.53,153.64,155.08,697300,155.08
"2010-01-19",154.81,157.43,154.35,157.28,591700,157.28
"2010-01-20",156.38,157.89,155.34,156.37,682200,156.37
"2010-01-21",156.98,159.01,156.98,157.33,560100,157.33
"2010-01-22",156.94,158.72,155.51,155.87,661100,155.87
"2010-01-25",156.75,157.61,156.07,156.44,509700,156.44
"2010-01-26",155.74,158.56,155.47,158.34,542100,158.34
"2010-01-27",158.34,159.59,155.57,156.38,661700,156.38
"2010-01-28",156.69,157.29,154.44,155.42,399200,155.42
"2010-01-29",155.31,156.66,154.97,155.03,422300,155.03
"2010-02-01",155.45,157.04,155.41,156.5,283800,156.5
"2010-02-02",156.34,158.05,155.84,157.58,364700,157.58
"2010-02-03",157.18,157.58,156.19,157.09,322200,157.09
"2010-02-04",156.57,157.37,154.34,154.4,689300,154.4
"2010-02-05",154.38,156.02,153.44,155.38,820800,155.38
"2010-02-08",157.56,159.45,156.94,156.94,666200,156.94
"2010-02-09",158.09,159.63,155.87,159.05,485800,159.05
"2010-02-10",158.58,159.45,157.89,158.5,329000,158.5
"2010-02-11",158.5,159.17,157.2,158.65,528100,158.65
"2010-02-12",158.2,161.13,157.72,160.85,481200,160.85
"2010-02-16",161.32,164.92,161.02,164.87,737500,164.87
"2010-02-17",164.5,165.73,163.45,165.62,328500,165.62
"2010-02-18",162.69,163.42,160.2,163.19,892100,163.19
"2010-02-19",163,164.52,162.54,163.67,490100,163.67
"2010-02-22",164.3,164.43,162.98,163.07,275700,163.07
"2010-02-23",162.6,165.85,162.6,164.24,434600,164.24
"2010-02-24",163.77,165.5,163.28,164.96,494100,164.96
"2010-02-25",162.87,166.31,162.76,166.08,686700,166.08
"2010-02-26",166.5,167.09,164.51,165.93,584000,165.93
"2010-03-01",165.43,166.66,164.3,166,704200,166
"2010-03-02",168.34,170.33,164.53,164.74,1696900,164.74
"2010-03-03",163.88,166.27,162.57,164.57,943100,164.57
"2010-03-04",164.78,168.4,164.75,167.62,742100,167.62
"2010-03-05",168.5,169.75,167.86,168.79,536100,168.79
"2010-03-08",168.76,168.97,167.77,168.15,495400,168.15
"2010-03-09",167.1,169.69,167.02,167.86,563300,167.86
"2010-03-10",167.36,169.06,167.36,168.09,633700,168.09
"2010-03-11",167.3,168.77,166.72,168.66,333600,168.66
"2010-03-12",168.73,169.33,168.09,168.89,256600,168.89
"2010-03-15",168.89,169.17,167.79,169,305300,169
"2010-03-16",167.79,169.33,167.46,169.17,516100,169.17
"2010-03-17",168.48,173.03,168.48,172,672200,172
"2010-03-18",172.49,174.15,171.29,172.21,309300,172.21
"2010-03-19",170.35,173.19,170.15,172.28,551100,172.28
"2010-03-22",172.65,174.82,171.62,174.19,518500,174.19
"2010-03-23",173.81,175.39,173.64,175.05,346000,175.05
"2010-03-24",174.33,174.33,172.75,173.57,437100,173.57
"2010-03-25",174.85,175.23,173.82,173.93,368000,173.93
"2010-03-26",173.93,175.35,173.31,174.22,308000,174.22
"2010-03-29",174.31,174.73,172.87,173.23,293800,173.23
"2010-03-30",172.84,174.89,172.73,173.58,343700,173.58
"2010-03-31",173.11,173.84,172.43,173.09,297500,173.09
"2010-04-01",173.82,175.33,173.82,174.88,288100,174.88
"2010-04-05",174.59,174.99,172.9,173.53,403200,173.53
"2010-04-06",173.51,174.14,172.59,173.97,281500,173.97
"2010-04-07",173.7,176.63,172.62,176,389200,176
"2010-04-08",175.44,176.09,174.17,175.05,347300,175.05
"2010-04-09",175.33,175.6,174.2,175.29,232600,175.29
"2010-04-12",175.36,176.1,174.83,175.42,219800,175.42
"2010-04-13",175.24,176.06,174.68,175.44,225400,175.44
"2010-04-14",176.44,180.2,175.62,179.8,395000,179.8
"2010-04-15",179.64,181.25,179.02,181.05,349000,181.05
"2010-04-16",181.01,181.5,179.54,180.11,506600,180.11
"2010-04-19",180.15,180.73,177.67,180,330900,180
"2010-04-20",180.17,180.99,179.2,179.76,236300,179.76
"2010-04-21",179.99,181.32,179.08,181,249200,181
"2010-04-22",180.05,183.27,180.05,182.24,454000,182.24
"2010-04-23",182.05,184.07,181.67,184.05,229400,184.05
"2010-04-26",184.98,185.47,183.54,185.13,226700,185.13
"2010-04-27",185.19,185.99,181.82,182.03,326700,182.03
"2010-04-28",182.17,183.65,179.1,180.26,353100,180.26
"2010-04-29",181.1,187.16,181.1,185.64,398700,185.64
"2010-04-30",186.49,187.94,183.61,185.01,443100,185.01
"2010-05-03",184.47,186.33,183.86,186.33,373100,186.33
"2010-05-04",185.1,185.1,181.58,183.83,307700,183.83
"2010-05-05",183,185.15,182.7,183.03,468000,183.03
"2010-05-06",182.69,183.1,171.65,178.13,675500,178.13
"2010-05-07",178.81,180.01,172.19,176.08,569300,176.08
"2010-05-10",179.71,183.29,179.14,183.15,554400,183.15
"2010-05-11",182.23,184.45,182.11,183.86,518200,183.86
"2010-05-12",184.45,185.4,182.45,185.22,320900,185.22
"2010-05-13",185.39,185.39,180.6,180.95,316000,180.95
"2010-05-14",180.9,182.23,178.9,180.31,535800,180.31
"2010-05-17",180.9,184.1,178.49,183.72,605700,183.72
"2010-05-18",183.77,185.46,180.5,180.8,369700,180.8
"2010-05-19",180,184.19,179.5,182.04,444400,182.04
"2010-05-20",182.43,184,179.57,179.66,925700,179.66
"2010-05-21",177.66,183.97,177.66,183.47,651000,183.47
"2010-05-24",181.77,186.24,180.02,184.25,516900,184.25
"2010-05-25",188.41,195.59,185.19,194.57,2169500,194.57
"2010-05-26",194.23,195.75,189.7,190.18,899000,190.18
"2010-05-27",192,192.43,191.3,192,978000,192
"2010-05-28",190.9,193.33,190.88,190.88,998100,190.88
"2010-06-01",191.32,194.13,189.24,191.46,815800,191.46
"2010-06-02",192.75,192.75,189.88,192.65,1057500,192.65
"2010-06-03",192.14,192.99,191.34,192.93,672400,192.93
"2010-06-04",191.43,192.22,188.19,188.89,698100,188.89
"2010-06-07",190.1,190.96,185.85,186.09,629900,186.09
"2010-06-08",186,188.95,185.51,188.89,707400,188.89
"2010-06-09",189.85,191.66,187.95,188.59,627600,188.59
"2010-06-10",185.91,188.81,183.7,187.72,1364900,187.72
"2010-06-11",187.62,189.81,185.21,189.3,866200,189.3
"2010-06-14",190.42,192.54,190.09,190.66,467700,190.66
"2010-06-15",191.5,194.27,190.22,194.23,681200,194.23
"2010-06-16",193.92,196.49,193.91,195.41,596700,195.41
"2010-06-17",194.91,196.06,193.19,195.13,459200,195.13
"2010-06-18",195.64,196.75,194.74,195.31,590500,195.31
"2010-06-21",196.75,196.95,194.33,194.85,559200,194.85
"2010-06-22",194.7,196.65,192.63,192.85,534400,192.85
"2010-06-23",192.6,196.7,192.13,196.23,654000,196.23
"2010-06-24",195.53,196.81,192.91,195.64,656100,195.64
"2010-06-25",196.5,197.63,194.97,196.13,645000,196.13
"2010-06-28",196.13,198.22,195.08,196.21,417900,196.21
"2010-06-29",194.87,197.46,192.17,195.53,728900,195.53
"2010-06-30",195.28,197.13,192.7,193.22,560300,193.22
"2010-07-01",193,195.2,189.38,194.72,743400,194.72
"2010-07-02",195.5,196.36,194,195.01,447600,195.01
"2010-07-06",196.32,197.37,192.65,194.66,611200,194.66
"2010-07-07",194.16,197.33,194.1,197.11,690900,197.11
"2010-07-08",197.75,200.59,197.08,198.1,763100,198.1
"2010-07-09",198.4,200.74,197.6,200.12,557000,200.12
"2010-07-12",200.38,203.5,199.76,202.69,637700,202.69
"2010-07-13",203.98,206.42,203.05,205.43,609300,205.43
"2010-07-14",205.31,206.15,203.8,204.96,594700,204.96
"2010-07-15",204.7,205.45,203.6,204.91,932600,204.91
"2010-07-16",204.55,204.96,201.51,202.25,636900,202.25
"2010-07-19",202.92,204.81,201.9,203.85,395000,203.85
"2010-07-20",201.97,208.2,201.97,207.5,619100,207.5
"2010-07-21",207.92,207.92,205.81,206.29,531300,206.29
"2010-07-22",207.25,208,205.77,206.94,985700,206.94
"2010-07-23",206.5,207.48,206.11,207,1125800,207
"2010-07-26",207.9,212.27,207.79,212.06,693000,212.06
"2010-07-27",213,213,209.62,209.96,633500,209.96
"2010-07-28",210.47,211.47,209.59,210.37,864200,210.37
"2010-07-29",211.4,211.73,207.1,208.77,802000,208.77
