"","CAT.Open","CAT.High","CAT.Low","CAT.Close","CAT.Volume","CAT.Adjusted"
"2013-12-20",87.85,89.11,87.81,88.93,7389700,88.35
"2013-12-23",89.31,90.07,89.27,89.96,5733300,89.38
"2013-12-24",90,90.98,89.99,90.91,2675700,90.32
"2013-12-26",90.99,91.67,90.7,91.15,4790800,90.56
"2013-12-27",91.14,91.43,90.56,90.87,3373800,90.28
"2013-12-30",90.85,91.03,90.28,90.87,2625000,90.28
"2013-12-31",91,91.18,90.46,90.81,3098900,90.22
"2014-01-02",90.41,90.45,89.33,89.87,4898000,89.29
"2014-01-03",90,90.25,89.59,89.82,3722000,89.24
"2014-01-06",90.19,90.3,88.38,88.64,5233900,88.06
"2014-01-07",88.77,89.23,88.75,88.93,3512100,88.35
"2014-01-08",88.78,89.82,88.67,89.14,4421600,88.56
"2014-01-09",89.26,89.8,88.69,89.71,4466400,89.13
"2014-01-10",89.41,90.6,89.29,90.51,5416000,89.92
"2014-01-13",90.26,91.26,89.82,89.89,5213600,89.31
"2014-01-14",89.86,90.71,89.86,90.56,3712100,89.97
"2014-01-15",90.88,93.2,90.88,92.41,10121900,91.81
"2014-01-16",91.89,92.86,91.7,92.01,4771000,92.01
"2014-01-17",92.15,92.26,91.01,91.44,6833400,91.44
"2014-01-21",91.6,91.85,89.64,90.6,5544900,90.6
"2014-01-22",90.59,90.82,89.35,89.64,4787300,89.64
"2014-01-23",88.7,89.08,88.05,88.48,5014800,88.48
"2014-01-24",87.98,87.99,85.88,86.17,8087400,86.17
"2014-01-27",91.77,92.31,89.07,91.29,22202300,91.29
"2014-01-28",91.4,92.67,91.35,92.47,9409600,92.47
"2014-01-29",91.31,91.96,90.29,90.62,8145900,90.62
"2014-01-30",91.53,93.85,90.73,93.2,14764700,93.2
"2014-01-31",92.16,94.69,92.01,93.91,9697300,93.91
"2014-02-03",93.74,93.94,91.95,92.42,9084100,92.42
"2014-02-04",92.48,92.65,91.49,92.5,6839700,92.5
"2014-02-05",92.24,92.51,91.06,91.96,5134500,91.96
"2014-02-06",91.94,94.23,91.79,93.83,6844200,93.83
"2014-02-07",94.17,95.24,93.88,94.87,9140200,94.87
"2014-02-10",94.97,94.98,93.63,94.5,5933400,94.5
"2014-02-11",94.62,95.34,94.28,94.96,6006100,94.96
"2014-02-12",95.31,96.64,95.17,96.17,8002000,96.17
"2014-02-13",95.29,96.41,95.11,96.11,4387000,96.11
"2014-02-14",95.86,96.68,95.84,96.55,4145300,96.55
"2014-02-18",95.85,96.94,95.85,96.56,4871700,96.56
"2014-02-19",96.19,97.67,96.11,96.21,5865200,96.21
"2014-02-20",96.51,97.52,95.3,96.92,7718400,96.92
"2014-02-21",97.11,97.95,96.92,97.5,5554600,97.5
"2014-02-24",97.55,98.24,97.18,97.32,4887800,97.32
"2014-02-25",96.84,96.98,95.82,96.41,5989200,96.41
"2014-02-26",96.66,97.91,96.34,97.2,4753900,97.2
"2014-02-27",97.21,97.64,96.52,96.7,4337700,96.7
"2014-02-28",96.63,97.52,96.3,96.97,5411100,96.97
"2014-03-03",96.32,96.67,95.6,96.31,4859200,96.31
"2014-03-04",97.2,97.46,96.56,97.02,6261300,97.02
"2014-03-05",96.54,96.9,95.88,96.37,5384800,96.37
"2014-03-06",96.95,98.15,96.66,97.6,6714300,97.6
"2014-03-07",97.78,97.87,96.5,97.05,5259200,97.05
"2014-03-10",96.64,96.8,95.86,96.75,4640300,96.75
"2014-03-11",97.09,97.91,96.62,96.84,5731200,96.84
"2014-03-12",96.3,97.24,96.3,96.82,4448600,96.82
"2014-03-13",97.2,97.73,95.06,95.61,8426300,95.61
"2014-03-14",95.45,96.25,95.2,95.39,5002000,95.39
"2014-03-17",95.99,96.45,95.55,95.67,4642400,95.67
