"","GD.Open","GD.High","GD.Low","GD.Close","GD.Volume","GD.Adjusted"
"2010-06-23",65.55,65.63,64.01,64.89,2771700,58.41
"2010-06-24",64.67,65.1,63.14,63.25,2864700,56.94
"2010-06-25",63.35,63.68,62.31,63.22,3015700,56.91
"2010-06-28",63.42,63.42,62.16,62.26,2861600,56.04
"2010-06-29",61.33,61.57,59.2,59.43,4487800,53.5
"2010-06-30",58.92,59.69,58.47,58.56,3261300,53.09
"2010-07-01",58.61,58.84,57.68,58.5,2983600,53.03
"2010-07-02",58.79,59.25,58.3,58.7,2281100,53.22
"2010-07-06",59.08,59.71,58.12,58.64,2539700,53.16
"2010-07-07",58.87,60.27,58.58,60.22,3237600,54.59
"2010-07-08",60.58,61.08,60.31,60.97,1790500,55.27
"2010-07-09",60.78,60.86,60,60.84,1299300,55.16
"2010-07-12",60.34,60.43,59.52,59.87,1869200,54.28
"2010-07-13",60.42,60.83,60.07,60.56,1946100,54.9
"2010-07-14",60.26,61.61,60.16,61.61,2813900,55.85
"2010-07-15",61.6,61.83,60.45,61.47,2131100,55.73
"2010-07-16",60.97,61.29,58.75,58.9,2316800,53.4
"2010-07-19",58.84,59.04,58.2,58.6,2013400,53.13
"2010-07-20",57.91,59.22,56.93,59.21,3230100,53.68
"2010-07-21",59.53,60.44,59,59.28,2485900,53.74
"2010-07-22",59.9,61.4,59.9,61.03,1922800,55.33
"2010-07-23",60.98,61.87,60.48,61.29,2056600,55.56
"2010-07-26",61.31,63.08,61.29,62.49,1486700,56.65
"2010-07-27",62.57,62.74,61.7,61.77,1821900,56
"2010-07-28",61.52,62.57,61.22,61.8,2405600,56.03
"2010-07-29",62.3,62.69,61.03,61.73,1852100,55.96
"2010-07-30",60.99,61.52,60.58,61.25,2805900,55.53
"2010-08-02",62.06,63.15,61.74,62.91,2149800,57.03
"2010-08-03",62.61,63.2,62.44,62.67,1561400,56.82
"2010-08-04",62.93,63.46,62.72,63.34,1584500,57.42
"2010-08-05",63.07,63.79,62.89,63.77,1617000,57.81
"2010-08-06",63.28,64.02,62.97,63.78,2403300,57.82
"2010-08-09",64.05,64.4,63.87,64.32,1192700,58.31
"2010-08-10",63.63,64.44,63.09,64.09,2083600,58.1
"2010-08-11",63.17,63.18,61.02,61.32,2317600,55.59
"2010-08-12",60.28,61.02,60.21,60.72,2083400,55.05
"2010-08-13",60.52,61.16,60.4,60.67,1895100,55
"2010-08-16",60.27,60.7,59.75,60.42,1551100,54.78
"2010-08-17",61.1,62.79,61.03,62.34,2721300,56.52
"2010-08-18",62.55,62.67,62,62.49,1825200,56.65
"2010-08-19",62.31,62.35,60.39,60.62,2418900,54.96
"2010-08-20",60.17,60.51,59.71,60.23,2368000,54.6
"2010-08-23",60.14,60.36,59.24,59.33,1987600,53.79
"2010-08-24",58.45,58.79,57.62,57.87,2138400,52.46
"2010-08-25",57.51,57.71,56.27,56.99,4329000,51.67
"2010-08-26",57.15,57.72,56.65,56.83,2066100,51.52
"2010-08-27",56.59,57.41,55.46,57.37,2812500,52.01
"2010-08-30",57.13,57.53,56.52,56.57,2045800,51.29
"2010-08-31",56.26,56.43,55.68,55.87,2418800,50.65
"2010-09-01",56.7,58,56.23,57.78,1940100,52.38
"2010-09-02",58.14,58.96,57.81,58.95,2034900,53.44
"2010-09-03",59.54,59.99,59.25,59.72,1639300,54.14
"2010-09-07",59.24,59.3,57.72,58.49,2226000,53.03
"2010-09-08",58.8,59.85,58.59,59.49,2807400,53.93
"2010-09-09",60,60.42,59.26,59.82,1839700,54.23
"2010-09-10",60.11,61.25,59.85,61.13,2462300,55.42
"2010-09-13",61.76,62.88,61.76,62.18,2813200,56.37
"2010-09-14",61.94,62.07,61.15,61.46,2156100,55.72
"2010-09-15",61.02,61.3,60.53,61.27,2314000,55.55
"2010-09-16",61.17,61.37,60.87,61.31,1887000,55.58
"2010-09-17",61.52,62.81,61.44,62.69,3122300,56.83
"2010-09-20",63.11,63.73,62.35,63.63,1824500,57.69
"2010-09-21",63.61,64.21,63.25,63.61,1347600,57.67
"2010-09-22",63.63,63.92,62.58,62.87,1642900,57
"2010-09-23",62.34,62.85,61.86,61.98,1484800,56.19
"2010-09-24",62.55,63.75,62.55,63.68,1270400,57.73
"2010-09-27",63.83,63.96,63.02,63.13,1288500,57.23
"2010-09-28",63.25,63.35,62.23,63.27,2395700,57.36
"2010-09-29",62.97,63.19,62.35,63.06,2165700,57.17
"2010-09-30",63.49,64.6,62.62,62.81,2454000,56.94
"2010-10-01",63.33,63.43,62.38,62.46,1756900,56.62
"2010-10-04",62.42,62.73,61.51,61.75,1935500,55.98
"2010-10-05",62.39,63.48,61.89,63.41,2735600,57.49
"2010-10-06",63.14,63.77,63.02,63.64,2134800,58.08
"2010-10-07",63.81,64.03,62.8,63.13,1519500,57.61
"2010-10-08",63.14,63.65,62.69,63.37,1454000,57.83
"2010-10-11",63.48,63.53,62.99,63.13,790100,57.61
"2010-10-12",62.97,63.57,62.13,63.37,1415800,57.83
"2010-10-13",63.58,64.52,63.58,64.06,1554200,58.46
"2010-10-14",64.12,64.2,62.92,63.17,1760200,57.65
"2010-10-15",63.5,64.05,62.9,63.93,2961800,58.34
"2010-10-18",63.94,64.48,63.55,64.37,1271700,58.75
"2010-10-19",63.45,63.67,62.17,62.96,2166700,57.46
"2010-10-20",63.26,64.35,63.23,63.83,1795000,58.25
"2010-10-21",64.17,65.16,64.17,64.55,1741500,58.91
"2010-10-22",64.54,64.73,64.04,64.5,1218900,58.86
"2010-10-25",65.11,65.13,63.99,64.06,1762900,58.46
"2010-10-26",63.83,64.43,63.43,64.09,2025500,58.49
"2010-10-27",64.24,65.53,63.48,65.42,3872300,59.7
"2010-10-28",66.32,67.88,66.02,67.78,5072000,61.86
"2010-10-29",67.39,68.13,67.29,68.12,3459400,62.17
"2010-11-01",68.33,68.85,67.31,67.86,1852400,61.93
"2010-11-02",68.54,69.1,67.98,67.99,2069700,62.05
"2010-11-03",68.21,68.77,67.27,67.95,2405600,62.01
"2010-11-04",68.81,69.3,68.25,69.17,2283900,63.13
"2010-11-05",69.1,69.97,68.9,69.66,1778300,63.57
"2010-11-08",69.14,69.8,68.96,69.4,1342900,63.34
"2010-11-09",69.53,69.61,68.9,69.2,1714000,63.15
"2010-11-10",69.06,69.1,67.98,68.21,1632100,62.25
"2010-11-11",67.72,68,67.08,67.42,1976300,61.53
"2010-11-12",67.06,67.18,66.25,66.5,1752400,60.69
"2010-11-15",66.59,67.19,66.22,66.55,1278200,60.74
"2010-11-16",66.04,66.38,65.08,65.54,2031300,59.81
"2010-11-17",65.59,65.73,64.83,65.39,1722100,59.68
"2010-11-18",65.92,67.06,65.44,67.05,2321900,61.19
"2010-11-19",67.09,67.22,66.24,66.6,1654900,60.78
"2010-11-22",66.3,66.6,65.57,66.26,1482000,60.47
"2010-11-23",65.63,66.62,65.48,66.48,1896600,60.67
"2010-11-24",66.78,68.47,66.78,68.02,1924100,62.08
"2010-11-26",67.4,67.7,66.84,67.12,555800,61.26
"2010-11-29",66.51,66.52,65.05,66.31,2452500,60.52
"2010-11-30",65.82,66.59,65.44,66.09,2141900,60.32
"2010-12-01",67.03,67.81,67.03,67.62,1712900,61.71
"2010-12-02",67.85,68.4,67.38,67.8,2093800,61.88
"2010-12-03",67.56,67.87,67.28,67.58,1844400,61.68
"2010-12-06",67.59,67.8,66.96,67.63,1998400,61.72
"2010-12-07",68.33,69.13,68.13,68.73,2380900,62.72
"2010-12-08",68.72,68.77,67.92,68.47,1532700,62.49
"2010-12-09",68.91,69.18,67.96,68.89,2334000,62.87
"2010-12-10",68.91,69.73,68.78,69.56,1982900,63.48
"2010-12-13",69.71,69.84,68.53,69.4,2564000,63.34
"2010-12-14",69.18,70.39,69.18,69.98,2731000,63.87
"2010-12-15",69.7,69.98,69.26,69.35,1685800,63.29
"2010-12-16",69.76,70.49,69.31,70.42,1685600,64.27
"2010-12-17",70.32,70.5,69.73,70.28,2935600,64.14
"2010-12-20",70.39,70.47,69.63,70.01,1714700,63.89
"2010-12-21",70.18,70.72,70.01,70.19,1255900,64.06
"2010-12-22",70.51,70.53,70.1,70.53,915700,64.37
"2010-12-23",70.37,71.34,70.31,71.02,1226000,64.81
"2010-12-27",70.83,71.33,70.52,71.1,1074900,64.89
"2010-12-28",71.11,71.24,70.44,71.02,1305800,64.81
"2010-12-29",71.11,71.44,70.77,70.83,1397600,64.64
"2010-12-30",70.54,71.11,70.32,70.77,1385400,64.59
"2010-12-31",70.6,71.33,70.24,70.96,1454900,64.76
"2011-01-03",70.26,70.57,69.87,69.97,2769300,63.86
"2011-01-04",70.23,70.42,69.45,70.29,2362800,64.15
"2011-01-05",69.96,70.82,69.84,70.61,2379900,64.44
"2011-01-06",70.44,71.99,70.2,71.39,2030800,65.15
"2011-01-07",71.74,72.3,71.4,72.01,3318200,65.72
"2011-01-10",71.75,71.75,70.86,71.18,1910000,64.96
"2011-01-11",71.45,71.78,71.02,71.25,1902600,65.02
"2011-01-12",71.52,71.9,71.06,71.16,1187700,65.33
"2011-01-13",71.85,72.15,71.44,71.78,2041300,65.9
"2011-01-14",71.67,72.28,71.22,72.18,1529000,66.26
"2011-01-18",72.38,73.04,71.61,72.73,3287800,66.77
"2011-01-19",72.16,72.67,71.86,72.67,2221100,66.71
"2011-01-20",72.49,73.47,72.47,73.45,2407700,67.43
"2011-01-21",73.7,73.86,72.88,72.97,1884600,66.99
"2011-01-24",72.46,73.09,72.27,72.74,1570400,66.78
"2011-01-25",72.68,74.28,72.58,74.17,2882000,68.09
"2011-01-26",74.2,75.19,72.92,74.64,3572900,68.52
"2011-01-27",74.6,76.5,74.6,76.2,3116400,69.95
"2011-01-28",76.05,76.2,73.85,74.13,2331000,68.05
"2011-01-31",74.25,75.41,74.16,75.4,2152400,69.22
"2011-02-01",75.49,76.13,75.06,76.03,1233900,69.8
"2011-02-02",75.83,76.75,75.77,76.08,1664900,69.84
"2011-02-03",76.44,76.44,75.32,75.66,1438500,69.46
"2011-02-04",75.86,75.98,75.29,75.62,1319900,69.42
"2011-02-07",75.93,76.49,75.72,76.44,1409500,70.17
"2011-02-08",77.04,77.96,76.64,77.85,1981000,71.47
"2011-02-09",77.58,78.21,77.18,77.9,1711600,71.51
"2011-02-10",77.89,77.9,77.05,77.26,2082900,70.93
"2011-02-11",77.08,77.72,76.59,77.45,1332100,71.1
"2011-02-14",77.59,77.65,76.5,76.87,1329800,70.57
"2011-02-15",76.41,77.72,76.08,77.62,1864500,71.26
"2011-02-16",77.7,77.8,76.22,77.05,1458400,70.73
"2011-02-17",76.77,77.51,76.57,77.3,962300,70.96
"2011-02-18",77.85,78.27,77.69,78.11,1971300,71.71
"2011-02-22",77.3,77.34,75.95,76.22,1371300,69.97
"2011-02-23",76.04,76.73,74.89,75.45,1683900,69.27
"2011-02-24",75.54,76.45,75.13,76.11,1606600,69.87
"2011-02-25",76.29,76.8,75.56,75.94,1320000,69.72
"2011-02-28",76.27,76.79,75.93,76.12,2031200,69.88
"2011-03-01",76.35,76.87,74.9,75.07,1779500,68.92
"2011-03-02",74.74,75.44,74.18,75.11,1825200,68.95
"2011-03-03",75.86,78.12,75.86,77.66,2069300,71.29
"2011-03-04",76.13,76.6,74.88,76.32,3654400,70.06
"2011-03-07",76.42,77,75.07,75.45,1941300,69.27
"2011-03-08",75.54,76.88,75.48,76.56,1479600,70.28
"2011-03-09",76.32,77.01,75.81,76.98,1529800,70.67
"2011-03-10",76.16,76.29,75.16,75.35,1478000,69.17
"2011-03-11",75.55,76.66,74.37,76.13,1899900,69.89
"2011-03-14",75.43,75.93,74.65,75.48,1372500,69.29
"2011-03-15",73.51,75.28,73.31,74.83,2311400,68.7
"2011-03-16",74.77,74.83,73.22,73.75,3142400,67.71
"2011-03-17",75,75.39,73.57,73.96,2936100,67.9
"2011-03-18",75.15,75.28,73.74,74.38,4492100,68.28
"2011-03-21",75.03,76.44,74.96,75.71,1397800,69.5
"2011-03-22",75.83,76.28,75.67,76.04,1375100,69.81
"2011-03-23",76.03,76.62,75.64,76.23,1185900,69.98
"2011-03-24",76.56,76.98,76.01,76.85,1006600,70.55
"2011-03-25",76.93,77.14,76.34,76.51,1166500,70.24
"2011-03-28",76.59,76.74,75.72,75.93,1570100,69.71
"2011-03-29",75.91,76.5,75.56,76.27,1270900,70.02
"2011-03-30",76.71,76.71,75.52,76,1876700,69.77
"2011-03-31",75.83,76.99,75.7,76.56,1646100,70.28
"2011-04-01",76.83,78,76.73,77.42,1700300,71.07
"2011-04-04",74.7,74.7,72.12,73.37,11382300,67.36
"2011-04-05",73.25,74.89,73.02,74.6,3090000,68.49
"2011-04-06",74.68,74.88,74.1,74.74,2022400,69.05
"2011-04-07",74.66,75.2,74.27,74.95,1703500,69.24
"2011-04-08",75.24,75.37,74.27,74.51,1660000,68.84
"2011-04-11",74.44,74.76,73.56,73.75,2040800,68.13
"2011-04-12",73.47,73.59,72.63,72.92,1756400,67.37
"2011-04-13",73.32,73.44,70.98,71.81,2997300,66.34
"2011-04-14",71.44,71.8,70.93,71.46,2316100,66.02
"2011-04-15",71.81,72.38,71.14,71.88,1994400,66.41
"2011-04-18",71.01,71.19,70.47,70.79,2118100,65.4
"2011-04-19",71,71.43,70.85,71.06,1443000,65.65
"2011-04-20",71.83,72.73,71.28,72.37,1424000,66.86
"2011-04-21",72.86,72.86,72.15,72.25,1058800,66.75
"2011-04-25",72.35,72.51,71.95,72.14,944700,66.65
"2011-04-26",72.56,73.15,72.25,72.64,1800000,67.11
"2011-04-27",72.92,73.64,72.26,72.72,1669200,67.18
"2011-04-28",72.42,72.55,70.54,71.55,3576700,66.1
"2011-04-29",71.76,72.95,71.73,72.82,2066900,67.28
"2011-05-02",73.15,74.25,73.06,73.59,2571000,67.99
"2011-05-03",73.42,74.45,73.17,74.31,1884600,68.65
"2011-05-04",74.4,74.86,73.64,73.71,2645600,68.1
"2011-05-05",73.36,74.59,73.04,73.69,2601600,68.08
"2011-05-06",74.51,74.8,73.93,74.44,2408900,68.77
"2011-05-09",74.33,75.07,74.06,74.57,1381300,68.89
"2011-05-10",74.17,74.8,73.78,74.49,1966500,68.82
"2011-05-11",74.32,74.97,74.16,74.74,1579000,69.05
"2011-05-12",74.61,75.29,74.33,74.81,1155200,69.11
"2011-05-13",74.74,74.99,73.73,74.37,1879600,68.71
"2011-05-16",74.22,74.63,73.66,74.24,1388300,68.59
"2011-05-17",73.98,74.34,72.86,73.5,1586500,67.9
"2011-05-18",73.74,74.3,73.27,74,1403900,68.37
"2011-05-19",74.53,74.98,73.76,73.88,2009300,68.25
"2011-05-20",73.8,73.89,72.86,73.03,1833400,67.47
"2011-05-23",72.22,72.77,71.38,71.39,2498000,65.95
"2011-05-24",71.54,71.96,70.8,70.95,2774700,65.55
"2011-05-25",70.53,70.8,70.17,70.53,2721300,65.16
"2011-05-26",70.29,70.61,69.83,70.2,2005500,64.85
"2011-05-27",70.53,71.54,70.46,71.26,2903000,65.83
"2011-05-31",73.19,74.68,72.77,74.22,5001600,68.57
"2011-06-01",73.83,74.14,71.79,71.8,2946500,66.33
"2011-06-02",71.97,72.5,71.35,71.42,2423400,65.98
"2011-06-03",70.53,70.86,70.04,70.6,2751300,65.22
"2011-06-06",70.41,71.11,70.32,70.7,2139900,65.32
"2011-06-07",71.05,71.15,70.59,70.66,2269800,65.28
"2011-06-08",70.63,70.85,70.04,70.4,2010400,65.04
"2011-06-09",70.68,70.94,70.06,70.49,1547100,65.12
"2011-06-10",70.17,70.64,69.2,69.37,2812100,64.09
"2011-06-13",69.64,69.88,69.23,69.64,1929700,64.34
"2011-06-14",70.33,70.82,70.3,70.44,1634300,65.08
"2011-06-15",69.98,71.07,69.95,70.85,3247600,65.46
"2011-06-16",71.08,72.05,70.85,71.28,1771800,65.85
"2011-06-17",71.88,72.55,71.48,71.67,1672700,66.21
"2011-06-20",71.27,72.88,71.22,72.77,1744000,67.23
"2011-06-21",73.02,73.74,73.02,73.4,1627800,67.81
"2011-06-22",73.08,74.05,73.01,73.36,1842600,67.77
"2011-06-23",72.46,73,72,72.9,2211500,67.35
"2011-06-24",72.88,73.2,72.06,72.29,2355400,66.79
"2011-06-27",72.47,73.48,72.2,73.26,1644600,67.68
"2011-06-28",73.46,74.04,73.3,73.74,1487500,68.13
"2011-06-29",73.82,73.99,73.46,73.9,1527800,68.71
"2011-06-30",74.09,74.98,73.83,74.52,1481300,69.29
"2011-07-01",74.44,75.93,74.34,75.81,1454400,70.49
"2011-07-05",75.54,75.81,74.42,74.9,1883200,69.64
"2011-07-06",75.03,75.33,74.49,74.63,1593100,69.39
"2011-07-07",75.43,75.64,74.5,75.6,2238000,70.29
"2011-07-08",75.05,75.05,74.3,74.66,1978400,69.42
"2011-07-11",73.9,74.38,73.58,73.74,1612200,68.56
"2011-07-12",73.52,73.88,72.9,72.98,1505200,67.86
"2011-07-13",73.4,73.68,72.41,72.65,1321200,67.55
"2011-07-14",72.73,72.74,71.2,71.37,2359900,66.36
"2011-07-15",71.48,71.48,69.7,70.36,2593400,65.42
"2011-07-18",69.95,70.13,69.03,69.46,1773300,64.58
"2011-07-19",69.85,70.03,69.39,69.93,2070600,65.02
"2011-07-20",70.62,70.85,69.66,69.94,2723000,65.03
"2011-07-21",70.26,71.92,70.07,71.57,1822300,66.54
"2011-07-22",71.61,71.61,70.72,70.8,1550800,65.83
"2011-07-25",70.48,71.5,70.08,71.15,2185100,66.15
"2011-07-26",70.92,71.09,70.27,70.32,1672200,65.38
"2011-07-27",71.02,71.04,68.16,68.63,3072500,63.81
"2011-07-28",68.54,69.67,67.66,67.75,2606400,62.99
"2011-07-29",67.37,68.63,66.56,68.14,2525200,63.36
"2011-08-01",68.45,68.45,66.34,67.51,4057800,62.77
"2011-08-02",67.14,68.05,66.16,66.16,3024900,61.51
"2011-08-03",66.09,66.5,64.73,65.9,2686000,61.27
"2011-08-04",64.62,65.13,63.17,63.22,3974000,58.78
"2011-08-05",64.06,64.88,62.66,64.44,4895200,59.92
"2011-08-08",62.88,63.72,60.78,60.8,5830400,56.53
"2011-08-09",60.78,62.56,58.12,62.42,7067800,58.04
"2011-08-10",61.17,61.17,58.21,58.38,4580800,54.28
"2011-08-11",58.65,62.34,58.58,61.51,3805200,57.19
"2011-08-12",62.12,62.24,60.82,61.18,3947800,56.88
"2011-08-15",61.84,62.83,61.63,62.77,2338200,58.36
"2011-08-16",61.47,62.5,61.23,62.04,1756000,57.68
"2011-08-17",62.3,62.58,61.04,61.88,2461500,57.53
"2011-08-18",59.89,60.09,57.75,58.23,3686300,54.14
"2011-08-19",57.46,58.86,57.39,57.47,3800900,53.43
"2011-08-22",58.57,58.9,57.9,58.2,2636800,54.11
"2011-08-23",58.39,59.51,58,59.51,2238700,55.33
"2011-08-24",59.48,61.12,59.34,61,1758400,56.72
"2011-08-25",61.32,61.69,59.79,60,1826700,55.79
"2011-08-26",59.62,61.49,58.71,61.28,1987300,56.98
"2011-08-29",61.95,63.05,61.88,63.01,1382600,58.59
"2011-08-30",62.96,64.29,62.3,63.95,2115900,59.46
"2011-08-31",64.43,64.89,63.46,64.08,1744900,59.58
"2011-09-01",64.08,64.66,62.92,63.1,1657300,58.67
"2011-09-02",62.06,62.06,60.74,60.94,2223500,56.66
"2011-09-06",59.27,60.41,58.72,60.3,2616800,56.07
"2011-09-07",61.12,61.85,60.61,61.35,2647500,57.04
"2011-09-08",60.65,61.63,60.3,60.4,2276900,56.16
"2011-09-09",59.56,59.79,58.4,59,2599200,54.86
"2011-09-12",58.59,58.95,57.77,58.9,2698400,54.76
"2011-09-13",58.97,60.01,58.45,58.99,2523000,54.85
"2011-09-14",59.33,60.66,57.94,59.86,3188500,55.66
"2011-09-15",60.23,61.44,60.21,61.22,2426700,56.92
"2011-09-16",61.75,61.75,60.2,60.6,4340900,56.34
"2011-09-19",59.67,60.4,59.3,60.17,2474900,55.95
"2011-09-20",60.43,60.65,59.5,59.55,2007000,55.37
"2011-09-21",59.8,59.92,57.22,57.27,2595100,53.25
"2011-09-22",56.08,56.2,55.27,55.87,3434000,51.95
"2011-09-23",53.97,56.69,53.95,55.92,2845400,51.99
"2011-09-26",56.49,57.45,56.05,56.85,2866500,52.86
"2011-09-27",57.59,59.16,57.59,58.29,2511700,54.2
"2011-09-28",58.37,58.95,57.35,57.44,2081200,53.41
"2011-09-29",58.38,59.24,57.09,58.18,1766700,54.09
"2011-09-30",57.45,58.36,56.88,56.89,2432100,52.9
"2011-10-03",56.85,57.72,55.6,55.67,2220900,51.76
"2011-10-04",55.02,57.2,54.72,57.11,3300000,53.1
"2011-10-05",56.78,57.84,56.4,57.71,2513500,54.1
"2011-10-06",57.85,58.97,57.57,58.95,1507100,55.27
"2011-10-07",59.44,60.29,58.96,59.55,2423800,55.83
"2011-10-10",60.56,61.68,60.56,61.68,1585400,57.82
"2011-10-11",61.19,61.79,61.14,61.48,1769800,57.64
"2011-10-12",62.04,63.22,61.74,62.52,1771900,58.61
"2011-10-13",61.9,62.05,60.91,61.81,1325500,57.95
"2011-10-14",62.58,62.74,61.59,62.04,1630900,58.16
"2011-10-17",61.86,62.31,60.79,60.93,1736000,57.12
"2011-10-18",61.02,63.28,60.35,62.64,1969300,58.72
"2011-10-19",62.7,63.25,62.35,62.47,1809300,58.57
"2011-10-20",62.63,63.46,61.81,63.15,1996900,59.2
"2011-10-21",63.6,65.33,63.58,65.32,3229700,61.24
"2011-10-24",65.28,65.91,64.95,65.63,1865700,61.53
"2011-10-25",65.24,66.08,64.6,65.26,2382600,61.18
"2011-10-26",66.42,66.42,63.56,63.89,4161900,59.9
"2011-10-27",65.56,66.17,64.32,65.61,2695100,61.51
"2011-10-28",65.53,66.25,65.03,65.47,2010100,61.38
"2011-10-31",64.97,65.53,64.19,64.19,2022500,60.18
"2011-11-01",62.79,63.2,60.79,61.43,2959900,57.59
"2011-11-02",62.44,62.62,61.77,61.95,2760300,58.08
"2011-11-03",62.47,63.97,62.47,63.63,2589200,59.65
"2011-11-04",63.15,63.53,62.47,63.45,1291900,59.48
"2011-11-07",63.25,64.28,62.85,64.2,1341600,60.19
"2011-11-08",64.69,65.17,63.84,65.13,1712500,61.06
"2011-11-09",63.65,63.89,62.72,62.96,1932300,59.02
"2011-11-10",63.9,63.97,62.94,63.38,1822500,59.42
"2011-11-11",64.3,65.88,64.3,65.72,1874700,61.61
"2011-11-14",65.5,66.38,65.12,65.31,1676700,61.23
"2011-11-15",65.3,66.35,64.84,65.99,1408500,61.87
"2011-11-16",65.36,65.59,64.76,65.02,2504000,60.96
"2011-11-17",64.83,64.83,62.89,63.42,1714700,59.46
"2011-11-18",64.13,64.13,63.01,63.84,2046600,59.85
"2011-11-21",62.84,63.31,61.28,63.07,2679200,59.13
"2011-11-22",63.13,63.82,62.15,63.62,3633300,59.64
"2011-11-23",62.72,62.75,60.6,60.64,2923200,56.85
"2011-11-25",60.77,62.15,60.75,61.13,913100,57.31
"2011-11-28",63.9,64.35,63.24,64.06,2506900,60.06
"2011-11-29",64.35,64.55,63.75,63.89,1935700,59.9
"2011-11-30",65.85,66.38,65.52,66.06,3294800,61.93
"2011-12-01",66.07,66.95,65.98,66.5,1428200,62.34
"2011-12-02",66.87,67.36,65.63,65.72,2176900,61.61
"2011-12-05",66.83,66.88,65.33,65.65,2105500,61.55
"2011-12-06",65.71,66.34,65.53,65.86,1403500,61.74
"2011-12-07",65.2,66.04,64.7,65.66,1344600,61.56
"2011-12-08",65.41,65.77,63.98,64.15,1694400,60.14
"2011-12-09",64.63,65.28,64.52,65.07,1775400,61
"2011-12-12",64.59,64.97,63.55,64.01,1154800,60.01
"2011-12-13",64.51,64.95,63.19,63.5,1404400,59.53
"2011-12-14",63.39,63.76,63.11,63.21,1197400,59.26
"2011-12-15",63.92,64.11,63.15,63.3,1576200,59.34
"2011-12-16",63.38,64.39,62.6,63.2,2748400,59.25
"2011-12-19",63.05,63.89,62.31,62.46,1140700,58.56
"2011-12-20",63.43,65.13,63.42,64.84,1481700,60.79
"2011-12-21",64.8,64.98,64.06,64.78,1509100,60.73
"2011-12-22",64.98,66.36,64.71,66.14,1186500,62.01
"2011-12-23",66.22,66.57,65.57,66.36,883000,62.21
"2011-12-27",66.39,66.79,66,66.56,651500,62.4
"2011-12-28",66.58,66.88,65.7,65.95,1137100,61.83
"2011-12-29",66.22,67.02,66.01,66.92,1091300,62.74
"2011-12-30",67.01,67.29,66.4,66.41,1008300,62.26
"2012-01-03",67.97,68.57,67.84,68,1683500,63.75
"2012-01-04",68.57,68.99,67.89,68.12,1880800,63.86
"2012-01-05",67.75,67.81,66.76,67.4,1677800,63.19
"2012-01-06",67.6,67.76,67.18,67.62,1788100,63.39
"2012-01-09",67.83,68.48,67.29,68.37,2064900,64.1
"2012-01-10",69.7,70.44,68.99,69.93,2779500,65.56
"2012-01-11",69.54,70.19,69.45,70.09,1282700,65.71
"2012-01-12",70.27,71.09,70.05,70.94,4528500,66.51
"2012-01-13",70.24,70.97,70.01,70.6,3780300,66.19
"2012-01-17",71.3,71.83,71.3,71.45,2438400,66.98
"2012-01-18",70.98,71.69,70.79,71.62,1779600,67.59
"2012-01-19",71.84,72.44,71.55,72.21,1267700,68.14
"2012-01-20",72.33,72.66,71.77,72.47,1984600,68.39
"2012-01-23",72.35,72.89,71.67,71.74,1744800,67.7
"2012-01-24",71.34,71.84,70.94,71.34,1899200,67.32
"2012-01-25",70.49,71.76,69.47,71.57,3543700,67.54
"2012-01-26",70.58,71.87,70.39,71.51,1764100,67.48
"2012-01-27",71.26,71.26,70.25,70.35,1413300,66.39
"2012-01-30",69.62,69.82,69.03,69.17,2328000,65.28
"2012-01-31",69.63,69.84,68.87,69.16,1844900,65.27
"2012-02-01",69.82,69.91,69.39,69.71,2805700,65.79
"2012-02-02",69.91,70,69.25,69.74,1374700,65.81
"2012-02-03",70.16,70.93,69.97,70.51,1730800,66.54
"2012-02-06",70.12,71.2,70.03,71.15,1456700,67.14
"2012-02-07",70.82,71.46,70.67,71.3,1283000,67.29
"2012-02-08",71.39,71.73,71.02,71.59,1660500,67.56
"2012-02-09",71.77,71.82,70.75,70.85,1561700,66.86
"2012-02-10",70.36,70.57,70.16,70.3,1427800,66.34
"2012-02-13",70.69,70.77,70.07,70.12,1802900,66.17
"2012-02-14",70,70.23,69.1,70.16,1978600,66.21
"2012-02-15",70.22,70.3,69.56,70.05,1941600,66.11
"2012-02-16",70.16,70.42,69.75,70.42,1253900,66.46
"2012-02-17",70.8,71.04,70.38,70.88,1115900,66.89
"2012-02-21",71.22,71.81,70.9,71.13,1327300,67.13
"2012-02-22",70.96,71.18,70.24,70.4,1423200,66.44
"2012-02-23",70.53,70.78,70.09,70.6,1052600,66.63
"2012-02-24",70.8,73.05,70.8,72.4,1816100,68.32
"2012-02-27",72.26,73.01,71.74,72.49,1357400,68.41
"2012-02-28",72.58,73.15,72.41,72.74,1286100,68.65
"2012-02-29",73,73.67,72.74,73.23,1841000,69.11
"2012-03-01",72.76,73.36,72.58,72.93,1606000,68.82
"2012-03-02",72.82,73,72.43,72.65,1057800,68.56
"2012-03-05",72.41,72.61,71.8,72.5,1887800,68.42
"2012-03-06",71.64,71.97,70.69,70.85,2307300,66.86
"2012-03-07",70.95,71.32,70.7,71.25,1085400,67.24
"2012-03-08",71.86,72.29,71.48,72.01,1197900,67.96
"2012-03-09",72.07,72.29,71.54,71.78,1129900,67.74
"2012-03-12",71.92,71.92,71.29,71.74,1181700,67.7
"2012-03-13",72.21,73.12,71.75,73.08,1532000,68.97
"2012-03-14",73.08,73.29,72.77,73.1,1113500,68.98
"2012-03-15",73.09,73.62,73,73.34,1515000,69.21
"2012-03-16",73.24,73.63,72.8,72.9,1762500,68.8
