"","GD.Open","GD.High","GD.Low","GD.Close","GD.Volume","GD.Adjusted"
"2013-12-17",91.27,91.5,91.01,91.44,1124200,90.91
"2013-12-18",91.4,93.61,91.01,93.55,1926800,93
"2013-12-19",92.95,93.13,92.05,92.66,1365600,92.12
"2013-12-20",92.64,93.91,92.64,93.37,1832100,92.83
"2013-12-23",93.85,93.91,93.01,93.18,1019500,92.64
"2013-12-24",93.32,93.77,93.14,93.77,358400,93.22
"2013-12-26",93.95,94.94,93.95,94.84,786800,94.29
"2013-12-27",94.49,95.04,94.45,95,944600,94.45
"2013-12-30",94.97,95.1,94.66,95.1,1015100,94.55
"2013-12-31",94.74,95.76,94.36,95.55,1078900,94.99
"2014-01-02",94.85,95.53,94.54,94.75,1816400,94.2
"2014-01-03",94.76,95.37,94.34,94.74,1045600,94.19
"2014-01-06",94.95,95.27,94.03,94.46,1581900,93.91
"2014-01-07",94.7,95.66,94.67,95.26,1470800,94.7
"2014-01-08",95.16,95.3,94.2,94.72,1842200,94.17
"2014-01-09",95.02,95.97,94.99,95.23,1848500,94.67
"2014-01-10",95.6,95.64,94.53,95.1,1459900,94.55
"2014-01-13",94.89,96.28,94.7,95.01,1846500,94.46
"2014-01-14",95.44,95.96,95,95.96,1659900,95.4
"2014-01-15",95.23,96.65,94.93,95.59,2668300,95.59
"2014-01-16",95.45,95.83,95.18,95.4,777300,95.4
"2014-01-17",95.4,95.92,95.33,95.47,1748500,95.47
"2014-01-21",95.84,96.87,95.21,95.3,1673100,95.3
"2014-01-22",96.12,100.6,93.85,99.65,5421000,99.65
"2014-01-23",99.96,101.8,99.93,101.55,3070600,101.55
"2014-01-24",100.04,100.21,98.1,98.31,3503500,98.31
"2014-01-27",97.86,100.37,97.86,99.95,3145800,99.95
"2014-01-28",100.02,101.73,100.02,100.5,3568800,100.5
"2014-01-29",99.78,99.99,98.43,99.01,2536200,99.01
"2014-01-30",99.14,100.71,99.11,100.49,2363900,100.49
"2014-01-31",99.21,102.18,98.83,101.31,3304200,101.31
"2014-02-03",101,101.77,98.4,98.47,2721800,98.47
"2014-02-04",100.82,101.59,98.75,99.68,7819300,99.68
"2014-02-05",99.26,99.84,97.58,98.88,4055600,98.88
"2014-02-06",100.15,101.59,99.62,101.22,3383200,101.22
"2014-02-07",101.87,104.58,101.51,104.19,3158900,104.19
"2014-02-10",103.2,103.64,102.44,102.51,2759600,102.51
"2014-02-11",102.76,103.75,102.56,103.22,1949100,103.22
"2014-02-12",103.29,103.81,103.04,103.66,2008900,103.66
"2014-02-13",103.04,104.01,102.9,103.73,1629500,103.73
"2014-02-14",103.62,106.45,103.22,106.35,2579600,106.35
"2014-02-18",106.08,107.22,105.58,106.77,2246800,106.77
"2014-02-19",106.33,107.25,105.05,105.26,2762400,105.26
"2014-02-20",105.65,108,105.53,107.75,2377000,107.75
"2014-02-21",108.07,108.21,107.06,107.45,2426000,107.45
"2014-02-24",107.27,109.57,107,108.76,2642400,108.76
"2014-02-25",108.61,109.26,107.98,108.27,2090400,108.27
"2014-02-26",108.24,108.7,107.39,108.03,2137700,108.03
"2014-02-27",107.98,109.04,107.41,108.98,1894100,108.98
"2014-02-28",109.04,110.25,108.79,109.54,2282300,109.54
"2014-03-03",108.06,110.98,107.73,110.61,3125000,110.61
"2014-03-04",111.13,113.57,111.1,112.66,3641800,112.66
"2014-03-05",112.4,113.1,111.69,111.84,2236800,111.84
"2014-03-06",110.81,112.13,110.72,111.45,2589700,111.45
"2014-03-07",110.83,112.09,110.62,111.49,2642300,111.49
"2014-03-10",110.52,111.28,110.01,110.41,2191300,110.41
"2014-03-11",109.84,110.63,108.92,108.99,1905200,108.99
"2014-03-12",108.5,109.46,108.04,109.38,1793500,109.38
"2014-03-13",109.58,110.32,107.3,107.99,3006200,107.99
"2014-03-14",107.85,108.47,107.21,107.63,2445400,107.63
"2014-03-17",106.36,108.92,106.29,108.41,1756700,108.41
