"","ETN.Open","ETN.High","ETN.Low","ETN.Close","ETN.Volume","ETN.Adjusted"
"2013-12-16",72.08,73.05,71.93,72.87,3110900,72.39
"2013-12-17",72.86,73.72,72.44,73.45,3607500,72.97
"2013-12-18",73.45,75,72.92,75,3080200,74.51
"2013-12-19",74.48,74.6,73.81,74.48,2104800,73.99
"2013-12-20",74.83,76.22,74.77,75.72,3619200,75.22
"2013-12-23",76.08,76.2,74.9,75.44,2352100,74.94
"2013-12-24",75.34,76.1,75.17,75.73,610100,75.23
"2013-12-26",75.8,76.73,75.8,76.58,1441200,76.08
"2013-12-27",76.61,77,76.51,76.75,964400,76.24
"2013-12-30",76.53,76.75,75.95,76.01,1728100,75.51
"2013-12-31",76.19,76.27,75.78,76.12,2722600,75.62
"2014-01-02",75.74,75.99,75.18,75.49,3774100,74.99
"2014-01-03",75.55,76.09,75.38,75.71,1936400,75.21
"2014-01-06",76.19,76.45,75.18,75.38,2077100,74.88
"2014-01-07",75.44,75.98,75.11,75.54,1940800,75.04
"2014-01-08",75.58,75.58,74.95,75.28,2330000,74.78
"2014-01-09",75.74,76.21,75.01,75.55,2436600,75.05
"2014-01-10",75.67,76.42,75.36,76.32,2360600,75.82
"2014-01-13",75.07,75.57,73.57,74.07,6969400,73.58
"2014-01-14",74.17,75.7,73.89,75.7,3925200,75.2
"2014-01-15",75.87,76.57,75.64,76.44,2636700,75.94
"2014-01-16",76.27,77.12,76.21,76.54,2381600,76.04
"2014-01-17",76.63,77.16,76.31,76.85,3159800,76.34
"2014-01-21",77.64,78.19,77.13,77.67,3205400,77.16
"2014-01-22",77.35,77.55,76.56,77.19,2863800,76.68
"2014-01-23",76.4,76.48,75.29,75.94,2733600,75.44
"2014-01-24",75.12,75.25,72.98,73.13,4556600,72.65
"2014-01-27",73.33,73.98,72.12,72.79,2676100,72.31
"2014-01-28",73.22,74.01,72.99,73.55,1748900,73.07
"2014-01-29",72.85,74.2,72.68,73.48,2793300,73
"2014-01-30",74.12,74.24,73.4,73.91,2833800,73.42
"2014-01-31",72.66,73.47,72.45,73.09,3121200,72.61
"2014-02-03",73.44,73.84,70.18,70.27,4858500,69.81
"2014-02-04",68.5,69,67.3,68.65,9149500,68.2
"2014-02-05",67.91,69.15,66.89,69.1,6970500,68.64
"2014-02-06",69.03,70.18,68.88,69.07,4986200,68.62
"2014-02-07",69.32,70.84,68.8,70.62,5031500,70.15
"2014-02-10",70.5,70.64,69.34,69.54,2816500,69.08
"2014-02-11",69.92,70.3,69.41,70.01,3340900,69.55
"2014-02-12",70.33,71.38,70.17,71.1,4603600,70.63
"2014-02-13",70.43,71.7,70.25,71.55,2169300,71.08
"2014-02-14",71.49,73.07,71.23,72.72,2825300,72.24
"2014-02-18",72.97,73.06,72.11,72.47,1773700,71.99
"2014-02-19",72.11,73.16,72.09,72.13,2146000,71.65
"2014-02-20",72.16,73.16,71.75,72.97,2619300,72.49
"2014-02-21",73.39,73.97,73.2,73.5,2663100,73.02
"2014-02-24",73.78,75.39,73.78,74.98,3503600,74.49
"2014-02-25",74.73,75.89,74.56,75.36,3374000,74.86
"2014-02-26",75.46,76.16,75.31,75.78,3933300,75.28
"2014-02-27",75.68,76,75.22,75.45,2607300,74.95
"2014-02-28",75.45,76.14,74.25,74.71,4705000,74.22
"2014-03-03",73.95,74.1,72.55,73.47,5792100,72.99
"2014-03-04",74.5,74.7,73.87,73.88,4624000,73.39
"2014-03-05",74.27,74.64,73.95,74.4,3526900,73.91
"2014-03-06",74.1,75.38,74.03,75.34,3215300,75.34
"2014-03-07",75.73,76.65,75.55,76.15,4176600,76.15
"2014-03-10",75.87,75.94,74.72,74.87,2467600,74.87
"2014-03-11",75.04,75.48,74.16,74.53,2721600,74.53
"2014-03-12",74.02,74.25,73.08,73.8,2409500,73.8
"2014-03-13",74.06,74.19,72.1,72.55,2776900,72.55
"2014-03-14",72.01,72.89,71.18,71.27,3474000,71.27
"2014-03-17",71.98,73.15,71.97,72.4,3343100,72.4
