"","ETN.Open","ETN.High","ETN.Low","ETN.Close","ETN.Volume","ETN.Adjusted"
"2008-09-26",58.81,58.81,56.21,58.06,5131400,24.42
"2008-09-29",57.49,57.49,52.32,53.77,6706000,22.61
"2008-09-30",55.18,56.3,53.92,56.18,5313200,23.63
"2008-10-01",55.62,56.06,54.37,54.58,6262800,22.95
"2008-10-02",54.16,54.25,51.13,51.17,4406200,21.52
"2008-10-03",51.96,53.68,49.06,49.2,5100800,20.69
"2008-10-06",47.99,49.97,44.82,48.02,8798200,20.2
"2008-10-07",49.02,50.33,47.83,47.98,7507600,20.18
"2008-10-08",46.91,50.66,46.42,48.56,8159600,20.42
"2008-10-09",49.71,50.37,46.66,47.1,6560000,19.81
"2008-10-10",44.89,50.27,43.7,48,9313800,20.19
"2008-10-13",49.82,51.16,48.36,51.16,4739200,21.52
"2008-10-14",53.35,54.4,47.79,49.22,4420800,20.7
"2008-10-15",48.52,48.82,43.32,43.43,4768400,18.27
"2008-10-16",43.6,45.57,41.25,45.17,6089000,19
"2008-10-17",43.19,46.56,43.15,44.42,3914800,18.68
"2008-10-20",45.38,48.09,43.57,45.22,7324200,19.02
"2008-10-21",44.31,44.44,41.8,42.05,5467800,17.68
"2008-10-22",41.74,41.74,37.69,39,5732400,16.4
"2008-10-23",39.98,42.26,39.5,41.2,8047600,17.33
"2008-10-24",38.99,43.18,38.51,41.75,7243000,17.56
"2008-10-27",41.84,42.7,40.33,40.33,3906800,16.96
"2008-10-28",41.4,44.35,39.76,44.33,4455000,18.64
"2008-10-29",44,47,43.24,44.53,4481000,18.73
"2008-10-30",46.01,47.14,44.58,46.45,3218800,19.76
"2008-10-31",46.45,46.99,44.55,44.96,6867600,19.12
"2008-11-03",45.25,46.36,44.5,45.24,3113800,19.24
"2008-11-04",46.33,49.54,45.01,49.5,8060200,21.05
"2008-11-05",49.33,50.98,48.57,48.65,5828600,20.69
"2008-11-06",48.07,48.07,43.24,45.11,6640200,19.19
"2008-11-07",45.53,46.06,42.95,44.25,4801800,18.82
"2008-11-10",45,46.37,43.24,44,3204200,18.72
"2008-11-11",43,44.35,41.68,43.23,2529400,18.39
"2008-11-12",42.49,43,39.73,39.91,3234400,16.98
"2008-11-13",40.23,42.63,38.19,42.58,5986600,18.11
"2008-11-14",42.47,43.41,40.22,41.15,3268400,17.5
"2008-11-17",42.3,43.9,41.33,41.33,6217200,17.58
"2008-11-18",41.8,42.79,40.35,42.03,5613800,17.88
"2008-11-19",42.49,42.49,39.82,39.88,5327400,16.96
"2008-11-20",39.01,42.19,38.5,38.78,7649400,16.49
"2008-11-21",40,41.92,37.75,41.76,7929400,17.76
"2008-11-24",42.11,44.93,41.69,43.87,7152800,18.66
"2008-11-25",44.93,45.73,43.64,45.16,4203400,19.21
"2008-11-26",44.21,45.83,43.66,45.54,4790400,19.37
"2008-11-28",45.95,46.35,44.65,46.34,1852400,19.71
"2008-12-01",45.22,45.22,41.82,41.82,2678800,17.79
"2008-12-02",42.97,43.49,41.79,43.25,3103200,18.4
"2008-12-03",42.67,43.98,41.51,43.46,3218400,18.49
"2008-12-04",43.36,43.95,40.88,41.58,5243800,17.69
"2008-12-05",41.12,42.72,40.16,42.69,4402800,18.16
"2008-12-08",44.47,46.7,43.74,46.03,4636600,19.58
"2008-12-09",44.95,47.5,44.82,45.23,5334400,19.24
"2008-12-10",45.56,48,45.51,47.22,4234600,20.08
"2008-12-11",46.95,47.66,44.55,44.99,2979400,19.14
"2008-12-12",43.2,44.99,43,44.5,4678400,18.93
"2008-12-15",45,45.65,43.31,43.91,3876400,18.68
"2008-12-16",41.59,43,40.61,42.96,10100200,18.27
"2008-12-17",42.05,44.98,41.55,44.49,6207800,18.92
"2008-12-18",44.77,44.99,43.31,43.99,7048200,18.71
"2008-12-19",44.21,45.79,44.21,45.57,5013400,19.38
"2008-12-22",44.37,45.15,44.15,45.1,4740600,19.18
"2008-12-23",45.45,45.79,44.53,45.56,4357400,19.38
"2008-12-24",45.54,46.75,45.21,46.51,1438800,19.78
"2008-12-26",46.76,47.11,46.23,47.02,1431000,20
"2008-12-29",47.02,47.07,46.4,47,2984400,19.99
"2008-12-30",47.22,49.17,47.01,48.08,3835800,20.45
"2008-12-31",48.29,50.09,48.29,49.71,3836000,21.14
"2009-01-02",49.7,52.08,49.07,51.82,2734200,22.04
"2009-01-05",51.42,52.6,51.42,51.92,4755600,22.08
"2009-01-06",52.22,53.34,51.72,52.31,3453400,22.25
"2009-01-07",51.97,52.1,49.65,50.08,4482400,21.3
"2009-01-08",49.82,50.99,49.29,50.9,2587000,21.65
"2009-01-09",51.08,51.19,49.85,50.17,2592000,21.34
"2009-01-12",50.16,50.16,49.08,49.45,5282400,21.03
"2009-01-13",49.13,49.77,48.63,49.16,4494600,20.91
"2009-01-14",48.3,48.43,47.08,47.44,5081000,20.18
"2009-01-15",47.06,49.09,46.94,48.7,4201800,20.71
"2009-01-16",49.28,49.44,47.29,48.56,5369800,20.65
"2009-01-20",47.75,47.82,46.51,47,5083800,19.99
"2009-01-21",47.72,47.72,46.13,47.2,5397600,20.08
"2009-01-22",46.45,47.11,45.14,45.87,5307000,19.51
"2009-01-23",44.63,46.44,44.13,45.33,4052000,19.28
"2009-01-26",44.57,45.89,43.5,44.55,5603800,18.95
"2009-01-27",44.76,45.76,44.25,45.41,3350800,19.31
"2009-01-28",46.11,47.7,45.96,46.8,2975000,19.91
"2009-01-29",46.27,46.47,44.8,45.25,3207800,19.25
"2009-01-30",45.3,45.45,43.68,44.02,4286600,18.72
"2009-02-02",43.09,43.75,42.26,42.92,4916600,18.26
"2009-02-03",42.99,43.08,42.03,42.86,4502600,18.23
"2009-02-04",43.34,43.77,42.82,43.25,3650600,18.4
"2009-02-05",42.83,43.89,41.93,43.59,3746600,18.76
"2009-02-06",43.71,45.14,43.49,44.87,2738200,19.31
"2009-02-09",44.58,45.43,44.27,45.01,2938200,19.37
"2009-02-10",44.62,45.23,42.68,43.02,3635800,18.51
"2009-02-11",44.44,44.98,43.72,44.27,4457000,19.05
"2009-02-12",43.84,44,42.51,43.93,4076600,18.9
"2009-02-13",43.88,45.05,43.73,43.8,3254800,18.85
"2009-02-17",42.51,42.92,41.63,42.04,3725200,18.09
"2009-02-18",42.41,43.04,41.75,41.93,3902600,18.04
"2009-02-19",42.21,42.53,40.52,40.72,4881000,17.52
"2009-02-20",40.47,40.87,39.43,40.28,4792400,17.33
"2009-02-23",40.52,40.64,38,38.04,5362000,16.37
"2009-02-24",38.09,40.07,37.38,39.73,4812600,17.1
"2009-02-25",39.58,39.8,38.23,38.46,3778400,16.55
"2009-02-26",38.88,39.04,36.16,36.27,8350400,15.61
"2009-02-27",35.66,37.33,34.74,36.15,8754200,15.56
"2009-03-02",35.6,35.7,33.31,33.43,6606600,14.39
"2009-03-03",33.81,35.48,32.93,34.39,8778400,14.8
"2009-03-04",34.97,35.15,33.7,33.92,7172200,14.6
"2009-03-05",32.35,32.7,30.87,31.71,7248400,13.65
"2009-03-06",31.99,32.59,30.02,31.11,5518400,13.39
"2009-03-09",30.56,31.68,30.03,30.27,4520000,13.03
"2009-03-10",30.88,32.52,30.51,32.1,6901200,13.81
"2009-03-11",32.55,32.84,31.87,32.07,7776000,13.8
"2009-03-12",32.29,33.41,31.27,33.2,5151200,14.29
"2009-03-13",33.43,34.15,32.93,33.61,3365600,14.46
"2009-03-16",34.18,34.24,32.82,33.08,4553000,14.23
"2009-03-17",33.11,33.98,32.36,33.84,4570600,14.56
"2009-03-18",33.85,35.4,33.22,35.05,4504800,15.08
"2009-03-19",35.69,36.12,35,35.32,4349600,15.2
"2009-03-20",35.5,35.76,33.8,34.12,3885800,14.68
"2009-03-23",35.07,37.18,34.88,37.15,5309000,15.99
"2009-03-24",36.79,38.31,36.28,37.41,4791800,16.1
"2009-03-25",37.77,38.43,36.52,37.63,5014600,16.19
"2009-03-26",37.89,39.45,37.75,39.39,4039400,16.95
"2009-03-27",38.95,39.64,38.36,38.9,3638400,16.74
"2009-03-30",37.07,37.26,35.5,36.21,4500400,15.58
"2009-03-31",36.6,37.41,36.09,36.86,7708200,15.86
"2009-04-01",36.15,37.7,36.04,37.5,3980800,16.14
"2009-04-02",38.34,42.09,38.34,41.4,6973600,17.82
"2009-04-03",41.08,42.65,41.08,42.01,4829200,18.08
"2009-04-06",41.53,41.75,40.44,41.44,3668800,17.83
"2009-04-07",41.06,41.06,39.54,39.62,3618000,17.05
"2009-04-08",39.95,40.56,39.23,40.07,4371400,17.24
"2009-04-09",41.03,44.35,40.9,43.83,6142200,18.86
"2009-04-13",42.11,42.89,40.6,42.38,5098000,18.24
"2009-04-14",41.79,42.57,41.06,41.94,3959800,18.05
"2009-04-15",41.66,42.65,41.43,42.38,3769000,18.24
"2009-04-16",42.55,43.74,41.89,43.46,5163000,18.7
"2009-04-17",43.67,45.08,43.2,44.75,4144800,19.26
"2009-04-20",41.2,41.86,39.85,40.42,7869800,17.39
"2009-04-21",40.4,41.74,39.78,41.54,4346200,17.88
"2009-04-22",41.26,43.95,39.43,42.72,4981200,18.38
"2009-04-23",42.92,42.92,41.55,42.74,3644000,18.39
"2009-04-24",43.02,44.5,42.5,44,2966400,18.93
"2009-04-27",43.59,43.62,42.35,43.05,3353000,18.53
"2009-04-28",42.2,43.09,41.89,42.09,2473800,18.11
"2009-04-29",42.41,44.8,42.41,44.39,4660400,19.1
"2009-04-30",44.69,46.17,43.76,43.8,4368200,19.06
"2009-05-01",43.25,43.85,42.38,43.62,4596000,18.98
"2009-05-04",43.84,45.77,43.54,45.75,4077800,19.91
"2009-05-05",45.69,46.25,45.14,45.73,3419600,19.9
"2009-05-06",46.48,46.72,45.26,45.76,6163800,19.92
"2009-05-07",46.22,46.25,44.73,45.67,4986600,19.88
"2009-05-08",46.61,47.92,45.84,47.69,4851200,20.76
"2009-05-11",47.16,47.16,45.82,46.17,4206200,20.09
"2009-05-12",46.31,46.5,45.26,46.13,4859000,20.08
"2009-05-13",45.24,45.24,44.45,44.78,6917400,19.49
"2009-05-14",44.86,45.71,44.68,44.87,6415200,19.53
"2009-05-15",44.81,45.94,44.73,45.31,5127000,19.72
"2009-05-18",45.66,46.62,45.52,46.5,4162800,20.24
"2009-05-19",46.38,47.69,45.5,46.35,7982200,20.17
"2009-05-20",47.29,47.95,46.23,46.33,5428000,20.16
"2009-05-21",45.37,45.72,43.93,44.51,7623200,19.37
"2009-05-22",44.65,44.84,43.96,44.15,3693200,19.21
"2009-05-26",43.93,45.97,43.75,45.83,3524200,19.95
"2009-05-27",44.97,45.44,43.85,44.01,4179000,19.15
"2009-05-28",43.12,43.92,42.26,43.6,5278600,18.98
"2009-05-29",43.86,44.31,43.14,43.5,5116000,18.93
"2009-06-01",44.64,47.37,44.48,47.16,6939600,20.52
"2009-06-02",47.42,48.58,47.22,48.25,5530000,21
"2009-06-03",47.74,48.1,46.8,47.19,4016000,20.54
"2009-06-04",47.44,48,46.83,47.88,3882600,20.84
"2009-06-05",48.13,49,47.51,48.07,4217000,20.92
"2009-06-08",47.84,48.98,46.81,48.64,4810400,21.17
"2009-06-09",48.92,49.13,47.68,48.92,3505800,21.29
"2009-06-10",49.56,49.75,47.9,48.96,3240600,21.31
"2009-06-11",48.64,49.48,48.46,48.73,3825800,21.21
"2009-06-12",48.5,49.22,48.04,49.18,2049600,21.4
"2009-06-15",48.29,48.29,46.62,47.07,3297400,20.49
"2009-06-16",47.33,47.94,46.22,46.34,4411400,20.17
"2009-06-17",46.27,46.45,45.37,45.87,4781600,19.96
"2009-06-18",45.9,46.29,45.11,45.71,3530400,19.89
"2009-06-19",46.21,46.5,45.4,45.57,4236200,19.83
"2009-06-22",44.81,44.82,43.25,43.25,4104800,18.82
"2009-06-23",43.29,43.67,42.45,42.81,4727600,18.63
"2009-06-24",43.09,44.39,42.83,43.13,3296000,18.77
"2009-06-25",43.09,44.4,42.54,44.23,5707400,19.25
"2009-06-26",44.17,45.61,43.86,45.18,7440200,19.66
"2009-06-29",45.11,45.84,44.62,45.62,3350400,19.85
"2009-06-30",45.48,45.9,44.36,44.61,3448600,19.42
"2009-07-01",44.77,46.09,44.71,45.28,3636200,19.71
"2009-07-02",44.79,44.79,42.99,42.99,3658800,18.71
"2009-07-06",42.76,43.05,41.81,42.49,4136800,18.49
"2009-07-07",42.31,42.52,40.91,40.96,4804400,17.83
"2009-07-08",41.04,41.37,40.42,40.98,4067200,17.84
"2009-07-09",41.18,41.33,40.61,40.82,3211000,17.77
"2009-07-10",40.64,41.17,40.28,40.94,3049800,17.82
"2009-07-13",41.19,42.14,40.58,42.13,3427000,18.34
"2009-07-14",42.37,42.74,41.73,42.72,3115200,18.59
"2009-07-15",43.16,44.7,43.14,44.39,3902400,19.32
"2009-07-16",44.16,45.5,43.96,45.44,4172000,19.78
"2009-07-17",45.28,45.48,44.58,44.95,5059400,19.56
"2009-07-20",47.53,50.49,46.74,48.94,15665000,21.3
"2009-07-21",49.65,50,48.29,48.99,7183000,21.32
"2009-07-22",48.69,49.95,48.36,49.42,4926000,21.51
"2009-07-23",49.5,50.88,49.29,50.62,5881000,22.03
"2009-07-24",50,51.23,49.75,51.2,3780000,22.28
"2009-07-27",51.22,52.98,51.02,52.39,7388400,22.8
"2009-07-28",51.62,51.98,50.71,51.44,4263000,22.39
"2009-07-29",51,51.3,50.18,50.85,4187400,22.13
"2009-07-30",51.11,52.4,51.04,51.65,4644600,22.7
"2009-07-31",51.77,52.5,51.77,51.92,2893600,22.82
"2009-08-03",52.93,53.88,52.57,53.65,4712000,23.58
"2009-08-04",53.65,54.38,53.16,53.92,2991600,23.7
"2009-08-05",54.2,54.27,52.81,53.28,2746800,23.42
"2009-08-06",53.39,53.83,52.94,53.14,1957200,23.36
"2009-08-07",53.67,54.93,53.58,54.76,2875200,24.07
"2009-08-10",54.68,55,54.1,54.68,1926600,24.03
"2009-08-11",54.51,54.51,53.06,53.76,2679000,23.63
"2009-08-12",54.01,55.61,53.96,55.05,2440400,24.2
"2009-08-13",55.54,55.75,54.57,55.32,2042600,24.32
"2009-08-14",55.43,55.75,53.58,54.11,2063400,23.78
"2009-08-17",53.18,53.4,51.86,52.11,2328200,22.9
"2009-08-18",52.22,53.62,52.11,53.51,2223000,23.52
"2009-08-19",52.6,53.68,52.43,53.4,1236400,23.47
"2009-08-20",53.63,53.97,53.26,53.85,1433200,23.67
"2009-08-21",54.21,55.49,53.56,55.37,2711800,24.34
"2009-08-24",55.47,55.94,54.86,55.06,1487800,24.2
"2009-08-25",55.49,56.46,55.25,55.78,2172800,24.52
"2009-08-26",55.73,55.76,54.88,55.37,1805200,24.34
"2009-08-27",55.25,55.7,54.36,55.54,1413400,24.41
"2009-08-28",56.04,56.14,54.54,54.81,2967800,24.09
"2009-08-31",54.29,54.36,53.37,53.95,2557200,23.71
"2009-09-01",53.68,55.28,52.9,53.1,3001000,23.34
"2009-09-02",53.23,53.23,52.4,52.79,2533600,23.2
"2009-09-03",52.94,53.7,52.33,53.67,2167200,23.59
"2009-09-04",53.74,54.49,53.23,54.44,1357000,23.93
"2009-09-08",55.06,55.33,54.62,55.03,2055800,24.19
"2009-09-09",54.81,56.78,54.77,56.43,2787600,24.8
"2009-09-10",56.32,57.32,55.81,57.26,3008000,25.17
"2009-09-11",57.33,58.55,57.14,58.06,3720800,25.52
"2009-09-14",57.61,58.37,57.09,57.85,3215000,25.43
"2009-09-15",58.21,59.27,57.3,59.08,4140600,25.97
"2009-09-16",59.5,60.19,58.6,60.08,3124400,26.41
"2009-09-17",59.76,60.65,59.58,59.94,4186000,26.35
"2009-09-18",60.36,60.43,58.92,59.76,4798800,26.27
"2009-09-21",59.08,59.17,58.32,58.53,3398400,25.73
"2009-09-22",58.81,59.08,58.13,58.52,1938600,25.72
"2009-09-23",58.76,59.04,57.75,57.87,1897800,25.44
"2009-09-24",57.93,58.32,56.65,56.94,1651800,25.03
"2009-09-25",56.77,56.96,56.12,56.4,1792800,24.79
"2009-09-28",56.63,57.19,56.5,56.98,1862000,25.05
"2009-09-29",58.09,58.88,57.4,57.5,3680800,25.27
"2009-09-30",57.39,57.74,55.94,56.59,3810200,24.87
"2009-10-01",55.54,56.56,54.55,54.92,4800400,24.14
"2009-10-02",54.34,54.9,53.95,54.06,2988600,23.76
"2009-10-05",54.21,55.25,54.21,55.2,2290200,24.26
"2009-10-06",55.75,56.13,54.79,55.4,3313800,24.35
"2009-10-07",55.3,55.88,54.9,55.88,2950400,24.56
"2009-10-08",56.59,57.15,56.22,56.7,3421200,24.92
"2009-10-09",56.91,57.36,56.46,57.36,1498000,25.21
"2009-10-12",57.47,57.94,57.43,57.64,1640000,25.34
"2009-10-13",57.23,57.7,56.62,57.49,1632000,25.27
"2009-10-14",58.02,59.71,58.02,59.64,2718200,26.21
"2009-10-15",59.3,60.23,59.05,60.19,3381200,26.46
"2009-10-16",59.65,60.7,59.24,60.42,4606600,26.56
"2009-10-19",63.57,65.32,62.53,63.89,11795000,28.08
"2009-10-20",64.18,65,63.58,63.91,4537200,28.09
"2009-10-21",63.81,65.71,63.56,63.79,5878800,28.04
"2009-10-22",63.79,64.09,62.5,63.83,3538800,28.06
"2009-10-23",64.13,64.26,62.88,63.1,2284200,27.74
"2009-10-26",63.22,64.12,62.02,62.28,2788000,27.37
"2009-10-27",62.23,63,61.42,61.69,2251600,27.12
"2009-10-28",61.33,61.98,60.03,60.2,2779400,26.46
"2009-10-29",60.44,62.03,60.34,61.97,2705000,27.24
"2009-10-30",61.91,62.2,60.05,60.45,4440800,26.57
"2009-11-02",60.53,62,60.41,61.63,4365800,27.09
"2009-11-03",61,64.16,61,63.14,6512600,27.75
"2009-11-04",63.99,64.32,62.74,62.89,3247600,27.64
"2009-11-05",62.71,64.86,62.71,64.52,3787200,28.59
"2009-11-06",64.43,65.19,63.82,64.31,3391400,28.49
"2009-11-09",64.92,65.43,64.73,64.99,4260600,28.79
"2009-11-10",64.6,65.91,64.6,65.61,4749000,29.07
"2009-11-11",65.76,66.34,64.76,65.02,3412600,28.81
"2009-11-12",65.12,65.86,64.33,64.51,4121000,28.58
"2009-11-13",64.67,65,64.21,64.53,2740000,28.59
"2009-11-16",64.85,67.06,64.85,65.99,5980200,29.24
"2009-11-17",65.26,65.58,64.29,64.6,4427000,28.62
"2009-11-18",64.62,65.02,63.42,63.84,5391800,28.29
"2009-11-19",63.62,63.62,62.44,63.2,4338200,28
"2009-11-20",63.03,63.5,62.77,63.19,3589800,28
"2009-11-23",64.07,65.66,64.01,64.52,4666600,28.59
"2009-11-24",64.31,64.96,63.6,63.95,3728600,28.33
"2009-11-25",64.18,65.61,63.76,65.41,2779400,28.98
"2009-11-27",63.44,65.21,63,64.27,1853400,28.48
"2009-11-30",63.65,64.24,62.87,63.9,2878600,28.31
"2009-12-01",64.53,65.76,63.9,65.43,3351800,28.99
"2009-12-02",65.51,65.6,64.47,64.66,2850800,28.65
"2009-12-03",65,65.69,64.56,64.62,2228400,28.63
"2009-12-04",65.39,66.39,64.85,66.21,3707600,29.34
"2009-12-07",66.4,66.49,65.13,65.26,3197200,28.91
"2009-12-08",64.66,64.8,63.67,64.06,2463200,28.38
"2009-12-09",64.48,64.56,63.39,64.06,2540800,28.38
"2009-12-10",64.42,64.77,64.15,64.39,2072200,28.53
"2009-12-11",64.99,65.01,64.15,64.47,1934800,28.56
"2009-12-14",64.73,65.73,64.63,65.73,1945600,29.12
"2009-12-15",65.62,66,65.37,65.63,1962000,29.08
"2009-12-16",65.83,66.07,65.24,65.56,2127800,29.05
"2009-12-17",64.92,64.92,64,64.06,1644600,28.38
"2009-12-18",64.75,64.75,63.07,63.27,3832400,28.03
"2009-12-21",63.92,64.24,63.74,63.99,1969400,28.35
"2009-12-22",63.91,64.38,63.64,63.99,1543200,28.35
"2009-12-23",64,64.23,63.43,63.8,1458000,28.27
"2009-12-24",64.2,64.57,63.82,64.49,366200,28.57
"2009-12-28",64.4,64.62,63.83,64.04,981400,28.37
"2009-12-29",64.07,64.25,63.83,64.03,1165400,28.37
"2009-12-30",63.7,64.29,63.45,64.08,1348000,28.39
"2009-12-31",64,64.05,63.59,63.62,1685400,28.19
"2010-01-04",64.21,65.14,63.88,64.32,2347600,28.5
"2010-01-05",64.45,64.45,63.23,63.94,2946600,28.33
"2010-01-06",63.55,64.01,63.08,63.66,4188000,28.21
"2010-01-07",63.37,64.64,63.23,64.6,2993000,28.62
"2010-01-08",64.21,66.09,63.93,66.05,2767800,29.26
"2010-01-11",66.12,69.3,66.12,69.07,5802400,30.6
"2010-01-12",68.46,69.55,67.97,68.19,3668000,30.21
"2010-01-13",68.26,69,67.73,68.89,3168800,30.52
"2010-01-14",68.64,69.39,68.5,69.01,2061600,30.58
"2010-01-15",69.03,69.12,67.69,67.75,3069600,30.02
"2010-01-19",68.07,70.15,68.07,69.8,4371000,30.93
"2010-01-20",68.77,69.06,67.73,68.39,2905400,30.3
"2010-01-21",68.14,68.79,66.48,66.74,3435400,29.57
"2010-01-22",66.63,67.12,65.68,65.88,3770800,29.19
"2010-01-25",67.93,68,64.49,64.58,8600000,28.61
"2010-01-26",64.86,65.24,63.58,64.13,4987800,28.41
"2010-01-27",64.12,64.46,61.91,63.32,6130600,28.05
"2010-01-28",63.71,63.71,62,62.53,3246200,27.7
"2010-01-29",62.8,63.18,61.09,61.24,4108200,27.13
"2010-02-01",61.64,64.45,61.48,64.37,5801000,28.52
"2010-02-02",64.2,65.22,64.08,65.15,3712200,28.87
"2010-02-03",64.96,65.74,64.62,64.77,2241000,28.7
"2010-02-04",63.68,63.68,61.81,61.92,3923600,27.65
"2010-02-05",61.8,62.45,60.83,62,4306800,27.68
"2010-02-08",62.21,63.2,61.65,61.98,4362000,27.67
"2010-02-09",62.75,64.41,62.13,63.86,5204800,28.51
"2010-02-10",63.93,64.23,62.91,63.53,2352800,28.37
"2010-02-11",63.48,64.91,63,64.84,2612800,28.95
"2010-02-12",63.96,65.22,63.27,65.02,3581800,29.03
"2010-02-16",65.82,66.77,64.94,66.64,3749800,29.76
"2010-02-17",66.86,67.42,66.13,67.04,3524400,29.93
"2010-02-18",66.98,67.82,66.89,67.61,2185400,30.19
"2010-02-19",67.47,68.02,67.14,67.72,3417800,30.24
"2010-02-22",68.07,68.07,67.21,67.43,2425000,30.11
"2010-02-23",67.31,67.72,66.12,66.37,2576600,29.63
"2010-02-24",66.43,67.04,66.22,66.81,2153800,29.83
"2010-02-25",65.43,67.04,64.58,66.95,4099600,29.89
"2010-02-26",67.8,69.3,67.13,68.12,4776200,30.42
"2010-03-01",68.14,70,68.09,70,3980800,31.26
"2010-03-02",70.45,70.69,69.81,70.02,2890000,31.26
"2010-03-03",71.85,72.58,71,71.54,4761000,31.94
"2010-03-04",71.65,72.25,70.96,71.54,4145400,31.94
"2010-03-05",72.64,73.35,72.13,73.14,3531800,32.66
"2010-03-08",73.3,73.38,72.41,72.6,1560200,32.42
"2010-03-09",72.41,72.78,72.01,72.42,2566200,32.34
"2010-03-10",72.78,72.81,71.91,72.46,3627000,32.35
"2010-03-11",72.33,72.54,71.3,72.54,3032400,32.39
"2010-03-12",73.02,74.42,73.02,74.42,4880600,33.23
"2010-03-15",74.45,74.63,73.25,73.96,2474200,33.02
"2010-03-16",74.12,74.72,73.89,74.57,1813600,33.3
"2010-03-17",74.7,75.73,74.39,74.9,2647400,33.44
"2010-03-18",74.85,75.43,74.58,75.1,1321600,33.53
"2010-03-19",75.31,75.97,73.94,74.15,4379800,33.11
"2010-03-22",73.56,75.85,73.44,75.66,3088200,33.78
"2010-03-23",75.93,76.41,75.24,76.32,2794000,34.08
"2010-03-24",76.28,76.28,74.74,74.82,2633200,33.41
"2010-03-25",75.52,75.74,74.34,74.46,3442000,33.25
"2010-03-26",74.64,75.3,74.07,74.57,2515800,33.3
"2010-03-29",74.85,76.21,74.85,76.09,2686200,33.97
"2010-03-30",76.33,76.94,76.03,76.42,2243200,34.12
"2010-03-31",76.34,76.5,75.53,75.77,2522400,33.83
"2010-04-01",76.21,76.87,75.68,76.05,2888600,33.96
"2010-04-05",76.11,77.31,76.11,76.89,2395800,34.33
"2010-04-06",76.81,77.74,76.29,77.66,2558400,34.68
"2010-04-07",77.28,78.87,77.28,78.44,6605000,35.02
"2010-04-08",78.14,78.96,77.46,78.49,5373400,35.05
"2010-04-09",78.7,80.67,78.7,80.21,5263000,35.81
"2010-04-12",80.21,80.91,79.75,79.93,4460800,35.69
"2010-04-13",79.55,79.79,78.71,79.38,4362200,35.44
"2010-04-14",79.8,80.04,79.12,79.91,3438000,35.68
"2010-04-15",79.9,81.2,79.67,80.32,3450600,35.86
"2010-04-16",80.28,80.65,78.52,79.39,2930000,35.45
"2010-04-19",78.84,79.64,77.13,79.15,5345200,35.34
"2010-04-20",81.13,81.78,77.92,78.31,9405800,34.97
"2010-04-21",78.67,79.19,77.32,78.09,4731600,34.87
"2010-04-22",77.59,78.94,76.4,78.72,5609200,35.15
"2010-04-23",78.91,79.39,78.42,79.21,3185600,35.37
"2010-04-26",79.56,79.88,78.73,78.84,3644600,35.2
"2010-04-27",78.55,79.55,76.77,77.04,3830600,34.4
"2010-04-28",77.65,77.7,76.63,77.11,3523000,34.43
"2010-04-29",77.84,79.03,77.52,79.01,5681600,35.28
"2010-04-30",78.96,79.14,77.12,77.16,7803400,34.45
"2010-05-03",77.89,79.09,77.16,78.46,4200000,35.03
"2010-05-04",77.27,77.27,74.43,74.9,5786000,33.44
"2010-05-05",73.94,75.41,72.58,75.02,6049600,33.5
"2010-05-06",74.67,74.93,66.27,71.24,6323600,32.02
"2010-05-07",70.88,71.42,68.29,70.25,7921000,31.58
"2010-05-10",74.46,75.11,73.68,74.82,4815200,33.63
"2010-05-11",73.8,75.75,73.74,75.02,4191000,33.72
"2010-05-12",75.34,77.27,75.34,77,3307000,34.61
"2010-05-13",76.61,77.52,75.9,76.16,2428600,34.23
"2010-05-14",75.3,75.61,73.14,73.92,3256800,33.23
"2010-05-17",74.43,74.92,72.12,73.85,3441000,33.2
"2010-05-18",74.63,75.76,72.18,72.61,3739400,32.64
"2010-05-19",71.78,72,68.94,70.37,5288800,31.63
"2010-05-20",68.24,69.5,67.24,67.59,5303600,30.38
"2010-05-21",66.03,69.4,66,69.32,7544800,31.16
"2010-05-24",69.03,69.62,68.61,69.07,5071600,31.05
"2010-05-25",67.27,68.95,66.17,68.89,6558200,30.97
"2010-05-26",69.68,70.69,68.02,68.27,5098400,30.69
"2010-05-27",69.84,70.53,69.08,70.49,4410000,31.69
"2010-05-28",71.7,71.7,69.38,69.95,4009800,31.44
"2010-06-01",69.29,70.7,68.01,68.12,2962200,30.62
"2010-06-02",68.41,70.72,68.08,70.64,3372400,31.75
"2010-06-03",70.52,71.78,70.52,71.64,3143400,32.2
"2010-06-04",69.71,70.18,66.86,67.18,3341800,30.2
"2010-06-07",67.18,67.65,66.17,66.42,5194400,29.86
"2010-06-08",66.6,67.61,66.35,67.47,5563400,30.33
"2010-06-09",67.84,69.52,66.9,67.21,3108200,30.21
"2010-06-10",68.63,70.97,68.63,70.86,3838800,31.85
"2010-06-11",69.87,71.29,69.52,70.53,2554400,31.7
"2010-06-14",71.3,72.58,71.15,71.4,3060000,32.09
"2010-06-15",71.87,74.57,71.87,74.45,3815200,33.47
"2010-06-16",73.93,74.76,73.1,73.56,2947600,33.07
"2010-06-17",74.31,74.31,72.69,74.2,2952800,33.35
"2010-06-18",74.17,74.69,73.68,74.32,2874200,33.41
"2010-06-21",75.15,76.29,73.79,74.32,2770000,33.41
"2010-06-22",74.32,74.85,71.39,71.58,3006200,32.18
"2010-06-23",71.52,71.69,69.81,71.07,3034400,31.95
"2010-06-24",70.77,71.08,69.25,69.42,2085600,31.2
