"","SPG.Open","SPG.High","SPG.Low","SPG.Close","SPG.Volume","SPG.Adjusted"
"2013-12-30",153.52,154.9,153.02,153.4,879500,152.2
"2013-12-31",153.43,153.88,151.61,152.16,1558900,150.97
"2014-01-02",152.39,153.27,151.02,152.09,1378500,150.9
"2014-01-03",152.14,154.55,151.56,153.95,1143500,152.74
"2014-01-06",154.03,155.41,153.79,154.99,1470900,153.77
"2014-01-07",154.99,156,153.7,154.88,1660700,153.66
"2014-01-08",154.79,155.29,153.13,154.35,1678400,153.14
"2014-01-09",154.28,154.83,152.81,154.2,1294500,152.99
"2014-01-10",155.21,156.14,154.78,155.7,1567000,154.48
"2014-01-13",154.65,156.61,154.63,155.17,1247700,153.95
"2014-01-14",155.16,156.59,154.5,156.24,1413100,155.01
"2014-01-15",156.24,157.9,155.38,157.18,1494100,155.95
"2014-01-16",156.56,157.7,156.56,157.4,836700,156.16
"2014-01-17",157.36,157.71,156.08,156.71,1569400,155.48
"2014-01-21",157.17,158.7,155.97,157.91,1691300,156.67
"2014-01-22",158.22,158.98,157.24,157.46,1221000,156.22
"2014-01-23",156.71,157.89,155.57,156.13,1481500,154.9
"2014-01-24",155.69,155.78,153.19,153.19,2093400,151.99
"2014-01-27",153.31,154.26,151.21,151.93,1880900,150.74
"2014-01-28",152.03,153.31,151.91,152.05,1269000,150.86
"2014-01-29",151.08,152.18,149.6,150.62,1836100,149.44
"2014-01-30",151.43,153.16,151.21,152.95,1817600,151.75
"2014-01-31",153.01,155.99,152.3,154.84,2469300,153.62
"2014-02-03",154.1,154.1,150.75,151.18,1972500,149.99
"2014-02-04",151.44,153.73,150.41,153.41,1790500,152.21
"2014-02-05",153,154.26,152.36,153.93,1440900,152.72
"2014-02-06",153.91,155.77,153.68,155.32,1422400,154.1
"2014-02-07",156.02,157.11,153.66,156.97,1590600,155.74
"2014-02-10",157.44,159,156.7,158.34,1433100,157.1
"2014-02-11",158.09,159.68,157.67,159.2,1484100,157.95
"2014-02-12",157.66,158.39,157,157.94,1066700,157.94
"2014-02-13",157.31,159.59,157.13,158.73,1100700,158.73
"2014-02-14",158.47,160.53,158.37,160.19,1005800,160.19
"2014-02-18",160.27,160.48,158.53,160.27,1411100,160.27
"2014-02-19",159.6,161.7,159.55,160.18,1268100,160.18
"2014-02-20",160.04,161,158.98,159.92,1059400,159.92
"2014-02-21",159.64,160.7,158.73,159.56,1216600,159.56
"2014-02-24",159.75,161.74,159.39,159.91,1444900,159.91
"2014-02-25",159.99,160.48,159.07,159.36,1209700,159.36
"2014-02-26",160.52,161.48,159.94,161.06,1442600,161.06
"2014-02-27",161.25,161.72,159.23,160.38,1156800,160.38
"2014-02-28",160.31,162.18,160.2,161.29,2237000,161.29
"2014-03-03",160.57,162.08,160.23,161.94,1299900,161.94
"2014-03-04",163.7,164.66,163.08,164.36,1551500,164.36
"2014-03-05",164.38,164.5,162.32,164.11,1297600,164.11
"2014-03-06",164.93,164.93,162.83,163.57,1101700,163.57
"2014-03-07",163.32,163.58,160.1,161.71,1479800,161.71
"2014-03-10",161.55,162.16,160.07,160.9,1231400,160.9
"2014-03-11",161.37,162.58,161.26,162.08,820000,162.08
"2014-03-12",161.4,163.05,161.4,162.27,1026200,162.27
"2014-03-13",162.77,162.84,161.11,161.74,873600,161.74
"2014-03-14",161.46,162.83,160.61,161.07,1029200,161.07
"2014-03-17",161.76,163.29,161.67,162.72,1249500,162.72
