"","SPG.Open","SPG.High","SPG.Low","SPG.Close","SPG.Volume","SPG.Adjusted"
"2008-10-01",95.62,95.97,91.75,93.69,3176000,78.7
"2008-10-02",91.5,92,87.01,87.93,3327600,73.86
"2008-10-03",89.74,90.68,83.47,83.98,5000700,70.54
"2008-10-06",81.83,83.73,77.49,81.33,7684500,68.32
"2008-10-07",83.64,83.64,72.18,73.01,6932900,61.33
"2008-10-08",70.66,78.4,68,74.25,7251800,62.37
"2008-10-09",76.07,77.17,67.36,67.36,5818900,56.58
"2008-10-10",64,80.13,63.47,78.51,11442700,65.95
"2008-10-13",80.66,81.92,73.92,78.79,5302800,66.18
"2008-10-14",79.26,81.45,67.59,72.07,6336800,60.54
"2008-10-15",69.32,71.06,58.96,60.7,6610400,50.99
"2008-10-16",63.25,68.29,60.03,66.41,8286800,55.79
"2008-10-17",62.73,70.37,62.73,67.15,5729300,56.41
"2008-10-20",69.21,69.21,62.97,66.62,2555700,55.96
"2008-10-21",65.61,68.12,62.46,62.89,3576000,52.83
"2008-10-22",61.31,62.69,56.83,59.34,6208200,49.85
"2008-10-23",59.56,61.27,52.73,57.39,8122000,48.21
"2008-10-24",53.15,56.11,51.62,54.11,5011400,45.45
"2008-10-27",53.04,57.27,51.39,51.81,4851400,43.52
"2008-10-28",54,63.94,50.26,63.94,7198800,53.71
"2008-10-29",63.1,63.34,57.71,59.22,6214300,49.75
"2008-10-30",61.42,62.26,59.39,61.82,3688200,51.93
"2008-10-31",61.64,67.35,61.36,67.03,4125400,56.31
"2008-11-03",67.03,68.37,61.28,66.27,3786800,55.67
"2008-11-04",68.96,72.49,66.5,72.21,3931700,60.66
"2008-11-05",71.5,71.84,63.37,64.7,5747800,54.35
"2008-11-06",64.09,65.28,62.37,63,3903400,52.92
"2008-11-07",62.78,68.55,60.64,67.95,3827200,57.08
"2008-11-10",67.56,68.24,60.05,61.01,4514800,51.25
"2008-11-11",59.54,61.7,56.97,58.54,4486200,49.17
"2008-11-12",55.7,56.25,50.99,51.31,6373700,43.77
"2008-11-13",51.11,59.01,48.82,57.76,7855200,49.28
"2008-11-14",56.47,56.72,51.32,52.2,5609600,44.53
"2008-11-17",51.71,52.47,48.41,48.86,6964200,41.68
"2008-11-18",49.04,49.73,44.05,47.23,7948900,40.29
"2008-11-19",45.43,45.99,40.04,41.07,10164800,35.04
"2008-11-20",38.55,44.29,37.54,38.65,13198000,32.97
"2008-11-21",40.23,40.64,33.78,38.38,15029400,32.74
"2008-11-24",38.8,48.4,37.42,48.11,13327700,41.04
"2008-11-25",49.93,50.05,43.45,48,10894500,40.95
"2008-11-26",47.17,51.35,45.14,50.95,8713300,43.47
"2008-11-28",50.86,51.06,47.23,47.5,3708400,40.52
"2008-12-01",46.43,46.5,37.5,38,9695400,32.42
"2008-12-02",39.39,45.08,39.35,44.67,11791900,38.11
"2008-12-03",42.93,47.69,42.13,47.49,9201200,40.52
"2008-12-04",45.93,51,45,46.09,9737600,39.32
"2008-12-05",45.42,52.76,44.57,52.21,8545600,44.54
"2008-12-08",53.61,56.37,53.26,56.37,9532400,48.09
"2008-12-09",55.25,55.76,51.32,51.86,8591500,44.24
"2008-12-10",52.38,55.8,51.53,55.66,6983600,47.49
"2008-12-11",54.37,54.8,45.63,47.02,12284900,40.11
"2008-12-12",45.54,52.04,45.54,52,9608900,44.36
"2008-12-15",51.7,52.77,48.11,49.65,5882600,42.36
"2008-12-16",51.98,56.63,49.62,56.62,10514800,48.3
"2008-12-17",55.33,58.7,53.7,56.56,6969200,48.25
"2008-12-18",57.05,58.3,50.52,51.01,7206700,43.52
"2008-12-19",52.12,54.69,50.24,54.66,6278500,46.63
"2008-12-22",54.57,54.76,49.73,52,7031900,44.36
"2008-12-23",52.22,53.23,50.76,52,3653900,44.36
"2008-12-24",52.11,52.58,50.86,51.31,1167900,43.77
"2008-12-26",51.31,52.16,50.03,51.96,1996700,44.33
"2008-12-29",51.93,51.93,48.07,48.96,5622700,41.77
"2008-12-30",49.73,51.74,49.08,51.25,4328700,43.72
"2008-12-31",52.28,53.68,50.7,53.13,4127400,45.33
"2009-01-02",53.36,53.39,51.07,51.49,3289700,43.93
"2009-01-05",50.85,52.27,50,50.66,4096200,43.22
"2009-01-06",51.98,54.24,48.82,53.43,7652800,45.58
"2009-01-07",52.5,53.87,50.87,51.17,4661600,43.65
"2009-01-08",50,50.82,48.87,50.35,4202800,42.96
"2009-01-09",50.04,50.85,46.63,46.93,5878600,40.04
"2009-01-12",46.43,47,42.86,43.73,6587400,37.31
"2009-01-13",42.74,45.85,42.72,45.46,5197400,38.78
"2009-01-14",43.23,43.92,41.9,42.59,6845300,36.33
"2009-01-15",42.48,45.71,39.74,44.6,8022600,38.05
"2009-01-16",45.4,46.29,43.02,45.62,6384000,38.92
"2009-01-20",44.93,45.15,40.92,41.13,9482100,35.09
"2009-01-21",42.81,46.58,40.93,46.4,8930200,39.59
"2009-01-22",44.61,45.39,42.39,43.17,7411600,36.83
"2009-01-23",40.64,45.06,40.63,44.74,5897600,38.17
"2009-01-26",45.55,46.12,43.01,43.99,4743400,37.53
"2009-01-27",44.27,45.42,42.96,43.8,3963000,37.37
"2009-01-28",45.45,49.4,44.7,48.97,8553100,41.78
"2009-01-29",47.35,48.79,44.25,44.44,8265600,37.91
"2009-01-30",45.86,46,40.76,42.98,14959400,36.67
"2009-02-02",41.84,44.08,41.39,43.82,7125900,37.38
"2009-02-03",43.93,43.99,42.01,42.97,5771600,36.66
"2009-02-04",43.02,45.18,42.54,42.99,6161600,36.68
"2009-02-05",42.15,44.82,40.96,43.23,7761100,36.88
"2009-02-06",43.57,46.22,43.27,45.86,7322000,39.12
"2009-02-09",45.19,47.19,44.58,46.86,4696100,39.98
"2009-02-10",45.68,46.2,41.65,41.9,9396000,36.45
"2009-02-11",41.96,43.16,40.41,42.98,7928800,37.39
"2009-02-12",41.58,41.89,38,41.24,9261200,35.87
"2009-02-13",40.69,41.11,37.78,38.05,8782100,33.1
"2009-02-17",36.27,36.52,34.65,35.15,9758000,30.57
"2009-02-18",36.44,36.55,33.94,35.94,7200900,31.26
"2009-02-19",36.41,37.5,34.03,34.48,7257000,29.99
"2009-02-20",32.74,36.52,32.28,36.22,10975800,31.51
"2009-02-23",36.81,36.9,32.63,32.75,10117700,28.49
"2009-02-24",32.69,35.53,32.21,35.34,14911000,30.74
"2009-02-25",34.34,36.52,32.8,34.58,10671400,30.08
"2009-02-26",35.4,36.56,33.31,33.42,8707800,29.07
"2009-02-27",32.2,34.02,32.2,33.1,10249300,28.79
"2009-03-02",32,32.66,29.64,29.96,12590100,26.06
"2009-03-03",30.61,31.34,28.23,29.89,13043000,26
"2009-03-04",31.37,31.57,28.39,29.36,13176400,25.54
"2009-03-05",28.3,29.1,27.38,27.76,12054400,24.15
"2009-03-06",28.1,28.1,24.27,26.19,19304900,22.78
"2009-03-09",25.07,28.79,25.07,28.7,13989900,24.96
"2009-03-10",29.3,33.59,28.35,33.55,17606200,29.18
"2009-03-11",34.28,34.28,31.65,32.4,12092300,28.18
"2009-03-12",31.61,35.82,31.61,35.65,11484400,31.01
"2009-03-13",35.9,36.4,33.5,34.73,10316800,30.21
"2009-03-16",35.06,35.86,31.16,31.5,9510600,27.4
"2009-03-17",31.98,33.9,30.05,33.83,12217600,29.43
"2009-03-18",33.51,35.71,32,35.38,13722200,30.77
"2009-03-19",35.95,36.85,34,34.38,11637600,29.9
"2009-03-20",32.1,34.13,31.79,32.8,24886300,28.53
"2009-03-23",34.08,39.53,33.32,39.1,17747600,34.01
"2009-03-24",38.12,38.72,34.85,35.2,14595000,30.62
"2009-03-25",35.97,36.54,31.95,34.95,14440300,30.4
"2009-03-26",35.57,37,33.73,36.78,14171900,31.99
"2009-03-27",35.46,35.79,33.43,33.65,9330700,29.27
"2009-03-30",32.45,32.8,30.45,30.86,11336600,26.84
"2009-03-31",31.31,35.12,31.26,34.64,16113100,30.13
"2009-04-01",33.71,34.01,32.56,33.25,10226800,28.92
"2009-04-02",34.5,37.56,33.73,36.97,14999500,32.16
"2009-04-03",36.28,41.3,36.16,41.3,15842700,35.92
"2009-04-06",39.95,41.43,38.99,40.32,11275300,35.07
"2009-04-07",39.01,39.39,35.81,35.9,12139500,31.23
"2009-04-08",36.53,37.25,35.5,36.93,10429400,32.12
"2009-04-09",38.56,43.25,38.41,42.99,14943800,37.39
"2009-04-13",42.1,43.63,40.55,42.65,10737600,37.1
"2009-04-14",41.04,42.17,38,38.57,12190300,33.55
"2009-04-15",39.18,44.21,38.66,44,15531000,38.27
"2009-04-16",43.85,49.66,42.47,47.25,17987500,41.1
"2009-04-17",47.25,50.83,46.27,49.34,16603700,42.92
"2009-04-20",47.74,48,43.19,43.42,13298000,37.77
"2009-04-21",42.14,49,41.53,49,15736600,42.62
"2009-04-22",47.79,49.2,45.86,45.86,16545800,39.89
"2009-04-23",46.53,48.94,45.74,48.41,9341500,42.11
"2009-04-24",47.75,52.52,46.81,50.65,11761300,44.06
"2009-04-27",48.66,49,44.25,45.74,11778100,39.79
"2009-04-28",44.67,48.48,44.65,47.17,8805000,41.03
"2009-04-29",47.89,50.7,47.33,49.69,9752000,43.22
"2009-04-30",50.35,52.91,50.03,51.6,11103100,44.88
"2009-05-01",50.02,51,47,47.46,10017800,41.28
"2009-05-04",48.37,51.94,48.37,51.88,13059400,45.13
"2009-05-05",51.24,51.63,49.63,50.12,8131700,43.6
"2009-05-06",51.38,54.99,50.54,54.84,10334800,47.7
"2009-05-07",52.75,53.2,50.43,52.05,27284300,45.27
"2009-05-08",53.35,54.09,51.19,53.93,14654500,46.91
"2009-05-11",52.29,53.88,51.98,51.98,10099000,45.21
"2009-05-12",52.71,52.9,49.11,51.41,7926500,45.24
"2009-05-13",49.62,49.98,47.41,48.08,10004600,42.31
"2009-05-14",48.07,50.76,46.5,50.05,9709300,44.04
"2009-05-15",49.11,49.83,46.44,46.92,8368000,41.29
"2009-05-18",47.57,51.75,47.57,51.49,10253000,45.31
"2009-05-19",51.03,52.11,49.76,50.49,7209300,44.43
"2009-05-20",51.52,53.16,49.4,49.96,8518400,43.96
"2009-05-21",48.95,50.22,48.27,49.6,6041600,43.65
"2009-05-22",49.56,50.42,48.39,48.45,4615300,42.64
"2009-05-26",48.44,51.79,47.55,51.32,8826400,45.16
"2009-05-27",51.44,51.57,49.75,49.97,8557200,43.97
"2009-05-28",50.28,51.94,49.41,51.79,6219700,45.57
"2009-05-29",52.01,53.47,50.75,53.47,7324500,47.05
"2009-06-01",54.26,57.45,53.75,56.39,10189700,49.62
"2009-06-02",56.1,56.93,54.09,54.24,6862200,47.73
"2009-06-03",54.02,54.74,53.43,53.99,5641200,47.51
"2009-06-04",54.31,55.8,53.57,54.59,9465200,48.04
"2009-06-05",55.49,56.05,53.36,53.51,6149600,47.09
"2009-06-08",53.1,54.58,52.77,53.87,5376200,47.41
"2009-06-09",54.27,54.27,53.04,53.37,5656200,46.97
"2009-06-10",53.84,54.21,51.08,52.6,6587000,46.29
"2009-06-11",52.87,53.51,52,52.14,5186600,45.88
"2009-06-12",52.7,54.42,52.42,54.13,6533300,47.63
"2009-06-15",53.53,53.78,51.52,51.92,6818100,45.69
"2009-06-16",52.33,53.03,50.66,51.35,6290300,45.19
"2009-06-17",51.12,51.48,49.53,50.34,6668200,44.3
"2009-06-18",50.37,51.47,49.8,51.22,4790700,45.07
"2009-06-19",52.26,53.07,51.52,52.92,8725400,46.57
"2009-06-22",51.68,51.88,49.05,49.12,7041200,43.23
"2009-06-23",49.67,50.67,49.05,49.95,5494300,43.96
"2009-06-24",50.39,51.59,49.98,50.58,5146000,44.51
"2009-06-25",50.15,51.54,49.58,51.53,6012000,45.35
"2009-06-26",51.28,52.35,50.29,51.92,7633600,45.69
"2009-06-29",51.93,52.85,50.94,51.42,5583800,45.25
"2009-06-30",51.4,52.3,51.32,51.43,4363200,45.26
"2009-07-01",51.72,52.59,51.27,51.35,3858200,45.19
"2009-07-02",50.54,50.88,48.15,48.32,6191300,42.52
"2009-07-06",48.25,50.16,47.59,50.05,5919500,44.04
"2009-07-07",49.84,49.84,47.4,47.56,5287300,41.85
"2009-07-08",48,48.31,46.09,47.57,6185700,41.86
"2009-07-09",48,48.33,46.41,46.41,5626000,40.84
"2009-07-10",46.01,46.63,45,46.24,4277600,40.69
"2009-07-13",46.77,48.74,45.83,48.69,6371600,42.85
"2009-07-14",48.55,50.33,47.75,49.72,5191400,43.75
"2009-07-15",50.41,51.3,49.62,50.7,6154700,44.62
"2009-07-16",50.49,52,49.7,51.58,4331000,45.39
"2009-07-17",51.19,51.19,49.46,49.96,5141000,43.96
"2009-07-20",50.25,52.11,50.11,51.94,4307000,45.71
"2009-07-21",52.55,52.63,50.49,51.81,3270100,45.59
"2009-07-22",51.24,52.93,50.89,52.21,3188700,45.94
"2009-07-23",52.24,54.94,51.93,53.98,5629100,47.5
"2009-07-24",53.43,54.07,52.26,53.67,2663300,47.23
"2009-07-27",53.59,55.14,53.14,55.05,2833900,48.44
"2009-07-28",54.63,55.02,53.6,54.57,3479900,48.02
"2009-07-29",54.11,54.71,53.31,54.09,3405700,47.6
"2009-07-30",54.76,57.56,54.6,56.13,4829400,49.39
"2009-07-31",55.25,55.99,54.19,55.72,3898300,49.03
"2009-08-03",56.83,57.27,55.89,57,3899600,50.16
"2009-08-04",56.36,61.18,55.62,60.91,8650100,53.6
"2009-08-05",60.15,63.34,59.59,62.99,7944500,55.43
"2009-08-06",63.4,66.32,62.72,62.9,6831400,55.35
"2009-08-07",63.82,67.38,62.77,66.67,6338900,58.67
"2009-08-10",66.41,66.59,63.71,64.5,4463600,56.76
"2009-08-11",63.85,64.13,62.01,62.44,4037600,54.95
"2009-08-12",62.1,64.7,62.1,63.1,4034200,55.53
"2009-08-13",63.24,64.12,61.96,63.23,3119200,55.75
"2009-08-14",62.82,62.96,61.32,62.69,2923100,55.27
"2009-08-17",60.87,60.87,58.01,58.12,4787300,51.24
"2009-08-18",58.48,60.29,58.26,59.3,3579500,52.28
"2009-08-19",57.68,58.89,57.04,58.39,3513300,51.48
"2009-08-20",58.64,61.07,58.4,61.04,3517800,53.82
"2009-08-21",62.01,63.06,61.22,62.21,4198600,54.85
"2009-08-24",62.32,63.45,61.07,61.31,3543400,54.05
"2009-08-25",61.92,62.97,61.41,62.18,2640200,54.82
"2009-08-26",62.09,63.45,61.54,63.35,2646500,55.85
"2009-08-27",62.99,64,61.75,63.87,2466500,56.31
"2009-08-28",64.34,64.94,63.53,64.77,2682500,57.1
"2009-08-31",63.94,64.24,62.44,63.62,3452700,56.09
"2009-09-01",63.18,64.06,59.96,60.17,5972700,53.05
"2009-09-02",59.62,60.13,58.8,58.88,3195100,51.91
"2009-09-03",59.99,60.21,58.36,59.79,4063600,52.71
"2009-09-04",59.87,61.25,59.07,61.16,3175800,53.92
"2009-09-08",61.96,64.52,61.45,64.52,5165500,56.88
"2009-09-09",64.44,66.09,63.74,66.04,3199000,58.22
"2009-09-10",65.56,67.63,65.21,67.43,3774700,59.45
"2009-09-11",67.77,67.91,66.4,67.33,3813200,59.36
"2009-09-14",66.84,69.26,66.06,69.12,3024500,60.94
"2009-09-15",69.63,71.47,67.4,70.25,6409200,61.94
"2009-09-16",70.7,73.49,70.48,73.36,4917100,64.68
"2009-09-17",73.13,76.05,71.71,72.85,5518200,64.23
"2009-09-18",73.08,74.74,72.1,73.97,4064600,65.22
"2009-09-21",72.8,73.75,71.55,71.79,4360700,63.29
"2009-09-22",72.44,73.66,71.63,73.41,5900200,64.72
"2009-09-23",73.5,74,69.98,69.98,4806700,61.7
"2009-09-24",70.02,70.64,66.96,67.29,5879000,59.33
"2009-09-25",66.97,68.9,66.5,68.03,4839900,59.98
"2009-09-28",68.86,71.8,68.22,71.65,4321500,63.17
"2009-09-29",71.67,72.35,69.28,69.32,5157600,61.12
"2009-09-30",69.85,70.62,67.76,69.43,4517700,61.21
"2009-10-01",68.57,69.44,66,66.07,6280700,58.25
"2009-10-02",65.1,68.14,64.52,66.03,4521200,58.22
"2009-10-05",66.22,68.12,66.22,67.61,3633200,59.61
"2009-10-06",68.34,69.45,67.02,68.26,3089900,60.18
"2009-10-07",67.88,68.39,67.11,68.07,2235600,60.01
"2009-10-08",68.39,70,68.39,68.88,3550300,60.73
"2009-10-09",68.58,69.49,67.67,69.4,2472600,61.19
"2009-10-12",69.62,70.49,68.62,69.07,1694000,60.9
"2009-10-13",68.62,69.01,67.29,67.35,3278400,59.38
"2009-10-14",68.04,70.73,68.04,70.39,4529000,62.06
"2009-10-15",69.8,70.27,69.11,70.06,2739500,61.77
"2009-10-16",69.31,69.31,67.22,67.46,3578400,59.48
"2009-10-19",67.72,69.63,67.72,69.18,2612600,60.99
"2009-10-20",68.97,69,68.37,68.52,3239100,60.41
"2009-10-21",68.44,70.36,68.07,68.2,3579200,60.13
"2009-10-22",67.98,70.15,67.12,69.99,3775400,61.71
"2009-10-23",70.26,70.29,68.39,68.84,3587800,60.69
"2009-10-26",68.97,70.66,68.5,68.8,2863500,60.66
"2009-10-27",68.54,68.87,67.07,67.35,3787400,59.38
"2009-10-28",66.99,68.04,64.2,64.4,4842200,56.78
"2009-10-29",65.45,68.45,65.01,68.17,5595500,60.1
"2009-10-30",67.62,69.24,65.29,67.89,7624400,59.86
"2009-11-02",68.26,69.59,66.15,68.37,4506700,60.28
"2009-11-03",67.57,69.5,67.33,69.11,3327500,60.93
"2009-11-04",69.74,70.45,67.3,67.56,4440900,59.56
"2009-11-05",67.94,69.5,67.82,69.35,3111700,61.14
"2009-11-06",68.59,69.4,67.56,68.22,2167200,60.15
"2009-11-09",69.16,71.85,68.57,71.72,3825700,63.23
"2009-11-10",71.38,71.38,69.78,70.63,2692700,62.27
"2009-11-11",71.38,73,71.03,72.66,2821100,64.06
"2009-11-12",72.21,72.65,71.41,71.71,2900700,63.33
"2009-11-13",71.73,72.84,71.53,72.29,2380400,63.84
"2009-11-16",72.98,74.53,72.7,73.67,3114600,65.06
"2009-11-17",73.23,74.25,72.11,72.18,3473500,63.74
"2009-11-18",72.41,75.85,72.41,75.58,4951700,66.75
"2009-11-19",75.12,75.13,73.03,73.91,4903300,65.27
"2009-11-20",73.53,73.75,72.55,72.56,2974500,64.08
"2009-11-23",74,74.85,73.53,74.27,3006200,65.59
"2009-11-24",74.32,74.32,71.94,72.17,3403700,63.73
"2009-11-25",72.27,73.03,71.95,72.22,1939100,63.78
"2009-11-27",70.33,71.3,69.64,69.73,1719500,61.58
"2009-11-30",70.06,73.01,69.61,72.66,6284000,64.17
"2009-12-01",73.3,74.24,72.41,73.83,3258800,65.2
"2009-12-02",73.86,75.69,73.49,75.12,2929100,66.34
"2009-12-03",74.85,76.71,73.83,74.18,3041500,65.51
"2009-12-04",75.28,76.83,74.41,75.8,3929000,66.94
"2009-12-07",75.21,76.07,73.18,73.9,3010000,65.26
"2009-12-08",73.76,75.6,73.38,74.68,4324400,65.95
"2009-12-09",74.69,75.84,74.06,75.08,4161800,66.3
"2009-12-10",75.14,75.74,74.68,75.54,3633300,66.71
"2009-12-11",75.71,76.85,75.27,76.75,3452100,67.78
"2009-12-14",77.2,77.97,75.9,77.85,3626300,68.75
"2009-12-15",77.15,77.86,76.71,76.82,2135100,67.84
"2009-12-16",76.91,77.87,76.48,76.82,2799100,67.84
"2009-12-17",76.35,77.03,75.71,76.71,2896600,67.74
"2009-12-18",76.86,77.89,76,77.78,3618700,68.69
"2009-12-21",77.89,79.56,77.87,79.4,2623100,70.12
"2009-12-22",79.2,80.13,78.8,79.85,2748100,70.52
"2009-12-23",79.89,82.34,79.48,81.16,2530500,71.67
"2009-12-24",81.55,82.93,81.36,82.74,1127100,73.07
"2009-12-28",82.91,83.82,82.49,83.04,2458300,73.33
"2009-12-29",83.23,83.82,81.9,82.04,2598000,72.45
"2009-12-30",81.83,82.11,80.6,81.47,2597800,71.95
"2009-12-31",81.66,82.27,79.72,79.8,2464500,70.47
"2010-01-04",80.49,81.15,78.45,78.92,3246000,69.7
"2010-01-05",79.01,79.04,77.17,78.38,4085200,69.22
"2010-01-06",78.12,79.21,77.17,77.5,3270200,68.44
"2010-01-07",77.63,79.48,76.06,78.51,3750100,69.33
"2010-01-08",78.25,78.31,75.47,76.63,3768400,67.67
"2010-01-11",76.99,77.49,76.17,76.7,2504800,67.73
"2010-01-12",76.2,76.61,74.75,75.19,4418300,66.4
"2010-01-13",75.11,76.7,75.11,75.95,4271300,67.07
"2010-01-14",75.62,76.55,75.02,76.29,2624900,67.37
"2010-01-15",75.8,76.01,74.76,74.89,3678700,66.14
"2010-01-19",74.76,76.74,74.29,76.66,4068400,67.7
"2010-01-20",75.9,76.5,74.12,74.88,3344100,66.13
"2010-01-21",74.92,75.42,72.3,72.51,4522200,64.03
"2010-01-22",72.52,73.04,70.39,70.59,4669000,62.34
"2010-01-25",71.42,72.63,70.16,72.1,3574200,63.67
"2010-01-26",71.66,72.97,71.15,71.81,2638200,63.42
"2010-01-27",71.86,72.46,70.7,72.4,4058500,63.94
"2010-01-28",72.85,72.85,71.06,72.08,2960100,63.65
"2010-01-29",72.3,73.65,71.33,72,4041600,63.58
"2010-02-01",72.37,73.58,72.28,73.57,2850900,64.97
"2010-02-02",73.82,74.65,72.7,74.47,3552900,65.77
"2010-02-03",74.13,74.13,72.41,72.8,2954200,64.29
"2010-02-04",72.5,72.5,69.41,69.45,5304000,61.33
"2010-02-05",70.26,73.48,70.13,73.36,7499400,64.79
"2010-02-08",72.95,73.26,70.46,70.72,5026500,62.45
"2010-02-09",71.43,71.86,70.25,70.59,4980200,62.34
"2010-02-10",70.48,71.36,69.08,70.27,3525600,62.06
"2010-02-11",69.51,71.34,68.76,71.27,3658400,63.48
"2010-02-12",70.56,72.16,70,72,3766700,64.13
"2010-02-16",72.94,74.94,72.69,74.82,5674800,66.64
"2010-02-17",74.84,76.64,74.79,75.85,4916400,67.56
"2010-02-18",75.48,77.71,75.48,77.22,4042000,68.78
"2010-02-19",76.95,77.92,76.3,77.72,3764100,69.23
"2010-02-22",77.91,79.17,77.27,78.64,3449900,70.05
"2010-02-23",78.06,78.6,77.15,77.91,3877700,69.4
"2010-02-24",77.99,78.54,77.15,77.53,5250200,69.06
"2010-02-25",77.2,78.54,76.19,78.51,3542000,69.93
"2010-02-26",78.32,79.31,77.7,78.29,4004500,69.73
"2010-03-01",78.9,79.09,78.02,78.4,1939300,69.83
"2010-03-02",78.65,79.34,77.72,78.01,2152700,69.49
"2010-03-03",77.94,78.06,77.13,77.46,1790500,69
"2010-03-04",77.8,78,77.41,77.61,2244100,69.13
"2010-03-05",77.94,79.82,77.71,79.43,3127900,70.75
"2010-03-08",79.42,80.11,79.16,79.79,2212500,71.07
"2010-03-09",79.52,81.35,79.02,80.82,2978600,71.99
"2010-03-10",81.14,81.43,80.32,80.77,1828900,71.94
"2010-03-11",80.5,80.96,80.03,80.94,2030500,72.09
"2010-03-12",81.33,82.94,81.05,82.08,2618600,73.11
"2010-03-15",81.68,82.62,81,81.88,2233400,72.93
"2010-03-16",81.99,84.63,81.61,84.18,3128200,74.98
"2010-03-17",84.4,85.74,83.85,85.65,3493800,76.29
"2010-03-18",85.67,86.04,84.47,84.56,2402400,75.32
"2010-03-19",84.87,85.63,83.44,83.54,4466800,74.41
"2010-03-22",83.06,85,82.9,84.97,2256000,75.68
"2010-03-23",84.96,85.27,83.65,84.43,1873000,75.2
"2010-03-24",84.16,85.25,83.97,84.51,2162700,75.27
"2010-03-25",85.2,86.63,85.12,85.53,3055800,76.18
"2010-03-26",85.92,86.41,84.65,85.01,2424400,75.72
"2010-03-29",85.21,85.54,84.38,85.15,1735300,75.84
"2010-03-30",84.92,85.61,84.5,85.16,1606200,75.85
"2010-03-31",84.6,84.86,83.78,83.9,2216000,74.73
"2010-04-01",84.23,85.12,83.77,84.47,1773400,75.24
"2010-04-05",84.98,86.21,84.38,86.14,1480700,76.73
"2010-04-06",85.78,87.93,85.35,87.71,2599800,78.13
"2010-04-07",87.37,87.71,84.22,84.53,2952600,75.29
"2010-04-08",84.29,85.15,84.14,84.73,3903000,75.47
"2010-04-09",85,86.19,84.23,86.09,2033700,76.68
"2010-04-12",86.04,86.26,84.76,85.03,1882800,75.74
"2010-04-13",85.02,88.51,84.8,88.18,3392600,78.54
"2010-04-14",88.31,88.98,87.19,87.95,2489900,78.34
"2010-04-15",87.49,88,84.82,85.03,3526700,75.74
"2010-04-16",84.85,85.33,81.99,82.27,5087200,73.28
"2010-04-19",81.72,84,81.65,82.9,2739600,73.84
"2010-04-20",83.51,84.68,82.93,84.66,2412500,75.41
"2010-04-21",84.59,87.24,84.34,86.99,3130400,77.48
"2010-04-22",86.1,88.82,85.75,88.39,2413200,78.73
"2010-04-23",88.71,90.06,87.82,89.56,2350000,79.77
"2010-04-26",89.57,91.49,89.22,90.59,2444900,80.69
"2010-04-27",89.95,90.93,87.39,87.48,3060900,77.92
"2010-04-28",88.34,88.5,86.94,87.63,2440200,78.05
"2010-04-29",88.47,92.65,88.43,92.42,3092200,82.32
"2010-04-30",91.61,93.28,88.56,89.02,3456200,79.29
"2010-05-03",89.92,93.59,89.36,92.78,3151900,82.64
"2010-05-04",91.96,91.96,89.28,90.09,3718000,80.24
"2010-05-05",89.51,90.77,87.52,88.48,2779500,78.81
"2010-05-06",87.97,88.8,78.85,84.88,5032400,75.6
"2010-05-07",85.22,88.17,83.65,85.68,6896300,76.32
"2010-05-10",88.77,90.62,88.24,90.33,5164500,80.46
"2010-05-11",89.3,91.67,88.92,90.62,3156200,80.72
"2010-05-12",90.8,92,89.59,91.31,2847300,81.87
"2010-05-13",91.16,91.48,89.53,89.69,2118000,80.42
"2010-05-14",88.78,89.22,85.71,86.7,3019900,77.74
"2010-05-17",87,88.74,84.36,86.69,2903700,77.73
"2010-05-18",87.81,88.33,83.72,84.17,2739900,75.47
"2010-05-19",83.53,85.58,81.16,83.29,2951500,74.68
"2010-05-20",81.6,83.6,80.85,81.09,4806200,72.71
"2010-05-21",79.77,84.26,79.14,84.04,4954600,75.36
"2010-05-24",84.35,84.44,81.49,81.75,2417600,73.3
"2010-05-25",80.62,82.88,78.63,82.66,3679800,74.12
"2010-05-26",83.82,84.69,81.38,81.98,2676400,73.51
"2010-05-27",83.79,86.65,83.13,86.43,3368900,77.5
"2010-05-28",86.47,86.79,84.62,85.03,2443600,76.24
"2010-06-01",84.14,86.4,83.84,84.81,3061600,76.05
"2010-06-02",85.36,86.79,84.09,86.59,2680400,77.64
"2010-06-03",86.43,86.95,85.25,86.13,2026800,77.23
"2010-06-04",84.35,85.38,81.14,81.5,3324300,73.08
"2010-06-07",82,83.23,80.91,80.97,2594400,72.6
"2010-06-08",81.61,82.61,79.68,82.17,3909000,73.68
"2010-06-09",82.92,84.88,81.81,82.19,2633300,73.7
"2010-06-10",83.32,86.09,83.1,85.82,3006500,76.95
"2010-06-11",84.68,87.4,84.58,87.08,2446500,78.08
"2010-06-14",87.76,88.96,87.26,88.41,3219900,79.27
"2010-06-15",88.54,90.46,87.96,90.46,2631300,81.11
"2010-06-16",89.89,90.4,88.89,89.45,2513200,80.21
"2010-06-17",89.66,89.92,88.41,88.99,2735900,79.79
"2010-06-18",89.3,89.99,88.54,89.41,2719400,80.17
"2010-06-21",90.56,91.12,88.55,88.86,2114200,79.68
"2010-06-22",89.2,89.32,85.51,85.59,3276500,76.74
"2010-06-23",85.56,87.16,84.61,86.14,2267700,77.24
"2010-06-24",85.43,85.86,83.79,83.97,2531900,75.29
"2010-06-25",84.89,86.92,84.15,86.52,4698600,77.58
"2010-06-28",86.78,86.99,84.74,84.97,1699300,76.19
"2010-06-29",83.73,84.65,81.23,81.82,4226300,73.36
