"","NBL.Open","NBL.High","NBL.Low","NBL.Close","NBL.Volume","NBL.Adjusted"
"2008-09-26",58.43,59.67,57.26,59.52,5215400,28.17
"2008-09-29",56.95,57.5,50.22,51.18,9351200,24.22
"2008-09-30",53.14,56.81,51.79,55.59,5161600,26.31
"2008-10-01",55.66,55.66,52.79,53.88,5109000,25.5
"2008-10-02",52.5,53.21,47.68,47.91,5088200,22.67
"2008-10-03",47.94,51.38,46.46,46.62,5057800,22.06
"2008-10-06",44.43,44.45,38.99,42.76,10987200,20.23
"2008-10-07",43.44,44.27,39.3,39.3,8080800,18.6
"2008-10-08",37.99,41.84,36.77,39.78,9138000,18.82
"2008-10-09",40.96,41.65,35.92,35.92,10215800,17
"2008-10-10",34.17,36.39,30.89,33.15,16628000,15.69
"2008-10-13",35.01,41.62,34.96,41.05,9739800,19.43
"2008-10-14",42.86,48.63,42.86,46.41,16999200,21.96
"2008-10-15",44.06,44.79,38.21,38.66,7577400,18.29
"2008-10-16",39.22,43.55,37.37,43.49,9459800,20.58
"2008-10-17",42.48,48.17,41.1,44.53,8512200,21.07
"2008-10-20",46.31,50.14,46.07,49.74,8130400,23.54
"2008-10-21",48.13,48.62,45.76,46.35,6845400,21.93
"2008-10-22",44.19,44.95,39.14,40.93,7476600,19.37
"2008-10-23",42,44.23,39.64,43.62,6767000,20.64
"2008-10-24",39.26,43.27,37.95,41.99,6504400,19.87
"2008-10-27",41.21,41.58,37.32,37.43,5376800,17.71
"2008-10-28",39.59,43.14,36.52,42.92,7400000,20.31
"2008-10-29",44.5,49.21,44.21,45.88,7414200,21.71
"2008-10-30",47.8,50.11,46.39,48.89,7085400,23.23
"2008-10-31",47.99,53.4,46.78,51.82,5075800,24.62
"2008-11-03",51.36,51.95,48.36,49.85,5722000,23.68
"2008-11-04",51.45,54.4,51.45,53.87,5259200,25.59
"2008-11-05",51.37,54.25,51.06,51.5,4455600,24.47
"2008-11-06",50.62,51.38,46.99,48.54,5597800,23.06
"2008-11-07",49,50.72,47.22,49.36,4804800,23.45
"2008-11-10",50.89,52.91,49.62,51.03,4761200,24.24
"2008-11-11",49.57,51.41,48.34,50.2,4606400,23.85
"2008-11-12",48.9,49.17,45.4,46,5256000,21.85
"2008-11-13",47.29,54.07,44.66,54.01,7313200,25.66
"2008-11-14",52.04,54.19,50.12,50.61,5766400,24.04
"2008-11-17",48.64,52.1,48.25,49.07,5191400,23.31
"2008-11-18",49.67,51.67,47.99,50.59,5368600,24.03
"2008-11-19",50.33,51.04,46,46.1,6081400,21.9
"2008-11-20",44.69,44.73,38.59,38.97,6895800,18.51
"2008-11-21",40.27,44.65,39.65,44.47,6998000,21.13
"2008-11-24",45.34,50.57,45.34,49.28,6429600,23.41
"2008-11-25",49.6,50.51,47.68,49.36,4584600,23.45
"2008-11-26",49.11,53.4,48.23,53.29,3746000,25.32
"2008-11-28",53.22,53.22,49.69,52.28,2194200,24.84
"2008-12-01",50.49,50.49,44.2,44.43,6395600,21.11
"2008-12-02",45.19,47.5,44.46,46.34,4310000,22.01
"2008-12-03",45,47.23,44.25,47.19,3853600,22.42
"2008-12-04",46.03,46.73,40.48,41.25,4436200,19.6
"2008-12-05",39.89,41.49,37.15,41.42,4884600,19.68
"2008-12-08",43.36,47.34,43.32,46.53,6101000,22.11
"2008-12-09",46.67,48.8,44.74,46.86,3099000,22.26
"2008-12-10",48.8,53.48,47.98,53,6651800,25.18
"2008-12-11",53.41,55.44,50.18,51.16,7496800,24.3
"2008-12-12",48.99,50.95,47.85,49.8,4134600,23.66
"2008-12-15",52.48,52.79,48.23,49.45,3912400,23.49
"2008-12-16",50.57,50.98,48.33,50.13,5055800,23.82
"2008-12-17",49.23,52.82,48.91,49.46,4620600,23.5
"2008-12-18",49.83,49.83,45.25,45.8,4296400,21.76
"2008-12-19",45.86,48.59,45.86,47.84,4880600,22.73
"2008-12-22",47.84,47.93,44.14,45.33,4280200,21.53
"2008-12-23",44.6,46.62,44.16,45.6,2429800,21.66
"2008-12-24",44.78,45.54,44.03,45.21,991600,21.48
"2008-12-26",45.65,46.17,44.88,46.02,1151000,21.86
"2008-12-29",47.2,48,46.33,47.7,3251400,22.66
"2008-12-30",47.17,48.64,46.29,48.59,3348200,23.08
"2008-12-31",48.23,49.84,47.81,49.22,3402600,23.38
"2009-01-02",49.52,52.59,49.52,52.38,3811800,24.88
"2009-01-05",52.01,55.08,51.56,53.86,4641800,25.59
"2009-01-06",55.26,56.82,54.69,55.16,4888800,26.2
"2009-01-07",53.48,53.94,51.13,52.38,4894800,24.88
"2009-01-08",50.87,53.38,50.84,53.1,3320400,25.23
"2009-01-09",53.12,53.74,49.96,50.09,4067000,23.8
"2009-01-12",49.34,49.58,46.49,47.13,5740000,22.39
"2009-01-13",47.13,49.35,46.89,48.91,5094600,23.24
"2009-01-14",48.33,48.36,44.8,45.76,4897000,21.74
"2009-01-15",46.46,47.41,44.2,46.9,5625200,22.28
"2009-01-16",47.25,49.15,45.95,46.79,5244200,22.23
"2009-01-20",50.44,50.5,47.59,47.92,11388600,22.77
"2009-01-21",48.86,50.1,48.02,49.66,10103400,23.59
"2009-01-22",48.77,49.66,46.5,48.01,8600200,22.81
"2009-01-23",46.88,50.33,46.18,49.51,7889600,23.52
"2009-01-26",50.38,52.7,49.34,51.44,8148400,24.44
"2009-01-27",51.89,51.89,49.57,50.03,6920600,23.77
"2009-01-28",50.92,52.05,50.03,51.82,6275400,24.62
"2009-01-29",50.72,52.14,50.22,50.55,4875400,24.01
"2009-01-30",51.02,51.88,48.61,48.93,6553400,23.25
"2009-02-02",47.96,49.35,47.13,48.41,6330200,23
"2009-02-03",48.82,50.81,48.09,50.45,6132200,23.97
"2009-02-04",51.5,53,50.93,51.97,7321000,24.69
"2009-02-05",51.75,54.3,50.91,53.44,6803000,25.48
"2009-02-06",53.23,55.57,52.17,55,4040600,26.22
"2009-02-09",54,56.85,54,55.41,4645200,26.42
"2009-02-10",55.92,58.24,53.97,54.51,7110800,25.99
"2009-02-11",55.08,55.68,51.68,52.78,5247600,25.16
"2009-02-12",51.33,53.63,51.12,53.48,3768600,25.5
"2009-02-13",53.29,54.85,53.29,54.02,2669600,25.75
"2009-02-17",51.71,52.3,49.32,49.42,4527800,23.56
"2009-02-18",49.92,50.23,47.63,48.64,4966600,23.19
"2009-02-19",49.65,51.24,48.53,49.94,6480400,23.81
"2009-02-20",49.65,49.65,46.79,48.03,4962000,22.9
"2009-02-23",48.94,49.29,44.67,44.8,5073000,21.36
"2009-02-24",45.34,47.53,44.27,47.1,6065200,22.45
"2009-02-25",47.1,48.03,45.64,46.62,5401400,22.22
"2009-02-26",47.51,48.62,46.59,47.06,4555000,22.43
"2009-02-27",45.52,47.21,44.19,45.54,5304800,21.71
"2009-03-02",44.4,44.6,40.33,40.73,5022600,19.42
"2009-03-03",41.7,43.24,40.34,41.86,6344800,19.96
"2009-03-04",44.03,45.48,43.31,43.94,6039400,20.95
"2009-03-05",42.4,43.88,41.8,42.54,6242400,20.28
"2009-03-06",43.39,44.45,40.84,42.45,4491400,20.24
"2009-03-09",42.42,44.22,42.01,42.79,6387800,20.4
"2009-03-10",43.77,46.07,43.41,45.74,6360400,21.81
"2009-03-11",45.88,47.13,44.6,45.79,4100000,21.83
"2009-03-12",45.89,48.11,45.06,47.98,5056600,22.87
"2009-03-13",48.43,48.53,46.54,47.79,4880600,22.78
"2009-03-16",48.03,49.94,47.35,48.92,5001600,23.32
"2009-03-17",48.94,51.03,48.19,51.03,4476000,24.33
"2009-03-18",50.22,52.17,49.44,52.1,7278400,24.84
"2009-03-19",53.65,55.45,53.42,53.59,6056600,25.55
"2009-03-20",53.96,54.32,51.84,51.97,4354400,24.78
"2009-03-23",53.54,57.31,53.28,57.3,4890000,27.32
"2009-03-24",56,56.56,54.37,55.17,3992400,26.3
"2009-03-25",55.36,55.65,52.65,54.48,5435600,25.97
"2009-03-26",55.35,56.31,53.85,55.72,9150000,26.56
"2009-03-27",54.24,54.24,52.86,53.54,3784000,25.52
"2009-03-30",52.01,52.6,50.72,52.21,5547400,24.89
"2009-03-31",53.01,55.12,52.52,53.88,6915000,25.69
"2009-04-01",52.86,56.24,52.26,55.58,5928000,26.5
"2009-04-02",57.2,59.03,56.57,58.39,5601800,27.84
"2009-04-03",58.34,60,58,59.86,3966400,28.54
"2009-04-06",58.85,60.18,57.75,59.79,7423800,28.5
"2009-04-07",58.21,58.68,57.17,58.01,4525400,27.65
"2009-04-08",58.71,60.44,56.66,59.89,4230200,28.55
"2009-04-09",62.1,62.8,60.41,61.3,4235400,29.22
"2009-04-13",59.97,61.7,58.76,61.12,2873600,29.14
"2009-04-14",60.25,62.37,59.63,60.27,5447000,28.73
"2009-04-15",60.55,61.39,57.28,58.53,5989000,27.9
"2009-04-16",59.49,60.84,57.95,60.16,4485800,28.68
"2009-04-17",60.83,62.03,60.23,61.64,4075000,29.39
"2009-04-20",59.76,60.36,57.3,57.35,3262400,27.34
"2009-04-21",56.58,59.73,56.38,58.81,3869200,28.04
"2009-04-22",58,58.64,56.78,57.13,3933000,27.24
"2009-04-23",57.46,58.98,57.21,58.77,3436800,28.02
"2009-04-24",59.98,61.29,59.83,60.69,3620800,28.93
"2009-04-27",59.28,59.28,57.76,58.58,3738600,27.93
"2009-04-28",57.63,59.14,57.51,58.15,3387800,27.72
"2009-04-29",58.76,61.05,58.71,60.27,4084600,28.73
"2009-04-30",59.75,60.27,55.68,56.75,6960200,27.05
"2009-05-01",57.25,59.58,56.45,58.84,3946800,28.05
"2009-05-04",59.69,60.94,58.85,60.94,4518800,29.05
"2009-05-05",60.8,60.8,56.87,58.6,4194200,27.94
"2009-05-06",59.73,60.47,58.89,60.33,5045800,28.76
"2009-05-07",61.97,62.8,58.11,58.71,5554400,28.07
"2009-05-08",58.9,60.55,58.6,59.52,5750000,28.46
"2009-05-11",58.85,59.05,56.87,57.66,3658600,27.57
"2009-05-12",57.85,58.47,55.75,57.05,4169800,27.28
"2009-05-13",55.92,56.44,53.49,53.73,4894200,25.69
"2009-05-14",53.88,54.75,52.83,54.14,3457600,25.89
"2009-05-15",53.74,54.01,50.86,51.97,5717400,24.85
"2009-05-18",53.1,55.19,52.89,55.02,4812000,26.31
"2009-05-19",55.49,57.84,54.75,57.17,6325200,27.34
"2009-05-20",58.21,59.35,57.31,57.44,4495600,27.46
"2009-05-21",56.27,56.35,54.36,55.36,4301400,26.47
"2009-05-22",56.07,56.68,55.01,55.63,3540800,26.6
"2009-05-26",54.96,57.17,53.77,57.15,5575400,27.33
"2009-05-27",57.6,58.27,56.47,56.74,4038600,27.13
"2009-05-28",57.79,59.2,56.59,58.72,4817200,28.08
"2009-05-29",59.82,60.69,59.14,59.48,8754000,28.44
"2009-06-01",60.91,63.7,60.87,63.17,4188000,30.2
"2009-06-02",62.29,63.87,61.78,63.52,4663600,30.37
"2009-06-03",62.29,62.42,59.68,60.77,4554600,29.06
"2009-06-04",61.72,64.04,61.2,63.4,4291400,30.31
"2009-06-05",63.92,64.97,62.93,63.96,5651800,30.58
"2009-06-08",63.24,64.78,62.59,64.23,4296000,30.71
"2009-06-09",65.06,66.51,64.68,66.1,4545800,31.61
"2009-06-10",66.53,67.39,65.34,66.3,3560800,31.7
"2009-06-11",66.31,69.07,66.19,67.65,3056800,32.35
"2009-06-12",66.17,66.91,65.09,66.77,3426200,31.93
"2009-06-15",65.73,66.23,64.48,65.38,2655000,31.26
"2009-06-16",66.25,66.6,62.89,63.27,3490800,30.25
"2009-06-17",63.43,63.46,60.85,62.18,3089400,29.73
"2009-06-18",62.17,62.68,60.75,61.42,2186800,29.37
"2009-06-19",62.19,62.19,59.62,60.16,3755800,28.77
"2009-06-22",59.04,59.08,55.87,57.08,4487000,27.29
"2009-06-23",57.73,57.73,55.49,56.84,3536200,27.18
"2009-06-24",57.3,57.86,56.85,57.33,3487400,27.41
"2009-06-25",57.29,58.94,57.03,58.73,3615200,28.08
"2009-06-26",58.28,58.94,57.63,58.09,3424200,27.78
"2009-06-29",58.72,59.68,58.15,59.31,3984000,28.36
"2009-06-30",59.24,59.93,57.94,58.97,3580200,28.2
"2009-07-01",59.77,60.7,59.66,59.79,4890800,28.59
"2009-07-02",58.65,58.65,56.14,56.44,3055400,26.99
"2009-07-06",54.74,55.09,53.65,54.94,3617400,26.27
"2009-07-07",54.97,55.22,53.21,53.31,4133000,25.49
"2009-07-08",53.63,54.36,51.49,52.75,5231800,25.22
"2009-07-09",53.38,55.05,53.05,54.81,5331000,26.21
"2009-07-10",53.82,54.88,53.13,54.63,3478800,26.12
"2009-07-13",54.61,55.85,52.87,55.83,3577600,26.7
"2009-07-14",56.57,57.02,55.57,56.34,3359600,26.94
"2009-07-15",57.41,57.75,56.82,57.46,4002000,27.47
"2009-07-16",56.98,58.6,56.47,58.23,3597000,27.84
"2009-07-17",58.32,58.93,57.79,58.13,3377200,27.79
"2009-07-20",58.92,59.94,58.79,59.68,2773000,28.54
"2009-07-21",60.38,60.79,58.72,60.14,2970400,28.76
"2009-07-22",59.25,60.07,58.5,58.67,5029600,28.05
"2009-07-23",58.84,60.33,58.44,60.05,4234600,28.71
"2009-07-24",59.45,60.29,58.95,59.99,3914600,28.68
"2009-07-27",60.25,60.33,58.8,59.4,4103200,28.4
"2009-07-28",58.7,59.65,57.6,58.6,5114000,28.02
"2009-07-29",56.99,57.11,55.14,56.66,4552400,27.09
"2009-07-30",57.79,60.98,57.46,60,7495200,28.69
"2009-07-31",58.86,61.76,58.86,61.12,4210400,29.22
"2009-08-03",62.37,64.43,62.31,63.98,4103800,30.59
"2009-08-04",63.54,63.54,61.79,62.18,3833600,29.73
"2009-08-05",61.94,62,60.1,60.65,3788000,29
"2009-08-06",60.5,61.59,60,60.37,2744000,28.95
"2009-08-07",61.11,61.88,60.18,60.41,2659400,28.97
"2009-08-10",60.23,60.95,59.79,60.32,2976600,28.93
"2009-08-11",59.98,59.98,59.25,59.46,1762400,28.52
"2009-08-12",59.27,61.33,59,60.74,2875000,29.13
"2009-08-13",61.38,61.38,60,60.99,2180800,29.25
"2009-08-14",61.14,61.14,59,59.9,1490400,28.73
"2009-08-17",58.94,58.95,57.66,58.2,2276200,27.91
"2009-08-18",58.17,59.31,57.92,59.08,1762600,28.33
"2009-08-19",58.51,60.78,58.15,60.13,2559800,28.84
"2009-08-20",60.18,61.09,59.85,60.58,2729200,29.05
"2009-08-21",60.83,62.04,60.5,61.6,3880000,29.54
"2009-08-24",62.25,62.92,61.98,62.37,2536200,29.91
"2009-08-25",62.44,62.95,60.89,61.19,2297200,29.35
"2009-08-26",60.5,62,60.5,62,2857800,29.73
"2009-08-27",61.65,61.87,59.97,61.49,2112600,29.49
"2009-08-28",62.16,62.98,61.82,62.08,1865600,29.77
"2009-08-31",61.15,61.15,59.95,60.46,1943200,28.99
"2009-09-01",60.23,61.06,59.08,59.08,2799200,28.33
"2009-09-02",58.81,60.04,58.81,59.58,2552200,28.57
"2009-09-03",60.18,60.42,59.6,60.1,2200400,28.82
"2009-09-04",59.98,61.07,59.75,61.07,1255000,29.29
"2009-09-08",62.43,63.36,62.2,63.26,2243400,30.34
"2009-09-09",63.49,65.29,63.47,64.95,3946600,31.15
"2009-09-10",65.3,66.83,64.54,66.64,2983200,31.96
"2009-09-11",67.06,67.87,64.82,66.12,3292000,31.71
"2009-09-14",65.15,66.97,64.72,66.94,3139400,32.1
"2009-09-15",67.4,69,67.14,68.65,3044800,32.92
"2009-09-16",68.98,70.16,68.55,70.11,4894400,33.62
"2009-09-17",70.07,70.35,69.21,69.57,3445400,33.36
"2009-09-18",70.01,70.07,68.28,68.88,3184200,33.03
"2009-09-21",67.41,68.16,67,68,3155800,32.61
"2009-09-22",69.28,69.31,68.31,68.79,2037800,32.99
"2009-09-23",68.99,68.99,66.61,67.21,3072600,32.23
"2009-09-24",67.26,67.43,65.57,65.91,3402800,31.61
"2009-09-25",66.16,66.59,64.8,65.79,1819400,31.55
"2009-09-28",66.15,66.83,65.49,66.79,1829400,32.03
"2009-09-29",66.59,67,65.66,66.46,1980200,31.87
"2009-09-30",67.18,67.18,65.27,65.96,4199200,31.63
"2009-10-01",65.82,66.16,63.4,63.43,2706000,30.42
"2009-10-02",62.26,64.53,62.25,64.2,3388800,30.79
"2009-10-05",64.39,65.97,63.76,65.91,2970400,31.61
"2009-10-06",66.94,68.08,66.67,67.63,2976600,32.43
"2009-10-07",67.32,68.02,66.91,67.83,2721200,32.53
"2009-10-08",68.25,70.68,68.1,70.37,2796000,33.75
"2009-10-09",70.32,70.84,69.89,70.67,2126600,33.89
"2009-10-12",71.59,72.65,71.02,71.5,1832000,34.29
"2009-10-13",71.68,71.84,69.78,71.13,2546600,34.11
"2009-10-14",72.33,72.38,71.4,72.24,2242000,34.64
"2009-10-15",71.64,73.46,71.28,73.41,2844000,35.21
"2009-10-16",72.84,73.88,72.17,73.59,2968800,35.29
"2009-10-19",73.43,74.02,73.06,73.67,2574400,35.33
"2009-10-20",73.43,74,71.57,72.1,3857800,34.58
"2009-10-21",71.48,72.7,70.13,70.18,5765400,33.66
"2009-10-22",69.81,71.26,69.19,71.11,2858800,34.1
"2009-10-23",71.21,71.91,68.87,69.49,2638400,33.33
"2009-10-26",69.94,73.6,69.94,70.03,5129400,33.58
"2009-10-27",70.67,71.46,69.34,70.34,3873000,33.73
"2009-10-28",69.72,69.72,66.69,66.93,4103600,32.1
"2009-10-29",67.83,69.74,67.1,68.51,5167400,32.86
"2009-10-30",68.34,68.47,64.75,65.63,5762400,31.47
"2009-11-02",66,67.48,64.87,65.69,4630200,31.5
"2009-11-03",64.66,66.56,64.04,66.27,3832800,31.78
"2009-11-04",67.19,67.89,65.87,66.14,2989600,31.72
"2009-11-05",66.6,67.14,65.32,66.88,3280400,32.16
"2009-11-06",65.84,67.7,65.73,66.74,2114000,32.09
"2009-11-09",68.06,69.31,67.84,69.19,2573400,33.27
"2009-11-10",68.75,70.2,68.5,70,3162600,33.66
"2009-11-11",70.5,71.22,69.39,69.71,2637000,33.52
"2009-11-12",68.98,69.51,66.54,66.84,3404200,32.14
"2009-11-13",65.74,66.6,65.12,66.04,5211200,31.76
"2009-11-16",66.57,68.35,66.57,67.8,3389600,32.6
"2009-11-17",67.74,67.85,66.66,67.06,2974000,32.25
"2009-11-18",67.24,67.51,65.5,65.8,3085200,31.64
"2009-11-19",65.19,65.38,63.69,64.19,3908200,30.87
"2009-11-20",63.83,65.14,63.49,64.77,5398400,31.15
"2009-11-23",65.9,66.85,64.99,65.32,2452800,31.41
"2009-11-24",65.32,65.94,65,65.66,2602400,31.57
"2009-11-25",65.78,66.86,64.77,66.63,2237200,32.04
"2009-11-27",64.56,65.4,63.84,64.92,1355800,31.22
"2009-11-30",64.54,65.59,64.36,65.25,2841200,31.38
"2009-12-01",66.2,67.12,66.17,66.72,1957000,32.08
"2009-12-02",66.23,67.04,65.49,65.91,1889600,31.69
"2009-12-03",65.72,66.27,64.47,64.52,2753200,31.03
"2009-12-04",65.56,66.4,64.3,65.04,3728000,31.28
"2009-12-07",64.49,66.87,64.49,65.68,3304800,31.58
"2009-12-08",65.03,65.55,64.76,65.11,4334600,31.31
"2009-12-09",65.2,65.93,64.7,65.72,4152200,31.6
"2009-12-10",66.38,67.38,65.94,66.83,3164600,32.14
"2009-12-11",66.97,67.1,66.18,66.48,3236400,31.97
"2009-12-14",69.49,69.94,67.78,69.48,3477400,33.41
"2009-12-15",69.61,70.42,68.95,70.35,2725800,33.83
"2009-12-16",70.79,71.64,70.45,71.14,2375000,34.21
"2009-12-17",70.57,71.81,70.09,71.23,1988000,34.25
"2009-12-18",71.78,72.53,70.86,71.48,3852200,34.37
"2009-12-21",72.08,72.47,71.56,71.71,2385600,34.48
"2009-12-22",72.09,72.37,71.2,71.88,1664800,34.57
"2009-12-23",72.27,72.74,71.88,72.67,2056800,34.95
"2009-12-24",73.05,73.14,72.4,72.83,737400,35.02
"2009-12-28",73.62,74.09,72.6,72.89,1661000,35.05
"2009-12-29",73.14,73.24,71.89,71.92,1823000,34.58
"2009-12-30",71.29,72.17,71.09,71.9,1296400,34.58
"2009-12-31",72.19,72.5,71.22,71.22,1201400,34.25
"2010-01-04",72.45,73.84,72.45,73.22,2227600,35.21
"2010-01-05",73.43,75.39,72.85,75.12,3523000,36.12
"2010-01-06",75.17,76.4,74.85,75.83,2030200,36.47
"2010-01-07",75.44,75.64,73.82,74.81,2110000,35.97
"2010-01-08",74.29,75.32,73.31,75.27,2303000,36.2
"2010-01-11",76.09,76.83,74.66,75.61,3183000,36.36
"2010-01-12",75.34,77.41,74.97,76.07,5095000,36.58
"2010-01-13",76.22,77.09,74.74,76.75,2535200,36.91
"2010-01-14",76.32,77.77,76.23,77.62,2509400,37.33
"2010-01-15",77.76,78.48,76.45,77.7,4321400,37.36
"2010-01-19",77.62,79.19,76.91,79.04,2286400,38.01
"2010-01-20",78.25,78.25,76.7,77.61,4429600,37.32
"2010-01-21",77.78,78.73,76.06,77.29,4138000,37.17
"2010-01-22",76.96,78.54,76.08,76.32,6085400,36.7
"2010-01-25",76.91,78.91,76.91,78.19,5578600,37.6
"2010-01-26",77.31,78.32,76.13,76.52,6243800,36.8
"2010-01-27",76.76,77.07,73.83,75,4122400,36.07
"2010-01-28",75.8,76.52,73.52,74.56,3463800,35.85
"2010-01-29",75.15,76.39,73.56,73.94,3964000,35.56
"2010-02-01",74.64,75.82,74.36,75.82,3304000,36.46
"2010-02-02",75.89,77.32,74.79,77.15,3562400,37.1
"2010-02-03",76.75,77.28,76.12,76.71,1988800,36.89
"2010-02-04",75.82,75.82,72.53,72.71,2666600,35.05
"2010-02-05",72.52,73.24,70.82,73.05,4289800,35.21
"2010-02-08",73.25,73.71,72,72.6,3016800,34.99
"2010-02-09",73.64,75.64,73.45,74.43,2513800,35.88
"2010-02-10",73.8,74.02,72.63,73.28,3984800,35.32
"2010-02-11",73.28,75.07,73.01,75,2465600,36.15
"2010-02-12",74.02,74.59,73.27,74.37,2791600,35.85
"2010-02-16",75.28,77.1,75.28,76.89,2581800,37.06
"2010-02-17",77.26,77.42,75.79,76.44,3671800,36.85
"2010-02-18",74.25,75.96,74.21,75.33,5394200,36.31
"2010-02-19",74.96,75.78,74.39,74.76,3370200,36.04
"2010-02-22",74.74,74.84,72.32,72.48,2947800,34.94
"2010-02-23",71.98,72.54,70.7,70.94,3274400,34.19
"2010-02-24",70.16,72.2,69.96,70.99,4089400,34.22
"2010-02-25",69.85,71.49,69.27,71.27,2773000,34.35
"2010-02-26",71.51,72.87,70.97,72.64,3674600,35.01
"2010-03-01",73.32,73.78,72.93,73.35,3414600,35.36
"2010-03-02",73.61,74.43,72.72,73.06,4368000,35.22
"2010-03-03",73.39,73.86,72.42,72.81,2969200,35.1
"2010-03-04",72.98,73.55,71.5,72.22,2376200,34.81
"2010-03-05",72.78,73.68,72.63,73.23,2346200,35.3
"2010-03-08",73.47,73.6,72.73,72.98,1761800,35.18
"2010-03-09",72.7,73.6,72.51,73.25,2711000,35.31
"2010-03-10",73.38,73.76,72.91,73.55,3528800,35.45
"2010-03-11",73.25,73.7,72.97,73.47,2604200,35.41
"2010-03-12",73.96,74.15,73.12,74.02,2353200,35.68
"2010-03-15",73.76,73.87,72.39,73.22,3209000,35.29
"2010-03-16",73.68,74.1,73.07,74.07,2294400,35.7
"2010-03-17",74.44,76.62,74.44,76.16,4759600,36.71
"2010-03-18",75.83,76.41,74.23,74.39,3942000,35.86
"2010-03-19",74.43,74.97,72.47,73.19,5020800,35.28
"2010-03-22",72.33,72.43,71.5,72.28,3979800,34.84
"2010-03-23",72.26,72.58,71.28,71.72,5287200,34.57
"2010-03-24",71.41,72.37,70.81,72.05,4594000,34.73
"2010-03-25",72.71,72.71,70.13,70.18,3809600,33.83
"2010-03-26",70.22,70.42,68.38,69.19,6041800,33.35
"2010-03-29",69.81,71.33,69.48,71.29,2974200,34.36
"2010-03-30",70.81,71.95,70.25,71.64,3601400,34.53
"2010-03-31",71.73,73.6,71.68,73,5128200,35.19
"2010-04-01",73.88,75.44,73.75,75.28,4262400,36.29
"2010-04-05",75.57,77.88,75.3,76.99,4925000,37.11
"2010-04-06",76.56,76.82,75.68,75.9,4764800,36.58
"2010-04-07",75.56,76.66,75,75.87,4607400,36.57
"2010-04-08",75.29,76.27,74.45,76.13,2222200,36.7
"2010-04-09",76.58,77.18,76.21,76.88,2613200,37.06
"2010-04-12",76.62,77.25,76.1,76.53,3036800,36.89
"2010-04-13",76.49,76.93,75.47,76.6,2327600,36.92
"2010-04-14",77.17,78.23,76.5,78.16,3097000,37.67
"2010-04-15",78.54,78.59,77.77,78.31,2158600,37.75
"2010-04-16",77.64,78.25,76.56,77.3,3876800,37.26
"2010-04-19",76.51,77.49,76.16,77.32,2128600,37.27
"2010-04-20",77.95,79.1,77.93,78.66,2482600,37.92
"2010-04-21",78.54,78.88,77.94,78.4,2357800,37.79
"2010-04-22",77.54,79.78,77.36,79.33,3389600,38.24
"2010-04-23",79.22,80.66,78.76,80.65,4177200,38.87
"2010-04-26",80.56,81.5,80.12,80.73,3422000,38.91
"2010-04-27",80.09,80.69,78.07,78.22,3369400,37.7
"2010-04-28",79.04,79.46,78.09,78.91,4017200,38.04
"2010-04-29",78.49,79.96,75.57,78.25,5952200,37.72
"2010-04-30",78.34,78.68,75.54,76.4,5531400,36.83
"2010-05-03",76.46,78.46,76.24,77.88,3070800,37.54
"2010-05-04",76.74,77.29,75.62,76.89,3484800,37.06
"2010-05-05",75.8,76.06,74.42,74.93,4262400,36.12
"2010-05-06",74.29,75.08,69.59,72.35,5505200,34.96
"2010-05-07",72,73.02,69.86,70.8,4812400,34.21
"2010-05-10",74.41,74.44,71.94,73.07,5078200,35.31
"2010-05-11",72.06,72.66,68.3,68.55,11133400,33.12
"2010-05-12",68.92,70.31,67.7,70.13,9565800,33.88
"2010-05-13",69.84,70.58,68.72,68.92,4268400,33.3
"2010-05-14",68.41,68.66,65.74,67.05,5183800,32.4
"2010-05-17",67.47,67.96,64.99,65.93,4845600,31.86
"2010-05-18",66.97,67.45,65.1,65.29,4545800,31.55
"2010-05-19",64.7,65.1,62.47,64.09,5222800,30.97
"2010-05-20",62,62.19,60.2,60.36,7161200,29.16
"2010-05-21",59.56,61.17,58.4,61.12,8627000,29.53
"2010-05-24",61.17,61.17,59.58,59.61,3147000,28.8
"2010-05-25",58.12,58.73,57.1,58.63,9683600,28.33
"2010-05-26",59.4,61.01,59.4,60.25,6816800,29.11
"2010-05-27",61.82,63.09,61.35,61.68,6869400,29.8
"2010-05-28",61.77,62.02,59.13,59.49,6778400,28.74
"2010-06-01",59.04,59.04,56.23,56.23,8729800,27.17
"2010-06-02",56.82,60.15,56.5,60.15,6884200,29.06
"2010-06-03",62.08,63.67,61.2,63.41,10507000,30.64
"2010-06-04",62.32,64.12,60.3,60.6,7037600,29.28
"2010-06-07",61.39,61.74,59.94,60.16,4218400,29.07
"2010-06-08",60.21,60.97,59.4,60.89,6028600,29.42
"2010-06-09",61.54,62.56,60.55,61.07,6085400,29.51
"2010-06-10",62.45,63.99,62.42,63.9,4109000,30.87
"2010-06-11",63.27,64,62.72,63.98,3380600,30.91
"2010-06-14",64.85,65.23,63.26,63.68,3752000,30.77
"2010-06-15",64.7,66.56,64.31,66.45,3971600,32.11
"2010-06-16",65.9,66.67,64.86,66.2,4055000,31.99
"2010-06-17",66.05,66.27,65.43,66.1,2832600,31.94
"2010-06-18",66.07,66.21,65.01,65.98,3063800,31.88
"2010-06-21",66.75,67.37,64.8,65.29,3152000,31.55
"2010-06-22",65.24,65.3,62.77,63.06,3650600,30.47
"2010-06-23",62.97,63.23,62.14,62.41,3564200,30.15
