"","NBL.Open","NBL.High","NBL.Low","NBL.Close","NBL.Volume","NBL.Adjusted"
"2012-03-20",98.99,99.21,98,98.7,2352400,48.45
"2012-03-21",99.31,99.54,97.6,99.27,3433000,48.73
"2012-03-22",98.04,98.04,94.94,95.29,2833400,46.77
"2012-03-23",95.3,96.85,94.82,96.36,2023600,47.3
"2012-03-26",97.53,99.49,97.49,99.05,3412600,48.62
"2012-03-27",99.22,99.5,98.02,98.46,2015200,48.33
"2012-03-28",97.86,98.17,97.08,97.84,2380400,48.02
"2012-03-29",96.83,98.34,96.5,98.17,2199200,48.19
"2012-03-30",98.7,99.49,97.63,97.78,2166400,48
"2012-04-02",97.68,100.98,97.33,100.26,2497800,49.21
"2012-04-03",99.86,99.97,98.09,98.91,2624000,48.55
"2012-04-04",97.63,98.1,95.94,97.1,1969200,47.66
"2012-04-05",96.72,97.75,96.01,96.51,1693400,47.37
"2012-04-09",94.88,96.24,94.58,95.75,1541000,47
"2012-04-10",95.68,95.68,92.81,93.16,2701600,45.73
"2012-04-11",94.06,94.8,92.26,92.45,2407000,45.38
"2012-04-12",92.67,95,92.46,94.82,1993400,46.54
"2012-04-13",94.75,95.38,93.99,94.46,2193600,46.37
"2012-04-16",94.73,95.18,92.73,93.71,1711000,46
"2012-04-17",94.88,95.61,94.29,94.75,1850800,46.51
"2012-04-18",93.93,94.61,93.38,93.9,1748800,46.09
"2012-04-19",94.22,94.88,93.12,93.73,1582000,46.01
"2012-04-20",93.94,94.78,93.15,93.63,2867400,45.96
"2012-04-23",92.08,93.99,91.76,93.84,2197000,46.06
"2012-04-24",94.05,94.57,93.23,93.98,2106400,46.13
"2012-04-25",95.07,96.18,94.51,95.73,2891000,46.99
"2012-04-26",95.87,99.75,95.3,99.27,3365600,48.73
"2012-04-27",99.53,100.33,98.84,100.05,2099800,49.11
"2012-04-30",100.1,100.1,98.44,99.32,2200000,48.75
"2012-05-01",99.83,100.75,98.64,99.89,2320000,49.03
"2012-05-02",99.05,99.29,97.9,98.47,1994800,48.33
"2012-05-03",98.85,99.2,96.46,96.91,2782400,47.67
"2012-05-04",96.11,96.28,94.11,95.03,2490400,46.75
"2012-05-07",94.59,95.05,93.55,94.02,2119000,46.25
"2012-05-08",93.44,93.58,90.12,91.73,4489600,45.13
"2012-05-09",90.27,91.4,89.31,90.13,3665000,44.34
"2012-05-10",91.15,91.87,89.95,90.17,3127000,44.36
"2012-05-11",90.09,90.64,88.97,89.19,1791800,43.88
"2012-05-14",87.86,88.02,86.7,86.86,2282200,42.73
"2012-05-15",86.86,87.5,84.68,85,2555600,41.82
"2012-05-16",85.32,86.69,83.76,83.82,2372000,41.24
"2012-05-17",83.71,84.28,82.46,82.46,2398000,40.57
"2012-05-18",82.85,83.67,81.5,81.85,2507800,40.27
"2012-05-21",82.22,84.81,82.03,84.76,2555200,41.7
"2012-05-22",84.67,85.61,83.88,84.5,3050200,41.57
"2012-05-23",83.59,84.95,81.89,84.71,2309000,41.67
"2012-05-24",85.1,85.15,83.09,84.35,1644000,41.5
"2012-05-25",84.54,85.11,83.65,83.94,1762800,41.29
"2012-05-29",84.71,86.51,84.63,86.21,2454400,42.41
"2012-05-30",84.94,84.95,83.18,84.04,2388000,41.34
"2012-05-31",84.16,85.06,81.6,84.46,3209400,41.55
"2012-06-01",82.64,82.66,80.25,80.95,3912800,39.82
"2012-06-04",81.36,81.69,79.96,81.32,3386400,40.01
"2012-06-05",81,82.79,80.8,82.49,2489200,40.58
"2012-06-06",83.96,85.48,83.45,85.45,2616200,42.04
"2012-06-07",86.67,87.14,84.38,84.63,2876000,41.63
"2012-06-08",83.65,85.04,82.83,84.88,1779200,41.76
"2012-06-11",85.6,85.82,83.07,83.19,1997000,40.93
"2012-06-12",83.88,84.6,82.72,84.16,1992200,41.4
"2012-06-13",83.66,84.37,81.83,82.42,3083400,40.55
"2012-06-14",82.53,83.49,81.54,82.98,2734400,40.82
"2012-06-15",83.25,84.31,82.44,84.24,3057800,41.44
"2012-06-18",83.65,83.65,82.47,82.82,2369200,40.74
"2012-06-19",83.3,84.88,82.99,84.33,1373200,41.49
"2012-06-20",84.15,84.78,81.97,82.65,2360600,40.66
"2012-06-21",82.92,82.92,79.29,79.39,3390000,39.06
"2012-06-22",80.05,80.34,78.79,79.75,2815200,39.23
"2012-06-25",78.5,78.78,76.83,77.59,2675800,38.17
"2012-06-26",77.6,78.8,77.06,78.51,2342600,38.62
"2012-06-27",78.75,80.92,78.58,80.68,2777000,39.69
"2012-06-28",79.63,81.64,79.5,81.26,2800000,39.98
"2012-06-29",83.24,84.82,82.78,84.82,3971000,41.73
"2012-07-02",85,85.12,83.15,84.12,2096600,41.38
"2012-07-03",84.86,88.15,84.66,88.1,1827600,43.34
"2012-07-05",87.25,87.53,85.66,86.25,2454200,42.43
"2012-07-06",84.91,85.75,84.33,85.1,1906800,41.86
"2012-07-09",84.78,85.65,84.27,84.88,1442200,41.76
"2012-07-10",85.75,85.87,82.56,83.06,2054000,40.86
"2012-07-11",83.36,85.3,83.1,84.87,2079400,41.75
"2012-07-12",83.97,84.38,82.33,83.45,1988800,41.05
"2012-07-13",83.81,84.95,83.69,84.8,1805200,41.72
"2012-07-16",84.5,86.18,84.19,85.49,2589200,42.06
"2012-07-17",85.86,86.5,83.73,85.47,2230000,42.05
"2012-07-18",85.1,86.67,85,86.19,2894600,42.4
"2012-07-19",86.83,88.67,86.37,88.5,2957000,43.54
"2012-07-20",87.8,88.75,86.94,88.12,3205800,43.35
"2012-07-23",85.77,86.62,85.4,85.96,2027400,42.29
"2012-07-24",86.07,86.64,82.98,84.23,2285400,41.44
"2012-07-25",84.6,85.06,83.37,84.91,1780000,41.77
"2012-07-26",85.42,88,84.97,86.99,3604800,42.79
"2012-07-27",87.15,90.05,85.84,89.55,3698800,44.05
"2012-07-30",89.88,91.23,88.73,89.1,3028600,43.83
"2012-07-31",89.09,90.58,87.08,87.43,2865200,43.01
"2012-08-01",87.96,89.05,86.67,88.52,2485600,43.55
"2012-08-02",86.43,87.27,85.2,86.15,1652400,42.49
"2012-08-03",88.08,88.56,87.25,87.7,1715400,43.25
"2012-08-06",88,88.76,86.92,87.37,2180200,43.09
"2012-08-07",88.2,89.8,88.2,89,2195200,43.89
"2012-08-08",88.86,90.04,88.07,89.89,2912800,44.33
"2012-08-09",89.37,90.7,88.98,89.8,1600200,44.29
"2012-08-10",89.2,91.02,88.68,90.91,2136400,44.83
"2012-08-13",90.66,90.85,89.87,90.05,1818800,44.41
"2012-08-14",90.27,90.83,89.29,89.55,1293400,44.16
"2012-08-15",89.07,89.87,88.78,89.41,2570400,44.09
"2012-08-16",89.61,90.82,89.45,90.7,1427200,44.73
"2012-08-17",90.82,90.82,89.57,89.88,1424400,44.33
"2012-08-20",89.77,89.95,88.06,88.65,1367600,43.72
"2012-08-21",89.18,89.48,87.81,87.95,1561600,43.37
"2012-08-22",87.91,88.71,87.58,88.46,1767400,43.63
"2012-08-23",88.32,88.6,86.48,86.6,1482200,42.71
"2012-08-24",86.21,87.58,86,87.27,1655800,43.04
"2012-08-27",87.51,87.78,86.62,87.06,1633400,42.94
"2012-08-28",86.97,87.47,86.5,87.31,2117400,43.06
"2012-08-29",87.51,87.91,86.71,87.26,1388400,43.03
"2012-08-30",86.52,87.76,86.3,86.99,1785200,42.9
"2012-08-31",87.86,88.39,86.95,87.9,1623800,43.35
"2012-09-04",87.12,87.53,86.34,86.73,1907600,42.77
"2012-09-05",86.73,87.08,85.95,86.2,1670200,42.51
"2012-09-06",87.19,90.05,87.09,89.37,2204800,44.08
"2012-09-07",89.07,91.59,88.95,91.5,2132800,45.13
"2012-09-10",91.6,94.1,91.27,93.11,4480200,45.92
"2012-09-11",93.26,94.18,93.11,93.94,2437000,46.33
"2012-09-12",94.46,94.75,93.55,93.83,1421200,46.27
"2012-09-13",93.73,96.47,93.26,95.7,1336600,47.2
"2012-09-14",96.06,97.6,96.04,96.77,2544800,47.72
"2012-09-17",96.47,96.55,94.66,95.05,2170600,46.88
"2012-09-18",94.8,95.12,93.51,94.3,1965800,46.51
"2012-09-19",94.22,94.45,93.12,93.38,1610600,46.05
"2012-09-20",92.77,93.68,91.62,93.22,2034600,45.97
"2012-09-21",94.01,94.29,92.83,93.27,2403000,46
"2012-09-24",92.75,93.22,92.44,92.75,1431200,45.74
"2012-09-25",93.16,93.81,91.92,91.94,1503800,45.34
"2012-09-26",91.69,92.1,90.88,91.18,1665600,44.97
"2012-09-27",91.81,93.39,91.63,93.11,1427400,45.92
"2012-09-28",92.41,93.18,92.04,92.71,1656600,45.72
"2012-10-01",91.06,93.6,91.06,92.23,2284600,45.49
"2012-10-02",93.12,94.01,92.05,93.88,2280200,46.3
"2012-10-03",93.95,94.15,92.21,92.79,1795800,45.76
"2012-10-04",93.17,93.89,92.44,92.85,1702400,45.79
"2012-10-05",93.24,93.64,92.49,93.38,2937000,46.05
"2012-10-08",92.67,94.4,92.51,94.3,2172600,46.51
"2012-10-09",94.55,95.17,93.84,94.37,1808200,46.54
"2012-10-10",94.3,95.5,93.9,94.11,2149200,46.41
"2012-10-11",94.53,94.75,93.01,93.29,2661400,46.01
"2012-10-12",93.18,94,92.73,93.78,1941400,46.25
"2012-10-15",94,94,92.5,93.77,1428200,46.25
"2012-10-16",94,95.41,93.77,94.69,1408000,46.7
"2012-10-17",95.11,96.39,94.76,96.14,1436200,47.41
"2012-10-18",95.82,96.76,95.54,96.5,1700000,47.59
"2012-10-19",96.25,96.45,94.09,94.24,1607600,46.48
"2012-10-22",93.46,96.24,93.04,94.27,2539600,46.49
"2012-10-23",92.45,92.66,91.01,91.51,1928400,45.13
"2012-10-24",92.28,92.28,90,90.18,2251600,44.47
"2012-10-25",90.5,92.94,90.02,92.87,3072200,45.8
"2012-10-26",92.73,95.4,92.53,94.45,2640600,46.58
"2012-10-31",93.32,95.35,93.32,95.01,2931600,46.86
"2012-11-01",95,95.46,93.62,95.4,1937400,47.17
"2012-11-02",95.61,96.16,94.71,95,1790000,46.98
"2012-11-05",95.01,95.86,94.09,95.68,1411800,47.31
"2012-11-06",96.2,97.1,95.51,96.71,2437600,47.82
"2012-11-07",95.42,95.53,94.2,95,1958800,46.98
"2012-11-08",95,95.71,94.59,94.73,3182200,46.84
"2012-11-09",94.58,95.95,94.48,95.01,1729200,46.98
"2012-11-12",95.25,95.3,94.48,95,1261800,46.98
"2012-11-13",94.03,95.73,93.95,95,1584200,46.98
"2012-11-14",95.29,95.29,93.6,94.5,2196400,46.73
"2012-11-15",94.59,95.21,91.86,92.58,4447200,45.78
"2012-11-16",93.13,93.52,91.21,91.88,4724800,45.43
"2012-11-19",93.09,94.5,93.05,93.83,2353000,46.4
"2012-11-20",94.23,95.85,93.75,94.8,2835000,46.88
"2012-11-21",95.25,95.81,94.51,95.31,2042400,47.13
"2012-11-23",95.6,96.62,95.14,96.55,1006400,47.74
"2012-11-26",96.19,96.74,95.05,96.65,2769200,47.79
"2012-11-27",96.09,96.83,95.28,96.19,2018200,47.56
"2012-11-28",95,97.04,94.47,96.96,1631800,47.94
"2012-11-29",97.5,98.57,97.31,97.8,2375800,48.36
"2012-11-30",97.99,98.52,97.24,97.75,2150800,48.34
"2012-12-03",98.83,99,96.15,96.27,2710200,47.6
"2012-12-04",96,96.61,95.51,95.95,1340000,47.45
"2012-12-05",96.44,97.26,95.53,96.04,2715200,47.49
"2012-12-06",96.52,99.37,96.52,99.33,4513600,49.12
"2012-12-07",99.58,101.69,98.89,101.45,3007400,50.16
"2012-12-10",102.56,102.56,100.13,100.4,2142200,49.65
"2012-12-11",100.68,101.35,100.59,101.08,1623600,49.98
"2012-12-12",101.41,102.29,100.53,101.82,1959600,50.35
"2012-12-13",101.44,101.75,99.04,99.3,1907000,49.1
"2012-12-14",99.43,100.06,98.76,100.02,2413200,49.46
"2012-12-17",100.26,101.42,99.64,100.6,2136000,49.74
"2012-12-18",100.51,103.08,100.11,102.81,2011600,50.84
"2012-12-19",102.63,102.81,101.44,101.71,1431000,50.29
"2012-12-20",101.62,102.7,101.14,102.7,1626400,50.78
"2012-12-21",101.41,102.93,101.17,102.57,2558800,50.72
"2012-12-24",102.11,102.57,101.54,101.64,504200,50.26
"2012-12-26",102.04,102.8,100.71,100.96,939800,49.92
"2012-12-27",100.96,101.38,99.83,100.69,999000,49.79
"2012-12-28",100.49,100.9,98.83,98.91,1652400,48.91
"2012-12-31",98.78,101.88,98.66,101.74,1693000,50.31
"2013-01-02",103.43,103.82,101.86,103.25,1560200,51.05
"2013-01-03",102.93,104.24,102.33,103.24,1424800,51.05
"2013-01-04",103.22,104.97,103.22,104.9,1511800,51.87
"2013-01-07",104.44,105.21,103.83,105.09,1605000,51.96
"2013-01-08",104.16,104.16,102.85,104.06,2363400,51.46
"2013-01-09",104.65,104.72,103.29,103.84,1713400,51.35
"2013-01-10",104.62,104.83,103.78,104.59,1789000,51.72
"2013-01-11",104.49,105.58,104.06,105.57,1995400,52.2
"2013-01-14",105.31,105.9,105.13,105.43,1074800,52.13
"2013-01-15",104.85,105.4,104.17,105.31,1121000,52.07
"2013-01-16",105.07,106.07,104.8,105.75,863800,52.29
"2013-01-17",106.51,107.28,106.05,106.97,2209000,52.89
"2013-01-18",107,107,105.06,106.62,2075600,52.72
"2013-01-22",106.72,109.04,106.35,109.04,2059600,53.92
"2013-01-23",108.66,108.66,107.13,107.31,1016200,53.06
"2013-01-24",107.35,108.76,106.87,107.6,1254400,53.21
"2013-01-25",107.83,108.65,107.16,108.3,1094800,53.55
"2013-01-28",108.63,108.63,106.89,107.56,1113400,53.19
"2013-01-29",107.72,109.42,107.42,109.26,1239800,54.03
"2013-01-30",109.32,110.08,108.04,108.23,1475000,53.52
"2013-01-31",107.9,108.66,107.12,107.79,1580400,53.3
"2013-02-01",108.51,109.38,107.87,109.19,1651400,53.99
"2013-02-04",108.26,109.09,107.72,108.77,1312400,53.78
"2013-02-05",109.5,112.02,109.39,111.92,2702600,55.34
"2013-02-06",110.99,113.67,110.89,113.57,2381800,56.16
"2013-02-07",112.84,114.38,111.96,113.65,2090800,56.32
"2013-02-08",113.99,115.59,113.4,115.36,1981000,57.17
"2013-02-11",114.95,115.02,112.15,112.75,2435400,55.88
"2013-02-12",112.2,112.73,111.5,112.22,1759600,55.61
"2013-02-13",112.43,113.37,112.12,112.27,1612400,55.64
"2013-02-14",112,112.74,111.73,112.15,1665600,55.58
"2013-02-15",112.31,112.46,111.08,112.02,2486800,55.51
"2013-02-19",112.51,114.07,112.51,113.9,3757000,56.45
"2013-02-20",114,114.18,111.25,111.34,1984800,55.18
"2013-02-21",111.29,111.5,109.86,110.06,1921600,54.54
"2013-02-22",110.96,111.7,110.19,111.59,2272800,55.3
"2013-02-25",112,112.39,108.42,108.43,2519000,53.73
"2013-02-26",109.35,109.35,107.26,108.79,1919200,53.91
"2013-02-27",108.81,110.64,108.81,110.28,2194800,54.65
"2013-02-28",110.49,111.64,110.01,110.83,2033000,54.92
"2013-03-01",110.15,110.42,109.01,110.04,1800800,54.53
"2013-03-04",110,110.09,108.23,110.07,1902200,54.55
"2013-03-05",110.86,111.25,108.03,109.35,4095400,54.19
"2013-03-06",109.82,110.27,109.06,109.92,2310600,54.47
"2013-03-07",110.05,112.55,110.04,112.35,2319400,55.68
"2013-03-08",112.81,112.81,111.22,112.49,2149000,55.75
"2013-03-11",112.28,113.44,111.7,113.03,1465600,56.01
"2013-03-12",113.23,113.87,112.5,113.8,1414200,56.4
"2013-03-13",113.61,114.5,113.34,114.31,1931400,56.65
"2013-03-14",114.31,116.25,114.23,115.98,2019800,57.48
"2013-03-15",115.66,116.64,115.42,116.45,3561600,57.71
"2013-03-18",115.02,116.1,114.62,115.65,2090000,57.31
"2013-03-19",115.86,115.93,113.72,114.25,1602800,56.62
"2013-03-20",114.9,115.65,113.41,113.97,1893000,56.48
"2013-03-21",113.17,114.15,112.39,113,1400000,56
"2013-03-22",113.41,114.42,113.17,114.16,1660600,56.57
"2013-03-25",114.7,115.22,112.76,113.19,1142200,56.09
"2013-03-26",113.73,115.8,113.73,115.6,954400,57.29
"2013-03-27",115.05,115.66,114.04,115.23,829600,57.1
"2013-03-28",115.41,116.45,114.68,115.66,1680400,57.32
"2013-04-01",116.35,116.71,114.59,116,1123400,57.49
"2013-04-02",115.95,116.65,115.31,115.88,1546000,57.43
"2013-04-03",116.59,117.58,114.25,115.24,2142000,57.11
"2013-04-04",115.67,116.05,112.5,112.71,3610800,55.86
"2013-04-05",110.97,112.06,110.39,111.57,3189000,55.29
"2013-04-08",112.21,115.67,112.02,115.59,2169400,57.28
"2013-04-09",115.61,117.7,115.08,116.88,1466000,57.92
"2013-04-10",117.44,117.71,116.54,116.66,1912400,57.81
"2013-04-11",117.79,118.48,116.42,117.96,2559600,58.46
"2013-04-12",117.38,117.38,113.28,113.54,3300000,56.27
"2013-04-15",112.6,112.66,107.99,107.99,2869600,53.52
"2013-04-16",109.29,110.65,107.95,109.93,2901600,54.48
"2013-04-17",108.59,108.59,105.89,106.49,3027600,52.77
"2013-04-18",106.88,108.3,105.24,107.61,2311800,53.33
"2013-04-19",107.93,108.18,105.95,107.21,1733600,53.13
"2013-04-22",107.58,109.02,106.33,108.61,1593000,53.82
"2013-04-23",109.25,110.95,108.85,110.72,3011400,54.87
"2013-04-24",111.15,113.51,110.87,112.62,2540800,55.81
"2013-04-25",113.34,116.38,112.2,113.57,2983000,56.28
"2013-04-26",113.57,113.84,110.64,111.69,2445000,55.35
"2013-04-29",112.55,113.72,111.8,113.04,1763200,56.02
"2013-04-30",112.81,113.8,112.01,113.29,1891200,56.14
"2013-05-01",112.61,112.61,110.12,110.91,2399600,54.96
"2013-05-02",111.03,111.72,110.2,110.82,2965200,55.06
"2013-05-03",111.91,113.29,111.75,113.07,3183600,56.18
"2013-05-06",113.22,114.19,112.59,114.08,1852200,56.68
"2013-05-07",114.86,117.45,114.86,116.81,2694800,58.03
"2013-05-08",116.81,117.48,116.01,117.43,2929000,58.34
"2013-05-09",117.18,117.8,115.57,116.01,3872800,57.64
"2013-05-10",115.36,115.7,114.13,114.78,2393600,57.03
"2013-05-13",114.38,115.68,114.14,115.65,1951400,57.46
"2013-05-14",115.5,117.67,115.5,117.61,2163200,58.43
"2013-05-15",118.53,118.85,116.36,117.99,3296400,58.62
"2013-05-16",117.73,118.34,116.5,117.82,2623000,58.54
"2013-05-17",118.34,121.36,118.31,121.3,3124200,60.26
"2013-05-20",121.37,123.07,121.24,122.5,2147400,60.86
"2013-05-21",122.49,123.05,121.11,121.14,1745600,60.19
"2013-05-22",121.94,123.21,117.86,119.07,3989600,59.16
"2013-05-23",117.31,118.81,116.07,118.75,2398000,59
"2013-05-24",118.02,118.17,115.62,117.38,2480200,58.32
"2013-05-28",118.5,120.28,117.53,118.26,4322200,58.75
"2013-05-29",58.83,59.35,58.27,59.12,915400,58.74
"2013-05-30",59.43,59.64,58.46,59.1,1228800,58.72
"2013-05-31",58.8,59.04,57.64,57.65,1490000,57.28
"2013-06-03",57.79,58.83,57.47,57.77,1896500,57.4
"2013-06-04",57.62,58.24,57.16,57.75,1992000,57.38
"2013-06-05",57.42,57.61,56.7,56.75,2075300,56.39
"2013-06-06",56.76,57.37,56.26,57.37,1332800,57.01
"2013-06-07",57.8,58.66,57.36,58.61,1257500,58.24
"2013-06-10",58.65,58.7,57.9,58.46,1056900,58.09
"2013-06-11",57.71,58.3,57.17,57.76,1528900,57.39
"2013-06-12",58.33,58.34,57,57.2,2094700,56.84
"2013-06-13",57.17,58.42,56.92,58.34,1258700,57.97
"2013-06-14",58.19,58.52,57.46,57.91,1144500,57.54
"2013-06-17",58.4,59.78,58.4,59.7,1933100,59.32
"2013-06-18",59.67,60.87,59.56,60.69,1781300,60.3
"2013-06-19",60.58,61.61,60.52,60.53,1725500,60.15
"2013-06-20",59.58,59.89,58.48,58.79,2310500,58.42
"2013-06-21",59.17,59.74,58.38,59.44,2652000,59.06
"2013-06-24",58.61,60.21,57.63,59.61,2711900,59.23
"2013-06-25",60.27,60.44,59.25,59.77,2121700,59.39
"2013-06-26",60.29,60.34,59.01,60.19,2021600,59.81
"2013-06-27",60.9,61.77,60.71,60.88,2378700,60.49
"2013-06-28",60.55,61.13,60.03,60.04,3246700,59.66
"2013-07-01",60.31,60.83,59.85,59.88,2464900,59.5
"2013-07-02",59.99,61.36,59.92,61.04,1692300,60.65
"2013-07-03",61.04,61.69,60.79,61.63,1076200,61.24
"2013-07-05",62.09,62.76,61.47,62.71,1189400,62.31
"2013-07-08",62.73,62.74,62.04,62.29,2312700,61.89
"2013-07-09",62.84,64.06,62.75,63.86,1716900,63.45
"2013-07-10",64.14,64.5,63.57,63.75,1882200,63.34
"2013-07-11",64.37,64.62,63.57,64.53,1351400,64.12
"2013-07-12",64.34,64.44,63.78,64.3,1322400,63.89
"2013-07-15",64.3,64.79,63.51,63.55,1567300,63.15
"2013-07-16",63.74,64,62.76,63.07,1299000,62.67
"2013-07-17",63.2,64.2,63.2,63.86,1131900,63.45
"2013-07-18",64.21,65.82,64.15,65.66,1663500,65.24
"2013-07-19",65.77,66.09,65.08,66.07,1476500,65.65
"2013-07-22",66.01,66.3,65.65,65.97,1673100,65.55
"2013-07-23",66.07,66.11,65.17,65.18,1317400,64.77
"2013-07-24",65.44,65.56,64.13,64.54,1359000,64.13
"2013-07-25",63.01,64.62,62.56,64.38,2110100,63.97
"2013-07-26",63.93,64.26,63.2,63.43,2112100,63.03
"2013-07-29",62.69,63.15,62,62.07,2222600,61.68
"2013-07-30",62.47,62.65,61.78,62.52,1656700,62.12
"2013-07-31",62.85,63.22,62.34,62.49,2011600,62.09
"2013-08-01",63.16,64.52,63.15,64.32,2194800,64.05
"2013-08-02",64.34,64.96,64.12,64.96,1620200,64.69
"2013-08-05",64.78,65.16,64.5,64.92,1390800,64.65
"2013-08-06",64.92,64.96,63.61,64.14,1433800,63.88
"2013-08-07",63.85,64.04,63.23,63.76,1832400,63.5
"2013-08-08",63.93,64.47,63.14,63.98,1567600,63.72
"2013-08-09",64.05,64.14,63.53,63.83,838400,63.57
"2013-08-12",63.5,64,63.2,63.42,863700,63.16
"2013-08-13",63.45,63.91,62.92,63.75,984300,63.49
"2013-08-14",63.69,63.87,62.97,62.98,1056800,62.72
"2013-08-15",62.67,63.32,62.15,63,888400,62.74
"2013-08-16",62.51,63.01,62.24,62.65,1528000,62.39
"2013-08-19",62.68,63.1,61.78,61.81,1191100,61.56
"2013-08-20",61.94,62.77,61.79,62.24,961800,61.98
"2013-08-21",62.25,62.52,61.7,61.79,1015600,61.54
"2013-08-22",61.92,62.75,61.71,62.49,622700,62.23
"2013-08-23",62.57,63.07,61.97,62.96,858600,62.7
"2013-08-26",63.12,63.7,62.73,62.84,710900,62.58
"2013-08-27",62.04,62.94,61.27,61.37,1884400,61.12
"2013-08-28",61.37,62.08,61.37,61.75,2073900,61.5
"2013-08-29",61.7,61.96,61.23,61.35,1349600,61.1
"2013-08-30",61.51,61.84,61,61.43,1581400,61.18
"2013-09-03",62.1,62.39,61.65,62.18,1398900,61.92
"2013-09-04",62.1,62.79,61.81,62.62,1054700,62.36
"2013-09-05",62.75,63.23,62.52,62.9,1045700,62.64
"2013-09-06",63.1,63.82,62.63,62.91,1497400,62.65
"2013-09-09",63.18,64.15,63.04,64.13,1674100,63.87
"2013-09-10",64.4,65.09,63.86,65.06,2180100,64.79
"2013-09-11",65.5,66.19,65.18,66.17,1918600,65.9
"2013-09-12",66.14,67.26,66.1,66.75,2135800,66.47
"2013-09-13",66.75,67.07,66.39,66.52,1611900,66.25
"2013-09-16",67.07,67.12,65.66,65.9,1575100,65.63
"2013-09-17",65.78,66.29,65.51,66.1,1244800,65.83
"2013-09-18",66.1,67.96,65.82,67.77,1363200,67.49
"2013-09-19",67.87,68.43,67.33,67.44,1247900,67.16
"2013-09-20",67.49,67.74,66.93,67.29,1726900,67.01
"2013-09-23",67.18,67.35,66.52,67.01,780500,66.73
"2013-09-24",66.87,67.85,66.66,67.14,1107900,66.86
"2013-09-25",67.28,67.69,66.8,67.02,1220100,66.74
"2013-09-26",67.23,67.35,66.43,67.32,1348600,67.04
"2013-09-27",67.12,67.3,66.54,67.01,911900,66.73
"2013-09-30",66.31,67.29,66.1,67.01,1214000,66.73
"2013-10-01",67.06,68,66.95,67.99,2085800,67.71
"2013-10-02",67.63,67.99,66.79,67.83,1392300,67.55
"2013-10-03",67.29,67.4,65.63,66.37,2061600,66.1
"2013-10-04",66.56,67.77,66.09,67.23,1338100,66.95
"2013-10-07",66.39,67.46,66.25,66.37,1277400,66.1
"2013-10-08",66.41,66.9,65.22,65.25,935300,64.98
"2013-10-09",65.31,65.63,64.36,64.8,1135600,64.53
"2013-10-10",65.52,66.45,65.14,66.45,1455900,66.18
"2013-10-11",66.17,67.41,65.88,67,1054800,66.72
"2013-10-14",66.52,67.43,66.26,67.4,1291400,67.12
"2013-10-15",67.96,69.07,67.56,68.31,2800300,68.03
"2013-10-16",68.85,70.3,68.69,70.21,1921900,69.92
"2013-10-17",69.97,70.78,69.86,70.73,1640100,70.44
"2013-10-18",71.24,72.62,70.83,72.56,2246900,72.26
"2013-10-21",72.3,73.09,71.92,72.36,1926500,72.06
"2013-10-22",72.77,73.88,72.51,73.28,3068200,72.98
"2013-10-23",72.89,73.14,70.57,71.38,2728300,71.09
"2013-10-24",71.5,76.59,71.04,74.52,3838700,74.21
"2013-10-25",75.66,76.6,74.88,76.51,3423900,76.19
"2013-10-28",76.39,77.04,75.94,76.54,2346200,76.22
"2013-10-29",76.57,77.33,76.5,77.13,1664600,76.81
"2013-10-30",77.13,78.01,75.28,76.09,1695200,75.78
"2013-10-31",76,76.18,74.64,74.93,2016500,74.76
"2013-11-01",75.11,75.47,73.5,75.19,1788700,75.02
"2013-11-04",75.65,76.92,75.53,76.13,1850700,75.96
"2013-11-05",75.71,76.03,74.72,75.01,1592200,74.84
"2013-11-06",75.16,75.97,74.01,74.59,1715300,74.42
"2013-11-07",74.96,75.1,72.16,72.65,3689900,72.48
"2013-11-08",72.7,75.69,72.7,75.6,2482200,75.43
"2013-11-11",75.55,75.97,74.88,75.21,933500,75.04
"2013-11-12",75.24,75.25,73.59,73.69,1621800,73.52
"2013-11-13",73.37,74.53,73,74,1852700,73.83
"2013-11-14",74.07,74.38,73.48,74.2,1628000,74.03
"2013-11-15",74.26,74.97,73.94,74.93,1377100,74.76
"2013-11-18",75.05,75.27,72.89,73.18,2509700,73.01
"2013-11-19",73.11,73.75,72.39,73,2050600,72.83
"2013-11-20",73.48,73.84,72.49,72.85,1450700,72.68
"2013-11-21",73.25,74.64,73.2,73.98,1420900,73.81
"2013-11-22",74.56,74.72,73.34,73.58,1793000,73.41
"2013-11-25",73.66,73.66,71.91,72.94,1383500,72.77
"2013-11-26",73,73.68,72.3,73.18,1787800,73.01
"2013-11-27",72.75,72.96,68.58,69.87,5196300,69.71
"2013-11-29",69.91,71.02,69.08,70.24,1523100,70.08
"2013-12-02",70.1,70.58,69.07,69.8,2035200,69.64
"2013-12-03",69.8,70.26,69.31,69.51,3196000,69.35
"2013-12-04",70.25,70.74,69.31,69.64,3141900,69.48
"2013-12-05",69,69.85,68.79,69.04,2373000,68.88
"2013-12-06",69.74,69.89,69.19,69.5,2700500,69.34
"2013-12-09",69.4,69.5,67.61,68.59,3781200,68.43
"2013-12-10",68.39,69.76,68.31,69.48,2432000,69.32
"2013-12-11",69.42,69.67,67.9,68.16,2329000,68
"2013-12-12",68.24,69.24,67.59,68.68,2102700,68.52
"2013-12-13",68.56,68.78,67.59,68.68,2266900,68.52
"2013-12-16",68.97,69.66,68.7,69.4,2026200,69.24
