"","CF.Open","CF.High","CF.Low","CF.Close","CF.Volume","CF.Adjusted"
"2014-01-17",248.84,248.84,244.97,245.81,408100,244.75
"2014-01-21",247.2,249.05,246.01,246.51,582700,245.44
"2014-01-22",246.53,247.3,241.59,242.44,653600,241.39
"2014-01-23",241.96,244.77,238,239.66,846200,238.62
"2014-01-24",238.86,238.86,232.64,232.68,788800,231.67
"2014-01-27",233.05,234.17,230.2,231.79,796800,230.79
"2014-01-28",231.9,236.18,230.87,234.91,845600,233.89
"2014-01-29",232.04,234.75,229.46,229.57,960600,228.58
"2014-01-30",230.1,235.9,227.51,232.58,848800,231.57
"2014-01-31",230.13,233.34,230.04,230.86,736500,229.86
"2014-02-03",231.34,232.84,225.79,226.13,928900,225.15
"2014-02-04",226.13,229.69,223.08,224.92,904200,223.95
"2014-02-05",223.43,228.46,220.12,227.75,882600,226.76
"2014-02-06",228.13,230.52,227.51,229.93,578700,228.93
"2014-02-07",230.1,234.38,229.8,234.06,668000,233.05
"2014-02-10",233.87,237.67,232.61,232.89,923400,231.88
"2014-02-11",233.93,235.13,230.71,231.06,1067600,230.06
"2014-02-12",229.44,230,226.49,228.68,1847500,228.68
"2014-02-13",227.89,232.19,227.2,231.23,1634900,231.23
"2014-02-14",231.5,233.44,230.08,231.65,1511000,231.65
"2014-02-18",231,231.87,222.32,226.19,2360000,226.19
"2014-02-19",236.75,249.6,236.39,237.62,2905600,237.62
"2014-02-20",238.5,241.77,238.44,240.86,924100,240.86
"2014-02-21",241.2,244.38,239.56,242.97,1004000,242.97
"2014-02-24",242.22,246.02,242.22,242.79,1360400,242.79
"2014-02-25",242.85,245.25,242.75,242.93,759800,242.93
"2014-02-26",243.68,245.83,242.65,244.28,627300,244.28
"2014-02-27",243.07,249.65,242.85,249.05,950300,249.05
"2014-02-28",250,251.3,249.12,250.9,965100,250.9
"2014-03-03",253.01,256.99,252.54,255.87,1363800,255.87
"2014-03-04",257.52,259.05,253.61,257.02,1387000,257.02
"2014-03-05",257.1,264.53,254.79,262.78,1089200,262.78
"2014-03-06",262.04,265.85,261.11,264.13,844100,264.13
"2014-03-07",264.61,267.76,259.88,261.09,1286200,261.09
"2014-03-10",260.9,265.66,257.64,264.48,891700,264.48
"2014-03-11",264.23,264.23,257.46,257.52,1150600,257.52
"2014-03-12",255,257,251.81,255.74,1366500,255.74
"2014-03-13",256.5,257.43,250.44,251.53,1151300,251.53
"2014-03-14",251,252.74,249.96,252.32,1050100,252.32
"2014-03-17",253.18,255.59,250.53,250.9,670300,250.9
