"","CMG.Open","CMG.High","CMG.Low","CMG.Close","CMG.Volume","CMG.Adjusted"
"2012-10-08",281.62,291.81,279.64,286.56,1312000,286.56
"2012-10-09",284.94,289.9,280.57,286.74,1106900,286.74
"2012-10-10",288.43,292.15,284.16,286.62,717300,286.62
"2012-10-11",283.15,290.33,280.75,286.36,1196900,286.36
"2012-10-12",285.72,291.5,285.41,290.47,927300,290.47
"2012-10-15",289,297,286.45,295.14,1001400,295.14
"2012-10-16",295.14,296.31,290.05,291.9,738900,291.9
"2012-10-17",288.3,292.87,288.3,290,673300,290
"2012-10-18",293.57,293.57,283.11,285.93,2097200,285.93
"2012-10-19",251.95,252.86,239.54,243,6349100,243
"2012-10-22",244.2,244.2,234.08,237.5,2035300,237.5
"2012-10-23",234.45,243,233.82,236.24,1810600,236.24
"2012-10-24",238.01,243.42,235.14,242.82,1839900,242.82
"2012-10-25",245.1,248.69,243.4,248.01,1653400,248.01
"2012-10-26",249.48,252.43,245.52,251.52,1209100,251.52
"2012-10-31",253.5,255.55,250.09,254.53,741300,254.53
"2012-11-01",251.56,263.38,251.56,263.25,1096400,263.25
"2012-11-02",264.22,268.27,261.93,262.32,769500,262.32
"2012-11-05",262.64,266.12,259.82,265.2,475500,265.2
"2012-11-06",271.25,281.32,271.25,279.69,1282200,279.69
"2012-11-07",275.97,284.57,272.58,272.86,1061800,272.86
"2012-11-08",273.53,274.61,260,261.36,1181800,261.36
"2012-11-09",260,264.9,258,259.52,903400,259.52
"2012-11-12",260.85,264.97,258.85,263.56,611900,263.56
"2012-11-13",262.07,266.32,261.59,262.13,534600,262.13
"2012-11-14",263.89,264.72,255.63,256.54,590100,256.54
"2012-11-15",255.56,260.89,253.39,260.3,620400,260.3
"2012-11-16",259.15,264.44,257.86,262.76,675600,262.76
"2012-11-19",266.31,270.86,265.14,270.26,589000,270.26
"2012-11-20",270.18,275.26,266.69,268.46,699200,268.46
"2012-11-21",272.3,278,271.68,275.46,637600,275.46
"2012-11-23",277.18,278.1,273.77,274.34,206300,274.34
"2012-11-26",273.72,274.17,266.61,270.67,600200,270.67
"2012-11-27",270.13,274.1,261.34,261.59,1090400,261.59
"2012-11-28",260.31,268.42,257.24,266.51,774300,266.51
"2012-11-29",267.6,268.47,263.82,266.8,477600,266.8
"2012-11-30",264.08,267.73,260.14,263.78,523100,263.78
"2012-12-03",265.05,267,261.73,263.75,375700,263.75
"2012-12-04",261.84,271.54,260.01,271.51,890500,271.51
"2012-12-05",271.2,271.84,263.97,264.97,570200,264.97
"2012-12-06",264.75,270.19,263.09,266.51,419600,266.51
"2012-12-07",268.2,272.98,267.08,268.61,342700,268.61
"2012-12-10",271.1,274.2,266.97,272.92,454700,272.92
"2012-12-11",273.63,277.74,273.01,274.05,526100,274.05
"2012-12-12",275.56,278.31,274.36,275.51,694200,275.51
"2012-12-13",275.84,281,274.01,277.65,714300,277.65
"2012-12-14",275.91,280.33,274.41,277.25,316700,277.25
"2012-12-17",278.4,287.21,278.12,286.68,671200,286.68
"2012-12-18",287.95,295.33,287.58,293.46,824800,293.46
"2012-12-19",293.94,296.87,287.76,288.89,533200,288.89
"2012-12-20",287.01,289.86,284.62,288.79,402100,288.79
"2012-12-21",285.64,293.18,280.55,292.52,783700,292.52
"2012-12-24",292.03,294.99,290.22,294.08,232400,294.08
"2012-12-26",294.08,294.98,287.24,289.03,415000,289.03
"2012-12-27",289.63,296.27,289.63,295.32,546500,295.32
"2012-12-28",293.02,294.88,289.46,290.53,450500,290.53
"2012-12-31",289.51,298.2,289.31,297.46,499700,297.46
"2013-01-02",304.26,306.73,298.31,301.06,491400,301.06
"2013-01-03",297,305.08,295.13,300.95,473000,300.95
"2013-01-04",301.44,304.28,300.13,300.18,368100,300.18
"2013-01-07",299.96,301,295.35,299.59,385900,299.59
"2013-01-08",300.35,301.5,295.43,297.76,368900,297.76
"2013-01-09",298.45,299.57,292.18,294.03,442400,294.03
"2013-01-10",296,298.41,291.7,298.41,438100,298.41
"2013-01-11",298.96,302.19,296,300,471300,300
"2013-01-14",299.97,301.99,294.53,295.97,288600,295.97
"2013-01-15",292.2,298.8,290.61,297.32,219300,297.32
"2013-01-16",267.14,283.37,266.02,280.94,3028800,280.94
"2013-01-17",281.68,293.82,281.68,290.33,1930500,290.33
"2013-01-18",290.48,296.34,290.01,295.02,785700,295.02
"2013-01-22",294.59,296.53,290.65,294.23,720100,294.23
"2013-01-23",292.79,297.12,291.04,293.74,398400,293.74
"2013-01-24",293.49,300.5,292.87,299.62,389800,299.62
"2013-01-25",299.98,305.99,298.95,303.48,797900,303.48
"2013-01-28",309.5,314.99,307.61,311.69,680300,311.69
"2013-01-29",312.6,312.97,307.27,310.01,406100,310.01
"2013-01-30",311.06,311.78,307.18,308.36,381500,308.36
"2013-01-31",307.78,309,302.5,307.01,448300,307.01
"2013-02-01",308.5,313.92,308.1,312.71,535900,312.71
"2013-02-04",311.07,313.54,309.55,310.19,628500,310.19
"2013-02-05",309.47,311.8,303.5,305.01,1280400,305.01
"2013-02-06",305,324.72,304,322.46,1938600,322.46
"2013-02-07",321.46,322.79,314.44,318.45,793400,318.45
"2013-02-08",316.77,321.49,316.73,320.72,403300,320.72
"2013-02-11",320.97,325.64,320.11,323.56,453300,323.56
"2013-02-12",322.39,326.99,322.05,322.51,353600,322.51
"2013-02-13",321.63,322.48,316.16,317.01,605700,317.01
"2013-02-14",316.28,319.08,314.44,317.72,483900,317.72
"2013-02-15",319.03,319.03,310.78,314.19,678300,314.19
"2013-02-19",314.4,317.58,311.32,313.05,530600,313.05
"2013-02-20",312.81,315.09,308,309.49,588200,309.49
"2013-02-21",307.17,313.73,307.17,308.13,639200,308.13
"2013-02-22",310.77,315.71,310.5,315.51,600300,315.51
"2013-02-25",316.51,318.32,311.18,311.21,512800,311.21
"2013-02-26",312.72,316.66,309.02,311.81,415200,311.81
"2013-02-27",312.48,318.71,311.96,316.21,330600,316.21
"2013-02-28",315.29,319.88,313.6,316.79,306400,316.79
"2013-03-01",316.75,319.82,314.5,319.74,300800,319.74
"2013-03-04",318.68,322.43,317.55,321.76,307300,321.76
"2013-03-05",323.3,332.49,322.5,329.24,520300,329.24
"2013-03-06",331.38,334.89,328.1,329,341500,329
"2013-03-07",331.38,331.38,325.08,327.5,330600,327.5
"2013-03-08",328.27,328.88,320.63,321.84,477800,321.84
"2013-03-11",320.08,327.12,319.39,322.42,363800,322.42
"2013-03-12",322.42,323.98,317,318.45,306400,318.45
"2013-03-13",319.41,322.38,319.33,322.38,358500,322.38
"2013-03-14",321.61,324.21,319.53,322.66,298700,322.66
"2013-03-15",320.95,323.98,318.54,321.35,311000,321.35
"2013-03-18",317.36,321.85,317.25,320.15,184800,320.15
"2013-03-19",320.1,324.53,315.5,317.23,408300,317.23
"2013-03-20",319.75,323.7,318.25,322.42,298900,322.42
"2013-03-21",321.99,322.52,318.33,319.42,425500,319.42
"2013-03-22",320.28,320.68,317.44,318.23,283500,318.23
"2013-03-25",318.7,321.7,316.04,316.77,315500,316.77
"2013-03-26",318.64,320.29,316.35,318.5,313800,318.5
"2013-03-27",318.49,320.85,316.34,320.59,215200,320.59
"2013-03-28",320.17,325.93,319.02,325.87,387400,325.87
"2013-04-01",327.42,328.47,320,321.06,421700,321.06
"2013-04-02",321.91,323.6,321.64,323.09,240800,323.09
"2013-04-03",327.05,330,321.87,323.79,413000,323.79
"2013-04-04",323.63,326.34,321.86,323.16,415500,323.16
"2013-04-05",318.11,328.78,316.87,328,470000,328
"2013-04-08",327.01,337.92,326.8,337.5,730200,337.5
"2013-04-09",337.18,337.22,330.55,332.67,521400,332.67
"2013-04-10",334.18,350,334.18,343.55,947700,343.55
"2013-04-11",340,344.24,330.5,331.33,1458400,331.33
"2013-04-12",329.77,342,327.28,341.91,782400,341.91
"2013-04-15",349,349.88,337.03,337.17,892200,337.17
"2013-04-16",341.03,343.89,337.67,342.17,447900,342.17
"2013-04-17",339.59,343.78,337.43,339.94,340200,339.94
"2013-04-18",341.5,341.5,328.36,328.36,1012900,328.36
"2013-04-19",344.91,366.73,343.31,366.25,2747400,366.25
"2013-04-22",367,372.99,362.66,362.83,989000,362.83
"2013-04-23",363.63,365.75,358.14,361.27,713700,361.27
"2013-04-24",358.71,365.65,358.71,362.79,419200,362.79
"2013-04-25",363.3,365.86,361.14,362.85,302300,362.85
"2013-04-26",362.01,364.22,359.46,361.73,339800,361.73
"2013-04-29",362.18,367,359.52,363.59,276200,363.59
"2013-04-30",365.49,365.51,360.71,363.19,373700,363.19
"2013-05-01",360.95,364.83,358.5,362.18,277900,362.18
"2013-05-02",361.68,369.32,361.62,365.2,363100,365.2
"2013-05-03",368.25,369.5,365.65,367.35,233900,367.35
"2013-05-06",367.45,376.27,367.45,373.98,496900,373.98
"2013-05-07",372.57,374.15,359,361.09,1009800,361.09
"2013-05-08",361.81,366.5,359.09,366.33,525600,366.33
"2013-05-09",363.95,372.98,363.65,367.45,834300,367.45
"2013-05-10",366.93,371.27,366.04,370.01,326500,370.01
"2013-05-13",369.88,370.6,366.12,367.51,326500,367.51
"2013-05-14",368,376.19,367.99,375.65,496400,375.65
"2013-05-15",375.27,378.4,372.81,374.97,485300,374.97
"2013-05-16",374.93,375.76,370.65,372.08,384500,372.08
"2013-05-17",371.92,375.5,371.92,375.16,288400,375.16
"2013-05-20",374.8,379.14,374.46,376.87,302100,376.87
"2013-05-21",376.51,378.76,373.78,377.43,281900,377.43
"2013-05-22",377.33,379.15,369.7,371.05,349000,371.05
"2013-05-23",367.53,370.23,362.8,368.45,378300,368.45
"2013-05-24",366.64,369.27,363.55,368.27,270900,368.27
"2013-05-28",371.58,374,370.12,370.61,400600,370.61
"2013-05-29",368.99,371.48,366.23,369.79,201900,369.79
"2013-05-30",370.93,373.42,369.22,369.85,195500,369.85
"2013-05-31",366.21,370.76,361,361,322100,361
"2013-06-03",361.01,363.28,354.53,358.84,472100,358.84
"2013-06-04",356.05,363.35,355.05,358.42,426000,358.42
"2013-06-05",358.64,359.45,350.66,353.03,288100,353.03
"2013-06-06",354.42,359.44,351.68,359.03,230000,359.03
"2013-06-07",361,365.8,354.25,365.8,560400,365.8
"2013-06-10",366.45,369.11,363.54,364.57,355500,364.57
"2013-06-11",361.46,367.7,361.46,364.75,248800,364.75
"2013-06-12",368.61,368.61,362.34,364.19,388400,364.19
"2013-06-13",369.5,372.56,365.44,371.43,309600,371.43
"2013-06-14",369.44,372.54,365.25,368.12,304500,368.12
"2013-06-17",370.5,372.11,365,367.68,257200,367.68
"2013-06-18",369.02,372.66,368.79,372.66,266600,372.66
"2013-06-19",371.79,372.5,366,366.87,282500,366.87
"2013-06-20",363.62,368.14,360.07,360.86,438000,360.86
"2013-06-21",363.26,363.26,355.92,361.64,691200,361.64
"2013-06-24",357.72,360.75,352.27,358.16,452500,358.16
"2013-06-25",361.06,363.98,357.06,358.96,294800,358.96
"2013-06-26",364,365.69,362.27,363.67,346400,363.67
"2013-06-27",364.95,366.96,361.19,364.15,336600,364.15
"2013-06-28",363.16,368.39,360.99,364.35,460300,364.35
"2013-07-01",366.45,369.24,362.3,363.74,355000,363.74
"2013-07-02",364.67,371.77,364.67,371.53,444400,371.53
"2013-07-03",374.99,386.81,374.75,384.47,692000,384.47
"2013-07-05",386,386.78,383.01,386.33,379000,386.33
"2013-07-08",387.39,388.21,383.92,386.03,345400,386.03
"2013-07-09",387.85,389.84,385.67,386.33,294900,386.33
"2013-07-10",385.74,385.74,379.88,382.03,378500,382.03
"2013-07-11",382.5,386.5,380.5,383.13,282300,383.13
"2013-07-12",384.21,387.49,383.29,386.27,340400,386.27
"2013-07-15",385.42,386.58,383.14,384.19,337700,384.19
"2013-07-16",383,383.3,374.44,379.13,560000,379.13
"2013-07-17",379.79,379.97,372.13,375.77,478100,375.77
"2013-07-18",375.99,377.4,372.75,376.75,971600,376.75
"2013-07-19",399.05,410.12,395.02,408.97,2270100,408.97
"2013-07-22",405.32,407.99,400.8,401.8,577700,401.8
"2013-07-23",401.34,404.84,396.49,397.41,392200,397.41
"2013-07-24",396.75,402.89,396.75,400.12,452100,400.12
"2013-07-25",400.41,404.72,395.87,404.25,533000,404.25
"2013-07-26",402.83,407.69,402.83,405.87,339400,405.87
"2013-07-29",404.46,408.35,402.05,404.44,193300,404.44
"2013-07-30",406.29,409.74,405.27,407.38,257200,407.38
"2013-07-31",407.89,414.9,406.7,412.27,483000,412.27
"2013-08-01",414.9,418.23,412.63,413.81,274700,413.81
"2013-08-02",414.6,414.74,411.01,412.09,246200,412.09
"2013-08-05",411.49,413.02,410.44,412.3,199200,412.3
"2013-08-06",411.61,412.89,405.26,405.89,320100,405.89
"2013-08-07",404.65,407.89,403.78,404.49,208500,404.49
"2013-08-08",404.92,411.28,404.92,407.9,196100,407.9
"2013-08-09",405.79,409.25,405.47,405.74,231500,405.74
"2013-08-12",403.5,407.57,401.74,402.97,192900,402.97
"2013-08-13",401.94,406.97,400.17,406.34,169100,406.34
"2013-08-14",405.24,406.19,402,404.64,101200,404.64
"2013-08-15",401.94,404.67,397.01,401.48,269400,401.48
"2013-08-16",401.33,404.95,400.34,401.94,171200,401.94
"2013-08-19",401.6,407.26,400.37,403.6,172200,403.6
"2013-08-20",407.37,412.2,405.66,407.55,273400,407.55
"2013-08-21",406.46,407.61,402.34,403,195900,403
"2013-08-22",405.7,408.85,402.56,407.05,259300,407.05
"2013-08-23",403.95,406.17,401.88,402.79,235000,402.79
"2013-08-26",405,405,401.05,402.09,208900,402.09
"2013-08-27",398.53,403.94,398,400.08,270900,400.08
"2013-08-28",401.5,408.17,401.5,403.05,271600,403.05
"2013-08-29",403.94,409.99,403.94,406.78,314200,406.78
"2013-08-30",406.33,408.99,405.51,408.17,276600,408.17
"2013-09-03",410.25,412.73,403.37,404.9,250700,404.9
"2013-09-04",406.3,410.37,404.48,409.71,267700,409.71
"2013-09-05",409.17,412.34,408,408.72,174600,408.72
"2013-09-06",408.78,411.77,403.53,408.52,256400,408.52
"2013-09-09",408.54,412.68,408,411.7,220200,411.7
"2013-09-10",413.25,419,412.87,418.64,288600,418.64
"2013-09-11",416.83,423.49,415.85,423.48,353700,423.48
"2013-09-12",420.3,425,420.11,421.64,220400,421.64
"2013-09-13",423.85,425.5,419.29,425.34,277900,425.34
"2013-09-16",427.52,427.52,421,423.46,342100,423.46
"2013-09-17",424.86,425.87,421.72,425.41,165000,425.41
"2013-09-18",425.4,427.5,423.1,426.23,303100,426.23
"2013-09-19",426.75,427.72,421.51,421.7,250100,421.7
"2013-09-20",420.93,424.91,414.96,415.08,580800,415.08
"2013-09-23",415.35,418.55,412.35,415.24,208000,415.24
"2013-09-24",418.42,423.78,415.74,418.76,396200,418.76
"2013-09-25",418.74,419.36,415,415.59,152800,415.59
"2013-09-26",416.25,422,415.95,420.34,180200,420.34
"2013-09-27",417.99,420,417.99,419,124100,419
"2013-09-30",422.64,429.78,422,428.8,469700,428.8
"2013-10-01",429.19,431,422.04,425.67,309400,425.67
"2013-10-02",425.67,427.39,420.2,427.14,227700,427.14
"2013-10-03",426.15,428.53,421.01,426.5,440200,426.5
"2013-10-04",426.5,434.36,425.86,434.12,335900,434.12
"2013-10-07",430,434.22,428.91,433.4,523700,433.4
"2013-10-08",432.12,434,423.39,427.72,634800,427.72
"2013-10-09",430,432.75,423.25,428.67,443000,428.67
"2013-10-10",432.07,436.95,430.28,435.87,309800,435.87
"2013-10-11",439.2,443.93,438.08,443.61,411200,443.61
"2013-10-14",441.42,447.65,440.54,442.02,543300,442.02
"2013-10-15",441.43,443.69,432.93,433.61,554300,433.61
"2013-10-16",436.57,438.51,434.12,438.07,510800,438.07
"2013-10-17",438.6,442.47,438.05,439.07,898000,439.07
"2013-10-18",481.05,511.1,477.34,509.74,2438900,509.74
"2013-10-21",509.59,512,506.5,509.25,909800,509.25
"2013-10-22",509.08,520.72,509.08,520,817600,520
"2013-10-23",515.02,522.5,514.68,520.79,586500,520.79
"2013-10-24",521.13,524.54,517.85,522.97,424100,522.97
"2013-10-25",522.05,528,521.1,527.5,475000,527.5
"2013-10-28",527,527.92,522.78,527.85,418500,527.85
"2013-10-29",527.99,529.9,523.14,527.93,338200,527.93
"2013-10-30",528.95,529.84,522.85,524.35,284800,524.35
"2013-10-31",521.44,531.43,521.44,526.97,323000,526.97
"2013-11-01",526.78,529.89,524.9,527.6,367400,527.6
"2013-11-04",529.5,536.56,526.58,535.18,364800,535.18
"2013-11-05",535.03,543.68,533.21,543.05,412700,543.05
"2013-11-06",543.21,546.8,537.76,539.63,465700,539.63
"2013-11-07",540.01,540.01,524.67,525.02,652900,525.02
"2013-11-08",527.8,536.8,525.49,535.2,428900,535.2
"2013-11-11",535.71,537.24,534,536.44,164400,536.44
"2013-11-12",535.76,537.73,532,535.42,226600,535.42
"2013-11-13",534.55,538.38,533.11,537.58,216800,537.58
"2013-11-14",534.3,544.67,534.3,543.92,255300,543.92
"2013-11-15",545.99,549.5,544.88,546.97,309800,546.97
"2013-11-18",547.23,550.28,535.16,537.51,274200,537.51
"2013-11-19",539,541.81,537.73,538.16,246000,538.16
"2013-11-20",536,542.51,528.46,531.66,254400,531.66
"2013-11-21",534.9,542,531.2,539.22,382100,539.22
"2013-11-22",544,544,536.48,537.48,221100,537.48
"2013-11-25",537.55,540.94,530.88,532.31,201500,532.31
"2013-11-26",532.16,532.77,525,525,392800,525
"2013-11-27",526.21,527.08,523.12,525,307800,525
"2013-11-29",525.24,529.72,523.19,523.86,160100,523.86
"2013-12-02",521.5,526.6,520.49,524.5,238100,524.5
"2013-12-03",523.33,524.99,521.26,522.64,229300,522.64
"2013-12-04",520.55,522.63,516.01,518.11,321300,518.11
"2013-12-05",518.2,525,517.11,521.01,249100,521.01
"2013-12-06",521,526.25,519.59,525.81,212100,525.81
"2013-12-09",525.71,529.99,525.01,527.32,278100,527.32
"2013-12-10",525.92,525.92,520.24,521.53,229900,521.53
"2013-12-11",523.31,523.94,516.33,517.57,252200,517.57
"2013-12-12",516.32,522.54,514.62,515.02,281000,515.02
"2013-12-13",518.51,520.99,511.28,512.85,349300,512.85
"2013-12-16",514.7,517.36,511.45,515.38,374200,515.38
"2013-12-17",515.79,518,509.35,512.64,288900,512.64
"2013-12-18",510.05,517,506.44,516.89,327200,516.89
"2013-12-19",517,521.23,514,514.58,321400,514.58
"2013-12-20",517.28,533.77,515.86,533.14,861100,533.14
"2013-12-23",535.5,537,527.94,531.03,349900,531.03
"2013-12-24",529.99,534,529.99,533.11,104700,533.11
"2013-12-26",532.59,535.76,530.44,535.43,210800,535.43
"2013-12-27",536.84,536.84,529.65,530.75,238500,530.75
"2013-12-30",530.33,534.59,528.01,532.04,263100,532.04
"2013-12-31",533.8,534.07,529.51,532.78,197300,532.78
"2014-01-02",530,532.96,521.53,523.43,456500,523.43
"2014-01-03",524,534.01,523.48,531.31,409100,531.31
"2014-01-06",534.72,534.72,523.08,527.32,415100,527.32
"2014-01-07",528.8,535.7,526.37,533.06,308800,533.06
"2014-01-08",529.5,536.19,528.09,535.85,411300,535.85
"2014-01-09",536.95,548.14,536.15,541.03,529800,541.03
"2014-01-10",542.08,544.87,536.71,538.57,379200,538.57
"2014-01-13",539.71,544.49,526.37,529.8,510300,529.8
"2014-01-14",531.98,533.47,526.42,530.28,373200,530.28
"2014-01-15",534,535.29,529.8,532.25,243000,532.25
"2014-01-16",532.87,534.19,527.81,529.51,260300,529.51
"2014-01-17",535.64,535.64,526.08,527.61,403700,527.61
"2014-01-21",531.71,531.76,523.21,525.57,386600,525.57
"2014-01-22",528.53,529,513.29,515.95,623300,515.95
"2014-01-23",512.8,513.95,498.56,503.45,1062200,503.45
"2014-01-24",495.26,502.34,489.5,492.48,893200,492.48
"2014-01-27",492.36,497,482.7,489.31,563200,489.31
"2014-01-28",491.95,498.78,488.73,491.87,397900,491.87
"2014-01-29",490,492.04,480.87,484.5,657600,484.5
"2014-01-30",486.96,499.43,485.4,493.96,1260500,493.96
"2014-01-31",553.42,568.9,546.1,551.96,2134700,551.96
"2014-02-03",550.21,553.78,535.35,543.2,1071100,543.2
"2014-02-04",546.46,546.74,536.46,540.59,556800,540.59
"2014-02-05",538.81,544.49,531,542.43,498300,542.43
"2014-02-06",542.61,554.85,542.05,544.47,449500,544.47
"2014-02-07",543.28,550.55,540.06,549.29,494100,549.29
"2014-02-10",552.48,552.48,543,548.09,344200,548.09
"2014-02-11",548.28,551.8,544.02,544.86,410900,544.86
"2014-02-12",548.95,551.76,539.61,545.74,485200,545.74
"2014-02-13",539.61,561.51,539,557.65,533000,557.65
"2014-02-14",552,558.97,547,554.11,330000,554.11
"2014-02-18",551.17,556.39,550.39,552.86,303700,552.86
"2014-02-19",553.82,560.85,551.06,552.18,417500,552.18
"2014-02-20",551.11,554.95,548.51,550.28,305800,550.28
"2014-02-21",551.38,555.2,548.57,549.49,408400,549.49
"2014-02-24",550.95,556.6,549.16,554.38,279500,554.38
"2014-02-25",557.05,560.44,553.35,554.62,336600,554.62
"2014-02-26",557.06,563.48,550.13,555.12,550900,555.12
"2014-02-27",551.64,562,551.64,561.14,305800,561.14
"2014-02-28",562.25,573.16,559.49,565.21,676400,565.21
"2014-03-03",561,563.95,551.7,554.6,527300,554.6
"2014-03-04",561.48,585.96,559.12,584.83,1003800,584.83
"2014-03-05",585,585.99,578.5,581.25,554800,581.25
"2014-03-06",584.11,594.5,583.7,593.27,635900,593.27
"2014-03-07",599.8,599.97,587.68,593.41,308100,593.41
"2014-03-10",589.82,593.94,585.28,587.96,362000,587.96
"2014-03-11",589.04,593.65,583,584.27,303500,584.27
"2014-03-12",583.28,588.75,577.37,588.7,244900,588.7
"2014-03-13",589.47,591.9,577.82,579.5,312200,579.5
"2014-03-14",575.02,582.1,572,575.96,334000,575.96
"2014-03-17",580.46,580.9,572.51,576.26,261700,576.26
