"","PH.Open","PH.High","PH.Low","PH.Close","PH.Volume","PH.Adjusted"
"2010-06-25",56.5,58.26,56.22,58.21,3453600,54.46
"2010-06-28",58.31,58.88,57.57,57.99,1909500,54.25
"2010-06-29",56.84,56.93,55.18,56.16,3138400,52.54
"2010-06-30",55.92,56.98,55.34,55.46,2290600,51.88
"2010-07-01",55.7,55.93,54.26,55.23,1725700,51.67
"2010-07-02",55.44,55.78,54.6,55.02,1495900,51.47
"2010-07-06",55.79,56.42,54.4,54.8,1894100,51.27
"2010-07-07",55.14,56.96,54.89,56.87,3077000,53.2
"2010-07-08",57.4,57.64,56.29,57.27,2260300,53.58
"2010-07-09",57.34,57.61,56.75,57.32,2469100,53.62
"2010-07-12",56.97,57.22,56.1,56.44,1536100,52.8
"2010-07-13",57.36,58.63,57.12,58.27,2530500,54.51
"2010-07-14",57.91,57.94,56.95,57.4,2234700,53.7
"2010-07-15",57.45,58.18,57.05,58.08,2172700,54.34
"2010-07-16",57.61,57.73,56.11,56.26,1650600,52.63
"2010-07-19",56.52,56.98,56.09,56.88,1417400,53.21
"2010-07-20",55.78,58.09,55.63,57.97,1692600,54.23
"2010-07-21",58.66,59.8,57.84,58.29,2271000,54.53
"2010-07-22",59.35,60.71,59.21,60.6,2012200,56.69
"2010-07-23",60.33,62.21,60.12,62.19,1786100,58.18
"2010-07-26",62.13,62.66,61.56,62.36,2132800,58.34
"2010-07-27",62.92,62.93,60.74,61.09,2112100,57.15
"2010-07-28",60.98,61.99,60.95,61.81,2410900,57.83
"2010-07-29",62.39,63.29,60.91,61.56,1717500,57.59
"2010-07-30",61.1,62.39,60.2,62.12,1931500,58.12
"2010-08-02",63.36,64.31,62.68,63.85,2127500,59.73
"2010-08-03",64.14,64.68,62.32,64.18,3248900,60.04
"2010-08-04",63.67,64.89,63.02,64.44,1626600,60.29
"2010-08-05",63.98,65.49,63.79,65.39,1606300,61.17
"2010-08-06",64.36,65.67,64.36,65.48,1789800,61.26
"2010-08-09",65.83,65.92,64.67,65.31,1930200,61.1
"2010-08-10",64,65.14,63.84,65.04,1795700,60.85
"2010-08-11",62.75,63.81,62.1,62.35,1873100,58.33
"2010-08-12",61.1,62.92,61.06,62.83,2016300,58.78
"2010-08-13",62.67,63.81,62.48,63.52,1906900,59.42
"2010-08-16",62.99,63.47,62.06,63.4,1820700,59.31
"2010-08-17",63.95,65.99,63.93,65.51,2161000,61.29
"2010-08-18",65.42,66.25,64.91,65.87,1850800,61.62
"2010-08-19",64.75,64.9,63.41,63.8,3335500,59.93
"2010-08-20",63.23,63.85,62.61,63.23,1955100,59.4
"2010-08-23",63.69,64.41,61.91,61.98,1835100,58.22
"2010-08-24",60.84,61.15,60.26,60.3,2633100,56.64
"2010-08-25",59.56,60.18,58.71,59.66,2909400,56.04
"2010-08-26",59.97,60.62,59.46,59.85,2978200,56.22
"2010-08-27",60.52,60.93,59.29,60.69,1879200,57.01
"2010-08-30",60.59,60.93,59.34,59.36,950100,55.76
"2010-08-31",58.9,59.85,58.72,59.16,1718400,55.57
"2010-09-01",60.19,62.31,60.19,62.2,1813700,58.43
"2010-09-02",62.53,63.78,62.3,63.7,2028600,59.84
"2010-09-03",64.84,65.48,64.01,64.97,1352700,61.03
"2010-09-07",64.29,64.7,64.01,64.15,1001000,60.26
"2010-09-08",64.32,65.59,64.25,65.04,979900,61.1
"2010-09-09",66.03,66.03,64.62,64.96,769600,61.02
"2010-09-10",65.3,65.8,64.95,65.05,1168200,61.11
"2010-09-13",66.1,67.89,65.96,67.75,2122500,63.64
"2010-09-14",67.64,67.69,66.97,66.98,1328300,62.92
"2010-09-15",66.64,67.34,66.21,67.21,979000,63.14
"2010-09-16",66.98,67.35,66.7,67.22,951100,63.15
"2010-09-17",67.76,68.83,67.09,68.53,1644100,64.38
"2010-09-20",68.77,70,68.23,69.84,1054300,65.61
"2010-09-21",69.55,70.3,69.24,69.46,1574200,65.25
"2010-09-22",69.46,70.1,69.04,69.38,1723200,65.17
"2010-09-23",68.57,68.7,67.55,67.76,1446400,63.65
"2010-09-24",69.06,70.21,68.83,69.88,1202000,65.64
"2010-09-27",69.68,69.94,69.3,69.42,824800,65.21
"2010-09-28",69.63,70.34,68.57,70.11,871900,65.86
"2010-09-29",69.64,71.13,69.53,70.45,2499000,66.18
"2010-09-30",70.8,72.12,69.79,70.06,1518600,65.81
"2010-10-01",70.56,70.91,69.33,70.41,1518100,66.14
"2010-10-04",69.98,70.37,67.52,68.28,2231100,64.14
"2010-10-05",69.23,71.65,69.03,71.02,1771400,66.71
"2010-10-06",70.72,71.27,69.64,70.19,1595800,65.94
"2010-10-07",70.57,70.88,69.96,70.71,1333500,66.42
"2010-10-08",70.73,71.5,69.96,71.18,887900,66.87
"2010-10-11",70.65,71.4,69.91,70.94,777500,66.64
"2010-10-12",70.89,70.92,69.36,70.53,1578900,66.25
"2010-10-13",71.14,72.41,70.88,71.79,1204700,67.44
"2010-10-14",71.46,71.76,70.75,71.17,979800,66.86
"2010-10-15",72.02,72.02,70.45,71.03,1252200,66.72
"2010-10-18",71.21,72.64,71.11,72.42,1942400,68.03
"2010-10-19",78.26,78.71,74.23,75.08,5879600,70.53
"2010-10-20",75.56,76.41,75.02,75.49,2616200,70.91
"2010-10-21",76.05,77.25,74.77,75.95,1906600,71.35
"2010-10-22",76.16,76.39,75.55,76.31,1571500,71.68
"2010-10-25",76.87,77.95,76.84,77.19,1717300,72.51
"2010-10-26",76.51,76.88,74.79,76.5,1648900,71.86
"2010-10-27",75.76,76.08,74.91,75.98,1570400,71.37
"2010-10-28",76.49,77.11,75.27,75.87,1023300,71.27
"2010-10-29",75.59,77.16,75.4,76.55,1301800,71.91
"2010-11-01",77.31,78.47,76.74,77.3,1896400,72.61
"2010-11-02",78.06,78.83,77.7,78.51,1680500,73.75
"2010-11-03",78.78,79.18,76.63,77.86,1314600,73.14
"2010-11-04",79.39,80.49,79.03,80.38,1414200,75.51
"2010-11-05",79.98,81.81,79.93,81.68,1371100,76.73
"2010-11-08",81.04,81.21,80.28,80.82,778200,76.19
"2010-11-09",80.96,80.96,79.45,79.83,916100,75.26
"2010-11-10",79.93,80.63,79.25,80.46,957200,75.85
"2010-11-11",79.84,81.31,79.66,81.31,1385500,76.65
"2010-11-12",80.54,80.6,78.8,79.39,1151000,74.84
"2010-11-15",80.08,81.27,79.2,80.4,1428600,75.8
"2010-11-16",79.68,79.83,77.49,78.46,1427900,73.97
"2010-11-17",76.27,78.84,76.27,78.05,1050400,73.58
"2010-11-18",79,80.64,78.91,79.83,883900,75.26
"2010-11-19",80.07,81.28,79.61,81.18,1280400,76.53
"2010-11-22",80.5,81.6,80.05,81.37,628400,76.71
"2010-11-23",80.3,80.41,79,79.93,909200,75.35
"2010-11-24",80.45,82.3,80.45,82.29,1064600,77.58
"2010-11-26",81.46,82.2,81.16,81.46,526100,76.79
"2010-11-29",81,81.02,79.42,80.5,1084200,75.89
"2010-11-30",79.47,80.6,79.02,80.23,1618300,75.64
"2010-12-01",81.8,83.37,81.8,83.19,1397800,78.43
"2010-12-02",83.16,84.52,82.84,83.99,1472400,79.18
"2010-12-03",83.52,84.4,83.51,84.22,714700,79.4
"2010-12-06",83.78,84.93,83.69,84.7,657000,79.85
"2010-12-07",84.81,85.92,84.81,84.99,1188500,80.12
"2010-12-08",85.33,85.73,84.76,85.09,903200,80.22
"2010-12-09",85.58,85.77,84.72,85.04,616000,80.17
"2010-12-10",85.17,86.35,85.12,86.14,872600,81.21
"2010-12-13",86.66,87.36,85.95,86.39,1399100,81.44
"2010-12-14",86.38,86.71,85.75,86.1,829000,81.17
"2010-12-15",86.02,86.93,85.27,85.32,773100,80.43
"2010-12-16",85.46,85.85,84.92,85.35,986700,80.46
"2010-12-17",85.09,85.48,84.81,84.82,1712500,79.96
"2010-12-20",85.03,85.42,84.48,84.97,1050300,80.1
"2010-12-21",85.31,86.25,84.79,85.99,970200,81.07
"2010-12-22",85.91,86.3,85.41,85.6,594100,80.7
"2010-12-23",85.61,86.18,85.03,85.3,588300,80.41
"2010-12-27",85.07,85.98,84.85,85.81,540300,80.9
"2010-12-28",85.87,86.08,85.24,85.87,583400,80.95
"2010-12-29",86.24,86.8,86.02,86.15,622600,81.22
"2010-12-30",85.95,86.44,85.73,85.98,618500,81.06
"2010-12-31",85.9,86.68,85.76,86.3,563300,81.36
"2011-01-03",86.76,87.94,86.76,87.53,1458800,82.52
"2011-01-04",87.5,87.57,85.78,87.47,1742800,82.46
"2011-01-05",86.86,88.29,86.43,87.6,1346800,82.58
"2011-01-06",87.5,87.73,85.71,85.91,1270400,80.99
"2011-01-07",85.97,87.4,85.84,86.05,1175300,81.12
"2011-01-10",87.45,87.45,85.91,87.25,1998800,82.25
"2011-01-11",87.89,88.3,87.46,87.79,1025900,82.76
"2011-01-12",88.52,88.95,88.19,88.66,856600,83.58
"2011-01-13",89.24,89.44,88.19,89.23,1854200,84.12
"2011-01-14",88.88,90,88.88,89.65,1310100,84.52
"2011-01-18",89.59,91.93,89.32,91.91,1583700,86.65
"2011-01-19",91.6,93.15,90.19,91.08,3335200,85.86
"2011-01-20",87.84,89.26,85.23,85.51,4107900,80.61
"2011-01-21",86.47,88.09,85.81,86,2587000,81.07
"2011-01-24",86.03,87.07,85.76,87.07,1353100,82.08
"2011-01-25",86.38,87.14,85.4,86.49,1194600,81.54
"2011-01-26",86.98,88.89,86.74,88.19,1592700,83.14
"2011-01-27",88.41,88.99,87.22,88.65,1124100,83.57
"2011-01-28",88.33,90.12,86.62,87.19,1352800,82.2
"2011-01-31",87.6,90.68,87.25,89.41,1696200,84.29
"2011-02-01",90.37,90.67,88.3,90.45,1464600,85.27
"2011-02-02",89.6,90.66,89.59,89.93,959700,84.78
"2011-02-03",89.9,90.14,88.56,90.09,1000700,84.93
"2011-02-04",90.44,91.01,89.9,91.01,897400,85.8
"2011-02-07",91.1,92.26,90.85,91.71,876100,86.46
"2011-02-08",91.66,92.51,91.22,92.4,845800,87.41
"2011-02-09",91.84,92,90.79,91.37,912700,86.44
"2011-02-10",91.04,91.86,90.46,91.82,797200,86.86
"2011-02-11",91.38,93.6,91.24,93.56,801300,88.51
"2011-02-14",93.17,93.38,92.36,92.4,1093100,87.41
"2011-02-15",92.1,92.34,90.89,91.4,873800,86.47
"2011-02-16",91.86,92.62,90.68,91.21,936200,86.29
"2011-02-17",91.37,91.99,90.58,91.65,729000,86.7
"2011-02-18",92.13,92.29,91.33,91.88,961700,86.92
"2011-02-22",91.3,91.31,89,89.1,1165000,84.29
"2011-02-23",88.6,88.96,86.41,87.23,1594500,82.52
"2011-02-24",87.08,88.17,85.93,87.64,1557000,82.91
"2011-02-25",88.29,89.46,88.29,88.55,1787300,83.77
"2011-02-28",89.17,89.75,88.72,89.18,1504400,84.37
"2011-03-01",89.64,89.7,86.28,86.78,1922100,82.1
"2011-03-02",86.58,87.41,85.56,86.63,2205900,81.95
"2011-03-03",87.78,89.75,87.6,89.55,1740100,84.72
"2011-03-04",89.7,89.7,86.76,87.33,1571000,82.62
"2011-03-07",87.56,87.6,84.93,85.21,2758900,80.61
"2011-03-08",85.37,87.09,84.58,85.99,2097300,81.35
"2011-03-09",85.77,86.22,84.74,85.3,1995900,80.7
"2011-03-10",83.72,84.97,82.8,84.22,2544200,79.67
"2011-03-11",84.2,85.58,83.61,85.39,1694800,80.78
"2011-03-14",85,86.7,84.74,86.01,2138300,81.37
"2011-03-15",83.66,86.46,83.11,85.71,1717300,81.08
"2011-03-16",85.91,87.61,85.17,85.92,2739700,81.28
"2011-03-17",88.2,88.54,86.79,88.07,1817800,83.32
"2011-03-18",88.95,89.95,88.46,88.71,2160200,83.92
"2011-03-21",90.09,90.72,89.69,90.23,1319100,85.36
"2011-03-22",90.35,90.6,89.41,90.48,1467400,85.6
"2011-03-23",90.3,92.55,89.41,92.15,1766600,87.18
"2011-03-24",92.59,93.05,91.91,92.94,1812700,87.92
"2011-03-25",93.11,93.66,92.74,92.96,1498200,87.94
"2011-03-28",93.04,93.87,92.81,93.37,1541700,88.33
"2011-03-29",93.09,94.49,92.61,94.32,1276700,89.23
"2011-03-30",94.74,94.99,94.39,94.65,1141600,89.54
"2011-03-31",94.46,95,94.34,94.68,1020800,89.57
"2011-04-01",95.53,95.94,94.91,95.91,1307500,90.73
"2011-04-04",96.44,96.44,95.21,96.2,1041800,91.01
"2011-04-05",96.25,97.09,95.47,96.2,1267700,91.01
"2011-04-06",96.88,97.3,95.58,95.98,1108100,90.8
"2011-04-07",96.26,97.3,95.47,96.93,1763900,91.7
"2011-04-08",97.38,97.81,94.86,95.31,1141500,90.17
"2011-04-11",95.37,96.15,94.82,95.24,920000,90.1
"2011-04-12",94.57,95.15,92.87,93.37,1556600,88.33
"2011-04-13",93.62,94.63,92.5,93.58,1387200,88.53
"2011-04-14",92.86,94.07,92.18,93.91,882300,88.84
"2011-04-15",94.09,94.19,93.27,93.59,1086100,88.54
"2011-04-18",92.06,92.31,91.1,92.02,998800,87.05
"2011-04-19",92.26,94.11,92.26,93.87,1286800,88.8
"2011-04-20",95.23,96.05,94.54,95.9,1128000,90.72
"2011-04-21",96.43,96.73,95.89,96.56,617400,91.35
"2011-04-25",97,97,95.23,95.32,812300,90.18
"2011-04-26",95.98,99.4,95.79,98.49,2100000,93.17
"2011-04-27",96.71,96.71,92.15,93.48,4719900,88.43
"2011-04-28",94.58,94.67,92.96,94.11,2186100,89.03
"2011-04-29",94.47,95.25,94.24,94.32,1660100,89.23
"2011-05-02",94.79,95.24,93.01,93.32,1620200,88.28
"2011-05-03",95.02,95.25,92.23,92.32,2144500,87.34
"2011-05-04",92.08,92.53,89.83,89.98,2516800,85.12
"2011-05-05",89.46,90.68,88.6,89.12,2905900,84.31
"2011-05-06",89.96,90.38,88.26,88.9,2388200,84.45
"2011-05-09",88.65,90.18,88.23,89.05,1810400,84.6
"2011-05-10",89.53,90.34,89.03,90.27,1811200,85.75
"2011-05-11",89.88,89.94,87.29,87.7,2218200,83.31
"2011-05-12",87.61,88.76,86.34,88.53,2356500,84.1
"2011-05-13",88.48,88.77,86.86,87.5,1084300,83.12
"2011-05-16",86.84,88.26,86.41,87.7,2318900,83.31
"2011-05-17",86.93,87.36,84.95,85.25,2230900,80.99
"2011-05-18",85.39,87.3,85.38,87.05,1742200,82.7
"2011-05-19",87.52,88.32,87.16,87.8,1229200,83.41
"2011-05-20",87.61,87.87,86.32,86.44,2105700,82.12
"2011-05-23",85.14,85.21,83.83,84.92,1950800,80.67
"2011-05-24",85.44,86.39,84.95,85.8,2081500,81.51
"2011-05-25",87.73,88.48,85,87.73,2558800,83.34
"2011-05-26",87.16,88.23,86.98,88.01,1432200,83.61
"2011-05-27",88.5,89.93,88.34,89.38,1373200,84.91
"2011-05-31",90.14,90.6,87.92,88.85,2234400,84.41
"2011-06-01",88.27,88.77,85.42,85.63,2745300,81.35
"2011-06-02",85.77,87.98,85.68,86.9,2310100,82.55
"2011-06-03",85.56,87.42,85.2,86.29,1737600,81.97
"2011-06-06",85.79,87.48,85.69,87.16,2775500,82.8
"2011-06-07",87.42,88.15,86.82,86.85,1788000,82.51
"2011-06-08",86.68,87.06,86.1,86.58,1530600,82.25
"2011-06-09",86.95,88.32,86.64,87.8,1526100,83.41
"2011-06-10",87.26,87.27,85.61,85.83,1684000,81.54
"2011-06-13",86.53,87.24,85.72,86.53,1906600,82.2
"2011-06-14",87.67,89.1,87.54,88.77,1339800,84.33
"2011-06-15",87.68,87.91,85.98,86.43,1765700,82.11
"2011-06-16",87.21,87.21,85,86.15,1891100,81.84
"2011-06-17",86.84,87.18,85.02,85.32,2020500,81.05
"2011-06-20",85.09,85.55,84.5,85.29,2159700,81.02
"2011-06-21",85.56,86.28,85.24,86.13,4576500,81.82
"2011-06-22",86.09,87.77,85.8,86.54,1771000,82.21
"2011-06-23",85.38,86.16,84.42,86.06,2095400,81.75
"2011-06-24",86.04,86.48,84.92,85.04,1229200,80.79
"2011-06-27",84.34,86.24,83.65,85.73,1067500,81.44
"2011-06-28",85.81,87.49,85.42,86.89,1355800,82.54
"2011-06-29",87.19,88.02,86.55,86.92,1462100,82.57
"2011-06-30",87.37,90.59,87.07,89.74,2442400,85.25
"2011-07-01",89.75,92.01,89.41,91.58,1988600,87
"2011-07-05",91.68,91.8,90.39,90.66,1166500,86.12
"2011-07-06",90.21,90.66,89.77,90.25,1377600,85.74
"2011-07-07",91.32,91.34,90.01,90.12,1678100,85.61
"2011-07-08",88.67,89.37,88.37,89.27,996900,84.8
"2011-07-11",87.83,88.09,86.08,86.99,1438300,82.64
"2011-07-12",86.55,87.31,86.09,86.19,1140700,81.88
"2011-07-13",86.82,87.72,86.36,86.56,1417600,82.23
"2011-07-14",86.56,87.29,84.85,85.01,1130200,80.76
"2011-07-15",85.6,87.61,85.5,87.46,2318500,83.08
"2011-07-18",87.19,87.24,85.4,85.9,1003700,81.6
"2011-07-19",86.64,87.85,86.31,87.52,1177300,83.14
"2011-07-20",87.94,87.94,86.5,87.24,883200,82.88
"2011-07-21",87.88,89.23,86.69,88.49,1194200,84.06
"2011-07-22",88.36,88.36,86.63,87.45,1222700,83.08
"2011-07-25",86.39,88.72,86.39,87.84,1209100,83.45
"2011-07-26",87.89,87.91,84.39,84.71,2111600,80.47
"2011-07-27",83.92,84.01,79.72,79.93,3856600,75.93
"2011-07-28",80.05,80.51,78.33,78.56,2107600,74.63
"2011-07-29",77.5,79.77,77.24,79.02,2527000,75.07
"2011-08-01",80.5,80.64,76.21,77.46,3116600,73.58
"2011-08-02",74.01,74.73,70.7,70.88,7193500,67.33
"2011-08-03",69.9,72.47,69.03,72.19,4465600,68.58
"2011-08-04",70.45,70.77,67.65,67.85,4100800,64.46
"2011-08-05",69.16,69.49,65.4,67.6,3874300,64.22
"2011-08-08",65.88,66.98,62.07,62.17,4557700,59.06
"2011-08-09",63.32,67.11,62.03,66.9,5348500,63.55
"2011-08-10",64.12,65.69,62.8,63.02,4364400,59.87
"2011-08-11",63.4,67.76,63.14,66.71,5009600,63.37
"2011-08-12",67.22,69.82,67.07,69.58,4135300,66.1
"2011-08-15",70.31,71.21,70.18,71.09,3494800,67.53
"2011-08-16",70.21,70.73,69.69,69.97,2736200,66.47
"2011-08-17",70.44,71.07,68.87,69.1,3192900,65.64
"2011-08-18",66.66,67.05,64.98,65.64,3351500,62.36
"2011-08-19",64.31,66.64,63.92,64.03,2761100,60.83
"2011-08-22",65.73,65.93,63.34,63.6,2251500,60.42
"2011-08-23",63.96,65.68,63.19,65.67,3055900,62.38
"2011-08-24",65.67,67.95,65.17,67.85,2795600,64.46
"2011-08-25",67.68,68.56,65.53,65.79,1571200,62.84
"2011-08-26",65,67.91,64.15,67.7,1333200,64.67
"2011-08-29",69.38,70.89,69,70.79,1694700,67.62
"2011-08-30",70.41,71.88,70.06,71.41,2288900,68.21
"2011-08-31",72.04,74.87,72.03,73.43,3337000,70.14
"2011-09-01",73.35,74.17,72.17,72.29,2396900,69.05
"2011-09-02",70.79,70.9,69.01,69.41,2059700,66.3
"2011-09-06",67.79,68.27,66.21,68.07,3013500,65.02
"2011-09-07",69.57,70.53,68.82,70.3,2012300,67.15
"2011-09-08",69.55,70.74,69.32,69.69,2915200,66.57
"2011-09-09",68.34,68.97,65.63,66.38,3606200,63.4
"2011-09-12",65.48,66.22,64.29,66.08,2817400,63.12
"2011-09-13",66.19,68.23,66.01,67.69,1966200,64.66
"2011-09-14",68.04,70.36,67.15,69.35,2602700,66.24
"2011-09-15",70.3,70.76,69.25,70.59,1971500,67.43
"2011-09-16",70.95,71.77,69.55,70.07,2532100,66.93
"2011-09-19",68.6,69.88,67.34,69.46,1397800,66.35
"2011-09-20",69.84,69.97,67.31,67.38,1565700,64.36
"2011-09-21",67.59,67.79,64.59,64.61,1559600,61.71
"2011-09-22",62.27,62.75,60.81,61.91,2395600,59.14
"2011-09-23",61.32,63.7,61.15,62.32,1836500,59.53
"2011-09-26",62.75,63.62,60.36,63.5,2162000,60.65
"2011-09-27",64.75,67.07,64.67,65.27,2050700,62.34
"2011-09-28",65.62,66.29,64.2,64.29,2679500,61.41
"2011-09-29",66.3,67.69,63.94,65.37,2141500,62.44
"2011-09-30",63.93,64.75,62.18,63.13,3027300,60.3
"2011-10-03",62.67,64.13,60.65,60.81,2440400,58.08
"2011-10-04",59.35,63.14,59.26,62.99,1900000,60.17
"2011-10-05",63.21,65.21,62.57,64.99,1699500,62.08
"2011-10-06",64.72,67.48,64.23,66.21,2470800,63.24
"2011-10-07",66.63,67,64.85,66.01,1992800,63.05
"2011-10-10",67.53,70.24,67.51,70.2,2032700,67.05
"2011-10-11",69.75,72.18,69.47,71.39,2124400,68.19
"2011-10-12",72.62,73.75,72.25,72.85,1698000,69.58
"2011-10-13",72.07,72.57,70.91,72.28,1285900,69.04
"2011-10-14",73.33,73.95,71.92,73.61,1931700,70.31
"2011-10-17",74.99,74.99,71.67,72.71,3631200,69.45
"2011-10-18",75.87,78.17,72.58,77.15,5080200,73.69
"2011-10-19",77.28,79.5,75.88,76.27,3380700,72.85
"2011-10-20",76.67,77.5,75.21,77.06,2395500,73.61
"2011-10-21",78.29,78.7,77.02,77.85,2378400,74.36
"2011-10-24",77.85,80.37,77.85,79.87,2225400,76.29
"2011-10-25",79.22,79.22,76.83,77.55,2057000,74.07
"2011-10-26",79.16,79.16,77.28,78.43,2575300,74.91
"2011-10-27",81.15,85.2,80,84.14,3889000,80.37
"2011-10-28",84.2,84.49,82.41,83.89,1912300,80.13
"2011-10-31",82.06,82.87,80.2,81.55,3420900,77.9
"2011-11-01",78.48,80.35,75.68,78.5,2785400,74.98
"2011-11-02",81.13,81.25,79.52,80.91,1673300,77.28
"2011-11-03",82.24,84.63,81.07,84.43,2194900,80.65
"2011-11-04",83.33,84.84,82.33,84.55,2509600,80.76
"2011-11-07",84.22,84.7,81.35,82.96,2147000,79.24
"2011-11-08",83.53,84.3,81.3,83.74,2172400,80.35
"2011-11-09",81.51,81.9,79.54,80.2,2376700,76.95
"2011-11-10",81.34,83.13,80.96,82.38,2454900,79.04
"2011-11-11",83.51,84.93,83.16,84.22,1148400,80.81
"2011-11-14",83.57,84.9,83.35,84.2,1709700,80.79
"2011-11-15",83.73,85.84,83.12,85.33,1702900,81.87
"2011-11-16",84.38,85.34,83.04,83.18,1504800,79.81
"2011-11-17",83.14,83.16,80.35,80.86,1558200,77.58
"2011-11-18",81.81,82.26,80.8,81.09,1320100,77.8
"2011-11-21",79.77,79.9,78.05,78.91,1531500,75.71
"2011-11-22",78.57,79.69,77.29,78.03,1791400,74.87
"2011-11-23",77.43,77.43,75.6,75.87,1365000,72.79
"2011-11-25",75.79,76.48,74.96,74.98,497800,71.94
"2011-11-28",77.41,79.93,77.41,79.36,1982300,76.14
"2011-11-29",79.96,80.62,78.16,78.26,2570500,75.09
"2011-11-30",80.91,82.85,80.9,82.78,2320300,79.42
"2011-12-01",82.78,84.07,82.45,83.02,1455900,79.65
"2011-12-02",84.35,84.61,81.8,82.11,1932100,78.78
"2011-12-05",83.88,84.62,82.1,82.83,1660800,79.47
"2011-12-06",82.54,84.59,82.35,83.87,1601800,80.47
"2011-12-07",83.22,83.84,81.38,81.9,2903700,78.58
"2011-12-08",81.07,81.76,79.25,79.52,2633100,76.3
"2011-12-09",79.95,81.43,79.65,81.02,1406300,77.74
"2011-12-12",80.24,80.24,78.37,79.68,1172500,76.45
"2011-12-13",80.22,81,77.7,78.33,1189600,75.15
"2011-12-14",77.75,77.76,75.76,75.95,1501900,72.87
"2011-12-15",77.03,77.18,75.43,75.68,1209800,72.61
"2011-12-16",76.53,77.9,74.79,75.02,2400300,71.98
"2011-12-19",75.53,75.99,73.62,73.87,810900,70.88
"2011-12-20",75.27,76.74,75.25,76.45,1160700,73.35
"2011-12-21",76.1,76.2,74.8,76.02,994400,72.94
"2011-12-22",76.37,76.76,75.57,76.15,1140800,73.06
"2011-12-23",76.75,77.47,76.35,77.42,614600,74.28
"2011-12-27",77.01,78.55,76.92,77.93,733600,74.77
"2011-12-28",77.85,78.1,75.9,76.03,916600,72.95
"2011-12-29",76.02,77.32,75.93,76.79,683700,73.68
"2011-12-30",76.85,77.1,76.23,76.25,841100,73.16
"2012-01-03",78.31,79.76,78.17,78.83,1767300,75.63
"2012-01-04",78.79,79.24,78.37,78.5,1715300,75.32
"2012-01-05",77.66,79.25,76.98,78.94,2157500,75.74
"2012-01-06",79.23,79.41,76.92,77.64,3096500,74.49
"2012-01-09",77.93,79.03,77.18,78.82,1467800,75.62
"2012-01-10",80.08,81.33,79.82,81.22,1553400,77.93
"2012-01-11",80.5,81.95,80.41,81.72,1033800,78.41
"2012-01-12",82.04,83.2,81.36,83.08,1034100,79.71
"2012-01-13",82.12,82.79,81.33,82.44,803200,79.1
"2012-01-17",83.48,84.6,82.94,83.47,1647100,80.09
"2012-01-18",83.25,85.11,82.59,85.06,1389000,81.61
"2012-01-19",85.49,86.6,84.5,84.97,2856600,81.53
"2012-01-20",81.19,82,80.49,81.52,4973600,78.22
"2012-01-23",81.25,82,80.31,81.7,1899500,78.39
"2012-01-24",81.08,81.9,80.87,81.27,1532400,77.98
"2012-01-25",81.17,82.68,80.33,82.37,1434400,79.03
"2012-01-26",82.39,82.71,81,81.5,1484500,78.2
"2012-01-27",81.14,81.82,80.86,81.5,1032200,78.2
"2012-01-30",80.71,81.72,80.51,81.46,961400,78.16
"2012-01-31",81.92,82.12,79.88,80.68,2045000,77.41
"2012-02-01",82.26,82.98,81.32,82.61,1318000,79.26
"2012-02-02",82.62,82.97,81.8,82.51,1108000,79.17
"2012-02-03",83.62,85.8,83.62,85.72,1821000,82.24
"2012-02-06",85.15,87.42,85.15,86.68,1678800,83.17
"2012-02-07",86.26,88.37,86.05,87.75,2194700,84.19
"2012-02-08",87.7,88.27,87.32,88.16,2179200,84.96
"2012-02-09",88.14,88.53,87.63,88.18,1150300,84.98
"2012-02-10",87.07,87.59,86.28,87.51,1121200,84.34
"2012-02-13",88.52,90.37,88.01,90.25,1921200,86.98
"2012-02-14",89.42,89.69,88.28,88.98,1511100,85.75
"2012-02-15",89.35,89.41,87.22,87.6,1896200,84.42
"2012-02-16",87.58,89.55,87.57,89.26,1357700,86.02
"2012-02-17",89.89,89.92,88.53,88.57,1311100,85.36
"2012-02-21",88.64,91,88.64,90,2193600,86.74
"2012-02-22",89.83,90.44,89.21,90,1210900,86.74
"2012-02-23",89.68,90.65,89.28,90.42,1425000,87.14
"2012-02-24",90.59,91,89.51,89.63,854900,86.38
"2012-02-27",88.67,90.68,88.62,90.24,1008900,86.97
"2012-02-28",90.3,90.69,89.39,90.24,1331600,86.97
"2012-02-29",90.54,91.47,89.74,89.81,1379800,86.55
"2012-03-01",90.07,90.68,88.36,89.34,1471000,86.1
"2012-03-02",89.34,89.66,88.42,88.54,831000,85.33
"2012-03-05",88.47,88.77,87.38,88.15,1007400,84.95
"2012-03-06",86.9,86.92,85.3,85.54,1912600,82.44
"2012-03-07",85.88,86.67,85.58,86.19,1107800,83.07
"2012-03-08",87.23,87.97,86.57,87.85,978200,84.66
"2012-03-09",87.94,89.2,87.47,88.22,637500,85.02
"2012-03-12",88.2,89.21,87.97,89.13,1553900,85.9
"2012-03-13",89.59,89.94,88.79,89.7,1296800,86.45
"2012-03-14",89.52,90.11,88.96,89.24,835300,86
"2012-03-15",89.33,90.88,88.91,90.75,924800,87.46
"2012-03-16",90.97,91,90.09,90.15,870400,86.88
"2012-03-19",90,90.18,88.68,89.58,1001600,86.33
"2012-03-20",88.82,89.01,87.35,87.9,966300,84.71
"2012-03-21",87.83,88.27,87.19,87.34,667800,84.17
"2012-03-22",86.23,86.33,83.7,84.89,1879800,81.81
