"","PH.Open","PH.High","PH.Low","PH.Close","PH.Volume","PH.Adjusted"
"2013-12-27",128.32,128.49,127.67,128.11,493800,127.56
"2013-12-30",127.97,128.89,127.97,128.88,575600,128.33
"2013-12-31",129.61,129.77,128.29,128.64,455900,128.09
"2014-01-02",128.1,128.78,126.99,127.24,806800,126.7
"2014-01-03",127.55,128.46,126.94,127.25,683300,126.71
"2014-01-06",127.77,128.16,125.84,125.85,945300,125.31
"2014-01-07",126.86,128.04,126.61,127.63,765000,127.09
"2014-01-08",127.28,128.06,126.36,127.68,895100,127.14
"2014-01-09",127.68,128.49,126.32,126.93,749700,126.39
"2014-01-10",128.17,128.17,126.24,127.2,1036300,126.66
"2014-01-13",126.42,127.78,125.26,125.62,1189500,125.08
"2014-01-14",126.47,128.05,125.98,127.76,947800,127.22
"2014-01-15",128.14,129.04,128,128.96,758300,128.41
"2014-01-16",128.22,129.25,128.11,129.17,861600,128.62
"2014-01-17",129.25,129.4,127.32,127.43,1531200,126.89
"2014-01-21",128.38,128.97,126.05,126.82,1790100,126.28
"2014-01-22",123.52,124.5,121.53,122.42,2854700,121.9
"2014-01-23",120.92,121.41,118.51,118.75,2042600,118.24
"2014-01-24",118.41,118.57,114.63,114.63,1642900,114.14
"2014-01-27",115.54,115.98,112.98,114.38,1861700,113.89
"2014-01-28",114.82,116.4,114.62,115.23,2823200,114.74
"2014-01-29",114.41,115.98,113.9,114,1085700,113.51
"2014-01-30",114.58,115.04,114.18,114.55,1320900,114.06
"2014-01-31",114.26,114.26,111.94,113.37,1122400,112.89
"2014-02-03",113.21,113.71,109.12,109.39,2473700,108.92
"2014-02-04",109.87,111.68,108.66,110.89,1795500,110.42
"2014-02-05",111.11,112.88,110.21,112.62,1705900,112.14
"2014-02-06",111.93,114.37,111.93,114.28,1637200,114.28
"2014-02-07",114.93,119.03,114.74,118.67,3005200,118.67
"2014-02-10",118.29,118.32,115.33,115.58,1727700,115.58
"2014-02-11",115.91,116.74,114.98,116.51,1575900,116.51
"2014-02-12",116.64,117.66,116.32,117.21,760400,117.21
"2014-02-13",114.97,117.83,114.97,116.76,1131600,116.76
"2014-02-14",117.03,118.27,116.45,117.85,890500,117.85
"2014-02-18",118.26,118.86,117.47,117.88,946100,117.88
"2014-02-19",117.59,118.91,116.69,116.75,1207300,116.75
"2014-02-20",116.82,118.48,116.77,117.79,1304500,117.79
"2014-02-21",118.15,118.75,117.71,117.77,871400,117.77
"2014-02-24",117.95,119.44,117.95,118.64,1291300,118.64
"2014-02-25",118.6,118.77,117.4,117.8,1175300,117.8
"2014-02-26",118.06,119.44,117.38,118.97,1237000,118.97
"2014-02-27",118.95,120.48,118.69,120.17,872000,120.17
"2014-02-28",119.94,121.57,119.78,120.55,945500,120.55
"2014-03-03",119,120.44,118.76,119.39,975100,119.39
"2014-03-04",121.17,122.07,120.7,121.13,895900,121.13
"2014-03-05",121.44,121.97,120.71,121.91,626400,121.91
"2014-03-06",122.36,122.85,121.94,122.45,873700,122.45
"2014-03-07",123.19,125.35,123.05,124.38,1653200,124.38
"2014-03-10",124.19,124.49,122.47,123.22,695600,123.22
"2014-03-11",123.3,123.51,120.27,120.75,1162000,120.75
"2014-03-12",120.15,120.35,118.43,119.3,1130400,119.3
"2014-03-13",119.79,120.02,116.11,116.81,1056100,116.81
"2014-03-14",116.67,117.63,116.13,116.19,1024900,116.19
"2014-03-17",117.43,120.18,117.39,119.83,1366400,119.83
