"","VFC.Open","VFC.High","VFC.Low","VFC.Close","VFC.Volume","VFC.Adjusted"
"2013-12-20",239.3,245.79,237.99,245.79,23002800,61.18
"2013-12-23",61.75,61.9,60.12,60.96,3189000,60.69
"2013-12-24",61.05,61.35,60.74,61.2,1203300,60.93
"2013-12-26",61.5,62.19,61.32,62.08,1385900,61.81
"2013-12-27",62.34,62.48,60.97,61.58,1683600,61.31
"2013-12-30",61.7,62.29,61.6,62.07,1090700,61.8
"2013-12-31",62.26,62.5,62.08,62.34,1114200,62.07
"2014-01-02",63.02,63.45,62,62.38,1769600,62.11
"2014-01-03",62.14,62.49,61.74,62.11,1771500,61.84
"2014-01-06",62.22,62.42,61.41,61.71,2184600,61.44
"2014-01-07",62,62.29,61.61,61.84,1806100,61.57
"2014-01-08",61.75,61.8,61.08,61.67,2122600,61.4
"2014-01-09",61.93,62.37,61.46,62.29,1610100,62.02
"2014-01-10",62.3,62.48,61.8,62.47,1175400,62.2
"2014-01-13",62.05,62.2,59.97,60.23,2917200,59.97
"2014-01-14",60.42,61.05,60.03,60.44,2052200,60.17
"2014-01-15",60.5,60.88,60.16,60.22,1824800,59.96
"2014-01-16",59.97,60.2,58.8,59.21,3274800,58.95
"2014-01-17",61.38,61.38,58.79,58.79,3762600,58.53
"2014-01-21",59.37,59.37,58.02,58.78,2831700,58.52
"2014-01-22",59.04,59.17,58.81,59,1921800,58.74
"2014-01-23",58.54,58.77,57.91,58.15,2232400,57.89
"2014-01-24",57.76,58.44,57.71,57.77,2136000,57.52
"2014-01-27",57.73,58.29,57.6,57.91,2322900,57.66
"2014-01-28",58,58.96,57.86,58.68,1840700,58.42
"2014-01-29",58.38,58.8,57.48,57.58,2297200,57.33
"2014-01-30",58.69,59.96,58.69,59.41,2294000,59.15
"2014-01-31",58.66,58.8,58.29,58.45,2619200,58.19
"2014-02-03",58.44,58.45,56.36,56.49,2373100,56.24
"2014-02-04",56.91,57.05,56.18,56.37,2317000,56.12
"2014-02-05",56.35,56.54,55.32,55.99,3550100,55.74
"2014-02-06",56.23,57.61,55.43,57.43,2160600,57.18
"2014-02-07",57.77,58.83,57.77,58.75,1782500,58.49
"2014-02-10",58.58,59.27,58.51,59.1,1819200,58.84
"2014-02-11",59.04,60.44,58.91,60.41,2603000,60.14
"2014-02-12",60.62,60.82,59.19,59.33,3174800,59.07
"2014-02-13",59.06,60,58.95,59.89,3297300,59.63
"2014-02-14",56.22,57.11,55.14,56.85,8273200,56.6
"2014-02-18",56.84,56.94,56.1,56.46,4086600,56.21
"2014-02-19",56.42,57.2,56.38,56.67,2918600,56.42
"2014-02-20",56.77,58.11,56.77,58.03,2664300,57.78
"2014-02-21",57.99,58.77,57.99,58.49,3552300,58.23
"2014-02-24",58.46,59.18,58.46,58.84,2761400,58.58
"2014-02-25",59,59.23,58.64,59,2117700,58.74
"2014-02-26",59.27,60.24,59.07,59.83,3378500,59.57
"2014-02-27",58.83,59.42,58.51,58.99,3010400,58.73
"2014-02-28",58.83,58.94,58.21,58.59,3371400,58.33
"2014-03-03",57.9,58.64,57.88,58.56,1690200,58.3
"2014-03-04",59.15,59.98,59.15,59.76,1776900,59.5
"2014-03-05",59.86,60.17,59.54,59.86,1732400,59.6
"2014-03-06",59.76,60.16,59.48,60.01,1572000,60.01
"2014-03-07",60.32,61.99,60.23,61.38,3807000,61.38
"2014-03-10",61.31,61.91,61.3,61.79,2833000,61.79
"2014-03-11",61.79,61.95,61.25,61.45,2240600,61.45
"2014-03-12",61.06,61.39,60.83,61.33,1854300,61.33
"2014-03-13",61.46,61.97,60.89,61.11,3129400,61.11
"2014-03-14",60.79,61.71,60.66,60.72,2642800,60.72
"2014-03-17",61.17,62.49,61.17,62.33,2007300,62.33
