"","VFC.Open","VFC.High","VFC.Low","VFC.Close","VFC.Volume","VFC.Adjusted"
"2008-09-29",79.97,79.98,75.93,76.58,4806800,16.49
"2008-09-30",77.99,78,75.39,77.31,4110800,16.65
"2008-10-01",76.67,77.69,75.64,76.3,3450400,16.43
"2008-10-02",75.62,76.5,72.35,73.24,5013600,15.77
"2008-10-03",74.47,74.87,72.06,72.41,4378400,15.59
"2008-10-06",71.13,71.8,65.48,69,6011200,14.86
"2008-10-07",69.56,70.29,65.54,65.54,6131200,14.11
"2008-10-08",64.28,66.57,62.95,63.31,7683200,13.63
"2008-10-09",62.99,63.9,57.36,57.76,6792800,12.44
"2008-10-10",53.64,65.34,53.64,62.9,11813600,13.54
"2008-10-13",65.86,65.86,60.63,62.51,6124800,13.46
"2008-10-14",64.41,64.6,57.22,59.11,6967600,12.73
"2008-10-15",57.06,58.16,54.46,54.74,7016800,11.79
"2008-10-16",55.26,58.83,51.71,58.5,8760000,12.6
"2008-10-17",55.47,57.79,53.22,55.55,9932400,11.96
"2008-10-20",56.09,56.38,53.88,54.69,5129600,11.78
"2008-10-21",54.66,55.99,54.02,54.18,4070000,11.67
"2008-10-22",53.17,53.56,48.63,49.69,6058800,10.7
"2008-10-23",49.84,51.62,48.27,49.9,8259600,10.75
"2008-10-24",47.3,48.32,44.25,46.42,7606400,10
"2008-10-27",46.57,47.94,45.29,45.86,4150000,9.88
"2008-10-28",45.8,52.54,45.8,52.54,8148000,11.31
"2008-10-29",51.83,57.96,51.38,54.99,8743200,11.84
"2008-10-30",56.42,58.33,53.95,54.93,4771600,11.83
"2008-10-31",54.8,55.99,53.74,55.1,6348000,11.86
"2008-11-03",55.8,56.18,54.16,54.74,3067200,11.79
"2008-11-04",54.62,57.12,54.01,57.12,3168000,12.3
"2008-11-05",56.58,57.49,54.46,54.62,2804800,11.76
"2008-11-06",53.93,54.58,51.16,51.47,2807600,11.08
"2008-11-07",51.77,53.02,50.32,51.64,3569600,11.12
"2008-11-10",52.73,52.75,49.75,50.93,3598400,10.97
"2008-11-11",50.44,50.73,48.26,49.08,3906400,10.57
"2008-11-12",48.43,48.62,46.69,46.95,4227600,10.11
"2008-11-13",47.72,49.99,44.28,49.99,6079200,10.76
"2008-11-14",49.27,49.7,46.64,47.2,3434000,10.16
"2008-11-17",47.02,47.37,45.5,45.51,2786000,9.8
"2008-11-18",45.02,45.48,42.69,44.35,5895600,9.55
"2008-11-19",44.11,45.15,39.45,39.88,6963200,8.59
"2008-11-20",39.89,43.12,38.22,39.96,9210800,8.6
"2008-11-21",40.59,42.87,39.29,42.8,5272400,9.22
"2008-11-24",43.45,47.14,42.29,46.16,4519600,9.94
"2008-11-25",47.12,49,46.16,48.53,7400000,10.45
"2008-11-26",47.8,52.1,47.22,51.32,4816800,11.05
"2008-11-28",51,52.29,50,52.29,2034400,11.26
"2008-12-01",51.45,51.45,47.34,47.35,4866800,10.2
"2008-12-02",48.07,49.62,47.03,49.14,4419200,10.58
"2008-12-03",48.45,52.61,47.9,52.4,4023600,11.28
"2008-12-04",51.77,54.99,51.52,53.25,5859600,11.47
"2008-12-05",51.88,54.96,49.84,54.74,4250000,11.92
"2008-12-08",55.69,57.36,54.86,56.27,5412400,12.25
"2008-12-09",55.68,56.74,53.46,53.86,2635600,11.73
"2008-12-10",54.52,54.91,53.08,54.42,3432000,11.85
"2008-12-11",53.99,54,51.12,51.82,4715600,11.28
"2008-12-12",50.24,53.35,50.24,53.06,5349600,11.55
"2008-12-15",53.8,53.8,50.1,51,5606400,11.1
"2008-12-16",52.35,55.47,51.1,55.4,3867200,12.06
"2008-12-17",54.55,57.57,54.16,56.32,4120400,12.26
"2008-12-18",57.11,57.6,55.27,56.34,4005200,12.27
"2008-12-19",56.67,57.79,55.05,55.62,5364800,12.11
"2008-12-22",56,56.16,52.42,53.62,5168800,11.68
"2008-12-23",54.08,54.91,52.12,52.69,3717600,11.47
"2008-12-24",52.22,53.4,52.22,53.07,1614400,11.56
"2008-12-26",53.43,54.59,53.42,54.45,1937600,11.86
"2008-12-29",54.53,54.75,52.62,53.26,3014800,11.6
"2008-12-30",53.79,54.24,52.31,53.85,4635600,11.73
"2008-12-31",54,55.02,53.52,54.77,3543600,11.93
"2009-01-02",55.5,57.05,54.18,56.87,4527600,12.38
"2009-01-05",55.92,57,55.6,57,4226800,12.41
"2009-01-06",57,57.97,56.18,57.77,5044800,12.58
"2009-01-07",56.48,56.49,54.73,55.45,3912800,12.07
"2009-01-08",55,55,53.14,54.61,5602400,11.89
"2009-01-09",54.64,54.64,51.8,52,4551200,11.32
"2009-01-12",51.39,51.51,49.99,50.48,4626000,10.99
"2009-01-13",51.19,51.49,49.98,50.74,3867600,11.05
"2009-01-14",48.9,54.33,48.9,54.05,13352000,11.77
"2009-01-15",54.01,55.38,53.03,54.62,6791200,11.89
"2009-01-16",55.43,56.48,54.21,56.13,6080400,12.22
"2009-01-20",55.64,55.64,52,52.16,5970400,11.36
"2009-01-21",52.23,54.55,50.59,54.48,6883200,11.86
"2009-01-22",53.79,55.84,52.62,55.03,6483200,11.98
"2009-01-23",53.83,55.86,53.26,54.71,5920000,11.91
"2009-01-26",55.55,57,54.33,55.78,3715200,12.15
"2009-01-27",55.88,56.48,54.76,56.14,3326800,12.22
"2009-01-28",57.47,59.59,56.93,58.48,3228400,12.73
"2009-01-29",57.58,58.71,56.43,56.77,3950400,12.36
"2009-01-30",57.37,57.5,55.18,56.02,4924800,12.2
"2009-02-02",55.28,56,53.86,54.05,6444800,11.77
"2009-02-03",54.25,56.78,54.23,56.41,3972400,12.28
"2009-02-04",56.02,57.07,54.83,55.73,3841200,12.13
"2009-02-05",55.6,57.32,55.36,56.92,4803600,12.39
"2009-02-06",57.07,59.98,57.07,58.47,6824400,12.73
"2009-02-09",58.32,58.44,56.32,57.07,5610800,12.43
"2009-02-10",56.9,57.07,54.05,54.24,8263600,11.81
"2009-02-11",54.81,56.56,52.31,53.87,9194800,11.73
"2009-02-12",53.62,54.33,52.38,54.06,7716400,11.77
"2009-02-13",54,54.51,52.63,52.91,5945200,11.52
"2009-02-17",51.82,53.65,51.26,52.84,9393200,11.51
"2009-02-18",53.2,53.39,51.79,52.51,5834400,11.43
"2009-02-19",53.05,54.06,52.57,53.04,4170800,11.55
"2009-02-20",52.05,53.96,51.96,53.26,6051600,11.6
"2009-02-23",53.36,53.89,50.7,50.93,5204000,11.09
"2009-02-24",51.26,53.16,50.28,52.97,5361200,11.53
"2009-02-25",52.77,54.64,52.32,53.55,7665200,11.66
"2009-02-26",53.99,54.35,51.19,51.56,5414800,11.23
"2009-02-27",51.23,52.94,50.67,51.9,6173200,11.3
"2009-03-02",50.93,51.73,49.33,49.45,4367200,10.77
"2009-03-03",49.7,50.18,47.62,47.88,4948000,10.43
"2009-03-04",48.6,50.12,47.61,49.35,4847200,10.75
"2009-03-05",48.39,49.84,47.57,48.07,5882800,10.47
"2009-03-06",48.39,48.9,46.06,47.65,8864000,10.5
"2009-03-09",47.18,48.41,47.17,48.01,7334000,10.58
"2009-03-10",48.45,50.65,48.29,50.58,5334000,11.15
"2009-03-11",50.87,51.68,50.35,50.79,3686800,11.2
"2009-03-12",50.74,53.42,50.56,53.13,4089600,11.71
"2009-03-13",53.19,53.95,52.42,53.59,3754400,11.81
"2009-03-16",54.08,54.36,52.24,52.28,4495200,11.53
"2009-03-17",52.38,54.17,52.35,54.17,4868000,11.94
"2009-03-18",54.23,57.07,53.69,56.31,6471600,12.41
"2009-03-19",56.24,57.55,56.05,57.32,4762400,12.64
"2009-03-20",57.31,57.71,54.99,55.52,6094400,12.24
"2009-03-23",56.63,58.9,56.1,58.9,3675200,12.98
"2009-03-24",58.26,59.6,57.93,58.12,5490800,12.81
"2009-03-25",58.42,59.46,56.72,58.34,6217600,12.86
"2009-03-26",59.28,59.59,58.57,59.08,10980800,13.02
"2009-03-27",58.34,58.82,57.82,58.49,4187200,12.89
"2009-03-30",57.36,57.88,56.41,57.2,3562800,12.61
"2009-03-31",57.47,57.78,56.25,57.11,3687600,12.59
"2009-04-01",56.51,58.83,56,58.6,3861600,12.92
"2009-04-02",59.52,62.06,58.99,61.39,7045200,13.53
"2009-04-03",61.55,64.37,61.28,64.37,6184000,14.19
"2009-04-06",63.89,64.18,61.96,63.26,5495600,13.95
"2009-04-07",62.4,62.71,60.33,61.47,4458000,13.55
"2009-04-08",62.09,62.87,61.3,62.79,3312800,13.84
"2009-04-09",64.12,66.06,63.64,66.06,3135600,14.56
"2009-04-13",65.67,66.27,65.15,65.92,3039200,14.53
"2009-04-14",65.09,65.89,63.87,64.31,2635600,14.18
"2009-04-15",63.85,64.6,62.9,63.79,2845600,14.06
"2009-04-16",63.67,65.89,63.59,65.35,3398800,14.41
"2009-04-17",65.16,66.77,64.86,66.35,3107200,14.63
"2009-04-20",64.93,64.97,63.18,63.84,3576000,14.07
"2009-04-21",64.14,66.8,63.03,66.48,4928800,14.66
"2009-04-22",66,69.46,65.78,68.16,4569600,15.03
"2009-04-23",68.16,69,66.41,67.44,4330000,14.87
"2009-04-24",68.02,69.72,67.5,68.92,3819200,15.19
"2009-04-27",67.88,67.88,65.63,66.1,7080400,14.57
"2009-04-28",65.98,68.29,65.11,67.28,4752800,14.83
"2009-04-29",60.57,61.81,57.25,58.12,27214000,12.81
"2009-04-30",58.99,61.57,58.14,59.27,9867600,13.07
"2009-05-01",59.4,60.34,58.85,59.05,7220400,13.02
"2009-05-04",59.61,61.01,59.19,59.98,5214400,13.22
"2009-05-05",59.99,60.86,59.28,59.39,5597200,13.09
"2009-05-06",59.89,60.2,58.26,59.33,8141200,13.08
"2009-05-07",60,60.42,58.46,58.75,6718400,12.95
"2009-05-08",59.12,59.12,57.3,58.07,6230400,12.8
"2009-05-11",57.56,57.56,56,56.22,5348400,12.39
"2009-05-12",56.38,56.99,53.8,55.35,6460400,12.2
"2009-05-13",54.72,54.72,53.51,54.04,5973600,11.91
"2009-05-14",53.57,55.71,53.57,54.37,4235600,11.99
"2009-05-15",54.35,55.73,54.05,54.39,3803600,11.99
"2009-05-18",54.77,55.95,54.77,55.95,4448000,12.33
"2009-05-19",55.96,56.29,55.07,55.75,5465600,12.29
"2009-05-20",56.04,56.85,54.86,55.12,4528800,12.15
"2009-05-21",54.44,55.55,54.04,54.53,4354800,12.02
"2009-05-22",55.03,55.32,53.27,54.63,3500800,12.04
"2009-05-26",54.22,57.76,53.99,57.52,4532400,12.68
"2009-05-27",57.42,58.11,55.96,56.24,4103200,12.4
"2009-05-28",56.51,56.84,54.6,55.59,5269600,12.25
"2009-05-29",55.73,57.41,55.42,56.82,9208800,12.53
"2009-06-01",57.51,60,57.51,59.61,4173600,13.14
"2009-06-02",59.48,60,59.01,59.58,6964800,13.13
"2009-06-03",59.37,59.9,58.69,59.85,5341600,13.19
"2009-06-04",59.61,59.64,58.48,59.64,4518400,13.15
"2009-06-05",59.19,60.49,58.25,58.76,4983600,13.08
"2009-06-08",58.63,58.83,57.56,58.11,4408000,12.94
"2009-06-09",58.41,59.91,58.2,59.57,4542400,13.26
"2009-06-10",59.87,60.05,58.46,59.29,4194800,13.2
"2009-06-11",59.29,59.97,59.04,59.31,6154400,13.21
"2009-06-12",59.19,59.33,58.15,58.4,4896000,13
"2009-06-15",58.13,58.13,57,57.68,4668000,12.84
"2009-06-16",57.85,58.26,56.35,56.4,6355600,12.56
"2009-06-17",56.29,57.06,55.11,56.16,8858800,12.5
"2009-06-18",56.11,57.63,55.7,56.7,4879600,12.62
"2009-06-19",57.44,59.41,57,59.25,11975200,13.19
"2009-06-22",58.64,58.73,57.32,57.45,4835200,12.79
"2009-06-23",57.59,57.59,55.45,55.78,5368800,12.42
"2009-06-24",56.11,56.83,55.78,55.98,4228800,12.46
"2009-06-25",55.59,57,55.57,56.15,5821600,12.5
"2009-06-26",56.09,56.21,55.5,55.63,6935200,12.39
"2009-06-29",55.71,55.98,54.4,55.58,4748400,12.38
"2009-06-30",55.47,56.46,55.22,55.35,2777600,12.32
"2009-07-01",55.66,56.84,55.58,55.84,3983600,12.43
"2009-07-02",55.32,55.84,53.53,53.53,3608000,11.92
"2009-07-06",54.01,55.06,53.62,54.93,3078400,12.23
"2009-07-07",54.64,54.88,53.69,53.77,4217200,11.97
"2009-07-08",54.35,55.22,53.82,54.97,4003600,12.24
"2009-07-09",55.31,55.31,54.02,54.19,3609600,12.07
"2009-07-10",53.96,55.4,53.91,54.68,3356000,12.17
"2009-07-13",54.84,56.5,54.13,56.35,2962000,12.55
"2009-07-14",56.03,57.02,55.85,56.84,2682800,12.66
"2009-07-15",57.59,59.97,57.41,59.91,5476400,13.34
"2009-07-16",59.44,60.74,58.8,60.48,3714400,13.47
"2009-07-17",60.25,60.55,59.5,59.99,2868800,13.36
"2009-07-20",60.33,61.51,59.7,61.18,3616400,13.62
"2009-07-21",61.78,61.87,59.55,60.59,4436400,13.49
"2009-07-22",62.85,65.63,61.54,61.92,13142000,13.79
"2009-07-23",62.2,65.44,61.59,64.73,5226400,14.41
"2009-07-24",64,65.28,63.92,65.28,2785600,14.53
"2009-07-27",65.09,66.08,64.23,66.08,4719600,14.71
"2009-07-28",65.6,66.45,65.42,65.73,3999200,14.63
"2009-07-29",65.23,65.64,63.27,63.71,5548800,14.19
"2009-07-30",64.22,65.32,64.02,64.65,3804800,14.39
"2009-07-31",64.47,65.51,64.28,64.69,2619200,14.4
"2009-08-03",65.04,65.73,64.76,65.18,3219200,14.51
"2009-08-04",65.18,66.22,64.51,66.12,3216400,14.72
"2009-08-05",66.11,66.65,65.47,66.32,3042400,14.77
"2009-08-06",66.31,66.98,65.82,66.43,2758000,14.79
"2009-08-07",66.94,69.26,66.76,68.85,4860800,15.33
"2009-08-10",68.29,68.56,66.58,67.1,2865600,14.94
"2009-08-11",66.8,66.83,65.56,66.51,2778800,14.81
"2009-08-12",66.2,67.32,65.88,66.61,2761200,14.83
"2009-08-13",66.56,67.04,65.32,67.04,2280800,14.93
"2009-08-14",66.8,67.18,65.05,65.63,2841200,14.61
"2009-08-17",64.87,65.28,63.83,64.33,2785200,14.32
"2009-08-18",64.52,65.59,64.14,65.46,2286000,14.57
"2009-08-19",65.27,66.36,64.93,66.01,2729200,14.7
"2009-08-20",66.45,67,66,66.58,2272400,14.82
"2009-08-21",66.43,67.36,66.15,67.05,3132000,14.93
"2009-08-24",67.2,67.86,65.85,66.03,3698400,14.7
"2009-08-25",66.29,67.3,66.13,66.95,3294000,14.91
"2009-08-26",67.35,69.03,66.7,68.95,5991200,15.35
"2009-08-27",68.94,69.55,67.83,69.14,4152000,15.39
"2009-08-28",69.61,71.24,69.56,71.02,7078800,15.81
"2009-08-31",70.46,70.52,69.31,69.56,4325200,15.49
"2009-09-01",69.31,70.54,68.02,68.25,4358400,15.2
"2009-09-02",68.02,69.32,68.02,68.73,6055600,15.3
"2009-09-03",68.89,68.89,67.77,68.82,3685600,15.46
"2009-09-04",68.6,69.58,68.18,69.29,3543200,15.56
"2009-09-08",69.61,70.09,68.85,69.48,3951200,15.6
"2009-09-09",69.41,70.56,69.24,70.24,3188400,15.77
"2009-09-10",70.24,71.11,69.81,71.06,2812800,15.96
"2009-09-11",71.29,71.86,70.79,71.34,2863200,16.02
"2009-09-14",70.77,72.36,70.42,72.3,2499600,16.24
"2009-09-15",72.22,72.94,71.52,72.09,3392800,16.19
"2009-09-16",72.1,73.09,71.48,72.89,3390800,16.37
"2009-09-17",73.07,73.81,72.36,72.7,3148800,16.33
"2009-09-18",72.86,73,72.3,72.65,2306800,16.32
"2009-09-21",72.21,72.96,71.55,72.19,2349600,16.21
"2009-09-22",72.42,72.7,71.58,71.77,2171200,16.12
"2009-09-23",71.92,72.28,70.73,70.73,3646000,15.88
"2009-09-24",70.87,71.84,70.72,70.73,4400000,15.88
"2009-09-25",70.24,71.48,70.03,70.27,2965600,15.78
"2009-09-28",70.32,72.04,70.25,71.6,1606000,16.08
"2009-09-29",71.66,73.75,71.66,73.2,3194400,16.44
"2009-09-30",73.15,73.49,71.83,72.43,3773200,16.27
"2009-10-01",72.04,72.46,69.61,69.64,3674800,15.64
"2009-10-02",69.23,69.56,68.6,69.16,2351200,15.53
"2009-10-05",69.07,70.9,69.07,70.81,2540800,15.9
"2009-10-06",71.23,72.32,71.06,71.7,2098000,16.1
"2009-10-07",71.57,72.71,71.42,72.63,2415200,16.31
"2009-10-08",73.22,75.55,72.83,75.04,4836400,16.85
"2009-10-09",75.16,75.25,74.29,74.76,2626400,16.79
"2009-10-12",75.34,75.73,74.9,75.23,1878400,16.9
"2009-10-13",75.68,75.68,74.41,74.7,3189600,16.78
"2009-10-14",75.29,76.76,75.25,76.29,3262800,17.13
"2009-10-15",75.87,77.29,75.77,77.08,3165600,17.31
"2009-10-16",76.62,76.65,75.4,76.14,2086000,17.1
"2009-10-19",76.57,78.08,76.27,76.99,3202000,17.29
"2009-10-20",78.04,78.2,76.92,77.52,5126800,17.41
"2009-10-21",77.52,77.85,75.77,75.77,3454000,17.02
"2009-10-22",76.08,78.27,75.79,78.15,3868800,17.55
"2009-10-23",78.26,78.68,77.56,78.32,4308400,17.59
"2009-10-26",78.28,79.79,78.08,78.49,8028000,17.63
"2009-10-27",73.97,75.08,72.18,73.35,15292800,16.47
"2009-10-28",73.47,73.59,70.35,70.73,7314400,15.88
"2009-10-29",71.2,71.67,70.9,71.62,6170400,16.08
"2009-10-30",71.59,72.69,70.63,71.04,7360000,15.95
"2009-11-02",71.41,72.5,70.19,71.82,4038800,16.13
"2009-11-03",71.26,72.89,71.17,72.38,5589600,16.26
"2009-11-04",72.7,72.81,71.44,71.59,3914800,16.08
"2009-11-05",72.03,74.55,72.03,74.55,7089200,16.74
"2009-11-06",74.1,74.8,73.49,74.47,2461600,16.72
"2009-11-09",74.85,76.7,74.75,76.6,3238000,17.2
"2009-11-10",76.63,77.08,75,75.86,2891600,17.04
"2009-11-11",75.89,77.26,75.52,76.16,2910000,17.1
"2009-11-12",76.37,76.37,73.91,74.28,3649600,16.68
"2009-11-13",74.3,74.81,73.53,74.48,3651600,16.73
"2009-11-16",75.45,75.87,75.12,75.54,3289600,16.96
"2009-11-17",75.4,75.4,73.45,74.04,3980400,16.63
"2009-11-18",74.05,74.67,73.42,73.87,3167200,16.59
"2009-11-19",73.35,74.13,72.83,73.42,2904800,16.49
"2009-11-20",73.07,73.49,72.06,72.46,4684800,16.27
"2009-11-23",73.52,74.04,73.01,73.25,3753200,16.45
"2009-11-24",73.68,73.8,71.74,72.34,4722400,16.25
"2009-11-25",72.58,73.73,72.58,73.56,2428800,16.52
"2009-11-27",72.01,73.01,71.09,72.32,1764800,16.24
"2009-11-30",72.49,72.83,71.35,72.72,3525200,16.33
"2009-12-01",73.61,74.56,73.48,74.11,3799200,16.64
"2009-12-02",74.38,75.81,74.26,75.06,3614000,16.86
"2009-12-03",74.81,74.81,73.26,73.41,3058000,16.49
"2009-12-04",73.57,74.06,72.15,72.6,6399200,16.44
"2009-12-07",72.63,72.98,71.83,72.14,2669200,16.33
"2009-12-08",71.92,72.17,71.27,71.68,2312800,16.23
"2009-12-09",71.36,71.56,70.71,71.31,1961600,16.15
"2009-12-10",72.03,72.67,71.41,71.99,1646400,16.3
"2009-12-11",72.59,73.53,72.1,73.38,2276800,16.62
"2009-12-14",73.9,73.99,73.03,73.83,2122000,16.72
"2009-12-15",73.56,73.69,72.5,73.17,2015600,16.57
"2009-12-16",73.21,73.82,73.03,73.19,1782400,16.57
"2009-12-17",72.52,72.99,72.13,72.39,2268400,16.39
"2009-12-18",72.68,73.2,71.4,72.34,2920400,16.38
"2009-12-21",72.25,73.59,72.25,72.81,1862400,16.49
"2009-12-22",73.2,73.56,72.66,73.56,1478800,16.66
"2009-12-23",73.7,73.8,73.2,73.54,1164800,16.65
"2009-12-24",73.66,74.03,73.51,73.76,450400,16.7
"2009-12-28",73.71,74.08,73.41,73.73,820400,16.69
"2009-12-29",73.85,74.25,73.64,74.13,938800,16.79
"2009-12-30",73.92,74.45,73.62,74.24,1063600,16.81
"2009-12-31",74.46,74.46,73.24,73.24,860800,16.58
"2010-01-04",74,74,73.06,73.38,2042000,16.62
"2010-01-05",73.49,75.21,72.43,74.78,4115600,16.93
"2010-01-06",74.79,74.87,73.88,74.48,2904400,16.86
"2010-01-07",74.17,76.08,74.17,75.92,2644000,17.19
"2010-01-08",75.84,76.03,75.21,75.52,2940400,17.1
"2010-01-11",75.91,76.15,74.34,75.29,2247600,17.05
"2010-01-12",75.08,75.7,73.86,74.5,2587600,16.87
"2010-01-13",74.55,75.2,74.15,75.14,2351200,17.01
"2010-01-14",75.29,75.57,74.43,75.04,3285200,16.99
"2010-01-15",75.06,75.2,73.95,74.62,2806000,16.9
"2010-01-19",74.57,75.23,74.57,75.15,1963600,17.02
"2010-01-20",74.74,75.03,74.17,74.88,2407600,16.96
"2010-01-21",75.04,75.31,74.39,74.42,4488800,16.85
"2010-01-22",74.51,74.82,72.39,72.44,3701200,16.4
"2010-01-25",72.92,72.99,71.86,72.17,2821600,16.34
"2010-01-26",72.2,72.64,71.77,72.36,2152400,16.38
"2010-01-27",72.37,73.37,72.21,73.18,2349200,16.57
"2010-01-28",73.47,73.6,72.45,72.51,3001200,16.42
"2010-01-29",72.63,73.47,71.88,72.03,1786400,16.31
"2010-02-01",72.29,73.03,72,72.95,1427600,16.52
"2010-02-02",73.12,74.24,72.86,74.18,2491600,16.8
"2010-02-03",73.39,73.53,72.29,72.73,2820800,16.47
"2010-02-04",72.17,72.34,71.13,71.55,4644000,16.2
"2010-02-05",71.26,71.73,70.25,71.52,5181600,16.19
"2010-02-08",71.37,72.6,71.21,71.41,2158000,16.17
"2010-02-09",71.77,72.71,71.75,72.51,2340800,16.42
"2010-02-10",72.36,73.16,72.1,72.44,3742000,16.4
"2010-02-11",74.16,74.74,73.39,74.35,7638000,16.84
"2010-02-12",73.5,74.39,73.5,73.94,4557200,16.74
"2010-02-16",74.36,75.53,74.17,75.48,3244000,17.09
"2010-02-17",75.75,76.62,75.71,76.55,4354400,17.33
"2010-02-18",76.45,76.74,75.79,76.41,3052800,17.3
"2010-02-19",76.46,76.76,75.92,76.64,2911200,17.35
"2010-02-22",76.79,77.06,76.57,76.71,1800400,17.37
"2010-02-23",76.36,76.53,75.38,75.77,2969200,17.16
"2010-02-24",75.98,76.74,75.58,76.67,1892000,17.36
"2010-02-25",75.75,77.28,75.75,77.26,2423200,17.49
"2010-02-26",77,77.7,76.68,77.38,3004000,17.52
"2010-03-01",77.43,77.98,77.08,77.96,2772400,17.65
"2010-03-02",78,78.25,77.78,78.08,3038800,17.68
"2010-03-03",78.07,78.12,77.48,77.85,3292400,17.63
"2010-03-04",78.39,78.39,77.43,77.97,2364800,17.65
"2010-03-05",77.77,78.97,77.47,78.78,2686400,17.98
"2010-03-08",78.87,80,78.83,80,3081200,18.26
"2010-03-09",79.79,80,79.52,79.75,2866400,18.2
"2010-03-10",79.61,79.99,79.33,79.95,2566800,18.24
"2010-03-11",79.61,79.81,78.88,79.8,2390800,18.21
"2010-03-12",79.97,80,79.05,79.63,1921600,18.17
"2010-03-15",79.35,79.85,78.94,79.71,3499200,18.19
"2010-03-16",79.87,80,79.41,79.88,2129600,18.23
"2010-03-17",79.95,80.62,79.91,80.39,3419200,18.34
"2010-03-18",80.34,80.95,79.3,79.86,3680000,18.22
"2010-03-19",80.1,80.24,79.51,79.71,4279200,18.19
"2010-03-22",79.27,80.81,79.02,80.2,3414800,18.3
"2010-03-23",80.26,80.99,80.02,80.99,3073200,18.48
"2010-03-24",80.57,80.89,79.81,79.91,3096400,18.23
"2010-03-25",80.56,80.91,79.44,79.46,4212000,18.13
"2010-03-26",79.8,80.91,79.61,80.51,4981600,18.37
"2010-03-29",80.87,80.87,79.73,80.41,2715600,18.35
"2010-03-30",80.53,80.78,79.87,79.94,2426000,18.24
"2010-03-31",79.71,80.57,79.62,80.15,2478000,18.29
"2010-04-01",80.59,81.2,80.52,81.02,1938800,18.49
"2010-04-05",81.2,82.53,81.09,82.02,2663200,18.72
"2010-04-06",81.77,82.82,81.64,82.51,2401200,18.83
"2010-04-07",82.35,82.87,81.94,82.13,2980400,18.74
"2010-04-08",82.06,82.21,81.39,82.08,2382000,18.73
"2010-04-09",83.57,83.73,82.04,83.66,4440800,19.09
"2010-04-12",84.07,84.3,83.56,83.91,2744400,19.15
"2010-04-13",83.79,84.44,83.05,84.25,2154800,19.22
"2010-04-14",84.48,84.5,82.88,83.7,5210800,19.1
"2010-04-15",83.43,83.89,83.02,83.7,2034400,19.1
"2010-04-16",83.31,84.06,82.31,82.52,2606800,18.83
"2010-04-19",82.3,83.16,81.9,82.62,2789600,18.85
"2010-04-20",82.82,83.59,82.65,83.56,1916800,19.07
"2010-04-21",83.67,84.44,83.47,84.32,2105600,19.24
"2010-04-22",83.96,86.95,83.71,86.84,5348400,19.82
"2010-04-23",86.59,86.98,85.94,86.66,4061600,19.77
"2010-04-26",86.52,87.77,86.31,87.26,2942000,19.91
"2010-04-27",86.9,86.98,85.28,85.49,4123200,19.51
"2010-04-28",85.8,86.89,85.08,85.66,2644000,19.55
"2010-04-29",86.32,87.26,85.8,87.12,1999200,19.88
"2010-04-30",88.81,89.23,86.41,86.42,5768800,19.72
"2010-05-03",86.61,87.66,85.87,86.08,4510800,19.64
"2010-05-04",84.89,85.37,83.76,84,3699600,19.17
"2010-05-05",83.41,84.32,82.76,83.27,5020400,19
"2010-05-06",83.02,83.5,75.58,80.48,5493200,18.36
"2010-05-07",80.05,81.08,77.9,78.89,5398800,18
"2010-05-10",82.52,83.45,81.66,83.11,4227200,18.96
"2010-05-11",81.95,84.7,81.74,83.36,3993600,19.02
"2010-05-12",83.43,84.88,83.29,84.51,3167600,19.28
"2010-05-13",84.74,84.88,83.15,83.34,3025600,19.02
"2010-05-14",82.8,83.16,81.18,81.82,3734800,18.67
"2010-05-17",81.93,81.98,79.74,81.5,3291200,18.6
"2010-05-18",82.36,83.07,80.73,80.75,3945600,18.43
"2010-05-19",80.27,80.83,78.81,79.97,4465200,18.25
"2010-05-20",78.25,78.53,76.27,76.89,4892400,17.55
"2010-05-21",75.63,78.83,75.02,77.89,4102000,17.77
"2010-05-24",77.92,78.44,77.24,77.35,2197200,17.65
"2010-05-25",75.92,77.24,74.92,77.04,8532400,17.58
"2010-05-26",77.71,77.98,75.94,76.09,6728400,17.36
"2010-05-27",77.45,77.87,76.79,77.83,7559600,17.76
"2010-05-28",77.89,78.48,76.84,77.35,3900400,17.65
"2010-06-01",76.78,77.83,75.77,75.83,3270400,17.3
"2010-06-02",76.01,78,75.3,78,4425200,17.8
"2010-06-03",78.01,78.59,77.46,78.11,2840400,17.82
"2010-06-04",76.58,76.58,74.05,74.43,3776800,17.12
"2010-06-07",74.69,74.94,73.2,73.26,3969200,16.85
"2010-06-08",73.27,73.99,72.15,73.9,4052000,16.99
"2010-06-09",74.33,75.88,74.33,74.66,4237200,17.17
"2010-06-10",76.17,77.63,75.78,77.53,2745600,17.83
"2010-06-11",76.98,78.29,76.89,77.77,3883600,17.88
"2010-06-14",78.28,79.07,77.82,78.09,2859200,17.96
"2010-06-15",78.47,80.15,78.06,80.03,3243600,18.4
"2010-06-16",79.73,80,78.61,79.25,4393600,18.22
"2010-06-17",79.45,79.58,78,78.6,5622800,18.07
"2010-06-18",78.73,79.71,78.39,79.16,3884000,18.2
"2010-06-21",80.06,80.17,78.13,78.57,3869200,18.07
"2010-06-22",78.94,79.57,76.26,76.37,3460400,17.56
"2010-06-23",76.32,76.59,75.17,76.03,4380800,17.48
"2010-06-24",75.75,75.78,74.27,74.72,4646400,17.18
"2010-06-25",74.71,75.43,74.07,75.33,5861200,17.32
