"","GWW.Open","GWW.High","GWW.Low","GWW.Close","GWW.Volume","GWW.Adjusted"
"2013-06-17",256.04,256.42,253.04,254.36,209200,251.56
"2013-06-18",253.54,256.02,252.38,255.87,171100,253.05
"2013-06-19",255.66,256.19,251.66,251.7,180300,248.93
"2013-06-20",249.47,251.23,248.27,249.52,294900,246.77
"2013-06-21",251.35,253.04,248.54,251.23,338800,248.46
"2013-06-24",249.44,253.23,247.4,250.94,289600,248.18
"2013-06-25",248.04,255.84,248.04,255.45,241600,252.64
"2013-06-26",257.06,258.13,253.72,253.91,422700,251.12
"2013-06-27",255.5,257.03,253.51,254.67,352200,251.87
"2013-06-28",254.05,254.87,250.61,252.18,365900,249.4
"2013-07-01",253.47,256.8,252.41,254.52,241200,251.72
"2013-07-02",254.53,255.94,252.53,253.86,302400,251.07
"2013-07-03",252.02,255.39,250.97,255.16,193600,252.35
"2013-07-05",257.62,257.9,253.43,256.1,224700,253.28
"2013-07-08",256.12,258.01,254.82,255.96,507300,253.14
"2013-07-09",257.04,264.31,256.85,261.75,356000,258.87
"2013-07-10",261.19,261.88,259.55,261.65,310100,258.77
"2013-07-11",265,265.94,263.08,264.39,286900,261.48
"2013-07-12",264.21,266.32,263.7,265.25,197600,262.33
"2013-07-15",266.58,267.29,263.61,264.8,267800,261.89
"2013-07-16",265,266.16,261.5,262.68,258100,259.79
"2013-07-17",259.57,264.34,256.86,262.65,478000,259.76
"2013-07-18",262.65,265.27,260.04,263.2,353000,260.3
"2013-07-19",263.64,264.21,261.88,262.52,347700,259.63
"2013-07-22",261.1,263.27,260.3,261.6,337900,258.72
"2013-07-23",262.5,262.5,257.48,257.73,347700,254.89
"2013-07-24",258.43,259.35,254.4,255.15,183300,252.34
"2013-07-25",254.06,255.85,252.83,255.46,288500,252.65
"2013-07-26",255.46,257.69,254.09,256.65,199200,253.83
"2013-07-29",255.25,258.17,253.53,257.31,182700,254.48
"2013-07-30",258.63,261.68,256.63,260.15,263800,257.29
"2013-07-31",261.23,264.53,260.46,262.14,205600,259.25
"2013-08-01",265.3,270.47,265.3,269.53,349800,266.56
"2013-08-02",268.54,269.28,266.84,267.95,246900,265
"2013-08-05",266.12,266.9,264.5,266.09,180500,263.16
"2013-08-06",265.1,266.06,262.56,263.55,146100,260.65
"2013-08-07",262.44,263.13,260.37,261.16,129700,258.29
"2013-08-08",261.51,265,260.71,261,156400,259.05
"2013-08-09",260.29,262.8,259.15,259.83,146100,257.89
"2013-08-12",257.45,259.62,255,258.03,226500,256.1
"2013-08-13",258.23,258.92,255.67,257.15,182000,255.23
"2013-08-14",256.83,257.49,253.8,253.88,118800,251.98
"2013-08-15",251.97,253.25,247.21,251.94,203600,250.06
"2013-08-16",250.79,253.71,250.06,253.41,189000,251.52
"2013-08-19",253,254.8,251.6,251.63,131300,249.75
"2013-08-20",252.04,253.48,249.75,251.31,126700,249.43
"2013-08-21",251.02,252.47,248.29,249.5,206700,247.64
"2013-08-22",249.82,251.53,248.31,251.36,258000,249.48
"2013-08-23",251.28,254.18,250.11,254.03,236800,252.13
"2013-08-26",253.86,256.14,251.35,252.25,290000,250.37
"2013-08-27",250.71,251.68,247.38,247.69,326800,245.84
"2013-08-28",247.12,250.03,245.01,248.83,272800,246.97
"2013-08-29",247.91,249.84,246.93,247.2,207000,245.35
"2013-08-30",247.96,248.53,246,247.35,214000,245.5
"2013-09-03",249.39,252.03,248.87,251.27,391300,249.39
"2013-09-04",252,256.48,251.08,255.82,414300,253.91
"2013-09-05",255.93,260.4,255.88,259.55,312800,257.61
"2013-09-06",259.8,261.36,257,258.28,265200,256.35
"2013-09-09",258.93,264.38,258.09,263.96,265600,261.99
"2013-09-10",264.87,269.41,264.67,269.36,349700,267.35
"2013-09-11",269.46,270,267.26,269.69,280300,267.67
"2013-09-12",267.7,271.32,265.55,268.08,549900,266.08
"2013-09-13",268.95,268.95,265.08,267.29,350600,265.29
"2013-09-16",272.43,272.47,269.07,270.04,302900,268.02
"2013-09-17",270.72,271.71,268.39,269.37,318000,267.36
"2013-09-18",269.53,274.01,268.92,274.01,295500,271.96
"2013-09-19",273.93,276.38,272.93,273.51,339700,271.47
"2013-09-20",272.93,275.22,270.15,270.15,618800,268.13
"2013-09-23",270.69,270.85,267.44,268.05,399300,266.05
"2013-09-24",267.88,270.59,266.91,268.26,355800,266.26
"2013-09-25",269.1,270.27,267.09,267.16,157700,265.16
"2013-09-26",268.17,271.96,267.97,269.05,261900,267.04
"2013-09-27",269.05,269.55,263.55,263.92,401700,261.95
"2013-09-30",261.72,263.72,261.04,261.71,405700,259.75
"2013-10-01",261.77,264.65,261,264.65,413600,262.67
"2013-10-02",263.16,265,261.03,264.65,255500,262.67
"2013-10-03",263.71,265.4,261.4,263.74,479200,261.77
"2013-10-04",264.85,265.86,263.44,264.88,259900,262.9
"2013-10-07",262.31,263.17,259.96,261.13,426000,259.18
"2013-10-08",260.63,262.25,257.86,258.04,344300,256.11
"2013-10-09",256.15,258.06,251.21,252.36,719500,250.47
"2013-10-10",254.55,256.47,253.65,255.9,646600,253.99
"2013-10-11",256.83,258.61,256.21,257.9,367500,255.97
"2013-10-14",256.33,260.12,255.07,258.61,312200,256.68
"2013-10-15",258.29,258.52,255.19,255.42,486300,253.51
"2013-10-16",260.35,266.37,253.25,257.77,1142700,255.84
"2013-10-17",256.29,262.44,254.81,261.9,443400,259.94
"2013-10-18",262.98,264.38,260.81,264.3,406400,262.33
"2013-10-21",263.12,264.26,260.91,263.44,352500,261.47
"2013-10-22",265.38,266.32,262.95,265.39,299800,263.41
"2013-10-23",265.15,265.46,262.6,264.17,177800,262.2
"2013-10-24",264.31,265.06,263.04,263.04,212400,261.07
"2013-10-25",263.68,267.46,262.13,267.4,302600,265.4
"2013-10-28",267.31,269.8,264.94,269.2,396400,267.19
"2013-10-29",268.58,273.11,265.9,273.04,330100,271
"2013-10-30",273.6,274.37,268.8,270.06,341700,268.04
"2013-10-31",269.94,271.26,268.63,268.97,276300,266.96
"2013-11-01",269.46,271.86,267.46,270.06,242500,268.04
"2013-11-04",270.77,272.17,269.79,271.88,295100,269.85
"2013-11-05",269.19,271.13,267.66,268.96,350000,266.95
"2013-11-06",269.54,272.22,268.33,272.13,258200,271.03
"2013-11-07",273,273,263.47,263.68,359500,262.62
"2013-11-08",264.42,268.11,264.05,268.11,462200,267.03
"2013-11-11",267.8,270.19,267.76,270.02,142900,268.93
"2013-11-12",268.78,269.32,266.92,268.24,219600,267.16
"2013-11-13",267.13,269.15,262.75,265,598700,263.93
"2013-11-14",265,267.32,262.93,265.6,419200,264.53
"2013-11-15",263.86,264.37,259.53,260.75,621700,259.7
"2013-11-18",259.79,261.56,257.81,258.06,397700,257.02
"2013-11-19",258.14,260.3,255.89,256.15,314100,255.12
"2013-11-20",257.38,259.5,252.55,253.24,354300,252.22
"2013-11-21",253,256.91,252.66,255.22,566300,254.19
"2013-11-22",255.86,256.88,255.22,256.39,444600,255.36
"2013-11-25",256.89,257.8,255.39,256.86,242500,255.83
"2013-11-26",257.12,259.26,255.9,258.13,403100,257.09
"2013-11-27",258,259.99,257,258.47,199900,257.43
"2013-11-29",259.07,259.96,256.5,257.92,92300,256.88
"2013-12-02",257.91,259.97,256.39,258.32,335400,257.28
"2013-12-03",257.85,258.95,254.11,254.89,407500,253.86
"2013-12-04",254.89,256.28,251,255.05,516800,254.02
"2013-12-05",255.16,257.3,254.01,255.17,233500,254.14
"2013-12-06",258.74,260,256.11,257.78,321800,256.74
"2013-12-09",258.91,259.73,256.37,257.18,308500,256.14
"2013-12-10",257.16,259.27,256.57,256.71,275700,255.68
"2013-12-11",256.5,258.63,253.4,254.05,310300,253.03
"2013-12-12",254,254.8,246.86,252.03,904900,251.01
"2013-12-13",251.88,253.34,251.02,251.55,311300,250.54
"2013-12-16",252.15,255.28,251.19,253.92,368600,252.9
"2013-12-17",255.31,256.84,249.89,250.06,349500,249.05
"2013-12-18",250.93,255.1,248.69,254.82,496500,253.79
"2013-12-19",255.14,256.71,252.66,253.39,397400,252.37
"2013-12-20",251,253.07,247.78,248.34,1036100,247.34
"2013-12-23",253,253.07,250.54,252.41,347700,251.39
"2013-12-24",253.06,254.76,252.5,254.33,139900,253.31
"2013-12-26",255.61,256.15,253.88,255.42,193900,254.39
"2013-12-27",255.66,257.02,254.57,255.45,169700,254.42
"2013-12-30",255.73,256.29,254.72,255.38,168800,254.35
"2013-12-31",255.96,256.38,254.25,255.42,240500,254.39
"2014-01-02",254.7,255.48,252.82,253.06,285100,252.04
"2014-01-03",253.07,254.24,251.9,252.84,204800,251.82
"2014-01-06",253.69,253.72,249.79,250.97,323100,249.96
"2014-01-07",252.28,253.77,251.17,252.92,381300,251.9
"2014-01-08",252.92,253.97,250.82,253.44,368400,252.42
"2014-01-09",254.44,256.26,252.56,254.5,421100,253.47
"2014-01-10",255.49,267.49,255.38,263.71,928900,262.65
"2014-01-13",262.76,264.19,260.9,261.66,915900,260.61
"2014-01-14",262.25,264.44,258,264.26,387200,263.2
"2014-01-15",263.48,266.18,261.89,263.78,461300,262.72
"2014-01-16",263.73,266.3,262.13,265.94,396000,264.87
"2014-01-17",266.58,266.96,262.88,264.1,384800,263.04
"2014-01-21",263.69,264.99,262.69,264.06,405900,263
"2014-01-22",265,265.84,261.04,262.03,486500,260.97
"2014-01-23",260.36,262.76,256.02,256.66,622000,255.63
"2014-01-24",248.6,252.13,240.38,241.85,1658400,240.88
"2014-01-27",241.68,243.36,236.9,238.93,824700,237.97
"2014-01-28",239.46,239.48,237.33,237.86,641800,236.9
"2014-01-29",236.75,240.49,235.89,238.16,495400,237.2
"2014-01-30",238.17,239.8,236.92,237.17,402700,236.21
"2014-01-31",234.01,236.11,232.26,234.48,538500,233.54
"2014-02-03",234.5,234.5,228.19,229.29,702300,228.37
"2014-02-04",230.63,231.85,228.77,231.29,634800,230.36
"2014-02-05",230.23,233.81,229.97,230.87,612800,229.94
"2014-02-06",231.48,234.17,230.33,233.95,449500,233.95
"2014-02-07",234.62,236.03,231.63,234,842500,234
"2014-02-10",233.23,236.72,232.52,234.29,643800,234.29
"2014-02-11",231.9,239.01,230.11,237.86,715600,237.86
"2014-02-12",238.51,239.61,237.45,238.05,508300,238.05
"2014-02-13",237.21,239.72,235.33,239.64,645000,239.64
"2014-02-14",242.64,245.96,241,245.67,712700,245.67
"2014-02-18",246.16,248.04,245.04,247.76,607900,247.76
"2014-02-19",247.3,249.35,246.03,248,625600,248
"2014-02-20",247.16,250.44,246.83,248.04,593900,248.04
"2014-02-21",248.62,250.64,247.87,249.24,546100,249.24
"2014-02-24",250.24,252.36,249.58,251.61,712000,251.61
"2014-02-25",251.57,252.85,249.84,250.14,624600,250.14
"2014-02-26",250.68,252.1,249.39,251.47,635900,251.47
"2014-02-27",245.58,252.95,237.26,252.91,267900,252.91
"2014-02-28",253.49,255.68,252.93,255.02,667200,255.02
"2014-03-03",253.16,253.78,250.8,253.29,489600,253.29
"2014-03-04",256,256.48,253.42,254.9,416000,254.9
"2014-03-05",255.08,257.65,254.38,256.97,320900,256.97
"2014-03-06",257.24,259.38,256.2,257.48,422600,257.48
"2014-03-07",258.47,259.33,256.53,256.95,407500,256.95
"2014-03-10",253.91,256.69,253.91,255.77,310500,255.77
"2014-03-11",257.63,257.63,253.25,253.84,337100,253.84
"2014-03-12",250.76,252.44,248.59,251.83,591300,251.83
"2014-03-13",253.6,253.68,245.54,245.84,675600,245.84
"2014-03-14",245,248.52,243.99,247.03,635000,247.03
"2014-03-17",247.49,251.8,247.49,251.68,441000,251.68
