"","GWW.Open","GWW.High","GWW.Low","GWW.Close","GWW.Volume","GWW.Adjusted"
"2009-08-21",89.14,90.14,88.12,89.82,573000,83.44
"2009-08-24",90,90.29,88.57,88.87,518400,82.56
"2009-08-25",89.33,90.25,88.7,89.32,573200,82.98
"2009-08-26",89.33,89.98,88.66,88.93,510200,82.62
"2009-08-27",88.9,89.88,87.79,89.07,587900,82.75
"2009-08-28",89.55,89.71,87.72,88.25,430500,81.98
"2009-08-31",87.35,87.57,86.14,87.47,645600,81.26
"2009-09-01",87.4,89,85.64,86.28,1084200,80.15
"2009-09-02",86.5,87.24,85.86,86.2,984800,80.08
"2009-09-03",86.83,87.17,85.63,87.17,661400,80.98
"2009-09-04",87.6,89.41,86.58,88.82,655300,82.51
"2009-09-08",89.26,90,88.61,89.51,751700,83.15
"2009-09-09",87.93,89.31,87.84,88.9,1050800,82.59
"2009-09-10",88.81,90,88.04,90,828400,83.61
"2009-09-11",89.6,90.26,88.38,88.64,847800,82.35
"2009-09-14",88.46,89.67,88.03,89.3,397600,82.96
"2009-09-15",89.41,89.76,88.19,89.23,736100,82.89
"2009-09-16",89.67,91.29,88.55,90.79,596300,84.34
"2009-09-17",90.52,91.13,89.12,89.97,733300,83.58
"2009-09-18",90.24,91.45,90.22,90.91,781000,84.45
"2009-09-21",90.66,91.36,89.7,90.04,595800,83.65
"2009-09-22",90.72,91.5,90.28,90.87,517900,84.42
"2009-09-23",90.86,90.87,89.28,89.4,536000,83.05
"2009-09-24",89.49,89.88,87.85,88.71,496500,82.41
"2009-09-25",88.4,88.94,87.03,87.37,579800,81.17
"2009-09-28",87.87,89.44,87.37,89.4,497700,83.05
"2009-09-29",89.38,90.74,89.31,89.74,683900,83.37
"2009-09-30",89.91,90.24,88.52,89.36,734500,83.01
"2009-10-01",88.59,88.87,86.37,86.39,926800,80.26
"2009-10-02",85.49,86.91,85.24,85.69,819100,79.61
"2009-10-05",85.8,88.09,85.53,87.76,675000,81.53
"2009-10-06",88.64,89.84,88.32,88.62,581900,82.33
"2009-10-07",88.2,88.5,87.71,88.28,539300,82.01
"2009-10-08",88.44,90,88.44,89.36,595600,83.01
"2009-10-09",89.29,91.63,89.29,90.74,1062300,84.3
"2009-10-12",94.27,94.6,92.84,93.14,1957800,86.53
"2009-10-13",93.17,94.87,92.51,94.31,1212300,87.61
"2009-10-14",94.16,94.61,90.7,93.25,2802800,86.63
"2009-10-15",93.17,95.99,93.03,95.42,1293200,88.64
"2009-10-16",94.87,95.56,93.92,94.94,740600,88.2
"2009-10-19",94.93,96.5,94.81,95.69,591600,88.9
"2009-10-20",95.68,96.05,94.72,95.64,786800,88.85
"2009-10-21",95.47,98,95.47,95.92,971900,89.11
"2009-10-22",95.92,98.5,95.56,97.79,1150100,90.85
"2009-10-23",97.77,98.19,96.19,96.96,764200,90.08
"2009-10-26",97.05,98.49,95.58,96.19,766000,89.36
"2009-10-27",96.33,96.69,94.16,94.47,872200,87.76
"2009-10-28",94.28,94.84,92.98,93.18,532600,86.56
"2009-10-29",93.72,95.95,93.31,95.72,895300,88.92
"2009-10-30",95.74,96.45,93.58,93.73,742200,87.07
"2009-11-02",94.27,95.43,92.87,94.62,744200,87.9
"2009-11-03",94.49,95.39,93.88,95,1066100,88.25
"2009-11-04",95.5,96,94.34,94.58,904000,87.86
"2009-11-05",94.84,96.72,94.46,96.3,814500,89.9
"2009-11-06",96.17,96.86,95.5,96.76,428700,90.33
"2009-11-09",97.39,98.5,97.16,98.5,591800,91.95
"2009-11-10",98.51,98.88,97.7,98.71,407300,92.15
"2009-11-11",98.88,99.68,98.3,98.82,668100,92.25
"2009-11-12",98.82,99.71,98.25,98.58,657000,92.03
"2009-11-13",98.95,99.98,98.21,99.49,625900,92.88
"2009-11-16",99.53,101.48,99.26,101.09,701000,94.37
"2009-11-17",101.14,102.28,100.68,101.43,1163700,94.69
"2009-11-18",101.54,102.54,97.7,98.25,3269500,91.72
"2009-11-19",97.87,98.31,95.56,97.03,1458400,90.58
"2009-11-20",96.78,97.5,96.04,97.16,919000,90.7
"2009-11-23",98.57,99.15,97.78,98.2,640500,91.67
"2009-11-24",98.72,99.26,98.1,98.76,729000,92.2
"2009-11-25",99,99,98.33,98.63,541600,92.07
"2009-11-27",96.52,98.27,96.03,97.46,426800,90.98
"2009-11-30",97.34,97.82,96.05,97.7,843200,91.21
"2009-12-01",98.48,99.33,97.92,98.23,1029400,91.7
"2009-12-02",98.47,99.3,98.21,98.57,770200,92.02
"2009-12-03",98.86,99.52,97.48,97.68,750500,91.19
"2009-12-04",98.92,99.44,97.85,98.99,1124200,92.41
"2009-12-07",98.99,99.5,98.29,98.51,533400,91.96
"2009-12-08",98.02,98.02,96.73,97.51,470900,91.03
"2009-12-09",97.37,97.78,96.33,97.73,362200,91.23
"2009-12-10",97.92,98.23,97.54,97.76,352700,91.26
"2009-12-11",98.46,98.54,97.49,97.82,406400,91.32
"2009-12-14",97.91,98.74,97.61,98.45,385900,91.91
"2009-12-15",97.81,98.7,97.61,98.58,420500,92.03
"2009-12-16",98.74,98.74,97.54,98,443800,91.49
"2009-12-17",97.67,97.82,96.88,97.15,281000,90.69
"2009-12-18",97.19,97.22,96.18,96.74,739700,90.31
"2009-12-21",97,98.14,96.76,97.78,277900,91.28
"2009-12-22",97.82,98.28,97.38,97.52,306900,91.04
"2009-12-23",97.41,98.05,97.16,97.74,352700,91.24
"2009-12-24",98.07,98.49,98.04,98.31,77200,91.78
"2009-12-28",98.83,98.83,97.65,98.08,269900,91.56
"2009-12-29",98.43,98.52,98.07,98.18,317400,91.65
"2009-12-30",97.7,98.04,97.31,97.72,358100,91.22
"2009-12-31",97.87,98.63,96.78,96.83,526900,90.39
"2010-01-04",97.24,97.97,96.2,97.24,535200,90.78
"2010-01-05",96.96,97.49,96.14,97.28,594500,90.81
"2010-01-06",97.27,98.25,97.27,97.65,486800,91.16
"2010-01-07",97.27,98.7,96.71,98.57,650100,92.02
"2010-01-08",98,99.85,97.77,99.73,705600,93.1
"2010-01-11",99.46,100.38,99.22,100.15,561000,93.49
"2010-01-12",99.46,100.22,99.25,100.11,559900,93.46
"2010-01-13",100.16,100.6,99.6,100.55,330000,93.87
"2010-01-14",100.57,100.68,99.75,100.39,413800,93.72
"2010-01-15",100.02,100.47,99.13,100.04,771500,93.39
"2010-01-19",100.08,102,99.57,101.34,768000,94.6
"2010-01-20",101.03,101.09,99.78,100.87,618600,94.17
"2010-01-21",101,101.24,99.04,99.57,827500,92.95
"2010-01-22",98.95,99.61,98.63,98.89,1060300,92.32
"2010-01-25",99.45,101.38,99.12,100.94,1901600,94.23
"2010-01-26",100.16,101.49,98.15,99.42,2164200,92.81
"2010-01-27",99.55,100.34,99,100.12,1209600,93.47
"2010-01-28",100.24,101.31,99.24,100.76,1004100,94.06
"2010-01-29",100.86,102.13,99.28,99.28,892300,92.68
"2010-02-01",99.67,100.36,98.26,99.94,795000,93.3
"2010-02-02",100.4,102.45,99.94,102.39,895100,95.58
"2010-02-03",102.02,103,101.97,102.26,696700,95.46
"2010-02-04",101.5,101.5,99.12,99.18,931200,93.01
"2010-02-05",98.9,100.11,97.88,99.33,729700,93.15
"2010-02-08",98.98,100,97.99,98.57,681200,92.43
"2010-02-09",99.36,101.08,98.73,100.26,780100,94.02
"2010-02-10",100.26,100.92,99.09,99.65,484600,93.45
"2010-02-11",99.81,100.87,98.73,100.81,949500,94.53
"2010-02-12",99.9,101.11,99.34,100.85,662300,94.57
"2010-02-16",101,102.04,100.7,102.04,540200,95.69
"2010-02-17",102.17,102.86,101.61,102.64,640300,96.25
"2010-02-18",102.69,104.32,102.32,104.27,613700,97.78
"2010-02-19",103.9,104.91,103.55,104.14,816900,97.66
"2010-02-22",104.68,104.81,103.52,103.64,392800,97.19
"2010-02-23",103.32,104.43,102.75,102.84,685500,96.44
"2010-02-24",103.4,104,102.91,103.51,544400,97.07
"2010-02-25",102.21,102.76,100.98,102.49,1059300,96.11
"2010-02-26",102.43,102.92,101.1,101.65,1140800,95.32
"2010-03-01",101.8,104.4,101.8,104.21,835700,97.72
"2010-03-02",104.38,104.84,103.32,103.58,612100,97.13
"2010-03-03",103.94,104.77,103.75,104.54,726700,98.03
"2010-03-04",104.54,105.17,103.86,104.7,495000,98.18
"2010-03-05",104.9,106.97,104.79,106.89,622000,100.24
"2010-03-08",107,107.61,106.54,106.65,563700,100.01
"2010-03-09",106.28,107.73,106.28,107.56,449900,100.86
"2010-03-10",107.37,108.33,107.09,108.08,610900,101.35
"2010-03-11",107.55,108.81,107.14,108.67,561500,101.91
"2010-03-12",108.48,108.67,106.53,107.83,896700,101.12
"2010-03-15",107.52,107.99,106.41,107.13,590900,100.46
"2010-03-16",107.65,107.89,107.06,107.75,437400,101.04
"2010-03-17",108.26,108.86,107.97,108.35,448200,101.61
"2010-03-18",108.05,109.1,107.96,108.37,490900,101.62
"2010-03-19",108.59,109.07,106.94,107.56,778100,100.86
"2010-03-22",107.1,108.67,107.1,108.4,466500,101.65
"2010-03-23",108.37,109.42,107.98,109.34,420700,102.53
"2010-03-24",109.19,109.19,108.28,108.88,538000,102.1
"2010-03-25",109.37,109.98,108.69,108.75,513100,101.98
"2010-03-26",108.98,109.76,108.67,109.05,303800,102.26
"2010-03-29",109.17,109.73,109.09,109.47,229300,102.66
"2010-03-30",109.62,109.96,108.93,109.26,583800,102.46
"2010-03-31",108.97,109.35,107.96,108.12,582300,101.39
"2010-04-01",108.79,109.88,108.75,109.53,413200,102.71
"2010-04-05",109.97,112.87,109.61,112.19,599800,105.21
"2010-04-06",111.81,112.97,111.51,112.7,348700,105.68
"2010-04-07",112.86,115.56,112.1,113.92,909000,106.83
"2010-04-08",113.46,114.67,113.02,114.17,689700,107.06
"2010-04-09",114.64,114.91,113.42,114.77,610600,107.63
"2010-04-12",114.55,115.37,113.96,114.23,440800,107.12
"2010-04-13",115.14,116.07,114.08,115.64,1009400,108.44
"2010-04-14",110.94,113.59,110.35,111.15,2882900,104.23
"2010-04-15",109.5,109.5,106.91,107.78,2309300,101.07
"2010-04-16",107.84,107.96,104.15,104.93,1514200,98.4
"2010-04-19",104.8,106.51,104.37,105.75,1121800,99.17
"2010-04-20",106.83,107.66,106.2,107.51,1047800,100.82
"2010-04-21",107.8,108.15,107.11,107.59,816300,100.89
"2010-04-22",106.73,110.77,106.72,110.65,892800,103.76
"2010-04-23",110.02,111.46,109.73,110.92,753900,104.02
"2010-04-26",110.91,111.25,110.09,110.2,504700,103.34
"2010-04-27",110.2,110.83,107.77,108.15,715700,101.42
"2010-04-28",108.41,108.86,107.88,108.43,679000,101.68
"2010-04-29",108.44,111.38,108.44,111.38,527500,104.45
"2010-04-30",111.32,111.99,110.46,110.54,921600,103.66
"2010-05-03",110.79,112.92,110.32,112.27,875500,105.28
"2010-05-04",111.05,111.05,108.42,109.11,1053700,102.32
"2010-05-05",108.12,109.58,107.36,108.6,927200,101.84
"2010-05-06",107.92,109.04,101.17,106.5,1133000,100.37
"2010-05-07",106.55,107.47,104.21,104.94,1351700,98.9
"2010-05-10",108.7,111.05,108.55,110.71,937600,104.34
"2010-05-11",109.6,111.4,109.27,110.33,683300,103.98
"2010-05-12",108.92,110.5,107.6,110.37,1104000,104.02
"2010-05-13",109.88,110.32,108.52,108.9,663500,102.63
"2010-05-14",108.78,108.78,106.26,107.67,687100,101.47
"2010-05-17",108.09,108.58,106.39,108.31,905000,102.08
"2010-05-18",108.87,109.78,107,107.05,745400,100.89
"2010-05-19",106.4,106.99,103.86,104.91,1147200,98.87
"2010-05-20",103.4,103.4,100.14,100.14,1160200,94.38
"2010-05-21",98.78,103.14,98.46,102.77,1167100,96.85
"2010-05-24",102.5,102.5,100.79,100.86,505100,95.05
"2010-05-25",98.28,101.46,97.92,101.24,618100,95.41
"2010-05-26",101.78,102.52,99.82,100.14,759000,94.38
"2010-05-27",102.01,103.34,101.19,103.34,661700,97.39
"2010-05-28",103.18,103.3,101.24,101.75,756100,95.89
"2010-06-01",101.27,102.78,100.22,100.22,622600,94.45
"2010-06-02",100.29,103.1,99.76,103.1,709400,97.17
"2010-06-03",102.83,104.47,102.32,103.55,663000,97.59
"2010-06-04",100.78,101.88,98.72,99.19,685200,93.48
"2010-06-07",99.22,99.53,97.26,97.29,742000,91.69
"2010-06-08",97.63,99.12,96.5,98.91,783900,93.22
"2010-06-09",99.48,101.2,99.03,99.38,770900,93.66
"2010-06-10",101.23,103.95,101.03,103.8,610300,97.83
"2010-06-11",102.07,104.64,102.07,104.26,626300,98.26
"2010-06-14",104.32,105.78,104.32,104.64,628400,98.62
"2010-06-15",104.95,107.56,104.75,107.48,370700,101.29
"2010-06-16",107.17,107.99,106.78,107.7,270900,101.5
"2010-06-17",107.65,107.99,106.32,107.82,375400,101.61
"2010-06-18",108.07,108.27,107.09,108.26,730400,102.03
"2010-06-21",109.57,109.57,107.17,107.86,651100,101.65
"2010-06-22",107.74,108.14,104.62,104.89,634900,98.85
"2010-06-23",104.35,105.61,103.15,105.24,489900,99.18
"2010-06-24",104.87,105.09,102.65,102.91,464100,96.99
"2010-06-25",103.41,104.05,102.41,103.38,514200,97.43
"2010-06-28",103.6,104.88,102.89,103.91,293900,97.93
"2010-06-29",102.54,102.78,99.33,100.04,719100,94.28
"2010-06-30",99.74,101.44,99.22,99.45,652200,93.73
"2010-07-01",99.62,99.9,96.81,98.75,1226800,93.07
"2010-07-02",99.21,99.58,97.47,98.17,492100,92.52
"2010-07-06",98.69,99.98,96.84,97.54,740600,91.93
"2010-07-07",97.44,100,97.44,99.82,529700,94.07
"2010-07-08",100.38,101.62,100.24,101.57,787900,95.72
"2010-07-09",101.8,103.34,101.35,102.99,604900,97.06
"2010-07-12",102.55,103.93,102.06,103.78,660600,97.81
"2010-07-13",104.86,106.23,104.28,105.49,847100,99.42
"2010-07-14",104.24,105.5,103.5,103.75,879000,97.78
"2010-07-15",106.3,109.03,103.43,106.89,2510700,100.74
"2010-07-16",106.4,106.46,103.95,104.98,1153000,98.94
"2010-07-19",104.98,105.28,103.87,104.79,667400,98.76
"2010-07-20",103.66,106.08,102.49,105.9,945900,99.8
"2010-07-21",106.31,107.41,104.81,105.6,826000,99.52
"2010-07-22",106.51,108.72,106.51,108.39,685000,102.15
"2010-07-23",108.37,109.66,107.37,109.61,482900,103.3
"2010-07-26",109.89,110.95,109.21,110.95,459300,104.56
"2010-07-27",111.35,111.35,109.53,110.46,747700,104.1
"2010-07-28",110.42,110.97,109.67,110.78,808800,104.4
"2010-07-29",111.93,111.96,109.78,111.25,1088100,104.85
"2010-07-30",109.56,112.28,108.95,112.01,877700,105.56
"2010-08-02",113.57,115.48,112.51,114.16,835800,107.59
"2010-08-03",113.99,114.32,113.09,113.54,496600,107
"2010-08-04",113.57,115.68,113.12,115.44,638100,108.8
"2010-08-05",114.38,114.69,113.6,114.09,744300,108.03
"2010-08-06",112.9,114.48,112.59,114.03,998500,107.97
"2010-08-09",114.44,115,113.36,115,554900,108.89
"2010-08-10",113.67,113.94,112.4,113.38,999800,107.36
"2010-08-11",111.53,111.88,108.86,109.85,1245900,104.01
"2010-08-12",108.45,111,108.45,110.74,794800,104.86
"2010-08-13",110.42,110.54,109.44,109.66,624000,103.83
"2010-08-16",109.04,109.83,108.23,109.22,366400,103.42
"2010-08-17",110.28,112,110.21,111.24,520200,105.33
"2010-08-18",111.12,111.83,110.38,111.18,428700,105.27
"2010-08-19",110.75,111.06,107.65,108.11,657400,102.37
"2010-08-20",107.19,108.05,106.59,107.68,564300,101.96
"2010-08-23",108.5,109.63,108.1,108.88,1069000,103.09
"2010-08-24",107.54,107.86,106.13,106.35,895500,100.7
"2010-08-25",105.85,106.51,104.48,105.86,885200,100.24
"2010-08-26",106.51,107.43,105.54,105.79,730800,100.17
"2010-08-27",106.37,107.92,104.88,107.72,460200,102
"2010-08-30",107.25,108.03,106.28,106.3,398600,100.65
"2010-08-31",105.71,106.87,105.09,105.79,665700,100.17
"2010-09-01",107.32,109.66,107.27,109.59,527300,103.77
"2010-09-02",109.23,111.04,108.85,110.84,583500,104.95
"2010-09-03",111.81,112,110.57,111.43,459800,105.51
"2010-09-07",110.61,111.31,110.2,110.36,395700,104.5
"2010-09-08",110.55,111.13,110.5,110.73,415700,104.85
"2010-09-09",112,113.29,111.29,113.05,683400,107.04
"2010-09-10",113.08,114.82,112.77,114.73,595100,108.63
"2010-09-13",115.51,116.8,113.27,116.56,1236400,110.37
"2010-09-14",114.86,116.85,114.59,116.36,866100,110.18
"2010-09-15",115.96,118.5,115.96,118.18,885100,111.9
"2010-09-16",116.86,117.91,116.26,116.75,685600,110.55
"2010-09-17",117.21,119.48,116.55,118.74,1018100,112.43
"2010-09-20",119.23,121.16,118.1,121.01,740200,114.58
"2010-09-21",120.75,121.11,119.46,119.74,651900,113.38
"2010-09-22",119.29,120.48,118.08,118.45,789000,112.16
"2010-09-23",117.28,119.41,116.93,117.74,431000,111.48
"2010-09-24",119.3,121.38,119.22,120.74,407600,114.32
"2010-09-27",120.46,120.73,119.24,119.35,360000,113.01
"2010-09-28",119.63,120.85,117.99,120.62,340100,114.21
