"","NEM.Open","NEM.High","NEM.Low","NEM.Close","NEM.Volume","NEM.Adjusted"
"2007-06-15",40.03,40.43,40.02,40.43,7331700,35.87
"2007-06-18",40.5,40.58,39.99,40.01,4031800,35.5
"2007-06-19",39.98,40.96,39.71,40.78,5895600,36.18
"2007-06-20",40.69,40.79,39.77,39.93,6164400,35.43
"2007-06-21",39.8,40.01,39.07,39.95,5598600,35.45
"2007-06-22",40.01,40.01,39.2,39.38,4506100,34.94
"2007-06-25",39.3,39.47,38.85,39.13,5620900,34.72
"2007-06-26",39.01,39.02,38.35,38.53,8360300,34.19
"2007-06-27",38.2,38.71,38.08,38.71,6359800,34.35
"2007-06-28",38.76,39.32,38.62,38.67,5499100,34.31
"2007-06-29",38.8,39.29,38.62,39.06,4699700,34.66
"2007-07-02",39.34,39.94,39.27,39.89,5689800,35.39
"2007-07-03",39.9,39.99,39.47,39.53,2958800,35.07
"2007-07-05",39.54,39.8,39.35,39.58,4568700,35.12
"2007-07-06",40.3,42.05,40.25,41.78,17836000,37.07
"2007-07-09",42.12,42.54,41.76,42,9135500,37.27
"2007-07-10",42.02,42.05,41.14,41.19,7998300,36.55
"2007-07-11",40.54,40.93,40.14,40.18,14224000,35.65
"2007-07-12",40.8,41.33,40.18,41.11,23190900,36.48
"2007-07-13",41.24,41.75,41.08,41.41,11088500,36.74
"2007-07-16",41.55,41.59,40.83,41.11,8366700,36.48
"2007-07-17",41.19,41.38,40.79,41.01,5462300,36.39
"2007-07-18",40.98,42.71,40.97,42.47,16396100,37.68
"2007-07-19",42.74,43.34,42.42,43.32,12270500,38.44
"2007-07-20",43.5,43.53,42.67,43,12811200,38.15
"2007-07-23",43.32,43.48,42.93,43.27,6891300,38.39
"2007-07-24",43.53,44.05,43.11,43.38,11884700,38.49
"2007-07-25",43,43.36,42.17,43.25,11536500,38.37
"2007-07-26",42.5,42.71,40.92,41.52,14849600,36.84
"2007-07-27",41.56,41.86,40.71,40.83,9633700,36.23
"2007-07-30",41.3,42.07,40.93,41.7,7067500,37
"2007-07-31",41.89,42.39,41.72,41.75,8191600,37.04
"2007-08-01",41.68,41.99,40.76,41.59,9426600,36.9
"2007-08-02",41.04,41.95,40.8,41.73,7403800,37.03
"2007-08-03",41.8,41.9,40.83,40.9,9572800,36.29
"2007-08-06",40.9,41,39.78,40.66,8781500,36.08
"2007-08-07",40.25,41.22,40.16,40.93,7332000,36.32
"2007-08-08",41.35,42.74,41.29,42.34,8630700,37.57
"2007-08-09",41.51,42.3,41.19,41.42,9195000,36.75
"2007-08-10",41.46,42.3,41.2,41.91,14316800,37.19
"2007-08-13",41.91,42.15,41.02,41.13,10417400,36.49
"2007-08-14",41,41.51,40.29,40.5,9457300,35.93
"2007-08-15",40.25,40.65,39.8,40.11,13610300,35.59
"2007-08-16",39.55,39.8,38.01,39.44,21461500,34.99
"2007-08-17",40.73,40.81,39.4,39.89,9937600,35.39
"2007-08-20",40,40.47,39.17,39.88,8472900,35.38
"2007-08-21",39.55,40.49,39.5,40.34,6824600,35.79
"2007-08-22",40.65,41.01,40.38,40.76,8470700,36.17
"2007-08-23",41.05,41.15,39.92,40.53,8039700,35.96
"2007-08-24",40.68,41.45,40.4,41.16,5543800,36.52
"2007-08-27",41,41.24,40.3,40.45,4649900,35.89
"2007-08-28",40.3,42.69,40.06,41.07,18178800,36.44
"2007-08-29",41.28,41.85,40.89,41.68,5852100,36.98
"2007-08-30",41.05,41.98,41.05,41.52,4452000,36.84
"2007-08-31",42.18,42.63,42,42.26,6519800,37.5
"2007-09-04",42.28,43.05,42.04,42.67,7221300,37.95
"2007-09-05",42.42,42.67,41.93,42.29,5725100,37.61
"2007-09-06",42.75,44.58,42.75,44.1,15567000,39.22
"2007-09-07",44.51,44.79,43.53,44.21,11838000,39.32
"2007-09-10",44.52,44.58,43.36,43.83,8081600,38.98
"2007-09-11",44,45.45,43.92,45.16,10305900,40.16
"2007-09-12",44.89,45.63,44.55,45.25,7228200,40.24
"2007-09-13",45,45.46,44.36,45.17,7443800,40.17
"2007-09-14",45.4,45.87,44.71,45.35,6809300,40.33
"2007-09-17",45.85,46.09,45.05,45.21,8764700,40.21
"2007-09-18",45.44,46.2,44.6,45.99,11183500,40.9
"2007-09-19",46.09,47.17,45.89,46.69,12133700,41.53
"2007-09-20",47.39,48.03,47.35,47.69,11854400,42.41
"2007-09-21",47.75,47.99,47,47.56,11183300,42.3
"2007-09-24",47.52,48.42,47.26,48.26,10278800,42.92
"2007-09-25",47.65,47.96,47.25,47.69,7288300,42.41
"2007-09-26",47.86,48.25,44,44.9,23678900,39.93
"2007-09-27",45.07,45.12,43.79,44.53,11418600,39.6
"2007-09-28",45.02,45.73,44.55,44.73,9417300,39.78
"2007-10-01",44.95,46.28,44.93,46.02,8553700,40.93
"2007-10-02",45.45,45.48,44.6,45.14,9176400,40.15
"2007-10-03",45.23,45.49,44.54,44.75,4369000,39.8
"2007-10-04",44.45,45.24,44.25,45.05,5762600,40.07
"2007-10-05",44.95,46.19,44.6,45.56,6873500,40.52
"2007-10-08",45.1,45.3,44.3,44.83,4833000,39.87
"2007-10-09",44.8,46.02,44.8,46.02,5501800,40.93
"2007-10-10",46.32,46.93,46.05,46.22,6694400,41.11
"2007-10-11",46.6,47.75,46.4,47.03,11351600,41.83
"2007-10-12",47.06,47.73,46.81,47.57,5722900,42.31
"2007-10-15",48.05,48.25,47.22,47.63,8241300,42.36
"2007-10-16",47.2,47.6,46.9,47.2,5602200,41.98
"2007-10-17",47.52,47.65,44.85,45.33,15649700,40.32
"2007-10-18",45.74,46.64,45.6,46.14,6460300,41.04
"2007-10-19",46.14,46.35,45.41,45.66,12462100,40.61
"2007-10-22",44.95,45.58,44.46,44.97,8277300,40
"2007-10-23",45.23,45.87,44.8,45.78,5674000,40.72
"2007-10-24",45.64,46.35,45.24,46.16,6072900,41.05
"2007-10-25",46.44,46.64,45.84,46.17,5823800,41.06
"2007-10-26",46.95,47.81,46.59,47.57,8209000,42.31
"2007-10-29",47.78,48.25,47.05,47.67,5924100,42.4
"2007-10-30",47.2,47.27,46.02,46.44,7083100,41.3
"2007-10-31",47.4,51,47.14,50.9,22510700,45.27
"2007-11-01",50.02,50.36,49.21,49.51,13048900,44.03
"2007-11-02",49.77,51.7,49.47,51.61,12374400,45.9
"2007-11-05",51.22,52.79,50.81,52.34,12457900,46.55
"2007-11-06",53.5,54.54,53.2,54.5,12412700,48.47
"2007-11-07",55.65,56.17,54.11,54.21,15609900,48.21
"2007-11-08",54.9,56.35,53.2,54.06,14106200,48.08
"2007-11-09",53.71,54.95,53.07,54.04,8684800,48.06
"2007-11-12",52.53,52.53,49.51,49.86,15254100,44.34
"2007-11-13",50.18,51.1,49.61,50.92,9211300,45.29
"2007-11-14",52.41,52.8,51.15,51.2,7223500,45.54
"2007-11-15",50.18,50.42,48.42,48.8,12416200,43.4
"2007-11-16",49.25,50.25,49.25,49.69,13031600,44.19
"2007-11-19",49.51,49.93,48.25,48.57,8387500,43.2
"2007-11-20",49.54,51.25,49.48,51.05,10178700,45.4
"2007-11-21",50.73,50.92,49.67,50.56,7631800,44.97
"2007-11-23",51.35,52.26,50.91,52.09,3430100,46.33
"2007-11-26",52.2,52.55,50.32,50.44,6407500,44.86
"2007-11-27",49.71,50.85,49.26,50.58,7435700,44.98
"2007-11-28",50.84,52.17,50.1,52.01,7470600,46.26
"2007-11-29",51.78,52.34,50.94,51.39,6916200,45.71
"2007-11-30",52.06,52.06,49.26,49.69,9769000,44.19
"2007-12-03",49.89,50.51,49.5,50,6661700,44.47
"2007-12-04",50.48,51.03,49.57,49.65,6531700,44.16
"2007-12-05",49.72,50.2,49.14,49.42,6356100,44.04
"2007-12-06",49.35,50.82,49.07,50.52,4690100,45.02
"2007-12-07",50.1,50.98,49.72,50.03,5820500,44.59
"2007-12-10",50.72,51.34,50.49,50.83,4608500,45.3
"2007-12-11",50.5,51.07,49.02,49.09,6916100,43.75
"2007-12-12",50,50.58,48.52,49.29,6185000,43.93
"2007-12-13",48.73,49.37,48.01,48.82,6542700,43.51
"2007-12-14",48.35,48.87,47.66,47.81,4638000,42.61
"2007-12-17",47.16,47.95,46.28,46.6,7956600,41.53
"2007-12-18",47.12,47.97,46.25,47.69,6198500,42.5
"2007-12-19",47.79,48.13,47.12,47.28,4157200,42.13
"2007-12-20",47.15,48.06,46.64,47.39,3616800,42.23
"2007-12-21",48.04,49,48.04,48.7,7856000,43.4
"2007-12-24",48.63,49.1,48.29,48.45,1650200,43.18
"2007-12-26",48.51,49.42,48.5,49.01,4157600,43.68
"2007-12-27",49.24,49.24,47.84,47.95,4341100,42.73
"2007-12-28",48.8,49.22,48.24,48.99,4228700,43.66
"2007-12-31",48.93,49.85,48.39,48.83,3462900,43.52
"2008-01-02",49.74,52.99,49.53,52.39,12021100,46.69
"2008-01-03",52.46,55.03,52.46,53.81,14370800,47.95
"2008-01-04",53.36,53.68,52.08,52.42,7886000,46.72
"2008-01-07",52.64,53.27,50.93,51.52,9584500,45.91
"2008-01-08",52.95,54.98,52.59,52.78,11777400,47.04
"2008-01-09",52.52,53.03,51.73,52.92,8824700,47.16
"2008-01-10",52.22,54.59,51.91,53.92,10733500,48.05
"2008-01-11",53.65,55.74,53.54,54.72,10441200,48.77
"2008-01-14",55.49,57.37,55.01,56.22,13881200,50.1
"2008-01-15",55.73,57.55,55.65,56.12,17988000,50.01
"2008-01-16",55.79,56.5,53.13,53.92,15728300,48.05
"2008-01-17",54.19,54.99,52.6,52.89,11727400,47.13
"2008-01-18",53.15,54.19,51.7,52.88,11619600,47.13
"2008-01-22",50.12,53.99,50.11,53.1,16072500,47.32
"2008-01-23",51.65,53.19,48.59,50.5,21049500,45
"2008-01-24",52.38,53.2,51.05,52.97,14637000,47.21
"2008-01-25",54.5,55.25,52.94,53.26,10477700,47.46
"2008-01-28",53.5,55.27,52.79,55.22,10840600,49.21
"2008-01-29",54.93,55.6,54.06,54.59,7227800,48.65
"2008-01-30",54.26,56.89,53.91,55.63,8349000,49.58
"2008-01-31",54.65,55.79,53.48,54.25,8907900,48.35
"2008-02-01",54.85,55.56,52.12,53.23,10265100,47.44
"2008-02-04",52.55,52.7,50.89,50.91,11236600,45.37
"2008-02-05",49.92,50.88,49.21,49.48,9311900,44.1
"2008-02-06",50.32,51.13,49.75,49.87,9892100,44.44
"2008-02-07",49.5,50.7,49.38,50.22,9144600,44.75
"2008-02-08",50.08,51.77,49.49,51.29,8604500,45.71
"2008-02-11",51.38,51.59,49.92,50.92,5813000,45.38
"2008-02-12",50.84,50.97,48.08,48.49,10864800,43.21
"2008-02-13",48.93,49.8,48.05,49.29,6249200,43.93
"2008-02-14",49.35,49.65,48.41,48.57,6680000,43.28
"2008-02-15",48.81,49.28,47.6,47.89,6269400,42.68
"2008-02-19",49.21,50.99,48.87,50.48,7601700,44.99
"2008-02-20",50.2,51.15,49.66,51.15,7457400,45.58
"2008-02-21",51.36,52,50.19,50.64,9998300,45.13
"2008-02-22",50.18,50.9,48.42,50.05,9692800,44.6
"2008-02-25",50.1,50.39,48.76,49.68,6686400,44.27
"2008-02-26",49.34,50.68,49.08,50.45,5768300,44.96
"2008-02-27",51,51.86,50.75,51.39,7645400,45.8
"2008-02-28",51.5,53.06,51.49,52.84,8133400,47.09
"2008-02-29",52.36,52.69,50.97,51.17,6565600,45.6
"2008-03-03",51.77,53,51.41,52.38,7452100,46.68
"2008-03-04",51.95,52.38,49.46,50.2,9131700,44.74
"2008-03-05",50.8,51.95,50.18,51.33,7261300,45.84
"2008-03-06",50.98,51.71,50.25,50.92,6593400,45.47
"2008-03-07",50.42,50.91,48.95,49.57,7929500,44.26
"2008-03-10",48.39,50.2,48.39,49.38,8654100,44.09
"2008-03-11",49.79,52.22,49.49,52.12,8473400,46.54
"2008-03-12",51.91,52.48,50.8,51.38,7353600,45.88
"2008-03-13",52.25,53.87,52.06,53.78,10011600,48.02
"2008-03-14",53.64,54.3,52.59,53.63,8780900,47.89
"2008-03-17",52.46,55.15,52.42,53.38,12909600,47.67
"2008-03-18",53.85,53.85,50.5,50.89,11650500,45.44
"2008-03-19",50.36,50.8,48.6,48.72,13109500,43.5
"2008-03-20",47.21,47.49,45.75,45.97,16927400,41.05
"2008-03-24",46.5,47.15,45.3,45.46,7367900,40.59
"2008-03-25",46.6,47.27,46.37,46.82,7268100,41.81
"2008-03-26",47.19,47.62,46.61,47.44,8454200,42.36
"2008-03-27",47.26,47.5,46.38,46.61,5390400,41.62
"2008-03-28",45.85,46.73,45.5,46.55,4479700,41.57
"2008-03-31",46.71,47.17,44.74,45.3,7320300,40.45
"2008-04-01",44.49,44.92,43.64,44.8,9342300,40
"2008-04-02",45.01,46.42,45.01,46.28,8753600,41.33
"2008-04-03",45.9,46.82,45.58,46.28,5620700,41.33
"2008-04-04",46.26,47.09,46.26,46.82,4858200,41.81
"2008-04-07",47.26,47.84,46.41,46.54,4330100,41.56
"2008-04-08",46.13,46.94,45.62,46.56,4115000,41.58
"2008-04-09",46.49,47.33,46.49,46.77,4089900,41.76
"2008-04-10",46.68,47.1,46.01,46.99,4786700,41.96
"2008-04-11",46.7,47.02,45.87,45.96,3260000,41.04
"2008-04-14",46.02,46.12,44.97,45.12,4950000,40.29
"2008-04-15",45.46,45.61,45.08,45.45,5717100,40.58
"2008-04-16",46.49,47.99,46.25,47.91,6969100,42.78
"2008-04-17",47.68,48.06,47.12,47.52,3912600,42.43
"2008-04-18",46.21,46.98,45.73,46.27,7575600,41.32
"2008-04-21",46.85,46.85,44.6,45.08,6886000,40.25
"2008-04-22",45.1,45.64,44.5,44.65,6509900,39.87
"2008-04-23",44.09,44.36,43.3,43.85,7884300,39.16
"2008-04-24",44.21,44.33,42.9,43,9897400,38.4
"2008-04-25",43.89,45.08,43.64,44.73,9855500,39.94
"2008-04-28",45.14,45.14,43.97,43.99,4654600,39.28
"2008-04-29",42.64,43.44,42.64,42.93,7352300,38.33
"2008-04-30",43.21,44.49,42.75,44.21,8067200,39.48
"2008-05-01",43.23,43.62,42.36,43.23,9326100,38.6
"2008-05-02",43.49,45,43.01,44.51,7299000,39.75
"2008-05-05",45.41,45.44,44.89,45.35,6457400,40.5
"2008-05-06",45.34,46.32,45.16,45.97,7879300,41.05
"2008-05-07",45.43,45.7,44.96,45.22,5026400,40.38
"2008-05-08",45.66,46.75,45.66,46.52,5416100,41.54
"2008-05-09",46.7,46.72,45.12,45.73,4730400,40.83
"2008-05-12",45.52,45.75,44.7,45.26,4592400,40.42
"2008-05-13",44.2,45.35,44.19,45.04,5343500,40.22
"2008-05-14",45.23,45.77,44.83,45.1,4986100,40.27
"2008-05-15",46,47,45.78,46.73,6559800,41.73
"2008-05-16",47.51,49.03,47.31,48.88,11267800,43.65
"2008-05-19",49.24,49.69,48.72,49.06,5832900,43.81
"2008-05-20",49.03,50.05,49.03,49.88,7948200,44.54
"2008-05-21",49.76,50.89,49.53,49.6,8212600,44.29
"2008-05-22",49.18,50.08,48.49,48.99,5718100,43.75
"2008-05-23",49.08,49.85,48.68,48.74,4328700,43.52
"2008-05-27",48.38,48.38,47.2,47.67,5566900,42.57
"2008-05-28",47,48.31,46.81,48.22,4726000,43.06
"2008-05-29",47.25,47.49,46.64,46.8,5508000,41.79
"2008-05-30",47.2,47.62,46.76,47.53,3953000,42.44
"2008-06-02",47.18,48.31,46.98,47.77,4644700,42.66
"2008-06-03",47.24,48.07,46.91,47,4643300,41.97
"2008-06-04",46.9,47.73,46.67,46.86,5978500,41.93
"2008-06-05",46.46,47.99,46.2,47.9,5823000,42.86
"2008-06-06",48.69,49.25,48.15,48.32,6929900,43.24
"2008-06-09",48.35,49.37,47.95,49.02,5442900,43.87
"2008-06-10",48.19,48.3,46.48,46.73,8066000,41.82
"2008-06-11",47,48,46.7,47.2,6291400,42.24
"2008-06-12",46.41,47,45.89,46.65,5450300,41.75
"2008-06-13",46.45,47.23,46.41,47.01,4645500,42.07
"2008-06-16",47.89,48.78,47.88,48.31,5369900,43.23
"2008-06-17",48.57,48.73,48.05,48.3,4538800,43.22
"2008-06-18",48.67,48.84,48.01,48.7,3240000,43.58
"2008-06-19",49.46,49.98,48.61,48.69,5319600,43.57
"2008-06-20",49.12,49.33,48.62,48.95,5818000,43.8
"2008-06-23",48.41,49.8,48.03,49.66,4138200,44.44
"2008-06-24",49.58,50.65,49.41,50.33,6881200,45.04
"2008-06-25",50.45,50.91,49.2,50.45,5934500,45.15
"2008-06-26",51.46,52.42,51.27,52.18,10505500,46.69
"2008-06-27",52.43,53.24,51.58,52.68,11229200,47.14
"2008-06-30",52.85,53.15,50.77,52.16,6936100,46.68
"2008-07-01",52.99,53.77,52.66,53.37,9160300,47.76
"2008-07-02",53.36,53.39,50.9,50.99,8839100,45.63
"2008-07-03",50.59,50.98,49.6,50.15,5309500,44.88
"2008-07-07",49.41,49.69,48.71,48.96,8720000,43.81
"2008-07-08",48.33,48.79,47.61,48.01,8487500,42.96
"2008-07-09",48.44,48.96,47.42,47.54,6836300,42.54
"2008-07-10",47.71,49.33,47.63,49.18,7129200,44.01
"2008-07-11",50.41,51.65,50.17,51.27,8582900,45.88
"2008-07-14",51.48,52.3,50.71,51.92,7072700,46.46
"2008-07-15",52.48,53.25,50.75,50.83,11059100,45.49
"2008-07-16",50.78,51.07,48.97,49.64,8735700,44.42
"2008-07-17",49.41,50.32,47.59,47.7,11016800,42.68
"2008-07-18",47.64,48.65,47.51,48.24,6620100,43.17
"2008-07-21",48.75,49.7,48.06,49.67,5796000,44.45
"2008-07-22",49.83,50.86,48.6,49.12,9563400,43.96
"2008-07-23",48.95,49.06,46.6,46.95,10183700,42.01
"2008-07-24",47.67,50.25,47.46,48.77,11612000,43.64
"2008-07-25",48.53,50.01,48.1,49.2,6990100,44.03
"2008-07-28",49.23,50.45,48.71,49.11,5438900,43.95
"2008-07-29",49.16,49.16,47.38,47.98,7270100,42.94
"2008-07-30",47.38,48.37,46.26,48.25,9491400,43.18
"2008-07-31",49.06,49.6,47.72,47.96,6758800,42.92
"2008-08-01",47.64,49.19,47.01,47.27,6696200,42.3
"2008-08-04",47.11,47.52,45.65,46.12,8317800,41.27
"2008-08-05",45.51,45.79,43.57,43.75,11091800,39.15
"2008-08-06",44.22,45.05,44.05,44.58,8705300,39.89
"2008-08-07",44.84,45.25,44.45,44.71,7251900,40.01
"2008-08-08",43.73,44.64,43.2,43.59,7055800,39.01
"2008-08-11",43.24,44,40.78,41.5,15379000,37.14
"2008-08-12",42.06,42.76,41.34,42.36,12155300,37.91
"2008-08-13",42.77,44.32,42.59,44.15,9256800,39.51
"2008-08-14",43.94,44.5,42.82,42.89,8120400,38.38
"2008-08-15",42.12,42.4,41.41,41.51,8826300,37.15
"2008-08-18",42.01,42.5,41.64,42.05,5812000,37.63
"2008-08-19",41.29,43.42,41.29,42.83,6982900,38.33
"2008-08-20",43,43.86,42.44,43.25,7469400,38.7
"2008-08-21",44.76,45.13,43.97,44.89,7549300,40.17
"2008-08-22",44.33,44.99,43.88,44.29,4482200,39.63
"2008-08-25",43.93,44.86,43.53,43.71,4102800,39.11
"2008-08-26",43.7,44.66,43.59,44.2,4358100,39.55
"2008-08-27",44.74,45.37,44.69,45.22,5073100,40.47
"2008-08-28",45.98,46.08,44.55,45.23,4258400,40.47
"2008-08-29",45.2,45.5,44.83,45.1,2976200,40.36
"2008-09-02",42.83,43.44,42.06,42.93,7550300,38.42
"2008-09-03",42.53,43.1,40.6,41.39,9116500,37.12
"2008-09-04",41.65,42,39.44,39.54,10604700,35.47
"2008-09-05",40.54,40.54,39,40.23,8943000,36.08
"2008-09-08",40.78,41.64,39.44,39.82,9684000,35.72
"2008-09-09",38.93,39.15,36.66,36.73,13312100,32.94
"2008-09-10",37.73,37.89,36.23,37.71,14625400,33.82
"2008-09-11",36.96,38,35.79,37.28,12797000,33.44
"2008-09-12",38.2,39.78,37.72,39.66,9682400,35.57
"2008-09-15",39.28,39.62,38.05,38.38,10846200,34.42
"2008-09-16",37.72,39.63,37.3,39.55,8196500,35.47
"2008-09-17",39.56,44.58,38.56,43.25,16090000,38.79
"2008-09-18",43.76,44.7,39.2,39.67,19629400,35.58
"2008-09-19",40.86,41.95,39.27,41.85,15394900,37.54
"2008-09-22",42.53,44.89,42.35,44.43,13594700,39.85
"2008-09-23",44.43,44.43,42.55,42.77,9820000,38.36
"2008-09-24",43.43,43.82,41.85,42.17,7991800,37.82
"2008-09-25",42.08,42.96,41.32,41.56,9105300,37.28
"2008-09-26",42.38,43.45,40.78,41,7495600,36.77
"2008-09-29",40.53,41.55,38.3,39.36,12966000,35.3
"2008-09-30",39.04,39.4,38.02,38.76,8837000,34.77
"2008-10-01",38.74,40,38.29,38.61,7826200,34.63
"2008-10-02",37.66,38.07,34.12,34.2,11848500,30.68
"2008-10-03",34.14,36.24,33.88,35.58,8177100,31.91
"2008-10-06",36.28,36.88,32.27,34.4,13103300,30.85
"2008-10-07",34.99,36.13,32.37,32.51,10667300,29.16
"2008-10-08",33.74,37.65,33,37.33,16291200,33.48
"2008-10-09",36.89,37.14,34,34,11016200,30.5
"2008-10-10",33.65,34.4,28.5,29.23,17387700,26.22
"2008-10-13",30.22,31.47,27.96,31.08,10272300,27.88
"2008-10-14",32.07,33.98,30.67,31.87,11275100,28.59
"2008-10-15",31.56,33.49,29.25,30.04,11529700,26.94
"2008-10-16",30.1,30.48,27.25,28.85,13070200,25.88
"2008-10-17",28.08,29.18,26.42,27.46,11396500,24.63
"2008-10-20",28.39,31.19,27.8,31.02,8480900,27.82
"2008-10-21",29.27,30.56,28.65,28.81,7914300,25.84
"2008-10-22",27.85,27.92,24.38,24.75,14621900,22.2
"2008-10-23",24.71,25.74,22.35,23.3,14459500,20.9
"2008-10-24",21.47,24.74,21.47,23.82,12542200,21.37
"2008-10-27",23.32,24.25,21.4,21.54,8685400,19.32
"2008-10-28",22.27,26.47,22.03,26.47,11334400,23.74
"2008-10-29",26.65,27.6,25.37,25.9,12470500,23.23
"2008-10-30",27.72,28.79,25.47,28.04,8407700,25.15
"2008-10-31",27.74,27.82,26,26.34,6624300,23.63
"2008-11-03",26.24,27.57,26.08,26.3,4910800,23.59
"2008-11-04",27.56,29.32,27.05,29.03,7675200,26.04
"2008-11-05",28.45,29.4,27.23,27.81,7206000,24.94
"2008-11-06",28.2,28.48,25.26,25.39,7794100,22.77
"2008-11-07",25.98,26.4,24.83,26.02,5973900,23.34
"2008-11-10",27.41,27.87,26.66,27.47,6097000,24.64
"2008-11-11",26.72,26.97,25.37,26.26,5818200,23.55
"2008-11-12",25.84,26.37,24.24,24.32,8394100,21.81
"2008-11-13",24.48,26.4,22.58,26.18,10061300,23.48
"2008-11-14",27,27.15,24.12,24.23,8945800,21.73
"2008-11-17",23.93,24.71,22.85,23.35,7305800,20.94
"2008-11-18",23.36,24.07,22.75,23.65,7169800,21.21
"2008-11-19",24.07,25.26,22.26,22.4,11461100,20.09
"2008-11-20",22.47,24.37,21.17,23,13894200,20.63
"2008-11-21",24.5,29.5,23.44,28.79,19539600,25.82
"2008-11-24",29.81,33.43,29.5,31.49,18678400,28.24
"2008-11-25",32.11,33.06,30.31,31.93,15252200,28.64
"2008-11-26",31.6,33.72,30.56,33.63,8567900,30.16
"2008-11-28",33.49,33.73,32.25,33.65,2971400,30.18
"2008-12-01",31.5,31.95,30.01,30.19,10346000,27.08
"2008-12-02",31.06,32.46,30.68,32.26,9373600,28.94
"2008-12-03",30.98,31.05,28.95,29.34,10328800,26.4
"2008-12-04",29.22,30.73,29,29.71,9711800,26.73
"2008-12-05",29,29.67,26.8,29.58,8367400,26.61
"2008-12-08",31.18,31.87,30.15,31.38,10280500,28.23
"2008-12-09",30.9,33.09,30.59,32.23,8887200,29
"2008-12-10",33.52,35.99,33.41,35.38,11330800,31.83
"2008-12-11",36.26,37.25,34.34,34.67,9582200,31.19
"2008-12-12",33.91,36.25,33.82,35.84,9351800,32.25
"2008-12-15",36.26,38.75,35.73,37.7,11112400,33.92
"2008-12-16",37.62,40.2,36.78,40.01,12659100,36
"2008-12-17",40.38,41.79,38.99,39.17,11994700,35.24
"2008-12-18",38.7,39.11,36.77,37.2,9862100,33.47
"2008-12-19",36.65,38.29,36.35,38.11,8362300,34.29
"2008-12-22",38.31,39.25,36,36.76,5472900,33.07
"2008-12-23",36.89,37.96,36.04,37.24,4969000,33.51
"2008-12-24",36.86,37.8,36.24,37.3,1653300,33.56
"2008-12-26",37.49,39.2,36.79,38.85,2745600,34.95
"2008-12-29",39.77,41.13,39.23,40.7,6997800,36.62
"2008-12-30",40.05,40.49,39.5,40.02,5503600,36.01
"2008-12-31",39.11,41.01,39.1,40.7,5107200,36.62
"2009-01-02",40.13,41.85,40.11,40.33,6849800,36.29
"2009-01-05",38.68,39.6,38.13,38.82,8893400,34.93
"2009-01-06",38.54,40.08,38.25,39.55,8450800,35.58
"2009-01-07",39.27,39.27,34.75,35.11,11585100,31.59
"2009-01-08",36.29,37.8,35.66,37.75,8315100,33.97
"2009-01-09",37.14,38.57,36.61,37.04,8376900,33.33
"2009-01-12",35.88,36.71,35.52,35.91,9418900,32.31
"2009-01-13",35.65,36.8,35.06,36,8505000,32.39
"2009-01-14",35.52,36.9,34.81,35.51,7684600,31.95
"2009-01-15",35.61,37.41,34.4,37.12,8689000,33.4
"2009-01-16",38.17,38.8,36.05,37.83,8958700,34.04
"2009-01-20",38.49,41.3,38.22,39.33,12046700,35.39
"2009-01-21",39.13,40.61,37.95,40.43,9155500,36.38
"2009-01-22",40.16,41.7,39.3,40.9,10029600,36.8
"2009-01-23",41.75,44.7,41.4,44.44,12488800,39.98
"2009-01-26",45.22,45.45,43.21,43.37,10331400,39.02
"2009-01-27",42.97,43.5,41.64,41.71,8976900,37.53
"2009-01-28",39.97,40.4,38.33,38.61,17251400,34.74
"2009-01-29",37.45,39.65,37.02,39.44,42421100,35.49
"2009-01-30",40.02,40.5,38.8,39.78,13754400,35.79
"2009-02-02",38.99,40.15,38.55,39.37,9929600,35.42
"2009-02-03",39.8,39.95,38.16,38.87,9041100,34.97
"2009-02-04",39.93,40.88,39.27,39.99,8699900,35.98
"2009-02-05",41.24,41.33,40.22,40.91,11709000,36.81
"2009-02-06",40.13,41.75,40,41.53,7906200,37.37
"2009-02-09",40.45,41.43,39.87,40.36,7480500,36.31
"2009-02-10",41.1,41.59,38.92,39.35,9516700,35.4
"2009-02-11",39.9,42.83,39.65,42.35,13779000,38.1
"2009-02-12",42.11,42.83,41.53,42.75,9440700,38.46
"2009-02-13",42.18,42.68,41.26,41.58,5878700,37.41
"2009-02-17",43.09,43.37,42.15,42.66,13821600,38.38
"2009-02-18",42.49,43.08,41.28,42.76,9768100,38.47
"2009-02-19",42.52,43.25,40.64,40.79,11526400,36.7
"2009-02-20",42.18,45,41.7,43.73,14999000,39.35
"2009-02-23",42.77,44.05,42.33,42.39,8877200,38.14
"2009-02-24",42.28,42.49,39.66,40.23,13231100,36.2
"2009-02-25",40.08,42.65,39.87,40.07,15909900,36.05
"2009-02-26",39.41,41.2,39.03,40.68,9559600,36.6
"2009-02-27",41.44,42.41,40.64,41.63,15800200,37.46
"2009-03-02",41.42,41.7,37.62,37.88,14153100,34.08
"2009-03-03",38.35,39.27,37.16,38.7,11068200,34.82
"2009-03-04",39.13,39.73,37.96,38.79,9892900,34.99
"2009-03-05",39.08,40.44,38.74,40.44,10327200,36.48
"2009-03-06",40.78,41.08,38.03,38.9,12474000,35.09
"2009-03-09",38.63,39.15,37.14,37.79,8476300,34.09
"2009-03-10",37.25,37.81,34.4,35.03,12980300,31.6
"2009-03-11",35.33,37.18,34.42,36.66,9546000,33.07
"2009-03-12",37.11,37.8,36.72,37.56,7229600,33.88
