"","AMP.Open","AMP.High","AMP.Low","AMP.Close","AMP.Volume","AMP.Adjusted"
"2013-12-24",112.43,113.07,112.2,112.88,378700,112.33
"2013-12-26",113.15,114.15,112.79,113.81,412400,113.26
"2013-12-27",113.91,114.27,113.44,113.94,465000,113.39
"2013-12-30",113.86,114.33,113.39,113.59,492600,113.04
"2013-12-31",113.74,115.36,113.74,115.05,686500,114.49
"2014-01-02",114.58,114.81,113.42,113.88,783800,113.33
"2014-01-03",113.86,114.84,113.41,113.9,980000,113.35
"2014-01-06",114.55,115.72,112.77,113.6,2009300,113.05
"2014-01-07",113.82,115.11,113.63,114.57,1571500,114.01
"2014-01-08",115.04,116.73,114.75,115.8,1944300,115.24
"2014-01-09",116.24,116.82,115.15,115.51,1924500,114.95
"2014-01-10",115.71,115.84,114.37,115.06,1154200,114.5
"2014-01-13",114.93,115.33,112.89,113.18,1202700,112.63
"2014-01-14",113.62,114.29,113.12,114.21,1392400,113.66
"2014-01-15",114.39,114.66,113.7,114.36,1238500,113.81
"2014-01-16",114.29,114.36,113.57,113.66,991700,113.11
"2014-01-17",113.48,114.26,113,113.37,1154900,112.82
"2014-01-21",113.92,114.62,113.19,114.14,1240300,113.59
"2014-01-22",114.51,114.95,113.75,114.77,1008500,114.21
"2014-01-23",114.11,114.12,111.03,111.24,1613000,110.7
"2014-01-24",110.18,110.9,106.7,106.79,1529500,106.27
"2014-01-27",106.89,107.38,104.19,104.92,2066700,104.41
"2014-01-28",105.68,106.72,105.27,106.54,1721600,106.02
"2014-01-29",104.98,106.13,104.83,105.02,1055400,104.51
"2014-01-30",105.93,107.02,105.81,106.43,805100,105.91
"2014-01-31",104.45,106.76,104.01,105.64,1628900,105.13
"2014-02-03",105.65,105.97,101.29,101.47,1872100,100.98
"2014-02-04",101.81,103.68,101.64,103.54,1323000,103.04
"2014-02-05",106.32,108.8,103.07,103.43,2292800,102.93
"2014-02-06",103.72,105.73,103.48,105.64,1292500,105.13
"2014-02-07",106.13,107.71,105.4,107.61,1879200,107.09
"2014-02-10",107.36,107.58,105.36,105.9,1555300,105.39
"2014-02-11",105.59,107.28,105.36,107.21,1380000,106.69
"2014-02-12",106.99,107.63,106.56,106.98,961500,106.98
"2014-02-13",106.15,107.53,105.77,107.33,955400,107.33
"2014-02-14",107.22,107.75,106.58,107.09,866400,107.09
"2014-02-18",107.94,108.77,107.5,107.99,987300,107.99
"2014-02-19",107.82,109.3,106.49,106.66,1074700,106.66
"2014-02-20",106.72,107.07,105.49,106.2,1209700,106.2
"2014-02-21",106.81,107.7,106.43,106.81,826000,106.81
"2014-02-24",106.5,109.23,106.36,108.28,1090400,108.28
"2014-02-25",107.82,108.2,106.98,107.37,928700,107.37
"2014-02-26",107.64,107.98,106.44,106.62,1073900,106.62
"2014-02-27",106.57,108.75,106.25,108.63,1131600,108.63
"2014-02-28",108.4,110.09,108.1,108.99,1182200,108.99
"2014-03-03",107.22,108.23,106.85,107.75,974600,107.75
"2014-03-04",109.41,110.63,109.15,110.28,1313900,110.28
"2014-03-05",110.19,110.66,109.55,109.85,1082400,109.85
"2014-03-06",110.37,111.51,110.17,110.84,1097500,110.84
"2014-03-07",111.31,113.29,111.31,112.65,1383600,112.65
"2014-03-10",112.37,112.73,111.48,112.05,815000,112.05
"2014-03-11",112.17,112.6,110.64,110.92,880000,110.92
"2014-03-12",109.87,110.92,109.5,110.9,1076000,110.9
"2014-03-13",111.63,111.95,108.94,109.16,1178800,109.16
"2014-03-14",108.97,109.7,108.08,108.25,1031800,108.25
"2014-03-17",109.28,109.79,108.78,108.96,1197900,108.96
