"","SRCL.Open","SRCL.High","SRCL.Low","SRCL.Close","SRCL.Volume","SRCL.Adjusted"
"2012-05-15",81.22,82.18,81.16,81.78,548600,81.78
"2012-05-16",82.19,83.36,82.07,83.07,430800,83.07
"2012-05-17",83.14,83.46,82.25,82.4,470000,82.4
"2012-05-18",82.82,82.83,81.18,81.37,473700,81.37
"2012-05-21",81.5,83.08,81.3,82.82,383100,82.82
"2012-05-22",83.3,84.7,83.01,83.95,352300,83.95
"2012-05-23",83.46,85.96,83.26,85.76,719000,85.76
"2012-05-24",85.89,86.81,85.26,86.8,668800,86.8
"2012-05-25",86.72,87.24,86.03,86.31,598000,86.31
"2012-05-29",86.89,87.45,86.33,87.01,495400,87.01
"2012-05-30",86.62,87.19,85.85,86.93,517700,86.93
"2012-05-31",86.77,87.59,86.23,87.26,888900,87.26
"2012-06-01",86.15,86.82,85.37,85.76,585100,85.76
"2012-06-04",85.72,86.13,85.29,85.84,333800,85.84
"2012-06-05",85.54,86.16,85.21,85.83,391400,85.83
"2012-06-06",86.21,87.04,86.13,86.72,406400,86.72
"2012-06-07",87,87.1,85.32,86.04,758800,86.04
"2012-06-08",85.61,87.54,85.61,87.54,385300,87.54
"2012-06-11",87.89,88.62,87.16,87.71,642400,87.71
"2012-06-12",87.74,88.04,86.95,88.04,308100,88.04
"2012-06-13",88.09,88.15,87.13,87.56,358200,87.56
"2012-06-14",87.76,88.52,87.45,88.02,477900,88.02
"2012-06-15",88.07,88.63,87.32,87.77,618900,87.77
"2012-06-18",87.5,89.21,87.31,89.18,432000,89.18
"2012-06-19",89.76,91.89,89.46,90.75,969800,90.75
"2012-06-20",91.12,91.3,90.05,90.36,507600,90.36
"2012-06-21",90.45,90.58,88.65,88.68,553400,88.68
"2012-06-22",88.65,88.95,87.63,88.47,626300,88.47
"2012-06-25",87.93,88.71,87.67,88.4,348800,88.4
"2012-06-26",88.41,89.39,88.27,88.76,396300,88.76
"2012-06-27",89.37,90.4,89.37,89.78,400200,89.78
"2012-06-28",89.45,90.09,88.73,89.55,275800,89.55
"2012-06-29",90.86,91.69,90.67,91.67,457100,91.67
"2012-07-02",91.7,92.96,91.53,92.56,492900,92.56
"2012-07-03",92.26,93,92.13,92.93,174600,92.93
"2012-07-05",92.4,93.01,92.4,92.82,333800,92.82
"2012-07-06",92.5,93.17,91.87,92.47,253500,92.47
"2012-07-09",92.53,92.72,92.02,92.51,259100,92.51
"2012-07-10",92.65,93.59,92.3,93.42,572300,93.42
"2012-07-11",93,93.41,91.53,92.38,473300,92.38
"2012-07-12",92.04,92.81,91.44,92.53,580800,92.53
"2012-07-13",92.51,93.3,92.27,92.82,353000,92.82
"2012-07-16",92.33,93.75,92.33,93.02,363800,93.02
"2012-07-17",93.08,93.76,92.29,93.32,449000,93.32
"2012-07-18",93.15,93.52,92.77,93.16,473200,93.16
"2012-07-19",93.24,94.21,92.61,94.17,450900,94.17
"2012-07-20",94.22,94.56,93.16,93.34,677900,93.34
"2012-07-23",92.47,92.85,91.8,92.63,322900,92.63
"2012-07-24",92.9,92.94,90.97,91.38,339900,91.38
"2012-07-25",92.13,92.68,91.23,91.72,385900,91.72
"2012-07-26",92.17,92.79,88.07,92.22,1040700,92.22
"2012-07-27",92.9,94.64,92.16,94.52,781300,94.52
"2012-07-30",94.23,94.52,93.57,93.99,465800,93.99
"2012-07-31",93.45,93.98,91.79,92.85,593800,92.85
"2012-08-01",93.04,93.29,91.4,91.85,522400,91.85
"2012-08-02",91.56,91.96,90.37,90.4,449600,90.4
"2012-08-03",91.53,92.28,91.16,91.84,303200,91.84
"2012-08-06",92.34,92.43,91.17,91.42,258200,91.42
"2012-08-07",91.91,91.91,90.21,90.35,513000,90.35
"2012-08-08",90.43,90.58,89.21,89.67,441100,89.67
"2012-08-09",90.18,90.18,88.79,89.06,549300,89.06
"2012-08-10",88.95,90.06,88.67,89.82,425400,89.82
"2012-08-13",89.41,89.84,88.96,89.77,407600,89.77
"2012-08-14",89.81,90.25,89.54,90,242900,90
"2012-08-15",89.64,90.41,89.64,90.13,224200,90.13
"2012-08-16",90.24,91.68,90.17,91.51,457600,91.51
"2012-08-17",91.75,92,90.74,91.47,363800,91.47
"2012-08-20",91.46,91.48,90.2,90.56,204300,90.56
"2012-08-21",90.45,91.15,90.08,90.23,278500,90.23
"2012-08-22",90.44,90.64,90,90.29,265500,90.29
"2012-08-23",90.28,90.36,90.01,90.24,204200,90.24
"2012-08-24",90.41,91.46,90.21,91.26,264200,91.26
"2012-08-27",91.03,91.54,90.94,91.1,336100,91.1
"2012-08-28",90.78,91.52,90.66,91.3,190600,91.3
"2012-08-29",91.49,92.47,91.21,92.42,309000,92.42
"2012-08-30",91.65,92.9,91.04,91.55,241400,91.55
"2012-08-31",91.8,92.28,90.94,91.52,192700,91.52
"2012-09-04",91.26,91.7,90.23,91.51,249500,91.51
"2012-09-05",91.57,92.1,90.93,91.97,208500,91.97
"2012-09-06",92.49,93.88,92.49,93.4,354300,93.4
"2012-09-07",93.9,94.06,93.25,93.6,347200,93.6
"2012-09-10",93.33,93.53,93.01,93.03,291700,93.03
"2012-09-11",92.87,93.28,92.61,93.19,404600,93.19
"2012-09-12",93.5,93.86,92.93,93.28,354400,93.28
"2012-09-13",93.13,93.6,92.29,93.32,265500,93.32
"2012-09-14",93.02,93.74,92.54,93.17,346500,93.17
"2012-09-17",93.86,94.06,93.19,93.9,358000,93.9
"2012-09-18",94.46,94.52,93.71,94.43,349000,94.43
"2012-09-19",94.71,94.71,93.27,93.66,252500,93.66
"2012-09-20",93.57,93.58,91.25,91.43,445700,91.43
"2012-09-21",91.53,91.97,90.99,91.6,815100,91.6
"2012-09-24",91.5,92.34,91.26,92,309300,92
"2012-09-25",92.21,92.34,91.4,91.44,424700,91.44
"2012-09-26",91.75,91.75,89.92,90.05,461000,90.05
"2012-09-27",90.09,90.53,89.75,90,407000,90
"2012-09-28",89.97,90.58,89.7,90.48,472800,90.48
"2012-10-01",90.74,91.49,90.08,90.64,345700,90.64
"2012-10-02",90.68,91.26,90.25,91.03,255800,91.03
"2012-10-03",91.2,91.39,90.46,91.06,257500,91.06
"2012-10-04",91.14,92.29,90.56,92.03,259000,92.03
"2012-10-05",92.28,93.23,91.76,91.76,377400,91.76
"2012-10-08",91.43,91.67,90.93,91.17,214200,91.17
"2012-10-09",90.79,91.33,89.65,89.65,474000,89.65
"2012-10-10",89.78,90.23,89.78,89.96,643300,89.96
"2012-10-11",90.78,90.78,90.13,90.24,487700,90.24
"2012-10-12",90.38,91.36,89.96,89.99,227500,89.99
"2012-10-15",90,91.37,89.67,91.28,375800,91.28
"2012-10-16",90.99,92.1,90.65,92.07,216900,92.07
"2012-10-17",91.99,93.4,91.94,93.14,211900,93.14
"2012-10-18",93.18,93.94,92.84,93.61,263000,93.61
"2012-10-19",93.63,93.64,91.58,91.87,358600,91.87
"2012-10-22",90.62,92.28,90.62,92.16,142800,92.16
"2012-10-23",91.55,92.52,90.79,92.2,220600,92.2
"2012-10-24",92.18,92.25,88.76,89.06,1412500,89.06
"2012-10-25",89.94,95.44,89.44,95.21,1770900,95.21
"2012-10-26",95.2,95.28,94.48,94.57,785600,94.57
"2012-10-31",94.65,94.9,93.66,94.76,716000,94.76
"2012-11-01",95,96,94.35,95.76,733400,95.76
"2012-11-02",95.98,95.99,94.77,94.77,376500,94.77
"2012-11-05",94.25,95.02,93.68,94.52,289400,94.52
"2012-11-06",95.08,95.41,94.67,94.81,375500,94.81
"2012-11-07",91.54,94.13,91.54,93.7,518400,93.7
"2012-11-08",93.35,93.65,91.97,91.97,561800,91.97
"2012-11-09",92.05,93.42,91.8,92.41,360800,92.41
"2012-11-12",92.5,92.74,91.82,92.38,143000,92.38
"2012-11-13",92.02,93.15,92.02,92.33,217500,92.33
"2012-11-14",92.18,92.32,90.29,90.49,260300,90.49
"2012-11-15",90.67,90.67,89.89,90.37,621800,90.37
"2012-11-16",90.12,91.09,89.77,90.07,1117900,90.07
"2012-11-19",91.07,91.3,89.84,89.9,644200,89.9
"2012-11-20",90.06,90.54,89.9,90.54,339900,90.54
"2012-11-21",90.47,91.7,90.38,91.69,372700,91.69
"2012-11-23",91.66,92.32,91.42,92.16,205800,92.16
"2012-11-26",91.68,93.34,91.64,92.45,278900,92.45
"2012-11-27",92.38,93.63,91.78,93.41,5e+05,93.41
"2012-11-28",93.06,93.42,92.42,92.93,584200,92.93
"2012-11-29",93.37,93.9,93.02,93.79,524300,93.79
"2012-11-30",94.16,94.37,93.28,93.47,933000,93.47
"2012-12-03",93.86,94.19,92.68,93.23,490500,93.23
"2012-12-04",93.51,93.93,92.82,93.42,470200,93.42
"2012-12-05",93.34,94.29,93.26,93.96,490100,93.96
"2012-12-06",94.1,94.48,93.52,94.36,690400,94.36
"2012-12-07",94.66,94.94,93.75,94.26,459300,94.26
"2012-12-10",94.14,95.33,94.05,94.9,634600,94.9
"2012-12-11",94.74,95.19,94.27,94.59,528400,94.59
"2012-12-12",95,95,93.78,93.87,311600,93.87
"2012-12-13",93.68,94.06,93.04,93.3,407000,93.3
"2012-12-14",93.42,93.51,92.92,93.26,347200,93.26
"2012-12-17",93.62,93.88,93.15,93.65,387100,93.65
"2012-12-18",93.96,94.48,93.37,94.03,514100,94.03
"2012-12-19",94.19,94.57,92.11,92.47,631300,92.47
"2012-12-20",92.67,93.01,91.99,92.69,394900,92.69
"2012-12-21",91.56,92.22,90.82,91.66,911300,91.66
"2012-12-24",91.52,92.07,91.14,91.92,119800,91.92
"2012-12-26",91.87,92.19,91.32,91.47,197100,91.47
"2012-12-27",91.71,92.39,91.29,92.19,293200,92.19
"2012-12-28",91.56,92.56,91.46,91.9,271600,91.9
"2012-12-31",91.71,93.28,91.25,93.28,368500,93.28
"2013-01-02",94.39,95.22,93.26,94.07,444200,94.07
"2013-01-03",93.75,95.42,93.75,95.03,336900,95.03
"2013-01-04",95.41,95.66,94.77,95.24,269600,95.24
"2013-01-07",94.62,96.2,94.41,95.82,361800,95.82
"2013-01-08",95.34,96.17,95.01,95.44,314500,95.44
"2013-01-09",95.8,96.08,94.94,95.4,581300,95.4
"2013-01-10",95.72,95.85,94.83,95.24,335300,95.24
"2013-01-11",95.2,95.57,94.46,94.85,192900,94.85
"2013-01-14",95.04,95.12,94.41,94.46,226700,94.46
"2013-01-15",94.5,94.57,93.35,94.2,347200,94.2
"2013-01-16",94.23,94.45,93.61,93.91,323200,93.91
"2013-01-17",94.07,94.94,93.78,94.15,301500,94.15
"2013-01-18",94.49,95.23,94.16,95,438900,95
"2013-01-22",94.75,95.26,93.19,94.69,441000,94.69
"2013-01-23",95.03,95.66,94.88,94.91,513900,94.91
"2013-01-24",95.39,95.65,94.54,94.55,428900,94.55
"2013-01-25",94.98,95.18,93.87,94.5,322000,94.5
"2013-01-28",94.64,96.07,94.21,94.3,393200,94.3
"2013-01-29",94.21,95.35,94.1,94.88,235100,94.88
"2013-01-30",94.61,95.26,94.52,94.76,218600,94.76
"2013-01-31",94.51,94.96,93.74,94.35,356200,94.35
"2013-02-01",94.74,95.47,94.31,95.19,392400,95.19
"2013-02-04",95.09,95.16,94.03,94.21,399000,94.21
"2013-02-05",94.84,95.6,94.18,95.25,344000,95.25
"2013-02-06",94.86,95.93,94.05,95.12,374100,95.12
"2013-02-07",95.66,99.06,95.66,98.19,2005100,98.19
"2013-02-08",98.51,98.75,96.74,96.8,831700,96.8
"2013-02-11",96.76,96.87,96.17,96.25,694900,96.25
"2013-02-12",96.19,96.55,96.15,96.34,446200,96.34
"2013-02-13",96.69,97,96.12,96.13,339100,96.13
"2013-02-14",95.85,96.85,95.85,96.44,586300,96.44
"2013-02-15",96.58,97.62,96.23,97.12,1444900,97.12
"2013-02-19",96.87,97.36,96.65,96.7,504500,96.7
"2013-02-20",96.7,97.17,95.86,95.87,538400,95.87
"2013-02-21",95.93,96.38,95.42,95.65,602500,95.65
"2013-02-22",95.81,96.55,95.68,96.09,480200,96.09
"2013-02-25",96.74,97.11,94.98,94.99,391100,94.99
"2013-02-26",94.99,95.63,94.91,95.03,560800,95.03
"2013-02-27",95.48,96.42,95.36,96,726300,96
"2013-02-28",94.5,96.53,94.5,95.92,844200,95.92
"2013-03-01",95.73,96.14,95.32,95.54,641200,95.54
"2013-03-04",95.51,97.68,95.37,97.67,1129100,97.67
"2013-03-05",97.83,98.84,97.8,98.17,547200,98.17
"2013-03-06",98.17,98.48,97.35,97.7,304200,97.7
"2013-03-07",97.69,97.85,96.8,97.36,271500,97.36
"2013-03-08",97.76,98.68,97.5,98.49,247400,98.49
"2013-03-11",98.61,99.15,97.95,99.13,390300,99.13
"2013-03-12",98.83,99.2,98.18,98.65,336900,98.65
"2013-03-13",100.1,100.94,99.39,100.63,507400,100.63
"2013-03-14",101,101.74,100.79,101.2,543600,101.2
"2013-03-15",101.38,102.21,100.68,102.04,911200,102.04
"2013-03-18",101.42,101.72,100.86,101.1,441000,101.1
"2013-03-19",101,102.06,100.96,101.54,377600,101.54
"2013-03-20",102.08,102.8,101.74,102.4,307700,102.4
"2013-03-21",101.85,102.46,101.54,102.25,376100,102.25
"2013-03-22",102.67,104.75,102.39,104.24,511900,104.24
"2013-03-25",104.85,104.85,102.51,103.74,540700,103.74
"2013-03-26",104.17,104.82,103.68,104.63,256800,104.63
"2013-03-27",104.3,104.98,103.3,104.75,406100,104.75
"2013-03-28",104.55,106.28,104.25,106.18,572400,106.18
"2013-04-01",106.7,106.7,104.24,104.76,321800,104.76
"2013-04-02",105.08,106.18,104.91,105.33,236600,105.33
"2013-04-03",105.63,105.64,104.29,104.95,387700,104.95
"2013-04-04",105.12,105.46,104.59,105.16,261200,105.16
"2013-04-05",103.8,104.53,103.73,104.13,334700,104.13
"2013-04-08",104.57,105.19,103.51,105.12,300100,105.12
"2013-04-09",105.61,105.95,104.48,105.48,328700,105.48
"2013-04-10",105.32,108.03,105.12,107.4,463000,107.4
"2013-04-11",107.36,108.66,106.63,108.54,446900,108.54
"2013-04-12",108.87,109.51,107.7,109.2,383600,109.2
"2013-04-15",108.96,109.47,106.09,106.84,660700,106.84
"2013-04-16",107.26,109.63,106.9,109.21,516400,109.21
"2013-04-17",108.21,108.96,106.08,106.87,508400,106.87
"2013-04-18",106.7,107.97,105.97,106.88,308700,106.88
"2013-04-19",106.36,108.61,106.36,107.67,336900,107.67
"2013-04-22",107.95,108.49,107.08,107.97,303800,107.97
"2013-04-23",108.01,108.96,107.7,108.54,240600,108.54
"2013-04-24",109.28,110.3,107.94,109.01,559500,109.01
"2013-04-25",109.15,110,107.01,108.06,735100,108.06
"2013-04-26",108.46,108.66,107.75,108.58,369900,108.58
"2013-04-29",108.57,108.62,107.8,108.41,301600,108.41
"2013-04-30",108,108.4,107.63,108.32,642200,108.32
"2013-05-01",107.96,109,107.68,107.76,432200,107.76
"2013-05-02",107.94,108.3,107.15,108,341700,108
"2013-05-03",108.84,109.45,107.98,109.03,419500,109.03
"2013-05-06",108.78,109.35,108,109.21,350900,109.21
"2013-05-07",109.1,110.97,109.02,110.89,381300,110.89
"2013-05-08",111,111.5,110.28,110.8,279700,110.8
"2013-05-09",110.77,111.18,109.85,110.39,222400,110.39
"2013-05-10",110.64,110.99,110.23,110.65,202300,110.65
"2013-05-13",110.3,110.41,109.72,110,286500,110
"2013-05-14",110.19,111.01,109.59,110.76,274200,110.76
"2013-05-15",110.43,112.22,110.08,112.04,167100,112.04
"2013-05-16",111.48,111.97,111.02,111.2,255300,111.2
"2013-05-17",111.44,113.11,111.43,113.01,430300,113.01
"2013-05-20",112.57,112.74,111.17,111.41,304000,111.41
"2013-05-21",111.35,112.31,111.17,111.89,320300,111.89
"2013-05-22",111.82,112.5,110.29,110.92,461900,110.92
"2013-05-23",110.57,111.68,110.39,111.28,352100,111.28
"2013-05-24",110.9,111.49,110.27,111.49,231800,111.49
"2013-05-28",112.25,112.89,110.82,111.08,490200,111.08
"2013-05-29",110.59,110.71,108.62,108.66,584600,108.66
"2013-05-30",108.32,110.39,107.29,109.65,550200,109.65
"2013-05-31",109.06,111,108.55,109.76,950200,109.76
"2013-06-03",110.21,110.39,108.93,110.27,316300,110.27
"2013-06-04",109.88,110.19,107.48,108.02,596700,108.02
"2013-06-05",107.41,108.91,106.72,107.2,303100,107.2
"2013-06-06",107.36,107.65,106.57,107.57,440500,107.57
"2013-06-07",108.23,108.71,106.11,108.45,362600,108.45
"2013-06-10",109.2,109.61,108.44,108.47,339100,108.47
"2013-06-11",107.46,108.14,106.27,106.45,437900,106.45
"2013-06-12",106.66,107.26,105.67,105.81,329100,105.81
"2013-06-13",105.63,106.96,105.5,106.87,416300,106.87
"2013-06-14",106.81,107.04,106.41,106.41,232800,106.41
"2013-06-17",107.22,109.99,106.87,109.33,1030900,109.33
"2013-06-18",109.68,111.09,109.54,110.88,560100,110.88
"2013-06-19",110.9,110.95,108.5,108.59,262700,108.59
"2013-06-20",107.51,108.13,106.36,106.68,299500,106.68
"2013-06-21",107.29,108.17,106.66,107.51,714500,107.51
"2013-06-24",106.75,108.01,106.5,107.48,305400,107.48
"2013-06-25",108.56,109.12,107.83,108.56,413400,108.56
"2013-06-26",109.22,110.05,108.69,109.89,229100,109.89
"2013-06-27",110.33,111.58,110.33,110.99,297400,110.99
"2013-06-28",110,111.54,109.55,110.43,504600,110.43
"2013-07-01",110.72,112.17,110.22,111.45,263000,111.45
"2013-07-02",110.93,112.06,110.61,110.87,259800,110.87
"2013-07-03",110.31,111.77,109.94,111.07,133600,111.07
"2013-07-05",112.27,112.5,110.35,112.43,183600,112.43
"2013-07-08",113.13,114.06,112.82,113.98,344300,113.98
"2013-07-09",114.18,115.51,113.99,114.1,413400,114.1
"2013-07-10",114.05,115.39,113.83,115.31,281300,115.31
"2013-07-11",115.91,116.72,115.01,116.59,316900,116.59
"2013-07-12",116.71,117.32,115.96,117.31,357300,117.31
"2013-07-15",117.27,117.86,116.05,116.44,265100,116.44
"2013-07-16",117.01,117.02,115.04,115.91,297700,115.91
"2013-07-17",116.64,116.98,115.72,115.96,214900,115.96
"2013-07-18",116.04,117.91,116.02,117.41,3e+05,117.41
"2013-07-19",117.74,118.12,116.92,117.93,411000,117.93
"2013-07-22",119.4,119.59,118.16,118.71,260400,118.71
"2013-07-23",118.93,119.27,117.52,118.72,220900,118.72
"2013-07-24",118.56,118.92,116.82,117.37,434100,117.37
"2013-07-25",117.25,118.11,116,116.91,395800,116.91
"2013-07-26",116.81,116.81,115.98,116.77,300700,116.77
"2013-07-29",116.65,116.65,115.43,115.49,389500,115.49
"2013-07-30",116.25,116.25,115.5,116.1,335800,116.1
"2013-07-31",116.25,116.52,115.8,115.94,330300,115.94
"2013-08-01",116.63,116.95,115.95,116.71,518900,116.71
"2013-08-02",116.34,117.24,116.23,117.19,297500,117.19
"2013-08-05",116.99,117.72,116.29,117.38,220600,117.38
"2013-08-06",116.96,117.66,116.47,116.96,235500,116.96
"2013-08-07",116.91,116.91,115.93,116.47,167800,116.47
"2013-08-08",117.3,117.98,116.44,117.69,187300,117.69
"2013-08-09",117.34,117.73,116.29,117,192800,117
"2013-08-12",116.83,117.9,116.55,117.31,158000,117.31
"2013-08-13",117.57,117.57,116.27,117.11,202600,117.11
"2013-08-14",116.91,116.91,116.21,116.82,154900,116.82
"2013-08-15",116.11,116.67,114.22,114.51,399800,114.51
"2013-08-16",114.55,114.96,114.25,114.54,280200,114.54
"2013-08-19",114.27,115.21,114,114.78,213200,114.78
"2013-08-20",114.93,115.69,114.25,115.5,188800,115.5
"2013-08-21",114.81,115.17,114.09,114.24,201700,114.24
"2013-08-22",114.13,115.67,114.13,115.22,170900,115.22
"2013-08-23",115,116.1,114.53,115.92,214700,115.92
"2013-08-26",115.71,116.44,115.37,115.47,238300,115.47
"2013-08-27",114.65,115.32,113.48,113.49,264800,113.49
"2013-08-28",111.46,113.48,111.32,112.94,278500,112.94
"2013-08-29",112.97,113.66,112.51,112.75,192000,112.75
"2013-08-30",112.97,113.34,112.04,112.56,286700,112.56
"2013-09-03",113.26,113.85,111.21,111.56,269800,111.56
"2013-09-04",111.78,113.29,111.5,112.97,236700,112.97
"2013-09-05",112.5,112.98,111.73,112.38,265900,112.38
"2013-09-06",113.12,113.39,111.5,112.48,178200,112.48
"2013-09-09",112.88,114.14,112.71,113.98,153000,113.98
"2013-09-10",115.02,115.35,114.33,114.78,198300,114.78
"2013-09-11",114.95,115.49,114.07,115.21,240900,115.21
"2013-09-12",114.85,115.73,114.57,114.71,187100,114.71
"2013-09-13",115.33,115.49,114.33,114.59,213600,114.59
"2013-09-16",116.06,116.55,115.13,115.85,193500,115.85
"2013-09-17",116.14,116.4,115.35,115.75,206100,115.75
"2013-09-18",115.34,117.52,114.92,117.05,360000,117.05
"2013-09-19",117.5,117.58,116.51,117.11,272000,117.11
"2013-09-20",116.5,117.18,115.56,116.4,558800,116.4
"2013-09-23",115.92,116.63,115.12,115.57,284800,115.57
"2013-09-24",115.35,115.98,113.96,113.99,946600,113.99
"2013-09-25",113.91,115.02,113.78,114.6,393000,114.6
"2013-09-26",114.96,115.67,114.62,115.65,172200,115.65
"2013-09-27",114.9,116.16,114.79,115.67,238600,115.67
"2013-09-30",115.13,115.93,114.26,115.4,283100,115.4
"2013-10-01",115.71,117.36,115.15,116.99,332100,116.99
"2013-10-02",115.98,116.11,114.39,115.63,246700,115.63
"2013-10-03",115.15,115.15,113.4,114.22,302400,114.22
"2013-10-04",114.26,116.19,113.95,115.83,298500,115.83
"2013-10-07",114.72,115.68,114.28,115.38,217100,115.38
"2013-10-08",115.02,115.64,114.22,114.32,252400,114.32
"2013-10-09",115.01,115.01,113.35,113.74,284700,113.74
"2013-10-10",114.31,116.03,113.87,115.97,160100,115.97
"2013-10-11",114.96,117.04,114.93,116.88,190400,116.88
"2013-10-14",116.38,117.27,115.88,117.1,175100,117.1
"2013-10-15",116.63,117.59,116.33,116.75,212700,116.75
"2013-10-16",117.82,118.91,117.13,118.89,237500,118.89
"2013-10-17",118.19,119.69,117.99,119.59,237200,119.59
"2013-10-18",119.77,119.91,118.65,118.69,318000,118.69
"2013-10-21",118.66,119.62,118.33,119.19,169500,119.19
"2013-10-22",119.79,121.61,119.67,120.97,253400,120.97
"2013-10-23",120.17,121.14,119.72,120.87,202200,120.87
"2013-10-24",113.44,119.54,112.89,114.54,1109200,114.54
"2013-10-25",117.03,117.03,115.47,116.85,621500,116.85
"2013-10-28",117.31,117.33,115.78,115.91,460500,115.91
"2013-10-29",115.78,116.82,115.61,116.18,248700,116.18
"2013-10-30",116.08,116.65,115.37,115.46,196800,115.46
"2013-10-31",115.68,116.77,115.48,116.2,229000,116.2
"2013-11-01",116.6,117.25,116.05,116.68,263800,116.68
"2013-11-04",116.44,116.92,115.75,116.24,252500,116.24
"2013-11-05",115.87,116.7,115.5,116.18,195300,116.18
"2013-11-06",116.33,116.49,115.48,115.8,192300,115.8
"2013-11-07",116.39,116.74,115.2,115.34,291200,115.34
"2013-11-08",115.29,117.39,115.29,116.57,214200,116.57
"2013-11-11",116.07,116.44,115.44,115.51,224800,115.51
"2013-11-12",115.27,116.5,115.1,116.39,267400,116.39
"2013-11-13",115.94,117.4,115.44,117.39,288700,117.39
"2013-11-14",117.34,118.2,117.06,117.87,215200,117.87
"2013-11-15",118.1,119.15,117.47,119.12,348400,119.12
"2013-11-18",118.94,119.43,118.38,118.94,204900,118.94
"2013-11-19",118.41,118.66,117.61,118.33,129500,118.33
"2013-11-20",118.19,118.84,117.56,118.28,150700,118.28
"2013-11-21",118.19,118.87,117.51,118.66,201900,118.66
"2013-11-22",118.98,119.89,118.19,119.82,205900,119.82
"2013-11-25",120.49,120.99,118.1,118.44,277900,118.44
"2013-11-26",118.41,119.17,118.18,118.82,268500,118.82
"2013-11-27",118.94,119.38,118.03,118.38,203100,118.38
"2013-11-29",118.25,118.68,117.36,117.48,158500,117.48
"2013-12-02",117.75,118.72,117.03,118.26,246400,118.26
"2013-12-03",117.46,118.18,115.6,115.95,413100,115.95
"2013-12-04",115.56,116.48,114.63,115.6,277700,115.6
"2013-12-05",115.66,116.7,115.33,116.18,367600,116.18
"2013-12-06",117.47,117.49,116.59,117.35,331400,117.35
"2013-12-09",117.54,117.77,115.78,116.1,513400,116.1
"2013-12-10",115.25,115.84,115,115.33,693100,115.33
"2013-12-11",115.16,115.6,114.49,114.58,351300,114.58
"2013-12-12",114.33,114.97,114.26,114.29,537200,114.29
"2013-12-13",115,115.33,113.9,114.58,529200,114.58
"2013-12-16",114.88,115.78,114.88,115.36,290700,115.36
"2013-12-17",115.16,116.49,114.29,114.6,382600,114.6
"2013-12-18",114.45,114.85,113,114.83,571100,114.83
"2013-12-19",114.51,115.11,113.87,114.53,421500,114.53
"2013-12-20",114.75,115.09,113.69,113.69,863300,113.69
"2013-12-23",114.3,114.66,113.84,114.53,480300,114.53
"2013-12-24",114.93,116.02,114.83,115.54,194000,115.54
"2013-12-26",116,116.16,114.9,115.31,250200,115.31
"2013-12-27",115.44,115.84,115.11,115.57,176600,115.57
"2013-12-30",115.5,116.04,115.24,115.78,236200,115.78
"2013-12-31",116.86,117.57,115.79,116.17,253800,116.17
"2014-01-02",115.28,116.23,114.81,114.88,381600,114.88
"2014-01-03",115.06,115.66,113.98,115.05,516700,115.05
"2014-01-06",115.12,115.53,114.28,114.75,394700,114.75
"2014-01-07",115.08,116.41,114.95,116.06,363600,116.06
"2014-01-08",116.04,116.89,114.97,115.91,437000,115.91
"2014-01-09",116.2,116.73,114.98,116.01,364700,116.01
"2014-01-10",116.01,116.49,114.57,115.42,255100,115.42
"2014-01-13",115.89,116.4,114.83,115.02,401900,115.02
"2014-01-14",115.07,116.69,115.07,116.55,541100,116.55
"2014-01-15",116.71,117.95,115.85,117.72,423600,117.72
"2014-01-16",117.83,118.55,117.53,118.4,406400,118.4
"2014-01-17",117.82,120.72,117.12,120.09,806400,120.09
"2014-01-21",120.29,120.74,118.07,119.62,552200,119.62
"2014-01-22",119.55,119.8,118.69,119.59,360700,119.59
"2014-01-23",119.03,119.29,117.38,118.12,448900,118.12
"2014-01-24",117.53,117.71,115.88,116.36,489500,116.36
"2014-01-27",116.59,117.41,115.73,115.82,430600,115.82
"2014-01-28",115.99,116.51,111.03,115.18,1587700,115.18
"2014-01-29",114.14,117.45,113.9,115.5,840300,115.5
"2014-01-30",116.11,118.37,115.62,117.47,460900,117.47
"2014-01-31",115.63,117.77,115.63,117.06,340000,117.06
"2014-02-03",116.97,117.74,115.5,115.9,557800,115.9
"2014-02-04",116.07,116.77,115.5,116.45,457100,116.45
"2014-02-05",115.57,117.2,115.01,116.48,522000,116.48
"2014-02-06",113.28,115.54,111.75,114.76,1143500,114.76
"2014-02-07",115,116.82,115,116.33,474000,116.33
"2014-02-10",115.92,116.16,115.14,116.05,560100,116.05
"2014-02-11",115.62,117,115.31,115.69,594900,115.69
"2014-02-12",116.02,116.39,115.57,115.71,459100,115.71
"2014-02-13",115.47,116.5,115.08,115.75,712100,115.75
"2014-02-14",115.13,117.13,115.04,116.87,350500,116.87
"2014-02-18",116.87,117,116.02,116.36,331400,116.36
"2014-02-19",115.77,116.24,115.18,115.5,313900,115.5
"2014-02-20",115.68,116.42,115.18,115.99,320800,115.99
"2014-02-21",116.27,116.82,114.64,114.65,414600,114.65
"2014-02-24",114.87,116.12,114.72,115.22,447200,115.22
"2014-02-25",115.26,115.74,114.34,114.49,328000,114.49
"2014-02-26",114.55,115.05,113.23,113.46,456800,113.46
"2014-02-27",113.75,113.83,112.48,112.98,509700,112.98
"2014-02-28",113.2,114.48,112.44,114,578700,114
"2014-03-03",113.31,114.23,113,114.11,527500,114.11
"2014-03-04",115.05,115.46,114.42,115.39,468100,115.39
