"","PRU.Open","PRU.High","PRU.Low","PRU.Close","PRU.Volume","PRU.Adjusted"
"2013-12-18",88.45,90.64,87.39,90.59,2735200,90.02
"2013-12-19",90.01,90.72,89.78,90.17,2667100,89.6
"2013-12-20",90.19,91.68,90.01,91.33,2995500,90.76
"2013-12-23",91.69,92.18,91.08,91.5,1624300,90.93
"2013-12-24",91.5,91.99,91.23,91.91,477900,91.33
"2013-12-26",91.96,92.6,91.72,92.43,867400,91.85
"2013-12-27",92.5,92.68,91.74,91.83,913800,91.25
"2013-12-30",91.65,91.99,91.18,91.5,980300,90.93
"2013-12-31",91.62,92.31,91.59,92.22,993300,91.64
"2014-01-02",91.5,91.64,90.09,90.76,1694900,90.19
"2014-01-03",90.06,91.05,90,90.21,1660200,89.64
"2014-01-06",90.42,90.98,90.05,90.5,2166500,89.93
"2014-01-07",91.14,91.93,90.57,90.84,1701900,90.27
"2014-01-08",90.91,91.57,90.62,90.93,2005900,90.36
"2014-01-09",91.19,91.91,90.8,91.23,1676000,90.66
"2014-01-10",90.97,91.19,89.84,90.73,1804600,90.16
"2014-01-13",90.43,90.87,88.32,88.53,2074200,87.97
"2014-01-14",89.21,89.86,88.72,89.67,1574000,89.11
"2014-01-15",90.03,91.05,89.71,91.03,1959600,90.46
"2014-01-16",90.52,90.99,89.94,90.36,1715800,89.79
"2014-01-17",90.28,90.79,89.9,90.23,2348000,89.66
"2014-01-21",90.58,91.09,89.7,90.13,1676300,89.56
"2014-01-22",90.05,90.53,89.06,89.51,1710300,88.95
"2014-01-23",88.63,88.8,87.02,87.51,3179700,86.96
"2014-01-24",86.82,87.33,84.35,84.36,3546000,83.83
"2014-01-27",84.43,84.81,82.31,83.39,3138800,82.87
"2014-01-28",83.83,85,83.8,84.46,1945100,83.93
"2014-01-29",83.63,84.55,83.25,83.82,2438400,83.29
"2014-01-30",84.78,85.52,84.3,85.21,1489200,84.68
"2014-01-31",83.74,85.5,83.35,84.39,2228800,83.86
"2014-02-03",84.42,84.79,80.35,80.45,3285100,79.95
"2014-02-04",81.17,82.96,81.01,82.52,2494100,82
"2014-02-05",82.2,82.97,81.07,82.72,3304900,82.2
"2014-02-06",81.72,82.27,79.54,82.25,7595800,81.73
"2014-02-07",82.54,83.61,81.74,83.41,4464100,82.89
"2014-02-10",83.34,83.67,82.28,82.79,1975000,82.27
"2014-02-11",82.95,84.87,82.51,84.53,2866700,84
"2014-02-12",84.53,85.34,83.91,84.34,1793400,83.81
"2014-02-13",83.56,84.66,83.11,84.62,2172700,84.09
"2014-02-14",84.38,85.23,84.22,84.99,1964500,84.46
"2014-02-18",84.87,85.67,84.79,85.41,2169800,84.87
"2014-02-19",85.16,87.03,84.17,84.28,2672900,83.75
"2014-02-20",84.31,84.91,83.11,84.49,2942100,83.96
"2014-02-21",83.96,84.4,83.7,83.93,1677000,83.93
"2014-02-24",83.87,85.37,83.72,84.96,1950300,84.96
"2014-02-25",84.58,84.91,83.89,84.12,1982100,84.12
"2014-02-26",84.26,84.61,83.5,84.16,1443300,84.16
"2014-02-27",83.98,84.48,83.17,84.16,1994100,84.16
"2014-02-28",84.39,85.49,83.98,84.58,2297300,84.58
"2014-03-03",83.52,83.8,82.59,82.99,2393300,82.99
"2014-03-04",84.19,85.62,84.19,85.33,2806300,85.33
"2014-03-05",85.34,86.43,85,86,2781000,86
"2014-03-06",86.39,87.33,86.39,86.77,2276000,86.77
"2014-03-07",87.95,89.77,87.93,88.58,4372000,88.58
"2014-03-10",88.09,89.08,87.74,88.35,2147500,88.35
"2014-03-11",88.54,88.65,87.08,87.45,2014900,87.45
"2014-03-12",86.71,86.83,85.71,86.4,2517200,86.4
"2014-03-13",86.85,87.02,84.12,84.37,2632100,84.37
"2014-03-14",84.17,85.04,83.66,83.73,2099100,83.73
"2014-03-17",84.22,84.96,83.73,83.92,2178200,83.92
