"","APA.Open","APA.High","APA.Low","APA.Close","APA.Volume","APA.Adjusted"
"2013-12-24",86.1,86.48,85.81,86.21,822100,86.01
"2013-12-26",86.5,86.75,85.9,86.31,1232100,86.11
"2013-12-27",86.39,87.04,85.88,86.68,1501400,86.48
"2013-12-30",87.16,87.83,86.11,86.16,1635100,85.96
"2013-12-31",86.15,86.42,85.5,85.94,2331100,85.74
"2014-01-02",85.82,85.97,85.16,85.48,2565400,85.28
"2014-01-03",85.8,86.73,85.38,85.54,2259400,85.34
"2014-01-06",85.76,86.47,85.12,86.31,2316000,86.11
"2014-01-07",86.42,87.91,86.13,87.9,2812300,87.7
"2014-01-08",87.56,87.58,86.36,86.65,2712800,86.45
"2014-01-09",86.49,87,85.43,86.09,2141900,85.89
"2014-01-10",85.95,86.46,85.64,86.2,2389200,86
"2014-01-13",85.95,86.41,84.06,84.29,2583800,84.09
"2014-01-14",84.5,85.82,84.5,85.69,3453700,85.49
"2014-01-15",85.85,86.04,84.26,84.44,2970000,84.24
"2014-01-16",84.25,85.95,83.75,85.9,3187600,85.7
"2014-01-17",85.9,85.9,84.28,84.31,2859100,84.31
"2014-01-21",84.78,85.23,84.31,84.49,2090700,84.49
"2014-01-22",84.76,85.22,83.36,84.53,2444800,84.53
"2014-01-23",84.17,84.74,83.23,83.59,2154400,83.59
"2014-01-24",83.4,83.55,82.13,82.42,3191400,82.42
"2014-01-27",81.93,82,80.62,81.18,3540800,81.18
"2014-01-28",81.02,82.63,81,81.99,2213400,81.99
"2014-01-29",81.33,81.91,80.8,81.02,2009800,81.02
"2014-01-30",81.69,81.7,80.67,81.28,1453300,81.28
"2014-01-31",80.3,80.95,79.84,80.26,2425500,80.26
"2014-02-03",80.26,80.63,78.69,78.73,3194400,78.73
"2014-02-04",79.24,79.55,78.46,78.5,3155300,78.5
"2014-02-05",78.69,78.83,77.31,78.02,3694500,78.02
"2014-02-06",78.33,80.09,78.29,79.92,2431600,79.92
"2014-02-07",80.46,81.62,80.26,81.4,3512500,81.4
"2014-02-10",81.46,81.59,80.28,80.75,2164300,80.75
"2014-02-11",80.08,81.8,79.18,81.38,2873900,81.38
"2014-02-12",81.78,81.98,81.1,81.28,2317900,81.28
"2014-02-13",79.53,81.17,78.53,80.96,5583300,80.96
"2014-02-14",81.15,83.82,81.05,83.39,4383600,83.39
"2014-02-18",83.42,83.76,82.53,83.32,3364600,83.32
"2014-02-19",83.26,85.29,82.81,84.07,3748800,84.07
"2014-02-20",84.17,84.58,83.74,84.36,2835100,84.36
"2014-02-21",84.91,85.95,84.53,84.56,3571100,84.56
"2014-02-24",85.01,85.83,84.25,84.33,3861200,84.33
"2014-02-25",84.06,84.06,82.24,83.09,3982600,83.09
"2014-02-26",83.01,83.1,79.78,79.82,6759500,79.82
"2014-02-27",79.61,79.85,79.08,79.59,4270800,79.59
"2014-02-28",79.71,80.14,79.05,79.29,5018700,79.29
"2014-03-03",79,80.78,78.98,79.86,4064800,79.86
"2014-03-04",80.24,80.77,79.51,80.48,3578500,80.48
"2014-03-05",80.17,80.37,78.83,79.01,3976200,79.01
"2014-03-06",79.04,79.85,78.76,79.52,3457900,79.52
"2014-03-07",79.98,80.26,79.6,80.05,2125700,80.05
"2014-03-10",79.85,80.61,79.55,80.5,2781800,80.5
"2014-03-11",80.49,81.26,79.36,79.55,2187700,79.55
"2014-03-12",78.94,79.67,78.7,79.19,2445000,79.19
"2014-03-13",79.22,79.58,78.58,78.99,2519500,78.99
"2014-03-14",79.03,79.36,78.4,79.23,2434200,79.23
"2014-03-17",79.5,79.76,79,79.37,1569400,79.37
