"","CL.Open","CL.High","CL.Low","CL.Close","CL.Volume","CL.Adjusted"
"2007-06-27",64.67,64.9,64.41,64.44,5830400,27.41
"2007-06-28",64.34,65.48,64.16,65.36,5541600,27.8
"2007-06-29",65.37,65.77,64.46,64.85,4606600,27.58
"2007-07-02",65.22,65.56,64.86,65.15,3654800,27.71
"2007-07-03",65.4,65.72,65.29,65.58,3900200,27.89
"2007-07-05",66,66.14,65.7,66.05,4479200,28.09
"2007-07-06",66.05,66.07,65.51,66.01,3300400,28.07
"2007-07-09",66.1,66.32,65.92,66.21,4619000,28.16
"2007-07-10",65.96,66.25,65.68,65.77,5391200,27.97
"2007-07-11",65.5,66.99,65.5,66.89,4498600,28.45
"2007-07-12",67,68.37,66.89,68.34,5538400,29.07
"2007-07-13",67.98,68.75,67.93,68.45,5591800,29.11
"2007-07-16",68.19,68.53,68.03,68.19,4885800,29
"2007-07-17",68.55,68.75,68.07,68.07,5183800,28.95
"2007-07-18",67.77,68.13,67.34,67.75,6275600,28.81
"2007-07-19",67.85,68.6,67.71,68.5,4506400,29.29
"2007-07-20",68.37,68.74,67.57,67.68,6288400,28.94
"2007-07-23",67.91,68.97,67.81,68.68,4834600,29.37
"2007-07-24",68.35,69.36,67.97,68.25,7586600,29.18
"2007-07-25",69.71,70.16,68.13,69.66,10763400,29.79
"2007-07-26",68.85,69.89,68.51,68.79,12762400,29.41
"2007-07-27",68.87,69.29,68.22,68.45,8409200,29.27
"2007-07-30",68.89,70.16,67.18,67.4,6734000,28.82
"2007-07-31",68.74,68.74,65.99,66,9104200,28.22
"2007-08-01",66.76,67.55,66.15,67.29,7164400,28.77
"2007-08-02",68.01,68.09,66.63,67.25,6789800,28.75
"2007-08-03",67.9,67.9,66.13,66.2,7974200,28.31
"2007-08-06",66.47,67.87,66.41,67.85,5341400,29.01
"2007-08-07",68.07,69.13,66.94,68.81,7487800,29.42
"2007-08-08",68.69,69.6,67.52,68.36,5553400,29.23
"2007-08-09",66.67,67.85,66.47,66.5,8344800,28.43
"2007-08-10",65.9,67.35,65.69,66.95,7152000,28.63
"2007-08-13",67.3,67.3,65.56,66.3,6015400,28.35
"2007-08-14",66.1,66.26,65.38,65.45,4459800,27.99
"2007-08-15",65.31,66.39,64.73,64.91,6438000,27.75
"2007-08-16",64.55,65.63,63.75,65.44,10346400,27.98
"2007-08-17",66.29,67.38,64.81,67.37,6679600,28.81
"2007-08-20",67.13,67.87,66.05,66.6,5067400,28.48
"2007-08-21",66.08,66.6,65.53,66.38,3431200,28.38
"2007-08-22",67,67.06,66.1,66.79,3292000,28.56
"2007-08-23",67.3,67.3,66.33,66.68,3103600,28.51
"2007-08-24",66.91,67.5,66.51,67.46,2298000,28.84
"2007-08-27",67.21,67.39,66.15,66.23,2760400,28.32
"2007-08-28",66.09,66.24,65.33,65.34,7645200,27.94
"2007-08-29",65.55,66.52,65.51,66.48,3168600,28.43
"2007-08-30",65.84,66.21,65.64,65.93,3027800,28.19
"2007-08-31",66.28,66.77,65.83,66.32,3417200,28.36
"2007-09-04",66.25,66.39,65.45,65.89,3528600,28.17
"2007-09-05",65.5,65.96,65,65.37,4182000,27.95
"2007-09-06",65.07,66.13,65.07,66,3003800,28.22
"2007-09-07",65.43,66.23,65.21,65.43,4723000,27.98
"2007-09-10",65.31,67.05,65.3,66.69,6455600,28.52
"2007-09-11",66.89,67.66,66.42,67.31,4656200,28.78
"2007-09-12",67.22,68.39,66.79,68.15,4619600,29.14
"2007-09-13",68.41,69.1,67.27,67.6,5534400,28.9
"2007-09-14",67.39,68.24,67.27,68.03,4368000,29.09
"2007-09-17",67.56,68.67,67.54,68.24,4495800,29.18
"2007-09-18",68.4,69.41,68.25,69.11,5100200,29.55
"2007-09-19",69.46,70.05,68.5,69.89,5188600,29.88
"2007-09-20",69.81,70.47,69.73,69.9,3586600,29.89
"2007-09-21",70.48,70.48,69.7,69.85,5123800,29.87
"2007-09-24",69.55,69.94,69.11,69.67,4773600,29.79
"2007-09-25",69.48,70.91,69.25,70.7,6286800,30.23
"2007-09-26",71,71.88,70.65,71.62,5011800,30.62
"2007-09-27",71.65,71.91,71.14,71.58,4417400,30.61
"2007-09-28",71.4,71.49,70.91,71.32,3913000,30.49
"2007-10-01",71.7,71.82,71.13,71.56,7214800,30.6
"2007-10-02",71.81,72.39,71.37,72.31,3973600,30.92
"2007-10-03",71.95,72.16,71.19,71.38,3684000,30.52
"2007-10-04",71.38,72.5,71.38,71.72,4172200,30.67
"2007-10-05",71.8,72.31,71.44,72.13,4766400,30.84
"2007-10-08",72.18,72.4,71.92,72,3944400,30.79
"2007-10-09",72.3,73,72.01,72.86,5384200,31.15
"2007-10-10",72.86,73.1,72,72.77,7857600,31.11
"2007-10-11",73.05,73.68,72.77,73.6,9430800,31.47
"2007-10-12",73.5,74.49,73.15,74.34,5370000,31.79
"2007-10-15",74.45,74.52,73.32,73.66,4994400,31.5
"2007-10-16",73.64,73.76,72.83,73.29,4480800,31.34
"2007-10-17",73.35,73.59,72.67,72.85,4859800,31.15
"2007-10-18",72.73,73,72.31,72.86,3355800,31.15
"2007-10-19",72.56,73.19,71.84,71.84,5218200,30.72
"2007-10-22",71.3,72.89,71.27,72.79,3668000,31.12
"2007-10-23",73.03,73.42,72.51,73.21,3991600,31.3
"2007-10-24",72.68,73.81,72.63,73.73,6451800,31.68
"2007-10-25",73.84,73.89,73.19,73.69,5313800,31.66
"2007-10-26",74.27,74.43,73.29,73.95,3752600,31.78
"2007-10-29",74.01,74.7,73.61,74.26,5138600,31.91
"2007-10-30",74,76.39,73.31,75.26,12118600,32.34
"2007-10-31",75.38,76.27,74.75,76.27,6567800,32.77
"2007-11-01",75.63,75.98,74.42,74.52,5966200,32.02
"2007-11-02",75.85,76.12,73.85,74.72,6282800,32.11
"2007-11-05",74.76,75.7,74.07,75.37,5425600,32.39
"2007-11-06",75.44,75.86,75.05,75.52,4752400,32.45
"2007-11-07",75.45,75.99,74.45,75.32,6666200,32.36
"2007-11-08",76.07,76.07,74.47,76.02,7059000,32.67
"2007-11-09",75.43,77.1,75.05,76.51,6883200,32.88
"2007-11-12",76.51,77.58,76.18,76.78,6894600,32.99
"2007-11-13",77.27,77.6,75.95,77.5,5515600,33.3
"2007-11-14",78,79.02,77.05,78.12,8137800,33.57
"2007-11-15",77.97,78.66,77.6,77.9,4768600,33.47
"2007-11-16",78.32,79.05,77.9,78.8,7075000,33.86
"2007-11-19",78.86,78.86,77.31,77.49,8075000,33.3
"2007-11-20",77.46,79.4,77.46,78.87,9569800,33.89
"2007-11-21",78.28,79.93,77.93,78.03,8023000,33.53
"2007-11-23",78.39,79.26,78.39,79,2712400,33.95
"2007-11-26",79,79.72,78.22,78.22,5513000,33.61
"2007-11-27",78.7,79.3,78.23,79.15,6445600,34.01
"2007-11-28",78.91,80,78.27,79.74,7651800,34.26
"2007-11-29",80,80.18,79,80.15,5051000,34.44
"2007-11-30",81,81,79.34,80.08,12290200,34.41
"2007-12-03",80,80.59,79.35,80.05,5918400,34.4
"2007-12-04",79.73,80.13,78.69,79.04,9703400,33.96
"2007-12-05",79.82,79.99,79,79.22,6228400,34.04
"2007-12-06",79.19,79.71,78.99,79.48,4721200,34.15
"2007-12-07",79.75,80.27,79.69,79.81,4236400,34.29
"2007-12-10",79.87,80.11,78.86,78.86,4604600,33.89
"2007-12-11",78.82,79.6,78.45,79.05,5874400,33.97
"2007-12-12",80.25,80.32,78.97,79.8,5539200,34.29
"2007-12-13",79.57,80.74,79.53,80.39,3993800,34.54
"2007-12-14",80.34,81.27,80.1,80.64,5126000,34.65
"2007-12-17",80.45,80.9,78.94,79.06,6334200,33.97
"2007-12-18",79.47,79.47,77.72,77.8,6664600,33.43
"2007-12-19",78.19,78.2,77.49,77.96,5624000,33.5
"2007-12-20",77.96,78.51,77.96,78.37,3243400,33.67
"2007-12-21",78.46,79.41,78.32,78.73,5547000,33.83
"2007-12-24",79,79.32,78.28,78.46,1581000,33.71
"2007-12-26",78,79.18,78,78.99,1757200,33.94
"2007-12-27",78.66,79.25,78.34,78.51,2143800,33.74
"2007-12-28",78.19,79.09,78.19,78.74,1836800,33.83
"2007-12-31",78.43,79.14,77.96,77.96,2375000,33.5
"2008-01-02",78,78.35,76.86,77.34,4151800,33.23
"2008-01-03",77.44,78.53,77.34,77.89,3275800,33.47
"2008-01-04",77.39,79.25,77.39,78.78,6706200,33.85
"2008-01-07",79.21,80.11,79.21,79.97,6082200,34.36
"2008-01-08",80,81.6,79.26,79.98,8614400,34.37
"2008-01-09",79.85,81.98,79.85,80.98,7698600,34.8
"2008-01-10",80.53,81.63,80.53,80.9,5372400,34.76
"2008-01-11",80.32,80.46,79.18,79.41,8826800,34.12
"2008-01-14",79.94,80.1,79.33,79.37,4767200,34.1
"2008-01-15",78.54,80.05,78.33,78.64,8005000,33.79
"2008-01-16",78.22,79.94,78.22,78.71,6995800,33.82
"2008-01-17",78.78,79.28,77.14,77.29,8405400,33.21
"2008-01-18",77.66,77.88,75.66,77,13300000,33.09
"2008-01-22",73.13,76.53,72,74.95,12495800,32.21
"2008-01-23",73.22,75.52,73.01,75.38,10327000,32.55
"2008-01-24",75.51,75.87,74.34,74.46,7645800,32.15
"2008-01-25",75.12,75.49,73.46,73.75,7556800,31.84
"2008-01-28",73.12,74.68,73.12,74.32,5714000,32.09
"2008-01-29",74.7,74.99,73.77,74.04,4790400,31.97
"2008-01-30",74.29,74.99,73.02,73.5,5965600,31.73
"2008-01-31",74.88,77.21,74.13,76.5,11878000,33.03
"2008-02-01",76.87,76.92,75.15,75.42,8075000,32.56
"2008-02-04",75.44,75.89,74.5,74.68,5376000,32.24
"2008-02-05",75.01,75.22,73.89,74.87,7904600,32.33
"2008-02-06",75.37,75.87,74.31,74.46,5173800,32.15
"2008-02-07",74.16,75.79,74.16,75.62,6742800,32.65
"2008-02-08",75.36,75.55,74.23,74.32,4292600,32.09
"2008-02-11",74.45,75.62,74.33,75.61,4161600,32.65
"2008-02-12",75.92,76.72,75.36,76.72,4660600,33.13
"2008-02-13",77.15,77.15,76.28,77.11,5315400,33.29
"2008-02-14",77.39,77.49,76.12,76.21,4330000,32.9
"2008-02-15",76.07,76.39,75.13,75.32,5199200,32.52
"2008-02-19",76.03,76.18,74.55,74.92,5486400,32.35
"2008-02-20",74.42,76.03,74.36,76.02,5499600,32.82
"2008-02-21",76.13,76.23,75.12,75.17,4142400,32.46
"2008-02-22",75.33,76.4,75.24,76.18,4154200,32.89
"2008-02-25",76.37,77.15,76.12,77.13,3851400,33.3
"2008-02-26",76.64,77.31,76.17,76.98,5210800,33.24
"2008-02-27",76.67,77.7,76.67,77.48,5397600,33.45
"2008-02-28",77.08,77.67,76.91,77.22,4490800,33.34
"2008-02-29",76.52,77.59,76,76.09,3909600,32.85
"2008-03-03",76.15,76.86,75.99,76.84,3277000,33.18
"2008-03-04",76,77.09,76,76.94,5967800,33.22
"2008-03-05",77.47,77.47,75.89,76.63,4637200,33.09
"2008-03-06",76.41,76.6,75.63,75.7,6212800,32.68
"2008-03-07",75.45,75.78,74.56,74.89,5497800,32.33
"2008-03-10",74.81,75.99,74.81,75.19,5614200,32.46
"2008-03-11",76.08,76.43,75.2,76.42,5102200,33
"2008-03-12",76.71,77.11,76.31,76.43,3559000,33
"2008-03-13",75.53,77.47,75.53,77.12,5324800,33.3
"2008-03-14",77.7,77.7,75.44,76.28,7629800,32.94
"2008-03-17",74.63,77.05,74.63,76.66,7001600,33.1
"2008-03-18",77.06,77.63,76.41,77.61,5408000,33.51
"2008-03-19",78.1,78.32,77.28,77.28,4983000,33.37
"2008-03-20",77.38,77.66,76.85,77.5,5673000,33.46
"2008-03-24",77.66,77.91,77.13,77.62,4187000,33.51
"2008-03-25",77.8,78.43,77.11,78.09,4642400,33.72
"2008-03-26",78.07,78.2,77.31,77.56,4261400,33.49
"2008-03-27",77.88,78.07,77.23,77.7,4563600,33.55
"2008-03-28",78.25,78.5,77.9,78.12,3568200,33.73
"2008-03-31",77.94,78.17,77.04,77.91,5186200,33.64
"2008-04-01",78.3,78.47,77.64,78.39,5707800,33.85
"2008-04-02",78.33,78.75,77.7,77.76,6451400,33.57
"2008-04-03",77.9,78.14,77.58,77.9,3911400,33.63
"2008-04-04",77.87,79.4,77.76,78.89,5369400,34.06
"2008-04-07",79.31,79.31,77.78,78.35,5169000,33.83
"2008-04-08",78.01,78.58,77.85,78.4,3378800,33.85
"2008-04-09",78.5,78.95,78.1,78.64,3697000,33.95
"2008-04-10",78.49,79.26,78.38,78.73,5086200,33.99
"2008-04-11",78,78.99,77.86,78,3793000,33.68
"2008-04-14",78,78.61,77.94,78.42,3267000,33.86
"2008-04-15",78.63,78.63,77.71,78.31,3740800,33.81
"2008-04-16",78.82,78.82,78.05,78.29,5998600,33.8
"2008-04-17",78.32,78.65,77.64,77.7,4335800,33.55
"2008-04-18",78.84,78.84,77.2,77.41,6704600,33.42
"2008-04-21",77.38,77.68,77.25,77.46,5113200,33.44
"2008-04-22",77.28,77.31,76,76.54,4355800,33.22
"2008-04-23",76.98,76.98,75.96,76.41,4497400,33.16
"2008-04-24",76.36,77.15,75.85,76.41,5538400,33.16
"2008-04-25",77.01,77.01,75.85,76.1,5179000,33.03
"2008-04-28",75.96,76.51,75.85,76.03,6174000,33
"2008-04-29",76,77.08,75.78,75.78,5941200,32.89
"2008-04-30",73.63,74.2,70.41,70.7,25013000,30.68
"2008-05-01",71.88,73.22,71.34,72.76,14816000,31.58
"2008-05-02",73.31,73.95,72.5,73.68,12315000,31.98
"2008-05-05",73.72,73.72,73.04,73.23,5307000,31.78
"2008-05-06",73.06,73.56,72.58,73.37,5295000,31.84
"2008-05-07",73.37,73.51,71.84,71.86,8445000,31.19
"2008-05-08",72.08,72.39,71.36,71.69,7469600,31.11
"2008-05-09",71.27,71.63,71.09,71.21,7500200,30.91
"2008-05-12",71.25,71.59,70.75,71.01,6306600,30.82
"2008-05-13",71.05,71.48,70.71,70.81,9324600,30.73
"2008-05-14",70.99,71.77,70.81,71.6,8330800,31.07
"2008-05-15",71.78,72.3,71.27,72.3,9032800,31.38
"2008-05-16",72.4,72.85,72,72.5,6690200,31.47
"2008-05-19",72.5,72.75,71.87,72.08,8492600,31.28
"2008-05-20",71.87,72.61,71.55,71.78,7292800,31.15
"2008-05-21",71.78,72.59,71.38,71.53,10621800,31.04
"2008-05-22",71.49,72.23,71.15,72.15,8771400,31.31
"2008-05-23",71.88,72.47,71.74,72.14,5084800,31.31
"2008-05-27",72.22,72.89,72.14,72.45,6696000,31.44
"2008-05-28",72.73,72.98,72.28,72.85,5322000,31.62
"2008-05-29",72.86,73.6,72.5,73.5,5061800,31.9
"2008-05-30",73.57,74.5,73.37,74.36,12800000,32.27
"2008-06-02",74,74.28,72.69,73.16,7952000,31.75
"2008-06-03",73.27,73.88,72.99,73.35,8187800,31.83
"2008-06-04",73.27,74.58,72.8,74.49,6785200,32.33
"2008-06-05",74.73,75.16,73.92,75.04,8674000,32.57
"2008-06-06",74.57,74.57,72.63,72.69,7465400,31.55
"2008-06-09",72.99,73.04,72.26,72.9,5067200,31.64
"2008-06-10",72.29,75,72.29,74.33,6730800,32.26
"2008-06-11",74,74.56,73.55,73.8,5101200,32.03
"2008-06-12",73.8,74.42,73.06,73.35,4629600,31.83
"2008-06-13",73.44,73.56,72.21,73.3,4909000,31.81
"2008-06-16",72.97,73.01,72,72.84,4273000,31.61
"2008-06-17",73.06,73.16,72.31,72.39,4676600,31.42
"2008-06-18",72.03,72.9,71.55,71.71,4925000,31.12
"2008-06-19",71.54,72.16,71.23,71.56,6933200,31.06
"2008-06-20",71.49,71.49,69.14,69.61,10807400,30.21
"2008-06-23",69.78,69.78,68.71,68.84,9214800,29.88
"2008-06-24",68.6,68.83,68.22,68.44,9330400,29.7
"2008-06-25",68.56,70.13,68.27,69.68,7256000,30.24
"2008-06-26",69.01,70.08,68.67,69.21,8795400,30.04
"2008-06-27",69.15,69.59,68.01,68.21,6826200,29.6
"2008-06-30",68.45,70.33,68.21,69.1,8218000,29.99
"2008-07-01",68.43,69.41,68.02,69.4,6148200,30.12
"2008-07-02",69.69,69.72,68.9,69.03,5440200,29.96
"2008-07-03",69.47,70.57,69.25,70.35,3819000,30.53
"2008-07-07",70.51,71.24,68.64,69.56,8658200,30.19
"2008-07-08",69.6,70.08,69.25,69.88,7330200,30.33
"2008-07-09",70.07,70.95,69.59,70.31,4891200,30.52
"2008-07-10",70.39,70.78,69.29,69.87,5202400,30.32
"2008-07-11",69.26,69.83,68.62,69.19,5562400,30.03
"2008-07-14",69.32,70.05,68.52,68.96,5401600,29.93
"2008-07-15",67.83,69.82,66.21,69.07,18791200,29.98
"2008-07-16",69.02,69.5,68.38,69.15,8726600,30.01
"2008-07-17",69.33,70.07,68,69.7,7107600,30.25
"2008-07-18",69.85,69.85,68.7,68.84,6401400,29.88
"2008-07-21",68.82,69.02,68.16,68.59,3508400,29.77
"2008-07-22",68.23,70.16,68.23,70.09,6542400,30.6
"2008-07-23",70.37,70.6,69.9,70.11,5792600,30.61
"2008-07-24",69.85,70.51,69.51,69.99,5286000,30.55
"2008-07-25",70.29,70.78,68.94,69.2,5200200,30.21
"2008-07-28",69.31,69.67,68.56,68.56,4475200,29.93
"2008-07-29",71.2,74.64,71.2,74.15,13710200,32.37
"2008-07-30",74.7,75.33,74.1,74.97,8878000,32.73
"2008-07-31",74.69,75.17,73.79,74.27,6710200,32.42
"2008-08-01",74.8,74.87,73.78,74.44,6107400,32.5
"2008-08-04",74.49,75.29,74.22,74.91,5802200,32.7
"2008-08-05",75.2,76.19,75,75.84,9203200,33.11
"2008-08-06",75.71,76.24,74.37,76.12,6614000,33.23
"2008-08-07",75.65,76.5,75.19,75.76,6079000,33.07
"2008-08-08",75.78,78.58,75.14,78.27,9334200,34.17
"2008-08-11",78.2,78.35,77.22,77.85,5805400,33.99
"2008-08-12",77.5,78.43,77.35,77.94,4090000,34.02
"2008-08-13",78.09,78.42,76.71,77.38,3670000,33.78
"2008-08-14",76.73,77.88,76.55,77.51,4528200,33.84
"2008-08-15",77.79,78.96,77.01,78.42,5791600,34.23
"2008-08-18",78.44,78.51,77.12,77.75,4874800,33.94
"2008-08-19",77.58,78.39,77.05,77.33,4665600,33.76
"2008-08-20",77.16,77.5,76.09,76.49,6788800,33.39
"2008-08-21",76.25,76.42,75.66,76.26,4228400,33.29
"2008-08-22",76.41,77.37,76.35,77.26,3160800,33.73
"2008-08-25",76.81,77.21,75.83,75.98,3065000,33.17
"2008-08-26",76.09,76.3,75.3,75.86,3341800,33.12
"2008-08-27",75.68,76.34,75.26,76.23,2379400,33.28
"2008-08-28",76.53,77,75.85,76.81,3199200,33.53
"2008-08-29",76.51,77.09,76.03,76.03,3070800,33.19
"2008-09-02",76.58,77.58,76.38,76.72,4082000,33.49
"2008-09-03",76.07,77.52,76.07,77.06,5908000,33.64
"2008-09-04",76.85,77.68,76.3,76.45,6581200,33.37
"2008-09-05",76.47,77.21,75.83,77.07,6101800,33.65
"2008-09-08",77.58,79.39,77.31,79.25,7849200,34.6
"2008-09-09",79.37,79.55,78.57,78.59,7191000,34.31
"2008-09-10",78.81,79.47,78.07,78.2,6252600,34.14
"2008-09-11",77.84,79.52,77.25,79.52,7594000,34.71
"2008-09-12",78.94,79.99,78.94,79.99,6894400,34.92
"2008-09-15",77.96,80.49,77.96,78.18,8569200,34.13
"2008-09-16",77.33,79.01,77.22,78.5,9813600,34.27
"2008-09-17",77.36,78.08,76.02,76.36,10422000,33.34
"2008-09-18",76.64,77.64,74.54,76.88,12411600,33.56
"2008-09-19",77.06,78.14,74.88,75.71,11386200,33.05
"2008-09-22",75.06,75.99,73.24,73.5,5120600,32.09
"2008-09-23",73.49,75.11,73.03,73.65,6069800,32.15
"2008-09-24",74.03,75.01,72.88,74.81,4945600,32.66
"2008-09-25",75.02,76.58,74.93,76,7383200,33.18
"2008-09-26",75.24,77.33,75.24,77.06,5476800,33.64
"2008-09-29",76.4,77.66,74.19,74.67,9029200,32.6
"2008-09-30",75.17,75.57,74.15,75.35,7704200,32.89
"2008-10-01",74.92,76.37,74.88,76.32,4906800,33.32
"2008-10-02",76,77.47,74.68,76.76,10684600,33.51
"2008-10-03",77.64,77.64,75.37,75.5,8116200,32.96
"2008-10-06",74.45,75.21,71.11,72.63,11244000,31.71
"2008-10-07",73.89,74.24,71.4,71.65,11646400,31.28
"2008-10-08",69.34,71.34,67.67,67.86,16983400,29.62
"2008-10-09",68.08,68.31,63.53,63.53,11007000,27.73
"2008-10-10",61.2,64.21,57.41,60.75,20202200,26.52
"2008-10-13",62.75,67.3,62.19,67.13,11127200,29.31
"2008-10-14",68.75,69,62.64,64,13569000,27.94
"2008-10-15",62.94,63.25,60,60.57,9371600,26.44
"2008-10-16",60.97,63,58.46,62.61,12212800,27.33
"2008-10-17",60.62,64.34,60.62,62.19,7984800,27.15
"2008-10-20",63.62,64.61,62.33,64.61,6597800,28.21
"2008-10-21",63.74,64.98,62.51,62.88,5335800,27.45
"2008-10-22",61.7,62.23,57.83,58.82,10646800,25.84
"2008-10-23",59.13,60.2,55.87,58.29,11125400,25.61
"2008-10-24",55.01,57.58,54.61,55.94,8117200,24.58
"2008-10-27",54.92,57.4,54.36,54.77,7561400,24.06
"2008-10-28",55.72,60.12,55.53,59.92,12468000,26.33
"2008-10-29",60.23,63.16,59.26,60,12126800,26.36
"2008-10-30",64.01,65.5,62.57,64.23,12907600,28.22
"2008-10-31",64.03,66.96,61.84,62.76,14387800,27.57
"2008-11-03",64.58,64.58,63.15,63.53,7666400,27.91
"2008-11-04",65.14,66.52,64.37,66.15,7230400,29.06
"2008-11-05",65.45,65.86,63.18,63.71,7904200,27.99
"2008-11-06",63.26,64.54,61.05,61.6,8843800,27.06
"2008-11-07",62.13,63.02,61.47,63.02,6377800,27.69
"2008-11-10",63.5,64.54,62.51,63.55,4780400,27.92
"2008-11-11",63.2,64.14,61.08,61.91,7028000,27.2
"2008-11-12",60.76,61.24,59.4,59.51,7035800,26.15
"2008-11-13",59.96,63.7,58.61,63.7,8868400,27.99
"2008-11-14",62.36,65,61.78,62.06,8332000,27.27
"2008-11-17",61.41,64.43,61.41,62.08,6938200,27.27
"2008-11-18",62.08,64.19,61,64.05,9638800,28.14
"2008-11-19",64,65.22,62.99,62.99,9961400,27.67
"2008-11-20",62.32,64.12,60.04,60.5,12410800,26.58
"2008-11-21",61.8,63,59.25,62.65,13177600,27.53
"2008-11-24",62.82,64.93,62.33,63.89,10444400,28.07
"2008-11-25",64.14,65.2,61.74,62.74,9341200,27.56
"2008-11-26",61.6,63.56,61,63.49,6487400,27.89
"2008-11-28",63.32,65.32,63.32,65.07,3690400,28.59
"2008-12-01",63.58,64.12,61.28,61.43,7131600,26.99
"2008-12-02",62.46,62.79,60.43,62.65,7199000,27.53
"2008-12-03",61.4,63.75,60.26,63.64,6291400,27.96
"2008-12-04",63.04,63.71,60.98,61.76,6221800,27.13
"2008-12-05",60.87,63.24,59.93,63.01,7937800,27.68
"2008-12-08",64,64.37,60.78,61.38,8576000,26.97
"2008-12-09",61.13,62.17,59.71,59.98,7801400,26.35
"2008-12-10",60.63,60.73,58.53,59.17,7205200,26
"2008-12-11",59.39,59.99,57.92,58.56,8894400,25.73
"2008-12-12",57.13,59.44,57.13,59.22,7036200,26.02
"2008-12-15",59.67,60.1,58.42,59.4,5970400,26.1
"2008-12-16",59.41,62.71,59.35,62.62,9460600,27.51
"2008-12-17",61.85,62.85,61.59,62.18,6604400,27.32
"2008-12-18",62.7,65,62.52,63.92,10490000,28.08
"2008-12-19",64.84,65.67,64.01,65,11334200,28.56
"2008-12-22",65.59,66.3,64.76,66.14,6930000,29.06
"2008-12-23",66.34,66.97,65.45,65.85,7869600,28.93
"2008-12-24",66.35,67.74,66,67.62,3317400,29.71
"2008-12-26",67.84,68.36,67.19,68.1,5504000,29.92
"2008-12-29",67.98,68.18,66.34,67.39,6049400,29.61
"2008-12-30",67.98,68.67,67.4,68.02,5864800,29.88
"2008-12-31",68.04,68.89,67.72,68.54,7437400,30.11
"2009-01-02",68.47,69.71,67.7,69.32,6090600,30.46
"2009-01-05",69.09,69.24,67.54,68.03,7160800,29.89
"2009-01-06",68.02,68.76,66.32,66.5,9178400,29.22
"2009-01-07",65.85,66.46,65.58,65.92,6319000,28.96
"2009-01-08",65.77,66.21,64.8,65.54,7237800,28.79
"2009-01-09",65.38,65.98,64.75,64.9,6939800,28.51
"2009-01-12",65.18,65.86,64.8,65.59,6264000,28.82
"2009-01-13",65.65,66.07,63.99,64.45,7967000,28.32
"2009-01-14",64.12,64.25,62.2,62.82,7007600,27.6
"2009-01-15",62.74,63.25,61.67,63.06,6604400,27.71
"2009-01-16",63.72,63.88,62.44,63.54,8621800,27.92
"2009-01-20",63.46,64.31,62.5,62.56,8358400,27.49
"2009-01-21",63.01,63.57,61.96,63.43,6846800,27.87
"2009-01-22",62.55,62.99,61.34,62.57,7801600,27.66
"2009-01-23",61.89,62.14,60.6,61.68,7613200,27.27
"2009-01-26",61.68,62.32,61.17,61.78,4914200,27.32
"2009-01-27",61.98,62.9,61.95,62.22,6133200,27.51
"2009-01-28",62.63,64.34,62.19,63.85,8023400,28.23
"2009-01-29",64.5,67,64.43,65.22,10304400,28.84
"2009-01-30",65.54,65.96,64.69,65.04,9636600,28.76
"2009-02-02",64.52,65.2,63.41,64.34,6558400,28.45
"2009-02-03",64.64,66.25,64.3,65.76,7202600,29.07
"2009-02-04",66.08,66.88,63.73,64.06,8991200,28.32
"2009-02-05",63.79,64.77,62.93,64.42,8184200,28.48
"2009-02-06",64.59,65.91,64.42,65.66,5313600,29.03
"2009-02-09",65.42,65.99,63.62,64.15,7440800,28.36
"2009-02-10",63.93,64.66,62.19,62.64,6832000,27.7
"2009-02-11",63.02,63.27,62.27,62.9,4242200,27.81
"2009-02-12",62.69,63.31,61.69,63.31,4379200,27.99
"2009-02-13",63.23,64.16,62.86,63.13,5013600,27.91
"2009-02-17",62.4,62.48,60.6,61.1,6260400,27.01
"2009-02-18",61.52,61.75,60.5,60.89,5025200,26.92
"2009-02-19",61.28,61.74,60.46,60.72,4831800,26.85
"2009-02-20",60.11,60.74,59.24,59.48,9235600,26.3
"2009-02-23",59.51,60.09,58.35,58.4,6735800,25.82
"2009-02-24",58.76,59.78,58.33,59.52,6594200,26.32
"2009-02-25",59.33,59.66,58.52,58.86,6509000,26.02
"2009-02-26",59.12,60,58.75,59.34,8933000,26.24
"2009-02-27",58.87,60.98,58.27,60.18,9568400,26.61
"2009-03-02",59.49,59.54,58.04,58.14,8626600,25.71
"2009-03-03",58.41,58.8,57,57.32,7474400,25.34
"2009-03-04",57.88,59.43,57.12,58.6,7195200,25.91
"2009-03-05",57.54,58,55.56,56.03,7896400,24.77
"2009-03-06",56.22,57.31,54.8,56.05,9560000,24.78
"2009-03-09",55.47,55.81,54.51,55.05,8615000,24.34
"2009-03-10",55.79,55.9,54.91,55.84,9061200,24.69
"2009-03-11",56.1,57,55.86,56.38,5569200,24.93
"2009-03-12",56.23,56.62,55.32,56.51,9433400,24.99
"2009-03-13",56.87,57.8,56.26,57.62,6373400,25.48
"2009-03-16",58.14,58.53,57.19,57.32,6898400,25.34
"2009-03-17",57.26,59.03,57.22,58.91,5401000,26.05
"2009-03-18",58.67,58.72,57.39,57.74,7761400,25.53
"2009-03-19",58,58.23,57.11,57.31,6654200,25.34
"2009-03-20",57.37,58.55,57.35,57.37,7520800,25.37
"2009-03-23",58.17,59.32,57.74,59.31,5760000,26.22
"2009-03-24",58.78,59.55,58.45,58.47,6087800,25.85
"2009-03-25",59.01,59.74,58.5,59.23,6344000,26.19
