"","CL.Open","CL.High","CL.Low","CL.Close","CL.Volume","CL.Adjusted"
"2013-10-28",63.69,64.79,63.66,64.76,4087300,64.42
"2013-10-29",64.89,66,64.72,65.94,4525900,65.59
"2013-10-30",65.98,66.04,65.06,65.22,2721700,64.88
"2013-10-31",65,65.23,64.67,64.73,3944900,64.39
"2013-11-01",64.82,65.56,64.56,65.39,3770700,65.05
"2013-11-04",65.56,65.8,65.21,65.73,2657200,65.38
"2013-11-05",65.55,65.76,65.05,65.36,3571100,65.02
"2013-11-06",65.61,66.05,65.39,66.01,2523600,65.66
"2013-11-07",65.97,65.97,64.62,64.8,4245600,64.46
"2013-11-08",64.65,64.85,64.13,64.83,3020200,64.49
"2013-11-11",64.9,65.11,64.55,64.62,1940000,64.28
"2013-11-12",64.44,64.86,64,64.72,3570800,64.38
"2013-11-13",64.6,65.12,64.42,65.09,2727600,64.75
"2013-11-14",65.33,65.71,65.24,65.6,2673700,65.26
"2013-11-15",65.72,65.97,65.38,65.78,2364300,65.43
"2013-11-18",65.8,65.93,65.02,65.18,2039200,64.84
"2013-11-19",64.97,65.39,64.95,65.28,2381900,64.94
"2013-11-20",65.44,65.75,65.04,65.26,2202300,64.92
"2013-11-21",65.37,66.04,65.32,65.98,3404500,65.63
"2013-11-22",65.96,66.42,65.84,66.26,2780700,65.91
"2013-11-25",66.42,66.49,65.83,65.95,2165800,65.6
"2013-11-26",66.1,66.44,65.78,66.01,2539800,65.66
"2013-11-27",66.23,66.25,65.44,65.83,1764000,65.48
"2013-11-29",65.9,66.4,65.73,65.81,1621600,65.46
"2013-12-02",65.64,65.96,65.06,65.28,2458500,64.94
"2013-12-03",65.01,65.43,64.88,65.37,2183700,65.03
"2013-12-04",64.94,65.14,64.32,65.04,2762600,64.7
"2013-12-05",64.84,65.05,64.47,64.54,2057100,64.2
"2013-12-06",65.13,65.87,65.09,65.66,2389300,65.32
"2013-12-09",65.73,65.99,65.5,65.69,2340700,65.35
"2013-12-10",65.46,65.46,64.56,64.69,3225300,64.35
"2013-12-11",64.83,65.34,64.75,64.94,3187900,64.6
"2013-12-12",65.02,65.08,63.96,63.97,3165000,63.63
"2013-12-13",64.13,64.26,63.64,63.98,2130400,63.64
"2013-12-16",64.14,64.4,63.83,64.04,2676600,63.7
"2013-12-17",64,64.08,63.28,63.58,2243900,63.25
"2013-12-18",63.78,64.68,62.8,64.64,3940300,64.3
"2013-12-19",64.43,64.56,64.05,64.24,3558000,63.9
"2013-12-20",64.27,65.05,64.17,64.74,4667700,64.4
"2013-12-23",64.92,64.92,64.35,64.63,2525900,64.29
"2013-12-24",64.71,64.89,64.55,64.71,1051200,64.37
"2013-12-26",64.71,64.87,64.49,64.83,1683300,64.49
"2013-12-27",65.07,65.45,64.99,65.37,1814500,65.03
"2013-12-30",65.43,65.61,65.2,65.43,1892700,65.09
"2013-12-31",65.42,65.52,65,65.21,1827400,64.87
"2014-01-02",64.89,65.03,64,64.3,3004300,63.96
"2014-01-03",64.21,64.49,63.99,64.18,2113700,63.84
"2014-01-06",64.44,64.55,63.99,64.14,2583500,63.8
"2014-01-07",64.49,64.58,64.03,64.2,2872100,63.86
"2014-01-08",64.17,64.2,63.41,63.54,3286300,63.21
"2014-01-09",64.13,65.28,63.8,65.02,4826400,64.68
"2014-01-10",65.12,65.46,64.88,65.08,2956500,64.74
"2014-01-13",64.9,65.39,64.54,64.69,3140800,64.35
"2014-01-14",64.7,64.99,64.56,64.85,2480000,64.51
"2014-01-15",64.86,64.97,64.35,64.78,2287400,64.44
"2014-01-16",64.58,65.12,64.39,64.98,2636400,64.64
"2014-01-17",64.91,65.11,64.68,64.7,3937400,64.36
"2014-01-21",65.05,65.41,64.29,64.74,2828700,64.4
"2014-01-22",64.54,64.7,63.87,64.01,2323200,64.01
"2014-01-23",63.43,63.74,63.23,63.44,3263800,63.44
"2014-01-24",63.39,63.95,62.39,62.39,5429400,62.39
"2014-01-27",62.47,62.65,61.95,62.11,4636800,62.11
"2014-01-28",62.2,62.93,62.2,62.87,3377600,62.87
"2014-01-29",62.79,62.79,61.43,61.59,5682200,61.59
"2014-01-30",63.44,63.81,61.13,61.49,5456400,61.49
"2014-01-31",60.61,61.59,60,61.23,6831800,61.23
"2014-02-03",61.22,61.3,59.75,60.17,6868200,60.17
"2014-02-04",60.35,60.67,60.14,60.35,5220800,60.35
"2014-02-05",60.15,60.79,60.02,60.42,5981000,60.42
"2014-02-06",60.51,60.84,60.27,60.6,4190900,60.6
"2014-02-07",60.78,61.15,60.54,60.86,3651200,60.86
"2014-02-10",60.84,61.62,60.81,61.52,4451800,61.52
"2014-02-11",61.67,62.48,61.39,62.4,3701400,62.4
"2014-02-12",62.41,62.74,61.68,61.92,3972100,61.92
"2014-02-13",61.45,62.41,61.44,62.31,3090900,62.31
"2014-02-14",62.38,62.9,61.81,62.68,3116100,62.68
"2014-02-18",62.86,62.86,62,62.39,2951100,62.39
"2014-02-19",61.97,62.19,61.44,61.53,3358500,61.53
"2014-02-20",61.48,62.11,61.35,61.86,2658300,61.86
"2014-02-21",61.96,62.54,61.53,61.56,3166400,61.56
"2014-02-24",61.81,62.47,61.58,61.95,3236300,61.95
"2014-02-25",62.04,62.23,61.68,62.07,3961200,62.07
"2014-02-26",62.11,62.54,61.86,61.95,3026300,61.95
"2014-02-27",61.74,62.21,61.62,62.12,2469700,62.12
"2014-02-28",62.39,63.15,62.09,62.83,3366200,62.83
"2014-03-03",62.23,62.63,62,62.22,2714800,62.22
"2014-03-04",62.67,63.26,62.67,63.01,2937600,63.01
"2014-03-05",62.82,62.95,62.54,62.62,2401100,62.62
"2014-03-06",62.78,63.19,62.64,63.02,2665900,63.02
"2014-03-07",63.09,63.23,62.85,63.13,1992800,63.13
"2014-03-10",62.94,63.2,62.86,63.05,1955500,63.05
"2014-03-11",63.17,63.82,63.06,63.29,3367300,63.29
"2014-03-12",62.91,63.4,62.87,63.22,2368700,63.22
"2014-03-13",63.32,63.88,63.11,63.23,2633000,63.23
"2014-03-14",63.14,63.99,63.06,63.83,3620000,63.83
"2014-03-17",64.05,64.69,63.91,64.4,2838300,64.4
