"","AVB.Open","AVB.High","AVB.Low","AVB.Close","AVB.Volume","AVB.Adjusted"
"2010-07-07",89.83,94.81,89.75,94.72,1286400,85.07
"2010-07-08",97.12,98.21,95.58,97.69,1678300,87.74
"2010-07-09",96.98,99.28,96.98,98.98,912400,88.9
"2010-07-12",98.66,99.99,97.46,99.41,650200,89.28
"2010-07-13",100.88,101.37,99.66,100.44,1049000,90.21
"2010-07-14",100.03,100.66,98.31,99.77,732800,89.61
"2010-07-15",99.88,100.81,97.47,100.49,702100,90.25
"2010-07-16",99.59,99.99,95.88,96.43,920300,86.61
"2010-07-19",96.89,100,95.54,99.32,1321900,89.2
"2010-07-20",97.7,101.22,96.3,100.94,1321000,90.66
"2010-07-21",101.05,101.44,98.53,98.81,1290600,88.75
"2010-07-22",99.81,103.4,99.7,102.73,1319800,92.27
"2010-07-23",102.02,104.49,100.28,104.25,1134900,93.63
"2010-07-26",104.25,106.95,103.5,106.83,876400,95.95
"2010-07-27",107.03,108.35,105.49,106.64,970400,95.78
"2010-07-28",105.58,109,104.93,107.06,1341900,96.16
"2010-07-29",108.63,108.63,103.7,104.59,831400,93.94
"2010-07-30",103.52,106.26,103.29,105.09,963900,94.39
"2010-08-02",107.41,107.67,105.71,106.89,1499700,96
"2010-08-03",106.79,106.84,105.05,105.23,950600,94.51
"2010-08-04",102.39,103.63,101.31,102.57,1874300,92.12
"2010-08-05",101.56,103.36,101.54,102.43,898200,92
"2010-08-06",101.05,102.47,100.49,101.34,1118700,91.02
"2010-08-09",102.44,103.92,101.35,103.83,780200,93.25
"2010-08-10",102.88,105.9,102.53,105,1624200,94.31
"2010-08-11",101.51,103.35,100.83,102.45,1574700,92.02
"2010-08-12",101.06,102.29,100.72,101.47,1190700,91.14
"2010-08-13",101.33,102.95,101.23,102.18,899500,91.77
"2010-08-16",101.63,103.14,101.44,102.22,660100,91.81
"2010-08-17",103.85,105.75,102.84,105.22,1323300,94.5
"2010-08-18",105.22,106.1,104.39,105.5,953200,94.75
"2010-08-19",104.95,105.09,103.21,104.01,1409600,93.42
"2010-08-20",103.06,104.68,102.45,104.45,836500,93.81
"2010-08-23",105.02,105.38,103.83,103.86,747500,93.28
"2010-08-24",102.28,104.15,101.51,103.16,771800,92.65
"2010-08-25",102.78,105.4,102.13,105.11,998700,94.4
"2010-08-26",105.89,106.49,103.29,103.62,948400,93.07
"2010-08-27",104.51,104.91,102.04,103.85,1328200,93.27
"2010-08-30",103.69,104.61,102.81,102.87,752500,92.39
"2010-08-31",102.79,105.44,102.18,105.22,1054900,94.5
"2010-09-01",107,108.63,106.11,108.5,1571900,97.45
"2010-09-02",108.87,109.37,107.85,108.35,1057600,97.31
"2010-09-03",109.84,110.48,109.08,110.39,844500,99.15
"2010-09-07",109.05,109.82,108.39,108.44,825200,97.4
"2010-09-08",109.21,109.46,107.85,108.37,640800,97.33
"2010-09-09",109.7,110,106.1,106.39,719000,95.55
"2010-09-10",106.69,107.33,106.16,107.09,429100,96.18
"2010-09-13",107.88,109.03,107.11,108.98,951400,97.88
"2010-09-14",108.3,110.14,107.53,109.46,866900,98.31
"2010-09-15",109.3,111.71,109.18,111.58,916000,100.22
"2010-09-16",111.31,111.58,110.35,110.51,721800,99.25
"2010-09-17",111.02,111.25,109.58,109.66,1285500,98.49
"2010-09-20",110.38,112.92,109.84,112.24,1045200,100.81
"2010-09-21",112.34,112.37,109.11,109.26,1083200,98.13
"2010-09-22",109.04,109.56,107.07,107.46,1340500,96.51
"2010-09-23",106.25,107.37,103.25,103.58,1520600,93.03
"2010-09-24",105.13,107.12,104.8,106.9,1063600,96.01
"2010-09-27",106.69,106.69,104.62,104.97,931700,94.28
"2010-09-28",105.25,105.99,103.18,105.85,905200,95.07
"2010-09-29",104.89,104.89,103.41,104,799100,94.2
"2010-09-30",104.61,106.17,103.5,103.93,1258600,94.14
"2010-10-01",105.21,105.32,103.17,105.13,938800,95.23
"2010-10-04",104.67,106.2,104.67,106,876800,96.01
"2010-10-05",106.73,106.84,105.43,106.57,1363100,96.53
"2010-10-06",106.41,106.7,104.28,104.53,1187700,94.68
"2010-10-07",105.15,105.45,104.19,104.51,727800,94.66
"2010-10-08",104.85,106.02,103.56,105.76,692100,95.8
"2010-10-11",105.72,107.5,105.67,106.97,601500,96.89
"2010-10-12",106.81,109.9,106.31,109.64,1145500,99.31
"2010-10-13",109.93,111.58,109.4,110.8,978000,100.36
"2010-10-14",110.8,110.8,109.01,109.87,751200,99.52
"2010-10-15",110.96,111,109.11,110.05,801400,99.68
"2010-10-18",109.95,112.43,109.91,112.4,709800,101.81
"2010-10-19",111.3,112.33,109,109.44,801300,99.13
"2010-10-20",109.89,114.11,109.89,112.67,968900,102.06
"2010-10-21",112.36,113.05,110.27,110.48,946000,100.07
"2010-10-22",110.9,111.48,109.65,110.08,729700,99.71
"2010-10-25",110.94,111.11,109.59,109.73,720200,99.39
"2010-10-26",109.25,109.98,108.68,109.36,607700,99.06
"2010-10-27",108.61,109.18,107.45,108.4,774600,98.19
"2010-10-28",108.79,109.69,104.85,105.8,893900,95.83
"2010-10-29",105.47,106.72,105.04,106.31,613700,96.29
"2010-11-01",106.72,108.19,105.94,106.89,696300,96.82
"2010-11-02",108.11,108.61,107.28,108.31,630900,98.11
"2010-11-03",108.08,110.23,107.55,110.16,840700,99.78
"2010-11-04",111.64,113.34,110.12,113.09,917200,102.44
"2010-11-05",113.24,115,111.94,113.33,851100,102.65
"2010-11-08",112.71,112.93,109.79,110.65,665800,100.23
"2010-11-09",111.16,111.16,105.29,106.05,1446100,96.06
"2010-11-10",106.72,109.36,106.5,109.19,778300,98.9
"2010-11-11",108.42,109.42,107.97,108.66,578400,98.42
"2010-11-12",107.84,109.77,107.82,108.83,748000,98.58
"2010-11-15",109.06,110.48,107.98,108.05,739200,97.87
"2010-11-16",107.23,107.99,103.52,104.55,1048200,94.7
"2010-11-17",104.84,107.1,104.18,106.48,813900,96.45
"2010-11-18",107.91,108.13,106.62,107.36,711500,97.25
"2010-11-19",106.95,109.09,106.44,109.06,770500,98.79
"2010-11-22",108.51,109.77,107.85,109.45,647700,99.14
"2010-11-23",108.15,108.99,107.72,108.5,612300,98.28
"2010-11-24",109.81,110.98,109.25,110.45,542100,100.04
"2010-11-26",109.51,110.41,109.24,109.9,160700,99.55
"2010-11-29",109.16,110.27,108.19,110.12,615300,99.75
"2010-11-30",108.88,111.36,108.88,110.33,1134100,99.94
"2010-12-01",111.81,112.21,110.05,111.7,1060500,101.18
"2010-12-02",111.89,113.51,111.74,113.41,988700,102.73
"2010-12-03",113.01,114.75,112.82,114.44,782100,103.66
"2010-12-06",114.16,114.84,112.59,114.4,662600,103.62
"2010-12-07",115.49,116.09,114.58,114.8,817400,103.98
"2010-12-08",114.67,115.35,110.82,111.74,874600,101.21
"2010-12-09",112.23,112.79,110.18,110.48,615000,100.07
"2010-12-10",111.19,113.86,110.71,113.12,582100,102.46
"2010-12-13",113.37,113.5,111.92,112.17,570500,101.6
"2010-12-14",111.96,112.82,109.98,110.4,486600,100
"2010-12-15",110.19,111.19,108.6,108.76,598000,98.51
"2010-12-16",109.07,109.62,107.32,107.77,846400,97.62
"2010-12-17",107.55,109.31,107.55,108.95,1054300,98.69
"2010-12-20",109.09,110.61,108.85,110.35,347600,99.95
"2010-12-21",110.82,111.42,109.72,111.2,498200,100.72
"2010-12-22",111.1,112.26,110.08,111.05,761200,100.59
"2010-12-23",111.15,111.6,110.15,110.66,420400,100.23
"2010-12-27",110.43,112.77,110.15,112.6,344500,101.99
"2010-12-28",111.86,113.1,111.01,112.98,412000,103.15
"2010-12-29",113.13,113.21,112.26,112.9,436400,103.08
"2010-12-30",112.41,113.7,112.2,113.02,388900,103.19
"2010-12-31",113.15,113.48,112.55,112.55,426900,102.76
"2011-01-03",113.27,114.36,113.08,113.81,761100,103.91
"2011-01-04",114.09,114.59,111.01,111.68,802200,101.97
"2011-01-05",111.33,112.29,111.04,111.99,537900,102.25
"2011-01-06",111.99,112.22,110.26,110.71,527600,101.08
"2011-01-07",111.02,111.52,109.01,109.51,515100,99.99
"2011-01-10",109.07,109.89,108.26,109.21,566200,99.71
"2011-01-11",109.12,110.05,108.21,109.16,472700,99.67
"2011-01-12",110.9,112.11,110.28,111.17,678700,101.5
"2011-01-13",111.16,111.5,110.3,111.45,511200,101.76
"2011-01-14",111.44,112.6,111.23,112.5,619600,102.72
"2011-01-18",112.67,113.46,111.5,113.27,519000,103.42
"2011-01-19",112.99,113.38,112.13,112.47,799400,102.69
"2011-01-20",112.37,113.23,111.31,112.23,784300,102.47
"2011-01-21",112.78,113.16,111.89,112.83,534400,103.02
"2011-01-24",112.95,113.82,112.31,113.06,452200,103.23
"2011-01-25",111.96,114.69,111.96,114.65,687200,104.68
"2011-01-26",114.76,115.65,113.51,115.54,633500,105.49
"2011-01-27",116.02,116.83,115.06,116.17,620900,106.07
"2011-01-28",116.35,116.81,113.43,113.78,513300,103.88
"2011-01-31",114.3,116.35,114.27,115.93,639100,105.85
"2011-02-01",116.58,116.84,113.88,115.53,592500,105.48
"2011-02-02",115.21,116.31,114.44,114.65,537400,104.68
"2011-02-03",114.82,116.99,114.69,115.46,804400,105.42
"2011-02-04",115.14,115.5,112.92,113.8,797300,103.9
"2011-02-07",114.02,115.04,113.79,114.75,557000,104.77
"2011-02-08",114.64,114.98,114.27,114.75,553600,104.77
"2011-02-09",114.75,115.17,114.09,115.05,457500,105.04
"2011-02-10",114.53,115.8,114.27,115.41,467900,105.37
"2011-02-11",115.08,116.22,113.95,116,501900,105.91
"2011-02-14",115.78,116.5,115.05,116.09,386700,105.99
"2011-02-15",114.86,116.5,114.86,116.08,372000,105.98
"2011-02-16",116.25,117.37,115.13,115.83,452800,105.76
"2011-02-17",116.36,116.65,115.37,115.69,376500,105.63
"2011-02-18",115.9,116.72,115.5,116.07,443500,105.98
"2011-02-22",115.07,116.7,114.91,115.13,612400,105.12
"2011-02-23",115.36,115.96,113.97,114.71,772700,104.73
"2011-02-24",114.43,115.23,113.47,114.69,1204000,104.72
"2011-02-25",115.38,118.11,115.14,118.11,1232500,107.84
"2011-02-28",118.41,121.36,117.82,121.03,1083700,110.5
"2011-03-01",121.11,121.65,116.95,117.1,915600,106.92
"2011-03-02",117.1,117.12,115.01,115.48,851000,105.44
"2011-03-03",116.62,117.57,116.2,117.44,678400,107.23
"2011-03-04",117.34,118.43,114.84,115.03,1213400,105.03
"2011-03-07",115.73,115.9,113.17,113.86,867200,103.96
"2011-03-08",114.45,115.85,114.28,114.97,744100,104.97
"2011-03-09",114.94,116.68,114.16,116.42,798600,106.29
"2011-03-10",115.03,115.95,114.56,115.24,696000,105.22
"2011-03-11",114.84,117.79,114.46,117.65,706300,107.42
"2011-03-14",116.72,117.32,115.5,115.91,494300,105.83
"2011-03-15",113.33,117.36,113,116.08,784900,105.98
"2011-03-16",116.13,116.13,114.36,115.37,943600,105.34
"2011-03-17",116.94,117.2,115.27,116.98,710000,106.81
"2011-03-18",118.28,118.57,117.06,117.45,910000,107.24
"2011-03-21",118.77,118.92,117.72,118.09,618000,107.82
"2011-03-22",118.2,118.65,116.74,117.21,537400,107.02
"2011-03-23",116.56,116.96,114.36,115.84,900200,105.77
"2011-03-24",116.33,116.96,114.97,116.94,721700,106.77
"2011-03-25",116.98,117.98,116.52,117.4,338500,107.19
"2011-03-28",117.68,118.09,116.85,117.65,513300,107.42
"2011-03-29",117.3,118.42,116.24,118.09,430000,107.82
"2011-03-30",118.05,118.3,117.06,118.2,525700,108.74
"2011-03-31",117.97,120.33,117.97,120.08,621400,110.47
"2011-04-01",120.85,121.39,120.03,120.86,595000,111.19
"2011-04-04",120.96,121.15,119.2,119.75,550100,110.17
"2011-04-05",119.58,120.85,119.29,119.96,380800,110.36
"2011-04-06",120.35,120.39,119.6,120.1,378900,110.49
"2011-04-07",119.74,120.18,118.91,119.3,599900,109.75
"2011-04-08",119.91,120,117.57,118.01,623300,108.57
"2011-04-11",118.38,119.56,118.21,118.42,468100,108.94
"2011-04-12",117.96,118.83,117.83,118.4,478800,108.93
"2011-04-13",119.73,119.73,118.53,119,639500,109.48
"2011-04-14",118.58,119.85,118.4,119.45,1525700,109.89
"2011-04-15",119.84,121.31,119.73,121.1,1082400,111.41
"2011-04-18",119.67,120.14,118.82,119.35,729900,109.8
"2011-04-19",119.41,120.15,118.92,119.88,544700,110.29
"2011-04-20",121.33,122.52,120.12,122.22,491100,112.44
"2011-04-21",122.31,123.19,121.43,122.99,399500,113.15
"2011-04-25",122.97,125.37,122.51,124.75,567000,114.77
"2011-04-26",125.2,126.36,124.57,125.84,489100,115.77
"2011-04-27",125.5,126.7,125.27,126.63,459300,116.5
"2011-04-28",126.6,130,126.03,128.47,1064600,118.19
"2011-04-29",128.76,128.99,126.4,126.61,956000,116.48
"2011-05-02",127.79,128.21,125.69,127.18,771200,117
"2011-05-03",127,128.24,125.43,127.07,625300,116.9
"2011-05-04",126.94,127.85,126.3,126.98,718700,116.82
"2011-05-05",126.96,129.08,126.17,127.8,639000,117.57
"2011-05-06",129.14,129.14,125.46,126.09,628200,116
"2011-05-09",126.16,127.23,125.29,126.7,410600,116.56
"2011-05-10",127.09,129.12,127.06,128.94,508500,118.62
"2011-05-11",129.14,129.14,127.62,128.27,761800,118.01
"2011-05-12",127.53,127.8,126.36,127.55,579000,117.34
"2011-05-13",127.83,127.83,126.43,126.93,621100,116.77
"2011-05-16",126.73,128.21,126.2,127.05,396300,116.88
"2011-05-17",126.74,127.68,126.27,127.68,514600,117.46
"2011-05-18",127.66,128.34,126.68,128,369100,117.76
"2011-05-19",128.35,129.35,127.84,129.06,359700,118.73
"2011-05-20",129,129.24,127.1,127.1,621100,116.93
"2011-05-23",125.61,126.56,124.92,125,767300,115
"2011-05-24",126.09,127.06,125.1,126.86,776100,116.71
"2011-05-25",126.56,128.08,125.42,127.43,388800,117.23
"2011-05-26",126.83,129.85,126.64,129.47,555400,119.11
"2011-05-27",129.93,130,128.58,130,408300,119.6
"2011-05-31",130.55,133.1,129.88,133.07,1239400,122.42
"2011-06-01",132.46,132.72,129.67,129.72,813400,119.34
"2011-06-02",129.98,131.1,128.56,128.76,736900,118.46
"2011-06-03",127.78,131.83,127.51,131.24,839100,120.74
"2011-06-06",130.58,131.27,129.73,129.97,806400,119.57
"2011-06-07",130.99,133.84,130.81,132.28,1010600,121.7
"2011-06-08",131.9,133.51,131.54,132.62,887600,122.01
"2011-06-09",132.77,132.88,131.01,132.63,883700,122.02
"2011-06-10",132.14,132.54,129.82,130,981300,119.6
"2011-06-13",131,131.52,130.03,131,992300,120.52
"2011-06-14",131.76,132.71,131.28,132.66,1047400,122.05
"2011-06-15",131.56,132,129.43,130.3,981200,119.87
"2011-06-16",130.3,130.6,127,128.73,1565300,118.43
"2011-06-17",129.85,130.12,128.34,129.08,1332400,118.75
"2011-06-20",128.92,132.18,128.92,131.74,896900,121.2
"2011-06-21",132,132.78,130.98,131.77,686000,121.23
"2011-06-22",131.36,132.96,131.23,131.49,878800,120.97
"2011-06-23",129.91,130,126.45,127.61,1524800,117.4
"2011-06-24",127.72,128.89,126.74,127.5,1191000,117.3
"2011-06-27",127.82,128.17,127.09,127.56,739900,117.35
"2011-06-28",127.67,128.13,126.42,127.35,833800,117.99
"2011-06-29",128,128.35,127.13,127.85,920100,118.45
"2011-06-30",128.34,128.97,127.75,128.4,1006000,118.96
"2011-07-01",128.81,132.9,128.42,132.56,857400,122.81
"2011-07-05",132.24,134.55,131.79,134.39,716000,124.51
"2011-07-06",133.49,135.59,132.91,135.54,746300,125.57
"2011-07-07",136,137.85,135.83,137.54,949300,127.43
"2011-07-08",136.14,137.46,135.29,137.33,795000,127.23
"2011-07-11",135.77,136.32,134.24,134.51,798900,124.62
"2011-07-12",134.2,137.23,133.99,134.88,1258700,124.96
"2011-07-13",135.76,135.76,132,132.13,1756900,122.41
"2011-07-14",132.86,132.92,130.47,130.91,879200,121.28
"2011-07-15",131.43,132.95,130.72,132.71,710300,122.95
"2011-07-18",132.26,132.54,130.93,132.3,642400,122.57
"2011-07-19",133.19,135.39,132.51,135.39,655200,125.44
"2011-07-20",135.47,137.73,134.75,137.71,755100,127.58
"2011-07-21",138.32,139.91,137.84,139.03,807100,128.81
"2011-07-22",139.02,139.56,138.21,139.51,552700,129.25
"2011-07-25",137.45,138.95,137.18,138.01,574900,127.86
"2011-07-26",138,138.35,137.22,137.62,540100,127.5
"2011-07-27",137.27,137.67,134.3,134.36,760900,124.48
"2011-07-28",131.15,134.78,131.01,132.98,866100,123.2
"2011-07-29",132.35,134.71,130.91,134.19,1132000,124.32
"2011-08-01",135.71,135.79,132.24,132.84,1070600,123.07
"2011-08-02",132.36,133.57,129.17,129.39,880200,119.88
"2011-08-03",129.7,129.97,125.06,128.3,1219900,118.87
"2011-08-04",126.8,127.86,123.58,123.65,1590900,114.56
"2011-08-05",125.14,125.14,120.5,121.46,1518200,112.53
"2011-08-08",119.32,121.01,115.91,116.35,2997700,107.8
"2011-08-09",118.27,125.71,117.4,125.57,3101200,116.34
"2011-08-10",122.63,131.68,122.59,125.67,3243400,116.43
"2011-08-11",126.3,133.31,125.54,131.09,1550700,121.45
"2011-08-12",132.24,134.14,128.77,129.3,1057200,119.79
"2011-08-15",130.16,132.79,129.98,132.4,1331500,122.67
"2011-08-16",131.15,133.95,130.23,132.89,1078400,123.12
"2011-08-17",133.62,135.22,132.41,133.5,732900,123.68
"2011-08-18",125.78,128.58,125.26,128.18,5223300,118.76
"2011-08-19",127.82,128.73,124.95,125.5,1934600,116.27
"2011-08-22",127.82,128,124.59,126.57,1342500,117.26
"2011-08-23",126.65,128.95,125.63,128.88,990300,119.4
"2011-08-24",128.43,131.24,127.4,131.07,1170300,121.43
"2011-08-25",132.08,133.81,127.23,128.65,1027300,119.19
"2011-08-26",127.73,130.6,124.62,130.59,915300,120.99
"2011-08-29",132.04,133.8,131.59,133.69,895800,123.86
"2011-08-30",134.13,135.61,131.17,134.8,925800,124.89
"2011-08-31",136.17,136.95,134.6,136.38,1601800,126.35
"2011-09-01",136.42,136.66,134,134.56,1255100,124.67
"2011-09-02",131.59,135.2,130.6,134.36,1293200,124.48
"2011-09-06",130.65,135.26,130.65,133.32,1679000,123.52
"2011-09-07",134.22,136.69,132.31,136.44,1305900,126.41
"2011-09-08",135.99,137.93,135.13,136.64,851200,126.59
"2011-09-09",135.02,136.12,131.74,132.32,893000,122.59
"2011-09-12",130.68,133.74,130.68,133.72,892300,123.89
"2011-09-13",134.5,134.71,131.99,133.26,928300,123.46
"2011-09-14",133.77,133.89,129.53,130.4,1736900,120.81
"2011-09-15",131.23,131.54,129.15,130.14,1138700,120.57
"2011-09-16",130.64,131.24,127.66,130.18,1888000,120.61
"2011-09-19",128.3,128.34,126.22,126.29,1470100,117
"2011-09-20",127,127.71,125.84,126.12,739500,116.85
"2011-09-21",125.31,126.76,118.53,118.75,2283800,110.02
"2011-09-22",115.67,117.62,113.25,115.28,2295900,106.8
"2011-09-23",114.51,117.55,114.27,117.35,1278300,108.72
"2011-09-26",118.4,118.76,116.29,118.53,1080300,109.81
"2011-09-27",120.65,121.52,119.54,120.25,1616200,111.41
"2011-09-28",118.89,120.48,116.71,117.06,1311400,109.26
"2011-09-29",119.3,119.32,116.61,118.4,793300,110.52
"2011-09-30",116.84,118.44,114.01,114.05,1034600,106.45
"2011-10-03",114.3,116.69,110.74,110.78,1384800,103.4
"2011-10-04",109.4,117.41,107.54,116.99,1300000,109.2
"2011-10-05",116.67,116.8,110,115.55,1174300,107.85
"2011-10-06",114.88,118.95,114.19,118.86,1046600,110.94
"2011-10-07",120.08,120.55,115.74,115.97,1118000,108.25
"2011-10-10",117.95,121.22,117.72,121.1,1159900,113.04
"2011-10-11",122.07,122.07,117.78,118.5,766600,110.61
"2011-10-12",119.32,121.98,118.22,120.11,940800,112.11
"2011-10-13",119.43,120.25,117.33,119.13,678100,111.2
"2011-10-14",120.83,122.23,119.94,121.83,663100,113.72
"2011-10-17",120.31,120.66,116.91,117.22,992200,109.41
"2011-10-18",117.46,121.05,116.86,120.73,1219600,112.69
"2011-10-19",120.2,122.4,120.04,120.83,974900,112.78
"2011-10-20",121.17,121.69,118.34,120.49,912300,112.47
"2011-10-21",121.72,124.5,121.24,124.45,864000,116.16
"2011-10-24",124.61,128.06,124.1,127.1,820100,118.64
"2011-10-25",126.02,128.12,124.81,127.03,1292900,118.57
"2011-10-26",128.26,128.43,125.51,128.04,1074400,119.51
"2011-10-27",130.61,136.4,130.28,135.64,1199100,126.61
"2011-10-28",134.4,135.41,130.94,133.09,930900,124.23
"2011-10-31",132.19,134.49,129.62,133.69,1071900,124.79
"2011-11-01",126.05,130.27,125.14,125.43,1790100,117.08
"2011-11-02",128.18,129.4,126.27,128.97,862200,120.38
"2011-11-03",129.71,129.71,125.1,129.04,1022900,120.45
"2011-11-04",127.18,130.42,126.77,130.32,1228400,121.64
"2011-11-07",130.36,132.23,128.27,130.3,573700,121.62
"2011-11-08",130.94,131.43,127.07,131.25,724700,122.51
"2011-11-09",127.95,129.22,124.48,124.92,799200,116.6
"2011-11-10",127.01,127.01,124.38,125.13,608500,116.8
"2011-11-11",126.59,129.51,125.87,129.32,474700,120.71
"2011-11-14",128.23,128.69,126.43,126.69,493900,118.25
"2011-11-15",126.32,128.75,126,127.93,531500,119.41
"2011-11-16",127.24,127.92,125.54,125.65,755800,117.28
"2011-11-17",125.4,125.4,121.57,122.29,975900,114.15
"2011-11-18",123.26,123.36,121.39,123.24,743700,115.03
"2011-11-21",121.19,121.67,119,120.66,884300,112.62
"2011-11-22",120.61,121.64,119.38,119.45,469100,111.5
"2011-11-23",118.52,119.03,116.58,116.95,747400,109.16
"2011-11-25",116.76,120.27,116.25,118.1,264300,110.24
"2011-11-28",121.8,122.39,118.12,119.42,812600,111.47
"2011-11-29",119.96,120.35,117.97,118.81,528400,110.9
"2011-11-30",122.08,125.09,120.95,124.85,1125800,116.54
"2011-12-01",124.4,124.76,122.13,123.89,717200,115.64
"2011-12-02",125.24,126.54,123.66,124.01,483200,115.75
"2011-12-05",125.76,125.76,122.34,123.06,814000,114.86
"2011-12-06",122.97,123.22,121.73,122.58,351300,114.42
"2011-12-07",122.06,125.04,121.63,124.75,442000,116.44
"2011-12-08",124.13,124.63,121.6,121.96,447000,113.84
"2011-12-09",122.43,126.68,121.6,125.64,720200,117.27
"2011-12-12",124.56,124.56,122.26,123.07,768100,114.87
"2011-12-13",123.57,125.12,121.93,122.72,472400,114.55
"2011-12-14",122,126.69,122,125.25,832600,116.91
"2011-12-15",126.63,128.94,125.9,128.49,784900,119.93
"2011-12-16",129.36,131.55,128.52,128.96,1121500,120.37
"2011-12-19",129.42,129.43,126.87,127.07,882400,118.61
"2011-12-20",128.9,129.86,128.41,129.46,757600,120.84
"2011-12-21",130.17,130.17,128.17,128.93,779200,120.34
"2011-12-22",129.32,132.5,129.14,131.83,929400,123.05
"2011-12-23",132.73,132.8,130.81,131.95,790600,123.16
"2011-12-27",131.88,133.38,131,132.56,341000,123.73
"2011-12-28",131.26,131.61,129.74,130,451700,122.17
"2011-12-29",130.33,131.48,130,131.14,417600,123.24
"2011-12-30",131.2,132.37,130.58,130.6,305800,122.73
"2012-01-03",133.94,133.94,128.99,130.04,637500,122.2
"2012-01-04",128.65,129.44,127.26,127.48,683000,119.8
"2012-01-05",127.23,130.16,126.76,129.83,600700,122.01
"2012-01-06",130.22,130.7,127.93,128.2,721900,120.47
"2012-01-09",128.27,128.94,126.72,126.95,577400,119.3
"2012-01-10",128.24,129.23,127.61,128.11,829100,120.39
"2012-01-11",127.75,128.17,126.37,127.53,700300,119.84
"2012-01-12",126.98,126.98,123.79,124.26,902800,116.77
"2012-01-13",124.61,126.82,123.71,126.49,1298500,118.87
"2012-01-17",127.33,130.21,127.31,128.73,916000,120.97
"2012-01-18",128.82,130.85,127.74,127.98,880300,120.27
"2012-01-19",128.45,128.75,126.92,127.09,960100,119.43
"2012-01-20",127.09,128.22,126.17,127.82,870800,120.12
"2012-01-23",127.16,129.97,127.16,129.73,651000,121.91
"2012-01-24",128.17,131.38,128.17,131.13,816300,123.23
"2012-01-25",130.71,133.95,130.62,133.81,800100,125.75
"2012-01-26",133.61,136.1,133.61,134.89,721500,126.76
"2012-01-27",134.53,135.92,133.65,135.42,677600,127.26
"2012-01-30",135.1,135.1,133.25,134.88,708300,126.75
"2012-01-31",134.75,136.12,134.51,136.01,1137200,127.81
"2012-02-01",137.04,138.2,135.24,136.92,778200,128.67
"2012-02-02",135.98,138.28,133.73,138.24,1638100,129.91
"2012-02-03",139.55,139.98,137.86,139.82,995000,131.39
"2012-02-06",139.21,139.34,137.48,138.18,610000,129.85
"2012-02-07",137.22,138.4,136.88,136.99,692400,128.73
"2012-02-08",137.3,137.69,135.18,135.81,708300,127.63
"2012-02-09",135.68,136.15,134.22,134.37,621100,126.27
"2012-02-10",133.58,135.34,133.58,134.45,720200,126.35
"2012-02-13",135.63,136.14,134.86,135.33,401100,127.17
"2012-02-14",134.75,134.98,132.03,132.75,607100,124.75
"2012-02-15",133.05,133.25,131.65,132.45,667800,124.47
"2012-02-16",132.2,133.35,132.13,132.95,549700,124.94
"2012-02-17",133.48,134.45,132.51,134.03,630200,125.95
"2012-02-21",134.23,134.7,130.43,130.88,666700,122.99
"2012-02-22",129.64,131.95,129.62,129.87,567000,122.04
"2012-02-23",129.81,130.75,129.65,130.06,820300,122.22
"2012-02-24",131.11,133.48,130.43,133,977100,124.98
"2012-02-27",132.29,132.96,131.1,132.63,444700,124.64
"2012-02-28",133.01,133.27,130.73,130.96,762200,123.07
"2012-02-29",131.05,131.94,129.51,129.67,1269100,121.86
"2012-03-01",129.27,131.26,129.27,131.09,658300,123.19
"2012-03-02",131.01,132.46,130.66,132.22,560400,124.25
"2012-03-05",132.09,135.17,131.77,134.9,620300,126.77
"2012-03-06",133.82,135.16,133.27,133.55,816000,125.5
"2012-03-07",133.85,134.67,132.39,134.56,654100,126.45
"2012-03-08",134.99,135.13,133.39,134,751000,125.92
"2012-03-09",134.76,137.98,134.7,137.8,1338200,129.5
"2012-03-12",137.79,139.6,137.68,138.76,1367900,130.4
"2012-03-13",139.79,140.61,138.49,140.39,998100,131.93
"2012-03-14",140.11,140.57,137.72,138.82,694000,130.45
"2012-03-15",139.16,139.16,136.75,137.41,669200,129.13
"2012-03-16",137.38,138.52,137.37,138.48,819100,130.13
"2012-03-19",138.38,140.09,137.47,139.39,626100,130.99
"2012-03-20",138.83,139.6,138.25,138.49,628200,130.14
"2012-03-21",138.59,138.59,136.7,137.27,721400,129
"2012-03-22",136.23,136.23,134.23,135.54,599800,127.37
"2012-03-23",135.45,138.17,135.28,137.09,805700,128.83
"2012-03-26",138.32,139.19,138.06,138.89,455400,130.52
"2012-03-27",138.97,140.27,138.75,139.2,575900,130.81
"2012-03-28",138.53,138.53,136.48,138,514400,130.59
"2012-03-29",136.58,138.94,136.58,138.66,511200,131.22
"2012-03-30",139.16,141.69,139.12,141.35,1037600,133.76
"2012-04-02",141.36,141.66,140.25,141.43,551700,133.84
"2012-04-03",141.19,142,140.62,141.57,498700,133.97
"2012-04-04",140.76,140.84,139.4,139.98,408000,132.47
"2012-04-05",139.41,140.3,139.05,139.72,284900,132.22
"2012-04-09",138.14,139.59,137.32,138.94,417900,131.48
"2012-04-10",139.13,139.43,135.73,136.39,820300,129.07
"2012-04-11",137.79,138.28,136.87,137.34,494900,129.97
"2012-04-12",137.69,139.88,137.22,139.66,602400,132.16
"2012-04-13",138.72,141.4,138.07,140.15,689500,132.63
"2012-04-16",141.21,143.2,140.62,142.1,726200,134.47
"2012-04-17",142.62,142.92,140.98,142.32,638200,134.68
