"","FDX.Open","FDX.High","FDX.Low","FDX.Close","FDX.Volume","FDX.Adjusted"
"2012-03-26",93.15,93.29,92.24,92.77,3102700,91.73
"2012-03-27",92.92,93.18,91.89,91.9,2429600,90.87
"2012-03-28",92.13,92.23,90.51,91.49,2569800,90.47
"2012-03-29",90.7,91.87,89.9,91.74,2118500,90.71
"2012-03-30",92.08,92.31,91.04,91.96,1684200,90.93
"2012-04-02",92.04,92.85,91.5,92.19,1658300,91.16
"2012-04-03",91.97,92.28,90.56,91.49,1825100,90.47
"2012-04-04",90.85,91.08,90.12,90.64,1457900,89.62
"2012-04-05",90.27,90.62,90.03,90.39,1230700,89.38
"2012-04-09",88.9,89.27,88.16,88.47,2118200,87.48
"2012-04-10",88.15,88.3,86.42,86.63,2575300,85.66
"2012-04-11",87.81,88.5,87.58,87.91,2360400,86.93
"2012-04-12",88.06,90.35,88.04,89.84,2631700,88.83
"2012-04-13",89.23,89.78,88,88.03,2058900,87.04
"2012-04-16",88.57,88.9,87.74,88.18,1550400,87.19
"2012-04-17",89,90.77,88.74,90.46,2306000,89.45
"2012-04-18",90.25,90.85,89.85,90.39,1371600,89.38
"2012-04-19",90.42,90.69,88.7,89.39,2058400,88.39
"2012-04-20",89.52,90.13,88.97,89.67,2421700,88.67
"2012-04-23",88.65,88.75,87.56,88.11,1876200,87.12
"2012-04-24",88.56,89.19,88.15,88.94,1257200,87.94
"2012-04-25",89.33,89.83,87.7,88.22,1788000,87.23
"2012-04-26",87.29,87.73,86.2,87.55,2988900,86.57
"2012-04-27",88.1,88.48,87,88.24,1698900,87.25
"2012-04-30",88.29,88.75,87.83,88.24,1243800,87.25
"2012-05-01",88.14,89.83,87.57,89.04,1385200,88.04
"2012-05-02",88.75,89.57,88.47,89.35,943200,88.35
"2012-05-03",89.15,89.75,88.75,88.86,2199300,87.86
"2012-05-04",89.02,89.66,88.2,89.3,2839900,88.3
"2012-05-07",88.24,90.12,88.11,89.37,1797100,88.37
"2012-05-08",88.72,89.03,87.82,88.96,2156300,87.96
"2012-05-09",87.76,87.8,86.67,87.13,2547100,86.15
"2012-05-10",87.51,88.59,86.47,86.65,1714700,85.68
"2012-05-11",86.17,88.06,86.17,87.8,1628800,86.82
"2012-05-14",86.83,88.33,86.8,87.78,1578300,86.8
"2012-05-15",87.75,88.84,87.38,87.81,1976500,86.83
"2012-05-16",88.38,89.5,87.79,87.89,1609500,86.91
"2012-05-17",87.92,88.46,86.68,86.77,3414200,85.8
"2012-05-18",87.26,87.35,84.86,85.07,2555400,84.12
"2012-05-21",85.01,86.9,84.9,86.7,1547900,85.73
"2012-05-22",86.9,87.79,86.32,86.85,1730600,85.88
"2012-05-23",86.1,88.9,85.82,88.74,2152500,87.75
"2012-05-24",88.84,90.4,88.74,90.02,2244100,89.01
"2012-05-25",90.24,90.5,88.68,89.28,1301700,88.28
"2012-05-29",89.67,91.43,89.51,90.98,1565600,89.96
"2012-05-30",89.44,90.24,88.65,88.93,1649400,87.93
"2012-05-31",88.8,89.96,87.62,89.14,1619700,88.14
"2012-06-01",87.22,87.55,85.09,85.25,3163500,84.3
"2012-06-04",85.19,85.99,84.52,85.2,1956800,84.25
"2012-06-05",85.1,85.69,83.8,84.34,2227900,83.4
"2012-06-06",85,86.83,84.91,86.83,2402800,85.86
"2012-06-07",88.02,88.36,86,86.1,2643400,85.14
"2012-06-08",86.45,87.63,86,87.57,1760300,86.59
"2012-06-11",88.17,88.35,86.12,86.28,2126500,85.31
"2012-06-12",86.47,87.83,85.97,87.69,1783300,86.71
"2012-06-13",87.09,87.41,85.57,86.19,3332300,85.22
"2012-06-14",86.53,87.44,85.99,86.84,2333700,86.01
"2012-06-15",87.35,87.67,86.54,87.63,2093600,86.79
"2012-06-18",87.4,88.99,87.16,88.51,2619200,87.66
"2012-06-19",87.02,91.95,86.79,91.01,4691900,90.14
"2012-06-20",90.64,92.31,90.31,91.34,3132200,90.46
"2012-06-21",91.76,92.16,90.55,90.63,2893600,89.76
"2012-06-22",91.26,91.26,89.83,90.54,2713300,89.67
"2012-06-25",89.57,89.63,87.82,88.81,1933400,87.96
"2012-06-26",88.83,89.02,87.18,87.55,2202800,86.71
"2012-06-27",87.6,88.21,87.13,87.9,1836500,87.06
"2012-06-28",87.42,88.9,87.31,88.79,1432300,87.94
"2012-06-29",90.29,91.61,89.68,91.61,2078200,90.73
"2012-07-02",91.59,91.87,89.55,91.54,1833700,90.66
"2012-07-03",91.44,92.8,91.13,92.6,1033100,91.71
"2012-07-05",91.91,92.57,91.4,92.11,1398500,91.23
"2012-07-06",91.25,91.99,90.5,91.28,1310300,90.4
"2012-07-09",91.07,91.76,90.65,91.13,1162900,90.26
"2012-07-10",90.99,91.98,89.92,90.48,1668100,89.61
"2012-07-11",90.31,90.98,89.98,90.61,1637900,89.74
"2012-07-12",90,90.1,88.93,89.5,2173600,88.64
"2012-07-13",89.63,92.57,89.63,92.35,1847300,91.46
"2012-07-16",92.07,92.29,91.42,91.92,1210500,91.04
"2012-07-17",92.09,92.09,90.21,91.25,2011900,90.37
"2012-07-18",91.08,93,90.91,92.72,1322200,91.83
"2012-07-19",92.79,93.17,92.53,92.79,1289300,91.9
"2012-07-20",92.08,92.29,89.98,90.08,2135900,89.22
"2012-07-23",88.69,89.56,88.4,89.26,1476500,88.4
"2012-07-24",88.16,88.47,86.22,87.67,3751500,86.83
"2012-07-25",87.96,88.05,86.84,87.23,2105300,86.39
"2012-07-26",88.74,89.34,88.2,88.55,1893600,87.7
"2012-07-27",89.51,91.81,88.95,90.89,2397900,90.02
"2012-07-30",90.52,91.17,90.33,90.99,1396900,90.12
"2012-07-31",90.95,91.21,90.29,90.3,1760700,89.43
"2012-08-01",90.66,90.8,88.4,88.85,1725100,88
"2012-08-02",87.71,88.35,87.04,87.92,1901200,87.08
"2012-08-03",89.04,90.21,89.02,89.82,1623400,88.96
"2012-08-06",90.33,90.8,89.86,90.12,906600,89.26
"2012-08-07",90.68,90.68,89.39,89.82,1411700,88.96
"2012-08-08",89.5,89.53,88.7,89.31,1345800,88.45
"2012-08-09",89.3,89.46,88.5,88.66,1481500,87.81
"2012-08-10",88.05,88.38,87.23,87.8,2222900,86.96
"2012-08-13",87.69,88.34,87.04,87.77,1334200,86.93
"2012-08-14",87.92,88.33,87.4,87.58,1551400,86.74
"2012-08-15",87.73,89.78,87.59,89.55,2490900,88.69
"2012-08-16",89.48,90.11,88.92,89.74,1935900,88.88
"2012-08-17",89.95,90.46,89.75,90,1679500,89.14
"2012-08-20",89.64,90.1,89.32,89.98,1817600,89.12
"2012-08-21",90.02,91.12,89.78,90.31,1944300,89.44
"2012-08-22",90.01,90.33,89.43,89.54,1415300,88.68
"2012-08-23",89.54,89.75,88.46,88.86,1049500,88.01
"2012-08-24",88.53,89.38,88.18,89.07,948400,88.22
"2012-08-27",89.18,89.26,87.82,88,1102300,87.16
"2012-08-28",87.9,88.08,86.87,87.46,2002100,86.62
"2012-08-29",87.37,87.92,87.18,87.63,1516300,86.79
"2012-08-30",87.5,87.65,86.88,87.19,1811600,86.35
"2012-08-31",87.7,87.97,87.16,87.63,1484400,86.79
"2012-09-04",87.37,88.11,86.87,87.54,1982400,86.7
"2012-09-05",85.6,87.17,85.31,85.8,5980600,84.98
"2012-09-06",85.87,87.64,85.87,87.54,2692900,86.84
"2012-09-07",87.5,87.58,87.02,87.38,1530900,86.68
"2012-09-10",87.19,88.27,87.11,87.96,2305000,87.26
"2012-09-11",88.21,89.09,88.1,88.7,2089200,87.99
"2012-09-12",88.98,89.13,88.4,89.08,1421800,88.37
"2012-09-13",89.01,90.92,88.23,90.36,2144400,89.64
"2012-09-14",90.1,90.74,89.81,90.15,2294200,89.43
"2012-09-17",89.71,90.09,88.92,89.28,2381300,88.57
"2012-09-18",86.95,88.33,86.36,86.55,6413300,85.86
"2012-09-19",86.51,87.08,85.9,86.9,4024500,86.21
"2012-09-20",86.3,86.58,84.9,85.17,4071400,84.49
"2012-09-21",85.89,85.89,84.15,84.39,5200800,83.72
"2012-09-24",84,85.5,83.92,85.16,2831600,84.48
"2012-09-25",85.59,85.85,84.53,84.54,2829800,83.87
"2012-09-26",84.27,84.95,83.98,84.39,2369300,83.72
"2012-09-27",84.96,85.8,84.56,85.77,2500100,85.09
"2012-09-28",85.38,85.47,84.17,84.62,2408000,83.95
"2012-10-01",84.93,85.94,84.53,85.02,2037100,84.34
"2012-10-02",85.18,85.81,84.21,84.5,1683300,83.83
"2012-10-03",84.8,85.88,84.4,85.62,1726300,84.94
"2012-10-04",85.92,86.62,85.61,86.53,2060200,85.84
"2012-10-05",86.85,87.48,86.39,86.47,2734400,85.78
"2012-10-08",86.34,86.82,85.9,86.37,1611000,85.68
"2012-10-09",86.53,86.78,85.55,85.58,2013100,84.9
"2012-10-10",88.31,90.93,88.19,89.99,8995100,89.27
"2012-10-11",91.7,92.5,90,90,4171000,89.28
"2012-10-12",90.28,91.09,90.01,90.4,2629900,89.68
"2012-10-15",90.51,91.2,90.21,90.65,2526800,89.93
"2012-10-16",91,91.96,90.28,91.92,2602000,91.19
"2012-10-17",91.99,93.09,91.83,92.95,2378500,92.21
"2012-10-18",92.49,94.26,92.49,93.49,2346200,92.74
"2012-10-19",93.24,93.45,91.48,92.11,2474300,91.38
"2012-10-22",92.12,92.25,90.86,91.48,1678400,90.75
"2012-10-23",91.55,92.1,91.02,91.79,2192400,91.06
"2012-10-24",92.11,92.11,90.65,90.83,1447600,90.11
"2012-10-25",91.18,91.72,90.07,91.12,1532200,90.39
"2012-10-26",90.79,91.56,90.14,90.69,1639000,89.97
"2012-10-31",90.94,92.11,90.62,91.99,1844400,91.26
"2012-11-01",91.54,93.2,91.54,93.01,1738000,92.27
"2012-11-02",93.37,93.98,92.37,92.64,1384100,91.9
"2012-11-05",92.47,92.94,92.14,92.84,1066800,92.1
"2012-11-06",92.89,93.79,92.55,93.39,1349000,92.65
"2012-11-07",92.71,92.73,91,91.51,1575700,90.78
"2012-11-08",91.41,91.74,90,90.03,1461300,89.31
"2012-11-09",89.95,90.41,89.32,89.73,1938700,89.01
"2012-11-12",89.73,90.58,89.58,90.08,1347700,89.36
"2012-11-13",89.67,91.5,89.25,90.46,1682000,89.74
"2012-11-14",90.49,90.66,86.94,87.12,2591500,86.43
"2012-11-15",87.12,87.77,85.93,86.54,2410400,85.85
"2012-11-16",86.23,86.74,85.15,86.13,2142600,85.44
"2012-11-19",87.05,87.39,85.8,87,1984300,86.45
"2012-11-20",87.25,87.84,86.81,87.35,1803500,86.79
"2012-11-21",87.9,88.06,87.22,87.65,1550300,87.09
"2012-11-23",87.8,87.95,86.85,87.73,850500,87.17
"2012-11-26",87.12,88.48,87.12,88.46,1721000,87.9
"2012-11-27",88.79,89.66,88.42,88.7,2421700,88.14
"2012-11-28",88.32,89.52,87.94,89.49,2049600,88.92
"2012-11-29",89.97,91.16,89.81,90.8,2623100,90.22
"2012-11-30",90.85,90.94,89.04,89.53,2029700,88.96
"2012-12-03",89.98,89.98,87.99,88.13,1845700,87.57
"2012-12-04",88.15,89.07,88.02,88.39,1488400,87.83
"2012-12-05",88.56,89.93,88.07,89.43,1837000,88.86
"2012-12-06",89.3,89.5,88.65,89.26,1078000,88.69
"2012-12-07",89.54,89.91,88.8,89.36,1108600,88.79
"2012-12-10",89.39,90.59,89.22,90.53,1406900,89.95
"2012-12-11",90.65,91.49,89.69,90.25,2276300,89.68
"2012-12-12",89.09,90.53,89.02,89.71,2113400,89.14
"2012-12-13",89.58,90.5,89.29,89.71,1699000,89.14
"2012-12-14",89.76,90.93,89.35,90.09,1813500,89.52
"2012-12-17",90.4,91.15,90.36,91.02,1832000,90.44
"2012-12-18",90.89,93.21,90.41,92.36,3130100,91.77
"2012-12-19",93.12,95.44,93.05,93.2,5324300,92.61
"2012-12-20",93,93.63,91.54,93.27,4270900,92.68
"2012-12-21",92.07,93.29,91.84,92.74,2912600,92.15
"2012-12-24",92.71,92.8,91.94,92.14,607300,91.55
"2012-12-26",92.34,92.97,91.74,92.07,904700,91.48
"2012-12-27",91.96,91.97,90.15,91.5,1580300,90.92
"2012-12-28",91,91.48,90.35,90.39,981300,89.82
"2012-12-31",90.33,91.8,90.05,91.72,1451700,91.14
"2013-01-02",93.46,95.19,93.37,94.25,2020100,93.65
"2013-01-03",94.12,95.17,94.12,94.6,1723800,94
"2013-01-04",94.8,95.05,94.36,94.91,1500600,94.31
"2013-01-07",94.41,94.75,94.25,94.72,1148600,94.12
"2013-01-08",94.42,95.54,94.16,95.11,2177600,94.51
"2013-01-09",95.04,96.91,94.78,96.77,2345100,96.15
"2013-01-10",97.34,97.7,96.66,97.7,2009700,97.08
"2013-01-11",97.55,97.78,97.11,97.4,1272400,96.78
"2013-01-14",97.36,98.74,97.21,98.42,2253600,97.79
"2013-01-15",98.12,98.79,97.74,98.67,1655900,98.04
"2013-01-16",98.49,99.62,98.49,99.54,2061200,98.91
"2013-01-17",99.93,100.57,99.42,99.93,2312800,99.29
"2013-01-18",100,100.18,98.41,99.82,2320600,99.19
"2013-01-22",99.54,100.7,99.41,100.6,1515900,99.96
"2013-01-23",100.29,100.55,99.26,99.64,1486000,99.01
"2013-01-24",100,102.61,99.93,101.73,2702300,101.08
"2013-01-25",101.77,102.86,101.21,102.57,2081000,101.92
"2013-01-28",102.84,103.14,102.17,103.01,1934800,102.35
"2013-01-29",102.64,103.11,102.19,102.5,1649400,101.85
"2013-01-30",102.02,102.14,101.06,101.37,2373000,100.73
"2013-01-31",100.97,101.86,100.68,101.45,2306200,100.8
"2013-02-01",101.89,102.94,101.45,102.76,2667400,102.11
"2013-02-04",102.44,104.1,102.44,103.39,3306900,102.73
"2013-02-05",103.71,105.19,103.21,105.07,2772400,104.4
"2013-02-06",104.64,106.27,104.57,106.17,3476400,105.49
"2013-02-07",106.52,107,105.88,106.98,4063400,106.3
"2013-02-08",106.8,107.5,106.23,106.41,2101500,105.73
"2013-02-11",106.01,106.37,105.48,106.01,1746100,105.34
"2013-02-12",106.09,106.48,105.58,106.12,2044600,105.45
"2013-02-13",106.12,106.64,105.56,106.16,1739900,105.48
"2013-02-14",105.85,106.86,105.44,106.56,1660600,105.88
"2013-02-15",106.9,107.45,106.19,106.42,1594900,105.74
"2013-02-19",106.61,107.39,106.41,107.33,1093900,106.65
"2013-02-20",107.39,107.39,105.59,105.69,1472200,105.02
"2013-02-21",105.35,106.08,104.25,104.88,1730900,104.21
"2013-02-22",105.13,105.82,104.88,105.82,899500,105.15
"2013-02-25",106.33,107,103.1,103.11,1592900,102.45
"2013-02-26",103.68,103.95,102.72,103.16,2718500,102.5
"2013-02-27",102.7,106.12,102.33,105.74,2261100,105.07
"2013-02-28",105.57,106.08,104.83,105.43,1691400,104.76
"2013-03-01",105.11,106.06,104.31,105.38,1449100,104.71
"2013-03-04",105.28,105.88,104.6,105.8,940500,105.13
"2013-03-05",106.83,109.11,106.75,107.91,1818400,107.22
"2013-03-06",109.08,109.48,107.77,108.04,1716700,107.35
"2013-03-07",107.81,108,106.59,106.96,1746500,106.42
"2013-03-08",107.59,107.95,107.02,107.8,1195600,107.25
"2013-03-11",107.69,109.66,106.27,107.41,1372700,106.87
"2013-03-12",107.48,107.68,106,106.43,1268500,105.89
"2013-03-13",106.53,108.2,106.48,107.87,1412300,107.32
"2013-03-14",108.01,108.84,107.84,108.84,1450000,108.29
"2013-03-15",108.62,109.12,108.04,109.07,2096500,108.52
"2013-03-18",107.83,108.41,106.85,107.29,1784700,106.75
"2013-03-19",107.4,107.98,106,106.46,2651700,105.92
"2013-03-20",102,102.5,98.82,99.13,11579100,98.63
"2013-03-21",98.78,98.99,95.3,96.5,9159800,96.01
"2013-03-22",97.02,98.9,96.99,98.48,5379400,97.98
"2013-03-25",98.51,98.66,96.08,97.02,2910300,96.53
"2013-03-26",97.33,98.32,97.16,97.72,2532800,97.22
"2013-03-27",97.29,97.68,96.62,97.65,2335500,97.15
"2013-03-28",97.28,98.43,97.2,98.2,2217200,97.7
"2013-04-01",98.41,99.53,97.56,97.78,2050800,97.28
"2013-04-02",97.8,98.22,96.82,97.12,1838600,96.63
"2013-04-03",97.15,97.66,96.08,96.28,2932600,95.79
"2013-04-04",96.53,97.25,95.96,95.98,2249000,95.49
"2013-04-05",94.91,95.85,94.2,95.5,2878100,95.02
"2013-04-08",95.43,96.03,95.05,95.25,2032500,94.77
"2013-04-09",95.29,95.82,94.67,95.34,2270600,94.86
"2013-04-10",95.49,98.23,95.44,97.95,3138600,97.45
"2013-04-11",97.87,98,96.56,96.66,2036000,96.17
"2013-04-12",96.47,96.94,95.86,96.33,1387400,95.84
"2013-04-15",95.59,96.09,94.26,94.71,3107000,94.23
"2013-04-16",95.39,95.66,94.71,95.14,2317300,94.66
"2013-04-17",94.44,95.04,93.59,94.12,2284500,93.64
"2013-04-18",93.18,93.69,90.61,91.87,4952400,91.4
"2013-04-19",92.39,92.87,91.7,92.39,1901000,91.92
"2013-04-22",92.67,92.85,90.95,92.5,1584300,92.03
"2013-04-23",92.94,93.19,92.03,93.17,2537900,92.7
"2013-04-24",94.7,96.15,94.4,94.46,3056500,93.98
"2013-04-25",94.61,94.94,93.23,94.3,2326400,93.82
"2013-04-26",94.57,94.78,93.99,94.18,1652400,93.7
"2013-04-29",94.45,94.58,93.5,93.75,1878900,93.27
"2013-04-30",93.84,94.43,93.09,94.01,1981000,93.53
"2013-05-01",93.66,94.02,91.84,92,2396600,91.53
"2013-05-02",92.23,93.11,92.18,92.29,2404500,91.82
"2013-05-03",92.98,95.14,92.98,94.52,2317300,94.04
"2013-05-06",94.92,96.8,94.74,96.23,3045700,95.74
"2013-05-07",96.63,99.6,96.51,99.52,4689700,99.02
"2013-05-08",99.07,102.09,98.8,101.95,4873600,101.43
"2013-05-09",101.57,102.1,100.23,100.43,2754200,99.92
"2013-05-10",100.15,101.16,99.62,100.12,2278900,99.61
"2013-05-13",99.84,99.95,98.72,98.8,2047800,98.3
"2013-05-14",98.9,100.72,98.88,100.68,1921900,100.17
"2013-05-15",100.53,100.87,99.79,100.28,2054200,99.77
"2013-05-16",100.24,100.79,98.73,98.94,1776300,98.44
"2013-05-17",99.45,100.08,98.86,100.05,2222600,99.54
"2013-05-20",100.06,101.56,99.6,101.18,2390900,100.67
"2013-05-21",101.39,103.05,101.25,102.17,2796900,101.65
"2013-05-22",102.08,102.9,99,99.65,3251200,99.14
"2013-05-23",98.63,99.71,98,99.1,1649000,98.6
"2013-05-24",98.67,98.67,97.35,97.82,2543100,97.32
"2013-05-28",98.82,99.1,95.97,96.53,4178600,96.04
"2013-05-29",96.48,97.5,96.08,96.55,2446000,96.06
"2013-05-30",96.75,97.1,95.88,96.52,2947600,96.03
"2013-05-31",96.25,97.97,96.12,96.34,2273500,95.85
"2013-06-03",96.51,97.71,96.02,97.7,2263600,97.2
"2013-06-04",97.64,99,97.45,98.38,3045500,97.88
"2013-06-05",98,98.2,96.18,97.09,2174500,96.6
"2013-06-06",97.01,97.52,95.64,96.84,2478500,96.35
"2013-06-07",97.74,99.84,97.48,99.78,2508400,99.27
"2013-06-10",99.86,99.98,98.54,98.66,1842300,98.16
"2013-06-11",97.61,98.79,97.11,98.04,1563000,97.54
"2013-06-12",98.58,98.9,97.28,97.49,1289900,97
"2013-06-13",97.41,99.85,97.1,99.58,1424300,99.23
"2013-06-14",99.51,100.75,98.72,99.12,1534900,98.77
"2013-06-17",100.13,100.2,97.68,98.41,2504600,98.06
"2013-06-18",98.62,100.38,98.24,99.48,2195300,99.13
"2013-06-19",100.96,103.47,99.26,100.54,4496600,100.18
"2013-06-20",97.84,97.97,95.17,95.71,4945600,95.37
"2013-06-21",96.5,97.03,94.67,96.46,3632400,96.12
"2013-06-24",95.37,96.7,94.6,95.9,2710500,95.56
"2013-06-25",97.05,98.31,96.68,97.19,2240600,96.85
"2013-06-26",98.07,99.35,97.99,98.37,2777200,98.02
"2013-06-27",99.15,99.53,98.73,99.37,1941500,99.02
"2013-06-28",98.91,99.59,98.58,98.58,2245400,98.23
"2013-07-01",98.72,99.73,98.55,98.89,1975900,98.54
"2013-07-02",98.76,99.42,97.94,98.27,1740900,97.92
"2013-07-03",97.88,98.25,97.54,97.77,783900,97.42
"2013-07-05",98.59,99.2,98.18,98.96,1056300,98.61
"2013-07-08",99.18,99.5,98.63,98.83,1913400,98.48
"2013-07-09",99.5,106.35,99.39,103.15,15122500,102.79
"2013-07-10",102.68,106.47,102.01,103,6783500,102.64
"2013-07-11",104,105.98,103.91,104.4,3983100,104.03
"2013-07-12",102.07,103.31,101.58,102.29,5071300,101.93
"2013-07-15",102.28,103.93,102.14,103.7,2218200,103.33
"2013-07-16",103.38,103.98,102.95,103.51,1905800,103.14
"2013-07-17",103.6,104.95,103.06,104.26,2141400,103.89
"2013-07-18",103.92,108.98,103.85,108.66,4659400,108.28
"2013-07-19",108.45,108.45,107.33,108.03,2387500,107.65
"2013-07-22",108.07,108.88,107.65,107.75,2305200,107.37
"2013-07-23",107.94,108,106.45,106.79,2080100,106.41
"2013-07-24",106.91,107.2,105.78,105.88,1280500,105.51
"2013-07-25",105.89,106.11,101.95,104.87,3956100,104.5
"2013-07-26",104.69,105.28,104.14,104.58,1831700,104.21
"2013-07-29",104.1,104.57,103.23,103.39,1301400,103.02
"2013-07-30",104.13,104.4,103.32,103.56,1241400,103.19
"2013-07-31",102,106.96,102,106,5473500,105.63
"2013-08-01",106.79,110.33,106.54,110,5120900,109.61
"2013-08-02",108.73,110.08,108.7,109.15,1717600,108.76
"2013-08-05",109,109.72,108.75,109.42,1429400,109.03
"2013-08-06",109.33,109.85,108.36,108.77,1567800,108.39
"2013-08-07",108.02,108.54,107.53,107.98,1598300,107.6
"2013-08-08",108.57,109.29,108.5,109.08,1596400,108.69
"2013-08-09",108.53,109.18,107.92,108.22,1134200,107.84
"2013-08-12",107.58,109.31,107.47,109.04,1720300,108.65
"2013-08-13",108.88,109.73,108.2,108.61,1603500,108.23
"2013-08-14",108.61,109.09,107.72,108.63,1219200,108.25
"2013-08-15",108,108.43,107.34,108.04,2224200,107.66
"2013-08-16",108.05,108.96,107.43,108.68,1782900,108.3
"2013-08-19",108.33,109.2,108.04,108.67,1804400,108.29
"2013-08-20",108.6,109.9,108.03,109.21,1525900,108.82
"2013-08-21",108.99,109.05,107.51,108.07,1555900,107.69
"2013-08-22",108.23,110.79,108.11,110.61,1348700,110.22
"2013-08-23",110.61,110.89,109.72,110.69,1193400,110.3
"2013-08-26",110.8,113.34,110.75,112.04,2502600,111.64
"2013-08-27",110.5,111.12,107.7,108.45,2348200,108.07
"2013-08-28",108.45,109.35,107.93,108.5,1119400,108.12
"2013-08-29",108.5,109.5,108.26,108.58,927400,108.2
"2013-08-30",108.76,108.79,106.84,107.36,1194400,106.98
"2013-09-03",108.45,108.73,106.78,107.6,1555100,107.22
"2013-09-04",107.44,107.9,107.12,107.61,1665800,107.23
"2013-09-05",107.47,109.47,107.47,109.05,1460500,108.66
"2013-09-06",109.34,109.79,107.4,108.16,1511800,107.93
"2013-09-09",108.4,109.19,107.63,109.1,2203000,108.86
"2013-09-10",109.78,111.5,109.74,110.59,1677300,110.35
"2013-09-11",110.53,110.67,109.52,110.25,1356400,110.01
"2013-09-12",110.1,110.12,107.74,108.39,2306500,108.16
"2013-09-13",108.72,108.9,106.38,107.24,2974200,107.01
"2013-09-16",108.85,111,108.56,109.57,2673200,109.33
"2013-09-17",109.89,111.48,109.79,110.68,2575500,110.44
"2013-09-18",113.2,116.95,112.5,116.25,6671000,116
"2013-09-19",114.63,117.38,114.54,116.83,3291200,116.58
"2013-09-20",117.48,118.31,116.71,116.83,2624800,116.58
"2013-09-23",115.17,116,114.12,114.91,2022300,114.66
"2013-09-24",114.85,115.88,114.59,114.72,1291200,114.47
"2013-09-25",115.04,115.13,112.92,113.57,2426100,113.32
"2013-09-26",113.97,114.73,112.87,113.56,1660200,113.31
"2013-09-27",113.02,113.93,112.92,113.77,1052100,113.52
"2013-09-30",112.57,114.75,112.44,114.11,1709900,113.86
"2013-10-01",114.24,115.32,113.87,115.26,1456300,115.01
"2013-10-02",114.51,115.36,113.92,115.28,1198500,115.03
"2013-10-03",114.87,115.17,111.8,113.55,2162800,113.3
"2013-10-04",113.44,114.98,113.03,114.73,1143100,114.48
"2013-10-07",113.75,114.36,112.61,113.69,1264700,113.44
"2013-10-08",113.58,114,111.96,112.08,1164200,111.84
"2013-10-09",112.33,113.14,111.25,112.58,1518900,112.34
"2013-10-10",113.9,115.11,113.22,115.06,1246900,114.81
"2013-10-11",114.46,115.89,114.01,115.87,1041400,115.62
"2013-10-14",115.29,115.48,114.33,115.37,899800,115.12
"2013-10-15",116.91,122.5,116.85,120.08,6195500,119.82
"2013-10-16",119.87,124.35,119.7,123.26,4127600,122.99
"2013-10-17",121.98,125.27,121.57,125.19,4344800,124.92
"2013-10-18",125.27,126.63,124.71,126.44,2023900,126.17
"2013-10-21",126.22,127.87,125.92,127.41,2227800,127.13
"2013-10-22",128.87,132.3,128.86,129.69,4792200,129.41
"2013-10-23",128.67,130.1,128.26,129.82,2649900,129.54
"2013-10-24",130.48,131.99,130.07,131.57,2299400,131.29
"2013-10-25",131.96,132.55,131.17,132.06,2464100,131.77
"2013-10-28",131.42,133.64,131.23,132.53,3100600,132.24
"2013-10-29",133.29,133.39,132,133.14,1826700,132.85
"2013-10-30",133.05,133.84,132.12,132.81,2302000,132.52
"2013-10-31",132.02,132.56,129.81,131,3417500,130.72
"2013-11-01",131.77,134.74,131.58,134.65,3728600,134.36
"2013-11-04",134.65,136.06,134.09,135.12,2474500,134.83
"2013-11-05",134.37,136.89,133.79,136.23,2670600,135.94
"2013-11-06",136.81,136.98,131.92,132.77,5439500,132.48
"2013-11-07",133.05,133.35,130.25,130.55,2846400,130.27
"2013-11-08",130.29,132.73,130.28,132.57,2676700,132.28
"2013-11-11",131.98,133.17,131.6,132.52,1805000,132.23
"2013-11-12",131.8,136.1,130.81,134.63,4789000,134.34
"2013-11-13",134.12,135.89,133.33,135.29,3447600,135
"2013-11-14",135.41,136.5,135.04,136.44,3123700,136.14
"2013-11-15",138.46,139.94,137.89,138.65,3644900,138.35
"2013-11-18",138.59,139.77,136.79,137.14,2965700,136.84
"2013-11-19",137.17,137.32,133.93,134,2960600,133.71
"2013-11-20",134.35,135.74,134.19,134.58,1716000,134.29
"2013-11-21",135.32,138.86,135.25,138.38,2920800,138.08
"2013-11-22",138.1,138.45,135.94,137.07,1680100,136.77
"2013-11-25",137.81,137.98,136.71,137.22,1234500,136.92
"2013-11-26",137.3,138.62,137.01,137.81,1495000,137.51
"2013-11-27",138.7,140.28,138.51,139.86,1358600,139.56
"2013-11-29",140.45,140.55,138.51,138.7,733100,138.4
"2013-12-02",139.15,140.96,138.73,140.21,1953400,139.91
"2013-12-03",139.46,140,137.68,138.04,1927300,137.74
"2013-12-04",137.66,140,136.81,138.71,1187900,138.41
"2013-12-05",137.9,139.67,137.67,138.22,1161200,137.92
"2013-12-06",139.99,140.17,139.07,139.39,1216500,139.09
"2013-12-09",139.82,140,139.11,139.81,1349300,139.51
"2013-12-10",139.66,140.18,138.22,138.49,1538700,138.34
"2013-12-11",138.88,139,136.35,136.51,1451900,136.36
"2013-12-12",136.56,137.53,136.27,136.34,1795700,136.19
"2013-12-13",138.01,138.88,137.01,137.9,2583700,137.75
"2013-12-16",139.59,140.97,138.88,139.85,3549800,139.7
"2013-12-17",139.8,140.17,138.5,139.09,2697000,138.94
"2013-12-18",138.1,140.24,137.36,139.72,4825100,139.57
"2013-12-19",139.61,140.02,137.76,139.69,2688900,139.54
"2013-12-20",139.52,143.73,139.23,142.71,3350200,142.55
