"","JNJ.Open","JNJ.High","JNJ.Low","JNJ.Close","JNJ.Volume","JNJ.Adjusted"
"2013-12-16",91.42,92.32,91.16,91.37,6623000,90.72
"2013-12-17",91.3,91.33,90.5,90.66,8794000,90.01
"2013-12-18",90.95,92.66,89.77,92.64,9691100,91.98
"2013-12-19",92.4,92.4,91.42,91.98,7341000,91.32
"2013-12-20",91.95,92.75,91.95,92.09,11265000,91.43
"2013-12-23",92.56,92.68,91.76,92.03,5312200,91.37
"2013-12-24",92.18,92.39,91.85,92.06,3147300,91.4
"2013-12-26",91.99,92.54,91.77,92.54,3459100,91.88
"2013-12-27",92.77,92.96,92.18,92.35,3511300,91.69
"2013-12-30",92.16,92.3,91.73,92.3,4370100,91.64
"2013-12-31",92.17,92.22,91.15,91.59,6348200,90.94
"2014-01-02",91.14,91.73,91.01,91.03,5919600,90.38
"2014-01-03",91.29,92.22,91.26,91.85,5637600,91.19
"2014-01-06",91.93,92.75,91.87,92.33,7443500,91.67
"2014-01-07",93.04,94.62,92.99,94.29,11063300,93.62
"2014-01-08",94.17,94.6,93.88,94.16,9096700,93.49
"2014-01-09",94.94,95.38,94.09,94.73,7944700,94.05
"2014-01-10",94.64,94.98,94.14,94.74,6697400,94.06
"2014-01-13",94.37,94.99,94.06,94.5,9589200,93.82
"2014-01-14",94.6,94.9,94.32,94.72,7567300,94.04
"2014-01-15",94.65,95.27,94.51,94.8,7390700,94.12
"2014-01-16",94.6,95.09,94.23,94.64,8401100,93.96
"2014-01-17",94.72,95.17,94.38,95.06,13714400,94.38
"2014-01-21",94.93,95.1,92.62,94.03,16368400,93.36
"2014-01-22",93.99,94.55,93.54,94.32,8875500,93.65
"2014-01-23",93.74,93.8,92.41,92.74,9322300,92.08
"2014-01-24",92.12,92.61,90.61,90.61,10604200,89.96
"2014-01-27",90.3,90.76,89.85,89.94,8685200,89.3
"2014-01-28",90.58,90.6,89.79,90.1,8254400,89.46
"2014-01-29",89.47,89.71,88.53,88.9,11160100,88.26
"2014-01-30",89.62,89.78,89.01,89.5,6874900,88.86
"2014-01-31",89.01,89.34,88.15,88.47,12193800,87.84
"2014-02-03",88.75,88.78,86.61,86.78,13944600,86.16
"2014-02-04",86.93,87.28,86.09,86.62,11436400,86
"2014-02-05",86.49,87.67,86.48,87.28,10667300,86.66
"2014-02-06",87.63,88.76,87.55,88.75,10037900,88.12
"2014-02-07",88.92,90.04,88.61,90.04,9435100,89.4
"2014-02-10",90.24,91.08,89.8,91.07,8080200,90.42
"2014-02-11",91.09,92.97,90.95,92.97,11556300,92.31
"2014-02-12",92.95,92.99,91.95,92.42,7696100,91.76
"2014-02-13",92,92.62,91.71,92.56,5926000,91.9
"2014-02-14",92.6,92.95,92.03,92.76,5485100,92.1
"2014-02-18",92.77,92.85,92.09,92.17,6926500,91.51
"2014-02-19",92.15,92.75,91.57,91.64,7693400,90.99
"2014-02-20",91.69,92.73,91.31,92.38,8160100,91.72
"2014-02-21",91.86,92.25,91.45,91.52,7381500,91.52
"2014-02-24",91.45,92.06,91.1,91.11,8406700,91.11
"2014-02-25",91.59,91.87,90.66,91.11,6383400,91.11
"2014-02-26",91.11,91.54,90.77,91.11,6334100,91.11
"2014-02-27",91.16,91.42,90.75,91.36,7040300,91.36
"2014-02-28",91.42,92.64,91.06,92.12,9643700,92.12
"2014-03-03",91.13,91.98,90.83,91.56,7506700,91.56
"2014-03-04",92.47,93.46,92.25,93.34,8796300,93.34
"2014-03-05",93.27,93.3,92.38,92.59,6842500,92.59
"2014-03-06",93.19,93.65,92.82,92.89,7718300,92.89
"2014-03-07",93.37,93.48,92.69,93.32,6792000,93.32
"2014-03-10",93.17,93.49,92.79,93.45,4878200,93.45
"2014-03-11",93.71,93.75,93.09,93.49,5837200,93.49
"2014-03-12",92.82,93.62,92.65,93.6,6154900,93.6
"2014-03-13",93.85,94.2,92.98,93,7658900,93
"2014-03-14",92.88,93.44,92.46,92.81,7295100,92.81
"2014-03-17",93.26,94.18,93.18,93.93,5872600,93.93
