"","JNJ.Open","JNJ.High","JNJ.Low","JNJ.Close","JNJ.Volume","JNJ.Adjusted"
"2008-09-26",68.77,69.75,68.74,69.4,13087200,57.67
"2008-09-29",68.81,69.86,66.9,66.9,25740100,55.59
"2008-09-30",67.5,69.48,67.41,69.28,19623000,57.57
"2008-10-01",69.07,69.07,67.28,67.79,25547700,56.33
"2008-10-02",67.96,68.26,67.65,67.79,30897500,56.33
"2008-10-03",68,68.37,66.1,66.16,25416700,54.98
"2008-10-06",65.04,66.04,62.29,64.5,33471600,53.6
"2008-10-07",65.11,65.65,62.1,62.49,24172200,51.93
"2008-10-08",61.64,63.86,61.12,62.36,37910400,51.82
"2008-10-09",62.64,63.16,57.58,57.58,33493900,47.85
"2008-10-10",55.4,59,52.06,55.85,50089400,46.41
"2008-10-13",58.46,62.8,57.95,62.68,32537300,52.09
"2008-10-14",66.5,67.48,63,64,38915400,53.18
"2008-10-15",64.31,64.76,60.1,60.54,25064700,50.31
"2008-10-16",60.74,63.98,58.31,63.5,34602200,52.77
"2008-10-17",62.95,65,62.04,62.65,25254100,52.06
"2008-10-20",63.44,64.53,62.15,64.44,18035000,53.55
"2008-10-21",63.71,64.9,63.37,63.66,14042400,52.9
"2008-10-22",62.27,63.1,60.25,61.42,23324900,51.04
"2008-10-23",61.84,63.14,60.2,62.45,23490600,51.9
"2008-10-24",59,62.49,58.64,60.79,23132100,50.52
"2008-10-27",60.41,62.69,60.1,60.15,21067000,49.98
"2008-10-28",61.44,64.5,60.57,64.19,27526400,53.34
"2008-10-29",63.37,63.37,60.04,61.53,29020100,51.13
"2008-10-30",62.35,62.75,59.68,60.57,23629000,50.33
"2008-10-31",60.84,61.64,59.83,61.34,19784900,50.97
"2008-11-03",61.49,61.82,60.56,61.16,11846900,50.82
"2008-11-04",61.83,62.17,61.31,61.89,14645400,51.43
"2008-11-05",61.75,61.75,59.73,59.85,19758000,49.73
"2008-11-06",59.73,60.32,57.5,57.92,22899400,48.13
"2008-11-07",58.46,60.49,58.28,60.22,16245700,50.04
"2008-11-10",61,61.25,59.58,60.01,12841200,49.87
"2008-11-11",59.29,60.4,58.01,59.55,14393000,49.49
"2008-11-12",58.83,59.54,57.59,57.92,18385200,48.13
"2008-11-13",58.4,63.01,57.32,62.9,27304500,52.27
"2008-11-14",61.52,62.5,59.62,60.05,22065300,49.9
"2008-11-17",58.8,61.1,58.65,59.27,16564900,49.25
"2008-11-18",58.78,61,58.46,60.89,21199500,50.6
"2008-11-19",60.44,61.53,58.01,58.12,27534900,48.3
"2008-11-20",58,58.55,55,55.81,31046400,46.38
"2008-11-21",56.48,58.51,54.49,58.35,30802200,48.89
"2008-11-24",59.22,59.89,57.92,59.11,20508500,49.53
"2008-11-25",59.99,60,57.46,58.7,21416200,49.18
"2008-11-26",57.62,58.5,56.52,58.27,18507700,48.82
"2008-11-28",58.47,58.76,57.63,58.58,7688500,49.08
"2008-12-01",57.66,57.82,55.22,55.33,18847200,46.36
"2008-12-02",56.11,57,54.95,56.83,16081100,47.62
"2008-12-03",56.08,58.01,55.5,57.32,18783300,48.03
"2008-12-04",57.42,57.61,55.53,56.18,17053600,47.07
"2008-12-05",55.86,58.37,55.25,58.23,16614100,48.79
"2008-12-08",59.07,59.77,57.75,58.77,16361100,49.24
"2008-12-09",58.95,59,57.5,57.81,13779200,48.44
"2008-12-10",58.82,58.82,56.84,57.8,13131200,48.43
"2008-12-11",57.4,58.84,57.05,58.25,15953500,48.81
"2008-12-12",57.21,57.64,56.41,57.25,14749700,47.97
"2008-12-15",57.73,58.39,56.95,57.81,12984300,48.44
"2008-12-16",58.45,59.75,57.63,59.6,17915200,49.94
"2008-12-17",59.05,59.39,58.4,58.78,15634400,49.25
"2008-12-18",59.55,60.25,58.49,58.99,18919300,49.43
"2008-12-19",59.55,60.15,58.54,58.84,23131200,49.3
"2008-12-22",59.18,59.54,58.06,58.93,14157000,49.38
"2008-12-23",59.19,59.94,58.58,58.68,10555500,49.17
"2008-12-24",58.8,58.96,58.26,58.56,3633700,49.07
"2008-12-26",58.84,59.34,58.2,58.56,4249100,49.07
"2008-12-29",58.58,58.88,57.34,58.15,9860100,48.72
"2008-12-30",58.48,59.17,58.27,59.17,10880600,49.58
"2008-12-31",59.18,60.05,59.07,59.83,11920500,50.13
"2009-01-02",60.13,61,59.04,60.65,11638900,50.82
"2009-01-05",60.42,60.77,59.36,60.05,15540000,50.32
"2009-01-06",60.33,60.44,58.9,59.69,22097600,50.01
"2009-01-07",59.24,59.82,58.75,59.13,14293300,49.55
"2009-01-08",59.66,59.89,58.63,59.02,17345400,49.45
"2009-01-09",59.14,59.55,58.55,59.05,14698300,49.48
"2009-01-12",59.08,59.41,58.15,58.34,15253100,48.88
"2009-01-13",58.6,59.12,58.38,58.84,15513400,49.3
"2009-01-14",58.55,58.59,57.38,57.95,16707900,48.56
"2009-01-15",58.09,58.2,56.01,57.62,20383600,48.28
"2009-01-16",58.07,58.07,56.63,57.44,20746500,48.13
"2009-01-20",56.51,58.03,56.5,56.75,23153700,47.55
"2009-01-21",57.59,57.59,55.09,56.36,22306100,47.22
"2009-01-22",56.37,56.97,55.61,56.87,19146100,47.65
"2009-01-23",56.15,56.39,55.1,55.97,21334000,46.9
"2009-01-26",56.2,56.95,55.8,56.55,16347800,47.38
"2009-01-27",56.85,57.74,56.51,57.54,14771500,48.21
"2009-01-28",58.23,58.75,57.9,58.56,18096400,49.07
"2009-01-29",58.17,58.77,57.65,58.28,16159300,48.83
"2009-01-30",58.18,58.39,57.25,57.69,13858500,48.34
"2009-02-02",57.25,58.14,56.92,57.69,10933900,48.34
"2009-02-03",58.07,58.81,57.23,58.58,13181700,49.08
"2009-02-04",58.71,59.13,57.67,57.96,11429500,48.56
"2009-02-05",57.93,58.54,56.99,58.11,14781300,48.69
"2009-02-06",58.26,58.72,57.8,58.51,11458700,49.03
"2009-02-09",58.46,58.7,57.96,58.5,9357000,49.02
"2009-02-10",57.98,58.5,56.6,56.73,16612000,47.53
"2009-02-11",56.88,57.37,56.53,57.33,14692600,48.04
"2009-02-12",56.92,57.85,56.08,57.78,14424600,48.41
"2009-02-13",57.71,57.8,56.81,57.1,12563900,47.84
"2009-02-17",56.07,56.79,55.73,55.98,15246500,46.91
"2009-02-18",55.7,56.26,55.42,55.83,15517100,46.78
"2009-02-19",56.26,56.5,55.63,55.93,12199800,46.86
"2009-02-20",55.01,55.47,54.55,54.65,24427000,46.17
"2009-02-23",54.17,55.09,53.58,53.65,20500400,45.33
"2009-02-24",54.6,54.77,53.84,54.54,18848100,46.08
"2009-02-25",54.32,54.76,53.59,53.96,21016500,45.59
"2009-02-26",54.49,54.49,52.3,52.44,21284600,44.3
"2009-02-27",51.59,52,49.94,50,29873300,42.24
"2009-03-02",49.03,49.43,47.84,47.92,27902900,40.49
"2009-03-03",47.98,48.53,47.34,47.64,25987400,40.25
"2009-03-04",47.78,49.37,47.39,49.1,24253500,41.48
"2009-03-05",48.31,48.61,47.41,47.67,22344000,40.27
"2009-03-06",47.6,48.59,47.01,47.97,19202100,40.53
"2009-03-09",47.46,47.75,46.25,46.6,23304900,39.37
"2009-03-10",47.23,47.87,46.93,47.78,21883400,40.37
"2009-03-11",48.22,48.73,47.57,47.9,16569300,40.47
"2009-03-12",47.72,49.32,47.33,49,16337000,41.4
"2009-03-13",49.68,50.79,49.25,50.64,16509600,42.78
"2009-03-16",51.13,51.51,50.65,50.73,16547600,42.86
"2009-03-17",50.7,50.79,49.46,50.72,17325700,42.85
"2009-03-18",50.69,51.58,50.25,50.66,16730400,42.8
"2009-03-19",51.16,51.16,49.49,50.06,18963600,42.29
"2009-03-20",51.09,52,50.89,51.67,27591800,43.65
"2009-03-23",52.38,53.23,51.67,53.23,18822300,44.97
"2009-03-24",52.99,53.6,52.31,52.7,17093700,44.52
"2009-03-25",52.98,53.27,52.01,52.86,15822000,44.66
"2009-03-26",53.08,53.7,52.25,52.9,14574000,44.69
"2009-03-27",52.69,53.29,52.55,52.83,11293600,44.63
"2009-03-30",52.54,53.46,52.36,53.01,15743200,44.79
"2009-03-31",53.36,53.5,52.41,52.6,18517700,44.44
"2009-04-01",52.3,53.2,51.88,53.04,13730300,44.81
"2009-04-02",53.29,54.13,52.66,52.97,17418900,44.75
"2009-04-03",53,53.3,51.75,52.15,15213700,44.06
"2009-04-06",52.03,52.54,51.67,52.2,12768700,44.1
"2009-04-07",51.89,52,51.28,51.36,13130100,43.39
"2009-04-08",51.54,51.87,51.2,51.45,10935000,43.47
"2009-04-09",51.99,52.06,51.1,51.41,15056300,43.43
"2009-04-13",51.27,51.56,51,51.15,12067200,43.21
"2009-04-14",51.99,52.46,51.21,51.37,20768400,43.4
"2009-04-15",51.79,52.08,51.35,51.77,11502500,43.74
"2009-04-16",51.91,52.32,51.55,52.2,12216300,44.1
"2009-04-17",52.5,53.37,52.25,53.05,17691800,44.82
"2009-04-20",53.17,53.49,52.34,52.47,15308900,44.33
"2009-04-21",52.55,52.88,52,52.46,12236500,44.32
"2009-04-22",52.1,52.15,51.11,51.18,13348300,43.24
"2009-04-23",51.38,51.51,50.31,51.4,14595000,43.43
"2009-04-24",51.76,51.84,50.64,50.92,14767300,43.02
"2009-04-27",51.32,51.71,50.63,50.86,13055900,42.97
"2009-04-28",50.78,51.28,50.41,50.65,12084100,42.79
"2009-04-29",51.05,51.09,50.12,51.03,18496500,43.11
"2009-04-30",51.47,52.61,51.35,52.36,20004600,44.24
"2009-05-01",52.53,52.59,51.67,52.59,12504500,44.43
"2009-05-04",52.61,53.9,52.6,53.76,15114500,45.42
"2009-05-05",53.75,54.4,53.45,54.36,13320600,45.93
"2009-05-06",54.75,54.75,53.58,54.21,16616500,45.8
"2009-05-07",53.88,55,53.54,54.89,15243000,46.37
"2009-05-08",55.07,55.5,54.7,54.98,13030600,46.45
"2009-05-11",54.56,54.87,54,54.11,13073000,45.71
"2009-05-12",54.48,55.17,53.9,55,11826000,46.47
"2009-05-13",54.7,55.44,54.51,55.15,10972400,46.59
"2009-05-14",55.32,55.4,54.76,55.02,11986300,46.48
"2009-05-15",55,55.44,54.71,55.41,16430700,46.81
"2009-05-18",55.8,56.12,55.22,56.05,12879100,47.35
"2009-05-19",56.21,56.21,55.7,55.89,13350400,47.22
"2009-05-20",56.22,56.48,55.8,55.87,13729800,47.2
"2009-05-21",55.43,55.58,54.45,54.99,12492700,46.87
"2009-05-22",55.1,55.44,54.63,54.77,7425900,46.68
"2009-05-26",54.69,55.42,54.12,55.26,11389200,47.1
"2009-05-27",55.44,55.5,54.16,54.22,12480300,46.21
"2009-05-28",54.25,54.92,53.86,54.53,10890800,46.48
"2009-05-29",54.59,55.28,54,55.16,12505200,47.01
"2009-06-01",55.75,56.05,55.27,55.78,12454200,47.54
"2009-06-02",56.05,56.48,55.62,56.21,10277000,47.91
"2009-06-03",55.88,56.3,55.66,56.16,11191300,47.87
"2009-06-04",56.36,56.4,55.47,55.84,12219700,47.59
"2009-06-05",55.81,56.2,55.14,55.93,10215400,47.67
"2009-06-08",55.72,56.14,55.16,55.63,9891200,47.41
"2009-06-09",56.03,56.25,55.65,55.7,11173700,47.47
"2009-06-10",56.02,56.25,55.22,55.66,13263900,47.44
"2009-06-11",55.65,56.48,55.61,56.05,12778400,47.77
"2009-06-12",55.88,56.54,55.72,56.06,11882300,47.78
"2009-06-15",55.84,55.98,54.54,54.75,14810500,46.66
"2009-06-16",55.01,55.32,54.59,54.62,12606700,46.55
"2009-06-17",54.68,55.53,54.55,55.2,13061800,47.05
"2009-06-18",55.37,56.17,55.01,55.79,12103400,47.55
"2009-06-19",56.3,56.65,55.91,56.09,19334700,47.81
"2009-06-22",55.87,55.96,55.38,55.49,13237400,47.3
"2009-06-23",55.54,55.59,54.91,55.01,12447400,46.89
"2009-06-24",55.26,55.83,55.04,55.46,12467600,47.27
"2009-06-25",55.31,56.44,55.12,56.27,14239900,47.96
"2009-06-26",56.21,56.6,55.65,56.6,32295700,48.24
"2009-06-29",56.61,57,56.03,56.96,13811100,48.55
"2009-06-30",57.23,57.23,56.23,56.8,15974700,48.41
"2009-07-01",56.82,57.18,56.39,57.07,15318000,48.64
"2009-07-02",56.73,56.73,55.95,55.98,15118600,47.71
"2009-07-06",56.11,56.76,55.71,56.62,12879500,48.26
"2009-07-07",56.61,56.71,56.13,56.23,9678600,47.93
"2009-07-08",56.45,57.22,56.23,57.08,15414200,48.65
"2009-07-09",57.1,57.25,56.29,56.69,11324800,48.32
"2009-07-10",56.34,57.38,56.25,56.93,13661800,48.52
"2009-07-13",56.91,57.86,56.77,57.72,13564900,49.2
"2009-07-14",58,58.71,57.44,58.23,20433700,49.63
"2009-07-15",58.46,59,58.22,58.96,12986200,50.25
"2009-07-16",58.94,59.7,58.82,59.25,11596000,50.5
"2009-07-17",59.56,59.56,58.74,59.23,11311000,50.48
"2009-07-20",59.46,59.46,58.74,59.06,9226300,50.34
"2009-07-21",59.33,59.9,58.82,59.49,11222600,50.7
"2009-07-22",59.45,59.84,58.95,59.19,9358600,50.45
"2009-07-23",59.26,60.35,59.1,60.22,12494700,51.33
"2009-07-24",60.26,61.62,60.22,61.51,11413300,52.43
"2009-07-27",61.49,61.69,60.62,61.27,7937700,52.22
"2009-07-28",61.03,61.57,60.6,60.92,9025500,51.92
"2009-07-29",60.74,61.44,60.69,61.16,10522700,52.13
"2009-07-30",61.66,62.47,61.52,61.79,12636500,52.67
"2009-07-31",61.83,62.17,60.78,60.89,13230900,51.9
"2009-08-03",61.16,61.19,60.43,61.1,11178800,52.08
"2009-08-04",61.15,61.15,60.67,61.06,8906600,52.04
"2009-08-05",61.19,61.23,60.29,60.45,8575200,51.52
"2009-08-06",60.67,60.67,59.7,59.93,10835400,51.08
"2009-08-07",59.96,60.43,59.85,59.9,9974900,51.05
"2009-08-10",60.08,60.72,59.55,60.72,9519100,51.75
"2009-08-11",60.68,60.92,60.15,60.22,8302200,51.33
"2009-08-12",60.26,61.05,60.03,60.59,8219600,51.64
"2009-08-13",60.69,60.69,60.05,60.32,8338200,51.41
"2009-08-14",60.42,60.7,59.64,60.08,8961000,51.21
"2009-08-17",59.6,60.2,59.59,59.82,12926100,50.99
"2009-08-18",59.95,59.95,59.5,59.8,8803000,50.97
"2009-08-19",59.77,60.49,59.68,60.37,10498900,51.45
"2009-08-20",60.55,61.19,60.18,60.95,9955000,51.95
"2009-08-21",61.09,61.42,60.61,61.03,12594000,52.44
"2009-08-24",61.18,61.28,60.69,61.28,10500700,52.65
"2009-08-25",61.02,61.49,60.85,61.14,10808100,52.53
"2009-08-26",61.26,61.35,60.51,60.63,10865500,52.1
"2009-08-27",60.57,60.73,59.95,60.49,11027900,51.97
"2009-08-28",60.75,60.75,60.06,60.29,10897800,51.8
"2009-08-31",60.04,60.59,59.96,60.44,10181300,51.93
"2009-09-01",60.35,60.75,59.62,59.94,11890800,51.5
"2009-09-02",59.67,60.02,59.47,59.76,8587000,51.35
"2009-09-03",59.84,59.84,59.28,59.69,8722700,51.29
"2009-09-04",59.72,60.35,59.63,60.32,7425300,51.83
"2009-09-08",60.77,60.77,59.99,60.57,8792600,52.04
"2009-09-09",60.78,61.13,60.66,60.92,9303100,52.34
"2009-09-10",61.04,61.05,60.42,60.66,8825300,52.12
"2009-09-11",60.7,60.89,60.23,60.42,8480200,51.91
"2009-09-14",60.34,60.73,60.21,60.34,6654400,51.85
"2009-09-15",60.53,60.53,59.81,60.15,8321100,51.68
"2009-09-16",60.31,60.35,59.74,60.19,10831200,51.72
"2009-09-17",60.2,60.9,60.17,60.77,12261500,52.22
"2009-09-18",61.04,61.25,60.71,60.78,14463600,52.22
"2009-09-21",60.45,60.89,60.42,60.67,7237900,52.13
"2009-09-22",60.87,61.17,60.35,61.08,9997200,52.48
"2009-09-23",61.16,61.28,60.7,60.77,11175400,52.22
"2009-09-24",60.89,61,60.59,60.72,9290700,52.17
"2009-09-25",60.57,60.96,60.49,60.62,7883600,52.09
"2009-09-28",60.7,61.54,60.45,61.27,8721100,52.65
"2009-09-29",61.28,61.42,60.88,60.93,7556800,52.35
"2009-09-30",61.02,61.09,60.33,60.89,11039300,52.32
"2009-10-01",60.93,60.93,59.77,59.81,12207800,51.39
"2009-10-02",59.82,60.2,59.42,59.73,9125400,51.32
"2009-10-05",59.8,59.93,59.44,59.82,7113800,51.4
"2009-10-06",60.08,60.54,59.34,60.29,11766000,51.8
"2009-10-07",60.17,60.77,59.96,60.71,7271500,52.16
"2009-10-08",61.07,61.28,60.88,60.94,9221000,52.36
"2009-10-09",60.81,61.74,60.81,61.74,9247900,53.05
"2009-10-12",61.89,62.74,61.87,62.53,12697200,53.73
"2009-10-13",60.92,61.4,60.63,61.01,23501200,52.42
"2009-10-14",61.21,61.24,60.14,60.55,18951100,52.03
"2009-10-15",60.43,60.94,60.29,60.94,14076600,52.36
"2009-10-16",60.57,60.71,60.25,60.46,13911200,51.95
"2009-10-19",60.61,61.47,60.42,61.16,11443300,52.55
"2009-10-20",61.31,61.59,60.51,60.59,15725600,52.06
"2009-10-21",60.6,61.08,60.28,60.31,12529900,51.82
"2009-10-22",60.15,61.24,60.04,60.94,9926600,52.36
"2009-10-23",60.86,61.05,60.12,60.54,10743900,52.02
"2009-10-26",60.69,60.93,59.96,60.09,11809200,51.63
"2009-10-27",60.3,60.4,59.94,60.02,10269600,51.57
"2009-10-28",60.02,60.1,59.5,59.57,13837000,51.18
"2009-10-29",59.82,60.02,59.51,59.86,13954500,51.43
"2009-10-30",59.71,59.88,58.78,59.05,20966900,50.74
"2009-11-02",59.15,59.87,58.91,59.49,12297500,51.12
"2009-11-03",60.04,60.04,58.8,58.93,17177000,50.63
"2009-11-04",59.13,60.06,58.97,59.52,13928700,51.14
"2009-11-05",59.81,60.2,59.68,59.98,9190300,51.54
"2009-11-06",59.94,60.34,59.57,60.3,8518500,51.81
"2009-11-09",60.42,60.75,60.29,60.75,11773800,52.2
"2009-11-10",60.74,61.39,60.6,61.23,11776500,52.61
"2009-11-11",60.9,61.07,60.65,60.87,11179500,52.3
"2009-11-12",60.64,61.43,60.62,61.15,13683100,52.54
"2009-11-13",61.09,61.58,61.04,61.43,9950500,52.78
"2009-11-16",61.45,62.35,61.41,62.19,13767500,53.44
"2009-11-17",61.96,62.44,61.79,62.17,11421400,53.42
"2009-11-18",62.07,62.49,61.95,62.32,11522100,53.55
"2009-11-19",62.24,62.49,61.64,62.43,13298200,53.64
"2009-11-20",61.82,62.62,61.72,62.31,16300200,53.96
"2009-11-23",62.49,63.1,62.42,62.69,13868100,54.29
"2009-11-24",62.93,63.4,62.65,63.18,9681200,54.72
"2009-11-25",63.38,63.44,62.93,63.3,7186700,54.82
"2009-11-27",62.52,63.09,62.01,62.89,6081200,54.46
"2009-11-30",62.78,62.98,62.24,62.84,10815400,54.42
"2009-12-01",62.95,63.66,62.95,63.51,12302300,55
"2009-12-02",63.51,64.24,63.44,63.88,10896100,55.32
"2009-12-03",64.05,64.73,63.87,64.16,12520100,55.56
"2009-12-04",64.74,65.28,64.16,64.36,14992400,55.74
"2009-12-07",64.48,64.76,64.19,64.37,9106500,55.75
"2009-12-08",64.5,64.64,63.93,64.25,11073800,55.64
"2009-12-09",64.4,64.4,64.03,64.38,8911600,55.75
"2009-12-10",64.65,65,64.39,64.77,8841900,56.09
"2009-12-11",64.74,65.16,64.72,64.85,7194100,56.16
"2009-12-14",65.2,65.41,64.85,64.96,8172500,56.26
"2009-12-15",64.73,64.8,64.45,64.74,10717800,56.07
"2009-12-16",64.95,65.08,64.75,64.8,13333300,56.12
"2009-12-17",64.44,64.78,64.21,64.47,10088900,55.83
"2009-12-18",64.75,64.75,63.91,64.37,22171000,55.75
"2009-12-21",64.64,65,64.23,64.33,11125400,55.71
"2009-12-22",64.31,64.81,64.31,64.53,7124600,55.88
"2009-12-23",64.54,64.84,64.54,64.57,6360400,55.92
"2009-12-24",64.69,64.84,64.52,64.7,2433900,56.03
"2009-12-28",64.9,64.99,64.77,64.94,5693500,56.24
"2009-12-29",65.09,65.4,64.92,64.94,6661900,56.24
"2009-12-30",64.78,65.03,64.53,64.91,5602100,56.21
"2009-12-31",65.12,65.12,64.33,64.41,6962300,55.78
"2010-01-04",64.71,64.99,64.41,64.68,9506200,56.01
"2010-01-05",64.58,64.62,63.82,63.93,10673100,55.37
"2010-01-06",63.9,64.54,63.83,64.45,13171500,55.82
"2010-01-07",64.25,64.35,63.74,63.99,10901600,55.42
"2010-01-08",63.92,64.26,63.63,64.21,7898000,55.61
"2010-01-11",64.75,64.75,64.01,64.22,7975700,55.62
"2010-01-12",64.13,64.72,64.02,64.56,10820700,55.91
"2010-01-13",64.54,65.23,64.54,64.97,13023800,56.27
"2010-01-14",65.2,65.27,64.75,65.1,7899000,56.38
"2010-01-15",65.14,65.2,63.98,64.56,20995000,55.91
"2010-01-19",64.14,65.75,64.11,65.35,15181800,56.59
"2010-01-20",65.47,65.95,64.47,65.15,13033000,56.42
"2010-01-21",65.07,65.47,63.8,63.97,14473900,55.4
"2010-01-22",63.91,64.19,63.09,63.2,14017200,54.73
"2010-01-25",63.67,63.7,63.05,63.22,10001700,54.75
"2010-01-26",62.64,63.01,62.22,62.79,15630300,54.38
"2010-01-27",62.78,63.72,62.7,63.44,14982400,54.94
"2010-01-28",63.57,64.07,63.04,63.8,17096000,55.25
"2010-01-29",63.95,64.27,62.82,62.86,17844400,54.44
"2010-02-01",63.26,63.26,62.77,63.09,10153400,54.64
"2010-02-02",63.2,64.2,62.63,63.99,13609300,55.42
"2010-02-03",63.87,63.87,63.29,63.63,9255900,55.11
"2010-02-04",63.49,63.62,62.62,62.64,18397000,54.25
"2010-02-05",62.69,63.6,61.89,62.64,16775200,54.25
"2010-02-08",62.5,62.98,62.26,62.37,10081200,54.01
"2010-02-09",62.55,63.47,62.47,62.76,11356400,54.35
"2010-02-10",62.79,63.07,62.21,62.73,10115800,54.33
"2010-02-11",62.62,63.21,62.26,62.91,8353600,54.48
"2010-02-12",62.61,63,62.11,62.72,12335800,54.32
"2010-02-16",63.25,63.71,62.82,63.61,10212400,55.09
"2010-02-17",63.63,64.36,63.61,63.98,9485500,55.41
"2010-02-18",63.98,64.7,63.95,64.53,8260600,55.88
"2010-02-19",64.15,64.46,63.62,63.81,14222300,55.68
"2010-02-22",63.81,64.1,63.39,63.49,9839700,55.4
"2010-02-23",63.56,63.85,63.23,63.31,12481400,55.25
"2010-02-24",63.55,63.85,63.25,63.45,8519300,55.37
"2010-02-25",62.79,63.35,62.52,63.28,10528900,55.22
"2010-02-26",63.46,63.59,63,63,9357800,54.98
"2010-03-01",63.27,63.46,63.17,63.39,9219400,55.32
"2010-03-02",63.31,63.64,63.02,63.44,9014000,55.36
"2010-03-03",63.59,63.75,63.22,63.4,9360400,55.33
"2010-03-04",63.53,63.7,63.37,63.57,8067200,55.47
"2010-03-05",63.66,64.07,63.55,64.04,10633600,55.88
"2010-03-08",64.08,64.41,64.02,64.2,33380500,56.02
"2010-03-09",64.55,64.55,64.09,64.27,8827100,56.09
"2010-03-10",64.49,64.56,64.15,64.29,8436600,56.1
"2010-03-11",64.15,64.22,63.6,64.22,9957800,56.04
"2010-03-12",64.26,64.26,63.85,64.18,8223000,56.01
"2010-03-15",64.14,64.57,64.07,64.57,7444700,56.35
"2010-03-16",64.7,64.72,64.23,64.53,8882000,56.31
"2010-03-17",64.72,64.74,64.48,64.65,8060700,56.42
"2010-03-18",64.58,65.15,64.37,65.06,11742100,56.77
"2010-03-19",65.25,65.49,64.81,65.11,23112700,56.82
"2010-03-22",65.07,65.44,64.98,65.1,8803800,56.81
"2010-03-23",65.18,65.39,64.87,65.36,9453900,57.04
"2010-03-24",65.31,65.31,64.75,64.75,9312500,56.5
"2010-03-25",65.04,65.25,64.53,64.57,10496600,56.35
"2010-03-26",64.68,64.72,64.33,64.38,9450400,56.18
"2010-03-29",64.46,64.93,64.4,64.82,7812900,56.57
"2010-03-30",64.95,64.98,64.56,64.9,8311600,56.64
"2010-03-31",64.84,65.31,64.7,65.2,11939100,56.9
"2010-04-01",65.37,65.77,65.24,65.77,10600600,57.39
"2010-04-05",65.77,65.89,65.38,65.4,8617600,57.07
"2010-04-06",65.13,65.45,65,65.31,8260100,56.99
"2010-04-07",65.24,65.49,65.08,65.22,9409400,56.91
"2010-04-08",65.19,65.19,64.77,64.93,8962600,56.66
"2010-04-09",64.88,65.17,64.78,65.14,6972700,56.84
"2010-04-12",65.11,65.21,64.93,65.11,8692200,56.82
"2010-04-13",65.06,65.85,64.91,65.68,12481600,57.32
"2010-04-14",65.43,65.6,65.18,65.49,10501900,57.15
"2010-04-15",65.29,65.54,65.13,65.51,8656900,57.17
"2010-04-16",65.34,65.65,64.89,65.02,15742500,56.74
"2010-04-19",65.06,66.1,65.06,66.03,14626300,57.62
"2010-04-20",66.03,66.2,65.73,65.99,11916400,57.59
"2010-04-21",65.98,65.98,65.07,65.39,13355700,57.06
"2010-04-22",65.18,65.24,64.33,64.78,19583000,56.53
"2010-04-23",64.71,65.04,64.33,65.04,11674900,56.76
"2010-04-26",64.99,65.2,64.72,64.76,9281500,56.51
"2010-04-27",64.57,64.88,64.21,64.28,11862200,56.09
"2010-04-28",64.43,64.86,64.25,64.62,12476600,56.39
"2010-04-29",64.85,65.34,64.85,65.01,7930100,56.73
"2010-04-30",65.13,65.34,64.3,64.3,14255900,56.11
"2010-05-03",65.16,65.62,64.54,65.33,15310500,57.01
"2010-05-04",65.07,65.28,64.41,64.7,14895700,56.46
"2010-05-05",64.58,65.29,64.44,65.14,13143700,56.84
"2010-05-06",65.04,65.1,60.03,63.4,24410000,55.33
"2010-05-07",63.26,63.6,62.09,63.31,20467100,55.25
"2010-05-10",64.91,65.36,64,64.75,18445400,56.5
"2010-05-11",64.23,65.09,64.18,64.67,10879000,56.43
"2010-05-12",64.85,65.05,64.49,64.9,11036800,56.64
"2010-05-13",64.84,65.16,64.51,64.67,12337000,56.43
"2010-05-14",64.71,64.79,63.41,63.97,12505100,55.82
"2010-05-17",64.06,64.24,63.2,63.88,10260800,55.75
"2010-05-18",63.44,63.56,62.85,62.97,18480900,54.95
"2010-05-19",62.69,62.96,62.05,62.22,18863200,54.3
"2010-05-20",61.82,61.84,60.55,60.55,24098700,52.84
"2010-05-21",59.78,60.96,59.51,60.88,21813000,53.13
"2010-05-24",60.62,61.45,60.21,60.57,13993300,52.86
"2010-05-25",59.71,60.41,59.15,60.35,21179000,52.66
"2010-05-26",60.83,60.83,59.65,59.66,18914100,52.06
"2010-05-27",59.74,59.89,58.71,59.03,29926600,51.98
"2010-05-28",58.72,59.12,58.19,58.3,26815900,51.34
"2010-06-01",58.21,59.41,57.55,58.76,19508400,51.75
"2010-06-02",59.07,59.73,58.69,59.73,15581800,52.6
"2010-06-03",59.89,60.15,59.55,59.77,14254200,52.63
"2010-06-04",58.96,59.03,57.76,58.01,21785400,51.09
"2010-06-07",58.17,58.55,58,58,13843300,51.08
"2010-06-08",58.15,58.71,57.87,58.64,14941500,51.64
"2010-06-09",58.8,58.94,57.94,58.17,13173000,51.23
"2010-06-10",58.72,59.13,58.35,58.5,16995200,51.52
"2010-06-11",58.17,58.48,57.94,58.46,14713000,51.48
"2010-06-14",58.7,59.1,58.38,58.42,10524000,51.45
"2010-06-15",58.93,59.16,58.55,59.14,11103200,52.08
"2010-06-16",59.25,59.58,58.78,59.24,8636300,52.17
"2010-06-17",59.28,59.44,58.65,59.18,11723100,52.12
"2010-06-18",59.18,59.29,58.85,59.18,16838200,52.12
"2010-06-21",59.5,59.8,58.92,59.13,12143600,52.07
"2010-06-22",59.25,60.09,59.12,59.16,13823800,52.1
"2010-06-23",59.16,59.42,58.71,59.24,12659500,52.17
