"","KMB.Open","KMB.High","KMB.Low","KMB.Close","KMB.Volume","KMB.Adjusted"
"2013-12-19",104.33,105.08,104.04,104.38,1552600,103.59
"2013-12-20",104.67,105.61,104.17,105.18,2019700,104.38
"2013-12-23",105.29,105.39,104.43,104.54,1078500,103.75
"2013-12-24",104.7,105.18,104.45,104.79,386800,104
"2013-12-26",104.8,105.13,104.41,104.99,643000,104.19
"2013-12-27",105.22,105.8,105,105.1,669300,104.3
"2013-12-30",105.1,105.97,104.95,105.93,1006400,105.13
"2013-12-31",105.73,105.74,104.16,104.46,1321000,103.67
"2014-01-02",104.32,104.62,103.52,103.84,1432900,103.05
"2014-01-03",104.31,104.92,103.95,104.35,1344200,103.56
"2014-01-06",104.78,105.31,104.09,104.36,1579500,103.57
"2014-01-07",103.36,104.86,102.81,103.98,1683000,103.19
"2014-01-08",103.88,103.89,103.06,103.28,1854000,102.5
"2014-01-09",103.5,104.1,103.31,103.73,1451300,102.94
"2014-01-10",104.05,104.87,103.9,104.86,1682800,104.07
"2014-01-13",104.39,105.58,104.21,104.73,1875800,103.94
"2014-01-14",104.74,105.69,104.43,105.43,1971600,104.63
"2014-01-15",105.46,105.69,104.7,105.38,1462900,104.58
"2014-01-16",105.18,106.07,104.53,106.05,1294700,105.25
"2014-01-17",106.47,106.49,105.44,105.46,2745000,104.66
"2014-01-21",105.86,106.85,105.34,106.43,1973200,105.62
"2014-01-22",106.35,106.82,105.92,106.01,1632600,105.21
"2014-01-23",105.52,106.22,105.13,105.42,2283600,104.62
"2014-01-24",108.12,110.42,106.75,107.4,3349000,106.59
"2014-01-27",107.83,108.19,106.86,107.45,2011200,106.64
"2014-01-28",107.45,108.77,107.24,108.65,1876200,107.83
"2014-01-29",107.42,107.82,106.05,107.01,2743700,106.2
"2014-01-30",107.59,108.77,107.48,108.4,2297400,107.58
"2014-01-31",107.26,109.76,106.54,109.37,3158500,108.54
"2014-02-03",109,109.56,105.3,105.49,2673800,104.69
"2014-02-04",106.14,106.5,104.93,105.56,2491300,104.76
"2014-02-05",105.2,106.06,104.96,105.6,1763400,104.8
"2014-02-06",106.07,106.36,105.56,106.35,1717600,105.54
"2014-02-07",106.53,107.25,106.49,106.9,1547200,106.09
"2014-02-10",106.9,107.64,106.48,107.61,1819100,106.79
"2014-02-11",107.61,108.93,107.15,108.59,1705000,107.77
"2014-02-12",108.67,108.82,107.09,107.96,1779000,107.14
"2014-02-13",107.64,108.85,107.43,108.75,1442900,107.93
"2014-02-14",108.73,110.44,108.3,110.24,1483600,109.4
"2014-02-18",109.99,110.13,108.83,109.73,1552800,108.9
"2014-02-19",109.43,110,108.67,108.78,1634000,107.96
"2014-02-20",109.12,110.68,109,109.97,1776600,109.14
"2014-02-21",110.34,111.29,109.76,109.85,1646000,109.02
"2014-02-24",110.38,111.24,110.03,110.16,1834100,109.33
"2014-02-25",110.27,110.74,109.88,109.99,1328200,109.16
"2014-02-26",110.2,110.5,108.53,108.56,1731700,107.74
"2014-02-27",108.44,109.39,108.03,108.9,1791900,108.07
"2014-02-28",109,110.88,108.85,110.35,1960200,109.51
"2014-03-03",109.67,109.67,108.54,109.04,1411800,108.21
"2014-03-04",109.8,111.19,109.57,110.86,1753400,110.02
"2014-03-05",108.63,109.7,108.32,108.64,1481700,108.64
"2014-03-06",108.92,109.88,108.75,109.39,1697200,109.39
"2014-03-07",109.91,109.99,108.29,108.95,1732400,108.95
"2014-03-10",108.97,109.66,108.8,109.17,1167800,109.17
"2014-03-11",109.1,109.45,108.71,109.05,1279700,109.05
"2014-03-12",108.67,109.92,108.33,109.75,2160100,109.75
"2014-03-13",109.97,110.86,108.99,109.08,2016000,109.08
"2014-03-14",108.59,109.86,108.51,109.66,1613300,109.66
"2014-03-17",110.04,111.22,109.8,111.05,1442700,111.05
