"","ROK.Open","ROK.High","ROK.Low","ROK.Close","ROK.Volume","ROK.Adjusted"
"2010-06-21",54.8,55.67,53.5,53.95,951000,49.63
"2010-06-22",53.95,54.45,52.07,52.21,834600,48.03
"2010-06-23",52.21,52.56,51.25,52.01,919200,47.85
"2010-06-24",51.94,52.09,50.75,50.97,792200,46.89
"2010-06-25",51.12,52.14,50.4,52.14,3432100,47.97
"2010-06-28",51.85,52.35,51.28,51.58,993900,47.45
"2010-06-29",50.6,50.67,48.63,49.11,1745400,45.18
"2010-06-30",48.87,50.05,48.78,49.09,1605700,45.16
"2010-07-01",48.99,49.38,47.79,49.08,1426100,45.15
"2010-07-02",49.2,49.83,49.03,49.37,1731300,45.42
"2010-07-06",49.71,50.48,48.63,49.16,1097700,45.22
"2010-07-07",49.44,50.8,49.14,50.7,1421200,46.64
"2010-07-08",51.51,51.73,50.81,51.66,688400,47.52
"2010-07-09",51.79,52.14,51.4,52.02,592900,47.86
"2010-07-12",51.65,52.13,51.12,51.39,464600,47.28
"2010-07-13",52.07,52.93,51.95,52.67,535100,48.45
"2010-07-14",52.33,52.68,51.82,52.53,797100,48.32
"2010-07-15",52.62,52.66,51.15,51.82,888400,47.67
"2010-07-16",51.48,51.53,50.23,50.49,876000,46.45
"2010-07-19",50.73,51.18,50.05,50.96,626600,46.88
"2010-07-20",50.11,51.79,49.94,51.74,1076200,47.6
"2010-07-21",52.16,52.46,51.05,51.45,1028600,47.33
"2010-07-22",52.45,54.11,52.45,53.23,1278100,48.97
"2010-07-23",53.12,54.77,53,54.57,742600,50.2
"2010-07-26",54.67,55.81,54.54,55.78,702800,51.31
"2010-07-27",56.49,56.49,55.77,55.96,1582600,51.48
"2010-07-28",55.3,55.42,53.79,54.53,1647400,50.16
"2010-07-29",55.06,55.43,54.24,54.61,1256200,50.24
"2010-07-30",53.86,54.65,53.49,54.15,728300,49.81
"2010-08-02",55.25,55.79,54.59,55.65,946500,51.19
"2010-08-03",55.31,55.69,54.98,55.32,879300,50.89
"2010-08-04",55.38,56,55.19,55.92,1031700,51.44
"2010-08-05",55.59,56.8,55.41,56.36,985500,51.85
"2010-08-06",55.66,56.35,55.07,56.12,672600,51.63
"2010-08-09",56.25,56.74,55.54,56.73,1044500,52.19
"2010-08-10",56.11,56.77,55.14,56.52,1022600,52
"2010-08-11",55.2,55.2,52.04,52.51,1818900,48.31
"2010-08-12",51.09,52.59,50.68,51.36,1572000,47.57
"2010-08-13",51.05,52.15,51.05,51.47,1406900,47.67
"2010-08-16",50.83,51.64,50.62,50.9,1232600,47.14
"2010-08-17",51.75,52.45,51.58,51.84,1683700,48.01
"2010-08-18",51.71,52.76,51.48,52.5,1593800,48.62
"2010-08-19",52.07,52.25,50.88,51.06,1831800,47.29
"2010-08-20",50.66,50.85,49.94,50.57,1130000,46.83
"2010-08-23",50.82,51.06,49.77,49.86,1204900,46.18
"2010-08-24",49.24,49.89,48.35,49.35,1688400,45.7
"2010-08-25",48.7,50.05,48.68,49.88,1653700,46.19
"2010-08-26",50.36,51.37,50.1,50.77,2731300,47.02
"2010-08-27",51.26,52.47,50.1,52.35,1892100,48.48
"2010-08-30",52.07,52.18,51.06,51.06,1015300,47.29
"2010-08-31",50.7,51.72,50.34,51.14,1411100,47.36
"2010-09-01",52.08,53.49,52.08,53.43,1219000,49.48
"2010-09-02",53.54,54.56,53.41,54.56,1089800,50.53
"2010-09-03",55.4,55.76,55.06,55.47,794800,51.37
"2010-09-07",55.14,55.48,54.67,54.79,637900,50.74
"2010-09-08",54.9,56.54,54.9,56.37,1411400,52.21
"2010-09-09",57.25,57.26,55.77,56.19,820300,52.04
"2010-09-10",56.38,57.77,56.38,57.54,1362100,53.29
"2010-09-13",58.3,59.75,58.16,59.6,1440100,55.2
"2010-09-14",59.43,60.14,59.01,59.55,1899400,55.15
"2010-09-15",59.33,59.52,58.85,59.35,992100,54.96
"2010-09-16",59.05,59.89,58.89,59.4,725100,55.01
"2010-09-17",59.54,60.19,59.27,59.95,1146600,55.52
"2010-09-20",60.18,61.28,59.8,61.17,700900,56.65
"2010-09-21",61.05,61.45,60.6,60.73,868000,56.24
"2010-09-22",60.76,61.44,59.9,60.25,794900,55.8
"2010-09-23",59.5,60.55,59.41,59.74,621800,55.33
"2010-09-24",60.8,61.99,60.8,61.71,728000,57.15
"2010-09-27",61.62,61.62,60.98,61.19,431500,56.67
"2010-09-28",61.18,62.34,60.02,62.22,968800,57.62
"2010-09-29",61.73,62.71,61.73,62.44,921400,57.83
"2010-09-30",62.75,63.27,61.29,61.73,937300,57.17
"2010-10-01",62.06,62.64,60.97,61.87,1137800,57.3
"2010-10-04",61.78,61.78,60.08,60.87,842000,56.37
"2010-10-05",61.53,62.87,61.13,62.55,988600,57.93
"2010-10-06",62.3,62.78,61.63,62.06,836500,57.47
"2010-10-07",62.47,62.47,61.48,61.93,681700,57.35
"2010-10-08",61.96,62.98,61.65,62.64,922700,58.01
"2010-10-11",62.62,62.65,61.96,62.22,703500,57.62
"2010-10-12",62.11,62.3,61.05,62.07,646700,57.48
"2010-10-13",62.54,63.18,62.19,62.91,950200,58.26
"2010-10-14",62.96,63.19,61.7,62.03,902400,57.45
"2010-10-15",62.73,62.83,61.34,61.92,802700,57.35
"2010-10-18",61.97,62.52,61.86,62.36,463000,57.75
"2010-10-19",61.2,62.12,60.6,61.05,940300,56.54
"2010-10-20",61.24,62.64,60.96,62.16,836700,57.57
"2010-10-21",62.25,63.25,62.25,63.08,933300,58.42
"2010-10-22",63.12,63.12,62.3,62.71,393900,58.08
"2010-10-25",63.41,64.26,63.21,63.84,840700,59.12
"2010-10-26",63.53,63.79,62.85,63.32,619100,58.64
"2010-10-27",62.75,62.75,61.65,62.63,777900,58
"2010-10-28",62.89,63.51,61.97,62.25,1074100,57.65
"2010-10-29",62.06,62.76,61.93,62.37,534800,57.76
"2010-11-01",62.89,63.52,62.65,63.28,745100,58.6
"2010-11-02",64.03,64.61,63.65,64.58,957800,59.81
"2010-11-03",64.7,64.97,63.99,64.91,729400,60.11
"2010-11-04",65.99,66.53,65.3,66.37,1125900,61.47
"2010-11-05",66.3,66.86,66.27,66.47,688600,61.56
"2010-11-08",66.17,66.72,65.9,66.33,785400,61.43
"2010-11-09",67.08,67.75,64.62,65.01,2110700,60.21
"2010-11-10",64.77,66.35,63.67,65.99,1763300,61.45
"2010-11-11",65.22,66.29,64.75,65.84,966800,61.31
"2010-11-12",65.1,65.78,64.36,64.7,753700,60.24
"2010-11-15",64.97,65.52,64.16,64.68,910900,60.23
"2010-11-16",63.9,64.43,63.07,63.72,915700,59.33
"2010-11-17",63.7,64.21,63,63.81,796800,59.42
"2010-11-18",64.81,66.27,64.71,65.9,1034500,61.36
"2010-11-19",65.72,66.26,65.39,66.22,682800,61.66
"2010-11-22",65.88,67.16,65.32,66.95,908700,62.34
"2010-11-23",65.9,66.27,65.47,65.86,722600,61.32
"2010-11-24",66.24,67.48,65.98,67.3,852700,62.66
"2010-11-26",66.47,67.46,66.25,67.09,324900,62.47
"2010-11-29",66.62,66.68,65.58,66.52,689000,61.94
"2010-11-30",65.58,66.51,64.92,66.12,980200,61.57
"2010-12-01",67.38,68.01,66.84,67.61,901200,62.95
"2010-12-02",67.39,68.64,67.27,68.45,734900,63.74
"2010-12-03",67.9,68.45,67.54,68.39,538700,63.68
"2010-12-06",68.01,68.99,67.88,68.76,654400,64.02
"2010-12-07",69.45,70.16,69.27,69.57,857200,64.78
"2010-12-08",69.59,69.79,68.56,68.98,568300,64.23
"2010-12-09",69.35,70,69.17,69.57,726100,64.78
"2010-12-10",69.83,70.9,69.69,70.7,726500,65.83
"2010-12-13",70.98,71.59,70.6,71.26,1247800,66.35
"2010-12-14",71.47,72.29,71.43,71.87,1183100,66.92
"2010-12-15",71.91,72.59,71.15,71.16,861300,66.26
"2010-12-16",71.3,72.06,70.75,72.05,845900,67.09
"2010-12-17",71.97,72.3,71.75,72.06,874500,67.1
"2010-12-20",72.25,72.4,71.66,71.91,644600,66.96
"2010-12-21",72.09,72.49,71.91,72.4,653400,67.41
"2010-12-22",72.61,72.75,72.03,72.45,512400,67.46
"2010-12-23",72.34,72.34,71.64,71.79,385800,66.85
"2010-12-27",71.52,72.59,71.35,72.34,354200,67.36
"2010-12-28",72.4,72.58,71.7,72.17,259700,67.2
"2010-12-29",72.24,72.39,71.89,71.89,277200,66.94
"2010-12-30",71.81,72.4,71.71,71.9,238700,66.95
"2010-12-31",71.78,72.12,71.59,71.71,302600,66.77
"2011-01-03",72.41,76.14,72.41,75.11,2600800,69.94
"2011-01-04",75.27,75.59,72.82,73.64,1925600,68.57
"2011-01-05",73.3,74.62,73.29,73.84,1174500,68.75
"2011-01-06",73.77,73.95,72.71,73.05,797500,68.02
"2011-01-07",73.25,73.54,72.12,72.46,797700,67.47
"2011-01-10",72.38,72.64,71.9,72.4,1455100,67.41
"2011-01-11",72.76,73.17,71.97,72.17,1314500,67.2
"2011-01-12",72.25,72.87,71.79,72.75,1704400,67.74
"2011-01-13",72.86,73.49,72.59,72.94,1178200,67.92
"2011-01-14",72.88,73.45,72.67,73,1354900,67.97
"2011-01-18",73.05,74.61,73.01,74.46,903600,69.33
"2011-01-19",74.22,74.49,73.85,74.19,1367300,69.08
"2011-01-20",74.08,75.64,73.19,75.6,3972800,70.39
"2011-01-21",76.05,77.39,74.25,74.42,2075700,69.29
"2011-01-24",74.52,75.11,73.85,74.73,1498800,69.58
"2011-01-25",74.67,75.27,73.59,74.69,1608100,69.55
"2011-01-26",80.94,82.97,79.37,81.31,6058300,75.71
"2011-01-27",81.11,82.95,80.69,82.7,2257000,77
"2011-01-28",80.53,81.91,79.65,80.34,2218700,74.81
"2011-01-31",79.52,81.26,79.52,81.01,1558600,75.43
"2011-02-01",81.4,82.28,80.66,82.26,1675400,76.59
"2011-02-02",81.96,83.13,81.46,82.94,1730900,77.23
"2011-02-03",82.46,82.94,81.98,82.65,1046000,76.96
"2011-02-04",82.91,83.23,82,82.55,1280100,76.86
"2011-02-07",82.68,84.21,82.31,84.12,1406400,78.33
"2011-02-08",84.19,85.34,83.55,85.13,1987000,79.27
"2011-02-09",84.6,85.98,84.6,85.63,1341100,79.73
"2011-02-10",84.84,87.28,84.63,86.8,1949000,81.15
"2011-02-11",86.48,88.27,86.37,87.91,1681100,82.19
"2011-02-14",87.82,89.42,87.22,88.79,1701100,83.01
"2011-02-15",88.53,89.09,87.88,88.38,1395600,82.63
"2011-02-16",88.94,91.26,88.87,90.98,2181900,85.06
"2011-02-17",90.32,90.76,89.66,89.81,1388300,83.97
"2011-02-18",89.89,90.06,89.02,89.38,1150300,83.57
"2011-02-22",87.63,88.28,86.1,86.95,2383000,81.29
"2011-02-23",86.81,87.04,84.83,85.75,2249400,80.17
"2011-02-24",85.74,87.63,84.8,87.08,1875200,81.42
"2011-02-25",87.28,88.95,87.22,88.82,1229600,83.04
"2011-02-28",89.11,89.37,87.1,87.73,1190400,82.02
"2011-03-01",88.31,88.66,85.23,85.37,1304500,79.82
"2011-03-02",85.58,86.56,85.11,86.08,995100,80.48
"2011-03-03",87.24,89.43,87.24,89.28,1200000,83.47
"2011-03-04",87.98,88.62,87.14,87.89,1148100,82.17
"2011-03-07",88.48,88.48,86.04,86.73,1193400,81.09
"2011-03-08",87.06,88.99,86.43,88.59,980200,82.83
"2011-03-09",88.61,89.29,87.93,88.07,1009000,82.34
"2011-03-10",86.87,86.99,85.58,85.66,1383200,80.09
"2011-03-11",85.67,87.37,84.91,87.2,1043700,81.53
"2011-03-14",86.3,87.34,86.25,87.05,1154200,81.39
"2011-03-15",84.31,86.65,83.03,86.08,1441500,80.48
"2011-03-16",85.75,86.81,83.98,84.53,1488300,79.03
"2011-03-17",86.03,87.5,85.84,86.97,1510400,81.31
"2011-03-18",88.61,89.3,87.77,88,1367100,82.28
"2011-03-21",89.35,90.6,89.29,90.52,1027800,84.63
"2011-03-22",90.25,90.5,89.04,89.68,986000,83.85
"2011-03-23",89.59,91.53,89.21,91.18,1133900,85.25
"2011-03-24",91.83,93.51,91.76,92.08,1815500,86.09
"2011-03-25",92.27,93.49,92.09,93.05,1119600,87
"2011-03-28",93.01,93.49,92.05,92.2,901700,86.2
"2011-03-29",92.12,93.9,91.22,93.9,1114500,87.79
"2011-03-30",94.26,94.88,93.94,94.03,1085400,87.91
"2011-03-31",93.67,94.79,93.67,94.65,923400,88.49
"2011-04-01",95.13,97.08,94.32,97,1585800,90.69
"2011-04-04",97.61,97.75,96.01,96.89,858100,90.59
"2011-04-05",96.67,96.97,95.65,95.76,1141300,89.53
"2011-04-06",96.3,96.39,93.34,93.76,1412700,87.66
"2011-04-07",93.74,93.94,92.63,93.37,1039800,87.3
"2011-04-08",94.06,94.32,92.18,92.38,1058400,86.37
"2011-04-11",92.95,93.31,91.74,92.41,719900,86.4
"2011-04-12",91.51,91.99,90.71,91.74,1059500,85.77
"2011-04-13",92.24,92.96,90.93,91.55,1077900,85.59
"2011-04-14",90.9,92.3,90.84,91.98,1270800,86
"2011-04-15",92.27,93.3,91.62,93.05,927900,87
"2011-04-18",91.7,91.89,90.18,91.16,1058800,85.23
"2011-04-19",91.47,92.17,90.94,91.52,1106200,85.57
"2011-04-20",93.11,95.23,92.89,94.64,1778700,88.48
"2011-04-21",95.13,95.62,94.64,95.19,847500,89
"2011-04-25",94.66,95.46,94.26,94.53,624200,88.38
"2011-04-26",95.28,98.19,95.28,97.84,2200000,91.48
"2011-04-27",91.68,92.43,86.13,89.5,6757600,83.68
"2011-04-28",89.55,89.78,87.9,88.26,3295600,82.52
"2011-04-29",88.32,89.02,86.87,87.13,2052800,81.46
"2011-05-02",87.64,88.75,86.89,86.99,1461500,81.33
"2011-05-03",86.66,86.92,84.3,84.47,1751700,78.98
"2011-05-04",84.19,84.63,82.19,82.68,2164500,77.3
"2011-05-05",82.15,85.38,81.8,83.78,1331200,78.33
"2011-05-06",85.47,86.37,84.12,84.34,1304300,78.85
"2011-05-09",84.36,85.68,84.2,84.86,935700,79.34
"2011-05-10",85.19,86.52,85.19,86.38,853600,80.76
"2011-05-11",86.17,86.17,83.57,83.83,952100,78.38
"2011-05-12",83.5,84.59,82.47,83.98,1034700,78.85
"2011-05-13",83.66,84.15,82.29,82.54,809500,77.49
"2011-05-16",82.43,83.61,81.77,81.78,1370100,76.78
"2011-05-17",81.52,82.14,79.78,80.45,1938300,75.53
"2011-05-18",80.63,84.84,80.06,83.62,1877600,78.51
"2011-05-19",83.94,84.84,82.61,83.54,930500,78.43
"2011-05-20",83.4,83.69,81.54,82.84,1062100,77.78
"2011-05-23",81.33,82.34,80.69,81.41,909100,76.43
"2011-05-24",81.73,82.15,80.88,80.96,690200,76.01
"2011-05-25",82.32,82.8,80.09,82.32,1069300,77.29
"2011-05-26",82.21,83.32,81.64,83.13,1047200,78.05
"2011-05-27",83.32,84.22,83.03,83.23,1095800,78.14
"2011-05-31",84.25,84.74,82.82,83.11,4125400,78.03
"2011-06-01",83.25,83.86,80.88,81,1752700,76.05
"2011-06-02",81.33,83.44,81.33,83.05,1408000,77.97
"2011-06-03",81.28,82.41,80.42,81.38,1215200,76.41
"2011-06-06",81.31,81.85,80.34,80.54,752800,75.62
"2011-06-07",81.1,81.66,80.46,80.87,617900,75.93
"2011-06-08",80.55,80.85,79.16,79.25,936100,74.41
"2011-06-09",79.25,80.08,79.2,79.66,740300,74.79
"2011-06-10",78.64,78.77,77.49,78.16,1242700,73.38
"2011-06-13",77.08,78.75,76.71,77.08,1457800,72.37
"2011-06-14",78.07,80.88,77.92,80.28,1643700,75.37
"2011-06-15",79.35,79.57,77.32,78.28,1139300,73.49
"2011-06-16",78.29,78.93,77.2,78.34,993400,73.55
"2011-06-17",79.26,80.58,78.77,79.12,1790800,74.28
"2011-06-20",78.76,80.07,78.74,79.79,479500,74.91
"2011-06-21",80.34,82.18,80.16,81.81,1589000,76.81
"2011-06-22",81.43,82.49,81.12,81.31,975800,76.34
"2011-06-23",79.88,81.82,79.23,81.74,743200,76.74
"2011-06-24",81.8,81.97,80.41,80.62,517500,75.69
"2011-06-27",80.81,81.62,80.1,81.14,495200,76.18
"2011-06-28",81.59,84.02,81.53,83.98,763000,78.85
"2011-06-29",84.3,86.32,83.54,85.85,1762300,80.6
"2011-06-30",86.12,87.76,85.76,86.76,1000500,81.46
"2011-07-01",86.92,89.71,86.7,88.99,1250800,83.55
"2011-07-05",88.61,89.03,87.97,88.24,934400,82.85
"2011-07-06",87.93,88.23,87.05,88.16,1031300,82.77
"2011-07-07",89.29,89.79,88.77,89.33,1043700,83.87
"2011-07-08",87.8,87.85,86.5,87.66,889600,82.3
"2011-07-11",86.27,86.4,84.9,85.58,587400,80.35
"2011-07-12",84.98,85.66,83.47,83.7,1251600,78.58
"2011-07-13",84.04,84.75,83.35,83.59,838300,78.48
"2011-07-14",83.81,84.02,80.26,80.79,1798000,75.85
"2011-07-15",81.49,81.63,80.32,81.1,1194400,76.14
"2011-07-18",80.67,81.37,79.99,81.22,1082800,76.25
"2011-07-19",81.71,83.2,81.65,82.87,762300,77.8
"2011-07-20",83.03,83.31,82.24,82.83,505400,77.77
"2011-07-21",83.42,84.34,82.94,83.84,943900,78.71
"2011-07-22",83.47,83.81,82.54,83.05,619200,77.97
"2011-07-25",81.87,83.44,81.65,82.92,676800,77.85
"2011-07-26",82.75,83.09,80.44,80.66,969300,75.73
"2011-07-27",80.33,80.33,76.83,77.07,2269500,72.36
"2011-07-28",80.19,80.19,72.57,73.48,2893900,68.99
"2011-07-29",72.14,72.65,71.13,71.76,2340400,67.37
"2011-08-01",73.12,74,70.73,71.15,2438400,66.8
"2011-08-02",70.51,72.05,67.5,67.69,2993700,63.55
"2011-08-03",67.64,71.23,66.23,70.82,3218400,66.49
"2011-08-04",69.36,69.79,65.21,65.27,2787900,61.28
"2011-08-05",66.87,67.01,60.53,62.47,4574100,58.65
"2011-08-08",59.81,61.6,56.37,56.46,3555400,53.01
"2011-08-09",58.04,60.91,56.44,60.89,3894700,57.17
"2011-08-10",59.21,61.05,58.44,58.56,3721400,54.98
"2011-08-11",58.87,63.1,57.9,62.05,3041800,58.68
"2011-08-12",62.42,64.96,62.42,64.93,2571400,61.41
"2011-08-15",65.52,65.98,64.2,64.53,2212000,61.03
"2011-08-16",63.61,64.55,62.37,63.01,1819500,59.59
"2011-08-17",63.42,64.33,61.89,61.99,1709000,58.63
"2011-08-18",59.57,59.72,55.15,55.73,3268900,52.71
"2011-08-19",54.93,56.59,53.26,53.66,2406600,50.75
"2011-08-22",55.09,55.29,53.02,53.71,2125400,50.8
"2011-08-23",53.82,57.49,53.15,57.31,3682400,54.2
"2011-08-24",57.02,59.07,56.52,58.93,1622000,55.73
"2011-08-25",59.61,60,57.5,57.73,1496400,54.6
"2011-08-26",57.09,60.38,56.33,59.84,1989400,56.59
"2011-08-29",60.72,61.37,59.49,60.53,1741600,57.25
"2011-08-30",60.07,62.78,59.68,62.33,1567200,58.95
"2011-08-31",62.93,64.78,62.86,64.13,3354400,60.65
"2011-09-01",63.91,64.91,62.31,62.39,2141300,59
"2011-09-02",60.51,60.96,58.76,59.3,1467600,56.08
"2011-09-06",56.99,57.63,56,57.18,2722300,54.08
"2011-09-07",58.41,59.46,58.16,59.25,2007300,56.03
"2011-09-08",58.5,58.84,56.94,57.76,2839000,54.63
"2011-09-09",56.68,57.97,55.99,56.56,2899100,53.49
"2011-09-12",55.75,57.29,55.38,57.17,1314400,54.07
"2011-09-13",57.12,58.83,56.9,58.18,1027900,55.02
"2011-09-14",58.68,59.74,56.76,58.68,853300,55.5
"2011-09-15",59.32,60.84,58.81,60.11,2607300,56.85
"2011-09-16",60.6,60.88,59.12,59.49,2133200,56.26
"2011-09-19",58.29,59.04,57.44,58.57,1112600,55.39
"2011-09-20",59.04,59.33,56.4,56.44,1687700,53.38
"2011-09-21",56.38,56.86,54.02,54.05,1572200,51.12
"2011-09-22",51.97,52.21,50.36,51.54,2209300,48.74
"2011-09-23",51.28,52.99,50.86,52.29,1998300,49.45
"2011-09-26",52.9,55.03,51.26,54.88,2154100,51.9
"2011-09-27",56.61,60.02,56.61,57.98,3801000,54.83
"2011-09-28",57.95,58.64,56.51,56.57,2228400,53.5
"2011-09-29",57.93,58.88,55.77,57.45,2036900,54.33
"2011-09-30",55.99,57.46,55.72,56,1985800,52.96
"2011-10-03",55.24,56.28,54.44,54.55,2644500,51.59
"2011-10-04",53.51,57.93,53.06,57.79,2500000,54.65
"2011-10-05",58.14,59.85,57.45,59.48,1399500,56.25
"2011-10-06",59.35,61.44,58.5,60.9,2155900,57.6
"2011-10-07",61.53,61.69,58.77,59.17,1767200,55.96
"2011-10-10",60.74,61.98,60.57,61.59,1127300,58.25
"2011-10-11",61.05,62.19,61.05,61.87,982700,58.51
"2011-10-12",62.64,65.36,62.47,64.15,1366300,60.67
"2011-10-13",63.4,63.63,62.06,63.46,829700,60.02
"2011-10-14",64.57,66.11,64.39,66.01,1001600,62.43
"2011-10-17",65.58,65.7,61.93,62.11,1384800,58.74
"2011-10-18",62.19,65.97,61.7,65.3,1552400,61.76
"2011-10-19",65.36,65.39,63.32,63.66,884400,60.21
"2011-10-20",63.75,64.43,62.36,63.69,1333800,60.23
"2011-10-21",64.64,66.65,64.24,66.54,1587800,62.93
"2011-10-24",66.62,69.07,66.26,68.4,1448500,64.69
"2011-10-25",67.84,67.84,64.51,64.6,1522200,61.09
"2011-10-26",65.75,66.53,64.35,65.39,1429900,61.84
"2011-10-27",68.22,71.38,68.15,70.35,1089200,66.53
"2011-10-28",70.07,71.62,69.63,71.09,982500,67.23
"2011-10-31",70.14,70.14,67.64,67.65,1045500,63.98
"2011-11-01",64.85,66.84,64.5,65.68,1464100,62.12
"2011-11-02",67.23,69.28,67.04,69.13,1015100,65.38
"2011-11-03",70.15,71.86,68.24,71.52,1374500,67.64
"2011-11-04",70.65,71.28,69.45,69.98,1331700,66.18
"2011-11-07",69.7,70.69,67.77,69.81,1328100,66.02
"2011-11-08",75.51,76.49,73.84,74.33,3533600,70.3
"2011-11-09",72.07,72.95,69.84,70.34,1493200,66.91
"2011-11-10",71.48,73.68,71.48,72.16,1277700,68.64
"2011-11-11",73.42,75.57,73.35,74.63,1260300,70.99
"2011-11-14",74.28,75,73.02,73.59,940500,70
"2011-11-15",72.85,74.89,72.77,74.37,1059300,70.74
"2011-11-16",73.27,73.87,72.05,72.24,1029100,68.71
"2011-11-17",72.25,72.52,69.88,70.49,847700,67.05
"2011-11-18",71.16,72.03,70.45,71.25,919200,67.77
"2011-11-21",69.63,69.79,67.93,68.87,1013100,65.51
"2011-11-22",68.75,70.03,68.55,69.19,980600,65.81
"2011-11-23",68.08,68.24,67.12,67.17,1065200,63.89
"2011-11-25",66.91,67.79,66.64,66.91,480100,63.64
"2011-11-28",69.75,71.38,69.53,71.04,939700,67.57
"2011-11-29",71.61,72.36,70.49,70.93,708400,67.47
"2011-11-30",74.08,76.16,73.95,75.03,1819700,71.37
"2011-12-01",74.76,75.08,74.01,74.14,1155000,70.52
"2011-12-02",74.83,75,73.75,74.62,1946400,70.98
"2011-12-05",75.91,76.27,75.24,76.14,1890600,72.42
"2011-12-06",76.22,77.81,75.95,77.27,1728500,73.5
"2011-12-07",76.23,78.01,76.02,77.48,1707000,73.7
"2011-12-08",76.63,77.21,75.65,76.08,1729900,72.37
"2011-12-09",76.33,77.73,76.18,77.47,1104600,73.69
"2011-12-12",76.45,76.92,74.66,75.48,1284300,71.79
"2011-12-13",75.84,77.25,74.95,75.46,1475000,71.78
"2011-12-14",74.85,75.04,71.73,72.1,1466700,68.58
"2011-12-15",73.57,73.57,71.5,72.04,1116900,68.52
"2011-12-16",72.95,74.39,71.59,71.85,1616300,68.34
"2011-12-19",72.4,73.81,71.78,72.09,1174800,68.57
"2011-12-20",73.88,75.45,73.75,74.81,965700,71.16
"2011-12-21",74.76,75.09,72.2,72.45,1830500,68.91
"2011-12-22",72.72,74.61,72.58,74.1,882200,70.48
"2011-12-23",74.48,74.48,73.66,74.17,560200,70.55
"2011-12-27",74.18,74.74,73.43,74.34,409800,70.71
"2011-12-28",74.42,74.55,71.92,72.04,783800,68.52
"2011-12-29",72.1,73.54,71.9,73.44,729800,69.85
"2011-12-30",73.37,74,73.22,73.37,481900,69.79
"2012-01-03",75.21,77.47,75.19,75.66,1212800,71.97
"2012-01-04",75.41,77,74.93,76.34,886000,72.61
"2012-01-05",75.5,76.28,73.86,75.79,926200,72.09
"2012-01-06",75.64,75.68,72.21,72.38,1865200,68.85
"2012-01-09",72.76,73.46,72.27,73.14,1200900,69.57
"2012-01-10",74.24,75.24,73.89,74.86,1608800,71.2
"2012-01-11",76.55,78.28,76.38,77.98,2613100,74.17
"2012-01-12",78.36,79.7,77.96,79.61,1588400,75.72
"2012-01-13",78.49,80.15,78.15,79.63,1559500,75.74
"2012-01-17",80.48,81.15,79.88,80.07,1375000,76.16
"2012-01-18",80.12,82.07,79.82,81.92,1347000,77.92
"2012-01-19",82.41,82.65,81.63,81.75,1174100,77.76
"2012-01-20",81.18,81.7,80.12,80.99,1097400,77.04
"2012-01-23",81.14,82.06,80.59,81.05,814000,77.09
"2012-01-24",80.27,81.94,80.15,81.75,1161200,77.76
"2012-01-25",81.11,81.11,76.71,79.42,2363900,75.54
"2012-01-26",80,80.84,77.28,77.55,1599200,73.76
"2012-01-27",76.88,78.19,76.75,76.9,1221800,73.15
"2012-01-30",76.14,78.08,76,78.03,1473900,74.22
"2012-01-31",78.5,79.43,77.6,77.87,1510100,74.07
"2012-02-01",79.01,80.52,78.87,79.91,1443000,76.01
"2012-02-02",80.05,80.3,79.7,80.12,1052000,76.21
"2012-02-03",81.22,81.86,80.94,81.53,1486800,77.55
"2012-02-06",81.14,81.91,80.67,81.27,969300,77.3
"2012-02-07",80.83,81.58,80.43,81.34,902700,77.37
"2012-02-08",81.21,82.06,81.07,82.04,1072900,78.03
"2012-02-09",82.1,82.22,81.34,81.85,853500,77.85
"2012-02-10",80.71,80.85,79.63,80.26,889300,76.34
"2012-02-13",81.05,81.23,79.56,80.9,993800,76.95
"2012-02-14",80.51,80.99,79.44,79.79,829800,75.89
"2012-02-15",80.11,80.33,79.5,79.79,977000,75.89
"2012-02-16",79.39,81.48,79.19,81.25,1325600,77.7
"2012-02-17",81.55,82.35,80.6,82.3,1218300,78.7
"2012-02-21",82.66,83.85,82.6,83.51,1553400,79.86
"2012-02-22",82.99,83.3,81.49,82.2,1368900,78.6
"2012-02-23",81.89,81.89,80.79,81.64,864100,78.07
"2012-02-24",81.7,82.91,81.42,82.67,1132100,79.05
"2012-02-27",81.75,82.14,80.84,81.3,1289500,77.74
"2012-02-28",81.3,81.64,80.4,80.86,1075000,77.32
"2012-02-29",81.17,81.46,79.87,79.98,1243000,76.48
"2012-03-01",80.25,81.82,80.25,81.31,1224900,77.75
"2012-03-02",81.01,81.59,80,80.29,821500,76.78
"2012-03-05",80.27,80.27,78.93,79.52,759700,76.04
"2012-03-06",78.33,78.33,76.2,76.47,1293300,73.13
"2012-03-07",77.36,79.12,77.34,78.73,1197300,75.29
"2012-03-08",79.52,80.91,79.29,80.65,1131000,77.12
"2012-03-09",80.8,81.28,80.27,80.71,780600,77.18
"2012-03-12",81.32,83.17,81.02,82.47,1162900,78.86
"2012-03-13",83.2,84.64,83,84.55,971800,80.85
"2012-03-14",84.29,84.71,83.06,83.68,869000,80.02
"2012-03-15",83.8,84.54,83.2,84.3,825800,80.61
"2012-03-16",83.81,84.5,83.43,83.71,1166600,80.05
"2012-03-19",83.89,84.03,83.22,83.42,566500,79.77
"2012-03-20",82.88,82.95,80.96,81.42,1212200,77.86
"2012-03-21",81.39,81.77,80.9,81.42,747200,77.86
