"","CELG.Open","CELG.High","CELG.Low","CELG.Close","CELG.Volume","CELG.Adjusted"
"2013-12-26",167.39,169.84,167.38,169.14,1219400,169.14
"2013-12-27",169.21,170.47,168.3,168.93,1257400,168.93
"2013-12-30",168.89,169.95,168,168.98,1240900,168.98
"2013-12-31",168.78,170.09,167.81,168.97,1490400,168.97
"2014-01-02",169.01,172.34,168.17,171.94,2377700,171.94
"2014-01-03",171.49,171.79,169.3,169.81,1589800,169.81
"2014-01-06",165.89,166.85,160.5,162.62,4609600,162.62
"2014-01-07",164.94,166.82,164.33,164.61,2835000,164.61
"2014-01-08",164.9,168.55,164.04,167.46,2659000,167.46
"2014-01-09",168.67,171,167.3,168.7,1796000,168.7
"2014-01-10",168.75,169.86,164.54,169.81,2784000,169.81
"2014-01-13",170.47,174.66,163.03,164.9,7857500,164.9
"2014-01-14",165.34,167.63,162.7,167.04,3894900,167.04
"2014-01-15",167.8,168,164.95,165.35,2813700,165.35
"2014-01-16",165.05,167.61,165,167.6,2273700,167.6
"2014-01-17",165.27,168.4,165.27,167.04,3353100,167.04
"2014-01-21",168.07,168.74,165.7,168.55,2408500,168.55
"2014-01-22",169.2,170.88,167.85,169.98,2661200,169.98
"2014-01-23",168.94,169.8,166.78,168.55,2823300,168.55
"2014-01-24",167,167.39,161.11,161.22,3949000,161.22
"2014-01-27",160.72,161,154.18,156.27,5350900,156.27
"2014-01-28",157.01,160.57,157.01,159.98,3673900,159.98
"2014-01-29",158.4,161.19,156.28,158.46,2768100,158.46
"2014-01-30",160.15,160.83,150.11,153.98,6835200,153.98
"2014-01-31",150.8,153.77,147.83,151.93,5220100,151.93
"2014-02-03",151.81,154.35,147.77,148.6,4708100,148.6
"2014-02-04",149.08,153.21,148.86,151.51,3668300,151.51
"2014-02-05",150.92,152.89,148.18,150.85,4063300,150.85
"2014-02-06",151.19,152.8,149.03,149.91,3681300,149.91
"2014-02-07",150.65,157.18,150,156.88,3893300,156.88
"2014-02-10",157.01,157.83,155.64,156.62,2396300,156.62
"2014-02-11",157.03,160.39,156.25,159.91,3657500,159.91
"2014-02-12",160.5,163.14,159.85,160.54,2956900,160.54
"2014-02-13",160,165.6,160,164.74,3622300,164.74
"2014-02-14",165.42,167.26,163.23,163.93,2772500,163.93
"2014-02-18",163.82,166,163.82,165.84,2210000,165.84
"2014-02-19",165.1,166.45,162.66,163,2393600,163
"2014-02-20",163.44,163.79,160.6,163.58,2356400,163.58
"2014-02-21",163.93,164.74,160.23,160.97,3559900,160.97
"2014-02-24",161.59,164.99,161.39,164.09,2871000,164.09
"2014-02-25",164,165.75,162.98,164.34,2083000,164.34
"2014-02-26",163.96,165.01,159.35,159.98,3455000,159.98
"2014-02-27",160.36,162.06,158.64,161.67,2714600,161.67
"2014-02-28",162.55,164.45,159,160.75,3271000,160.75
"2014-03-03",159.05,161.55,158.63,160.28,2189500,160.28
"2014-03-04",161.9,162.85,161.64,161.83,2107700,161.83
"2014-03-05",162.55,163.77,161.3,163.24,2810400,163.24
"2014-03-06",164.28,165.21,155.78,156.61,5436900,156.61
"2014-03-07",158.12,158.5,151.58,156.56,5852600,156.56
"2014-03-10",155.46,158.56,154.37,158.42,2710500,158.42
"2014-03-11",159.25,161.11,157.64,158.39,2936300,158.39
"2014-03-12",157.02,159.88,156.75,157.92,2703400,157.92
"2014-03-13",158.07,159.95,154.77,156,2907400,156
"2014-03-14",154.28,155.28,147.65,149.41,8392400,149.41
"2014-03-17",150.82,153.69,149.85,150.23,3204400,150.23
